timestamp,building_id,electricity_kwh,gas_kwh,heating_kwh,cooling_kwh,lighting_kwh,plug_load_kwh,fans_kwh,total_kwh,indoor_temp_c,indoor_rh_pct,co2_ppm,tvoc_ppb,pm25_ug_m3
2024-01-03T08:00:00,BLD-00008,13.866,694.523,661.45,0.0,5.793,5.987,2.086,708.389,19.52,47.2,501.0,139.0,8.9
2024-01-03T09:00:00,BLD-00008,20.602,521.49,496.657,0.0,8.645,9.038,2.918,542.091,20.11,52.3,718.0,143.0,12.1
2024-01-03T10:00:00,BLD-00008,20.006,555.905,529.433,0.0,8.393,8.768,2.845,575.911,19.0,56.0,704.0,190.0,12.8
2024-01-03T11:00:00,BLD-00008,20.264,412.507,392.864,0.0,8.502,8.885,2.877,432.771,20.19,47.7,686.0,159.0,8.3
2024-01-03T12:00:00,BLD-00008,20.622,413.941,394.23,0.0,8.654,9.047,2.921,434.564,20.05,53.9,693.0,168.0,16.8
2024-01-03T13:00:00,BLD-00008,19.475,390.998,372.379,0.0,8.168,8.528,2.779,410.473,20.5,52.3,670.0,154.0,10.2
2024-01-03T14:00:00,BLD-00008,19.806,496.156,472.529,0.0,8.308,8.677,2.82,515.962,20.38,52.7,685.0,145.0,8.9
2024-01-03T15:00:00,BLD-00008,19.484,466.998,444.76,0.0,8.172,8.532,2.78,486.483,19.95,56.9,708.0,177.0,13.0
2024-01-03T16:00:00,BLD-00008,19.976,515.276,490.739,0.0,8.38,8.755,2.841,535.252,20.28,53.5,672.0,180.0,15.2
2024-01-03T17:00:00,BLD-00008,20.507,590.32,562.21,0.0,8.605,8.995,2.907,610.828,19.51,51.3,738.0,173.0,12.5
2024-01-03T18:00:00,BLD-00008,20.273,696.435,663.271,0.0,8.506,8.889,2.878,716.708,19.5,56.9,733.0,141.0,12.8
2024-01-03T19:00:00,BLD-00008,20.609,733.718,698.779,0.0,8.649,9.041,2.919,754.327,18.62,53.3,730.0,181.0,14.0
2024-01-03T20:00:00,BLD-00008,20.676,735.152,700.145,0.0,8.677,9.071,2.928,755.828,19.64,56.6,720.0,136.0,15.1
2024-01-03T21:00:00,BLD-00008,13.901,861.82,820.781,0.0,5.807,6.003,2.091,875.721,19.75,47.4,543.0,131.0,7.6
2024-01-03T22:00:00,BLD-00008,14.176,959.808,914.103,0.0,5.924,6.127,2.125,973.985,19.48,53.9,555.0,137.0,11.0
2024-01-03T23:00:00,BLD-00008,13.819,945.947,900.902,0.0,5.773,5.966,2.081,959.766,18.88,59.0,538.0,130.0,11.7
2024-01-04T00:00:00,BLD-00008,13.524,1022.425,973.738,0.0,5.648,5.832,2.044,1035.949,18.65,55.5,544.0,120.0,8.5
2024-01-04T01:00:00,BLD-00008,13.765,1030.551,981.477,0.0,5.75,5.941,2.074,1044.316,18.86,52.6,500.0,145.0,10.9
2024-01-04T02:00:00,BLD-00008,13.93,937.343,892.707,0.0,5.82,6.016,2.094,951.272,19.23,59.8,538.0,137.0,13.2
2024-01-04T03:00:00,BLD-00008,13.141,1019.079,970.552,0.0,5.486,5.659,1.997,1032.22,19.53,56.9,513.0,167.0,12.7
2024-01-04T04:00:00,BLD-00008,14.246,905.795,862.662,0.0,5.954,6.159,2.133,920.042,19.02,54.2,513.0,160.0,12.4
2024-01-04T05:00:00,BLD-00008,13.874,821.191,782.086,0.0,5.796,5.991,2.087,835.065,18.86,61.8,543.0,119.0,15.2
2024-01-04T06:00:00,BLD-00008,13.598,797.291,759.325,0.0,5.679,5.866,2.053,810.889,18.81,55.0,499.0,109.0,8.5
2024-01-04T07:00:00,BLD-00008,13.851,715.076,681.025,0.0,5.786,5.98,2.085,728.927,18.71,55.6,541.0,165.0,13.2
2024-01-04T08:00:00,BLD-00008,13.829,664.409,632.771,0.0,5.777,5.97,2.082,678.238,20.19,52.3,515.0,134.0,13.2
2024-01-04T09:00:00,BLD-00008,20.256,606.572,577.688,0.0,8.499,8.881,2.876,626.828,20.4,57.1,707.0,154.0,15.8
2024-01-04T10:00:00,BLD-00008,20.457,533.439,508.037,0.0,8.584,8.973,2.901,553.897,20.53,51.8,712.0,137.0,14.9
2024-01-04T11:00:00,BLD-00008,19.52,489.942,466.611,0.0,8.187,8.548,2.785,509.462,20.17,51.5,713.0,161.0,9.3
2024-01-04T12:00:00,BLD-00008,20.724,471.3,448.857,0.0,8.697,9.093,2.934,492.025,19.91,52.3,705.0,134.0,9.5
2024-01-04T13:00:00,BLD-00008,20.605,417.765,397.872,0.0,8.647,9.039,2.919,438.37,20.03,57.1,742.0,185.0,14.1
2024-01-04T14:00:00,BLD-00008,20.635,480.86,457.962,0.0,8.659,9.053,2.923,501.495,20.28,48.4,718.0,209.0,10.3
2024-01-04T15:00:00,BLD-00008,20.607,412.029,392.409,0.0,8.648,9.04,2.919,432.636,20.46,49.3,741.0,195.0,9.1
2024-01-04T16:00:00,BLD-00008,20.624,504.282,480.268,0.0,8.655,9.048,2.921,524.906,19.14,49.8,742.0,135.0,13.6
2024-01-04T17:00:00,BLD-00008,20.561,525.791,500.754,0.0,8.628,9.019,2.913,546.352,19.18,61.3,724.0,192.0,10.5
2024-01-04T18:00:00,BLD-00008,19.636,677.315,645.062,0.0,8.236,8.601,2.799,696.951,18.74,55.9,687.0,167.0,16.1
2024-01-04T19:00:00,BLD-00008,19.65,762.876,726.548,0.0,8.242,8.607,2.801,782.526,19.13,55.1,670.0,142.0,11.9
2024-01-04T20:00:00,BLD-00008,20.499,821.191,782.086,0.0,8.602,8.991,2.906,841.689,18.42,55.0,728.0,134.0,10.3
2024-01-04T21:00:00,BLD-00008,13.726,909.619,866.304,0.0,5.733,5.924,2.069,923.346,19.63,55.2,555.0,118.0,8.8
2024-01-04T22:00:00,BLD-00008,14.102,935.431,890.886,0.0,5.893,6.094,2.116,949.533,19.32,62.2,526.0,145.0,8.5
2024-01-04T23:00:00,BLD-00008,13.512,922.525,878.595,0.0,5.643,5.827,2.043,936.037,19.46,57.1,491.0,116.0,9.4
2024-01-05T00:00:00,BLD-00008,14.211,970.802,924.574,0.0,5.939,6.143,2.129,985.013,19.39,60.2,538.0,153.0,7.7
2024-01-05T01:00:00,BLD-00008,14.098,971.28,925.029,0.0,5.891,6.092,2.115,985.378,18.87,54.3,546.0,149.0,14.3
2024-01-05T02:00:00,BLD-00008,13.111,958.374,912.738,0.0,5.473,5.645,1.993,971.485,19.31,61.5,496.0,172.0,15.0
2024-01-05T03:00:00,BLD-00008,13.437,999.004,951.432,0.0,5.611,5.793,2.033,1012.441,18.46,61.9,522.0,128.0,12.0
2024-01-05T04:00:00,BLD-00008,13.047,930.651,886.334,0.0,5.446,5.616,1.985,943.698,19.12,51.0,514.0,171.0,13.7
2024-01-05T05:00:00,BLD-00008,13.18,811.153,772.526,0.0,5.502,5.676,2.002,824.333,19.96,59.5,482.0,103.0,9.8
2024-01-05T06:00:00,BLD-00008,14.042,766.222,729.735,0.0,5.867,6.067,2.108,780.263,20.07,52.7,547.0,124.0,10.5
2024-01-05T07:00:00,BLD-00008,13.126,698.825,665.547,0.0,5.479,5.652,1.995,711.951,19.01,62.2,522.0,146.0,7.4
2024-01-05T08:00:00,BLD-00008,14.047,678.271,645.972,0.0,5.869,6.069,2.109,692.318,20.19,59.5,527.0,137.0,12.0
2024-01-05T09:00:00,BLD-00008,20.533,596.056,567.673,0.0,8.616,9.007,2.91,616.589,19.28,48.8,737.0,208.0,15.7
2024-01-05T10:00:00,BLD-00008,20.328,460.307,438.387,0.0,8.529,8.914,2.885,480.634,19.93,56.3,691.0,155.0,15.2
2024-01-05T11:00:00,BLD-00008,19.999,420.155,400.148,0.0,8.39,8.765,2.844,440.154,19.24,59.3,673.0,201.0,12.1
2024-01-05T12:00:00,BLD-00008,20.109,477.036,454.32,0.0,8.437,8.815,2.858,497.145,19.59,59.6,685.0,144.0,11.4
2024-01-05T13:00:00,BLD-00008,20.596,400.557,381.483,0.0,8.643,9.035,2.918,421.153,20.2,54.8,728.0,195.0,12.8
2024-01-05T14:00:00,BLD-00008,20.63,495.2,471.619,0.0,8.658,9.051,2.922,515.83,20.31,54.0,684.0,179.0,8.3
2024-01-05T15:00:00,BLD-00008,19.821,423.501,403.334,0.0,8.315,8.684,2.822,443.322,19.98,51.7,719.0,127.0,12.4
2024-01-05T16:00:00,BLD-00008,20.279,560.207,533.53,0.0,8.509,8.892,2.879,580.486,19.1,49.5,732.0,182.0,16.3
2024-01-05T17:00:00,BLD-00008,19.781,616.132,586.792,0.0,8.298,8.666,2.817,635.913,19.59,47.1,689.0,179.0,11.8
2024-01-05T18:00:00,BLD-00008,19.567,606.572,577.688,0.0,8.207,8.569,2.791,626.139,20.02,53.2,700.0,171.0,13.7
2024-01-05T19:00:00,BLD-00008,19.721,773.869,737.018,0.0,8.272,8.639,2.81,793.59,19.87,51.1,669.0,189.0,15.1
2024-01-05T20:00:00,BLD-00008,20.474,847.002,806.669,0.0,8.591,8.98,2.903,867.476,18.65,52.6,685.0,185.0,14.1
2024-01-05T21:00:00,BLD-00008,13.8,880.94,838.99,0.0,5.765,5.957,2.078,894.739,19.47,54.8,539.0,120.0,13.5
2024-01-05T22:00:00,BLD-00008,14.228,921.569,877.685,0.0,5.946,6.151,2.131,935.797,19.74,52.5,513.0,170.0,7.9
2024-01-05T23:00:00,BLD-00008,14.001,1002.828,955.074,0.0,5.85,6.048,2.103,1016.828,18.67,61.4,526.0,104.0,15.5
2024-01-06T00:00:00,BLD-00008,15.213,1041.545,991.948,0.0,6.363,6.597,2.253,1056.758,18.22,59.2,557.0,184.0,13.8
2024-01-06T01:00:00,BLD-00008,16.094,947.859,902.722,0.0,6.736,6.996,2.362,963.952,18.15,57.1,570.0,139.0,10.5
2024-01-06T02:00:00,BLD-00008,15.322,951.205,905.909,0.0,6.409,6.647,2.266,966.527,19.6,54.9,549.0,180.0,8.2
2024-01-06T03:00:00,BLD-00008,15.042,947.859,902.722,0.0,6.291,6.519,2.232,962.9,18.15,58.0,542.0,165.0,13.1
2024-01-06T04:00:00,BLD-00008,15.504,895.757,853.102,0.0,6.486,6.729,2.289,911.261,18.24,58.7,572.0,181.0,11.6
2024-01-06T05:00:00,BLD-00008,15.941,915.833,872.222,0.0,6.671,6.927,2.343,931.774,19.52,57.7,585.0,121.0,14.1
2024-01-06T06:00:00,BLD-00008,15.528,752.36,716.533,0.0,6.497,6.74,2.292,767.888,19.43,50.1,571.0,110.0,8.9
2024-01-06T07:00:00,BLD-00008,16.246,734.674,699.69,0.0,6.8,7.065,2.38,750.92,18.63,56.6,582.0,160.0,8.1
2024-01-06T08:00:00,BLD-00008,15.172,682.573,650.069,0.0,6.346,6.579,2.248,697.745,19.79,58.5,573.0,174.0,9.8
2024-01-06T09:00:00,BLD-00008,22.48,604.66,575.867,0.0,9.441,9.889,3.151,627.141,18.89,55.5,782.0,204.0,17.3
2024-01-06T10:00:00,BLD-00008,21.668,516.71,492.104,0.0,9.097,9.521,3.05,538.377,20.49,48.0,771.0,198.0,8.5
2024-01-06T11:00:00,BLD-00008,22.663,451.225,429.738,0.0,9.518,9.971,3.173,473.887,19.44,51.7,796.0,186.0,15.3
2024-01-06T12:00:00,BLD-00008,21.807,433.061,412.439,0.0,9.156,9.584,3.067,454.868,20.04,49.8,739.0,144.0,15.7
2024-01-06T13:00:00,BLD-00008,22.603,456.005,434.29,0.0,9.493,9.944,3.166,478.608,19.9,54.7,776.0,178.0,11.2
2024-01-06T14:00:00,BLD-00008,21.883,485.64,462.514,0.0,9.188,9.618,3.077,507.523,20.21,57.0,758.0,159.0,9.8
2024-01-06T15:00:00,BLD-00008,22.433,508.584,484.365,0.0,9.421,9.867,3.145,531.017,20.14,53.6,734.0,195.0,12.5
2024-01-06T16:00:00,BLD-00008,21.584,459.351,437.477,0.0,9.062,9.483,3.04,480.935,19.45,59.5,751.0,194.0,9.7
2024-01-06T17:00:00,BLD-00008,21.858,617.088,587.703,0.0,9.177,9.607,3.074,638.946,19.84,54.7,777.0,144.0,12.8
2024-01-06T18:00:00,BLD-00008,22.5,610.874,581.785,0.0,9.449,9.898,3.153,633.374,19.16,57.0,770.0,206.0,14.0
2024-01-06T19:00:00,BLD-00008,21.46,689.743,656.898,0.0,9.009,9.427,3.024,711.203,19.84,57.6,735.0,178.0,12.4
2024-01-06T20:00:00,BLD-00008,21.883,750.448,714.712,0.0,9.188,9.618,3.077,772.331,18.65,55.6,764.0,147.0,12.5
2024-01-06T21:00:00,BLD-00008,15.0,877.594,835.804,0.0,6.273,6.501,2.227,892.594,19.61,58.2,544.0,145.0,13.7
2024-01-06T22:00:00,BLD-00008,15.217,878.55,836.714,0.0,6.365,6.599,2.253,893.766,18.61,54.5,577.0,110.0,12.9
2024-01-06T23:00:00,BLD-00008,15.691,919.179,875.409,0.0,6.565,6.813,2.312,934.87,19.62,58.3,593.0,145.0,14.7
2024-01-07T00:00:00,BLD-00008,15.102,960.764,915.014,0.0,6.316,6.547,2.239,975.866,18.97,52.4,582.0,162.0,10.1
2024-01-07T01:00:00,BLD-00008,15.389,1059.231,1008.791,0.0,6.437,6.677,2.274,1074.619,17.9,58.4,557.0,127.0,13.5
2024-01-07T02:00:00,BLD-00008,16.18,974.148,927.76,0.0,6.773,7.035,2.372,990.328,18.33,53.0,597.0,172.0,9.7
2024-01-07T03:00:00,BLD-00008,15.645,979.406,932.768,0.0,6.546,6.793,2.306,995.051,19.39,56.8,594.0,168.0,8.5
2024-01-07T04:00:00,BLD-00008,16.207,901.971,859.02,0.0,6.784,7.048,2.376,918.179,19.56,61.2,593.0,157.0,15.4
2024-01-07T05:00:00,BLD-00008,16.091,915.355,871.767,0.0,6.735,6.995,2.361,931.446,18.47,60.7,619.0,188.0,14.9
2024-01-07T06:00:00,BLD-00008,16.075,807.807,769.34,0.0,6.728,6.988,2.359,823.882,18.46,58.1,601.0,139.0,11.0
2024-01-07T07:00:00,BLD-00008,15.751,742.322,706.973,0.0,6.591,6.841,2.319,758.073,18.93,53.8,560.0,141.0,9.5
2024-01-07T08:00:00,BLD-00008,16.097,587.452,559.479,0.0,6.738,6.998,2.362,603.55,19.92,52.2,587.0,185.0,15.5
2024-01-07T09:00:00,BLD-00008,21.926,523.879,498.933,0.0,9.206,9.637,3.082,545.805,19.52,55.0,765.0,169.0,13.6
2024-01-07T10:00:00,BLD-00008,21.704,555.905,529.433,0.0,9.112,9.537,3.055,577.608,19.34,50.5,765.0,154.0,13.6
2024-01-07T11:00:00,BLD-00008,22.028,525.313,500.299,0.0,9.25,9.684,3.095,547.342,19.5,60.1,752.0,147.0,8.8
2024-01-07T12:00:00,BLD-00008,22.137,460.784,438.842,0.0,9.296,9.733,3.108,482.921,20.19,59.5,780.0,175.0,12.2
2024-01-07T13:00:00,BLD-00008,22.412,463.174,441.119,0.0,9.412,9.858,3.142,485.587,20.16,52.2,751.0,196.0,11.7
2024-01-07T14:00:00,BLD-00008,21.645,399.601,380.573,0.0,9.087,9.51,3.047,421.247,20.78,52.8,769.0,146.0,17.0
2024-01-07T15:00:00,BLD-00008,22.275,437.363,416.536,0.0,9.354,9.796,3.125,459.638,19.28,57.5,741.0,199.0,12.8
2024-01-07T16:00:00,BLD-00008,22.556,555.427,528.978,0.0,9.473,9.923,3.16,577.983,19.4,60.8,794.0,179.0,12.9
2024-01-07T17:00:00,BLD-00008,22.139,538.697,513.045,0.0,9.297,9.734,3.108,560.837,19.32,53.0,733.0,192.0,10.1
2024-01-07T18:00:00,BLD-00008,21.952,684.963,652.346,0.0,9.217,9.649,3.085,706.915,18.8,51.9,778.0,178.0,13.4
2024-01-07T19:00:00,BLD-00008,22.173,734.196,699.234,0.0,9.311,9.749,3.112,756.369,18.6,61.0,783.0,154.0,11.7
2024-01-07T20:00:00,BLD-00008,22.415,803.027,764.788,0.0,9.413,9.859,3.142,825.442,20.02,56.3,741.0,198.0,13.6
2024-01-07T21:00:00,BLD-00008,16.004,841.266,801.206,0.0,6.698,6.956,2.351,857.271,19.77,54.7,607.0,175.0,10.0
2024-01-07T22:00:00,BLD-00008,15.393,874.248,832.617,0.0,6.44,6.679,2.275,889.641,19.52,53.7,575.0,160.0,15.1
2024-01-07T23:00:00,BLD-00008,16.052,950.727,905.454,0.0,6.718,6.977,2.356,966.778,18.64,51.0,619.0,129.0,13.0
2024-01-08T00:00:00,BLD-00008,13.557,983.23,936.41,0.0,5.662,5.847,2.048,996.787,19.34,57.6,523.0,143.0,13.4
2024-01-08T01:00:00,BLD-00008,13.354,977.494,930.947,0.0,5.576,5.755,2.023,990.848,18.25,50.4,499.0,105.0,13.2
2024-01-08T02:00:00,BLD-00008,13.814,1043.935,994.224,0.0,5.771,5.964,2.08,1057.749,18.93,48.4,515.0,174.0,11.4
2024-01-08T03:00:00,BLD-00008,14.236,911.531,868.125,0.0,5.949,6.155,2.132,925.768,18.93,59.5,522.0,133.0,15.9
2024-01-08T04:00:00,BLD-00008,13.37,951.683,906.364,0.0,5.582,5.762,2.025,965.052,18.81,57.9,521.0,169.0,13.9
2024-01-08T05:00:00,BLD-00008,13.153,855.128,814.408,0.0,5.49,5.664,1.998,868.281,18.32,59.9,487.0,104.0,15.2
2024-01-08T06:00:00,BLD-00008,14.1,752.36,716.533,0.0,5.892,6.093,2.115,766.46,18.79,62.1,541.0,103.0,12.5
2024-01-08T07:00:00,BLD-00008,14.248,662.975,631.405,0.0,5.954,6.16,2.134,677.223,19.64,53.9,529.0,108.0,13.9
2024-01-08T08:00:00,BLD-00008,13.381,674.447,642.33,0.0,5.587,5.767,2.026,687.828,19.32,53.2,533.0,130.0,11.7
2024-01-08T09:00:00,BLD-00008,20.366,629.038,599.084,0.0,8.545,8.931,2.889,649.403,19.58,51.0,706.0,140.0,10.7
2024-01-08T10:00:00,BLD-00008,20.161,549.213,523.06,0.0,8.459,8.838,2.864,569.374,19.78,54.9,711.0,162.0,8.7
2024-01-08T11:00:00,BLD-00008,20.596,416.809,396.961,0.0,8.643,9.035,2.918,437.405,20.61,54.8,694.0,202.0,10.9
2024-01-08T12:00:00,BLD-00008,19.516,492.81,469.343,0.0,8.186,8.546,2.784,512.326,19.95,54.9,704.0,175.0,12.1
2024-01-08T13:00:00,BLD-00008,19.887,449.791,428.372,0.0,8.343,8.714,2.83,469.677,19.39,53.2,721.0,206.0,16.4
2024-01-08T14:00:00,BLD-00008,20.201,412.029,392.409,0.0,8.476,8.856,2.869,432.23,19.76,49.8,680.0,142.0,9.8
2024-01-08T15:00:00,BLD-00008,20.081,464.13,442.029,0.0,8.425,8.802,2.854,484.211,20.19,57.7,689.0,204.0,16.8
2024-01-08T16:00:00,BLD-00008,20.036,484.206,461.149,0.0,8.406,8.782,2.849,504.242,20.41,54.7,672.0,166.0,16.7
2024-01-08T17:00:00,BLD-00008,20.09,527.703,502.575,0.0,8.429,8.806,2.855,547.793,20.49,51.6,670.0,142.0,13.6
2024-01-08T18:00:00,BLD-00008,20.708,642.422,611.83,0.0,8.69,9.086,2.932,663.129,19.54,56.7,697.0,207.0,13.8
2024-01-08T19:00:00,BLD-00008,20.108,690.699,657.808,0.0,8.436,8.814,2.857,710.807,19.92,55.4,720.0,175.0,10.4
2024-01-08T20:00:00,BLD-00008,20.684,772.435,735.653,0.0,8.68,9.075,2.929,793.12,19.62,48.4,733.0,198.0,10.7
2024-01-08T21:00:00,BLD-00008,13.743,913.921,870.401,0.0,5.741,5.931,2.071,927.664,18.63,55.6,547.0,125.0,12.7
2024-01-08T22:00:00,BLD-00008,14.168,912.965,869.491,0.0,5.921,6.124,2.124,927.133,19.69,55.7,542.0,137.0,15.8
2024-01-08T23:00:00,BLD-00008,14.177,945.947,900.902,0.0,5.924,6.128,2.125,960.124,19.22,58.7,537.0,102.0,12.3
2024-01-09T00:00:00,BLD-00008,13.571,997.092,949.611,0.0,5.668,5.853,2.05,1010.662,18.99,55.3,530.0,117.0,11.5
2024-01-09T01:00:00,BLD-00008,14.2,1021.947,973.283,0.0,5.934,6.138,2.128,1036.148,19.09,57.6,519.0,151.0,7.7
2024-01-09T02:00:00,BLD-00008,14.024,956.94,911.372,0.0,5.86,6.059,2.106,970.965,19.64,61.6,547.0,125.0,8.5
2024-01-09T03:00:00,BLD-00008,13.277,981.796,935.044,0.0,5.543,5.72,2.014,995.073,18.53,54.9,503.0,97.0,12.8
2024-01-09T04:00:00,BLD-00008,13.66,946.425,901.357,0.0,5.706,5.894,2.061,960.085,18.87,55.3,502.0,99.0,7.7
2024-01-09T05:00:00,BLD-00008,13.931,909.619,866.304,0.0,5.82,6.017,2.094,923.55,18.62,55.1,512.0,178.0,13.0
2024-01-09T06:00:00,BLD-00008,13.926,742.8,707.428,0.0,5.818,6.014,2.094,756.726,18.88,53.6,516.0,135.0,12.6
2024-01-09T07:00:00,BLD-00008,13.188,677.793,645.517,0.0,5.505,5.68,2.003,690.981,18.69,61.5,529.0,153.0,15.9
2024-01-09T08:00:00,BLD-00008,13.803,632.384,602.27,0.0,5.766,5.958,2.079,646.187,19.32,53.7,514.0,159.0,8.4
2024-01-09T09:00:00,BLD-00008,20.675,623.302,593.621,0.0,8.677,9.071,2.928,643.977,19.98,56.4,701.0,143.0,15.9
2024-01-09T10:00:00,BLD-00008,20.624,548.257,522.15,0.0,8.655,9.048,2.921,568.881,20.09,54.4,699.0,175.0,9.2
2024-01-09T11:00:00,BLD-00008,19.954,448.835,427.462,0.0,8.371,8.745,2.838,468.789,19.68,53.2,712.0,131.0,16.7
2024-01-09T12:00:00,BLD-00008,20.43,477.036,454.32,0.0,8.573,8.96,2.897,497.466,19.63,56.9,730.0,208.0,13.4
2024-01-09T13:00:00,BLD-00008,19.788,412.507,392.864,0.0,8.301,8.67,2.818,432.296,19.34,60.3,685.0,194.0,12.0
2024-01-09T14:00:00,BLD-00008,20.158,456.005,434.29,0.0,8.458,8.837,2.864,476.163,20.28,51.9,683.0,154.0,9.4
2024-01-09T15:00:00,BLD-00008,19.564,478.948,456.141,0.0,8.206,8.568,2.79,498.512,20.11,55.9,658.0,141.0,10.5
2024-01-09T16:00:00,BLD-00008,20.478,529.615,504.396,0.0,8.593,8.982,2.903,550.093,19.13,57.7,736.0,192.0,13.6
2024-01-09T17:00:00,BLD-00008,19.874,596.056,567.673,0.0,8.337,8.708,2.829,615.93,19.12,56.3,673.0,151.0,9.2
2024-01-09T18:00:00,BLD-00008,20.309,666.799,635.047,0.0,8.521,8.905,2.882,687.108,20.09,52.3,711.0,172.0,12.1
2024-01-09T19:00:00,BLD-00008,20.176,701.693,668.279,0.0,8.465,8.845,2.866,721.869,20.15,56.6,677.0,148.0,10.8
2024-01-09T20:00:00,BLD-00008,19.679,789.165,751.586,0.0,8.255,8.62,2.805,808.844,18.93,48.7,669.0,181.0,14.3
2024-01-09T21:00:00,BLD-00008,13.892,861.82,820.781,0.0,5.804,5.999,2.09,875.712,19.29,54.7,557.0,151.0,8.6
2024-01-09T22:00:00,BLD-00008,13.617,917.267,873.588,0.0,5.687,5.874,2.056,930.884,19.0,57.6,513.0,113.0,9.8
2024-01-09T23:00:00,BLD-00008,13.964,958.852,913.193,0.0,5.834,6.031,2.098,972.816,18.49,51.5,551.0,127.0,16.0
2024-01-10T00:00:00,BLD-00008,13.669,983.708,936.865,0.0,5.709,5.898,2.062,997.377,19.56,53.6,499.0,157.0,9.8
2024-01-10T01:00:00,BLD-00008,13.631,955.984,910.461,0.0,5.693,5.881,2.057,969.615,18.53,50.2,539.0,162.0,11.5
2024-01-10T02:00:00,BLD-00008,13.376,1000.916,953.253,0.0,5.585,5.765,2.026,1014.292,19.5,57.8,509.0,150.0,15.2
2024-01-10T03:00:00,BLD-00008,13.758,1012.388,964.179,0.0,5.747,5.938,2.073,1026.146,18.8,56.1,524.0,108.0,15.3
2024-01-10T04:00:00,BLD-00008,13.458,944.035,899.081,0.0,5.62,5.802,2.036,957.492,18.67,52.9,515.0,103.0,8.9
2024-01-10T05:00:00,BLD-00008,14.317,835.53,795.743,0.0,5.984,6.191,2.142,849.847,19.08,49.6,521.0,106.0,11.6
2024-01-10T06:00:00,BLD-00008,13.393,762.398,726.093,0.0,5.592,5.773,2.028,775.79,18.97,54.5,520.0,152.0,11.9
2024-01-10T07:00:00,BLD-00008,13.77,704.561,671.01,0.0,5.752,5.943,2.075,718.33,18.82,57.5,519.0,152.0,10.9
2024-01-10T08:00:00,BLD-00008,13.872,602.748,574.046,0.0,5.795,5.99,2.087,616.62,19.5,48.6,542.0,175.0,15.3
2024-01-10T09:00:00,BLD-00008,20.619,518.622,493.925,0.0,8.653,9.046,2.921,539.24,20.37,53.7,689.0,137.0,10.0
2024-01-10T10:00:00,BLD-00008,19.551,564.509,537.627,0.0,8.201,8.562,2.789,584.06,20.41,49.2,709.0,176.0,15.1
2024-01-10T11:00:00,BLD-00008,19.516,516.71,492.104,0.0,8.185,8.546,2.784,536.225,19.19,50.6,710.0,154.0,14.5
2024-01-10T12:00:00,BLD-00008,20.503,449.791,428.372,0.0,8.604,8.993,2.906,470.294,19.43,59.8,705.0,187.0,13.3
2024-01-10T13:00:00,BLD-00008,19.697,396.734,377.841,0.0,8.262,8.628,2.807,416.43,20.67,52.6,662.0,168.0,10.2
2024-01-10T14:00:00,BLD-00008,19.754,390.042,371.468,0.0,8.286,8.654,2.814,409.795,20.1,54.5,668.0,142.0,9.7
2024-01-10T15:00:00,BLD-00008,20.135,412.029,392.409,0.0,8.448,8.826,2.861,432.164,19.96,50.8,671.0,128.0,8.8
2024-01-10T16:00:00,BLD-00008,19.895,525.791,500.754,0.0,8.346,8.718,2.831,545.686,19.56,52.4,703.0,202.0,11.3
2024-01-10T17:00:00,BLD-00008,20.686,629.994,599.994,0.0,8.681,9.076,2.929,650.68,19.68,49.3,723.0,182.0,16.8
2024-01-10T18:00:00,BLD-00008,19.573,638.12,607.733,0.0,8.21,8.572,2.791,657.693,19.97,55.9,689.0,128.0,9.9
2024-01-10T19:00:00,BLD-00008,20.152,736.586,701.51,0.0,8.455,8.834,2.863,756.738,19.5,51.5,694.0,148.0,11.4
2024-01-10T20:00:00,BLD-00008,20.13,838.398,798.475,0.0,8.446,8.824,2.86,858.529,18.65,59.1,715.0,190.0,8.9
2024-01-10T21:00:00,BLD-00008,13.335,915.833,872.222,0.0,5.568,5.746,2.021,929.168,19.02,56.0,539.0,105.0,9.9
2024-01-10T22:00:00,BLD-00008,13.154,952.638,907.275,0.0,5.491,5.665,1.998,965.793,18.59,56.8,510.0,111.0,16.1
2024-01-10T23:00:00,BLD-00008,13.086,999.96,952.343,0.0,5.462,5.634,1.99,1013.046,18.14,55.8,523.0,148.0,8.2
2024-01-11T00:00:00,BLD-00008,14.323,988.01,940.962,0.0,5.986,6.194,2.143,1002.333,19.5,55.2,571.0,127.0,11.0
2024-01-11T01:00:00,BLD-00008,13.069,1044.891,995.134,0.0,5.455,5.626,1.988,1057.96,18.85,58.7,483.0,124.0,15.0
2024-01-11T02:00:00,BLD-00008,13.784,979.406,932.768,0.0,5.758,5.95,2.076,993.19,19.64,54.6,502.0,99.0,9.7
2024-01-11T03:00:00,BLD-00008,13.665,910.097,866.759,0.0,5.708,5.896,2.062,923.762,19.41,56.9,534.0,138.0,14.1
2024-01-11T04:00:00,BLD-00008,14.22,917.267,873.588,0.0,5.943,6.148,2.13,931.487,18.92,51.8,523.0,154.0,8.8
2024-01-11T05:00:00,BLD-00008,14.289,841.744,801.661,0.0,5.972,6.179,2.139,856.033,19.16,49.5,560.0,171.0,9.6
2024-01-11T06:00:00,BLD-00008,13.56,747.102,711.526,0.0,5.663,5.848,2.049,760.661,18.94,56.9,541.0,99.0,9.6
2024-01-11T07:00:00,BLD-00008,13.853,745.668,710.16,0.0,5.787,5.981,2.085,759.521,19.75,54.8,514.0,121.0,11.4
