mix_id,temp_c,cooling,replicate,rubber_pct_vol,compressive_strength_residual_mpa,tensile_method,tensile_strength_residual_mpa,static_modulus_residual_gpa,upv_residual_km_s,mass_loss_pct,poisson_ratio_residual
M07,200,quench,3,0.0737351949713919,58.94849187978786,split,4.2995635887263575,0.038567234444865484,2.841696226664462,1.271285665752348,0.1922319231505909
M07,400,furnace,1,0.0737351949713919,50.45580910542065,split,3.9778061460382803,0.0356810590295119,2.353429094005166,0.1721096622273237,0.1859700276273779
M07,400,furnace,2,0.0737351949713919,51.56294486235679,split,4.021211199232774,0.03607040386139977,2.3299950428973486,0.8667490108913205,0.18678635017516837
M07,400,furnace,3,0.0737351949713919,51.83605736657185,split,4.031846672451339,0.03616580442487277,2.4101726415993934,0.934446588294251,0.18698772375910105
M07,400,quench,1,0.0737351949713919,45.61737057380455,split,3.782275427827158,0.03392714170864837,2.205474656520305,2.7892330861095154,0.18240250987292775
M07,400,quench,2,0.0737351949713919,46.424940513919616,split,3.8156075984258644,0.03422613243445303,2.114263516164596,2.0751435327958654,0.18299795406024047
M07,400,quench,3,0.0737351949713919,47.13343172996181,split,3.844612358940239,0.03448630614178187,2.178640304766133,1.1061108766485028,0.18352034469837436
M07,600,furnace,1,0.0737351949713919,30.184276464168715,split,3.0766522551571067,0.02759767738779223,1.3130402298227584,0.8220381159601344,0.17102325251904002
M07,600,furnace,2,0.0737351949713919,31.99259154827618,split,3.167471658837599,0.028412330587264046,1.4200157258561092,0.3585497077589808,0.17235657444222638
M07,600,furnace,3,0.0737351949713919,31.031245020248516,split,3.1195189434189907,0.027982193067570976,1.3904920098388514,0.46057238007711665,0.17164774642167652
M07,600,quench,1,0.0737351949713919,27.47630593561838,split,2.9353993836290706,0.02633063423333897,1.2589751829631213,2.0912794111720423,0.16902658915832883
M07,600,quench,2,0.0737351949713919,26.426675942545653,split,2.8787854340993038,0.025822805143407755,1.1571650623212468,2.272721413113844,0.16825266723880417
M07,600,quench,3,0.0737351949713919,25.503690392284824,split,2.8280660011782826,0.02536785007180359,1.1393374477081055,1.9555403728566827,0.16757212385354872
M07,800,furnace,1,0.0737351949713919,18.335957620270776,split,2.3979483542638937,0.021509679867991106,0.8,0.0,0.16228715148979456
M07,800,furnace,2,0.0737351949713919,16.924361474182277,split,2.3037968135891593,0.020665137284164962,0.8,0.8387045923139246,0.1612463416747317
M07,800,furnace,3,0.0737351949713919,15.388268042003025,split,2.1967614476706725,0.019705026341255736,0.8,1.0115507653866096,0.1601137364848579
M07,800,quench,1,0.0737351949713919,15.069601183933738,split,2.1738967158725875,0.01949992890436984,0.8,1.9302577537001326,0.1598787743857244
M07,800,quench,2,0.0737351949713919,15.160232924768868,split,2.1804240516944215,0.019558479332976386,0.8,1.8712697121096304,0.1599455997349426
M07,800,quench,3,0.0737351949713919,13.759348866018065,split,2.0772413929014766,0.018632927306545977,0.8,2.8232529860452056,0.15891268824524132
M08,23,furnace,1,0.36744019670941735,45.137296603618175,split,3.7623205890639704,0.03179012672223633,2.99127550909154,1.5389254290808165,0.21193520739532956
M08,23,furnace,2,0.36744019670941735,46.373634447513986,split,3.8134986249821026,0.0322225609629445,3.025065326015847,1.464236463543172,0.21336710021836858
M08,23,furnace,3,0.36744019670941735,45.756332415659585,split,3.7880319224566796,0.03200737735981563,3.0125169869333512,2.1655537757134473,0.21265215781534835
M08,23,quench,1,0.36744019670941735,43.10467083985769,split,3.676632260014506,0.031066094100716198,2.8774229870248553,2.5193407435351656,0.20958107558789285
M08,23,quench,2,0.36744019670941735,41.05743884746354,split,3.58826041732823,0.0303193868461988,2.7968850043684608,3.4397562535314794,0.20721002724420717
M08,23,quench,3,0.36744019670941735,42.41052647776008,split,3.6469084309076867,0.030814939455170436,2.900879668717996,2.93164844665725,0.20877713649054339
M08,200,furnace,1,0.36744019670941735,41.83903725058335,split,3.6222537296250996,0.030606616942636403,2.805603594168937,1.425493005060436,0.2081152532303336
M08,200,furnace,2,0.36744019670941735,43.8956660541943,split,3.7102130497581047,0.0313498385441017,2.8515541898606944,1.979996859891721,0.21049718470487808
M08,200,furnace,3,0.36744019670941735,43.812004674202385,split,3.706675689324583,0.03131994924206541,2.866997672524228,2.124567559764799,0.2104002903728252
M08,200,quench,1,0.36744019670941735,41.89886890930028,split,3.6248427952059616,0.03062849352677095,2.677026967650645,4.264783833779873,0.2081845486281331
M08,200,quench,2,0.36744019670941735,37.86827143730647,split,3.446083272751735,0.029118045988582787,2.6364280005520633,2.78735386503242,0.20351642039667733
M08,200,quench,3,0.36744019670941735,40.15985417766123,split,3.548820969014155,0.02998613904605015,2.6474236653038044,3.4281660591319625,0.20617046912252915
M08,400,furnace,1,0.36744019670941735,35.620736292807436,split,3.3422541646955,0.02824073093144522,2.280064857987666,2.6343719046784515,0.20091338639684828
M08,400,furnace,2,0.36744019670941735,33.96438786080389,split,3.2636225322711727,0.027576324616254633,2.2885991518755864,2.058200099091724,0.19899504874832633
M08,400,furnace,3,0.36744019670941735,34.256702116437246,split,3.277636615568407,0.02769473809893605,2.1820074210540676,2.1895646808704523,0.19933359915894422
M08,400,quench,1,0.36744019670941735,31.11320469538533,split,3.123635861055645,0.026393492395549906,1.9877966832388678,3.195171635214205,0.19569288604911786
M08,400,quench,2,0.36744019670941735,31.818642975396685,split,3.1588489101386923,0.026691028787286502,2.008411616778505,3.1720857703335743,0.1965099054546408
M08,400,quench,3,0.36744019670941735,30.9657525400779,split,3.116225280137563,0.026330875906366083,1.9833124995785707,1.8130722593894626,0.1955221109782351
M08,600,furnace,1,0.36744019670941735,19.513236482284395,split,2.4737321926280518,0.02090206244228811,1.346732438250679,1.4282228636459622,0.18225811875324613
M08,600,furnace,2,0.36744019670941735,19.730297494852014,split,2.4874527722924897,0.02101799593490511,1.2538341066725884,2.9785363451181723,0.18250951290703
M08,600,furnace,3,0.36744019670941735,20.4917608624013,split,2.534998265571211,0.021419736621436508,1.1958971251733754,2.170095457771923,0.18339141904327283
M08,600,quench,1,0.36744019670941735,19.361059334669974,split,2.464067411284136,0.020820398847601666,1.0826660571544395,4.105268809803099,0.1820818713249437
M08,600,quench,2,0.36744019670941735,19.18734062627304,split,2.4529879780380557,0.02072678200167757,1.057618980542704,3.483303378524131,0.18188067504755936
M08,600,quench,3,0.36744019670941735,17.78678344298746,split,2.3617652905656965,0.01995598623187563,1.0913870983073246,3.427976842641438,0.18025858785763477
M08,800,furnace,1,0.36744019670941735,12.776564089614414,split,2.0016819174142233,0.01691342359212366,0.8,2.143487143553005,0.1744558882400773
M08,800,furnace,2,0.36744019670941735,11.66511071356623,split,1.9126365885275671,0.0161610256445489,0.8,1.9522012102692585,0.17316863320686487
M08,800,furnace,3,0.36744019670941735,12.280707581016111,split,1.962455068888624,0.01658197217642891,0.8,1.6648893621169156,0.17388160073490655
M08,800,quench,1,0.36744019670941735,9.504140244195098,split,1.7264119961873479,0.014587501206865285,0.8,3.5757311916310623,0.1706658560564531
M08,800,quench,2,0.36744019670941735,10.712945955845884,split,1.8329156695694622,0.015487415287298134,0.8,4.74458451498299,0.1720658619136767
M08,800,quench,3,0.36744019670941735,10.644802029126424,split,1.8270768775106445,0.015438079794731623,0.8,3.855729489272116,0.1719869394734351
