Simulation_ID,Soil_Type,Structure_Type,Embedment_Depth_m,Structure_Width_m,HD_Ratio,Groundwater_Condition,Cohesion_kPa,Friction_Angle_degrees,Youngs_Modulus_MPa,Poissons_Ratio,Unit_Weight_kN_per_m3,Permeability_m_per_s,Applied_Surcharge_kPa,Max_Vertical_Displacement_mm,Max_Horizontal_Displacement_mm,Max_Shear_Strain_percent,Max_Principal_Stress_kPa,Min_Safety_Factor,Pore_Water_Pressure_kPa,Failure_Mode,Failure_Occurred
243,Sand,Basement,28.082821290019858,23.151281654022622,1.7448670269491628,Partially Saturated,63.4619355414422,28.36436008763734,66.34583337479249,0.38487191769608875,21.076092048260954,3.278089672009553e-09,53.27441323570768,60.55205934968633,-5.206923051492915,17.042595723474193,471.378728634547,3.1566571252218947,-15.151312780021613,Heave,0
244,Sand,Basement,9.254204948923867,4.564541378231087,2.113804962738373,Dry,44.204004540411844,1.4043620507165944,55.26670141670996,0.3437657728083199,20.14991928085432,1.515030724036907e-09,12.726777298705583,131.75153072001677,70.78200783275855,16.923165435127764,849.3342402016945,0.9993999684009345,250.9334362582664,Piping,0
245,Sand,Basement,22.29508174315654,7.917465612613247,3.298480252912772,Partially Saturated,97.21498721430996,37.952491192251905,66.24440784590209,0.21867092256068543,16.2826550179686,0.00042128353851728973,3.6432709957669007,31.290264994290084,-12.732600061981469,7.853373042062333,127.6083815581152,2.3722588057806404,259.4986740909695,None,0
246,Sand,Retaining Wall,9.034979941838666,15.629460343911582,3.4718596507841095,Saturated,37.568964914281956,2.869207256495212,39.212643252211876,0.4436999541172826,16.243717734491085,5.294421420367128e-06,74.50332444636837,42.983619630163275,-27.070623180979403,5.08335571609031,414.38653305792104,2.0923586194935124,6.186001432510309,None,0
247,Sand,Retaining Wall,15.286362420705528,24.56989749681746,0.8841071838737742,Partially Saturated,19.584278905771622,24.119808014453177,48.492453677460205,0.445357328856381,18.166203284912896,1.2915008031936531e-08,89.06034749534504,55.26501031387491,15.735228444525255,16.920674155992717,203.19696395308506,1.957448252913105,-57.89422912998705,Piping,1
248,Sand,Basement,28.131455084341123,19.003647194943845,4.186576296400693,Dry,42.66367211653924,15.755731344726701,72.68090574666336,0.2621736657579517,16.311272933999,5.603522418335695e-06,36.071498322766324,126.76569738074005,72.01470118531888,19.59474404681006,709.4051505703568,1.7576861478382637,64.51708602901078,Structural Buckling,0
249,Sand,Tunnel,26.407239769032362,21.00340493259727,3.367279817361879,Saturated,65.69253420560275,39.23555001218267,68.42626889394612,0.3759549848756599,16.25981102294918,4.1810243893036736e-05,84.68457664090322,40.91059074031685,54.66869745597337,3.8726760097743917,370.51319730556435,3.9892435701136133,217.4786053929824,None,0
250,Clay,Retaining Wall,23.808659668321,9.912895369927028,1.973084019527405,Dry,44.18058844735876,36.92268062149942,61.38569127918453,0.35441012220587287,18.265808896135937,1.653949435184892e-08,27.544581668127556,36.18177360167788,38.96959910742419,12.729404836121336,445.463902944386,1.0953647046610908,-56.860012459028475,None,0
251,Mixed,Retaining Wall,24.12535361875055,7.816080012810568,1.5186225530753472,Dry,28.568387545057362,23.952764384754488,9.675319942895843,0.3251730991184896,17.384960036273284,0.0007828799706529837,73.1909862422141,117.3715332855712,29.533169846336023,6.592540043410566,382.0282985092486,3.135444086004151,-60.30386944822204,None,1
252,Mixed,Tunnel,25.056938072460866,7.971168335983714,3.213879877975432,Partially Saturated,49.523339394145296,28.04850732636013,32.34044566340489,0.2042556282659829,18.10501893136488,0.00014796687745707098,58.188670027192025,52.02830080771289,54.43123988072335,9.716566646145711,848.7013099783844,1.8191816755163863,-2.106474262332199,None,0
253,Clay,Tunnel,22.793804669908205,13.632201461244964,3.631497526694779,Dry,44.69973120185243,32.8653319447558,62.32945238230098,0.2903541580947544,18.42101647895658,3.801167688027773e-05,3.3552098768330985,96.38584257746729,33.98369737247464,11.444883685302516,585.4158663533949,2.7718048043666808,177.07703911990183,Structural Buckling,0
254,Mixed,Foundation,27.111958230383898,21.886564949516693,4.677825574709125,Partially Saturated,94.41379592985292,32.81254903319576,49.043994225063884,0.36897948663614655,16.51408544089407,1.015635469408665e-05,24.15723715946283,130.09453219576648,70.73175657491754,10.773477652670437,723.1042929140727,3.9590457536170374,49.73392880789754,None,1
255,Mixed,Tunnel,11.806587548338204,7.760138175528969,1.3324614075579242,Partially Saturated,1.8896526856514106,23.965218050639834,37.11784882377889,0.44650154494614425,19.635658620920037,1.867137233721684e-10,62.899731586463616,26.090137023568673,82.63753911203588,15.233328920448383,753.9136920202435,2.1720918048919513,194.68385952730125,None,0
256,Sand,Foundation,16.73157445649052,15.54699903785954,2.763133496808069,Saturated,39.49537703007295,10.066558316300167,73.11739120729999,0.3340846474512973,18.087332641537177,1.434915062994987e-10,20.776268605933325,64.29462081513282,-7.429034256125533,19.433532886415573,721.8982791639985,3.3855717298092487,61.91951250421002,None,0
257,Clay,Tunnel,20.09959900998878,20.793484655517517,4.798308521175273,Dry,34.09893114853113,12.508365742394476,41.76782136999414,0.3756558478966233,20.564470216735543,1.4246798448103655e-09,58.9887359538947,67.91356987100394,0.15472532550535334,1.7210709173219585,947.3193710746632,0.7657884261051062,-68.3850665351827,Piping,1
258,Sand,Basement,7.538284949258864,14.007837029527337,4.592896026001547,Dry,22.344622774397383,26.625947085828095,91.29942921223818,0.42416747679411293,21.94740353337699,0.0002621150427006862,70.68216669939417,80.9248363838065,36.77560062864215,13.668812097818591,669.7068125271016,2.4411143736034306,299.4247563149913,None,1
259,Sand,Basement,16.091368992754777,12.17185620471368,2.6505248245220248,Dry,54.62448784626207,27.513980794232186,55.51096750995784,0.33413454219276717,18.289196203112073,3.321415283919499e-09,34.65836024855425,136.95552757063712,82.55203499208841,10.466072141593814,666.4543061580861,1.8375384749029946,172.4222557631387,None,1
260,Sand,Tunnel,5.47422169958447,10.62370578044527,2.9841776661951296,Dry,61.40605842264427,14.858659500732667,50.933365275910006,0.37935623635871407,20.451669538245195,8.089975074459624e-06,69.14260258200291,146.89650482191195,89.39321475477841,7.93335052712578,818.9525483385281,2.947079361760989,152.50527745600326,None,1
261,Clay,Tunnel,19.125939025657644,16.209868376714567,4.624257636593896,Dry,1.0206330736768354,35.51057596728073,37.03361496173148,0.28741865619081725,17.77143230635707,0.0007232864261605714,64.28567207607627,118.18142201877126,-13.642917724160423,13.242950654479866,65.55002788844541,0.6290377102213436,97.41833441496644,Excessive Settlement,0
262,Clay,Foundation,4.733396058394327,20.98920501578535,0.6445606914470654,Partially Saturated,67.61597054636506,16.00258312883487,17.75200893802459,0.23756742927804175,20.867537872748393,0.00036385324436410683,98.73134157804049,-5.212583297590481,9.40764132436341,17.722844265091492,105.35654967810044,2.0670108798760025,-66.74581753930497,None,0
263,Clay,Foundation,16.093884161137847,24.914874220029166,4.89290528686294,Saturated,38.26672427844815,27.939984792328254,5.91272632870597,0.297911850234172,20.098010478846227,6.339754039782622e-08,61.465081001845526,8.726857099978265,70.04976332151158,12.212207442380059,285.9556132573725,2.2309716404655155,294.0747504666112,Heave,0
264,Sand,Foundation,14.926101906007114,22.12590759253293,4.896473508456351,Saturated,92.30267471747851,8.375864741586065,69.30462208657225,0.17668775854857868,17.495290387395954,5.857803846793354e-06,27.53534210212085,8.826491636099334,91.37706324402743,16.41033518572852,222.4807832751352,3.456425927782315,86.30696468725668,Heave,0
265,Clay,Retaining Wall,5.130146527293039,12.96050432595602,4.749644345065294,Dry,74.35144269890975,14.123289234691413,11.210629961472545,0.4289991616639761,18.763834578715134,2.0657866333801354e-05,24.719491275963236,75.05789275238078,-19.445623998995288,5.90603347945327,195.55559767372463,1.8463589200436108,-83.4613754395532,None,1
266,Sand,Basement,14.301401131902889,4.743324088149958,4.8447711530319975,Partially Saturated,51.38074795372247,21.842883050350107,35.87858086834713,0.2431286422590283,20.83692516020144,7.025054281765013e-07,65.96750254110691,-3.0972150090632233,31.03669669217564,8.75325570912816,574.9387353153129,1.622149125629517,37.304528969748844,None,0
267,Mixed,Tunnel,20.97859077208079,5.651819727567771,1.8683081213140988,Partially Saturated,95.15055042472406,1.5053750353809026,88.18533844471118,0.2883097806260516,20.25674172767327,4.583615667367626e-07,10.345814661022112,71.87339427537474,34.43961016899996,3.486289774554807,236.22326947333883,1.8617980501881326,-86.83457836948007,Piping,1
268,Sand,Foundation,18.651996034572573,3.6451510623175856,0.666806252395394,Dry,68.74042495985638,1.676316159439648,50.41798202408966,0.34601362908839617,16.189765696515924,3.668687396987273e-09,22.63938588338068,110.29170326997429,-28.883589416674663,11.451314440272256,968.1982137995957,2.032329229145851,102.71176832730958,None,0
269,Mixed,Tunnel,14.825318282501954,10.978591265805303,1.7795561305504661,Saturated,80.80634385471672,10.793046133643136,88.91985633999236,0.3013483662050713,16.00927253730694,5.386872268254277e-06,0.8970316962067737,38.30830385768696,81.0633273993784,14.789256202875583,224.67097777855216,1.390866445101335,201.63969808092037,Heave,1
270,Mixed,Tunnel,12.218462597655217,13.59412760509178,2.055490133364321,Dry,95.6365223030448,33.11080425762589,10.844326081353266,0.23483406222440645,20.52313981293062,1.1392745032980395e-08,51.144341192641264,65.10695449733768,-16.038894227634277,11.586415135702278,208.1980383482351,0.6583990427375315,282.9011490678647,None,1
271,Clay,Retaining Wall,3.6068725702188336,21.05340414180948,2.086091514124537,Partially Saturated,89.0338423678644,8.660050728688109,85.12180340754543,0.4452875224053242,18.72190867678693,1.4462358714882428e-08,78.56310830878695,5.453025991401983,78.87402306826756,18.240643333574273,594.4061280186648,3.9660570556376182,237.35567805232682,None,0
272,Sand,Tunnel,28.76513109908931,4.886145734810497,3.5620648250095637,Dry,7.067246977751907,35.43519589985906,93.4910652806686,0.40448814172261005,19.06891357778389,7.243425740460805e-09,51.065745303452935,1.0200056009182035,-27.273752180459642,17.187435378092324,222.11805178549437,3.179175060997369,8.461026527675486,None,0
273,Clay,Retaining Wall,13.275816422508122,8.018626486258501,4.38627702650993,Dry,21.021786348406568,28.642458117769376,91.79425451091943,0.18083626785840687,21.787895875068223,2.889230218064373e-10,28.556779997046977,75.4059524116231,97.79399541405286,8.48762571292993,681.9983397771622,3.9490717020383075,38.815722428405934,None,1
274,Clay,Retaining Wall,13.661361383130597,14.234341169307013,1.4989404226934753,Dry,62.9577263629821,27.55685027121491,36.96936694134668,0.2602166746435073,16.793293948006756,8.04582414137622e-05,83.79316986382995,-8.05513424177784,38.240614147717125,11.445036828289085,865.5137698952624,2.8196225120782414,107.8976512026656,None,1
275,Mixed,Retaining Wall,5.593598939911518,21.695079353618123,2.5127724694842843,Partially Saturated,16.091689727933478,26.96473637638331,14.035874713952987,0.20828790464639846,16.19329077652924,0.00011001390575161173,48.46979862490129,102.55073273016063,8.846931274457184,12.940377146260833,463.99021958402477,3.5903080980426263,174.00846508547772,None,0
276,Mixed,Basement,16.91470999002039,4.928065726730645,2.2033006656778467,Saturated,46.47462618879076,39.052410903977034,91.93190315251252,0.29360173552174706,17.13382747572107,1.1648885557651061e-05,68.97196211731924,12.707242432303172,48.81702597389244,16.149451089913256,382.37746736978187,2.0760847802006417,194.54143079471555,None,1
277,Sand,Retaining Wall,29.41818791958729,8.355590962353576,3.9407095850367617,Dry,48.017751246353534,25.347310583388865,19.94912960281736,0.2126387773703436,20.275238750480558,0.0003120234909533284,98.64591092557335,133.08535557368805,6.89283861649205,1.494921227619126,705.1003987347663,1.722040971876854,239.82529511864607,None,0
278,Mixed,Basement,9.084713411510503,14.96590582610621,1.9305287398995248,Saturated,46.308857595095866,25.971049147834194,56.87017298709415,0.243682037967274,17.093000790250265,2.6262300392645133e-06,81.37229935463124,126.04282383548573,-15.995343055485066,16.14828593435442,815.3774195693975,3.9782483082820495,-10.139063718325403,None,0
279,Sand,Retaining Wall,10.773414215917077,10.136029992737857,0.7529719805827154,Saturated,82.2501915410475,18.13596848588148,43.708187791244434,0.3062695730249654,19.17188958219647,3.001997079601171e-06,85.05261613246569,26.25565164253846,2.7774283643770445,1.3327607923233686,337.713610290959,1.0932827804321705,-55.31122250294609,None,0
280,Sand,Retaining Wall,8.614006355051556,24.832749015967558,2.0021165293040326,Partially Saturated,48.944542470289335,34.89227387215145,95.99621902707428,0.19322545342202524,21.133878117784167,0.00016358797775674512,12.072963192046316,27.609117953285804,79.30432875497434,14.39063124465215,820.9204415117223,1.258624390834854,-28.972949343145643,None,0
281,Clay,Retaining Wall,26.264396370722157,12.946923934075716,2.0928699562140367,Dry,86.87060760362387,2.2961653591299624,44.514369334904394,0.4082834411980609,21.042274958207102,2.882680022667331e-09,54.064607415994516,-4.1235249889352055,2.114473123913882,9.306311973419081,778.3787226800898,2.8385968147676355,277.35689321789863,None,1
282,Mixed,Retaining Wall,15.305878151189042,23.049854510801676,4.200738834560779,Dry,77.35802305996535,13.772175045098871,40.179493566319934,0.25879510156208063,17.261660373442872,1.1175623210324442e-07,99.70341572469714,147.37377388516433,23.412142899643378,4.744949847655164,508.7438652260578,1.3935554473508975,-47.0540228455874,None,0
283,Clay,Foundation,25.058657675911288,23.699531515265853,2.965524370036221,Saturated,64.2451961644155,11.466510431113361,60.746331254019466,0.4242899348477869,21.383147063294025,8.491151996445233e-06,32.36994558102416,-1.153347697281184,41.43155103735242,14.139699317487583,485.11109515307874,2.007960497792664,27.57360856294588,None,0
284,Mixed,Tunnel,25.802431624028547,8.707518665797762,2.855817517978534,Saturated,57.799874015224425,15.918326634978332,55.13631032619526,0.15902707590167078,21.962988219299135,7.596210676862041e-09,4.178689933875868,66.74108078407079,83.09877742573315,17.40758512476761,149.42012921060893,3.7627038405646758,-21.69047171798107,None,1
285,Mixed,Retaining Wall,22.97451079170192,10.183017679740043,3.1947301433707027,Saturated,23.223652187361953,19.196421139682478,47.952143173583956,0.38151016417033085,21.84411057212605,3.984405695096676e-09,3.4051063616389654,125.87676148392697,-28.59149993271756,16.574336826425203,133.29400997238582,1.4302416091356456,-55.7094213455477,Heave,1
286,Clay,Foundation,9.309236823315334,10.131010369431046,3.0265425389753555,Partially Saturated,76.80621825127302,38.24351447275306,52.746014016899146,0.40948538630735076,21.34714659782459,0.00019404435660882864,97.86915147637798,15.635277257368632,84.67206366248743,3.882536420854179,760.4882915205826,2.2873630980276527,110.7039387407435,None,0
287,Sand,Tunnel,2.987383638665836,12.598864060488602,3.5674253075828886,Partially Saturated,80.44439487600083,36.97943533969596,14.352510705378661,0.4453710588644888,16.3786992870258,0.0009376768345653654,43.42437918909705,113.37108787203037,66.34682506221813,12.082064595669737,605.7846178683297,3.078356017270082,51.760018377400655,None,0
288,Clay,Tunnel,6.0121027936301115,4.389314590445454,4.567532206719468,Saturated,48.938732330456716,24.45062431701125,93.81690516248376,0.18956098446477548,19.763083533082234,5.068252321725711e-08,28.48508737502742,17.00667766604223,20.280126271939935,13.262418598346663,514.6911286254092,0.7514128936414426,190.64076147490914,Structural Buckling,0
289,Mixed,Tunnel,21.514590135214675,20.76178677046822,4.443585599410701,Partially Saturated,22.037644768708663,0.7948731212072646,28.784080675772802,0.28012467925686857,18.639770274341522,4.531379691525225e-09,51.39335182853768,38.73901978063369,98.96663479222855,1.0470224201733336,93.7146757996767,0.7523512579292231,57.001216231609135,None,0
290,Clay,Basement,22.73540383904756,5.878795181880337,2.7289363048007584,Partially Saturated,76.01044469075393,22.225365971219947,59.1630209818282,0.378092634837237,17.675782380781182,6.779793780560284e-08,61.01748701606478,30.898699634793942,-22.352464097716375,6.564858383017027,103.08761471913617,3.1106786507564657,122.24322515593445,Heave,1
291,Clay,Retaining Wall,23.458547781369848,22.660631674833084,4.310531703846495,Partially Saturated,80.01286588897455,2.7394844538388874,8.370441824493724,0.304067603450503,17.893103432066177,1.3395717778389118e-08,88.07729794827253,-2.469719210926584,65.90939391504092,2.085726140208035,924.7741762894972,3.7202039385937438,228.2573389617956,Bearing Failure,1
292,Mixed,Basement,8.831140141971748,15.684799345593154,4.383628517704819,Dry,56.712278147195825,14.389242966014852,33.08859062819725,0.39623717232621414,21.65848589658983,5.6534319605288874e-05,44.263757709206395,9.66866694019254,63.58059288609279,8.336504493656117,677.8174525443512,2.57139834158675,110.9991914850217,Structural Buckling,1
293,Mixed,Tunnel,6.285008334216167,13.59272819892274,4.052971230425898,Partially Saturated,69.71586590946589,12.179180760727931,70.42666945101375,0.44517104875792735,21.71213956192601,0.00020264651144326316,85.30747470896604,98.05571839225138,93.09092567427977,14.545483151700791,416.6698101836125,0.6335866918706523,74.94837049443791,Structural Buckling,0
294,Sand,Foundation,27.845721945720843,17.537346665319248,0.6892438721034646,Saturated,77.36706861106583,25.923244902448246,48.44956390139467,0.37699391423042033,16.6075653812106,5.4506802995645125e-08,26.01914045887649,3.7725836564573534,77.17554765856966,16.105442890527616,715.047483222536,2.0813922424961793,-47.13955160272643,None,1
295,Mixed,Foundation,20.597924572198515,23.52821607493431,3.4792390174830956,Dry,29.15795655855531,0.7151520932399213,74.36581140251327,0.37265658488416487,17.222020697948473,1.574106104639618e-06,54.85191257688711,146.09503429894676,44.82626969064263,15.264903425545874,295.05380513330743,3.02160853910834,123.75303615729845,None,0
296,Mixed,Basement,22.7749584466457,9.526673949740399,1.909460428346271,Saturated,28.27208626227824,31.548160181014012,19.764153000841695,0.32036873475958694,21.507805689099236,3.5591436705223424e-10,78.15853912878545,31.743037393959384,0.21695838321306482,5.433415630908467,438.80445387358867,2.7112559427514253,-60.35862949971871,None,1
297,Mixed,Retaining Wall,4.629337335818686,8.944087286862885,4.429760868975642,Partially Saturated,70.79896599130866,33.056850875097915,98.86656726963375,0.28894844887785553,19.68354967993378,1.7191728889670931e-07,44.26867990826058,7.540672762946556,36.2749671557615,2.9737138522298,488.6807242863395,1.1936332606609272,-58.043735575342524,None,1
298,Mixed,Tunnel,13.548847323922292,11.13731722336394,1.7778297277332749,Saturated,51.24078404548167,1.2939516996300826,47.34394499751591,0.40050680408773087,20.237752289526156,1.1165150434807985e-10,27.75443071831254,49.57938126389101,-16.648016998101504,17.449969518685194,79.24453017709848,0.6859397253731524,80.47291416378198,None,0
299,Mixed,Retaining Wall,3.7726211091594144,13.709790502866468,4.63381674658861,Saturated,51.23191909369788,3.2725036244219963,56.184952830309676,0.21986317397538674,18.08507520233568,4.9849720914760785e-06,80.90008745380675,34.17209489299444,33.51486264040329,14.850262280677809,993.1140706408629,3.612571103747794,107.75993894070442,None,0
300,Sand,Basement,20.417048336623782,4.665501020642743,3.2680436865053286,Partially Saturated,95.8720421728816,36.82726523182805,29.47034692729004,0.40843550407373497,17.44781861940265,1.7066517754227297e-09,80.72630886989907,2.5523774091049134,-4.786772543803121,15.105421220720341,412.5768760995352,1.2905841705875511,198.6113042918471,Structural Buckling,0
301,Mixed,Foundation,15.702031821354208,17.959718549536447,3.4027495002316983,Saturated,79.93439945232687,24.63931531092087,37.21900869465365,0.4012062133294714,18.672883477519594,0.00014005268699089963,28.230728611832955,95.05722494418718,91.49576521718272,5.416999477848712,968.8147375338333,3.985212943774115,82.61078825116596,None,0
302,Clay,Foundation,14.640989754898062,14.45967859677047,4.494812311332924,Partially Saturated,25.60337421123965,38.41394478695011,67.18586279003901,0.371156395391781,18.044526652928866,2.571587781675807e-06,60.48733030828954,114.4305403829381,22.85976736574802,11.44293661025989,665.4645921208997,0.9039706594333762,148.56605851279085,None,0
303,Clay,Basement,27.281405391238344,14.878193760140658,4.93431353976356,Partially Saturated,40.63771567073295,18.303926964519796,37.46405315397502,0.35876533354947315,21.66720651812864,0.00031399688547070596,24.637144392014655,-9.660578422569,-10.567272427463635,17.95818720680688,932.7121911268382,0.9002335859978068,267.92576234644264,None,0
304,Mixed,Tunnel,22.72332091944153,8.492218864041867,1.8905364132078062,Partially Saturated,83.0023266078859,7.625390625001618,73.26205337180181,0.15242453004673465,16.989494424112415,0.0003691216270910562,89.63086094111283,81.50101171602961,-26.91346082584713,16.683211810643236,101.58699102590938,2.8384532180773707,276.00615700472076,Piping,0
305,Clay,Basement,28.9990903849694,21.493195059330624,0.8998735512560825,Saturated,7.321895104692566,14.80703902752419,32.15660234805367,0.4471259034701248,21.950294933535577,1.52807057322258e-09,7.511979958323489,93.29200574428245,12.958913169981194,5.347757138334888,962.7481936444218,1.4454697977340776,5.564458548815438,None,1
306,Sand,Basement,3.295541967649395,11.75729792156828,3.7550598563843085,Saturated,32.10438841337563,37.15967582445161,77.71859276354152,0.26757370342961634,21.438731611183858,3.909828593292926e-07,38.23056290063839,147.33650665304967,-22.483223287613395,19.01681245964194,436.70070173388274,3.910375112227619,82.45453956841109,None,0
307,Clay,Basement,19.238971475268016,17.3497816356581,0.8158044890590286,Saturated,33.971157862929566,4.61230704497178,69.121458976726,0.263947147770079,19.426918998898717,2.3346654445781065e-09,65.01213148400657,95.64548818270458,29.710599705511875,7.574104007277249,179.89675422858645,1.3295633177126633,112.4547995724127,None,0
308,Sand,Tunnel,19.646081332761707,8.281341941399708,2.9023996886940973,Dry,39.02482040755183,35.68819884115003,25.1495392772234,0.4465118141579434,18.054556261128536,1.4858367136550888e-07,86.02355379705654,37.808871904104,-23.88384484318057,11.453761745173123,687.6098657352453,2.682639481509486,78.78973858270876,Excessive Settlement,0
309,Sand,Tunnel,2.743207803973216,20.9584328937166,2.053637446624461,Saturated,25.913697842708284,21.189729278781193,9.753200259023231,0.222566744772983,20.341865640101137,1.4146855180053184e-07,79.53691853001237,97.12421456148661,78.32620204814081,14.62644381097083,774.4841630437769,1.9224643134969859,285.35370215490417,Structural Buckling,1
310,Clay,Foundation,24.038269055653203,9.593755387403693,2.2549556519073324,Partially Saturated,64.18995476883205,2.8021394323746085,93.37014709719728,0.43593951964824673,18.883986863328,1.413349025987848e-05,68.41037766534417,34.29843062297904,30.534883810745626,5.017722822891971,667.1531443529686,0.8160335053990383,16.132096366499795,None,1
311,Clay,Retaining Wall,6.301216776768053,23.277111717033787,1.55968016315843,Partially Saturated,39.50537222524122,15.990374948512255,27.343072107028586,0.2655574740534733,18.249614770472498,0.0006805488337381505,92.60690940475676,12.333188124592205,73.0681745379957,7.869329050618936,563.0676201284662,2.9779767682182623,107.69758875099478,Structural Buckling,1
312,Mixed,Tunnel,21.635616860668925,13.005437259780061,3.6470270607238024,Dry,54.225438080460805,9.729966551220727,59.83265796681522,0.17945556838242488,17.99513901268803,2.528007733424185e-06,2.4274958232218924,108.63010393915921,17.329457823118602,18.58567352612059,825.5709407998903,3.266491305075005,-49.71085712166943,None,1
313,Mixed,Tunnel,3.059070356349435,6.193301834173382,3.0735630927583895,Dry,27.259257265982882,23.011235663483667,33.29605379726913,0.30692178794002195,16.481052476914623,5.1550952000099865e-05,97.95099400566023,67.42043674754255,69.82331812349567,1.515169557945153,701.7987190236977,3.3929858412432057,151.94256214857572,None,1
314,Mixed,Tunnel,19.18324847414517,16.446273843863498,4.785997180833675,Dry,86.13118854148604,6.0979878962722855,67.52888531525524,0.36186905549378806,18.608082970314168,6.693131950234955e-08,34.581307055045976,142.298937736441,22.689967060171803,0.4084937127537258,637.6137276063689,2.214956127250856,31.267807808154657,None,0
315,Clay,Basement,16.58186230825507,15.245949596588549,2.099922104828358,Dry,20.577177669227265,37.650848294814296,71.61890466406204,0.3327160025277535,17.487034346926144,3.234162583830029e-10,74.82506648571197,-0.045888025603844085,57.279386329363234,19.294250348826182,351.0073335175019,3.9156563034834573,222.22148529173654,None,1
316,Sand,Retaining Wall,15.531754583379591,12.27155573569276,2.274322540014518,Saturated,87.73163667543325,8.451137079220574,12.059111435135154,0.43565120599824325,16.116900575534068,4.005928611658217e-07,27.919118325750325,66.71034620310036,62.72164134088946,17.504651659855302,883.5196463473327,3.2991941638076714,-47.850625471815576,Excessive Settlement,0
317,Sand,Foundation,12.266630239427847,21.033641781007177,1.2425423661157082,Saturated,17.909054365365606,25.317017711757185,9.751782507602684,0.26511599719778767,17.39981368705425,0.00021258503705605698,41.46787366771512,30.152797926367455,48.32247547869605,16.008722667734958,707.2461976663533,2.040427011025693,251.91539262994138,None,0
318,Mixed,Foundation,13.766662302786912,12.268351281114818,3.252480925410018,Partially Saturated,37.012982381818695,33.2500089609919,99.12030217823747,0.2826013624052508,17.408597101036783,4.806205037077987e-09,87.59774579104753,70.79447144787402,-22.82519736420622,6.670418087808967,904.5129315435563,0.8481012742670211,72.03602611620977,None,0
319,Sand,Basement,15.353039773549273,5.996895136911181,0.9272858057757791,Saturated,77.9162001224232,23.835868496353356,77.96426479274365,0.2237793506372874,17.81335641975006,6.918711771774914e-09,44.81882538792614,-3.1926321467172514,17.717651815036874,7.532054406677872,625.8242945400426,1.3903363128612984,62.92739469474765,None,1
320,Clay,Foundation,10.335306291675826,3.6288272429955164,4.85675075131701,Dry,49.26553894287827,26.22255085461033,29.850547720496888,0.3233520805124517,21.672145939438593,5.413681545087191e-10,88.48350516271648,-3.526979223692308,70.97581564546876,17.945692206307104,809.8622264932956,3.2024926156061286,205.3669791606431,None,0
321,Clay,Basement,28.188088105750605,22.62757946648961,4.595306087721301,Dry,23.71966102391536,16.37286047194948,51.681069826702476,0.4318940079511966,21.39789598307444,0.0009500392464232672,54.901555450628024,75.78382293546305,90.2092641913169,19.50061473464512,890.2152168144327,3.5788062581868414,20.88157985847583,None,1
322,Sand,Basement,29.020043990692965,13.267471424543364,3.6486019729603925,Dry,66.34247130950232,4.07362152359219,96.0082577420675,0.2536843827105325,16.192100184375448,8.000937210962193e-08,26.409856642134134,46.51201225885984,55.86280334386767,1.2271878195695551,564.5549023032981,2.8185159048400164,242.980035511079,Structural Buckling,0
323,Clay,Tunnel,10.397278744135486,15.385160838151453,1.927796806533702,Dry,12.767183955243889,5.2530943353235715,56.66682808324445,0.1844876132649746,17.42909254938497,1.2362839287630648e-08,48.633254770590405,-6.326974032414565,95.75499566856674,9.364958312182196,729.3028245124862,1.8577253950929633,10.94633494608081,Structural Buckling,0
324,Sand,Tunnel,23.80336869460023,5.524302610744153,2.1026789952835294,Saturated,21.529834003444613,28.08638513726256,44.83272414252913,0.2598363745754498,18.653547781461278,0.0003071878334858935,8.874352120363948,87.39137669694918,5.666367998602119,8.01289561433755,597.6696865018453,1.7459456923050274,192.61912121590632,None,0
325,Mixed,Tunnel,23.04532688938586,13.767072258661031,0.8920700429665025,Partially Saturated,25.673318776665088,31.88974333948766,8.569871840334942,0.41495978607032225,17.666691062838478,4.7718845214363606e-05,47.81386932239434,61.029923568979214,-12.274763693643084,14.739478734446545,734.5833621394127,1.7557607748834847,-77.6559793505966,Structural Buckling,1
326,Clay,Retaining Wall,26.51630731125775,14.73402765237027,1.6116229698946674,Partially Saturated,58.44540388035631,33.69174595335955,60.55428956468268,0.4200517736345264,18.371453809439327,0.00013764525543618554,78.76679391282359,146.31773023130472,12.627220828616132,9.868320065860734,546.716625590709,2.2201404671641614,180.39094476182356,None,0
327,Clay,Retaining Wall,2.107681660933299,13.235561230108095,2.088596699485159,Saturated,55.22387532128542,14.509445710863247,88.75717858084306,0.18658833501860922,20.983707442534204,0.0004496765528138089,6.8851325699403105,123.19728257311954,58.154241358724406,1.571614406094144,810.0352591568472,3.0403525944278607,5.052163607433968,None,0
328,Mixed,Foundation,11.46730385302569,23.990634696320875,2.51567612341972,Dry,51.95411713788221,38.75417885161068,56.56723164008257,0.3793590056347207,19.415687557137773,9.942658267696385e-05,23.342657276103353,106.82655280178193,20.76458088912068,3.3455214460110727,816.9521672872172,1.0709920186686679,190.80580103596589,Heave,0
329,Sand,Retaining Wall,6.05965866170707,15.570472184068695,2.58921810432639,Saturated,9.740721982064848,25.664664498835187,79.2691464413687,0.19249251064193978,18.51580339093455,0.000793562033239828,42.24452739468604,66.67890472460712,55.686741909299386,6.148697484291978,94.18652964590501,0.5731581947242719,230.74170812210355,None,1
