Sample_ID,Relative_Density_percent,D10_mm,D50_mm,D90_mm,Uniformity_Coefficient_Cu,Coefficient_of_Curvature_Cc,Internal_Friction_Angle_degrees,Dilation_Angle_degrees,Dry_Density_kg_per_m3,Saturated_Density_kg_per_m3,Permeability_m_per_s,Cohesion_kPa,Youngs_Modulus_MPa,Poissons_Ratio,Classification
109,66.20992892297875,0.16401198770759035,1.0431066641078885,2.650395987385715,14.23025823553321,1.6664065731147186,37.85657382414116,6.613155012717064,1461.189383087804,1992.2163429159316,0.0002556880854785087,2.3544440036389447,37.229061122998075,0.33651959935647496,SC
110,32.35209848093123,0.38760817428163324,1.0829762902364106,3.464693941652587,5.980424833413142,2.6717081034080064,37.16627892552,9.625430806791806,1735.9028973068107,1945.9389974784508,1.4482990310732894e-05,3.7576695560235587,49.43050070897215,0.17754985532405956,SM
111,45.161648788973906,0.30477010181254094,1.0278390865163651,1.7139907198976752,6.445541972561527,2.8398243222810544,33.55801445883681,11.063624582283866,1468.9228314816567,1937.4185799876955,0.000806507021603613,0.4369249975231215,53.03704668589453,0.2909629448462925,SC
112,75.81023065085984,0.31325002812614255,1.7074400409602137,2.220106975551415,2.6279206420765386,1.0557169570501042,31.864449439068352,1.8423037211144855,1653.7735757163405,2197.4657368031576,2.4589617821386506e-05,2.5644672916308924,64.33424270871323,0.23757933747607698,SP
113,80.24032159511947,0.14450390207955932,0.77317921535049,3.556683287668616,10.160152524258608,2.511513394702269,36.59746124748419,3.859949402751535,1446.8149859905584,1934.4853976287393,0.0002095620663581559,0.7218985168286252,66.40018655018352,0.20879531794576078,SC
114,67.01433888668771,0.3330760917459702,1.0329519469336013,3.3172986302288536,8.958084796070747,2.0720996600763666,41.204123088954105,2.9112281844944103,1694.5326691487508,1902.5534990130668,0.0006822203996284734,2.6957444836367466,29.606737168301954,0.3206218436784851,SP
115,47.60388681666399,0.39678286793326484,0.5612285772219543,4.475141852692896,2.044667742886965,2.0881060668618705,29.85700233637242,12.618177553590215,1559.0346625589937,1941.5696359370506,3.131645742432358e-05,3.839113806577184,47.89077102455199,0.24129833890743638,SW
116,56.3304675869781,0.4483635014587311,0.6530899086645225,4.164923878601534,11.654862364112708,2.5147946681708184,39.18763265683785,10.200038872976515,1815.4957073687515,2036.3125362544424,0.0007389138349283683,1.1847370552246987,18.64667570353162,0.266662402813598,SC
117,36.242392772289996,0.3815227961681221,1.3887561500189751,4.862444209144118,12.695340692557837,1.2902583109291066,35.60188481931327,6.761678093627649,1799.9730631042073,2164.396194649266,5.988931300965814e-05,4.247392227423524,68.94106180882841,0.23861125738798586,SP
118,91.95667509151846,0.30936904295405726,0.4104846888511915,3.3887732404535087,13.74611465590018,1.9682989295449083,35.357835732434026,12.390836257327022,1899.2369377372206,2115.1457000791042,0.00083379950795955,1.6740205504087502,69.18135568332369,0.16624991633391056,SW
119,86.46403562866874,0.3529666882610496,0.5380792597904192,3.7938694656465053,8.867410163303669,1.5025757539917803,41.46357806606371,10.75172009988766,1528.7515873521825,2136.896455630281,0.0008764511521407098,0.9539243177888507,30.965400329961952,0.26898093738003714,SC
120,34.264152548985116,0.26830015813124497,1.1504622072283655,4.442025035257611,7.609830471173725,1.0079271589483327,36.48224716595979,13.703896223179452,1430.9005463897902,2143.603444273543,2.377715068797855e-05,2.3266169753542605,21.243414519542977,0.23376819500762425,SC
121,40.82189326779148,0.15210420940293012,0.27879145033342434,4.359969779301072,13.327851586183044,1.0311747802245286,39.62724958847925,1.1521049414687363,1621.5016325744225,2168.211358578747,0.0004593827400810471,4.380375410526026,14.90642447401866,0.16735132121352592,SP
122,67.77113867726898,0.4469931377473709,0.42846859895670475,3.8748865681049374,6.882407057419877,1.1002372353753316,35.202681484259756,7.637360723118529,1441.7016674832855,1894.028493163552,2.4369242275409397e-05,0.3446653058705146,50.24835093381101,0.269162346883795,SW
123,45.10795481839904,0.2896801849253414,1.754035290140148,3.0010248374959003,10.348482190666584,2.152779667590644,31.497947141571252,10.601218553643827,1489.2498575328816,1983.346412414974,2.8371430957001476e-05,1.6378573310832267,16.399967027991586,0.1519741864078455,SP
124,90.73604537091833,0.31744324001625573,1.7230641784309924,2.0928275529229152,9.807390461412506,1.032826436430082,37.722863800413535,3.112397802072686,1698.6500706807763,1954.0790666305786,1.4731704811850806e-05,3.265815844845566,57.641639123442,0.19170407765091846,SC
125,79.11338775661984,0.4955490111889322,0.825996989084568,4.508863015741624,6.52417484754991,2.054228453698382,40.92447666221605,4.906893479570461,1696.0654256721493,1952.7507978454003,2.0562404250684187e-05,1.7879043434779274,57.468848072390244,0.3062139073810425,SW
126,47.76394833922038,0.4932570552226882,0.8263843675601321,4.1066217689492195,2.6730141571416497,2.094253527549972,39.777221338541054,6.284643769797399,1421.663738864845,2060.913460680874,0.00018383912170306623,0.3541199736630779,52.97911849921372,0.15758548497174688,SM
127,30.396591727380947,0.3138399432499718,1.8857278086752065,4.351627807833917,1.7891097720542568,2.788572322268161,30.777090487361185,11.914884274058837,1621.4523757091392,1960.7212241270972,7.915994068289512e-05,1.6599948439023686,71.35923513041661,0.27933641961102773,SM
128,81.96408042819336,0.06528076790785979,0.24651405032964183,1.5631572725888168,7.281209497227727,2.1780285119161316,32.4364476668701,7.403643015857927,1665.1093464336209,2046.5321223668816,0.00038184620116456957,4.104796930682651,36.47964849103923,0.3399413892414648,SM
129,57.56583112406926,0.22826639212017952,1.2445319235534875,2.2592515127570985,7.996221260115317,2.968293249939303,35.23632943563149,7.3930504927168395,1534.0121189099932,1952.9117454911232,4.613108078813549e-05,4.8401876125251295,73.15887078372043,0.18423849163460135,SC
130,71.75455127075551,0.4717819760229001,1.2753030422733092,2.6995401515986046,12.606156620563542,0.8681836758698367,36.002446133304915,6.46331427828218,1836.021590937747,1924.4512730897693,0.0008654642531027154,0.198895986988592,12.58477581922916,0.2334223720419149,SM
131,48.653363652384336,0.17973796656920416,1.6181967209269903,4.353407889202243,7.094557273804861,2.349121500619262,30.713397602419395,3.4288363394447305,1480.549323823211,1941.2308713772723,1.2581866756407882e-05,2.8464190881753466,17.89298915449853,0.2650995394741996,SC
132,39.28676185828111,0.49967090833834216,1.9131509284806814,4.5715466908586215,5.295658308901835,0.8582561717166953,31.220172760212304,13.84607303419147,1526.9509025031073,2121.502822405504,1.33620135802296e-05,0.5265171651342404,38.85438937629103,0.24008316774676886,SW
133,73.89525346607347,0.08794288708544862,0.8404896566780191,2.139570857021145,7.7383023190145686,2.404630671324348,38.62363496649611,4.767016809850132,1478.4972075163764,2040.4204144915564,0.00025278412565927285,3.4019826457800297,51.57951130820014,0.2740755372363534,SP
134,59.27109822953284,0.3056513814523342,0.9881002522208022,3.745716669063059,4.7128714857242855,1.6488704602488782,38.22444383400919,8.511984911548508,1458.2733169352791,2189.5990932066456,0.0005957688194423962,0.039461130040254755,12.266294564755592,0.23081950503339962,SC
135,45.28603056954876,0.28195221207861243,1.4083372649363193,1.3112568246102536,2.733368250051913,2.1448770838636975,39.74892340480447,2.2316960328345976,1839.4895920035628,2133.062490551893,0.00038994233080356813,0.07370812853686626,49.72041299969848,0.17970082580438407,SW
136,38.9458199718032,0.16490881101546503,1.9410889202195178,2.6382930878750446,3.0260809547624477,1.480983758594343,41.061017301923236,6.513650881485708,1538.929582534991,1994.3122433336164,9.541884948394123e-05,3.8843991321528697,31.5178821538122,0.16780887196489114,SW
137,67.73117363870617,0.476873208790295,1.8034262367260736,2.9466764310075404,5.808585208608522,1.150031086135828,32.31565566463768,13.557052742538266,1761.2620097339282,1896.9505340376304,3.461646552126457e-05,0.372176613486489,72.10027654682804,0.29888863123542886,SW
138,77.16074611349234,0.3286270444987896,1.4006954058860803,4.062531259596463,1.6711316370396243,2.3917275397964213,40.03432939198811,14.931978577658882,1613.991179862625,2069.5636445820583,1.0639055111969626e-05,1.525908371435321,47.32992141681116,0.19772478990438094,SP
139,48.452652538002496,0.1536027275501043,1.7421024290078397,4.567888947348482,4.472744370196715,2.790164836594191,37.32416507786661,5.426277851002006,1717.9367403669585,2090.658410924774,0.0001044486684580686,4.790202120519155,51.15257357522036,0.31949006255334467,SC
140,77.78426479756305,0.2228216890272513,0.35336797560458527,2.3491329432978247,12.131562402586777,1.203881376140077,41.408785934485195,2.3098581947150327,1864.0880980861048,1985.6703919167835,8.938659512105911e-05,4.926235587237357,76.19352677804183,0.29860544876436806,SW
141,41.90294291763017,0.37455324209692814,0.8788284971333349,3.1109555597676053,4.667332097809197,2.825546602647922,31.80903818432782,4.7167729009559265,1822.3039335216247,1891.9688529642763,4.880808844181106e-05,0.8070143094303339,63.49197186582155,0.15989063686847232,SM
142,51.9970199211821,0.1839635207133411,0.22356649225792494,3.589792889470097,2.9948483990334647,1.1084006402499964,31.775401022953357,4.908626525805292,1434.4931962101189,2022.895327145306,0.0001432668050559794,2.804509607179251,40.679128630273595,0.19024222341274702,SM
143,78.41734864199711,0.4458227909275315,0.5194500288697107,2.3147489157872587,14.312587559926278,2.418456141608969,37.860108281698174,9.667631914234764,1822.601267639609,1901.5317009437786,0.00028683318461049904,2.7957441424514995,43.38157304692135,0.20839853131190764,SW
144,72.90932877706015,0.12455325408093085,1.3348866281643235,4.942152852696178,9.903346570746862,2.910779347993813,40.99775083653587,7.442350867418404,1625.9117576403485,2175.999327052175,0.0002522182293346476,2.2619034526630664,55.35467079915792,0.268896449765208,SM
145,47.58403574875432,0.1690272904391819,1.7940109227206003,4.503097518280098,2.310350317381489,1.124215939863723,39.543781547010084,11.526895923984457,1575.0728634399427,2051.5536992134876,3.3612876790182324e-05,4.623500791319978,24.013945165535915,0.31196540006302775,SM
146,37.93877510055066,0.11520437601474501,1.3390045579852319,2.1856113154664665,2.3402935476811884,1.7571981028617776,38.17855380910699,10.519549267462217,1736.1939627308143,1916.7723846676859,0.00014811784242653626,3.770169545620802,16.205558834588587,0.16206665103168463,SC
147,32.76077262157072,0.09688047744177423,1.39544859261542,3.0317849239961934,9.763648696938791,1.542406461188479,33.42232877280344,3.769630858878694,1875.103936549624,1886.2922753338098,1.984033300426436e-05,3.8226346784097194,31.78655611619329,0.19992179037596217,SP
148,84.46448669475356,0.1851419405587671,0.3868788894611634,1.9233624529889775,8.791738827876308,1.654651050405016,38.048742685827634,11.76383534828667,1447.0677487940686,2086.6893133540484,1.7506675739733427e-05,1.3478471588467156,64.48679585553612,0.22524195247594417,SC
149,34.8842267219109,0.4996304358509482,1.3967488836440838,3.058015675613339,2.4230594273052954,2.4569074260899084,39.2153380700314,12.711928003722239,1784.0385151251196,2083.117312096701,0.0003730024397918256,2.171598861008194,28.012665913896573,0.18667543091763325,SW
150,37.464934893415204,0.09244823596775065,1.0178240912645438,3.7333293792931395,4.528258912140028,2.2546156516222307,38.54599951706846,8.975852846310026,1501.7540153789778,2038.85289260343,0.00024405730102179907,2.4371184923772655,19.15314402351438,0.2590584195012698,SW
151,45.45119096789669,0.14585098633127974,1.372592416847282,1.3420843711719512,14.042079345555441,2.9311113218182028,37.475351176005724,13.915015638728642,1590.0680614134994,2045.7204100716885,0.0003434454769586693,1.4945602060220824,25.331581892358216,0.24560049587166205,SM
152,58.96853077559011,0.17222755958510094,0.7871115971536893,4.4804688192290865,9.222145941493734,1.2080549073841291,28.659837523669843,11.744221841018254,1836.911508131625,2041.5476011302492,2.0180157358639492e-05,0.47408887581029013,57.52810384039944,0.21329912841023196,SC
153,81.33616021537225,0.3286083580124917,1.2466746949937062,3.374983473786334,7.4443928749957085,1.9951739125169365,37.23600906360732,8.930938603097985,1672.8995920061698,1944.0413787242069,0.000674896504407704,0.6317961248610798,52.976363968546316,0.25337737738407135,SW
154,46.08622118617189,0.38540556338353366,0.9633247342957809,4.958411594308007,4.877098060924942,1.7880775199218588,34.696125176760745,13.592489959699952,1433.7283239752132,2174.9657640029895,1.8459639969634233e-05,0.903355640904609,58.182049810750534,0.22116431287022276,SW
155,65.32803614338387,0.3883701536843206,1.2055466997831095,1.1023660289980128,3.3049235710752582,2.8214834396366495,41.461969801695595,9.005377203608084,1654.0242750683692,1991.7113857051672,0.0005496344383210806,1.0182666718247417,32.53706858762674,0.21863881349345815,SM
156,35.874213933252804,0.05388619187247404,0.46476113299364,4.3259934043929285,6.935527735494194,0.8233623114493119,36.500658367278994,7.817866910060102,1794.8209508207121,1808.131160058236,5.067089585290697e-05,1.2113090460527203,73.05992888532901,0.20307910507139848,SM
157,60.19321533387411,0.34333270645975933,0.9124847365111131,4.16785219301819,13.951948550972556,2.9761748816876077,36.515181587294194,5.343875106166541,1664.4402938827966,1939.34453695533,1.6250554557706825e-05,1.2773001448174721,41.623925012970176,0.25808758686287764,SW
158,41.546534569525036,0.3338315957151963,0.8737015830623374,1.5314100481601294,2.1576038416468126,1.8554154916195635,41.9167726231765,13.24294995891668,1483.444619489526,1852.1130314590398,3.745742521700143e-05,2.27858172743768,45.959912234886055,0.23882307889046533,SC
159,43.727451327886726,0.28294460685044476,1.525510137175055,2.341222540333627,14.8782140152287,2.1761872239139146,29.310229056932677,1.840907563092324,1622.520537528766,1945.3535164191535,2.3061950117170234e-05,2.5478659541302062,76.41655832014891,0.18926495682544475,SP
160,53.84384821708041,0.22064385263169162,1.471537125142518,4.539184812176691,4.3054717227271055,1.5921156227725741,31.86842799140494,7.102540713261845,1862.1726840198246,2043.304994014293,9.579424907861529e-05,1.5443960406317796,78.5494087561483,0.15259325217963984,SC
161,79.48760041555573,0.4088498888575534,1.8359456325163994,3.073817180289017,7.018359365386625,2.6755586733300976,37.18511214556636,8.061199978125327,1729.1019950470566,1809.0657898087698,0.000793397259591169,4.536482099603641,56.30799081415862,0.18018590812258387,SM
162,78.35911794351526,0.2047463579450085,1.3377000661097556,2.605125949868956,2.108192660237187,2.036373479260442,32.413307584481245,8.321236601546653,1764.9432532542946,2148.0802124911474,4.526289451271928e-05,2.765698616694773,76.13692348030538,0.15856692029970784,SW
163,56.9732434715458,0.15350552244797055,0.766184833628252,4.621985729003367,9.394559741958423,2.2581840597494827,32.84610207100771,9.778347457278647,1792.9682537247252,2044.1236473872702,0.00016757065659387296,3.937384640167034,47.905517043831026,0.2363197667276864,SM
164,37.71362502250656,0.1895428285554258,1.6098043938235964,1.3733780979082457,8.027996082913386,2.2275903577334883,40.49702915715952,7.586934363807234,1445.3467120966675,1918.148750503598,0.0006073537977888167,4.6211891621042165,31.50980618967402,0.19501937078247167,SW
165,48.244955301556516,0.24784156270542462,1.0945957583605275,2.8924911316090256,10.50054496891953,1.6007607077750117,36.11095467055715,3.852272214598906,1690.7682796349818,1924.4820695697126,0.0001820320497315367,0.815675572879026,32.056499917657895,0.23409106650494488,SW
166,62.84812547445898,0.1463258246012328,0.5482877791323414,3.609496391901409,8.826154718434879,0.9671801907745549,29.440118159258166,12.854165942092497,1587.957596592654,1986.2672706064602,5.3014940916947855e-05,2.139372418578173,49.12584129176419,0.21588997467400176,SP
167,86.51176561518301,0.32340706079246895,1.5453406429888277,3.4341657560600503,6.875400092735432,2.5769536974069105,32.352076200256704,9.862879917532924,1469.5795818360486,1899.2367224007173,0.0009586901259124495,2.166052008573044,52.35252844586389,0.2576029621373133,SM
168,92.93654996286648,0.4478941411303531,0.43855651229461223,2.057105817635566,11.459715420457556,1.4373750222054986,29.064817270991853,12.872817205654593,1501.3547791520118,1801.7367711043785,2.3704303710047297e-05,1.7723612521917709,40.77319489438243,0.2947733657577202,SP
169,71.43561077655437,0.31795705587293377,0.5206759962430325,3.253251618137346,1.8377852251239297,2.66764650265095,35.78581906826003,4.140652364705651,1790.5802368623672,1810.6229792717054,0.00011130432232462992,0.0445293327581997,71.86400384582907,0.24586278762677127,SC
170,52.794621882331086,0.25100073836482156,1.565760671183265,3.834247057143927,8.803891781807035,2.139014619339818,30.425754749263856,9.555853423542326,1480.7445526448864,1943.096268788808,0.0003921127801161853,4.079860538890475,39.86872830994854,0.16239361218782616,SM
171,75.07447449013462,0.4085909448012068,1.5862604493283186,3.3395416293067934,3.037328751691626,1.5781487078144516,39.999612100351484,10.712606176145925,1556.2093036108597,1849.6886706434434,1.0029926238165085e-05,0.557796607769514,29.13965528983675,0.1535020962829816,SP
172,51.85495882833891,0.3866173802935379,1.6234062838475876,3.7378489039092893,7.3861124966587495,2.10734372774197,36.082396370390995,5.751077405517576,1542.4366691315408,1808.9454698588327,0.00025356336365255013,4.977402989608795,10.558731484047787,0.1926462332555078,SM
173,70.65577447207941,0.2151761546888133,0.7279852239508082,2.0243149575551618,12.180191777583222,2.220083923195163,28.831258987035326,12.183661773103518,1424.3151819572838,2143.707708013936,3.4119117807396735e-05,3.864792459555908,77.93984947103458,0.23499350224417073,SP
174,45.84482716021898,0.3218690617994128,1.759857423268734,4.3313958010871305,3.4232200745154024,2.354703497069079,32.21225929074046,0.037631622634450856,1631.0792246196793,1909.6549254571412,2.1850100828336917e-05,2.9000500880325726,67.70192982000611,0.15898100572545346,SP
175,47.354265580039566,0.37842928714309604,1.500802644731731,2.7987581479398793,14.13343970842855,2.6091438959155573,36.628727341305776,8.923796253213323,1782.9649210846044,2001.2490308667204,3.534996000213828e-05,0.7730320887079872,53.08917092797303,0.21554676096797779,SM
176,34.889663287673,0.16045846610874848,1.701141337192413,4.948895376418275,13.49481334728396,1.1514608728795663,32.69697645471359,9.203527055281956,1411.0763163744498,1871.7636336766493,0.0008582876267255048,2.576964856966235,68.1379577732423,0.32740514157903045,SC
177,57.30917489385637,0.21482324558788546,1.475489872544402,1.0931412826677502,7.10121845670043,2.877117646490957,35.18447336031538,8.007646395579531,1456.275725239948,1818.689988897505,0.0006079537175853561,1.3055437042890445,66.72024611756606,0.16800380437043386,SP
178,70.18134380621841,0.09759923174748673,1.243273625743413,2.5212614849905735,1.5806603498001437,1.703849351740524,40.7310721255583,9.450727303791743,1760.093339798784,2097.9465197954323,2.6761405144621387e-05,1.2616126227153472,75.22955461580776,0.3397033019539147,SP
179,81.27167134769037,0.49445612523807503,0.3969105888332348,1.7219002092204434,12.16155516010556,2.69299065642803,32.9005035870879,2.508402855349053,1696.7904953364568,1849.9827418587133,1.7141686425030207e-05,4.147646246912427,37.02473783522625,0.3213343551018239,SM
180,82.67265541445009,0.0886449426904111,1.4796851815135086,3.2224381079762137,13.392093346065819,1.2850551098091274,32.70222007457703,10.271722227035637,1757.623807024341,1810.2867609614634,5.3494016710135384e-05,1.9032221197971733,48.83965694601585,0.3163562312027077,SC
181,94.50888921796565,0.12587275630560985,1.4428293958247314,1.9728203774944508,3.85896424679834,0.8638637388503726,39.476595778377785,5.036834442549979,1515.0519774385693,2034.8921313053638,0.0001529934930226067,2.2536190169540204,16.903961660417217,0.32273170217525815,SM
182,35.704122179402525,0.26592437734886293,0.7624840399163488,3.949911786269927,13.86859481902352,2.0613568959702717,32.462591320834775,6.780806138638767,1801.8843916487024,1805.38702896858,0.0005423620045019571,4.214823688900592,77.57207980032811,0.1660100530505966,SW
183,62.05388994897887,0.4393723250950427,1.5244755842835669,4.5274634493500745,13.840313243478397,1.5142658139593657,29.09141681796549,4.99664045994403,1639.9355300551383,1974.5143779241287,0.000855421674411178,0.43895312859421276,78.95889484977499,0.18023361879573935,SM
184,63.88934740115687,0.21014691032658178,1.1908181961763895,1.8435374143284435,7.862426488961571,2.9658164108854885,30.533229359324928,7.1090430524922805,1705.1509870894286,1915.5344193911264,0.0003179118646603116,2.973089265455248,65.23589735518412,0.17687448531221642,SW
185,82.294672714563,0.39586826638910566,1.206931229378147,1.6427104732071935,12.273469945770865,1.0297976003738425,41.283203511148216,9.323538397676217,1446.0767086004182,1927.7671939751012,0.00015776636720616692,2.891078406865189,41.78846882038358,0.17224836215027517,SP
186,47.31330351327506,0.35421533299230623,0.8616884218142826,4.501428742913914,7.506797706671843,0.9040663052077479,41.066099096088095,12.575152063433265,1502.5157916799108,1801.559617245612,1.9260344562053462e-05,2.126072846333376,44.75967256400504,0.21554224390644583,SC
187,34.50920079606536,0.3373988347218555,0.41021307441224586,2.4450876603540226,9.114624589901341,0.8990392008168933,31.147369270894067,7.251525864603315,1786.678940805154,2185.738432153118,1.4062312756540267e-05,4.148873207120465,40.475685309149995,0.31604337659010545,SC
188,50.394322667447284,0.43025776293507806,0.5904712241587803,2.73833453983612,5.817826632431805,1.277122129492348,35.749026223381605,4.848357414054049,1511.9542205943892,2006.7852409934153,0.0001556158241264587,4.714450306678463,30.53174455655613,0.20039242872624585,SM
189,93.95530888917696,0.056376630332881546,1.5838969760049046,1.8838780097741425,3.6528361618311305,2.0742204560037445,29.92315340592204,7.319128183880765,1446.2649137607293,2029.0048532166736,0.00011970938827687299,2.326679309568054,46.94539838841366,0.19884433579845198,SW
190,88.46367785859812,0.4681188673521762,0.688594790894409,2.7012594722045886,11.57824388148943,1.9122394220183219,37.4454867991615,10.332054961057732,1698.6016411260503,2066.448993964811,0.0004922392217780245,2.2807352549919986,13.741154865039677,0.2851777514841226,SM
191,55.69105246153235,0.4231517811513319,0.20405549780410073,1.9252002923119877,1.5188034010083318,1.5701667706338354,30.594281144137348,5.200510750886934,1673.9682580808665,2119.0087164199067,4.417857482855474e-05,2.510318648353724,79.43209433560179,0.1693850204273434,SC
192,86.95767991842894,0.47204024884332224,1.9946313580367903,3.663709762536724,9.32396131025855,0.9953448363172004,28.697065920902457,6.2142311208510925,1703.9469644916464,2043.1636465236702,1.2005540432179012e-05,3.615620154165308,39.683509461489855,0.22205599847238477,SW
193,32.129041467582816,0.4071145477355092,0.5792280209306676,2.9955056499203487,13.17326135610926,1.3142216085475016,39.54855530092319,8.442597255131046,1709.1527481815456,2104.8792421973235,7.037469702986162e-05,3.3403014534948117,74.91566088259744,0.2090852613688442,SC
194,50.42326503517303,0.4453661333544226,1.379689667966709,4.152241783851636,4.487243371482082,1.205123542526377,32.55560535813076,4.4101389574102505,1650.098672932252,1979.4941177451503,0.0008676900311178487,1.1141747460344353,60.69900224620025,0.31946017282588424,SW
195,77.2427701191904,0.14138512168976564,1.8684596082349887,2.250912464269178,5.9941426667730315,2.4404670417433065,29.519313649841358,3.1362698931666264,1646.8869602843279,1948.5100561617953,0.0003900765203595894,0.3194767429967166,30.296004180475382,0.252900255525092,SM
196,44.39439631609453,0.19365308009467275,1.2794829223410866,3.022380061836151,9.431059013670247,2.5158820426028914,39.67465531207115,2.1058842579489294,1862.0827826447312,2129.253562992874,1.1682730200965548e-05,4.746270649083947,25.543683272222168,0.2792947128243882,SP
197,42.89541184667493,0.19184945606182896,1.6382551071520233,2.0380932919085377,4.832748328170391,2.5094308287360034,38.67356468564608,5.289149746891114,1666.9408624398702,2146.124209669385,0.0005615104043321266,1.3053487986685215,79.69728036336494,0.17580686764124703,SP
198,86.01749048768427,0.09912503564512554,1.9574690818678668,4.737895720986526,12.94107257396557,2.9318891977111274,37.57261830604755,0.7251435965708558,1708.6501012069293,1855.1226679147735,8.777664540937182e-05,3.192983423452959,64.0488448537825,0.335783652111182,SW
199,70.03700746998834,0.37831066487806586,1.7486541666736144,3.0877426711644125,6.4491427560194925,2.7453234819348706,40.75748193782341,8.752237900642523,1533.4846959693723,2017.0640747840243,5.364584168779846e-05,4.142190013718611,27.476303190453866,0.21449043082502092,SW
200,94.28647669028233,0.11127690170918278,1.204227359621051,1.6938499852717723,9.351785217568462,1.8951704437927108,34.849165216188894,2.6386404899628673,1835.5466004010955,2073.4569721944636,4.937181370599992e-05,1.5013837527359315,14.721153372408242,0.29136776756863225,SP
201,38.753528958144656,0.0736291247355773,0.854665274867737,2.091062636840116,4.552635492589318,1.7128592460001635,29.79279096621517,5.660921884950642,1412.1840463295816,1833.4394946527868,0.00015498458547891366,3.1771670682846436,58.78415817109651,0.3409252359831087,SM
202,53.148346470154536,0.39895109152477876,1.0684360084951272,1.3316078564962406,2.058715549378307,2.814690738960816,28.858849738531674,4.038342230975588,1678.6133811488871,2171.838726697101,0.00011513273906905469,0.5395012057461246,31.211151976775344,0.2517297723232005,SM
203,50.228869167239495,0.45709842637936815,1.71528710274298,1.1112639823909336,3.844953591184418,2.144695554505923,32.458174251435224,9.455849495126241,1591.9251475990543,2008.0439090868522,0.0002057095661952743,4.849657221878304,25.493156883940216,0.25150705174677107,SC
204,87.20859545172914,0.39385550658430996,1.7360382982711524,3.103687304282684,2.1236856577188434,1.4476770674563095,29.215631621923826,12.755184922002995,1701.9520977802385,2058.182966926701,0.00014037278941778997,0.29079137525312937,61.445619060453524,0.17344988471169037,SC
205,46.59427380279569,0.4214084957743894,1.7225388602450546,2.348491690102421,7.8261526447784595,2.0418208609733686,35.497132164859195,9.499515644825175,1580.08602488569,1871.2970992361415,1.9403905446612453e-05,2.1908733692048816,57.54829258580433,0.22805511128462583,SP
206,52.97496484882105,0.31802975502384706,1.2750039249500198,4.855093821041226,9.419604777393667,2.9827287299314778,28.20298624952421,8.137573930100908,1758.8439558588234,1905.773875982171,3.2694298054947885e-05,2.6840962103001162,43.69888723321338,0.3204929877763071,SP
207,39.28420191890279,0.4494858520616389,1.0585206519637034,1.6853255854459368,2.1031153037536123,2.6688341323351974,34.212686221131264,10.036256089830632,1410.1657214867155,1848.4004866724808,0.0004809048358047292,3.9524088933168198,75.98591529392613,0.17702130141978967,SP
208,80.40106387219717,0.27351656706103483,0.7604085009721913,4.175650610947781,2.7215099907620934,1.4188153753309916,30.498444057950195,0.4498595664029975,1602.9447193845715,1905.5994887415554,0.00021208845547840695,0.6056425853621061,57.574685624024376,0.33350082611213144,SW
209,45.450713457325435,0.4947451783193592,0.20604953932747275,2.263885768771611,8.054587861939737,2.8964997370178773,33.15575261414021,1.8426699144317964,1815.6317998712068,1996.9587061167194,7.884991887312015e-05,2.2040398692758827,72.53936924339365,0.2834618828773313,SC
210,34.44081769509427,0.09653676924625201,1.5760734875497204,1.8941495442348208,12.288929084713178,2.959216645254055,37.45047704678964,1.4239085395656637,1525.1003588897179,2133.4518397829183,2.3184773830284573e-05,1.4985578477172616,23.338705964480337,0.23419196701180767,SP
211,58.28206762490828,0.41413131801562275,0.6985969040252984,4.8785472760052295,9.978123915362211,1.3085673107139135,32.913492794709825,1.4729574862317603,1426.375439190161,2013.4893660081455,1.0360532369994004e-05,1.5600535784667002,30.76521370566221,0.25929968370513146,SP
212,55.444778057499754,0.33862523720507387,0.7934202116936073,4.210306394983062,2.9135879714022375,2.770302660702951,32.778758420803015,3.90725572794822,1648.2620372825843,1897.7854392924385,4.205085266173247e-05,3.893939580326254,17.31640935856098,0.18009932154734018,SC
213,41.54459827984941,0.31129073069953783,1.718266204724679,3.5224835657813265,13.48182069686018,2.743045978937431,41.870510259753026,7.980783905748078,1888.266730263395,1817.8484299562913,1.287341926946229e-05,0.02730472515916571,31.320599851042477,0.19349665862754617,SP
214,38.68384139324101,0.37661473888750463,0.29405208282071715,3.7884841488950083,13.885578169661581,0.8874578611148893,38.063406118168004,1.7202236798512067,1432.0792807675684,2048.787934362802,9.216547510399966e-05,3.7454182066798314,78.02448304444663,0.20728168541333455,SP
215,88.27621886991196,0.4281311888594819,1.8697165966233895,4.965525899402359,5.886917175967722,2.2733162247357117,35.19406396590072,14.02674361784084,1435.0282463748968,1968.063958946659,0.0004401522289828742,4.051992150615531,77.39993722646105,0.2269692236348829,SM
216,34.409891625829985,0.4382978300782294,0.20245146038931155,3.372829635299547,9.81624019039839,1.4716175686685726,36.11125911396611,12.813852039816231,1697.5582824733392,2193.741546726828,3.722179584499703e-05,4.506811219210345,63.22704481856936,0.3331043989985969,SC
217,36.4552121852608,0.12892143332479325,1.890504406685731,1.4076018032278403,8.14641652749361,2.2841477782821267,36.68255684126335,14.57466530749473,1525.0338564390645,2111.903954164677,0.0004960304335640759,3.1344090161524174,46.47337839480701,0.2235138049930314,SM
