condition_id,temperature_C,pH2_anode,pH2O_anode,pO2_cathode,pressure_atm,current_density_A_per_cm2,voltage_V,ocv_V,overpotential_ohmic_V,overpotential_activation_anode_V,overpotential_activation_cathode_V,overpotential_concentration_V,total_overpotential_V,R_ohmic_ohm_cm2,R_ct_anode_ohm_cm2,R_ct_cathode_ohm_cm2,R_total_ohm_cm2,f_peak_anode_Hz,f_peak_cathode_Hz,delta_mu_O2_J_per_mol,anode_oxidation_risk_score,anode_ni_oxidation_flag
T700_H250_H2O50_O221,700,0.5,0.5,0.21,1.0,0.7182,0.2,1.067281,0.242294,0.393733,0.744174,0.052267,1.432468,0.337363,2.420402,19.735637,22.493403,0.065756,0.016129,77188.266,0.729,1
T700_H250_H2O50_O221,700,0.5,0.5,0.21,1.0,0.756,0.2,1.067281,0.255047,0.402187,0.752774,0.058127,1.468136,0.337363,2.420402,19.735637,22.493403,0.065756,0.016129,77188.266,0.732,1
T700_H250_H2O50_O221,700,0.5,0.5,0.21,1.0,0.7938,0.2,1.067281,0.267799,0.410243,0.760955,0.064941,1.503939,0.337363,2.420402,19.735637,22.493403,0.065756,0.016129,77188.266,0.735,1
T700_H250_H2O50_O221,700,0.5,0.5,0.21,1.0,0.8316,0.2,1.067281,0.280551,0.417934,0.768756,0.073082,1.540324,0.337363,2.420402,19.735637,22.493403,0.065756,0.016129,77188.266,0.738,1
T700_H250_H2O50_O221,700,0.5,0.5,0.21,1.0,0.8694,0.2,1.067281,0.293304,0.425292,0.77621,0.083194,1.578,0.337363,2.420402,19.735637,22.493403,0.065756,0.016129,77188.266,0.741,1
T700_H250_H2O50_O221,700,0.5,0.5,0.21,1.0,0.9072,0.2,1.067281,0.306056,0.432345,0.783347,0.096547,1.618294,0.337363,2.420402,19.735637,22.493403,0.065756,0.016129,77188.266,0.744,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,424535.465,0.55,0
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.0378,0.839551,1.1,0.012752,0.045197,0.200897,0.001603,0.260449,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,324017.562,0.572,0
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.0756,0.678183,1.1,0.025505,0.087472,0.305572,0.003269,0.421817,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,261738.659,0.593,0
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.1134,0.560325,1.1,0.038257,0.125262,0.371151,0.005004,0.539675,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,216252.753,0.611,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.1512,0.465276,1.1,0.051009,0.158374,0.418526,0.006814,0.634724,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,179569.081,0.626,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.189,0.384692,1.1,0.063762,0.187298,0.455543,0.008706,0.715308,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,148468.497,0.64,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.2268,0.314203,1.1,0.076514,0.212697,0.485898,0.010688,0.785797,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,121264.089,0.651,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.2646,0.251157,1.1,0.089266,0.235193,0.511617,0.012767,0.848843,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,96931.862,0.662,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.3024,0.2,1.1,0.102019,0.255301,0.533924,0.014955,0.906199,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,77188.266,0.671,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.3402,0.2,1.1,0.114771,0.273432,0.553618,0.017264,0.959086,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,77188.266,0.678,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.378,0.2,1.1,0.127523,0.289913,0.571246,0.019707,1.00839,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,77188.266,0.686,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.4158,0.2,1.1,0.140276,0.305002,0.5872,0.022302,1.054779,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,77188.266,0.692,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.4536,0.2,1.1,0.153028,0.318904,0.601769,0.025067,1.098768,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,77188.266,0.698,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.4914,0.2,1.1,0.16578,0.331785,0.615174,0.028028,1.140768,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,77188.266,0.703,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.5292,0.2,1.1,0.178533,0.343779,0.627589,0.031214,1.181115,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,77188.266,0.708,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.567,0.2,1.1,0.191285,0.354997,0.639148,0.034662,1.220092,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,77188.266,0.713,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.6048,0.2,1.1,0.204037,0.36553,0.649962,0.03842,1.25795,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,77188.266,0.717,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.6426,0.2,1.1,0.21679,0.375455,0.660122,0.042547,1.294915,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,77188.266,0.721,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.6804,0.2,1.1,0.229542,0.384838,0.669702,0.047126,1.331208,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,77188.266,0.725,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.7182,0.2,1.1,0.242294,0.393733,0.678764,0.052267,1.367058,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,77188.266,0.729,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.756,0.2,1.1,0.255047,0.402187,0.687362,0.058127,1.402723,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,77188.266,0.732,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.7938,0.2,1.1,0.267799,0.410243,0.695541,0.064941,1.438524,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,77188.266,0.735,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.8316,0.2,1.1,0.280551,0.417934,0.703339,0.073082,1.474907,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,77188.266,0.738,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.8694,0.2,1.1,0.293304,0.425292,0.710791,0.083194,1.512581,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,77188.266,0.741,1
T700_H250_H2O50_O2100,700,0.5,0.5,1.0,1.0,0.9072,0.2,1.1,0.306056,0.432345,0.717926,0.096547,1.552874,0.337363,2.420402,13.359985,16.117751,0.065756,0.023826,77188.266,0.744,1
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,0.0,1.162463,1.162463,0.0,0.0,0.0,0.0,0.0,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,448642.45,0.269,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,0.06156,0.879449,1.162463,0.019556,0.027568,0.234205,0.001685,0.283014,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,339415.565,0.28,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,0.12312,0.718352,1.162463,0.039112,0.054489,0.347072,0.003437,0.444111,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,277241.696,0.291,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,0.18468,0.601625,1.162463,0.058669,0.080243,0.416665,0.005261,0.560838,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,232191.999,0.302,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,0.24624,0.505864,1.162463,0.078225,0.104497,0.466712,0.007165,0.656598,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,195233.986,0.312,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,0.3078,0.42268,1.162463,0.097781,0.127105,0.505742,0.009154,0.739782,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,163129.847,0.322,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,0.36936,0.348109,1.162463,0.117337,0.148061,0.537719,0.011237,0.814354,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,134349.771,0.331,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,0.43092,0.279909,1.162463,0.136894,0.167441,0.564796,0.013423,0.882554,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,108028.467,0.34,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,0.49248,0.216649,1.162463,0.15645,0.185366,0.588274,0.015724,0.945814,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,83613.63,0.348,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,0.55404,0.2,1.162463,0.176006,0.201973,0.608997,0.018151,1.005127,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,77188.266,0.356,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,0.6156,0.2,1.162463,0.195562,0.217394,0.627542,0.02072,1.061219,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,77188.266,0.363,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,0.67716,0.2,1.162463,0.215119,0.231757,0.644324,0.023447,1.114647,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,77188.266,0.369,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,0.73872,0.2,1.162463,0.234675,0.245174,0.659649,0.026355,1.165853,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,77188.266,0.376,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,0.80028,0.2,1.162463,0.254231,0.257747,0.673748,0.029468,1.215195,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,77188.266,0.382,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,0.86184,0.2,1.162463,0.273787,0.269563,0.686805,0.032818,1.262973,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,77188.266,0.387,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,0.9234,0.2,1.162463,0.293344,0.2807,0.698961,0.036443,1.309448,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,77188.266,0.392,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,0.98496,0.2,1.162463,0.3129,0.291225,0.710334,0.040394,1.354852,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,77188.266,0.397,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,1.04652,0.2,1.162463,0.332456,0.301197,0.721018,0.044734,1.399404,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,77188.266,0.402,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,1.10808,0.2,1.162463,0.352012,0.310667,0.731092,0.049547,1.443318,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,77188.266,0.407,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,1.16964,0.2,1.162463,0.371568,0.319681,0.740621,0.054952,1.486823,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,77188.266,0.411,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,1.2312,0.2,1.162463,0.391125,0.328278,0.749662,0.061114,1.530179,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,77188.266,0.415,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,1.29276,0.2,1.162463,0.410681,0.336494,0.758262,0.068278,1.573715,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,77188.266,0.419,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,1.35432,0.2,1.162463,0.430237,0.344359,0.766463,0.076837,1.617896,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,77188.266,0.423,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,1.41588,0.2,1.162463,0.449793,0.3519,0.774299,0.087469,1.663461,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,77188.266,0.427,0
T750_H290_H2O10_O221,750,0.9,0.1,0.21,1.0,1.47744,0.2,1.162463,0.46935,0.359144,0.781801,0.101507,1.711802,0.317678,0.899296,10.051912,11.268886,0.176977,0.031667,77188.266,0.43,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,0.0,1.196863,1.196863,0.0,0.0,0.0,0.0,0.0,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,461918.791,0.269,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,0.06156,0.970286,1.196863,0.019556,0.027568,0.177768,0.001685,0.226577,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,374473.483,0.28,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,0.12312,0.817688,1.196863,0.039112,0.054489,0.282136,0.003437,0.379174,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,315579.771,0.291,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,0.18468,0.703021,1.196863,0.058669,0.080243,0.349669,0.005261,0.493842,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,271324.872,0.302,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,0.24624,0.608031,1.196863,0.078225,0.104497,0.398945,0.007165,0.588832,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,234664.295,0.312,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,0.3078,0.525213,1.196863,0.097781,0.127105,0.437609,0.009154,0.671649,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,202701.515,0.322,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,0.36936,0.450844,1.196863,0.117337,0.148061,0.469384,0.011237,0.746019,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,173999.241,0.331,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,0.43092,0.382766,1.196863,0.136894,0.167441,0.496339,0.013423,0.814097,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,147725.2,0.34,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,0.49248,0.319585,1.196863,0.15645,0.185366,0.519737,0.015724,0.877277,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,123341.181,0.348,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,0.55404,0.260328,1.196863,0.176006,0.201973,0.540405,0.018151,0.936535,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,100471.264,0.356,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,0.6156,0.204275,1.196863,0.195562,0.217394,0.558911,0.02072,0.992588,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,78838.215,0.363,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,0.67716,0.2,1.196863,0.215119,0.231757,0.575664,0.023447,1.045987,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,77188.266,0.369,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,0.73872,0.2,1.196863,0.234675,0.245174,0.590966,0.026355,1.09717,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,77188.266,0.376,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,0.80028,0.2,1.196863,0.254231,0.257747,0.605048,0.029468,1.146495,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,77188.266,0.382,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,0.86184,0.2,1.196863,0.273787,0.269563,0.618091,0.032818,1.194259,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,77188.266,0.387,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,0.9234,0.2,1.196863,0.293344,0.2807,0.630237,0.036443,1.240723,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,77188.266,0.392,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,0.98496,0.2,1.196863,0.3129,0.291225,0.6416,0.040394,1.286118,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,77188.266,0.397,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,1.04652,0.2,1.196863,0.332456,0.301197,0.652277,0.044734,1.330663,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,77188.266,0.402,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,1.10808,0.2,1.196863,0.352012,0.310667,0.662344,0.049547,1.374571,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,77188.266,0.407,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,1.16964,0.2,1.196863,0.371568,0.319681,0.671868,0.054952,1.41807,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,77188.266,0.411,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,1.2312,0.2,1.196863,0.391125,0.328278,0.680905,0.061114,1.461421,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,77188.266,0.415,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,1.29276,0.2,1.196863,0.410681,0.336494,0.689501,0.068278,1.504954,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,77188.266,0.419,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,1.35432,0.2,1.196863,0.430237,0.344359,0.697698,0.076837,1.549131,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,77188.266,0.423,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,1.41588,0.2,1.196863,0.449793,0.3519,0.705531,0.087469,1.594693,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,77188.266,0.427,0
T750_H290_H2O10_O2100,750,0.9,0.1,1.0,1.0,1.47744,0.2,1.196863,0.46935,0.359144,0.713031,0.101507,1.643032,0.317678,0.899296,6.804614,8.021588,0.176977,0.046779,77188.266,0.43,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.0,1.102952,1.102952,0.0,0.0,0.0,0.0,0.0,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,425674.952,0.42,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.05508,0.832455,1.102952,0.017498,0.033906,0.217409,0.001685,0.270497,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,321278.931,0.436,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.11016,0.669593,1.102952,0.034995,0.066633,0.328294,0.003437,0.43336,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,258423.489,0.453,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.16524,0.550433,1.102952,0.052493,0.097328,0.397436,0.005261,0.552519,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,212435.018,0.468,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.22032,0.452904,1.102952,0.069991,0.125575,0.447318,0.007165,0.650048,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,174794.498,0.482,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.2754,0.368728,1.102952,0.087488,0.151312,0.48627,0.009154,0.734224,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,142307.563,0.495,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.33048,0.293841,1.102952,0.104986,0.174685,0.518204,0.011237,0.809112,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,113405.363,0.506,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.38556,0.225861,1.102952,0.122484,0.195929,0.545255,0.013423,0.877091,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,87169.116,0.517,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.44064,0.2,1.102952,0.139981,0.215299,0.568717,0.015724,0.93972,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,77188.266,0.527,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.49572,0.2,1.102952,0.157479,0.233033,0.589428,0.018151,0.998091,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,77188.266,0.536,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.5508,0.2,1.102952,0.174977,0.249345,0.607965,0.02072,1.053006,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,77188.266,0.544,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.60588,0.2,1.102952,0.192475,0.264419,0.62474,0.023447,1.105081,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,77188.266,0.551,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.66096,0.2,1.102952,0.209972,0.27841,0.64006,0.026355,1.154798,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,77188.266,0.558,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.71604,0.2,1.102952,0.22747,0.291451,0.654156,0.029468,1.202546,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,77188.266,0.564,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.77112,0.2,1.102952,0.244968,0.303654,0.66721,0.032818,1.248649,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,77188.266,0.57,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.8262,0.2,1.102952,0.262465,0.315112,0.679364,0.036443,1.293385,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,77188.266,0.576,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.88128,0.2,1.102952,0.279963,0.325907,0.690735,0.040394,1.336999,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,77188.266,0.581,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.93636,0.2,1.102952,0.297461,0.336108,0.701417,0.044734,1.379719,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,77188.266,0.586,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,0.99144,0.2,1.102952,0.314958,0.345774,0.71149,0.049547,1.421769,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,77188.266,0.591,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,1.04652,0.2,1.102952,0.332456,0.354956,0.721018,0.054952,1.463382,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,77188.266,0.595,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,1.1016,0.2,1.102952,0.349954,0.363698,0.730058,0.061114,1.504824,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,77188.266,0.6,0
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,1.15668,0.2,1.102952,0.367451,0.372041,0.738657,0.068278,1.546427,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,77188.266,0.604,1
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,1.21176,0.2,1.102952,0.384949,0.380016,0.746857,0.076837,1.588659,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,77188.266,0.607,1
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,1.26684,0.2,1.102952,0.402447,0.387656,0.754692,0.087469,1.632263,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,77188.266,0.611,1
T750_H270_H2O30_O221,750,0.7,0.3,0.21,1.0,1.32192,0.2,1.102952,0.419944,0.394985,0.762194,0.101507,1.678631,0.317678,1.238753,10.051912,11.608343,0.12848,0.031667,77188.266,0.615,1
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.0,1.137352,1.137352,0.0,0.0,0.0,0.0,0.0,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,438951.293,0.42,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.05508,0.921144,1.137352,0.017498,0.033906,0.163119,0.001685,0.216208,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,355507.705,0.436,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.11016,0.768068,1.137352,0.034995,0.066633,0.264219,0.003437,0.369285,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,296429.066,0.453,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.16524,0.651403,1.137352,0.052493,0.097328,0.330867,0.005261,0.48595,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,251403.184,0.468,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.22032,0.554821,1.137352,0.069991,0.125575,0.379801,0.007165,0.582531,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,214128.367,0.482,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.2754,0.471098,1.137352,0.087488,0.151312,0.4183,0.009154,0.666254,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,181816.326,0.495,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.33048,0.396461,1.137352,0.104986,0.174685,0.449984,0.011237,0.740891,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,153010.691,0.506,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.38556,0.328633,1.137352,0.122484,0.195929,0.476883,0.013423,0.808719,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,126833.213,0.517,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.44064,0.266104,1.137352,0.139981,0.215299,0.500245,0.015724,0.871249,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,102700.475,0.527,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.49572,0.207802,1.137352,0.157479,0.233033,0.520887,0.018151,0.92955,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,80199.366,0.536,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.5508,0.2,1.137352,0.174977,0.249345,0.539375,0.02072,0.984417,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,77188.266,0.544,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.60588,0.2,1.137352,0.192475,0.264419,0.556115,0.023447,1.036456,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,77188.266,0.551,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.66096,0.2,1.137352,0.209972,0.27841,0.571407,0.026355,1.086144,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,77188.266,0.558,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.71604,0.2,1.137352,0.22747,0.291451,0.585481,0.029468,1.133871,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,77188.266,0.564,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.77112,0.2,1.137352,0.244968,0.303654,0.598517,0.032818,1.179957,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,77188.266,0.57,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.8262,0.2,1.137352,0.262465,0.315112,0.610658,0.036443,1.224679,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,77188.266,0.576,0
