Sample_ID,Mix_ID,Temperature_C,Replicate,Analysis_Type,Measurement_Scale,Total_Porosity_3D_Percent,Connected_Porosity_Percent,Isolated_Porosity_Percent,Pore_Volume_Distribution_mm3,Largest_Pore_Volume_mm3,Pore_Surface_Area_mm2_mm3,Mean_Pore_Sphericity,Pore_Elongation_Index,Pore_Flatness_Index,Pore_Anisotropy_Ratio,Percolation_Threshold_Percent,Coordination_Number,Tortuosity_Factor,Effective_Diffusivity_Ratio,Pore_Network_Density_mm3,Crack_Volume_Fraction_Percent,Crack_Surface_Area_mm2,Mean_Crack_Opening_um,Crack_Network_Connectivity,Damage_Parameter_D,Cement_Matrix_Volume_Fraction,Rubber_Particle_Volume_Fraction,Aggregate_Volume_Fraction,ITZ_Volume_Fraction,Rubber_Particle_Count_per_mm3,Mean_Rubber_Particle_Diameter_um,Rubber_Particle_Size_Distribution_D50_um,Rubber_Particle_Sphericity,Rubber_Clustering_Index,Thermal_Crack_Density_mm_mm3,Rubber_Void_Formation_Percent,Microstructural_Coarsening_Index,Phase_Separation_Index,Strain_Localization_Index,Displacement_Field_Heterogeneity,Shear_Band_Density_mm2_mm3,Volumetric_Strain_Percent,Voxel_Size_um,Image_Resolution_pixels,Scan_Voltage_kV,Scan_Current_uA,Exposure_Time_ms,Number_of_Projections,Reconstruction_Algorithm,Image_Quality_SNR_dB,Segmentation_Accuracy_Percent,Measurement_Uncertainty_Percent
C-10-200-MicroCT-R4,C-10,200,4,MicroCT,Meso,13.685638971058575,10.674667164638242,3.010971806420333,0.0013819158171613597,0.09041590211922916,2.457522237979776,0.6360144994128378,1.5728431421057418,1.3316004639174017,1.2465430765321677,15.8140126706885,4.146422352079598,2.8444549934322816,0.25751377374684536,61.450880726415704,0.2623531653244111,1.3240989486390873,0.9564854482398183,0.06277037100498425,0.08233155543436758,0.6159615647998323,0.09489595641436975,0.24475773454605002,0.07663570288201267,93.0,484.00925502618674,442.262564362838,0.77,0.033999999999999996,2.4977435057634385,0.17457565303058034,0.15581782744462877,0.06834569790854067,0.1790884710227269,0.16455822029364556,0.6393732018465726,0.4189756132917124,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,29.067668959916404,97.39212336366444,3.852846784426322
C-10-400-MicroCT-R0,C-10,400,0,MicroCT,Meso,18.163410394553754,15.472335509867822,2.691074884685932,0.0018201902627736995,0.08884201976037534,3.359886578431708,0.6757607382463271,1.9459467216686865,1.6496278051669262,1.4426112271528904,17.6480752112181,3.6724586413510423,3.444664969422219,0.22384704579091322,94.04459672932988,0.9223951718959337,5.172640344266883,3.4370237989868615,0.2482783669586469,0.30963278001368355,0.5443436940533195,0.0711372282049949,0.2619596116114681,0.0824253096406341,72.0,452.13947181538026,461.75537084239966,0.68,0.046000000000000006,9.183574670183548,0.5633386707989483,0.5987860006198585,0.30658990516622503,0.884340679048386,0.7706505224398305,3.21084717229478,1.4146292225961155,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,27.043246614370275,96.32627501780647,5.107920028953181
C-10-400-MicroCT-R1,C-10,400,1,MicroCT,Meso,18.74367775163641,14.354145332632633,4.389532419003778,0.0019766546849251734,0.03580476466102132,3.2931734484063035,0.5900684447053075,1.7342250098144134,1.6722453717207184,1.4441379744027178,18.260182927210884,3.595160539529636,3.107015450908498,0.2407004565302866,76.85081509153169,1.1552445230895243,6.489444180969828,2.380327214032077,0.23843585557439462,0.3212146786012677,0.5384012230175239,0.0631527596737943,0.24430918581800698,0.0835415292803568,72.0,550.5650939811346,413.9194309525115,0.68,0.046000000000000006,11.72855852566335,0.5810651023385206,0.5936116338557132,0.25829909026803716,0.844535220300052,0.67836916452803,2.388863855789517,1.6782746400396449,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,27.69629627962805,92.84631899077283,6.497451872985882
C-10-400-MicroCT-R2,C-10,400,2,MicroCT,Meso,18.888678345337084,13.448665106893534,5.44001323844355,0.0019485397672280836,0.025361901771337778,2.8191147680599573,0.6397726033506511,1.8521460010651285,1.5901444502204594,1.4015868057167706,16.779761242239907,4.172213795285575,3.0410554913360577,0.22285638121926113,98.14811284003628,1.1001682461668214,6.219584465207941,3.1002838095862666,0.21703511461120875,0.3462032790626639,0.5777804303827125,0.06863468891398063,0.26046867336999063,0.0817646359330655,72.0,558.1317322423197,435.17765658938146,0.68,0.046000000000000006,9.479151790085302,0.6717581012480031,0.5437998735555165,0.2650014760224501,0.7505871337229193,0.7447066651166696,2.853115149750831,1.143163728458812,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,26.73867516054016,93.55499211421596,3.8802373996790953
C-10-400-MicroCT-R3,C-10,400,3,MicroCT,Meso,17.757815945058272,14.596166141686702,3.1616498033715708,0.004708302795554142,0.06505258482815858,3.3892959287288815,0.6133910279050808,1.9756675602417921,1.4781114342507375,1.3721753527731684,15.323948081963945,3.971245693987011,3.49671923140923,0.20902053646388014,73.36335633702934,1.122871462260289,7.143064118331905,2.3870021401566124,0.2820515335032692,0.310993562366468,0.5541918679397778,0.06862667211947915,0.2521061822713488,0.07786925047629321,72.0,558.7168500834238,449.4441527482868,0.68,0.046000000000000006,11.76575843435235,0.6357214377605873,0.6468293174938097,0.29600664940287913,0.6489592777026006,0.6574237203348078,3.2494296418276045,1.1925866511131513,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,29.610342391571514,97.7277817913868,4.4737864377724215
C-10-400-MicroCT-R4,C-10,400,4,MicroCT,Meso,18.279710266282805,13.92812474085957,4.351585525423236,0.006668442678234237,0.038424461262096414,2.9511623598832557,0.6644872135691371,1.9333263854851634,1.6290704241721576,1.475857490609011,16.628895714150534,3.7419916679830516,3.365446040264831,0.2139077782819306,97.40122788165041,1.0048586724190598,7.00678146843696,2.414768835872743,0.2580200821095679,0.3310334001644826,0.5577284996338484,0.07111291450643803,0.24718012044680293,0.07545163711510748,72.0,478.6749283297785,395.3860870764689,0.68,0.046000000000000006,11.802506189650801,0.5691724480904767,0.5766525563654595,0.2616540328759647,0.724892324913694,0.7202722712767401,3.8484088869631563,1.2792004979491594,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,26.577421166573906,93.63277082644501,3.504634875142423
C-10-600-MicroCT-R0,C-10,600,0,MicroCT,Meso,25.336869861628433,23.413582380299474,1.923287481328959,0.003776425452866371,0.05801202618096246,3.9999940124080378,0.48619137074266316,2.1830471819802963,1.928097338896659,1.6027383964500332,20.284745776003014,3.285221235534922,3.880636676420939,0.14279173209521243,117.71645764097968,1.8042114063967332,13.476478864305662,5.072380807538995,0.3850601238531822,0.6191072277767489,0.494154281899181,0.033975874291573116,0.26056103984729834,0.07407916775654921,44.00000000000001,478.9559532126403,496.3591562132765,0.56,0.06200000000000001,19.92779163996024,1.2984385881097555,1.2674676618250293,0.5783141516469665,1.6809656834028333,1.4877356320279975,5.5226618275114205,2.6682446817203163,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,31.164365009995645,92.39342396212383,4.476626750339278
C-10-600-MicroCT-R1,C-10,600,1,MicroCT,Meso,24.0725980357611,20.84089501877262,3.2317030169884795,0.00537833896624865,0.13433736426094697,3.6803357398081817,0.5836460382530987,2.088776250441235,1.7890323273987119,1.4410273246726488,19.120099500271518,3.1704194268398442,4.004144369696998,0.14815822012144003,138.42212896793413,1.9568848744990743,12.372078302807708,7.42473762042968,0.5271904790776681,0.599721178950551,0.5101448537352019,0.03863932543666074,0.2458394098649073,0.07795225586665237,44.00000000000001,508.7073924884443,382.5968157507316,0.56,0.06200000000000001,18.407353775993638,1.1271537268636924,1.1250101496012013,0.505362082848706,1.3913390520248399,1.5287743661994684,6.57633453334709,2.622656990225643,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,31.083444456294647,96.43900475208075,4.772138915104313
C-10-600-MicroCT-R2,C-10,600,2,MicroCT,Meso,24.217561864929987,19.011867941583613,5.205693923346374,0.006373814825912314,0.07573794947945393,3.6508074992245834,0.5316408667382678,2.1966711755818085,1.8057976642277953,1.575073935288502,17.945576200593845,3.3259165270465063,3.883422995921921,0.1269673938758873,124.9189903605252,1.8301157873231861,10.866052059162637,8.140183617373115,0.4297831903229663,0.592567369111987,0.4948816611175179,0.03687093082534592,0.2594894368508582,0.08642064577413992,44.00000000000001,596.3231264500164,392.25205408331414,0.56,0.06200000000000001,17.00255406326281,1.3470355552744941,1.251563537886418,0.5185024539035109,1.4206419960709034,1.5112347864317368,5.5345269676849185,3.3393271241762346,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,30.405700666209086,93.15204782246053,7.294042272563666
C-10-600-MicroCT-R3,C-10,600,3,MicroCT,Meso,23.86132557653028,19.65397412466552,4.20735145186476,0.003946971101063486,0.1424479542121321,3.458177582789802,0.5272328642681813,1.9391964267517279,1.8962790757764605,1.549030005218242,18.866547801411542,3.0367538965798486,4.383972135826939,0.14133377389892915,135.32841774126405,2.3499930157557882,12.283927127708427,4.501440757803478,0.5511582414725956,0.612448138281403,0.5069049918300355,0.036575231345103584,0.2551247970937844,0.08713149500980027,44.00000000000001,469.55698909981356,499.9681360238511,0.56,0.06200000000000001,20.01413536627203,1.0583455692294819,1.151276056429194,0.5809046709835078,1.554926944664265,1.4766136216074395,7.642530654641732,2.621720664848707,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,30.68340038326041,96.66552736023881,6.575615963846873
C-10-600-MicroCT-R4,C-10,600,4,MicroCT,Meso,24.396819549435897,20.491912523927837,3.9049070255080593,0.004667517831097158,0.08816790434339504,3.5881456914201526,0.5615001685680874,1.9796777279723434,1.9464136669753505,1.689275360630893,17.41435534277605,3.5739889400941656,3.9020922083824754,0.14620288052506863,107.15430116703926,2.2084678439809338,10.209724306258275,7.151051576479758,0.4862098651878537,0.6983024806998095,0.5095044787126722,0.03270634249874857,0.2552825793094732,0.08584348833750528,44.00000000000001,592.7245221055153,410.5928892120264,0.56,0.06200000000000001,16.295341144618746,1.100183397984028,1.0966821401602187,0.6024701351468486,1.6600967383431091,1.4500712483590752,4.984798305726629,2.7877161281906173,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,28.987036551758155,93.89451120883415,6.860944777492971
C-10-800-MicroCT-R0,C-10,800,0,MicroCT,Meso,26.1022835887453,24.181245071596095,1.9210385171492064,0.008406937280819907,0.1833153109148584,4.196733275804329,0.4782455678858215,2.3462334318409033,1.7637333721474548,1.5698006120732237,20.447272491110592,2.828726295153204,4.154833776875454,0.10091149964329653,171.73170828195714,2.68512197215053,16.91235082521579,6.878408837072231,0.6926348763112861,0.7803262679322034,0.5069312071069257,0.021404430618336807,0.23918120314249047,0.0755384612069861,30.000000000000004,513.1214614858714,404.91389776309444,0.5,0.06999999999999999,28.524476678569933,1.4827053540892356,1.430357294208149,0.6664362363437509,2.054134307491722,1.6484436972744645,10.064269734024842,3.18004889397795,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,28.356248178458554,93.3998093224474,3.015039802803607
C-10-800-MicroCT-R1,C-10,800,1,MicroCT,Meso,27.825662146488018,25.4966409293405,2.329021217147517,0.008286800861774041,0.027381939221176488,4.342924515786657,0.48308869400603655,2.490012136752665,1.750709963185665,1.782932997699678,20.41683430317462,3.139514248372513,4.942201170802361,0.09520187427015528,139.3433892824085,2.3411453468089922,16.38949627115301,10.072732487629347,0.7138376998995741,0.8713298186493008,0.5039679115716164,0.019432764861010334,0.23947855989832548,0.08371767876148656,30.000000000000004,405.2879766147826,450.2051358633612,0.5,0.06999999999999999,28.793830077152432,1.7945864242923784,1.4627837180503491,0.7627649847998189,2.208815969916729,1.6806455494300723,5.818232901810571,3.1002775410184515,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,32.78751124287626,95.79018128735531,4.121781286733426
C-10-800-MicroCT-R2,C-10,800,2,MicroCT,Meso,27.96044557070681,23.35921881334612,4.601226757360688,0.00839657254472825,0.1629489756747318,4.378060776564839,0.46502795646293177,2.4870419774307164,1.8396190122142986,1.671460354030406,19.5936466472606,3.0026997176631482,4.340611790808004,0.10953734205928657,163.5410132338336,2.47888135218256,16.50782820725876,7.843723995596726,0.48413407856830226,0.8069109452496539,0.49842225314433847,0.020507616212810224,0.2623690842529511,0.08363932437010584,30.000000000000004,585.3431730080815,410.8045123335557,0.5,0.06999999999999999,26.251852187612013,1.788724451231137,1.3622378544781855,0.7016935740437188,1.6785238053666895,1.6736385245655458,8.530224027048686,3.124194797173096,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,32.491741112950244,95.08519215557163,4.091064425828686
C-10-800-MicroCT-R3,C-10,800,3,MicroCT,Meso,27.28305127985091,22.10360165276007,5.17944962709084,0.00876466039292057,0.022282107870037305,3.605607913993746,0.5111503943179646,2.5178196258634378,2.0352547240545116,1.6156864302804137,18.61130568502144,3.041010957015613,4.142390531173594,0.094040922495918,134.08062144071303,2.44392453321363,12.273671784741818,7.998900664126105,0.7028818575345795,0.7239141857790516,0.48483334055738425,0.02050444872253382,0.2580659436755519,0.0797380902027605,30.000000000000004,486.4709180734152,388.4783221884402,0.5,0.06999999999999999,26.309848652074653,1.7015054190909256,1.443738252764753,0.6484125963026914,1.6346718300874106,1.851805101396889,8.250725025099527,3.1210129837487965,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,33.31617307631748,96.41303811291407,4.382143924933915
C-10-800-MicroCT-R4,C-10,800,4,MicroCT,Meso,27.991681052420454,23.90766563158097,4.084015420839485,0.007077407156797249,0.041338107393298296,4.1537915706665665,0.473877441898226,2.3333359029511884,1.7755362694037153,1.7768287621731038,21.11359115364673,3.2163791772734376,4.05540689430445,0.09235739927549184,153.54122035769174,2.977868884794167,15.96427758628922,7.395856129942773,0.5150758333155502,0.7444537111012242,0.47804397871965254,0.018661671147210873,0.2421034119967709,0.07447803480800558,30.000000000000004,549.0025032320491,526.9524007583892,0.5,0.06999999999999999,23.627532023167838,1.6282861184064044,1.3595457873074732,0.7493048628046294,2.3532411485518443,1.9399739257910995,9.982529165105086,2.8214749911855694,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,34.777923159498954,94.19814268934209,7.3464055918258735
C-20-25-MicroCT-R0,C-20,25,0,MicroCT,Meso,12.205379177081513,8.452391121774227,3.752988055307286,0.0013974794976157898,0.013606839715854455,2.7216380503848194,0.7434849257540656,1.5089478133241379,1.3066191251267798,1.2597011084342848,14.75521397923935,4.865174256547223,2.7012902474581724,0.32954512211299053,51.01725998616619,0.0,0.0,0.0,0.0,0.0,0.5905001268942294,0.2104747710344781,0.2496252094998318,0.08631701236891262,200.0,592.9658900206296,445.41048920324187,0.8,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,33.53323282837938,94.65575731964793,4.794914690123928
C-20-25-MicroCT-R1,C-20,25,1,MicroCT,Meso,12.543845915223661,9.049021667619147,3.494824247604514,0.004304432375981365,0.07974894598279775,2.7019963968425116,0.6695235683022217,1.639496893252272,1.3319085641485808,1.2907605050927378,14.75583642386865,4.91681719122011,2.5417361833950736,0.2783036781386918,50.91809419667914,0.0,0.0,0.0,0.0,0.0,0.5762349861163263,0.19005996548224957,0.2455254769858148,0.08068741213973182,200.0,434.3722313197064,508.91215160397314,0.8,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,26.02342032171998,92.93945829715452,5.611258628703022
C-20-25-MicroCT-R2,C-20,25,2,MicroCT,Meso,12.35786575032955,7.85823756632562,4.49962818400393,0.005096506467799902,0.07715703632178823,2.695847557979994,0.7119397663956325,1.566987637152734,1.2646583224248824,1.1990971630120655,15.42772387705977,4.756158263146824,2.3076114481579864,0.3013730574989237,59.18863472541964,0.0,0.0,0.0,0.0,0.0,0.6137776113906018,0.2091063290948918,0.2481131566142376,0.08473361133817983,200.0,584.7710679101939,471.11961679091735,0.8,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,27.47658901029101,96.69700678023118,6.545176206628859
C-20-25-MicroCT-R3,C-20,25,3,MicroCT,Meso,12.309325392603954,7.922785555162266,4.386539837441688,0.0010016203508556652,0.06370469671433401,2.3556818732268243,0.6317615458142155,1.4577255811776069,1.4201196002025327,1.245586273831156,14.878514827022574,4.405071261241598,2.61522846769643,0.2885978929171646,50.70905765228103,0.0,0.0,0.0,0.0,0.0,0.6214658221753474,0.18578956393042922,0.2393322038654859,0.07579370002696334,200.0,591.1324580038975,418.03243765656777,0.8,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,32.30411905137798,96.11624219307775,6.200359622435774
C-20-25-MicroCT-R4,C-20,25,4,MicroCT,Meso,12.307565999699069,9.38505451585301,2.9225114838460584,0.003894896143295381,0.023700786107854088,2.743600577467507,0.7344744790773275,1.4744360646978545,1.413338272031064,1.1018681698478874,16.166518746808112,4.088598918306596,2.524318926368747,0.32613376642253006,57.107659578713964,0.0,0.0,0.0,0.0,0.0,0.5752596729855934,0.20729804074514344,0.24194930120947108,0.09100794385524719,200.0,568.0718348597742,419.01875585618984,0.8,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,26.93794166338935,94.53903637532954,5.45211269887406
C-20-200-MicroCT-R0,C-20,200,0,MicroCT,Meso,14.100895767287023,10.186095619210635,3.914800148076388,0.003024527866207853,0.062075636674122706,2.64030775955521,0.6403858516091718,1.7342685328031728,1.459433242837942,1.346894087755621,15.177980927984247,4.099548514803594,2.634255002033272,0.3070758606086893,65.35783983268266,0.22995370800149414,1.5632130308884977,0.6783949953371263,0.06266025381658258,0.08633866703175894,0.6009486919725908,0.17148421072945663,0.25170230159749374,0.08940018581134011,186.0,407.74729773773254,449.3348965260192,0.77,0.06799999999999999,2.556876799942552,0.32800079705432195,0.14860016996148892,0.07033773484729595,0.21560600630039028,0.1912465801818503,0.8765366655322158,0.41684887914461305,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,33.19822587798283,96.66296122764726,7.225507894905127
C-20-200-MicroCT-R1,C-20,200,1,MicroCT,Meso,13.791507418948331,9.794932547656622,3.9965748712917097,0.006080166265551318,0.05677624552582589,2.834152643658762,0.6156813184043755,1.4880994318455716,1.4638241791525046,1.1397750344192419,16.653573255465062,4.161134736081847,2.5625690599283426,0.2799090110935636,49.70890812615585,0.2384307012993283,1.4134055808658461,0.6368487467368513,0.06865907628659784,0.07817423429935015,0.5738923099129191,0.17852601215785469,0.25626851402029227,0.08501103569560306,186.0,590.9209405560662,406.46000241167576,0.77,0.06799999999999999,2.9819201795136823,0.34796495388453297,0.1408443209870978,0.07007171041273114,0.20814433106932426,0.19148257810597039,0.9851085198326696,0.3673625229617686,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,25.351342031422153,94.88765869710878,7.424017680931661
C-20-200-MicroCT-R2,C-20,200,2,MicroCT,Meso,14.401866339587407,11.136969570929969,3.2648967686574384,0.007066718107504367,0.015359465971682295,2.8980435277895036,0.7368505215174763,1.461999134612389,1.2546519973814998,1.259769625119255,15.949455164205187,4.685479046329668,2.7316395346620483,0.2905057406064596,63.838727796509794,0.255114619255693,1.386454887349878,0.7413412087569147,0.05557689116376999,0.0866799695437129,0.6051659992388562,0.17966397419932773,0.24090955408858106,0.08417734245952677,186.0,467.5132272437945,426.28351288821193,0.77,0.06799999999999999,2.826618670510443,0.30952168474214653,0.16236730412922604,0.07540972170407169,0.23421555198014682,0.1699838588755992,0.9044014581266695,0.36529142998929026,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,32.33830637834607,93.58027618350972,6.474045357191489
C-20-200-MicroCT-R3,C-20,200,3,MicroCT,Meso,13.972858206508684,10.732681199561636,3.2401770069470484,0.008158291526455958,0.0319244034750328,2.4824432964937504,0.7096115140947418,1.595950066734099,1.3755600077055175,1.3131288308648386,14.27287695545229,4.117556230873668,2.9405697375678455,0.277898863896372,58.045770973344595,0.20130843487342104,1.2306088097528107,0.8809740461478675,0.06215584964939991,0.08120845277592648,0.6109432767882855,0.17439387154240077,0.25138848866976377,0.08952643911946691,186.0,574.5588342390005,415.98550213416263,0.77,0.06799999999999999,2.1103228760244717,0.28224734034784243,0.1593707441592045,0.06544875713483292,0.23061498007859493,0.16637321881256054,0.6411916784595143,0.346884994561522,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,34.452999044485374,93.97728606887254,6.291089967790244
C-20-200-MicroCT-R4,C-20,200,4,MicroCT,Meso,14.225026470944599,9.524304732113805,4.700721738830794,0.00323350211254747,0.10308512449173839,2.4829597005361426,0.7065213450066954,1.7268434565016966,1.2565056298790196,1.2247954975468287,16.816435018619377,4.041740563584707,2.6027165016279037,0.2712960773433375,53.56997049232571,0.21422049441569668,1.4920220855557582,0.9605310214627658,0.07090895341447963,0.07406945011549598,0.5737119965221215,0.1737534638404872,0.240474646099992,0.08651245989105665,186.0,549.2687019821424,478.287025603689,0.77,0.06799999999999999,2.823157228072736,0.33894973475583307,0.14666934364657705,0.06454041473803634,0.23920064054055185,0.1856013490990375,1.0314539336199589,0.3477117721958522,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,28.951929999367287,93.48311285582272,7.917860008860098
C-20-400-MicroCT-R0,C-20,400,0,MicroCT,Meso,18.14105852119983,12.802271803865839,5.338786717333992,0.005612215722296301,0.06150836212441534,2.952057152126144,0.6366914064436655,1.7705937758228074,1.5098932736015969,1.2664527690903322,17.263242100012437,3.677625506051594,3.1488456212127454,0.2253389296390264,98.63502412910093,1.0958638740782307,5.957384188489993,3.1122500691381165,0.2676139376862007,0.30035422240720117,0.5649879719989711,0.12572033201183955,0.24284512147238554,0.08764757938629233,144.0,462.6485452367822,396.1136315901409,0.68,0.09200000000000001,8.608809790113837,1.279053631694165,0.5891408321267108,0.2917599137919301,0.7221120715082355,0.6947815508736146,3.9616210864359505,1.3561276550200894,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,30.909534697203846,92.64009316470985,3.8941458609637936
C-20-400-MicroCT-R1,C-20,400,1,MicroCT,Meso,17.73675117561012,13.625405006406009,4.111346169204111,0.009900280040455216,0.12410801723408472,3.1824035272631144,0.6647759650027257,1.8542776457122823,1.4995808151429144,1.3085929923083122,16.06296821301143,3.940495499555393,3.1361374956515427,0.22014070923922,82.87137399814874,1.0024968819633622,5.4663154776041525,4.121623761168446,0.2393009185096289,0.33559317978292746,0.5685707295385725,0.12765099471782826,0.2479357104300015,0.08947347094820843,144.0,425.84586051234567,390.6434270490872,0.68,0.09200000000000001,10.802186235592819,1.1954684999108935,0.5686634474001512,0.2806002235631204,0.8579109195905391,0.7142283749611027,2.3972962061364638,1.1300706085525272,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,28.278768084678386,92.90134355655987,7.530951229629978
C-20-400-MicroCT-R2,C-20,400,2,MicroCT,Meso,17.997048766357963,13.7408925701438,4.256156196214164,0.007408697608643333,0.11674312916202367,3.0861821549704413,0.5804607411914405,1.7366058613816107,1.5150422818734735,1.3620864850111631,17.54306139200195,3.787220317711805,3.066424405739092,0.24041039464841346,72.5035090274334,1.0725550282452574,6.9123299314687845,2.288308140581585,0.2616167869526881,0.35192561672030315,0.5515256744015007,0.12598642340778127,0.26033275630427377,0.07609991098781763,144.0,488.00042557515025,526.8514388004938,0.68,0.09200000000000001,10.558569874293397,1.1590458949648317,0.644928086322754,0.2830340377996672,0.8798210709727808,0.7326401748218649,2.3135188975768624,1.2393611933949946,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,25.787635739867497,92.64012657429934,3.07702746794036
C-20-400-MicroCT-R3,C-20,400,3,MicroCT,Meso,18.453366860966327,13.468552496165263,4.984814364801064,0.008701268684445746,0.1085047297301232,3.1453697367856077,0.6186386468234489,1.7311361851696554,1.5322850514894957,1.4395441972420349,17.133227597503996,3.9021098078159424,3.283968663615285,0.21826815628055607,75.98972038649471,0.873156993942946,5.033597012283222,2.70555742912253,0.21729377114214463,0.303684855135555,0.5758048161707954,0.12462175220226093,0.2552116172186388,0.0880778619295896,144.0,511.7944401849713,404.2910713125122,0.68,0.09200000000000001,8.843716272742414,1.313002581832699,0.6382278479517743,0.2703181161280639,0.7376412453390238,0.7695406583643613,3.4379338911983193,1.2843254618818722,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,32.13612292586582,94.067556861399,5.932778071710866
C-20-400-MicroCT-R4,C-20,400,4,MicroCT,Meso,19.516299295777312,14.618659056087369,4.897640239689943,0.009374734006375,0.05440220419987197,3.1249777567123904,0.6150379899102808,1.9230700806931929,1.4048165514404545,1.4355942451392258,16.733469263801663,3.947121387361043,3.120734124239729,0.21613738581762232,84.1244330797377,1.0622102191886094,7.163277484020266,3.801542627812518,0.21044780015291378,0.32497142997163314,0.5745973488835341,0.13524233995759363,0.24013231516344513,0.07971272422654488,144.0,535.9344740201727,513.2699816800505,0.68,0.09200000000000001,8.265646859793607,1.0785194336844652,0.560666121127247,0.2707905501078099,0.8572204700941484,0.7199126376360232,4.031185778872099,1.239139350315165,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,28.6420914625394,93.97911546075481,4.179818129799649
C-20-600-MicroCT-R0,C-20,600,0,MicroCT,Meso,25.813200092050565,21.698648114714434,4.114551977336131,0.009464580824496388,0.08125670276418431,3.4810278422680896,0.49887428371373277,2.2921810466791164,1.613426760012688,1.7486062682685704,18.713748943576242,3.3120482419889914,3.8348907272775534,0.12771987884675434,123.12435889789603,2.0049170019040714,13.274066985014533,6.40403968090418,0.5342413473956933,0.5907753957983123,0.5157459430128486,0.06836219065561473,0.25293615330538405,0.07783293826284794,88.00000000000001,414.42911471327113,502.4453363055307,0.56,0.12400000000000003,16.511702176351616,2.072506525577714,1.265282910453295,0.5890449858539345,1.3704753948868107,1.304924733576196,7.111482635054715,3.197915597232135,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,32.54107695510182,93.21679388369047,5.918839486126679
C-20-600-MicroCT-R1,C-20,600,1,MicroCT,Meso,25.233119672738834,20.640755913319698,4.592363759419136,0.005749487212325078,0.0689425854437508,3.496925808821996,0.590715647291252,2.3165850790456046,1.7606577122187295,1.4837689795404725,19.272636597584405,2.98012992734333,4.421332629686331,0.15178076729980824,142.11968022261627,1.9732395268593421,10.823502098703894,7.337390428331763,0.5629050627747961,0.5962923142268723,0.5318511797726738,0.06848209627384635,0.24171294514595235,0.08200968749800151,88.00000000000001,505.96996183334784,385.5904527712663,0.56,0.12400000000000003,19.726575914381584,2.2226511705944914,1.1656180293710185,0.5494448715081683,1.8891496603976563,1.3704875043460112,6.3718752221190655,3.3056659682612053,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,29.760568902183174,97.18159713152872,3.2938238716264046
