date,country,google_trend_mobile_money_fraud,social_sentiment_avg,social_mention_volume,cyber_incidents_finsec
2022-05-01,RW,43,0.08832753424202085,1096,16
2022-06-01,RW,43,0.18190661221633617,1041,3
2022-07-01,RW,49,0.19041057517287144,1022,3
2022-08-01,RW,31,0.21345897595480964,1050,39
2022-09-01,RW,23,0.29700077740099984,836,9
2022-10-01,RW,17,0.2520623953562255,1012,16
2022-11-01,RW,26,0.08332059846218483,1113,6
2022-12-01,RW,27,-0.045302709672878826,939,4
2023-01-01,RW,30,0.055243359714678565,1080,13
2023-02-01,RW,53,0.06679158957773508,886,16
2023-03-01,RW,51,0.07719740522604308,988,3
2023-04-01,RW,60,0.07585975787696338,1080,7
2023-05-01,RW,54,0.22834513422906544,1000,19
2023-06-01,RW,50,0.26224990272062154,1048,8
2023-07-01,RW,41,0.24768769348422567,1033,11
2023-08-01,RW,38,0.23757546247243486,981,28
2023-09-01,RW,25,0.20168336482734273,1080,3
2023-10-01,RW,29,0.03810349737632055,963,7
2023-11-01,RW,26,0.19568508014339828,1080,3
2023-12-01,RW,36,-0.051430715611185056,874,11
2024-01-01,RW,41,0.09589563369224056,1107,46
2024-02-01,RW,41,0.12782311406846364,1104,30
2024-03-01,RW,56,-0.01315590090393721,1169,15
2024-04-01,RW,55,0.049325137116123054,1168,7
2024-05-01,RW,49,0.12577823966342147,1028,7
2024-06-01,RW,47,0.09688833621374378,931,10
2024-07-01,RW,85,0.2986276561397127,808,43
2024-08-01,RW,38,0.10231847717995946,899,16
2024-09-01,RW,36,0.2764925435924895,1031,20
2024-10-01,RW,29,0.36832155413450174,1087,2
2024-11-01,RW,23,0.03380241237755198,1084,6
2024-12-01,RW,35,0.11944051616945835,1063,12
2025-01-01,RW,57,0.07707243113985256,877,9
2025-02-01,RW,55,-0.06036586908890848,1207,18
2025-03-01,RW,61,0.14903807843824357,1116,6
2025-04-01,RW,89,-0.25551948857878687,1053,35
2025-05-01,RW,59,0.11181353057272976,1089,2
2025-06-01,RW,59,-0.012477583050456709,942,23
2025-07-01,RW,39,0.21355697460335368,1029,7
2025-08-01,RW,37,0.25656208463292146,1103,6
2025-09-01,RW,28,0.3109499988144128,877,1
2025-10-01,RW,37,0.16477638571318912,1024,2
2025-11-01,RW,23,0.21097186490084496,1085,7
2025-12-01,RW,45,0.08564313822429444,1137,4
2018-01-01,TZ,24,0.19057172518188797,3501,1
2018-02-01,TZ,39,0.08937949889577015,3529,44
2018-03-01,TZ,41,0.15966417199216035,3739,6
2018-04-01,TZ,39,0.1858230477192261,3410,43
2018-05-01,TZ,36,0.24584373475662874,3621,1
2018-06-01,TZ,27,0.22065776415444574,3413,1
2018-07-01,TZ,35,0.22597731226814585,3499,54
2018-08-01,TZ,28,0.2002884807830086,3144,33
2018-09-01,TZ,25,0.44121801814574224,3689,8
2018-10-01,TZ,16,0.09404697537858778,3564,0
2018-11-01,TZ,13,0.3634782195907428,3308,5
2018-12-01,TZ,19,0.3768588841075795,3452,13
2019-01-01,TZ,24,0.245534980481099,3369,12
2019-02-01,TZ,35,0.2071427681244162,3398,15
2019-03-01,TZ,45,0.2012738750162958,3544,2
2019-04-01,TZ,49,0.3239096848308153,3357,14
2019-05-01,TZ,30,0.1970235169774109,3222,3
2019-06-01,TZ,68,-0.035836464589236915,3463,39
2019-07-01,TZ,25,0.15456814918982648,3342,11
2019-08-01,TZ,29,0.2884621899162149,3445,8
2019-09-01,TZ,23,0.23894271919789334,3535,61
2019-10-01,TZ,10,0.30263535635937033,3597,13
2019-11-01,TZ,35,0.27035399499847046,3324,12
2019-12-01,TZ,17,0.42627091128998007,3412,4
2020-01-01,TZ,23,0.29883420133585037,3582,33
2020-02-01,TZ,45,0.0346232488613658,3359,4
2020-03-01,TZ,52,0.046999428298888306,3473,15
2020-04-01,TZ,43,0.14748488207916724,3360,34
2020-05-01,TZ,46,0.30624848388508197,3365,11
2020-06-01,TZ,30,0.2837634754120593,3379,0
2020-07-01,TZ,24,0.2068232319581686,3364,15
2020-08-01,TZ,27,0.23995796640628755,3371,23
2020-09-01,TZ,24,0.3728371479339243,3451,13
2020-10-01,TZ,19,0.1885859277234234,3526,1
2020-11-01,TZ,26,0.16067122141960546,3241,1
2020-12-01,TZ,35,0.30197479646337905,3459,6
2021-01-01,TZ,41,0.23649507040939147,3477,21
2021-02-01,TZ,44,0.1601195507513321,3530,58
2021-03-01,TZ,54,-0.019660846331734837,3523,6
2021-04-01,TZ,58,0.058805121102968996,3442,24
2021-05-01,TZ,49,0.25172159501574054,3666,5
2021-06-01,TZ,33,0.29443373568041287,3296,11
2021-07-01,TZ,24,0.3459864969349053,3479,4
2021-08-01,TZ,43,0.2632958958458771,3352,84
2021-09-01,TZ,12,0.389673591720357,3504,3
2021-10-01,TZ,38,0.11989866843399749,3514,10
2021-11-01,TZ,20,0.22956004160452964,3303,20
2021-12-01,TZ,33,0.07557187008455375,3318,36
2022-01-01,TZ,30,0.19098845747606108,3559,8
2022-02-01,TZ,47,0.011251487771693791,3425,13
2022-03-01,TZ,46,0.36754266959586407,3385,0
2022-04-01,TZ,65,0.007154295025988352,3315,14
2022-05-01,TZ,51,0.12252764131612268,3336,5
2022-06-01,TZ,41,0.331165212677889,3393,1
2022-07-01,TZ,30,0.17537899484320746,3344,19
2022-08-01,TZ,42,0.3185474022158873,3381,18
2022-09-01,TZ,19,0.2517999360936772,3474,5
2022-10-01,TZ,19,0.20292867896300454,3440,0
2022-11-01,TZ,24,0.08581344722824288,3487,1
2022-12-01,TZ,33,0.259684173737508,3546,40
2023-01-01,TZ,40,0.03347023512706742,3481,41
2023-02-01,TZ,44,0.1062877180334074,3430,18
2023-03-01,TZ,41,0.12756575242342055,3483,5
2023-04-01,TZ,50,0.18391328962053374,3440,7
2023-05-01,TZ,51,0.0783814635888765,3578,2
2023-06-01,TZ,47,0.26513586737447314,3335,16
2023-07-01,TZ,66,0.1374655307796809,3299,10
2023-08-01,TZ,26,0.31586809585813813,3436,14
2023-09-01,TZ,12,0.2767573670402711,3405,1
2023-10-01,TZ,29,0.2438766500672459,3582,4
2023-11-01,TZ,22,0.2929820744826955,3186,2
2023-12-01,TZ,37,0.11033701045579399,3616,18
2024-01-01,TZ,38,0.05764411735991733,3351,14
2024-02-01,TZ,40,0.012210147153571209,3513,2
2024-03-01,TZ,55,0.01277332981170341,3402,27
2024-04-01,TZ,60,0.059234243863026524,3597,1
2024-05-01,TZ,58,0.12543523038965776,3575,5
2024-06-01,TZ,57,0.2530916258568474,3366,4
2024-07-01,TZ,43,0.33643279553991057,3543,6
2024-08-01,TZ,28,0.20338138819394605,3502,15
2024-09-01,TZ,14,0.3006150127287484,3292,32
2024-10-01,TZ,26,0.4239934839490245,3634,2
2024-11-01,TZ,37,0.09567060358662408,3310,6
2024-12-01,TZ,33,0.13282401513426573,3410,3
2025-01-01,TZ,42,0.15507529380856336,3532,16
2025-02-01,TZ,52,-0.07965335377683365,3225,2
2025-03-01,TZ,54,0.1293247065401213,3209,55
2025-04-01,TZ,59,0.14815869283015384,3506,11
2025-05-01,TZ,47,0.27607394988699174,3334,11
2025-06-01,TZ,55,0.07221818701821323,3598,15
2025-07-01,TZ,34,0.22854536802228315,3468,40
2025-08-01,TZ,34,0.1708577340452882,3618,7
2025-09-01,TZ,22,0.20639398951351506,3467,20
2025-10-01,TZ,23,0.21329349628001182,3403,0
2025-11-01,TZ,29,0.019254999939370798,2942,7
2025-12-01,TZ,35,-0.00303253854621652,3251,22
2018-01-01,UG,23,0.08573273357706979,2686,32
2018-02-01,UG,36,0.03512322547211125,2320,61
2018-03-01,UG,40,0.04756380613017674,2427,8
2018-04-01,UG,54,-0.10565625131708865,2630,60
2018-05-01,UG,58,-0.14169392902440098,2548,87
2018-06-01,UG,35,0.11837002517285501,2491,40
2018-07-01,UG,34,0.13682254695031282,2547,19
2018-08-01,UG,31,0.13790400101353562,2308,68
2018-09-01,UG,23,0.14013351760066461,2689,51
2018-10-01,UG,11,0.4647498546401773,2397,33
2018-11-01,UG,14,0.36157016484262033,2524,38
2018-12-01,UG,22,0.12761034724038742,2704,3
2019-01-01,UG,37,0.21507485499510234,2631,38
2019-02-01,UG,42,-0.03389355751705905,2498,19
2019-03-01,UG,52,-0.07457017594204622,2578,205
2019-04-01,UG,50,-0.10258477329645153,2487,4
2019-05-01,UG,37,-0.031548564266051335,2303,7
2019-06-01,UG,34,0.08679574928999832,2783,5
2019-07-01,UG,35,0.13459495847411806,2599,25
2019-08-01,UG,21,0.0868288129373023,2308,4
2019-09-01,UG,28,0.23880337193758056,2480,27
2019-10-01,UG,16,0.4231303630933987,2483,10
2019-11-01,UG,19,0.1727545063992312,2680,24
2019-12-01,UG,32,-0.05816324859384678,2446,18
2020-01-01,UG,30,0.14049827870315784,2766,0
2020-02-01,UG,42,-0.15918886706599544,2495,42
2020-03-01,UG,45,0.10539344999257169,2487,46
2020-04-01,UG,43,-0.04062127074196348,2450,8
2020-05-01,UG,55,0.1408803502897161,2641,12
2020-06-01,UG,32,0.14171944381877793,2681,4
2020-07-01,UG,36,0.18211575733711577,2460,42
2020-08-01,UG,20,0.2475612917564545,2475,25
2020-09-01,UG,6,0.09651631872390673,2428,28
2020-10-01,UG,20,0.3276144236050713,2616,50
2020-11-01,UG,47,0.01847923076670066,2411,167
2020-12-01,UG,32,0.12214994530352534,2311,14
2021-01-01,UG,44,0.02585202842468904,2464,49
2021-02-01,UG,46,-0.10602727271349253,2658,86
2021-03-01,UG,45,0.019674598217063237,2546,35
2021-04-01,UG,49,-0.007394769962435444,2553,109
2021-05-01,UG,53,-0.2367819955111175,2681,133
2021-06-01,UG,52,-0.0886542277229269,2749,2
2021-07-01,UG,34,0.1392078477085648,2581,15
2021-08-01,UG,25,0.25348252993452547,2526,92
2021-09-01,UG,22,0.31857821022785193,2659,44
2021-10-01,UG,28,0.11551670741445419,2512,0
2021-11-01,UG,27,0.10146599527101044,2550,4
2021-12-01,UG,30,0.1247568444449366,2511,1
2022-01-01,UG,34,0.06302520636174735,2607,1
2022-02-01,UG,52,-0.06427829705146094,2478,46
2022-03-01,UG,48,0.07838007842074199,2568,38
2022-04-01,UG,56,-0.16175618776771927,2501,22
2022-05-01,UG,41,0.03578604179443763,2713,75
2022-06-01,UG,49,0.02719245563428928,2528,7
2022-07-01,UG,38,0.1312285469020912,2870,11
2022-08-01,UG,34,0.1521959109229892,2516,48
2022-09-01,UG,28,0.3036550036165184,2680,21
2022-10-01,UG,24,0.10605974205044527,2642,26
2022-11-01,UG,22,0.1600727982572771,2709,11
2022-12-01,UG,29,0.09545559709295803,2554,28
2023-01-01,UG,32,0.09751371026724669,2563,91
2023-02-01,UG,56,-0.17310273713291474,2286,71
2023-03-01,UG,44,-0.09300952540749668,2594,146
2023-04-01,UG,49,-0.18400477309845317,2664,139
2023-05-01,UG,66,-0.11612580369529665,2637,97
2023-06-01,UG,50,-0.037594637239416806,2717,231
2023-07-01,UG,32,0.10965159645681014,2619,25
2023-08-01,UG,40,0.1737647758976057,2704,41
2023-09-01,UG,22,0.204258362717044,2574,40
2023-10-01,UG,27,0.34827999839018947,2594,35
2023-11-01,UG,38,0.07635859539099325,2741,11
2023-12-01,UG,35,0.32961850706702767,2471,26
2024-01-01,UG,48,-0.00016922360970284857,2499,5
2024-02-01,UG,47,0.050913765424202444,2547,22
2024-03-01,UG,55,0.039369653593686466,2590,111
2024-04-01,UG,57,-0.05765758862249381,2694,18
2024-05-01,UG,52,-0.2372021665003104,2566,45
2024-06-01,UG,45,-0.09096344065630453,2569,48
2024-07-01,UG,30,0.15987025757783513,2659,31
2024-08-01,UG,41,0.12254290440016102,2454,22
2024-09-01,UG,29,0.18532504959673868,2540,77
2024-10-01,UG,27,0.07857966151003053,2821,5
2024-11-01,UG,37,0.25631476770031847,2539,38
2024-12-01,UG,42,0.06914292042919112,2454,1
2025-01-01,UG,44,0.11290856808253438,2624,52
2025-02-01,UG,52,-0.06830441469591965,2814,11
2025-03-01,UG,57,-0.13343877240020058,2420,0
2025-04-01,UG,55,-0.09639158972582496,2419,48
2025-05-01,UG,58,-0.05423518349831913,2590,69
2025-06-01,UG,59,-0.06283368881816945,2436,45
2025-07-01,UG,48,0.16152380077606096,2567,21
2025-08-01,UG,39,0.07753229597048321,2338,9
2025-09-01,UG,29,0.19969441392816312,2566,22
2025-10-01,UG,33,0.3536826330910979,2444,11
2025-11-01,UG,41,0.19017348696671427,2516,31
2025-12-01,UG,38,0.1676687489205112,2669,46
2018-01-01,ZA,52,0.371599674002319,566,2
2018-02-01,ZA,31,0.2531585413155312,529,38
2018-03-01,ZA,35,0.28010946504024015,568,3
2018-04-01,ZA,31,0.24856356376539454,652,22
2018-05-01,ZA,50,0.05021521989604244,735,103
2018-06-01,ZA,28,0.1377653447588541,729,2
2018-07-01,ZA,27,0.22920043305254775,676,1
2018-08-01,ZA,23,0.3326958621399394,738,3
2018-09-01,ZA,22,0.3630657226192109,807,30
2018-10-01,ZA,22,0.3420800406500506,622,12
2018-11-01,ZA,21,0.2629837159374605,657,1
2018-12-01,ZA,14,0.4576001967216142,438,22
2019-01-01,ZA,35,0.4074004486514107,479,3
2019-02-01,ZA,35,0.1963262819422713,609,38
2019-03-01,ZA,30,0.19296633983967953,479,29
2019-04-01,ZA,46,0.20693745364430147,587,64
2019-05-01,ZA,49,0.11828933866540739,751,0
2019-06-01,ZA,38,0.22576738659439877,632,2
2019-07-01,ZA,31,0.38630876932150937,682,56
2019-08-01,ZA,15,0.3621928280387402,657,0
2019-09-01,ZA,25,0.23244276755290075,522,7
2019-10-01,ZA,30,0.43689132669733055,705,8
2019-11-01,ZA,37,0.30155065212065,814,11
2019-12-01,ZA,34,0.34180319726811204,666,30
2020-01-01,ZA,43,0.38367296884486274,414,29
2020-02-01,ZA,41,0.34257218152230984,750,6
2020-03-01,ZA,44,0.1231250304670555,653,5
2020-04-01,ZA,46,0.16441472484813677,686,15
2020-05-01,ZA,40,0.2069980962239118,563,3
2020-06-01,ZA,41,0.1370829354028789,658,110
2020-07-01,ZA,42,0.19269413369667981,490,36
2020-08-01,ZA,37,0.04114358720414354,668,5
2020-09-01,ZA,21,0.2522820247761346,688,3
2020-10-01,ZA,16,0.40158401165854085,580,2
2020-11-01,ZA,22,0.2622671262613642,682,58
2020-12-01,ZA,37,0.29454328240811944,603,21
2021-01-01,ZA,40,0.24767994748326316,716,107
2021-02-01,ZA,51,0.18635500307493974,537,57
2021-03-01,ZA,49,0.09958649246851586,677,4
2021-04-01,ZA,52,0.1080323847744745,600,16
2021-05-01,ZA,48,-0.0357234997002173,695,35
2021-06-01,ZA,44,0.030077484428148255,566,10
2021-07-01,ZA,24,0.22736192582703563,739,17
2021-08-01,ZA,41,0.2858301760730421,948,79
2021-09-01,ZA,50,0.2507373717942534,676,30
2021-10-01,ZA,17,0.2714085563949651,746,49
2021-11-01,ZA,22,0.27712005877050283,495,28
2021-12-01,ZA,25,0.26770475113332304,611,28
2022-01-01,ZA,34,0.3792574426264202,598,2
2022-02-01,ZA,43,0.14755010277620173,720,19
2022-03-01,ZA,52,0.2103285264469151,664,4
2022-04-01,ZA,52,0.12363598756634495,482,47
2022-05-01,ZA,48,0.10224795665489202,697,1
2022-06-01,ZA,37,0.15622260191169862,781,77
2022-07-01,ZA,35,0.11826554529111948,790,22
2022-08-01,ZA,30,0.2676177854723557,573,52
2022-09-01,ZA,20,0.234041498651753,673,6
2022-10-01,ZA,21,0.4238131885646811,737,0
2022-11-01,ZA,18,0.3394142329860963,483,4
2022-12-01,ZA,37,0.29065301144034617,598,58
2023-01-01,ZA,36,0.27890343658897376,592,2
2023-02-01,ZA,33,0.35538593762007253,803,14
2023-03-01,ZA,58,0.13892203242771373,562,11
2023-04-01,ZA,63,0.07879406005035768,786,40
2023-05-01,ZA,76,-0.023479879021200138,529,207
2023-06-01,ZA,56,0.12249499337106853,414,30
2023-07-01,ZA,37,0.15570012436188124,708,6
2023-08-01,ZA,29,0.2768258775657041,815,0
2023-09-01,ZA,32,0.2526517348353292,782,2
2023-10-01,ZA,23,0.3749096622341738,613,23
2023-11-01,ZA,21,0.41440808988537015,615,0
2023-12-01,ZA,45,0.22127971082830616,814,11
2024-01-01,ZA,42,0.3344777828198062,594,16
2024-02-01,ZA,40,0.05138327911502567,639,26
2024-03-01,ZA,54,0.1482209066933376,623,35
2024-04-01,ZA,48,0.24337422171505013,644,7
2024-05-01,ZA,54,0.11444092930167864,831,129
2024-06-01,ZA,51,0.11016301411716076,650,99
2024-07-01,ZA,50,0.09042200725236646,526,73
2024-08-01,ZA,39,0.05442998151025739,597,81
2024-09-01,ZA,31,0.34520480645301593,563,42
2024-10-01,ZA,27,0.31666868525917374,668,11
2024-11-01,ZA,24,0.42431019728343333,546,29
2024-12-01,ZA,31,0.3971864872559286,617,21
2025-01-01,ZA,49,0.23983329465848727,773,10
2025-02-01,ZA,42,0.2174373482246109,574,1
2025-03-01,ZA,63,0.2614784146739057,719,10
2025-04-01,ZA,57,0.004489937227913366,797,8
2025-05-01,ZA,69,-0.07195172474225342,704,35
2025-06-01,ZA,59,-0.14094862917744583,757,98
2025-07-01,ZA,48,-0.012475673756229313,601,66
2025-08-01,ZA,39,0.1063952728898161,483,46
2025-09-01,ZA,28,0.21906043851191317,582,18
2025-10-01,ZA,19,0.2749937640771835,652,36
2025-11-01,ZA,27,0.4262757877043251,712,1
2025-12-01,ZA,30,0.3621758420557132,554,0
2018-01-01,ZM,25,0.20164974679106593,3453,9
2018-02-01,ZM,40,0.04932456965835588,3496,19
2018-03-01,ZM,36,0.125813457018917,3626,14
2018-04-01,ZM,48,0.02828662427588712,3621,31
2018-05-01,ZM,43,-0.07467022429357206,3445,49
2018-06-01,ZM,44,0.016443798434262535,3709,20
2018-07-01,ZM,24,0.15805632982384843,3630,8
2018-08-01,ZM,19,0.24096389395205406,3786,5
2018-09-01,ZM,23,0.07331697212885566,3559,22
2018-10-01,ZM,13,0.3490152086842395,3655,21
2018-11-01,ZM,26,0.31995938900867155,3700,5
2018-12-01,ZM,34,0.07304118925773048,3605,30
2019-01-01,ZM,35,0.279661927842557,3528,4
2019-02-01,ZM,40,0.032012709509412235,3619,27
2019-03-01,ZM,38,-0.08230788263488342,3640,12
2019-04-01,ZM,44,-0.0544576493928115,3541,22
2019-05-01,ZM,46,-0.03597694251202759,3775,19
2019-06-01,ZM,50,0.045110108012173085,3550,16
2019-07-01,ZM,49,0.06842707599386853,3662,17
2019-08-01,ZM,31,0.26586660041144405,3604,6
2019-09-01,ZM,24,0.3247751695282595,3814,7
2019-10-01,ZM,18,0.4750396218672997,3590,15
2019-11-01,ZM,17,0.3242431864837953,3504,7
2019-12-01,ZM,19,0.1540820917965898,3705,15
2020-01-01,ZM,34,0.03804125574208913,3582,7
2020-02-01,ZM,40,0.009210121126167944,3822,3
2020-03-01,ZM,45,0.04152331386043321,3750,40
2020-04-01,ZM,54,-0.19587032070329027,3497,4
2020-05-01,ZM,46,-0.0620646183557337,3240,36
2020-06-01,ZM,54,-0.13950646008837,3472,9
2020-07-01,ZM,33,0.27613334452609356,3737,10
2020-08-01,ZM,31,0.14504024182946226,3649,8
2020-09-01,ZM,26,0.27932740954517954,3602,7
2020-10-01,ZM,17,0.11192445287517759,3416,10
2020-11-01,ZM,23,0.21310987612376375,3772,13
2020-12-01,ZM,31,0.1888053708986979,3524,71
2021-01-01,ZM,34,0.2386553937862527,3456,12
2021-02-01,ZM,47,0.05459337086743995,3585,9
2021-03-01,ZM,52,0.0026381326339755032,3581,15
2021-04-01,ZM,52,-0.25572870303233125,3609,77
2021-05-01,ZM,51,0.02870838368982415,3600,5
2021-06-01,ZM,54,-0.07280014522103151,3468,82
2021-07-01,ZM,34,0.16056367513294934,3555,24
2021-08-01,ZM,34,0.13534830152583555,3440,17
2021-09-01,ZM,24,0.22854046581750573,3569,20
2021-10-01,ZM,29,0.14094573432574317,3660,27
2021-11-01,ZM,40,0.17699005382950217,3495,8
2021-12-01,ZM,45,0.17774690487901665,3677,15
2022-01-01,ZM,42,-0.053117973299226406,3610,23
2022-02-01,ZM,41,0.026132615938061363,3653,23
2022-03-01,ZM,43,-0.032016815569299195,3305,26
2022-04-01,ZM,65,-0.23494159188612504,3539,4
2022-05-01,ZM,55,-0.16771257914895976,3445,24
2022-06-01,ZM,40,-0.046895185774584604,3632,25
2022-07-01,ZM,33,0.25157580638830507,3546,7
2022-08-01,ZM,34,0.03220859933297127,3538,1
2022-09-01,ZM,25,0.3476760954168432,3469,9
2022-10-01,ZM,31,0.35365043387444217,3534,11
2022-11-01,ZM,18,0.2814278159905259,3558,6
2022-12-01,ZM,35,0.05277487152810586,3566,45
2023-01-01,ZM,33,0.16049941726274256,3520,24
2023-02-01,ZM,45,-0.12111918232153236,3725,18
2023-03-01,ZM,58,-0.15485005792875872,3640,9
2023-04-01,ZM,45,-0.009804684991329755,3646,1
2023-05-01,ZM,50,0.032498987313142574,3603,25
2023-06-01,ZM,54,-0.06567704457496239,3502,14
2023-07-01,ZM,38,0.13667043110055097,3544,34
2023-08-01,ZM,30,0.13510583726940992,3804,9
2023-09-01,ZM,25,0.18643610271939914,3372,8
2023-10-01,ZM,18,0.17236498347424023,3474,1
2023-11-01,ZM,32,0.3193630315679385,3417,5
2023-12-01,ZM,44,-0.10084762646264207,3665,23
2024-01-01,ZM,41,0.21861437816034682,3478,18
2024-02-01,ZM,48,-0.11773722016308948,3559,16
2024-03-01,ZM,65,-0.03807174863261743,3643,18
2024-04-01,ZM,58,-0.15892705882099442,3695,67
2024-05-01,ZM,53,0.006749039135125814,3642,38
2024-06-01,ZM,50,-0.06898960974952657,3646,13
2024-07-01,ZM,40,0.08130998187782736,3571,20
2024-08-01,ZM,31,0.21669125679876355,3653,23
2024-09-01,ZM,20,0.33014656842031953,3553,8
2024-10-01,ZM,34,0.15608593097637727,3793,20
2024-11-01,ZM,23,0.15762810172068356,3422,21
2024-12-01,ZM,40,0.17720447690594043,3552,37
2025-01-01,ZM,65,0.07589220406613177,3605,29
2025-02-01,ZM,48,0.12207248020619348,3590,9
2025-03-01,ZM,57,-0.07761471392362936,3621,37
2025-04-01,ZM,58,-0.29336128900681735,3642,61
2025-05-01,ZM,61,-0.3685320812023367,3642,13
2025-06-01,ZM,45,-0.043655858884685005,3623,15
2025-07-01,ZM,46,0.06094169627431458,3630,27
2025-08-01,ZM,42,0.14563459779298502,3563,4
2025-09-01,ZM,37,0.24587795866063958,3692,18
2025-10-01,ZM,29,0.15164350287281173,3839,18
2025-11-01,ZM,43,0.11531076207231143,3498,48
2025-12-01,ZM,27,0.32174027246823994,3621,20
