design_id,design_type,length_mm,width_mm,height_mm,wall_thickness_mm,channel_count,design_specific_parameter,volume_mm3,surface_area_mm2,hydraulic_diameter_mm,flow_rate_L_per_min,pressure_drop_kPa,stress_concentration_factor,max_von_mises_stress_MPa,max_displacement_mm,max_strain_microstrain,thermal_performance_score,max_temperature_C,thermal_gradient_C_per_mm,heat_transfer_coefficient_W_m2K,manufacturing_difficulty_score,manufacturing_cost_relative,warpage_risk_mm,crack_risk_score,weight_kg,efficiency_score,material,sintering_temperature_C
61,trapezoidal,89.95697684458676,18.944009095482617,11.18216703118619,3.1539223045002096,5,10.884787365855363,13339.229989281965,5843.789604377371,9.130534048857633,4.32936441908992,0.11417726063401194,2.2284442232853174,254.57737380022473,0.4099347322743616,965.4313957378521,86.4319496991154,421.49103495403006,17.92660089142032,773.3034766702908,4.561944953930054,608.528329389173,1.0924541657121467,4.222557602349301,0.05202299695819966,8.502027409231705,Si3N4,1615.612697919255
62,circular,175.20536527947985,31.657371761230184,20.6692438967394,4.23682429866232,8,18.46985854348647,80249.97164311497,19644.475496512256,16.34046613407679,7.52251344103022,1.0913893710649991,1.1635912517194023,220.05717255976046,0.07641137777385353,786.3329634747223,93.46827675563546,433.4519154330868,11.61208508753952,553.4800613227014,4.080434918394882,3274.5478649276547,0.525024881307923,3.3103686387437268,0.3129748894081484,19.685993302396685,Si3N4,1471.9060748137683
63,trapezoidal,84.63013487017591,18.93558673345714,20.962638147381696,2.5374013373765973,13,40.50287379951038,23515.151294576255,7547.064011095644,12.463204901935075,8.308998332458607,0.4955982917148636,2.064132500737069,167.1568349101015,0.05197660772342459,441.2671786589375,80.35246253967959,220.52386248990211,19.355150971686836,480.8575741391659,6.052800393410772,1423.32517006925,0.7891589473133753,2.3336717362758943,0.09170909004884739,6.431396230477021,SiC,1575.1588409385758
64,trapezoidal,165.4091785590135,34.933729652059775,14.902043580355608,3.329862922603509,4,15.957399139155362,60276.555832981154,17527.756549852915,13.755680748198655,7.088131381998576,1.974929435633492,2.4836025223210134,533.9238352957541,0.4604771609314115,1990.8891844068569,83.04243817867682,198.91034463105663,16.400129721079832,170.69630036880721,5.870112935401495,3538.3019009663312,1.0594302308591614,6.695159858188367,0.23507856774862648,5.6960204896807625,ZrO2,1474.73620987094
65,bow_shaped,175.54387358655032,32.06744797500497,17.24627933042008,4.948255216939497,4,177.5785580179146,67958.46051540463,18419.5337547516,14.757911122017127,7.023288031963532,1.1043970520479578,1.6711473651293245,222.797444866146,0.02060998886085296,370.3654272497331,85.24398373341249,190.03968808170572,16.396362486880783,993.1092738280507,8.601960823833165,5845.760150015237,0.7126160128627932,3.6123123103463386,0.26503799601007805,5.9299567886660105,Al2O3,1602.5206030060963
66,rectangular,97.11274254860389,23.20239212028482,15.356271395502489,3.5075685876057947,7,1.5109391806581567,24221.0407408589,8201.679586901722,11.812722252422775,6.232542174780702,2.5736411521593725,3.3720618641813145,179.19025453626358,0.14960027360170441,357.77799124107753,75.9789350600203,225.11516172641257,7.8796723427006246,679.8890957979438,4.652327525191599,1126.8421452748498,1.0960512679898557,3.661062273126559,0.09446205888934972,4.843144054054531,Si3N4,1699.772174067332
67,trapezoidal,60.33513216477893,39.33284275127674,22.366313144417497,2.502962197739031,1,19.69807042053525,37155.06670161761,9204.714806514397,16.146102288936568,4.223457692617057,2.3562758656552907,2.261872020019616,605.3586009921648,0.23354326959847674,790.407989742246,84.30534475533318,591.6763073511132,5.405864799137299,229.7847868999525,5.198226999238367,1931.4047088685106,0.7629168343843591,7.213000488117435,0.14490476013630868,7.170209412784068,Al2O3,1601.2937883933653
68,bow_shaped,79.3794507238274,40.71467210687026,12.867802086268643,2.3708727161075953,3,163.46928294505068,29111.289530016653,9554.511425107105,12.187452915077893,6.6525869745291955,0.6219168070039494,1.446239643188908,213.69085185395906,0.03669725827878386,1804.2635915455992,85.1610644615734,436.40256043651783,16.045650768365526,473.00268962472313,8.555693215337303,2490.6726232168335,0.6879922473003726,2.221395508623834,0.11353402916706494,6.882490423815706,Si3N4,1529.8999779504118
69,circular,120.6264970035089,40.190283125386046,12.437837523134288,1.8065256942174455,11,15.09800483926989,42209.15918611714,13696.45209846272,12.327034441526552,5.738671132582671,3.31690217984208,1.0346572036923234,144.0808381742849,0.4869506219576597,194.28547494098808,93.80814430307287,249.14710152996153,18.895381687742717,983.6612213524862,4.200368978011401,1772.940428333114,0.7136234449553978,1.5508568528855156,0.16461572082585685,21.58522682632613,Al2O3,1450.7684577014932
70,rectangular,73.64714944217404,37.70860570777193,25.519180528494957,3.818079574510574,6,1.4776573905132317,49609.08085121067,11237.6778767493,17.65812524448725,8.689759299629126,3.905140619543635,2.7416623569245613,397.730596208263,0.10984546717067994,786.348849485695,74.80598882526218,219.0228384301576,19.918829253714698,785.4178369845223,4.766440690551982,2364.587415900937,1.2017617418151396,4.008528895337001,0.1934754153197216,5.724376701124371,Al2O3,1487.3890273934255
71,circular,70.31676744216928,40.080169585645784,27.13701421330358,2.1153611218473136,15,14.765087863403714,53536.32428970976,11628.302426051116,18.41586925698502,2.5458031096043143,3.091227280467711,1.121506448748289,188.93763879653144,0.24788135361746938,1498.1759746239827,95.08279711788767,406.8628730319879,2.5191011336402873,74.71983474184061,4.954379574209754,2652.3927153920754,0.43400590048729765,3.2976585807576537,0.20879166472986804,17.112398986412206,SiC,1693.35399372351
72,trapezoidal,147.6209365044482,48.457439036004565,9.82059543158367,4.637211324464618,6,28.637794693268475,49174.98934287877,18157.877860334233,10.832761343835497,4.582448450536822,1.2112704138721373,2.1430327371122098,238.4854888425186,0.09264679982651554,1483.8375789596716,79.36672146402428,171.0214866716531,4.191657926676855,581.3006337906592,5.658752058419339,2782.690721667643,0.8146869465684132,2.805268542529877,0.1917824584372272,6.5446883325148955,ZrO2,1655.2770726212857
73,trapezoidal,104.40678513024253,36.13321516974157,20.897361275483288,4.145927331396564,1,5.4711893588806815,55185.47962707795,13418.935984434649,16.45003141563253,6.184626612926359,1.2285324934407775,2.1355275502276188,470.1432303133719,0.2752450270046063,1330.1035080214024,75.61341273273261,237.703190029873,6.293456531869091,803.3469277598506,5.884430427346242,3247.351154652736,1.0687439172939124,6.241246369157044,0.215223370545604,6.017127704945858,Si3N4,1421.9054913191387
74,trapezoidal,75.29568615490997,37.46629544136667,29.07454444130402,2.2400358582796835,8,34.39469867876532,57414.52912505565,12199.10733630146,18.825813247565918,2.963121743783973,4.984219668625863,1.8986274589369843,523.1189125229138,0.2804283780615524,1212.0633119185798,86.54324505125142,487.52393923863974,6.828860017649149,532.1950842339706,6.716586008071658,3856.296229813715,0.954510652150829,5.36062533129667,0.22391666358771703,6.786484126549453,Al2O3,1555.1822869299244
75,trapezoidal,68.60771727097,35.24731422313344,24.56731374231345,1.9251280980183179,9,7.623060531809642,41586.724178421806,9939.353822430525,16.73618825584876,8.560260888270198,1.2383682948659054,2.110814476179357,588.4667157721777,0.01775964541260124,503.8890005291323,82.44782684375264,217.2252538806452,7.205640924974091,288.9687542164721,5.910933523217168,2458.163620670194,1.0651207678888492,7.148758736016804,0.16218822429584503,6.608046249607979,Al2O3,1680.1784538365898
76,rectangular,168.4947210109674,39.55724725948457,19.414559237641065,1.5790700109622473,2,2.037504265499406,90581.1721225768,21408.849206886433,16.924061867545912,4.512677349439409,1.5795558644315244,2.8418273647440246,353.1530793684295,0.24142963333840411,428.7140034129853,70.10969678450776,502.7922884265007,11.215103420442931,795.9418614976878,4.461533773275864,4041.3095864779057,0.9945244116569931,4.825193879358584,0.3532665712780495,5.529631775140522,ZrO2,1436.0427315066786
77,circular,189.0138177051178,29.162246214846395,24.110410367264873,2.437270704734278,6,20.461465678231015,93028.74640790153,21544.763846699374,17.27171336290203,0.9205958643386906,1.025926748423372,1.0830930597885553,167.0291475237561,0.2558371799342763,1562.42382685035,97.96224485652341,418.20779266940684,16.986993146885332,491.56912400201486,4.143815468835744,3854.9395841145997,0.7896735139586755,3.0391227468669957,0.36281211099081595,21.826924608857933,SiC,1558.6440751504092
78,bow_shaped,134.12507421675673,16.36667092342907,12.980386551960777,3.231779454835879,4,58.17551941722513,19946.008118522986,8297.243954169868,9.615726970881173,1.7259166447110963,0.416338855768838,1.618014570363849,152.32756609514996,0.40508944048576484,1350.4459958257034,91.17273868463361,267.0596348242191,8.147729167273045,164.32928155517786,8.505766782626221,1696.5609330052575,0.49331967933570164,1.6571217859980838,0.07778943166223964,6.624744017298335,ZrO2,1651.333277739669
79,circular,148.72342349365994,35.35517872753283,10.270047573224641,1.597625779546779,1,15.827388055464269,37800.96670121559,14297.278441226494,10.575709735697876,7.338257531566134,1.0296465543553324,1.0786854028459345,94.16171132826437,0.12975383243780153,1265.9400249619957,91.9480561276104,283.2057968581213,15.590336301681225,541.0546113496365,5.5985849142864526,2116.3192191887015,0.740464420886779,1.7945767843152751,0.1474237701347408,15.225426985433321,SiC,1675.9436144630718
80,bow_shaped,144.95049641746465,46.511697801171,20.61356924159037,2.2150873496674213,7,339.79254051671984,97282.14461382978,21377.22576634301,18.20295031303714,6.808370039434912,1.0825728801872554,1.236310736989481,250.9948120230726,0.027732415967525285,1504.5559172845462,85.47515782685645,456.23536867548455,2.5126056707568996,907.5561413864267,7.565787865875906,7360.1606928569845,0.5611820350649868,2.7792007872383584,0.3794003639939361,9.138146374388977,ZrO2,1631.1373848560265
81,rectangular,189.3211363092473,18.328608595051094,22.20919153798065,4.956947311090835,5,0.825271310020752,53946.01751683244,16163.451927149788,13.350122921755146,0.20061243269891266,1.6482332734855223,2.7594883220680266,663.3820752076068,0.22512960543109278,1907.9799980669693,77.24365327525445,210.65665905534766,5.198088789794898,608.4050672103763,4.015572701827253,2166.2415531288716,1.1621862679876966,8.152516156522335,0.21038946831564653,6.970866282730819,Al2O3,1416.6976720271498
82,bow_shaped,182.8434365591241,18.610575109535212,27.80263691958055,2.064733181123978,8,254.85752270180092,66225.18764899,18007.548503571586,14.710539335402597,8.585974726664297,1.1288412825986618,1.5215758726898607,283.1614324452468,0.10576332561172143,1306.9675775625801,90.16166366183259,121.55026722916558,19.875973248894944,36.49131742780176,6.150469622147586,4073.1600485613653,0.6924402687026223,2.867568986804854,0.258278231831061,9.634296898526934,ZrO2,1593.3883039831355
83,circular,79.15377041741428,37.77018252078101,24.634779375429428,4.401336797889133,26,15.351973519972905,51554.59833732758,11740.096280418536,17.565306827446104,5.402851572454768,2.2414959608257514,1.2679199690750846,128.63435048346122,0.032406235081099063,1447.3961412243057,95.73921987429263,522.913776695146,14.318878792445524,647.3564226655392,3.5801243182315985,1845.7187122412881,0.6186477626111724,1.5204000464810548,0.20106293351557755,21.091134194556115,SiC,1515.9617876415043
84,trapezoidal,130.30784457059343,28.77858475292616,19.686348937656707,4.987198084476711,11,35.102708892263564,51677.70430329831,13763.812615709243,15.018427160019973,8.637206197136877,1.2400840307531984,1.8663877846451136,292.0415654175761,0.0110879577849958,1048.1338842750213,86.70744138859037,409.65018187372516,15.74567670151265,943.5126970414022,4.096375444778419,2116.9127895055126,0.6728453167963773,3.2955210285870695,0.20154304678286342,11.341088343865158,Si3N4,1686.0810594643572
85,bow_shaped,187.49001136735038,11.697403631828266,25.05452073717908,1.5473376451303826,6,129.45974070424302,38463.761316884484,14367.383119163967,10.70863385429724,0.9276548572861091,1.791042498544827,1.2233750926605944,259.33037273721123,0.26416631822155917,1435.5799656966176,88.4368118860058,375.7308952558577,11.560461752519394,515.8555667089979,7.092976058240091,2728.22538130523,0.8116183470309825,4.125845354293887,0.15000866913584948,10.191660539384834,ZrO2,1593.716664394392
86,circular,120.548544350558,19.253869263508193,14.595095623626476,4.959623254496035,25,15.832120499331257,23712.91659988718,8722.911015885878,10.873854637151288,1.7370722880855596,4.964146465209933,1.122030068797492,103.9474902500539,0.21842682695701635,1924.9850873635526,97.18949781821925,145.56612570964995,12.285701392437552,919.980181689339,4.956548862352396,1175.3422979622806,0.44682057468674385,2.5008319914703785,0.09248037473956,17.475735008117145,ZrO2,1679.043973667771
87,trapezoidal,89.10460386153517,32.938842710599914,22.26525890601541,1.8331212376976525,9,28.497314355375675,45744.01387577491,11304.662934192935,16.185892190527547,5.513894126782421,3.653010429149921,2.1408529939980427,579.4790481319782,0.43691564250728404,1596.4330178481673,80.63715788002905,452.44744081006695,13.88896499962788,65.62008683330544,4.907234188753149,2244.7658882200108,1.058479434337075,7.659171815827009,0.17840165411552214,7.675586694285633,ZrO2,1622.7340576453134
88,rectangular,185.89313750175816,22.672056011275554,24.916065933475284,4.967866428453221,3,0.9099372297299609,73507.52068248781,18822.407477100776,15.621279216681842,5.2065430738821075,0.849961605370842,2.675595880624542,134.387667102294,0.3343250805801487,387.41637707906386,80.97061722789341,592.184292043157,4.099423021632606,556.9393550271033,4.458488556774218,3277.3243979971608,1.042801950720095,1.8479965512776082,0.2866793306617025,6.787647417251607,ZrO2,1555.693805943442
89,trapezoidal,126.10867145035928,39.32728512488711,15.51701942691277,1.0173472952596114,13,42.83621313498415,53869.78734809038,15053.169261873973,14.31453706815866,9.96949810070086,1.4211851770177457,1.8987372155901627,484.9764829883266,0.041397971631909884,300.2472841925954,83.39388449516612,145.0869117910229,1.8922267631277125,662.861913847941,5.517001489822543,2971.996970558382,0.8429553159263365,6.687258699482516,0.21009217065755248,7.960974628352574,Al2O3,1591.7660417944014
90,bow_shaped,111.10405305254511,27.408955791057714,26.22480113094792,1.4306393414306533,5,304.2129897424436,55902.68095920207,13355.44437859451,16.74303883105539,5.955785918982756,2.295515972381618,1.3303912219333789,189.510220936452,0.40150612338133945,160.16466462900888,94.09426235354123,216.08460734330455,7.566111064798329,674.8583226771021,6.957992421485673,3889.704304548595,0.4871411065479232,2.3025513296467865,0.21802045574088808,10.164822981802265,Si3N4,1552.1025286883867
91,bow_shaped,110.77688670018878,48.66425346637945,16.167545948605007,4.71063253012958,2,184.57839419750613,61010.04774352769,15937.292904670698,15.312524682444067,6.986338870273385,0.9926063154847299,1.684286324114073,112.66558526379792,0.2695775350440393,1525.6474235918165,91.57987354647996,238.9229625391194,1.9688012656485137,494.27081352094035,8.500873330395937,5186.3868774913735,0.5351019263033268,1.7345819522578387,0.23793918619975798,6.396178456797413,Al2O3,1594.651797200734
92,rectangular,197.26222431566532,18.390711852311412,15.762821150094734,4.906813816003341,11,1.1667144908385187,40028.973544801425,14054.182780088062,11.392757350933103,4.664238967655799,4.777688462965891,2.7947572875544844,408.215964739156,0.31861521248164176,468.3053682379618,77.33369070723612,229.96964506714164,17.316589175916192,813.222861621735,4.312758827953688,1726.35309029267,1.0320295952024041,4.28357880777052,0.15611299682472557,6.41607551838596,Si3N4,1596.478551980845
93,rectangular,108.62775209487644,21.897008614515464,19.979016676698123,2.4461616619936937,18,1.0960003171754857,33265.78153935584,9972.758388663864,13.342660172001919,5.405213771023987,0.7024052043987438,3.3241630246668823,473.8735468262263,0.22009099170315716,745.4285698201323,73.32617330744414,302.22586864713026,16.114131924032602,231.12541980546587,2.0600256955118947,685.2836475235827,1.1383668785174694,5.388482256892512,0.12973654800348777,10.707894138597876,Si3N4,1492.5475150955458
94,bow_shaped,124.70861029483078,27.24381685309766,12.010632865238472,2.1794198428393528,6,335.1123659227108,28564.611625162743,10445.166708664727,10.938882038701072,9.764261602850048,4.729882909979,1.249234477411135,333.668690315314,0.02453512194773466,1225.1746165880495,87.61374404950028,577.2497698653665,13.895635821013023,101.01397881442018,8.243453192880743,2354.7103890484623,0.6113863604866261,4.829901267578686,0.1114019853381347,8.507835841953376,Si3N4,1634.3345772812866
95,rectangular,50.406221255483715,29.518473048731302,28.215436799736043,2.125948708723823,18,1.046181679136984,29387.51390332361,7486.049688994371,15.70254813912214,0.7491495375043312,1.547094215332493,2.906418944757653,498.8011505177636,0.3618846202954569,999.5106832912761,78.00161024280904,552.0649919124944,8.22604850089593,530.1179891143948,2.931433869338568,861.475535918609,0.9985188500935268,6.075085430062079,0.11461130422296208,9.155145508623198,Al2O3,1681.4333949944491
96,bow_shaped,95.54986973632825,25.324115594975503,24.784125108428622,3.6478560744564734,1,250.7477419057293,41979.379917756625,10830.943842186054,15.503498320893797,8.376291876906595,4.311860206038329,1.6696264017407567,367.2980888294643,0.04351051804392867,1479.2150455008282,87.88260887177563,381.5998450228733,5.7455557687020935,658.0855961012948,6.405546306260178,2689.0086197127866,0.6552800737861133,3.7710501924791178,0.16371958167925083,8.217268203813848,Si3N4,1506.9221286656555
97,circular,52.2875570758439,41.68929089081564,27.528001958963525,2.981590432587446,28,38.30521673469395,42004.47783563507,9533.652063656806,17.6236672180476,6.247529884850654,4.409929622768202,1.2308654714781693,104.33903144987126,0.1190348258660483,1124.6081839217602,97.85292505800066,217.94085117190323,1.656445844352107,408.2653934023067,3.7153623487963485,1560.6185543136928,0.43397592703714966,1.294028830314415,0.16381746355897678,21.397451353025712,Al2O3,1452.6006282452822
98,rectangular,69.42292933505934,18.790124754431453,23.683575211088257,2.0984655913384564,5,0.7933821049802577,21626.084795794697,6787.332008304191,12.744969463309314,1.7500035300916346,2.777033082456599,3.05189039051142,172.75995790946294,0.20961508919609076,693.4615010701463,83.82829948762141,385.52640744218894,1.1772767423527135,713.953170317116,4.1020676176586655,887.1166213756985,1.3633419811896283,2.149395876343603,0.08434173070359932,6.696053418443574,ZrO2,1643.690255044721
99,rectangular,149.03364118316279,24.18752933928593,17.987779182872693,1.9114256084701289,2,1.344664568837737,45389.08302408011,13441.23946762981,13.507409977596028,5.635599700898627,0.12735930032214612,3.3706158410031026,591.3466749716332,0.1103944352550959,664.2687800644495,74.2712662048519,443.32442403351695,9.161893669720365,630.8593242755732,3.0224660665590353,1371.8696323251288,1.368746348685618,6.993153621680034,0.17701742379391242,7.290379511836597,ZrO2,1628.7467697430448
100,circular,114.97028179943983,23.953821157846072,22.47689087224245,1.5016610090873188,17,48.69816482869107,43330.597293249,11753.118940772074,14.746927181323178,2.273640454946564,2.2333123721814387,1.0238282033308665,192.5055140640384,0.22287570770320086,1085.5525021044734,95.72713462915176,427.90299100851547,19.90117160912105,777.3688619160363,3.9327261081841516,1704.0737125837386,0.4381290999068976,2.7240136948410356,0.1689893294436711,23.774657507293046,ZrO2,1411.0752929232028
