material,category,temperature_C,stress_MPa,time_h,creep_strain
Al6061T6,metal,200.0,50.0,0.01,1e-08
Al6061T6,metal,200.0,50.0,0.03,1e-08
Al6061T6,metal,200.0,50.0,0.1,1e-08
Al6061T6,metal,200.0,50.0,0.3,1e-08
Al6061T6,metal,200.0,50.0,1.0,1e-08
Al6061T6,metal,200.0,50.0,3.0,1e-08
Al6061T6,metal,200.0,50.0,10.0,1e-08
Al6061T6,metal,200.0,50.0,30.0,1e-08
Al6061T6,metal,200.0,50.0,100.0,1e-08
Al6061T6,metal,200.0,50.0,300.0,1e-08
Al6061T6,metal,200.0,50.0,1000.0,1e-08
Al6061T6,metal,200.0,150.0,0.01,1e-08
Al6061T6,metal,200.0,150.0,0.03,1e-08
Al6061T6,metal,200.0,150.0,0.1,1e-08
Al6061T6,metal,200.0,150.0,0.3,1e-08
Al6061T6,metal,200.0,150.0,1.0,1e-08
Al6061T6,metal,200.0,150.0,3.0,1e-08
Al6061T6,metal,200.0,150.0,10.0,1e-08
Al6061T6,metal,200.0,150.0,30.0,1e-08
Al6061T6,metal,200.0,150.0,100.0,1e-08
Al6061T6,metal,200.0,150.0,300.0,1e-08
Al6061T6,metal,200.0,150.0,1000.0,1e-08
Al6061T6,metal,200.0,300.0,0.01,1e-08
Al6061T6,metal,200.0,300.0,0.03,1e-08
Al6061T6,metal,200.0,300.0,0.1,1e-08
Al6061T6,metal,200.0,300.0,0.3,1e-08
Al6061T6,metal,200.0,300.0,1.0,1e-08
Al6061T6,metal,200.0,300.0,3.0,1e-08
Al6061T6,metal,200.0,300.0,10.0,1e-08
Al6061T6,metal,200.0,300.0,30.0,1e-08
Al6061T6,metal,200.0,300.0,100.0,1e-08
Al6061T6,metal,200.0,300.0,300.0,1e-08
Al6061T6,metal,200.0,300.0,1000.0,1e-08
Al6061T6,metal,350.0,50.0,0.01,1e-08
Al6061T6,metal,350.0,50.0,0.03,1e-08
Al6061T6,metal,350.0,50.0,0.1,1e-08
Al6061T6,metal,350.0,50.0,0.3,1e-08
Al6061T6,metal,350.0,50.0,1.0,1e-08
Al6061T6,metal,350.0,50.0,3.0,1e-08
Al6061T6,metal,350.0,50.0,10.0,1e-08
Al6061T6,metal,350.0,50.0,30.0,1e-08
Al6061T6,metal,350.0,50.0,100.0,1e-08
Al6061T6,metal,350.0,50.0,300.0,1e-08
Al6061T6,metal,350.0,50.0,1000.0,1e-08
Al6061T6,metal,350.0,150.0,0.01,1e-08
Al6061T6,metal,350.0,150.0,0.03,1e-08
Al6061T6,metal,350.0,150.0,0.1,1e-08
Al6061T6,metal,350.0,150.0,0.3,1e-08
Al6061T6,metal,350.0,150.0,1.0,1e-08
Al6061T6,metal,350.0,150.0,3.0,1e-08
Al6061T6,metal,350.0,150.0,10.0,1e-08
Al6061T6,metal,350.0,150.0,30.0,1e-08
Al6061T6,metal,350.0,150.0,100.0,1e-08
Al6061T6,metal,350.0,150.0,300.0,1e-08
Al6061T6,metal,350.0,150.0,1000.0,1e-08
Al6061T6,metal,350.0,300.0,0.01,1e-08
Al6061T6,metal,350.0,300.0,0.03,1e-08
Al6061T6,metal,350.0,300.0,0.1,1e-08
Al6061T6,metal,350.0,300.0,0.3,1e-08
Al6061T6,metal,350.0,300.0,1.0,1e-08
Al6061T6,metal,350.0,300.0,3.0,1e-08
Al6061T6,metal,350.0,300.0,10.0,1e-08
Al6061T6,metal,350.0,300.0,30.0,1e-08
Al6061T6,metal,350.0,300.0,100.0,1e-08
Al6061T6,metal,350.0,300.0,300.0,1e-08
Al6061T6,metal,350.0,300.0,1000.0,1e-08
Al6061T6,metal,500.0,50.0,0.01,1e-08
Al6061T6,metal,500.0,50.0,0.03,1e-08
Al6061T6,metal,500.0,50.0,0.1,1e-08
Al6061T6,metal,500.0,50.0,0.3,1e-08
Al6061T6,metal,500.0,50.0,1.0,1e-08
Al6061T6,metal,500.0,50.0,3.0,1e-08
Al6061T6,metal,500.0,50.0,10.0,1e-08
Al6061T6,metal,500.0,50.0,30.0,1e-08
Al6061T6,metal,500.0,50.0,100.0,1e-08
Al6061T6,metal,500.0,50.0,300.0,1e-08
Al6061T6,metal,500.0,50.0,1000.0,1e-08
Al6061T6,metal,500.0,150.0,0.01,1e-08
Al6061T6,metal,500.0,150.0,0.03,1e-08
Al6061T6,metal,500.0,150.0,0.1,1e-08
Al6061T6,metal,500.0,150.0,0.3,1e-08
Al6061T6,metal,500.0,150.0,1.0,1e-08
Al6061T6,metal,500.0,150.0,3.0,1e-08
Al6061T6,metal,500.0,150.0,10.0,1e-08
Al6061T6,metal,500.0,150.0,30.0,1e-08
Al6061T6,metal,500.0,150.0,100.0,1e-08
Al6061T6,metal,500.0,150.0,300.0,1e-08
Al6061T6,metal,500.0,150.0,1000.0,1e-08
Al6061T6,metal,500.0,300.0,0.01,1e-08
Al6061T6,metal,500.0,300.0,0.03,1e-08
Al6061T6,metal,500.0,300.0,0.1,1e-08
Al6061T6,metal,500.0,300.0,0.3,1e-08
Al6061T6,metal,500.0,300.0,1.0,1e-08
Al6061T6,metal,500.0,300.0,3.0,1e-08
Al6061T6,metal,500.0,300.0,10.0,1e-08
Al6061T6,metal,500.0,300.0,30.0,1e-08
Al6061T6,metal,500.0,300.0,100.0,1e-08
Al6061T6,metal,500.0,300.0,300.0,1e-08
Al6061T6,metal,500.0,300.0,1000.0,1e-08
Al6061T6,metal,650.0,50.0,0.01,1e-08
Al6061T6,metal,650.0,50.0,0.03,1e-08
Al6061T6,metal,650.0,50.0,0.1,1e-08
Al6061T6,metal,650.0,50.0,0.3,1e-08
Al6061T6,metal,650.0,50.0,1.0,1e-08
Al6061T6,metal,650.0,50.0,3.0,1e-08
Al6061T6,metal,650.0,50.0,10.0,1e-08
Al6061T6,metal,650.0,50.0,30.0,1e-08
Al6061T6,metal,650.0,50.0,100.0,1e-08
Al6061T6,metal,650.0,50.0,300.0,1e-08
Al6061T6,metal,650.0,50.0,1000.0,1e-08
Al6061T6,metal,650.0,150.0,0.01,1e-08
Al6061T6,metal,650.0,150.0,0.03,1e-08
Al6061T6,metal,650.0,150.0,0.1,1e-08
Al6061T6,metal,650.0,150.0,0.3,1e-08
Al6061T6,metal,650.0,150.0,1.0,1e-08
Al6061T6,metal,650.0,150.0,3.0,1e-08
Al6061T6,metal,650.0,150.0,10.0,1e-08
Al6061T6,metal,650.0,150.0,30.0,1e-08
Al6061T6,metal,650.0,150.0,100.0,1e-08
Al6061T6,metal,650.0,150.0,300.0,1e-08
Al6061T6,metal,650.0,150.0,1000.0,1e-08
Al6061T6,metal,650.0,300.0,0.01,1e-08
Al6061T6,metal,650.0,300.0,0.03,1e-08
Al6061T6,metal,650.0,300.0,0.1,1e-08
Al6061T6,metal,650.0,300.0,0.3,1e-08
Al6061T6,metal,650.0,300.0,1.0,1e-08
Al6061T6,metal,650.0,300.0,3.0,1e-08
Al6061T6,metal,650.0,300.0,10.0,1e-08
Al6061T6,metal,650.0,300.0,30.0,1e-08
Al6061T6,metal,650.0,300.0,100.0,1e-08
Al6061T6,metal,650.0,300.0,300.0,1e-08
Al6061T6,metal,650.0,300.0,1000.0,1e-08
Al6061T6,metal,800.0,50.0,0.01,1e-08
Al6061T6,metal,800.0,50.0,0.03,1e-08
Al6061T6,metal,800.0,50.0,0.1,1e-08
Al6061T6,metal,800.0,50.0,0.3,1e-08
Al6061T6,metal,800.0,50.0,1.0,1e-08
Al6061T6,metal,800.0,50.0,3.0,1e-08
Al6061T6,metal,800.0,50.0,10.0,1e-08
Al6061T6,metal,800.0,50.0,30.0,1e-08
Al6061T6,metal,800.0,50.0,100.0,1e-08
Al6061T6,metal,800.0,50.0,300.0,1e-08
Al6061T6,metal,800.0,50.0,1000.0,1e-08
Al6061T6,metal,800.0,150.0,0.01,1e-08
Al6061T6,metal,800.0,150.0,0.03,1e-08
Al6061T6,metal,800.0,150.0,0.1,1e-08
Al6061T6,metal,800.0,150.0,0.3,1e-08
Al6061T6,metal,800.0,150.0,1.0,1e-08
Al6061T6,metal,800.0,150.0,3.0,1e-08
Al6061T6,metal,800.0,150.0,10.0,1e-08
Al6061T6,metal,800.0,150.0,30.0,1e-08
Al6061T6,metal,800.0,150.0,100.0,1e-08
Al6061T6,metal,800.0,150.0,300.0,1e-08
Al6061T6,metal,800.0,150.0,1000.0,1e-08
Al6061T6,metal,800.0,300.0,0.01,1e-08
Al6061T6,metal,800.0,300.0,0.03,1e-08
Al6061T6,metal,800.0,300.0,0.1,1e-08
Al6061T6,metal,800.0,300.0,0.3,1e-08
Al6061T6,metal,800.0,300.0,1.0,1e-08
Al6061T6,metal,800.0,300.0,3.0,1e-08
Al6061T6,metal,800.0,300.0,10.0,1e-08
Al6061T6,metal,800.0,300.0,30.0,3.08508e-08
Al6061T6,metal,800.0,300.0,100.0,1.11735e-07
Al6061T6,metal,800.0,300.0,300.0,3.48214e-07
Al6061T6,metal,800.0,300.0,1000.0,1.08788e-06
Copper,metal,-100.0,50.0,0.01,1e-08
Copper,metal,-100.0,50.0,0.03,1e-08
Copper,metal,-100.0,50.0,0.1,1e-08
Copper,metal,-100.0,50.0,0.3,1e-08
Copper,metal,-100.0,50.0,1.0,1e-08
Copper,metal,-100.0,50.0,3.0,1e-08
Copper,metal,-100.0,50.0,10.0,1e-08
Copper,metal,-100.0,50.0,30.0,1e-08
Copper,metal,-100.0,50.0,100.0,1e-08
Copper,metal,-100.0,50.0,300.0,1e-08
Copper,metal,-100.0,50.0,1000.0,1e-08
Copper,metal,-100.0,150.0,0.01,1e-08
Copper,metal,-100.0,150.0,0.03,1e-08
Copper,metal,-100.0,150.0,0.1,1e-08
Copper,metal,-100.0,150.0,0.3,1e-08
Copper,metal,-100.0,150.0,1.0,1e-08
Copper,metal,-100.0,150.0,3.0,1e-08
Copper,metal,-100.0,150.0,10.0,1e-08
Copper,metal,-100.0,150.0,30.0,1e-08
Copper,metal,-100.0,150.0,100.0,1e-08
Copper,metal,-100.0,150.0,300.0,1e-08
Copper,metal,-100.0,150.0,1000.0,1e-08
Copper,metal,-100.0,300.0,0.01,1e-08
Copper,metal,-100.0,300.0,0.03,1e-08
Copper,metal,-100.0,300.0,0.1,1e-08
Copper,metal,-100.0,300.0,0.3,1e-08
Copper,metal,-100.0,300.0,1.0,1e-08
Copper,metal,-100.0,300.0,3.0,1e-08
Copper,metal,-100.0,300.0,10.0,1e-08
Copper,metal,-100.0,300.0,30.0,1e-08
Copper,metal,-100.0,300.0,100.0,1e-08
Copper,metal,-100.0,300.0,300.0,1e-08
Copper,metal,-100.0,300.0,1000.0,1e-08
Copper,metal,50.0,50.0,0.01,1e-08
Copper,metal,50.0,50.0,0.03,1e-08
Copper,metal,50.0,50.0,0.1,1e-08
Copper,metal,50.0,50.0,0.3,1e-08
Copper,metal,50.0,50.0,1.0,1e-08
Copper,metal,50.0,50.0,3.0,1e-08
Copper,metal,50.0,50.0,10.0,1e-08
Copper,metal,50.0,50.0,30.0,1e-08
Copper,metal,50.0,50.0,100.0,1e-08
Copper,metal,50.0,50.0,300.0,1e-08
Copper,metal,50.0,50.0,1000.0,1e-08
Copper,metal,50.0,150.0,0.01,1e-08
Copper,metal,50.0,150.0,0.03,1e-08
Copper,metal,50.0,150.0,0.1,1e-08
Copper,metal,50.0,150.0,0.3,1e-08
Copper,metal,50.0,150.0,1.0,1e-08
Copper,metal,50.0,150.0,3.0,1e-08
Copper,metal,50.0,150.0,10.0,1e-08
Copper,metal,50.0,150.0,30.0,1e-08
Copper,metal,50.0,150.0,100.0,1e-08
Copper,metal,50.0,150.0,300.0,1e-08
Copper,metal,50.0,150.0,1000.0,1e-08
Copper,metal,50.0,300.0,0.01,1e-08
Copper,metal,50.0,300.0,0.03,1e-08
Copper,metal,50.0,300.0,0.1,1e-08
Copper,metal,50.0,300.0,0.3,1e-08
Copper,metal,50.0,300.0,1.0,1e-08
Copper,metal,50.0,300.0,3.0,1e-08
Copper,metal,50.0,300.0,10.0,1e-08
Copper,metal,50.0,300.0,30.0,1e-08
Copper,metal,50.0,300.0,100.0,1e-08
Copper,metal,50.0,300.0,300.0,1e-08
Copper,metal,50.0,300.0,1000.0,1e-08
Copper,metal,200.0,50.0,0.01,1e-08
Copper,metal,200.0,50.0,0.03,1e-08
Copper,metal,200.0,50.0,0.1,1e-08
Copper,metal,200.0,50.0,0.3,1e-08
Copper,metal,200.0,50.0,1.0,1e-08
Copper,metal,200.0,50.0,3.0,1e-08
Copper,metal,200.0,50.0,10.0,1e-08
Copper,metal,200.0,50.0,30.0,1e-08
Copper,metal,200.0,50.0,100.0,1e-08
Copper,metal,200.0,50.0,300.0,1e-08
Copper,metal,200.0,50.0,1000.0,1e-08
Copper,metal,200.0,150.0,0.01,1e-08
Copper,metal,200.0,150.0,0.03,1e-08
Copper,metal,200.0,150.0,0.1,1e-08
Copper,metal,200.0,150.0,0.3,1e-08
Copper,metal,200.0,150.0,1.0,1e-08
Copper,metal,200.0,150.0,3.0,1e-08
Copper,metal,200.0,150.0,10.0,1e-08
Copper,metal,200.0,150.0,30.0,1e-08
Copper,metal,200.0,150.0,100.0,1e-08
Copper,metal,200.0,150.0,300.0,1e-08
Copper,metal,200.0,150.0,1000.0,1e-08
Copper,metal,200.0,300.0,0.01,1e-08
Copper,metal,200.0,300.0,0.03,1e-08
Copper,metal,200.0,300.0,0.1,1e-08
Copper,metal,200.0,300.0,0.3,1e-08
Copper,metal,200.0,300.0,1.0,1e-08
Copper,metal,200.0,300.0,3.0,1e-08
Copper,metal,200.0,300.0,10.0,1e-08
Copper,metal,200.0,300.0,30.0,1e-08
Copper,metal,200.0,300.0,100.0,1e-08
Copper,metal,200.0,300.0,300.0,1e-08
Copper,metal,200.0,300.0,1000.0,1e-08
Copper,metal,350.0,50.0,0.01,1e-08
Copper,metal,350.0,50.0,0.03,1e-08
Copper,metal,350.0,50.0,0.1,1e-08
Copper,metal,350.0,50.0,0.3,1e-08
Copper,metal,350.0,50.0,1.0,1e-08
Copper,metal,350.0,50.0,3.0,1e-08
Copper,metal,350.0,50.0,10.0,1e-08
Copper,metal,350.0,50.0,30.0,1e-08
Copper,metal,350.0,50.0,100.0,1e-08
Copper,metal,350.0,50.0,300.0,1e-08
Copper,metal,350.0,50.0,1000.0,1e-08
Copper,metal,350.0,150.0,0.01,1e-08
Copper,metal,350.0,150.0,0.03,1e-08
Copper,metal,350.0,150.0,0.1,1e-08
Copper,metal,350.0,150.0,0.3,1e-08
Copper,metal,350.0,150.0,1.0,1e-08
Copper,metal,350.0,150.0,3.0,1e-08
Copper,metal,350.0,150.0,10.0,1e-08
Copper,metal,350.0,150.0,30.0,1e-08
Copper,metal,350.0,150.0,100.0,1e-08
Copper,metal,350.0,150.0,300.0,1e-08
Copper,metal,350.0,150.0,1000.0,1e-08
Copper,metal,350.0,300.0,0.01,1e-08
Copper,metal,350.0,300.0,0.03,1e-08
Copper,metal,350.0,300.0,0.1,1e-08
Copper,metal,350.0,300.0,0.3,1e-08
Copper,metal,350.0,300.0,1.0,1e-08
Copper,metal,350.0,300.0,3.0,1e-08
Copper,metal,350.0,300.0,10.0,1e-08
Copper,metal,350.0,300.0,30.0,1e-08
Copper,metal,350.0,300.0,100.0,1e-08
Copper,metal,350.0,300.0,300.0,1e-08
Copper,metal,350.0,300.0,1000.0,1e-08
Copper,metal,500.0,50.0,0.01,1e-08
Copper,metal,500.0,50.0,0.03,1e-08
Copper,metal,500.0,50.0,0.1,1e-08
Copper,metal,500.0,50.0,0.3,1e-08
Copper,metal,500.0,50.0,1.0,1e-08
Copper,metal,500.0,50.0,3.0,1e-08
Copper,metal,500.0,50.0,10.0,1e-08
Copper,metal,500.0,50.0,30.0,1e-08
Copper,metal,500.0,50.0,100.0,1e-08
Copper,metal,500.0,50.0,300.0,1e-08
Copper,metal,500.0,50.0,1000.0,1e-08
Copper,metal,500.0,150.0,0.01,1e-08
Copper,metal,500.0,150.0,0.03,1e-08
Copper,metal,500.0,150.0,0.1,1e-08
Copper,metal,500.0,150.0,0.3,1e-08
Copper,metal,500.0,150.0,1.0,1e-08
Copper,metal,500.0,150.0,3.0,1e-08
Copper,metal,500.0,150.0,10.0,1e-08
Copper,metal,500.0,150.0,30.0,1e-08
Copper,metal,500.0,150.0,100.0,1e-08
Copper,metal,500.0,150.0,300.0,1e-08
Copper,metal,500.0,150.0,1000.0,1e-08
Copper,metal,500.0,300.0,0.01,1e-08
Copper,metal,500.0,300.0,0.03,1e-08
Copper,metal,500.0,300.0,0.1,1e-08
Copper,metal,500.0,300.0,0.3,1e-08
Copper,metal,500.0,300.0,1.0,1e-08
Copper,metal,500.0,300.0,3.0,1e-08
Copper,metal,500.0,300.0,10.0,1e-08
Copper,metal,500.0,300.0,30.0,1e-08
Copper,metal,500.0,300.0,100.0,1e-08
Copper,metal,500.0,300.0,300.0,1e-08
Copper,metal,500.0,300.0,1000.0,1e-08
Copper,metal,650.0,50.0,0.01,1e-08
Copper,metal,650.0,50.0,0.03,1e-08
Copper,metal,650.0,50.0,0.1,1e-08
Copper,metal,650.0,50.0,0.3,1e-08
Copper,metal,650.0,50.0,1.0,1e-08
Copper,metal,650.0,50.0,3.0,1e-08
Copper,metal,650.0,50.0,10.0,1e-08
Copper,metal,650.0,50.0,30.0,1e-08
Copper,metal,650.0,50.0,100.0,1e-08
Copper,metal,650.0,50.0,300.0,1e-08
Copper,metal,650.0,50.0,1000.0,1e-08
Copper,metal,650.0,150.0,0.01,1e-08
Copper,metal,650.0,150.0,0.03,1e-08
Copper,metal,650.0,150.0,0.1,1e-08
Copper,metal,650.0,150.0,0.3,1e-08
Copper,metal,650.0,150.0,1.0,1e-08
Copper,metal,650.0,150.0,3.0,1e-08
Copper,metal,650.0,150.0,10.0,1e-08
Copper,metal,650.0,150.0,30.0,1e-08
Copper,metal,650.0,150.0,100.0,1e-08
Copper,metal,650.0,150.0,300.0,1e-08
Copper,metal,650.0,150.0,1000.0,1e-08
Copper,metal,650.0,300.0,0.01,1e-08
Copper,metal,650.0,300.0,0.03,1e-08
Copper,metal,650.0,300.0,0.1,1e-08
Copper,metal,650.0,300.0,0.3,1e-08
Copper,metal,650.0,300.0,1.0,1e-08
Copper,metal,650.0,300.0,3.0,1e-08
Copper,metal,650.0,300.0,10.0,1e-08
Copper,metal,650.0,300.0,30.0,1e-08
Copper,metal,650.0,300.0,100.0,1e-08
Copper,metal,650.0,300.0,300.0,1e-08
Copper,metal,650.0,300.0,1000.0,1e-08
Copper,metal,800.0,50.0,0.01,1e-08
Copper,metal,800.0,50.0,0.03,1e-08
Copper,metal,800.0,50.0,0.1,1e-08
Copper,metal,800.0,50.0,0.3,1e-08
Copper,metal,800.0,50.0,1.0,1e-08
Copper,metal,800.0,50.0,3.0,1e-08
Copper,metal,800.0,50.0,10.0,1e-08
Copper,metal,800.0,50.0,30.0,1e-08
Copper,metal,800.0,50.0,100.0,1e-08
Copper,metal,800.0,50.0,300.0,1e-08
Copper,metal,800.0,50.0,1000.0,1e-08
Copper,metal,800.0,150.0,0.01,1e-08
Copper,metal,800.0,150.0,0.03,1e-08
Copper,metal,800.0,150.0,0.1,1e-08
Copper,metal,800.0,150.0,0.3,1e-08
Copper,metal,800.0,150.0,1.0,1e-08
Copper,metal,800.0,150.0,3.0,1e-08
Copper,metal,800.0,150.0,10.0,1e-08
Copper,metal,800.0,150.0,30.0,1e-08
Copper,metal,800.0,150.0,100.0,1e-08
Copper,metal,800.0,150.0,300.0,1e-08
Copper,metal,800.0,150.0,1000.0,1e-08
Copper,metal,800.0,300.0,0.01,1e-08
Copper,metal,800.0,300.0,0.03,1e-08
Copper,metal,800.0,300.0,0.1,1e-08
Copper,metal,800.0,300.0,0.3,1e-08
Copper,metal,800.0,300.0,1.0,1e-08
Copper,metal,800.0,300.0,3.0,1e-08
Copper,metal,800.0,300.0,10.0,1e-08
Copper,metal,800.0,300.0,30.0,1e-08
Copper,metal,800.0,300.0,100.0,1e-08
Copper,metal,800.0,300.0,300.0,1e-08
Copper,metal,800.0,300.0,1000.0,1e-08
Ti64,metal,-100.0,50.0,0.01,1e-08
Ti64,metal,-100.0,50.0,0.03,1e-08
Ti64,metal,-100.0,50.0,0.1,1e-08
Ti64,metal,-100.0,50.0,0.3,1e-08
Ti64,metal,-100.0,50.0,1.0,1e-08
Ti64,metal,-100.0,50.0,3.0,1e-08
Ti64,metal,-100.0,50.0,10.0,1e-08
Ti64,metal,-100.0,50.0,30.0,1e-08
Ti64,metal,-100.0,50.0,100.0,1e-08
Ti64,metal,-100.0,50.0,300.0,1e-08
Ti64,metal,-100.0,50.0,1000.0,1e-08
Ti64,metal,-100.0,150.0,0.01,1e-08
Ti64,metal,-100.0,150.0,0.03,1e-08
Ti64,metal,-100.0,150.0,0.1,1e-08
Ti64,metal,-100.0,150.0,0.3,1e-08
Ti64,metal,-100.0,150.0,1.0,1e-08
Ti64,metal,-100.0,150.0,3.0,1e-08
Ti64,metal,-100.0,150.0,10.0,1e-08
Ti64,metal,-100.0,150.0,30.0,1e-08
Ti64,metal,-100.0,150.0,100.0,1e-08
Ti64,metal,-100.0,150.0,300.0,1e-08
Ti64,metal,-100.0,150.0,1000.0,1e-08
Ti64,metal,-100.0,300.0,0.01,1e-08
Ti64,metal,-100.0,300.0,0.03,1e-08
Ti64,metal,-100.0,300.0,0.1,1e-08
Ti64,metal,-100.0,300.0,0.3,1e-08
Ti64,metal,-100.0,300.0,1.0,1e-08
Ti64,metal,-100.0,300.0,3.0,1e-08
Ti64,metal,-100.0,300.0,10.0,1e-08
Ti64,metal,-100.0,300.0,30.0,1e-08
Ti64,metal,-100.0,300.0,100.0,1e-08
Ti64,metal,-100.0,300.0,300.0,1e-08
Ti64,metal,-100.0,300.0,1000.0,1e-08
Ti64,metal,50.0,50.0,0.01,1e-08
Ti64,metal,50.0,50.0,0.03,1e-08
Ti64,metal,50.0,50.0,0.1,1e-08
Ti64,metal,50.0,50.0,0.3,1e-08
Ti64,metal,50.0,50.0,1.0,1e-08
Ti64,metal,50.0,50.0,3.0,1e-08
Ti64,metal,50.0,50.0,10.0,1e-08
Ti64,metal,50.0,50.0,30.0,1e-08
Ti64,metal,50.0,50.0,100.0,1e-08
Ti64,metal,50.0,50.0,300.0,1e-08
Ti64,metal,50.0,50.0,1000.0,1e-08
Ti64,metal,50.0,150.0,0.01,1e-08
Ti64,metal,50.0,150.0,0.03,1e-08
Ti64,metal,50.0,150.0,0.1,1e-08
Ti64,metal,50.0,150.0,0.3,1e-08
Ti64,metal,50.0,150.0,1.0,1e-08
Ti64,metal,50.0,150.0,3.0,1e-08
Ti64,metal,50.0,150.0,10.0,1e-08
Ti64,metal,50.0,150.0,30.0,1e-08
Ti64,metal,50.0,150.0,100.0,1e-08
Ti64,metal,50.0,150.0,300.0,1e-08
Ti64,metal,50.0,150.0,1000.0,1e-08
Ti64,metal,50.0,300.0,0.01,1e-08
Ti64,metal,50.0,300.0,0.03,1e-08
Ti64,metal,50.0,300.0,0.1,1e-08
Ti64,metal,50.0,300.0,0.3,1e-08
Ti64,metal,50.0,300.0,1.0,1e-08
Ti64,metal,50.0,300.0,3.0,1e-08
Ti64,metal,50.0,300.0,10.0,1e-08
Ti64,metal,50.0,300.0,30.0,1e-08
Ti64,metal,50.0,300.0,100.0,1e-08
Ti64,metal,50.0,300.0,300.0,1e-08
Ti64,metal,50.0,300.0,1000.0,1e-08
Ti64,metal,200.0,50.0,0.01,1e-08
Ti64,metal,200.0,50.0,0.03,1e-08
Ti64,metal,200.0,50.0,0.1,1e-08
Ti64,metal,200.0,50.0,0.3,1e-08
Ti64,metal,200.0,50.0,1.0,1e-08
Ti64,metal,200.0,50.0,3.0,1e-08
Ti64,metal,200.0,50.0,10.0,1e-08
Ti64,metal,200.0,50.0,30.0,1e-08
Ti64,metal,200.0,50.0,100.0,1e-08
Ti64,metal,200.0,50.0,300.0,1e-08
Ti64,metal,200.0,50.0,1000.0,1e-08
Ti64,metal,200.0,150.0,0.01,1e-08
Ti64,metal,200.0,150.0,0.03,1e-08
Ti64,metal,200.0,150.0,0.1,1e-08
Ti64,metal,200.0,150.0,0.3,1e-08
Ti64,metal,200.0,150.0,1.0,1e-08
Ti64,metal,200.0,150.0,3.0,1e-08
Ti64,metal,200.0,150.0,10.0,1e-08
Ti64,metal,200.0,150.0,30.0,1e-08
Ti64,metal,200.0,150.0,100.0,1e-08
Ti64,metal,200.0,150.0,300.0,1e-08
Ti64,metal,200.0,150.0,1000.0,1e-08
Ti64,metal,200.0,300.0,0.01,1e-08
Ti64,metal,200.0,300.0,0.03,1e-08
Ti64,metal,200.0,300.0,0.1,1e-08
Ti64,metal,200.0,300.0,0.3,1e-08
Ti64,metal,200.0,300.0,1.0,1e-08
Ti64,metal,200.0,300.0,3.0,1e-08
Ti64,metal,200.0,300.0,10.0,1e-08
Ti64,metal,200.0,300.0,30.0,1e-08
Ti64,metal,200.0,300.0,100.0,1e-08
Ti64,metal,200.0,300.0,300.0,1e-08
Ti64,metal,200.0,300.0,1000.0,1e-08
Ti64,metal,350.0,50.0,0.01,1e-08
Ti64,metal,350.0,50.0,0.03,1e-08
Ti64,metal,350.0,50.0,0.1,1e-08
Ti64,metal,350.0,50.0,0.3,1e-08
Ti64,metal,350.0,50.0,1.0,1e-08
Ti64,metal,350.0,50.0,3.0,1e-08
Ti64,metal,350.0,50.0,10.0,1e-08
Ti64,metal,350.0,50.0,30.0,1e-08
Ti64,metal,350.0,50.0,100.0,1e-08
Ti64,metal,350.0,50.0,300.0,1e-08
Ti64,metal,350.0,50.0,1000.0,1e-08
Ti64,metal,350.0,150.0,0.01,1e-08
Ti64,metal,350.0,150.0,0.03,1e-08
Ti64,metal,350.0,150.0,0.1,1e-08
Ti64,metal,350.0,150.0,0.3,1e-08
Ti64,metal,350.0,150.0,1.0,1e-08
Ti64,metal,350.0,150.0,3.0,1e-08
Ti64,metal,350.0,150.0,10.0,1e-08
Ti64,metal,350.0,150.0,30.0,1e-08
Ti64,metal,350.0,150.0,100.0,1e-08
Ti64,metal,350.0,150.0,300.0,1e-08
Ti64,metal,350.0,150.0,1000.0,1e-08
Ti64,metal,350.0,300.0,0.01,1e-08
Ti64,metal,350.0,300.0,0.03,1e-08
Ti64,metal,350.0,300.0,0.1,1e-08
Ti64,metal,350.0,300.0,0.3,1e-08
Ti64,metal,350.0,300.0,1.0,1e-08
Ti64,metal,350.0,300.0,3.0,1e-08
Ti64,metal,350.0,300.0,10.0,1e-08
Ti64,metal,350.0,300.0,30.0,1e-08
Ti64,metal,350.0,300.0,100.0,1e-08
Ti64,metal,350.0,300.0,300.0,1e-08
Ti64,metal,350.0,300.0,1000.0,1e-08
Ti64,metal,500.0,50.0,0.01,1e-08
Ti64,metal,500.0,50.0,0.03,1e-08
Ti64,metal,500.0,50.0,0.1,1e-08
Ti64,metal,500.0,50.0,0.3,1e-08
Ti64,metal,500.0,50.0,1.0,1e-08
Ti64,metal,500.0,50.0,3.0,1e-08
Ti64,metal,500.0,50.0,10.0,1e-08
Ti64,metal,500.0,50.0,30.0,1e-08
Ti64,metal,500.0,50.0,100.0,1e-08
Ti64,metal,500.0,50.0,300.0,1e-08
Ti64,metal,500.0,50.0,1000.0,1e-08
Ti64,metal,500.0,150.0,0.01,1e-08
Ti64,metal,500.0,150.0,0.03,1e-08
Ti64,metal,500.0,150.0,0.1,1e-08
Ti64,metal,500.0,150.0,0.3,1e-08
Ti64,metal,500.0,150.0,1.0,1e-08
Ti64,metal,500.0,150.0,3.0,1e-08
Ti64,metal,500.0,150.0,10.0,1e-08
Ti64,metal,500.0,150.0,30.0,1e-08
Ti64,metal,500.0,150.0,100.0,1e-08
Ti64,metal,500.0,150.0,300.0,1e-08
