timestamp,building_id,electricity_kwh,gas_kwh,total_kwh
2024-01-03T15:00:00,BLD-00005,5.097,0.0,5.097
2024-01-03T16:00:00,BLD-00005,9.99,0.0,9.99
2024-01-03T17:00:00,BLD-00005,18.657,0.0,18.657
2024-01-03T18:00:00,BLD-00005,30.598,0.0,30.598
2024-01-03T19:00:00,BLD-00005,28.209,0.0,28.209
2024-01-03T20:00:00,BLD-00005,41.841,0.0,41.841
2024-01-03T21:00:00,BLD-00005,53.486,0.0,53.486
2024-01-03T22:00:00,BLD-00005,53.91,0.0,53.91
2024-01-03T23:00:00,BLD-00005,65.72,0.0,65.72
2024-01-04T00:00:00,BLD-00005,61.116,0.0,61.116
2024-01-04T01:00:00,BLD-00005,74.657,0.0,74.657
2024-01-04T02:00:00,BLD-00005,68.648,0.0,68.648
2024-01-04T03:00:00,BLD-00005,61.802,0.0,61.802
2024-01-04T04:00:00,BLD-00005,64.026,0.0,64.026
2024-01-04T05:00:00,BLD-00005,51.199,0.0,51.199
2024-01-04T06:00:00,BLD-00005,38.509,0.0,38.509
2024-01-04T07:00:00,BLD-00005,35.82,0.0,35.82
2024-01-04T08:00:00,BLD-00005,28.206,0.0,28.206
2024-01-04T09:00:00,BLD-00005,14.2,0.0,14.2
2024-01-04T10:00:00,BLD-00005,8.836,0.0,8.836
2024-01-04T11:00:00,BLD-00005,4.257,0.0,4.257
2024-01-04T12:00:00,BLD-00005,4.253,0.0,4.253
2024-01-04T13:00:00,BLD-00005,4.414,0.0,4.414
2024-01-04T14:00:00,BLD-00005,4.305,0.0,4.305
2024-01-04T15:00:00,BLD-00005,4.38,0.0,4.38
2024-01-04T16:00:00,BLD-00005,4.516,0.0,4.516
2024-01-04T17:00:00,BLD-00005,13.672,0.0,13.672
2024-01-04T18:00:00,BLD-00005,27.048,0.0,27.048
2024-01-04T19:00:00,BLD-00005,30.787,0.0,30.787
2024-01-04T20:00:00,BLD-00005,41.622,0.0,41.622
2024-01-04T21:00:00,BLD-00005,53.971,0.0,53.971
2024-01-04T22:00:00,BLD-00005,51.785,0.0,51.785
2024-01-04T23:00:00,BLD-00005,64.406,0.0,64.406
2024-01-05T00:00:00,BLD-00005,72.079,0.0,72.079
2024-01-05T01:00:00,BLD-00005,63.937,0.0,63.937
2024-01-05T02:00:00,BLD-00005,73.396,0.0,73.396
2024-01-05T03:00:00,BLD-00005,67.039,0.0,67.039
2024-01-05T04:00:00,BLD-00005,60.959,0.0,60.959
2024-01-05T05:00:00,BLD-00005,56.183,0.0,56.183
2024-01-05T06:00:00,BLD-00005,45.307,0.0,45.307
2024-01-05T07:00:00,BLD-00005,32.181,0.0,32.181
2024-01-05T08:00:00,BLD-00005,29.74,0.0,29.74
2024-01-05T09:00:00,BLD-00005,22.779,0.0,22.779
2024-01-05T10:00:00,BLD-00005,4.645,0.0,4.645
2024-01-05T11:00:00,BLD-00005,4.4,0.0,4.4
2024-01-05T12:00:00,BLD-00005,4.512,0.0,4.512
2024-01-05T13:00:00,BLD-00005,4.258,0.0,4.258
2024-01-05T14:00:00,BLD-00005,5.364,0.0,5.364
2024-01-05T15:00:00,BLD-00005,6.18,0.0,6.18
2024-01-05T16:00:00,BLD-00005,13.051,0.0,13.051
2024-01-05T17:00:00,BLD-00005,18.811,0.0,18.811
2024-01-05T18:00:00,BLD-00005,27.794,0.0,27.794
2024-01-05T19:00:00,BLD-00005,31.864,0.0,31.864
2024-01-05T20:00:00,BLD-00005,47.293,0.0,47.293
2024-01-05T21:00:00,BLD-00005,55.539,0.0,55.539
2024-01-05T22:00:00,BLD-00005,60.724,0.0,60.724
2024-01-05T23:00:00,BLD-00005,65.172,0.0,65.172
2024-01-06T00:00:00,BLD-00005,73.432,0.0,73.432
2024-01-06T01:00:00,BLD-00005,65.311,0.0,65.311
2024-01-06T02:00:00,BLD-00005,70.764,0.0,70.764
2024-01-06T03:00:00,BLD-00005,63.457,0.0,63.457
2024-01-06T04:00:00,BLD-00005,53.162,0.0,53.162
2024-01-06T05:00:00,BLD-00005,47.099,0.0,47.099
2024-01-06T06:00:00,BLD-00005,44.829,0.0,44.829
2024-01-06T07:00:00,BLD-00005,38.499,0.0,38.499
2024-01-06T08:00:00,BLD-00005,20.402,0.0,20.402
2024-01-06T09:00:00,BLD-00005,22.858,0.0,22.858
2024-01-06T10:00:00,BLD-00005,4.449,0.0,4.449
2024-01-06T11:00:00,BLD-00005,4.257,0.0,4.257
2024-01-06T12:00:00,BLD-00005,4.331,0.0,4.331
2024-01-06T13:00:00,BLD-00005,4.651,0.0,4.651
2024-01-06T14:00:00,BLD-00005,4.47,0.0,4.47
2024-01-06T15:00:00,BLD-00005,9.063,0.0,9.063
2024-01-06T16:00:00,BLD-00005,10.031,0.0,10.031
2024-01-06T17:00:00,BLD-00005,22.941,0.0,22.941
2024-01-06T18:00:00,BLD-00005,25.4,0.0,25.4
2024-01-06T19:00:00,BLD-00005,39.77,0.0,39.77
2024-01-06T20:00:00,BLD-00005,45.832,0.0,45.832
2024-01-06T21:00:00,BLD-00005,50.955,0.0,50.955
2024-01-06T22:00:00,BLD-00005,55.035,0.0,55.035
2024-01-06T23:00:00,BLD-00005,60.681,0.0,60.681
2024-01-07T00:00:00,BLD-00005,69.62,0.0,69.62
2024-01-07T01:00:00,BLD-00005,67.83,0.0,67.83
2024-01-07T02:00:00,BLD-00005,73.566,0.0,73.566
2024-01-07T03:00:00,BLD-00005,70.274,0.0,70.274
2024-01-07T04:00:00,BLD-00005,65.165,0.0,65.165
2024-01-07T05:00:00,BLD-00005,55.683,0.0,55.683
2024-01-07T06:00:00,BLD-00005,44.772,0.0,44.772
2024-01-07T07:00:00,BLD-00005,39.663,0.0,39.663
2024-01-07T08:00:00,BLD-00005,22.975,0.0,22.975
2024-01-07T09:00:00,BLD-00005,12.015,0.0,12.015
2024-01-07T10:00:00,BLD-00005,4.639,0.0,4.639
2024-01-07T11:00:00,BLD-00005,4.518,0.0,4.518
2024-01-07T12:00:00,BLD-00005,4.506,0.0,4.506
2024-01-07T13:00:00,BLD-00005,5.063,0.0,5.063
2024-01-07T14:00:00,BLD-00005,4.334,0.0,4.334
2024-01-07T15:00:00,BLD-00005,6.726,0.0,6.726
2024-01-07T16:00:00,BLD-00005,9.266,0.0,9.266
2024-01-07T17:00:00,BLD-00005,15.487,0.0,15.487
2024-01-07T18:00:00,BLD-00005,27.523,0.0,27.523
2024-01-07T19:00:00,BLD-00005,36.572,0.0,36.572
2024-01-07T20:00:00,BLD-00005,45.54,0.0,45.54
2024-01-07T21:00:00,BLD-00005,46.577,0.0,46.577
2024-01-07T22:00:00,BLD-00005,63.724,0.0,63.724
2024-01-07T23:00:00,BLD-00005,64.625,0.0,64.625
2024-01-08T00:00:00,BLD-00005,70.843,0.0,70.843
2024-01-08T01:00:00,BLD-00005,68.025,0.0,68.025
2024-01-08T02:00:00,BLD-00005,66.572,0.0,66.572
2024-01-08T03:00:00,BLD-00005,70.232,0.0,70.232
2024-01-08T04:00:00,BLD-00005,65.526,0.0,65.526
2024-01-08T05:00:00,BLD-00005,49.347,0.0,49.347
2024-01-08T06:00:00,BLD-00005,48.027,0.0,48.027
2024-01-08T07:00:00,BLD-00005,37.649,0.0,37.649
2024-01-08T08:00:00,BLD-00005,29.784,0.0,29.784
2024-01-08T09:00:00,BLD-00005,13.274,0.0,13.274
2024-01-08T10:00:00,BLD-00005,12.676,0.0,12.676
2024-01-08T11:00:00,BLD-00005,4.674,0.0,4.674
2024-01-08T12:00:00,BLD-00005,4.63,0.0,4.63
2024-01-08T13:00:00,BLD-00005,4.574,0.0,4.574
2024-01-08T14:00:00,BLD-00005,4.586,0.0,4.586
2024-01-08T15:00:00,BLD-00005,5.817,0.0,5.817
2024-01-08T16:00:00,BLD-00005,5.491,0.0,5.491
2024-01-08T17:00:00,BLD-00005,18.743,0.0,18.743
2024-01-08T18:00:00,BLD-00005,21.449,0.0,21.449
2024-01-08T19:00:00,BLD-00005,38.477,0.0,38.477
2024-01-08T20:00:00,BLD-00005,45.082,0.0,45.082
2024-01-08T21:00:00,BLD-00005,49.235,0.0,49.235
2024-01-08T22:00:00,BLD-00005,63.993,0.0,63.993
2024-01-08T23:00:00,BLD-00005,72.293,0.0,72.293
2024-01-09T00:00:00,BLD-00005,65.931,0.0,65.931
2024-01-09T01:00:00,BLD-00005,69.249,0.0,69.249
2024-01-09T02:00:00,BLD-00005,67.378,0.0,67.378
2024-01-09T03:00:00,BLD-00005,60.031,0.0,60.031
2024-01-09T04:00:00,BLD-00005,61.674,0.0,61.674
2024-01-09T05:00:00,BLD-00005,47.882,0.0,47.882
2024-01-09T06:00:00,BLD-00005,48.229,0.0,48.229
2024-01-09T07:00:00,BLD-00005,30.028,0.0,30.028
2024-01-09T08:00:00,BLD-00005,22.583,0.0,22.583
2024-01-09T09:00:00,BLD-00005,23.964,0.0,23.964
2024-01-09T10:00:00,BLD-00005,9.883,0.0,9.883
2024-01-09T11:00:00,BLD-00005,4.45,0.0,4.45
2024-01-09T12:00:00,BLD-00005,4.341,0.0,4.341
2024-01-09T13:00:00,BLD-00005,4.447,0.0,4.447
2024-01-09T14:00:00,BLD-00005,5.108,0.0,5.108
2024-01-09T15:00:00,BLD-00005,9.432,0.0,9.432
2024-01-09T16:00:00,BLD-00005,9.516,0.0,9.516
2024-01-09T17:00:00,BLD-00005,22.66,0.0,22.66
2024-01-09T18:00:00,BLD-00005,23.413,0.0,23.413
2024-01-09T19:00:00,BLD-00005,32.282,0.0,32.282
2024-01-09T20:00:00,BLD-00005,47.466,0.0,47.466
2024-01-09T21:00:00,BLD-00005,55.705,0.0,55.705
2024-01-09T22:00:00,BLD-00005,62.844,0.0,62.844
2024-01-09T23:00:00,BLD-00005,59.804,0.0,59.804
2024-01-10T00:00:00,BLD-00005,69.007,0.0,69.007
2024-01-10T01:00:00,BLD-00005,65.597,0.0,65.597
2024-01-10T02:00:00,BLD-00005,72.606,0.0,72.606
2024-01-10T03:00:00,BLD-00005,68.12,0.0,68.12
2024-01-10T04:00:00,BLD-00005,62.679,0.0,62.679
2024-01-10T05:00:00,BLD-00005,47.604,0.0,47.604
2024-01-10T06:00:00,BLD-00005,38.882,0.0,38.882
2024-01-10T07:00:00,BLD-00005,33.37,0.0,33.37
2024-01-10T08:00:00,BLD-00005,31.077,0.0,31.077
2024-01-10T09:00:00,BLD-00005,18.381,0.0,18.381
2024-01-10T10:00:00,BLD-00005,14.753,0.0,14.753
2024-01-10T11:00:00,BLD-00005,4.904,0.0,4.904
2024-01-10T12:00:00,BLD-00005,4.662,0.0,4.662
2024-01-10T13:00:00,BLD-00005,4.262,0.0,4.262
2024-01-10T14:00:00,BLD-00005,4.628,0.0,4.628
2024-01-10T15:00:00,BLD-00005,9.631,0.0,9.631
2024-01-10T16:00:00,BLD-00005,7.448,0.0,7.448
2024-01-10T17:00:00,BLD-00005,18.638,0.0,18.638
2024-01-10T18:00:00,BLD-00005,20.027,0.0,20.027
2024-01-10T19:00:00,BLD-00005,31.101,0.0,31.101
2024-01-10T20:00:00,BLD-00005,45.766,0.0,45.766
2024-01-10T21:00:00,BLD-00005,56.74,0.0,56.74
2024-01-10T22:00:00,BLD-00005,64.18,0.0,64.18
2024-01-10T23:00:00,BLD-00005,60.79,0.0,60.79
2024-01-11T00:00:00,BLD-00005,64.914,0.0,64.914
2024-01-11T01:00:00,BLD-00005,73.925,0.0,73.925
2024-01-11T02:00:00,BLD-00005,71.206,0.0,71.206
2024-01-11T03:00:00,BLD-00005,63.162,0.0,63.162
2024-01-11T04:00:00,BLD-00005,55.877,0.0,55.877
2024-01-11T05:00:00,BLD-00005,48.141,0.0,48.141
2024-01-11T06:00:00,BLD-00005,40.795,0.0,40.795
2024-01-11T07:00:00,BLD-00005,39.193,0.0,39.193
2024-01-11T08:00:00,BLD-00005,20.284,0.0,20.284
2024-01-11T09:00:00,BLD-00005,11.156,0.0,11.156
2024-01-11T10:00:00,BLD-00005,10.31,0.0,10.31
2024-01-11T11:00:00,BLD-00005,4.241,0.0,4.241
2024-01-11T12:00:00,BLD-00005,4.498,0.0,4.498
2024-01-11T13:00:00,BLD-00005,4.554,0.0,4.554
2024-01-11T14:00:00,BLD-00005,6.103,0.0,6.103
2024-01-11T15:00:00,BLD-00005,4.296,0.0,4.296
2024-01-11T16:00:00,BLD-00005,12.81,0.0,12.81
2024-01-11T17:00:00,BLD-00005,15.431,0.0,15.431
2024-01-11T18:00:00,BLD-00005,21.211,0.0,21.211
2024-01-11T19:00:00,BLD-00005,31.925,0.0,31.925
2024-01-11T20:00:00,BLD-00005,46.334,0.0,46.334
2024-01-11T21:00:00,BLD-00005,44.605,0.0,44.605
2024-01-11T22:00:00,BLD-00005,53.571,0.0,53.571
2024-01-11T23:00:00,BLD-00005,68.678,0.0,68.678
2024-01-12T00:00:00,BLD-00005,67.946,0.0,67.946
2024-01-12T01:00:00,BLD-00005,74.838,0.0,74.838
2024-01-12T02:00:00,BLD-00005,66.219,0.0,66.219
2024-01-12T03:00:00,BLD-00005,64.448,0.0,64.448
2024-01-12T04:00:00,BLD-00005,64.909,0.0,64.909
2024-01-12T05:00:00,BLD-00005,58.787,0.0,58.787
2024-01-12T06:00:00,BLD-00005,47.901,0.0,47.901
2024-01-12T07:00:00,BLD-00005,37.546,0.0,37.546
2024-01-12T08:00:00,BLD-00005,24.048,0.0,24.048
2024-01-12T09:00:00,BLD-00005,19.576,0.0,19.576
2024-01-12T10:00:00,BLD-00005,5.639,0.0,5.639
2024-01-12T11:00:00,BLD-00005,4.585,0.0,4.585
2024-01-12T12:00:00,BLD-00005,5.651,0.0,5.651
2024-01-12T13:00:00,BLD-00005,4.538,0.0,4.538
2024-01-12T14:00:00,BLD-00005,6.475,0.0,6.475
2024-01-12T15:00:00,BLD-00005,5.89,0.0,5.89
2024-01-12T16:00:00,BLD-00005,8.646,0.0,8.646
2024-01-12T17:00:00,BLD-00005,19.886,0.0,19.886
2024-01-12T18:00:00,BLD-00005,21.875,0.0,21.875
2024-01-12T19:00:00,BLD-00005,38.383,0.0,38.383
2024-01-12T20:00:00,BLD-00005,43.145,0.0,43.145
2024-01-12T21:00:00,BLD-00005,56.799,0.0,56.799
2024-01-12T22:00:00,BLD-00005,53.874,0.0,53.874
2024-01-12T23:00:00,BLD-00005,66.487,0.0,66.487
2024-01-13T00:00:00,BLD-00005,63.819,0.0,63.819
2024-01-13T01:00:00,BLD-00005,73.211,0.0,73.211
2024-01-13T02:00:00,BLD-00005,62.155,0.0,62.155
2024-01-13T03:00:00,BLD-00005,65.492,0.0,65.492
2024-01-13T04:00:00,BLD-00005,63.04,0.0,63.04
2024-01-13T05:00:00,BLD-00005,55.507,0.0,55.507
2024-01-13T06:00:00,BLD-00005,45.896,0.0,45.896
2024-01-13T07:00:00,BLD-00005,36.988,0.0,36.988
2024-01-13T08:00:00,BLD-00005,28.28,0.0,28.28
2024-01-13T09:00:00,BLD-00005,20.502,0.0,20.502
2024-01-13T10:00:00,BLD-00005,7.78,0.0,7.78
2024-01-13T11:00:00,BLD-00005,4.354,0.0,4.354
2024-01-13T12:00:00,BLD-00005,5.343,0.0,5.343
2024-01-13T13:00:00,BLD-00005,4.484,0.0,4.484
2024-01-13T14:00:00,BLD-00005,4.274,0.0,4.274
2024-01-13T15:00:00,BLD-00005,7.776,0.0,7.776
2024-01-13T16:00:00,BLD-00005,6.502,0.0,6.502
2024-01-13T17:00:00,BLD-00005,23.353,0.0,23.353
2024-01-13T18:00:00,BLD-00005,30.562,0.0,30.562
2024-01-13T19:00:00,BLD-00005,32.462,0.0,32.462
2024-01-13T20:00:00,BLD-00005,36.709,0.0,36.709
2024-01-13T21:00:00,BLD-00005,45.806,0.0,45.806
2024-01-13T22:00:00,BLD-00005,58.88,0.0,58.88
2024-01-13T23:00:00,BLD-00005,64.57,0.0,64.57
2024-01-14T00:00:00,BLD-00005,71.972,0.0,71.972
2024-01-14T01:00:00,BLD-00005,64.92,0.0,64.92
2024-01-14T02:00:00,BLD-00005,70.073,0.0,70.073
2024-01-14T03:00:00,BLD-00005,60.632,0.0,60.632
2024-01-14T04:00:00,BLD-00005,54.109,0.0,54.109
2024-01-14T05:00:00,BLD-00005,55.441,0.0,55.441
2024-01-14T06:00:00,BLD-00005,46.863,0.0,46.863
2024-01-14T07:00:00,BLD-00005,37.629,0.0,37.629
2024-01-14T08:00:00,BLD-00005,26.83,0.0,26.83
2024-01-14T09:00:00,BLD-00005,22.986,0.0,22.986
2024-01-14T10:00:00,BLD-00005,8.561,0.0,8.561
2024-01-14T11:00:00,BLD-00005,5.219,0.0,5.219
2024-01-14T12:00:00,BLD-00005,4.464,0.0,4.464
2024-01-14T13:00:00,BLD-00005,4.668,0.0,4.668
2024-01-14T14:00:00,BLD-00005,4.627,0.0,4.627
2024-01-14T15:00:00,BLD-00005,4.385,0.0,4.385
2024-01-14T16:00:00,BLD-00005,4.426,0.0,4.426
2024-01-14T17:00:00,BLD-00005,22.09,0.0,22.09
2024-01-14T18:00:00,BLD-00005,20.102,0.0,20.102
2024-01-14T19:00:00,BLD-00005,34.54,0.0,34.54
2024-01-14T20:00:00,BLD-00005,38.016,0.0,38.016
2024-01-14T21:00:00,BLD-00005,54.143,0.0,54.143
2024-01-14T22:00:00,BLD-00005,61.96,0.0,61.96
2024-01-14T23:00:00,BLD-00005,67.144,0.0,67.144
2024-01-15T00:00:00,BLD-00005,72.422,0.0,72.422
2024-01-15T01:00:00,BLD-00005,71.688,0.0,71.688
2024-01-15T02:00:00,BLD-00005,67.61,0.0,67.61
2024-01-15T03:00:00,BLD-00005,70.609,0.0,70.609
2024-01-15T04:00:00,BLD-00005,61.926,0.0,61.926
2024-01-15T05:00:00,BLD-00005,56.923,0.0,56.923
2024-01-15T06:00:00,BLD-00005,36.038,0.0,36.038
2024-01-15T07:00:00,BLD-00005,28.535,0.0,28.535
2024-01-15T08:00:00,BLD-00005,23.935,0.0,23.935
2024-01-15T09:00:00,BLD-00005,22.63,0.0,22.63
2024-01-15T10:00:00,BLD-00005,9.523,0.0,9.523
2024-01-15T11:00:00,BLD-00005,4.92,0.0,4.92
2024-01-15T12:00:00,BLD-00005,4.603,0.0,4.603
2024-01-15T13:00:00,BLD-00005,4.43,0.0,4.43
2024-01-15T14:00:00,BLD-00005,4.677,0.0,4.677
2024-01-15T15:00:00,BLD-00005,7.764,0.0,7.764
2024-01-15T16:00:00,BLD-00005,10.438,0.0,10.438
2024-01-15T17:00:00,BLD-00005,23.004,0.0,23.004
2024-01-15T18:00:00,BLD-00005,31.134,0.0,31.134
2024-01-15T19:00:00,BLD-00005,33.063,0.0,33.063
2024-01-15T20:00:00,BLD-00005,37.853,0.0,37.853
2024-01-15T21:00:00,BLD-00005,56.271,0.0,56.271
2024-01-15T22:00:00,BLD-00005,57.716,0.0,57.716
2024-01-15T23:00:00,BLD-00005,68.076,0.0,68.076
2024-01-16T00:00:00,BLD-00005,74.032,0.0,74.032
2024-01-16T01:00:00,BLD-00005,64.511,0.0,64.511
2024-01-16T02:00:00,BLD-00005,73.245,0.0,73.245
2024-01-16T03:00:00,BLD-00005,65.458,0.0,65.458
2024-01-16T04:00:00,BLD-00005,53.362,0.0,53.362
2024-01-16T05:00:00,BLD-00005,51.679,0.0,51.679
2024-01-16T06:00:00,BLD-00005,48.505,0.0,48.505
2024-01-16T07:00:00,BLD-00005,33.232,0.0,33.232
2024-01-16T08:00:00,BLD-00005,21.068,0.0,21.068
2024-01-16T09:00:00,BLD-00005,16.567,0.0,16.567
2024-01-16T10:00:00,BLD-00005,11.123,0.0,11.123
2024-01-16T11:00:00,BLD-00005,4.257,0.0,4.257
2024-01-16T12:00:00,BLD-00005,4.261,0.0,4.261
2024-01-16T13:00:00,BLD-00005,4.569,0.0,4.569
2024-01-16T14:00:00,BLD-00005,4.46,0.0,4.46
2024-01-16T15:00:00,BLD-00005,4.616,0.0,4.616
2024-01-16T16:00:00,BLD-00005,9.653,0.0,9.653
2024-01-16T17:00:00,BLD-00005,13.436,0.0,13.436
2024-01-16T18:00:00,BLD-00005,25.493,0.0,25.493
2024-01-16T19:00:00,BLD-00005,41.17,0.0,41.17
2024-01-16T20:00:00,BLD-00005,44.923,0.0,44.923
2024-01-16T21:00:00,BLD-00005,52.328,0.0,52.328
2024-01-16T22:00:00,BLD-00005,60.517,0.0,60.517
2024-01-16T23:00:00,BLD-00005,64.46,0.0,64.46
2024-01-17T00:00:00,BLD-00005,62.332,0.0,62.332
2024-01-17T01:00:00,BLD-00005,66.308,0.0,66.308
2024-01-17T02:00:00,BLD-00005,67.151,0.0,67.151
2024-01-17T03:00:00,BLD-00005,62.234,0.0,62.234
2024-01-17T04:00:00,BLD-00005,60.926,0.0,60.926
2024-01-17T05:00:00,BLD-00005,54.648,0.0,54.648
2024-01-17T06:00:00,BLD-00005,48.025,0.0,48.025
2024-01-17T07:00:00,BLD-00005,33.504,0.0,33.504
2024-01-17T08:00:00,BLD-00005,21.714,0.0,21.714
2024-01-17T09:00:00,BLD-00005,19.818,0.0,19.818
2024-01-17T10:00:00,BLD-00005,4.506,0.0,4.506
2024-01-17T11:00:00,BLD-00005,7.735,0.0,7.735
2024-01-17T12:00:00,BLD-00005,4.643,0.0,4.643
2024-01-17T13:00:00,BLD-00005,4.364,0.0,4.364
2024-01-17T14:00:00,BLD-00005,4.471,0.0,4.471
2024-01-17T15:00:00,BLD-00005,6.123,0.0,6.123
2024-01-17T16:00:00,BLD-00005,4.566,0.0,4.566
2024-01-17T17:00:00,BLD-00005,18.676,0.0,18.676
2024-01-17T18:00:00,BLD-00005,22.113,0.0,22.113
2024-01-17T19:00:00,BLD-00005,36.072,0.0,36.072
2024-01-17T20:00:00,BLD-00005,43.479,0.0,43.479
2024-01-17T21:00:00,BLD-00005,56.488,0.0,56.488
2024-01-17T22:00:00,BLD-00005,63.553,0.0,63.553
2024-01-17T23:00:00,BLD-00005,61.776,0.0,61.776
2024-01-18T00:00:00,BLD-00005,66.244,0.0,66.244
2024-01-18T01:00:00,BLD-00005,69.034,0.0,69.034
2024-01-18T02:00:00,BLD-00005,62.548,0.0,62.548
2024-01-18T03:00:00,BLD-00005,69.072,0.0,69.072
2024-01-18T04:00:00,BLD-00005,55.604,0.0,55.604
2024-01-18T05:00:00,BLD-00005,53.193,0.0,53.193
2024-01-18T06:00:00,BLD-00005,40.269,0.0,40.269
2024-01-18T07:00:00,BLD-00005,34.192,0.0,34.192
2024-01-18T08:00:00,BLD-00005,22.474,0.0,22.474
2024-01-18T09:00:00,BLD-00005,20.752,0.0,20.752
2024-01-18T10:00:00,BLD-00005,9.384,0.0,9.384
2024-01-18T11:00:00,BLD-00005,4.506,0.0,4.506
2024-01-18T12:00:00,BLD-00005,4.999,0.0,4.999
2024-01-18T13:00:00,BLD-00005,4.415,0.0,4.415
2024-01-18T14:00:00,BLD-00005,4.501,0.0,4.501
2024-01-18T15:00:00,BLD-00005,4.367,0.0,4.367
2024-01-18T16:00:00,BLD-00005,4.225,0.0,4.225
2024-01-18T17:00:00,BLD-00005,18.934,0.0,18.934
2024-01-18T18:00:00,BLD-00005,21.3,0.0,21.3
2024-01-18T19:00:00,BLD-00005,40.013,0.0,40.013
2024-01-18T20:00:00,BLD-00005,48.966,0.0,48.966
2024-01-18T21:00:00,BLD-00005,49.217,0.0,49.217
2024-01-18T22:00:00,BLD-00005,52.869,0.0,52.869
2024-01-18T23:00:00,BLD-00005,62.543,0.0,62.543
2024-01-19T00:00:00,BLD-00005,61.395,0.0,61.395
2024-01-19T01:00:00,BLD-00005,64.33,0.0,64.33
2024-01-19T02:00:00,BLD-00005,67.785,0.0,67.785
2024-01-19T03:00:00,BLD-00005,66.196,0.0,66.196
2024-01-19T04:00:00,BLD-00005,57.435,0.0,57.435
2024-01-19T05:00:00,BLD-00005,52.504,0.0,52.504
2024-01-19T06:00:00,BLD-00005,47.772,0.0,47.772
2024-01-19T07:00:00,BLD-00005,34.885,0.0,34.885
2024-01-19T08:00:00,BLD-00005,22.364,0.0,22.364
2024-01-19T09:00:00,BLD-00005,13.033,0.0,13.033
2024-01-19T10:00:00,BLD-00005,9.446,0.0,9.446
2024-01-19T11:00:00,BLD-00005,9.798,0.0,9.798
2024-01-19T12:00:00,BLD-00005,4.288,0.0,4.288
2024-01-19T13:00:00,BLD-00005,4.366,0.0,4.366
2024-01-19T14:00:00,BLD-00005,4.315,0.0,4.315
2024-01-19T15:00:00,BLD-00005,4.62,0.0,4.62
2024-01-19T16:00:00,BLD-00005,6.68,0.0,6.68
2024-01-19T17:00:00,BLD-00005,16.305,0.0,16.305
2024-01-19T18:00:00,BLD-00005,23.056,0.0,23.056
2024-01-19T19:00:00,BLD-00005,40.706,0.0,40.706
2024-01-19T20:00:00,BLD-00005,47.745,0.0,47.745
2024-01-19T21:00:00,BLD-00005,47.442,0.0,47.442
2024-01-19T22:00:00,BLD-00005,62.214,0.0,62.214
2024-01-19T23:00:00,BLD-00005,61.886,0.0,61.886
2024-01-20T00:00:00,BLD-00005,61.343,0.0,61.343
2024-01-20T01:00:00,BLD-00005,73.616,0.0,73.616
2024-01-20T02:00:00,BLD-00005,72.89,0.0,72.89
2024-01-20T03:00:00,BLD-00005,58.489,0.0,58.489
2024-01-20T04:00:00,BLD-00005,54.733,0.0,54.733
2024-01-20T05:00:00,BLD-00005,53.938,0.0,53.938
2024-01-20T06:00:00,BLD-00005,48.627,0.0,48.627
2024-01-20T07:00:00,BLD-00005,40.603,0.0,40.603
2024-01-20T08:00:00,BLD-00005,22.593,0.0,22.593
2024-01-20T09:00:00,BLD-00005,19.475,0.0,19.475
2024-01-20T10:00:00,BLD-00005,14.741,0.0,14.741
2024-01-20T11:00:00,BLD-00005,4.682,0.0,4.682
2024-01-20T12:00:00,BLD-00005,4.408,0.0,4.408
2024-01-20T13:00:00,BLD-00005,4.552,0.0,4.552
2024-01-20T14:00:00,BLD-00005,6.107,0.0,6.107
2024-01-20T15:00:00,BLD-00005,4.466,0.0,4.466
2024-01-20T16:00:00,BLD-00005,8.448,0.0,8.448
2024-01-20T17:00:00,BLD-00005,12.019,0.0,12.019
2024-01-20T18:00:00,BLD-00005,23.6,0.0,23.6
2024-01-20T19:00:00,BLD-00005,32.282,0.0,32.282
2024-01-20T20:00:00,BLD-00005,41.947,0.0,41.947
2024-01-20T21:00:00,BLD-00005,52.689,0.0,52.689
2024-01-20T22:00:00,BLD-00005,64.017,0.0,64.017
2024-01-20T23:00:00,BLD-00005,68.842,0.0,68.842
2024-01-21T00:00:00,BLD-00005,64.78,0.0,64.78
2024-01-21T01:00:00,BLD-00005,64.827,0.0,64.827
2024-01-21T02:00:00,BLD-00005,73.306,0.0,73.306
2024-01-21T03:00:00,BLD-00005,68.381,0.0,68.381
2024-01-21T04:00:00,BLD-00005,54.014,0.0,54.014
2024-01-21T05:00:00,BLD-00005,52.89,0.0,52.89
2024-01-21T06:00:00,BLD-00005,41.21,0.0,41.21
2024-01-21T07:00:00,BLD-00005,38.19,0.0,38.19
2024-01-21T08:00:00,BLD-00005,27.554,0.0,27.554
2024-01-21T09:00:00,BLD-00005,13.118,0.0,13.118
2024-01-21T10:00:00,BLD-00005,9.844,0.0,9.844
2024-01-21T11:00:00,BLD-00005,4.641,0.0,4.641
2024-01-21T12:00:00,BLD-00005,4.657,0.0,4.657
2024-01-21T13:00:00,BLD-00005,4.54,0.0,4.54
2024-01-21T14:00:00,BLD-00005,5.689,0.0,5.689
2024-01-21T15:00:00,BLD-00005,4.415,0.0,4.415
2024-01-21T16:00:00,BLD-00005,5.831,0.0,5.831
2024-01-21T17:00:00,BLD-00005,22.328,0.0,22.328
2024-01-21T18:00:00,BLD-00005,21.538,0.0,21.538
