material,diffusion_mechanism,activation_barrier_eV,attempt_frequency_Hz,applied_stress_MPa,grain_size_nm,temperature_K,migration_path_length_A,coordination_number,elastic_modulus_GPa
Ni,vacancy_migration,0.768546727049984,62296842441607.734,292.2457711261133,335.2817443319496,324.16675863072805,4.478348400890752,8,282.033046503861
Ni,pipe_diffusion,0.5546616647555093,3529192711038.81,164.69366099329818,374.4522540813268,335.21902903547345,3.6253098921869014,4,293.37679589339234
Ti,surface_diffusion,0.6126205741962668,12061054908250.184,282.99741913459593,707.2484883578298,967.9996519717894,3.1268659013328435,5,186.56199190072212
Cu,surface_diffusion,0.2377012985124222,43171330189771.42,140.6114672107587,212.0281817739537,1151.2681836580696,2.76071254209597,8,216.8870680835843
Ti,surface_diffusion,0.643991018480835,1516039329215.5693,272.43664214286764,492.6897096461355,643.0575008686621,5.7344660769214695,8,150.67532155799097
Cu,pipe_diffusion,0.3955437712586215,95704573562222.0,32.970444029643446,618.8969740836013,1064.3181278685051,4.980290458365953,11,132.84827192412905
Zn,pipe_diffusion,0.1,57596550283827.836,372.0930536157966,536.6619819059507,847.661108272812,5.75115052183516,11,207.7913026747677
Al,grain_boundary_diffusion,0.1,22245597526315.24,482.6309345826566,960.4322122061762,503.1165840106987,2.779476328869603,10,65.2844075030559
Mg,interstitial_migration,0.1,98744239370664.23,189.97806257370425,54.21342858845152,601.6118400266023,5.168076831760541,8,59.35799436326754
Mg,interstitial_migration,0.1,26093444983046.496,220.57441252340092,810.9283568440304,754.8017888794291,5.502797491770262,9,290.01674579490924
Zn,surface_diffusion,0.1,39665648140276.14,375.1562191898599,552.552741499377,643.6845770110504,2.438391481340508,4,190.50366363575603
Ni,pipe_diffusion,0.4089010592635248,53037559545350.89,461.09986191784265,160.18954934885943,810.2554280749291,4.498957839625833,4,62.79493391705236
Al,grain_boundary_diffusion,0.519768498131701,38232584570724.6,11.661165781337523,182.80994040339536,1188.827167384717,5.360113803191263,5,120.38376002672358
Ti,vacancy_migration,1.3340775995367309,96503870088237.33,101.64477771797809,101.97071734917819,356.850957812728,5.502226617398425,7,137.84822221112813
Fe,vacancy_migration,0.6528687485869783,99081780469512.9,389.23416995759254,79.11813847070633,801.0261037387679,5.02711922791415,8,85.90068141367786
Cu,pipe_diffusion,0.1,70471865035597.33,475.5540910413063,819.6001051319118,1082.074948557602,3.7562121598055804,6,147.66016370108477
Ni,grain_boundary_diffusion,0.5931718812355126,78075001729337.14,426.3683728659658,649.013741262986,340.29513526628557,3.313249094169855,11,262.19714693478886
Cu,grain_boundary_diffusion,0.30271987609364653,38523197351160.7,280.244019739051,70.5024403670609,889.9406611797009,5.716283659366843,4,124.26923944911817
Ni,vacancy_migration,0.27864593337698373,88984045126619.75,339.77593114259247,243.81026265804852,639.2944462894094,3.5222645317888652,8,101.79536797360993
Zn,interstitial_migration,0.1,15710155334518.818,486.97510382888044,456.9967206839267,400.4373180062687,3.691293451559684,6,162.96466628356012
Al,pipe_diffusion,0.1,70016993698747.5,447.05379919897376,964.9343839436364,730.8315137013151,3.418683306441242,9,291.5833584514109
Cu,grain_boundary_diffusion,0.2572399735718406,65096770059804.11,196.74633555930487,65.70724477256343,689.4043805259248,3.307280528800837,7,147.04525026141977
Cu,grain_boundary_diffusion,0.2482173355984451,5985936900346.185,417.11921482032,481.4704853819908,1188.9959989234103,4.613359697675243,4,104.4035061122064
Ti,vacancy_migration,1.5928359431982475,4472056668374.718,430.0602206987067,986.993085504914,524.5352278777037,5.166871526254113,7,85.20835691325308
Ti,pipe_diffusion,0.7144800492283024,5531857603443.835,156.1159198103676,910.4431842142548,903.911227360383,5.727689742742347,4,219.16718891647082
Cu,grain_boundary_diffusion,0.5445975011677474,13001460064682.723,74.34443619749015,355.1580335721605,825.3662027468,4.235329270219269,10,68.89896879040032
Ti,interstitial_migration,0.48394387716269627,33276321775520.504,144.72459715218466,692.3912409334552,604.2998286625188,4.582135963520594,7,80.85179201636912
Mg,vacancy_migration,0.42039979544977274,71735119125650.61,179.81837158950125,331.63774041640653,765.3435192211199,4.2203410018912795,10,226.57220350975183
Ni,interstitial_migration,0.1,78688508873540.53,439.47445129769767,962.3055102378902,1071.4778285020986,5.927714897400707,9,147.5283033584833
Al,grain_boundary_diffusion,0.3334050499400706,78892874197393.02,169.37224712183607,417.6469047241136,387.2029450477513,5.693904151273535,4,200.82342026216614
Cu,grain_boundary_diffusion,0.34836011977902603,73730795287453.33,477.9058715871872,584.4289741893564,913.7977025526602,5.711084393627276,8,117.90919935302416
Mg,interstitial_migration,0.1,69891098342202.29,441.9845647236488,556.1921913075828,854.6275441533912,4.345536088371594,11,211.69374027048315
Al,interstitial_migration,0.1,81492069507187.5,311.29544897126164,45.41694380686777,315.56457819037433,5.379222668144002,8,275.8609241352319
Ni,interstitial_migration,0.1,68537859987386.26,336.8572319155076,320.1913206378166,931.3677994006333,3.7628257696389444,4,207.1710833561512
Ni,grain_boundary_diffusion,0.7095891264471825,24999175341941.52,121.83050627092246,201.77878285676474,752.0649678244052,4.377993462999035,7,249.17091151825662
Fe,surface_diffusion,0.7335340400777809,11100959569507.547,223.40773420962717,865.454964859604,933.3781573453581,4.404650150844268,7,136.16828525313696
Ti,grain_boundary_diffusion,0.9827595977978999,36637378299490.27,365.8860125434937,754.1998710636985,972.2771442180934,2.064145600122583,8,53.36381443545344
Al,interstitial_migration,0.1,27695138302321.55,445.2331288121955,439.63955767529313,579.9025318377821,2.3906443072403216,9,140.3056838085716
Al,surface_diffusion,0.23823572446334831,39978320246687.31,179.32279920076238,752.3776900519802,1151.7436627392485,2.7179785089705923,4,197.0231978784893
Fe,interstitial_migration,0.1,46226707600976.19,381.7698675456932,915.9898238924368,514.0385825488427,2.5333698545763816,11,268.28982184570657
Cu,surface_diffusion,0.4059769753496502,18085993610877.938,20.386637170685727,675.5487925578506,610.641717722382,3.652217391813592,9,291.3879436612825
Mg,pipe_diffusion,0.1743721997403522,86941711334120.6,192.96071522659514,703.9196799529376,308.8949589979153,4.116494156083133,8,99.81046964615454
Al,vacancy_migration,0.4491261501658678,40843062649617.99,161.17754670308815,655.49446918574,937.336518966541,5.8680639551958915,6,241.20934927568808
Al,vacancy_migration,0.5403107836506622,60099068397707.266,260.69736813146756,686.4438443181658,542.4946416732826,3.1635189289768775,10,259.099001820999
Ti,surface_diffusion,0.8334207472851006,22780987828135.215,295.47753297023684,538.5731755535506,1145.2762754710513,3.240947407330682,10,113.70440591109536
Cu,interstitial_migration,0.1,84823371611689.7,468.8961433933908,828.4194406347368,1071.7551659615306,2.6322452011665973,10,175.54001395570373
Ti,grain_boundary_diffusion,0.9631663584138516,5278773788240.764,494.26233366296077,678.0484653055404,978.1047392178949,5.351302879694403,8,145.18957267954585
Ni,grain_boundary_diffusion,0.6902584782853918,77081510628915.0,262.27203283251816,818.2835616558058,974.4016618149377,2.674804115760975,6,94.80246239025642
Fe,vacancy_migration,1.199650714930713,4892629279178.854,164.17889256650963,430.13299934373936,788.3933539229108,3.727070152794232,5,144.93613363723918
Fe,interstitial_migration,0.24863608877702573,58483934235635.086,106.1607424253575,83.87788020491188,855.7067837498846,5.814413471003178,7,134.5289429148907
Al,interstitial_migration,0.1,24663538043563.25,443.21802767769526,309.02837683444676,942.5598809178465,3.4760587973837818,7,281.123589632573
Al,surface_diffusion,0.1,26701795768718.117,287.8694662463403,222.19648054954584,723.9261756939391,4.326993671792775,11,229.92239901133863
Cu,pipe_diffusion,0.3608154911939437,63561363322293.01,88.85223059840702,789.2516343100475,1052.2661890619588,3.756463097130558,9,285.4002596968436
Fe,interstitial_migration,0.23542147299802335,38881474351491.58,158.16102850474033,169.34593258216188,668.4086674460502,4.453145575332519,10,148.73717841931574
Ti,interstitial_migration,0.24346934932157763,6407532112414.784,379.2776142333955,550.6830257587435,886.328479136163,3.964179287089509,4,180.93774422963253
Zn,vacancy_migration,0.14462880477670054,86946518224137.02,458.7303286298728,728.421352153633,367.15191659162144,2.4173402114763296,5,177.43067639162024
Mg,vacancy_migration,0.19581816111593564,89690826976628.92,454.2231028452008,528.6725599373532,847.1894080768839,4.977953559797065,10,88.70281014920648
Fe,pipe_diffusion,0.9221349288026404,17128694371763.781,271.47329228592065,669.9809910422847,1036.0866572314253,3.083544220105499,9,206.34929829170332
Ti,grain_boundary_diffusion,0.706866058901516,38861926800361.875,475.90380089458296,982.5367715701414,888.0552589375548,5.949826467840309,8,210.34170480632557
Cu,vacancy_migration,0.6827663470542166,99866140608487.86,341.9901662800947,963.7594445861506,493.6172037822113,2.804736568666607,10,272.1671498309547
Al,vacancy_migration,0.5793286036000513,33069621041725.34,116.06430105155296,57.13625464321323,815.30890850792,2.1971208057909797,7,113.70445449119045
Ti,pipe_diffusion,0.7836735412545568,30020910515548.984,174.90437434359717,601.7666482791741,427.8016369239582,3.800826464460478,5,201.5310972207444
Zn,interstitial_migration,0.12034748129028906,65193969245386.3,47.987848348056474,401.6612911353357,763.2987798004083,3.159833287215147,8,169.12045719715502
Al,vacancy_migration,0.6251431755566638,60933175193252.984,107.84568398644284,183.88739421347773,528.0407353721563,4.465230599386777,10,191.30659529270767
Ni,grain_boundary_diffusion,1.0586204930535525,16614311391241.725,107.75057791688275,34.52638566503991,979.0855794258488,4.5104988036922125,5,247.96856626562814
Zn,surface_diffusion,0.1,34819990184266.145,499.5747833893294,751.3507965772327,852.9434757810783,2.115459357832123,9,257.3961178408578
Ni,grain_boundary_diffusion,0.2682648877856561,84062346712820.39,492.23047898693267,721.6308532367921,375.95167191317194,4.917382137319091,9,172.85343865572042
Cu,interstitial_migration,0.22882476450437406,67033151735405.61,87.66083918929957,784.7945811862392,897.4290947252546,2.3191881862378296,9,101.55703435753887
Ni,vacancy_migration,1.1551447171797227,58959717988886.43,257.1209839611862,216.19854503882922,847.7133040772856,4.009207620657785,9,235.34874306993743
Fe,surface_diffusion,0.12559787242635106,84747246780265.67,463.3962472046506,460.80480411517306,539.2906368465881,3.4263019971314903,10,205.1592380301899
Ti,surface_diffusion,0.3568333778188477,6206099161223.331,367.7790991339585,816.2793314083605,328.96596289386196,3.0212552046850836,6,165.18703374859297
Al,pipe_diffusion,0.38709936894221436,1309310615089.791,100.33205834422121,795.3849896211054,686.295346656238,5.499085450013344,6,95.74334585371736
Mg,grain_boundary_diffusion,0.3689500801219993,97286364138404.17,186.37636003358654,747.4769629435289,740.4178128668267,2.604052469708425,6,176.4668246321721
Mg,pipe_diffusion,0.33906204654066013,85741610179119.2,107.72663847782165,532.0995570711327,516.6164183010068,5.578232011509531,6,72.83730679264522
Ni,interstitial_migration,0.1,40630779023880.18,489.37395730774375,138.92038979855727,393.541790675072,3.4552084337293394,4,68.39025724442905
Fe,interstitial_migration,0.40091822805570365,5216504443060.996,181.41001523566575,616.9765199960339,1090.3946792467827,5.876943989068436,5,73.723291858963
Mg,pipe_diffusion,0.23169495775955595,58881350214004.38,140.52718558690924,294.3931726818305,369.09006343048264,2.266662205103293,7,247.88525158330006
Ni,vacancy_migration,0.6369155310778982,90680195815460.19,475.16773333419525,726.0570488593881,363.60137127727063,3.491728529880368,4,211.88869441335564
Fe,vacancy_migration,1.4166595344775592,79082242758548.66,265.31434454859686,512.2128977377283,938.1993266619957,4.73941201331283,5,177.74919798358562
Ti,surface_diffusion,1.132249577891586,59654990108797.875,14.49346504687904,577.6430201215429,1054.6522727912734,4.689010000296854,7,127.47555683431712
Fe,interstitial_migration,0.4684051075802561,77127816467234.0,12.357189694241654,904.086110043415,363.7231623416295,2.565259893611027,11,131.93173917051774
Mg,vacancy_migration,0.2890276925192542,31897099674801.125,353.11408497898685,993.9728683494642,918.7904149754977,3.074216424838718,5,148.19996427512064
Zn,vacancy_migration,0.19542875082825567,27593177752286.133,254.82720812093913,719.8448872873021,340.8342800464409,4.2672573034747145,10,263.2601655291275
Fe,grain_boundary_diffusion,0.7980565728515634,74634312084340.75,216.30746643602282,235.02938316613856,528.8025270742581,4.363999836343815,6,118.30910486598692
Ni,interstitial_migration,0.1,85301549723461.88,327.1746730811616,873.1172206359113,1172.8285402587185,4.492692972125571,4,226.03058855810866
Fe,interstitial_migration,0.1,68540411293893.12,431.29462067068187,292.6875084908381,441.3529956892248,5.865739240337279,8,269.3412614282671
Ti,pipe_diffusion,0.550213390507714,8048809748975.317,410.3440010471259,575.2982852849233,328.62183673770335,5.548817257031567,8,289.41411859717437
Mg,grain_boundary_diffusion,0.1,79749644859581.16,367.16170410926236,729.7423301527267,682.5613562544067,4.4870375443815895,4,121.04070142621855
Mg,interstitial_migration,0.1,14776328617304.15,187.52064724745094,375.03676522303516,475.0769774100479,5.891251445880858,9,141.29083891950717
Ni,interstitial_migration,0.1,9233011580114.023,435.1518892499213,940.0373108287986,370.9260282408667,4.574565491514905,11,181.05916414079007
Zn,vacancy_migration,0.1,70117606757964.66,427.24630669783465,485.7724701617916,858.6374037015531,4.33628763973508,6,215.45539949727674
Zn,interstitial_migration,0.1,69974646434949.805,118.47818129407838,746.4492626774329,726.0940810544471,5.7493582524988,6,59.98191470129281
Al,pipe_diffusion,0.14145804387205396,16881352837828.316,247.36174905144787,353.1773091741235,586.9683935533883,2.8527141168931327,11,123.65457492122584
Ni,interstitial_migration,0.1,10198254471640.627,444.9823037504545,967.4499664722,363.39598737323433,3.5099908365500903,7,212.80737991641524
Cu,surface_diffusion,0.27420116507190057,1583797063641.8892,106.33906400484972,566.3554869206116,784.0454512140736,2.1401266117624673,7,159.60233308981742
Ti,interstitial_migration,0.1,96915398302740.77,464.12267321903784,799.0050311068549,848.3676953622729,3.277688394856818,7,236.88207996553433
Zn,surface_diffusion,0.1,11770788791714.531,193.5934882069294,660.4308777652327,981.4114415794885,4.408833856992814,8,250.65760540000844
Ti,interstitial_migration,0.49513317097968845,88172522039630.1,151.36239803910956,834.324987230114,1006.1609553929892,4.5641692730715775,8,180.78901578602793
Fe,pipe_diffusion,0.8888126107309989,29208050746986.312,103.39077966206005,698.4762162535673,463.09045563408665,4.58883653797964,11,72.8319110913331
Mg,surface_diffusion,0.2867592715683352,23196771408675.473,42.26630764678618,474.70043474601573,1139.6505317917297,4.694649679573737,4,56.009424166602216
Cu,grain_boundary_diffusion,0.646283883435823,1041889727455.084,5.283436036906675,582.0929601090431,1165.6116728636016,2.2654046879519236,10,203.8514193569427
Al,grain_boundary_diffusion,0.34032258936953874,64639545139267.734,71.68783553411978,380.2305566845593,965.3606658717933,2.412148523900402,8,232.8085362326432
Ni,pipe_diffusion,0.3340089915701634,29699653713085.75,333.87499226049033,27.08837564226769,772.834151806362,4.127285446567772,4,283.41438635206794
Cu,vacancy_migration,0.7166991453325151,8604291736352.133,17.904647208865367,833.1387019029016,1064.6500678599718,5.012230439659637,6,59.70299525671176
Ni,interstitial_migration,0.1,65445888618839.516,414.3474711220009,748.4950717249595,867.6184694810847,3.5934212878636362,5,89.27091190722743
Cu,grain_boundary_diffusion,0.5908518343645401,32891082138814.457,111.40342120014257,994.3566374659982,451.0483692283283,3.322956574263861,7,252.05320762912572
Zn,pipe_diffusion,0.24837482396994637,80341607838655.86,111.4887373938407,620.0172907909376,519.1107219947978,4.883993680179616,6,276.57410047679025
Mg,surface_diffusion,0.1,51070778791145.74,334.9454339292034,735.6032957973473,510.75181757697817,3.8229096027209852,10,144.66866517664613
Zn,grain_boundary_diffusion,0.2649832226165143,55315200777862.14,167.00733537882712,833.2298780293686,853.576469838915,4.536147893654435,6,291.2495145857217
Mg,vacancy_migration,0.2782714884613524,96335044558461.89,284.9142401364227,363.00009976441567,996.8400697689423,3.562916224838756,9,51.015146571718915
Ti,interstitial_migration,0.4169925782628662,31221165859136.152,212.76714886059978,319.4489798070797,985.5488019856691,2.889272836856905,6,126.50381030363846
Al,interstitial_migration,0.1,53771285500969.73,176.2423637990309,462.68819654590243,433.76171742291444,2.3917534615314238,10,271.5047545108976
Ti,surface_diffusion,0.781667551840145,62201833943591.28,81.43611408217394,551.8198367035119,867.6781526832877,5.512724183217238,11,258.12610000808866
Ti,vacancy_migration,1.1006734702323686,36117771826805.22,347.31114372023825,388.02070559551544,419.24906063965796,2.122908718601998,4,98.63904029731799
Mg,interstitial_migration,0.14086734399270745,90412098609027.03,85.16581718493477,566.2361370406046,369.5882202049686,3.5915111179019807,11,202.93447646061793
Fe,vacancy_migration,1.1895428082995516,31939704861106.336,331.72219681948303,223.65307455447157,663.8121802555314,2.901575577267319,5,235.03580169023823
Mg,grain_boundary_diffusion,0.1,10569811949401.436,349.3065006293601,496.596702200795,1096.8967636597135,3.3406125704892826,9,191.40836285937615
Fe,pipe_diffusion,0.5896173748940025,18545015947340.496,380.1936910902518,395.17010252246604,976.4584957603323,3.169389696860606,4,135.54324567171005
Fe,grain_boundary_diffusion,0.7345922167565525,19024683645854.668,421.4703199386308,590.6929751398804,635.0432323140095,5.84345126512792,4,105.40229705978771
Al,vacancy_migration,0.6574457368869453,55164020654089.82,162.07720148108658,506.879198598638,861.5163295721069,3.787124652125512,5,109.87693601007621
Cu,surface_diffusion,0.10536782431027894,75565582680969.23,280.5243676833519,613.0831305858616,1087.5530677520485,3.7332779609315874,4,158.12000010548184
Cu,surface_diffusion,0.33850929635128546,72048202007633.02,25.851499920335087,769.9191670706446,617.2744140105794,5.758258812938717,7,176.4815636230426
Ni,vacancy_migration,0.9088801221246798,39127382021003.0,362.65528777035024,503.6382186336207,847.6419779072552,2.0141959674590852,6,79.22839304389785
Cu,vacancy_migration,0.780960069866309,79442745471138.11,134.85850204126942,735.7014631364398,849.2326096712081,3.026794185858261,7,199.09415442331417
Al,surface_diffusion,0.24346779934443902,54530285536703.49,218.91290581720236,572.241298240674,743.962958478801,3.801117931458163,6,116.99911219884092
Mg,interstitial_migration,0.1,14837919627876.15,358.24346780118435,52.37460970742557,969.5925474417019,2.300835161407967,8,231.77318230605903
Al,surface_diffusion,0.1,81703139996982.53,325.52555848897333,225.28574016785603,483.43754434486016,3.436690602237201,11,72.87317433522811
Cu,surface_diffusion,0.3635844440808145,48122322431194.16,110.49907876181759,505.9868682460737,615.1817327816715,5.117453060190873,6,133.26866990629935
Fe,interstitial_migration,0.1,64223914511140.14,439.31079840378624,785.8368570894078,667.212750298442,2.6442967122778747,9,198.76973387596368
Mg,interstitial_migration,0.1,35560601662914.125,145.95480689517183,494.7931417392727,399.3909341778448,2.6504016336147944,6,188.8662514771682
Ni,grain_boundary_diffusion,0.6143018812371912,18690602276345.02,265.20534398770167,402.7745515501123,781.5262914919056,3.1822099945408704,6,232.68372560142163
Mg,interstitial_migration,0.1,41211029278237.11,497.9431378798579,603.8428089316831,329.8766835590056,4.424709223127071,9,289.3089028710068
Al,interstitial_migration,0.1,45662850050603.945,239.7682225215132,486.6168907838859,586.7892786606162,3.677346629594947,11,295.6224579485155
Ti,surface_diffusion,0.6094220626165112,39427983348071.375,159.2481566319393,532.2506644378526,1151.968571368804,2.582964703495911,4,139.89410031231233
Al,surface_diffusion,0.32533846812495926,98368848453048.33,67.41707572610584,714.3907691044134,639.8772446786802,2.821693026381051,11,131.41162304686333
Mg,pipe_diffusion,0.2089788033619706,62013062062344.36,101.24952480204752,318.14805552806763,831.150064031437,5.49529494941336,9,87.17109808917418
Al,vacancy_migration,0.45340663972279416,48512643211435.01,150.77200664443268,459.5353828692184,773.5284837202317,4.418839175549568,6,179.81230939622162
Ti,vacancy_migration,1.699656731284646,18102709955184.734,38.369756872628116,613.4652136857618,913.5623568590497,5.4105289310861595,9,275.57039261015586
Ti,pipe_diffusion,0.7807712417247334,93329084699863.05,272.60553940870005,673.0483493513827,1147.0994715857614,3.913747352163506,7,224.9216049836921
Cu,surface_diffusion,0.1403309590776894,64672983665170.83,277.421095185804,725.0109236253221,1113.5785546889194,3.576950944517204,4,208.47580676202807
Mg,surface_diffusion,0.1,52345982652745.26,447.70702903350985,146.98715319550183,1065.0756191975725,5.116381023251984,11,195.6332076219535
Ti,interstitial_migration,0.36338501461180145,38828738560227.37,103.47657597431464,342.02054203072964,631.7388256675431,3.8027050173666,8,112.91985096507757
Cu,pipe_diffusion,0.5376533525067175,55795503119542.96,76.98049705221311,693.8156652866792,1164.1695870089327,2.353822962742146,7,87.66455799722956
Zn,surface_diffusion,0.1,46453860869768.2,390.45762607726306,927.9119311905541,1190.9414563166997,5.1504045858465775,9,74.39938496218517
Cu,vacancy_migration,0.43299005055806256,32780961244539.066,365.5178791641554,506.15496227754033,632.0081491685341,3.0612962802586687,7,90.82292049938977
Zn,grain_boundary_diffusion,0.1998695766871068,81753644347202.1,248.81910591884588,598.9809350268171,1056.5405602537307,5.255819135206892,5,131.81434342491605
Al,vacancy_migration,0.6258691767002063,98640082990724.47,73.25167025270929,787.2470288615151,520.6134040090567,4.319575322997124,6,61.33282551199852
Fe,vacancy_migration,1.0769029269879196,81979948366123.9,304.29079893782256,832.1549945250679,513.1215930544056,2.9984813513743034,9,287.27427223210657
Ti,grain_boundary_diffusion,0.839689612965043,74884310779273.33,234.04081054254922,648.5141330377442,800.0712814844728,3.9875095667471823,11,132.7379797391626
Ti,interstitial_migration,0.4681717608143045,26990229520019.844,24.544374974495298,858.667516443334,484.5734257314674,3.4453576790779374,5,263.6684675625754
Fe,surface_diffusion,0.46348869465903036,57221164282235.12,359.89363123414233,354.1041053139252,1195.3648263556133,5.340504653372816,4,193.19412914924837
Al,surface_diffusion,0.1,53387146994610.58,486.65353975018826,990.4803359212369,885.1603133649107,4.057785712541239,7,220.1746490201442
Cu,pipe_diffusion,0.1,87189483414995.45,405.29367220548653,651.7932641827692,1089.3422321469748,2.8592562564165385,6,120.1879876865853
Cu,vacancy_migration,0.8135899324464033,70552259974823.9,59.451508838996695,595.2729392449125,1172.2048778466647,5.096013251639039,5,64.94165191033656
Cu,pipe_diffusion,0.1,16064900895199.83,439.058361052841,810.995452645311,811.0392424504237,4.06237522101741,7,145.26766910860556
Zn,pipe_diffusion,0.1,54098613162056.04,367.8702249467246,25.344917523417813,1091.9871224047529,3.1561989317831167,7,123.7406040409381
Ti,vacancy_migration,1.2381898194561018,44146864220642.95,440.3304392207774,268.51618694348946,385.5870024142026,2.5276586336428917,8,282.7092578899776
Ni,vacancy_migration,1.228571218015472,43837938475621.67,240.08672092979478,602.9769699606368,462.3417919875642,4.717789343266391,11,192.33673612326302
Ni,surface_diffusion,0.272158081753867,5557280478030.137,205.451029494294,32.858726455378815,901.6726246015023,5.947102389542231,7,231.05145567398725
Ni,surface_diffusion,0.23612424825571182,61588385835813.125,287.3516019597439,421.4043944927708,405.9875930489566,2.479113519534244,11,240.83490900831922
Ti,pipe_diffusion,0.5212165150002249,95201453805411.75,415.1628402973506,843.0361665737453,809.7597252844216,2.762794119149739,9,254.03139341348847
Ti,pipe_diffusion,0.8942841142727332,8720300466008.349,92.55436521392262,972.1866258251538,945.5950083367826,4.269359718275743,5,298.62072061303354
Fe,pipe_diffusion,0.4561939376169582,49253706611138.73,412.23077954646936,727.8838706816832,1067.5247823326529,5.409314705941769,9,148.0320367423181
Mg,grain_boundary_diffusion,0.14134476999504997,95791562571100.89,305.39067803897365,325.3774671447297,995.1669499109175,3.8345139497258636,11,85.00012067518563
Ti,vacancy_migration,1.198594970017853,3790221182166.5728,335.69550241249414,810.8202031288783,1117.2669622766318,3.799583423952374,9,262.1842481482935
Mg,vacancy_migration,0.18561522350407705,18485719176434.555,338.3832706198203,436.36683576763056,403.21311814080315,3.4332917143575328,8,144.04544762148794
Zn,grain_boundary_diffusion,0.1100228622729538,56010743241729.82,228.14429927600034,38.324042163242844,1127.8890549077169,2.8756246503652663,11,228.82053283179425
Cu,pipe_diffusion,0.3029199651344919,9917312431742.22,176.96383828765184,362.2031078443596,1058.0538888733943,5.986245678055427,9,89.73188754260067
Al,surface_diffusion,0.1,58017878573767.21,470.8640349752371,641.6758936997893,1068.7950675423094,4.558785513466244,5,151.56870013989663
Ti,vacancy_migration,1.3026984500262362,16437727276269.018,3.9042000901908236,64.59961289755738,473.2694768438415,5.125778415537754,9,251.87789907628724
Zn,vacancy_migration,0.41477963922597705,33088005960899.65,59.53550036725957,171.50847746560413,600.1982531411829,2.3505432711309395,11,223.56927926990977
Zn,interstitial_migration,0.1639604601247912,38697589724618.86,52.45219317465566,873.3893047050968,764.9944462217463,5.612826671663157,6,72.04501531021324
Ti,grain_boundary_diffusion,1.138977909641596,24939627484678.12,198.8423630403019,910.612568735286,1160.4071320645812,2.1424914630163947,7,102.73817981318834
Al,interstitial_migration,0.1,37401262731098.96,441.02720213938426,64.40829590356574,1146.8609591330414,5.127977142044241,10,211.9521995054778
Zn,vacancy_migration,0.2200306177081724,84227469353140.64,426.84785699051974,757.3775682713177,765.4403734400622,5.147838731856788,4,241.692636285333
Ni,pipe_diffusion,0.5990051996447846,80751771828660.58,90.87379134454682,107.03527755801755,981.444747409357,5.964352620486464,4,115.89362205034597
Ni,pipe_diffusion,0.4204188640426077,33001431610456.7,265.73374797870645,76.99841159334396,631.4848550635129,5.752732608178036,5,129.50779602161555
Cu,pipe_diffusion,0.4036703774186201,95378893886169.25,24.815430339315604,496.8563232101359,721.7724376700488,2.4429464980416813,5,61.88690222029088
Fe,vacancy_migration,1.055168767062671,44434983543530.79,366.915059710728,543.699243572025,478.7246804034751,5.198241264968916,11,70.23528357725462
Fe,pipe_diffusion,0.7834321944360938,2814290685974.665,239.67614460791665,459.2043415033586,1066.2915340717273,4.181013785047881,7,224.15159684020296
Zn,vacancy_migration,0.33997808690194165,1430965957932.185,118.64713849757553,197.56188858382683,848.7403403176804,4.220952919623993,7,269.0765074166985
Cu,pipe_diffusion,0.24526071532319002,3382636797402.932,199.20170746356925,499.66519979430865,866.517969158932,3.0144806765359573,8,181.4472108838866
Al,surface_diffusion,0.1229131968676536,95753548732747.2,164.91391471243966,71.43054210907843,728.3783717937715,4.763896604606256,6,282.92024890524146
Ti,interstitial_migration,0.3359556376457825,4556918040529.8545,312.41859684801574,669.6003959298688,538.2962981645486,3.9313396056067735,10,225.26679577746935
Ti,interstitial_migration,0.3375219988071533,80648796189599.33,100.95256025759541,796.3999105455836,622.9904592337759,5.644734357229718,8,252.41308301761296
Zn,surface_diffusion,0.1,21064518724423.164,212.7658224004416,419.38168583481286,698.5724786214771,4.670115272896679,6,241.79615359978513
Al,pipe_diffusion,0.1,94677057144008.19,349.197122970471,422.5855811696137,944.7238071398772,3.93655650847178,4,132.05043763440437
Ni,vacancy_migration,0.6598229644724537,13652778436726.076,119.88986942202374,378.70248366420856,399.9417485627085,3.411224037063623,10,295.95753575281356
Al,pipe_diffusion,0.22097802841882896,71401206319337.83,242.880560274575,310.36754602657203,582.6168873501285,4.14523413901701,8,144.90661660317784
Ni,pipe_diffusion,0.44678762948168477,10442006981904.725,208.8803358122711,167.8654968088995,755.4665086200391,3.695650349950529,9,264.5661371279367
Zn,vacancy_migration,0.4949015958116143,20285603899509.074,39.2591948506012,586.7757233448435,875.9990132370733,4.443674310069045,8,230.9198420232019
Al,grain_boundary_diffusion,0.4230441119163912,89695004734417.6,183.4478309326875,751.2855886035898,1086.844823932365,3.36620492742042,11,78.60517003900567
Ti,pipe_diffusion,0.881596142988363,14611842098473.2,248.14854582014084,625.0491383662938,785.9197791615056,2.070480010918856,11,274.2826165777341
Zn,pipe_diffusion,0.3698548688400644,81369266174480.28,6.561062780816751,322.62752960548016,1001.8583229173852,5.13294287551185,5,210.21809436317815
Zn,surface_diffusion,0.1,57208351107474.96,483.3113050798818,384.0213329400235,830.8577206993965,3.7186276887440077,5,119.09483632897486
Zn,grain_boundary_diffusion,0.2702445549602211,7503352504724.026,53.789351356931355,47.60239875059326,487.6375860685106,5.022430854007193,7,159.76081511736322
Ti,surface_diffusion,0.41631746256465674,77104193573196.05,335.3029048606727,233.14809362111222,516.2904916426802,5.031253222777064,7,292.63882161887466
