material,defect_type,crystal_structure,formation_energy_eV,temperature_K,defect_concentration,supercell_size,k_points,exchange_correlation,cutoff_energy_eV,convergence_threshold
Ti,interstitial,bcc,4.805022101384796,328.27963936014567,0.00736226805018256,512,11x8x6,PBE,785.3996963550353,5.2384195732825325e-05
Mg,vacancy,hcp,1.1960162662216263,769.166442888725,0.009760162218968856,108,8x9x10,LDA,532.8397461572546,3.483856684372607e-05
Zn,interstitial,hcp,2.012590131420971,301.2182631439213,0.002998705475124794,216,6x4x11,HSE06,731.9052481150579,6.10085099284145e-05
Ti,substitutional,hcp,1.8373568333379784,842.9626251434487,0.0047345354140676315,512,5x11x4,HSE06,714.0758172593634,9.914146225485784e-05
Cu,substitutional,hcp,1.0805938332644658,484.48308857413474,0.007256546375543885,64,5x6x8,HSE06,458.7850838352839,8.130125322341362e-05
Ni,dislocation,hcp,1.9449177978873353,1125.7372588187914,0.0029057545522085328,64,9x5x5,PBE,772.2427219386147,5.023393217072827e-05
Al,substitutional,bcc,0.7137938662254801,984.979475421488,0.0035433233806456254,108,5x9x5,PBEsol,573.1264008837877,5.346094321657507e-06
Mg,grain_boundary,fcc,0.8642272714404798,1164.5642779618797,0.0019700601188298306,64,5x6x10,HSE06,485.58281547529475,2.2899272079512913e-06
Mg,dislocation,hcp,1.2327570889798904,928.4800415048155,0.003952664057173393,108,11x7x10,PBEsol,656.2460734195549,6.69934474256153e-05
Fe,dislocation,bcc,2.0939913699872665,310.8928050984967,9.137565232384248e-05,108,10x6x8,LDA,723.231712942332,1.861092428085332e-05
Zn,substitutional,bcc,0.5685788285647099,732.801131942708,0.00662467768299898,512,10x6x5,HSE06,597.8700758365134,5.1759304533450185e-05
Zn,vacancy,hcp,1.0818649380638201,1126.5837889308677,0.009509335016430982,108,8x7x8,LDA,629.5365016418053,4.214478569482621e-05
Al,interstitial,fcc,2.9304058064841048,498.767504666708,0.00039026070329334887,64,7x8x11,HSE06,625.3298568132186,4.332268130148306e-05
Ni,interstitial,hcp,3.8152632455731754,1104.6848722799257,0.009464618674990904,512,10x5x7,HSE06,617.8023076196912,2.124162771941647e-05
Al,substitutional,hcp,0.7651629728188309,627.9188145854089,0.0029531227830939324,216,11x6x11,HSE06,532.8764132462418,6.966818768990573e-05
Cu,dislocation,hcp,1.2559221984403373,340.8629533218233,0.0029010019072954105,64,9x4x4,PBE,566.6263313929169,5.2728507927473255e-05
Ti,vacancy,bcc,2.0974785607410324,309.08154602012223,0.00437538178415549,216,10x7x10,PBE,739.3701516362098,4.2840290504347306e-05
Cu,grain_boundary,fcc,1.1106409055680473,412.8208282131471,0.003370310292448848,108,8x11x4,LDA,431.38232652684957,5.4905198951282644e-05
Cu,substitutional,bcc,0.9278461284949583,1156.9996071278351,0.00042518055977071014,512,10x4x6,PBE,624.0366789773582,7.82924534668892e-05
Zn,vacancy,hcp,1.0460487289848575,1044.755687885899,0.006972396609714459,64,10x10x5,HSE06,740.1886459043351,3.5115804360308406e-05
Cu,substitutional,fcc,0.9726994005740008,602.0494088428584,0.009785276158423017,512,11x10x8,HSE06,619.7239085920417,3.188641801231543e-05
Cu,dislocation,bcc,1.8448975436919866,854.3207241090491,0.008432937631273087,64,6x9x4,PBE,786.8141101024585,6.115203444138149e-06
Al,grain_boundary,hcp,1.072131864034021,1165.3620050847762,0.007144393225502357,216,7x7x10,PBEsol,748.5656136763417,6.759759642668091e-05
Ti,substitutional,bcc,1.7202786826437446,558.8694561393104,0.0030684592186218905,64,8x4x7,PBEsol,642.2019066463506,2.5466023911477802e-05
Al,interstitial,fcc,2.6975562814374694,350.9270905320441,0.0037398365490811237,108,10x10x10,PBEsol,712.3983574459966,7.87416123400855e-05
Ti,dislocation,fcc,2.534064602342907,1123.2580034608532,0.00011579511683402905,108,9x5x8,LDA,561.4404009446365,7.405061349862602e-05
Cu,dislocation,fcc,1.7566599891136003,366.6379961211132,0.006055221209474833,108,7x11x5,PBEsol,787.4149326799569,6.076008285537814e-05
Zn,substitutional,fcc,0.571845514371835,712.2199905014329,0.0009218604370757907,108,6x9x10,HSE06,670.4105152210191,7.095635711799224e-05
Mg,vacancy,hcp,1.1807767111691987,1079.4860702505225,0.009467390555505032,108,7x5x9,PBE,420.19557776496316,6.312117060664366e-05
Ti,dislocation,hcp,2.527364702695341,1161.8229135754355,0.003990954141106705,512,9x11x9,PBE,599.2161572227476,7.453967251572532e-05
Cu,substitutional,hcp,1.0325777679771746,761.4537548355984,0.004384411415327583,108,7x8x11,HSE06,479.70813458672035,8.786953461879372e-05
Ni,vacancy,fcc,2.0322430791462236,682.2943773825476,0.002154228469444144,108,11x10x5,PBEsol,722.0361273982651,8.247539669913498e-05
Fe,grain_boundary,bcc,1.817815017745019,528.0214530536953,0.009876608263820176,64,4x8x9,HSE06,615.3327773022854,2.761649792383716e-05
Ni,vacancy,bcc,2.0941686535024155,1086.3506281640025,0.006379904672584704,108,7x6x8,HSE06,425.6025386434484,8.264958049735376e-05
Mg,substitutional,bcc,0.6847828115973799,741.9861564448486,0.009271179177955415,108,9x5x4,PBE,769.6107481702932,1.2076181038363262e-05
Ti,grain_boundary,fcc,2.127101044227509,1093.5215506591571,0.008141442730226028,64,4x7x7,LDA,577.3226038068701,5.5784638598709015e-05
Al,grain_boundary,fcc,1.1339493402084453,1010.363563487717,0.003078650520975776,108,5x10x11,PBE,527.4435851054428,9.045228589982051e-05
Mg,substitutional,fcc,0.6874803486046449,1072.935094051339,0.006769730889185377,216,9x4x10,PBEsol,518.3771555434627,4.645973413952362e-05
Zn,grain_boundary,bcc,0.7904640108518324,686.6477329191271,0.007406520862794812,512,5x9x9,PBEsol,433.4217350042759,2.8937676772914137e-06
Fe,interstitial,hcp,4.1085649532977895,394.8109360331999,0.0022243906861769552,108,10x10x10,PBEsol,507.04031954468303,3.42317094708669e-05
Mg,dislocation,hcp,1.1166682623925261,686.0499000871298,0.005409509133376971,64,8x5x5,HSE06,618.6741020397155,5.796552934132868e-05
Ti,grain_boundary,fcc,2.131035707871254,695.1860087257456,0.009804375267133448,108,4x6x10,PBEsol,603.1220255835117,4.2507894455436175e-05
Al,vacancy,hcp,0.9804524623176707,804.610465445055,0.006284636139689257,64,9x7x4,LDA,701.0553176287344,4.70404695817638e-05
Mg,vacancy,hcp,1.0657008260772938,778.4196570974939,0.005106107392297972,216,6x6x8,PBEsol,555.1304359667724,8.055022828679773e-05
Fe,interstitial,bcc,3.980873637122671,968.7733856682421,0.008479430909749721,108,5x8x8,PBEsol,573.3888931022537,9.97210530363921e-05
Fe,interstitial,fcc,4.224973822107025,956.3112686222787,0.006084480949864298,512,7x6x5,HSE06,683.5062620916617,1.8280045058088528e-06
Fe,interstitial,bcc,4.2937473387978216,868.7898123565701,0.0009546206511283134,108,8x11x8,PBEsol,721.2008287831349,5.228279857405786e-05
Al,substitutional,fcc,0.7687973253624236,647.9581553704508,0.006625176985469141,108,4x11x10,HSE06,638.8621223961208,6.57591409657595e-05
Ni,interstitial,fcc,4.67972266787059,576.214061875113,0.004150297182785382,512,6x4x11,PBE,485.96505481455836,4.306023344394061e-05
Ni,interstitial,hcp,3.817870262888228,1039.6478519268235,0.006595448175639062,108,4x10x6,PBEsol,699.2931325327584,2.3279145740916343e-05
Mg,grain_boundary,fcc,0.8319431482429337,835.7729393347402,0.0026470856342266486,512,11x10x10,PBEsol,714.6833362829236,7.759259392467092e-05
Ni,dislocation,fcc,1.8440664855779665,533.6188043475443,0.0003377303623407658,64,7x11x9,PBEsol,713.5089556068997,4.3469508252248156e-05
Mg,substitutional,hcp,0.6936194097546957,524.1078624981809,0.005767447286178706,108,6x8x6,HSE06,628.4649194489444,3.1098996972351964e-05
Ti,vacancy,hcp,2.347739771875347,1005.3644259677128,0.005662240731559485,216,9x9x10,PBEsol,766.6413206569644,7.090969170978635e-05
Ni,substitutional,bcc,1.4276786651478133,1077.9899221815276,0.005869778129082512,216,6x6x5,PBEsol,455.3741973317577,5.830517663552366e-05
Fe,substitutional,bcc,1.5881582413839366,869.7653881495618,0.004693382988030579,108,4x5x7,PBEsol,637.2632876157872,6.281451701900872e-06
Fe,grain_boundary,bcc,1.8918063830304521,399.0569557810037,0.009250546706254803,216,10x4x4,PBEsol,510.11528538074407,1.6464450299975578e-05
Zn,dislocation,fcc,1.2425800868775074,709.6547925602908,0.006677938155439927,512,5x11x4,HSE06,468.57367068421706,4.590432099236058e-05
Mg,dislocation,bcc,1.4123166290160925,1158.181588066358,0.008816274783140099,108,7x9x5,HSE06,637.1360722032441,3.613754142682399e-05
Mg,dislocation,fcc,1.2650270699255886,846.1622599861253,0.008809849083390935,216,11x8x6,HSE06,673.3815109630036,3.8168669857123354e-05
Zn,vacancy,hcp,0.9206163538141506,922.0906284478863,0.006030792510977781,64,9x9x7,LDA,426.806615100484,9.7558970214428e-05
Al,vacancy,bcc,0.821311284505781,489.71379139502574,0.002294428404599686,108,11x7x10,PBE,611.9525044354104,9.854507939644127e-05
Al,dislocation,hcp,1.3400348610148545,569.4450363348135,0.0023258274160861043,64,7x8x8,LDA,790.1493108585684,1.7841426313618868e-05
Ni,interstitial,bcc,4.0511141680137115,572.1775601506828,0.005634520236474058,108,5x11x11,PBEsol,524.6759314060166,1.3109496987640895e-06
Ni,vacancy,fcc,1.6073690986077056,1040.1430900668188,0.0005707302912466855,64,4x11x5,HSE06,796.7091523916997,6.675596959410678e-05
Cu,grain_boundary,fcc,1.3268224037294551,723.780620600859,0.006560894164735064,512,10x4x6,LDA,562.7219203806894,3.3495077462155604e-05
Ni,substitutional,fcc,1.354438545819485,1100.895353826138,0.00817874520024464,512,5x9x10,PBEsol,491.93069031904736,5.5713564509898076e-05
Al,grain_boundary,hcp,1.0072325926651338,466.74331984499133,0.0027871519880872495,108,11x9x11,PBE,630.6456028518871,5.631782851781537e-05
Mg,vacancy,bcc,1.0751976144648068,630.6516558273634,0.0008710851658095848,216,8x9x7,PBE,410.09493833930566,2.6011957031507383e-05
Ti,interstitial,hcp,5.4758678782532595,861.1300474673668,0.006003214323819842,64,9x7x4,PBE,540.4877549395123,1.0283876099444634e-05
Cu,interstitial,hcp,3.221945533847447,1117.5910966914378,0.0046812224732886674,512,10x5x9,PBEsol,605.1688659099063,7.070424386081257e-05
Ti,interstitial,fcc,4.743744516386177,906.9596866325834,0.007629170462208088,216,7x10x4,LDA,603.9416038201831,5.062628881794721e-05
Zn,dislocation,bcc,0.9899653725688552,1055.2623554822687,0.00160763516753374,64,11x10x7,PBE,709.3524191129,9.15816206427189e-05
Fe,dislocation,fcc,2.0553000038502507,349.9725295282355,0.005685080520180892,108,8x8x8,LDA,771.657886884675,3.934492927955609e-05
Cu,grain_boundary,fcc,1.3004727031338732,997.7196466514544,0.0023450215745151356,216,5x10x11,HSE06,654.837880329777,6.013194961499346e-05
Mg,substitutional,bcc,0.7204770239059852,839.6648116139293,0.005063796763233324,512,5x8x7,PBEsol,686.4199892968578,7.091837009297096e-05
Zn,dislocation,bcc,1.0558710229491726,428.0297157991339,0.0031323188550959414,512,11x11x11,PBEsol,771.4522248461576,7.119037608233041e-06
Al,dislocation,hcp,1.4688230437649654,521.9927542248658,0.004710131564094901,512,11x5x6,HSE06,517.7066946548457,1.236489579787673e-05
Fe,vacancy,hcp,2.6940346222141542,524.512383863909,0.007171488564153464,512,10x7x10,LDA,676.4223250957048,2.7891684946162598e-05
Al,interstitial,bcc,3.1701943112223225,1076.8219839621652,0.008225123998252981,512,9x8x10,PBEsol,519.9768279108091,6.0012113568592296e-05
Mg,vacancy,fcc,0.805764213984475,619.6184829784313,0.0004534466409998598,216,9x11x10,LDA,759.354586633614,4.0552359674106546e-05
Al,dislocation,fcc,1.3957367326766008,1001.9894942194899,0.000988273331619776,216,8x9x8,PBE,426.8936720362245,5.988989057068905e-05
Al,dislocation,hcp,1.4250483588006093,392.9385079875436,0.0017260662455866743,64,8x9x7,PBEsol,717.4282618155206,4.14606995137512e-06
Cu,grain_boundary,hcp,1.2721326060062605,496.4338854243565,0.009894328226030535,108,9x5x8,HSE06,728.2784643067117,4.825768941411773e-05
Ti,vacancy,fcc,2.1319276367557203,1051.1318573357448,0.0035839882320600662,108,10x11x8,HSE06,729.4494442995895,3.907649652189805e-05
Al,grain_boundary,hcp,1.0821036104785597,841.5139476164665,0.00937115234025185,216,11x5x5,LDA,624.87552442581,7.176057436795064e-05
Ti,dislocation,hcp,2.8815447241171515,339.63634144961793,0.006933658202193333,216,11x5x11,LDA,725.8684018839956,6.157127099021892e-05
Al,substitutional,bcc,0.7687851523399177,671.8552654869476,0.006758553428115633,216,9x7x11,HSE06,411.6620744088356,9.081764549128418e-05
Ni,grain_boundary,bcc,1.3440379165648602,752.1845584497387,0.007315132110671456,64,11x6x9,PBEsol,525.9303317406595,5.262187868851188e-06
Ti,grain_boundary,hcp,2.1074061384686757,431.7926309425345,0.008329464226026706,108,7x7x8,HSE06,600.1909263466873,4.394328603578374e-05
Zn,interstitial,fcc,2.3572290130403872,592.6900766485902,0.00039365487300228153,64,11x9x11,PBEsol,576.2294112049229,1.4108056736149007e-05
Mg,substitutional,fcc,0.7177889157438948,919.241001366716,0.001204755400312101,216,7x11x10,PBEsol,710.5161910063791,1.3919625147601239e-05
Zn,vacancy,bcc,0.795589703748307,314.9332325693381,0.006617525107756923,216,6x6x8,PBE,779.3006151160317,3.115563322164486e-05
Al,interstitial,fcc,2.841996867922831,335.45265032353745,0.005739924710824036,108,11x9x4,LDA,525.482604820826,2.5539462514113943e-05
Cu,dislocation,fcc,1.7218261881245287,355.69713151242775,0.005354144043875331,216,10x10x9,HSE06,420.22924152969154,4.3186002557270845e-05
Mg,substitutional,fcc,0.5226625986790558,533.4495606688766,0.0008768253827620582,64,9x10x11,PBEsol,700.9873350345977,6.078091049140343e-06
Ni,grain_boundary,fcc,1.4992922796710912,924.4250012706706,0.0055280709179677985,64,6x10x7,PBE,459.69978789658956,2.754926240674642e-05
Ni,interstitial,bcc,4.096759967370904,1044.6208993435312,0.0058488014782571325,216,9x9x8,LDA,754.4344435254066,8.967330448239503e-05
Ni,vacancy,hcp,2.1605855124791926,1087.6062401022423,0.007905414582206463,108,5x8x7,HSE06,695.180378959037,3.668697600901384e-05
Cu,dislocation,fcc,1.6942557902585667,405.55213302040056,0.001691448722618723,64,8x10x6,HSE06,587.0724849939509,6.23196069672837e-05
Ni,interstitial,bcc,4.68704062287794,750.6398332530042,0.006448967366926985,512,4x6x10,PBE,711.8066805696253,2.603839336607254e-06
Cu,dislocation,hcp,1.62976146523108,475.50808239475424,0.006521278525754625,108,11x7x7,HSE06,450.3820785517433,9.793600395496094e-05
Fe,substitutional,fcc,1.561308519606303,591.4376174121883,0.006611745643608537,108,11x8x9,PBE,739.7785624902942,5.454685302307012e-06
Al,interstitial,bcc,2.4551898424546716,413.7477801651004,0.0002794112318665566,512,7x10x7,PBEsol,570.559342720649,5.5266375070074184e-05
Mg,substitutional,bcc,0.7046401896455553,345.3750962419883,0.008903952824231806,512,8x5x9,PBEsol,735.9281408813954,1.3621082333884375e-05
Cu,interstitial,bcc,3.50533513425172,564.0180792969088,0.005255177603251576,64,11x4x8,LDA,645.7943110046525,5.85383469483747e-05
Zn,grain_boundary,hcp,0.621693996879683,698.1298797921769,0.0004256566226560751,216,9x8x10,PBEsol,453.8305068416431,1.0347470868387615e-05
Al,dislocation,bcc,1.5530656746458675,880.4126147631204,0.002883227520096518,64,10x6x4,LDA,501.7925326473041,2.2768495091630186e-06
Zn,grain_boundary,hcp,0.8022115118574625,645.6383745519904,0.006663012346928907,512,10x11x6,HSE06,794.9344634318184,4.496625213375524e-05
Ti,interstitial,hcp,4.685097754200981,588.0245849061528,0.004765136251122756,512,9x11x8,LDA,453.28396965465146,6.360722939008535e-05
Fe,grain_boundary,hcp,1.7970995765570825,531.0691466787822,0.008041152600666294,64,7x4x9,LDA,577.2134825350478,6.209348849843698e-05
Mg,substitutional,hcp,0.6304104653163878,771.2072215768702,0.002823342441658916,64,7x11x6,LDA,442.1933709844143,5.897318070338864e-05
Zn,substitutional,bcc,0.5500354121778054,770.8917494737874,0.002718593374285212,64,5x7x4,HSE06,723.9697681211597,5.872989169085877e-05
Mg,substitutional,hcp,0.6601831653185368,931.5644464895314,0.005565089908850872,108,8x11x11,PBE,790.0719903902034,8.348723130307077e-05
Mg,vacancy,bcc,1.0885188564781858,908.4945232329167,0.0030730823795153575,64,10x5x7,HSE06,787.7287249136716,3.840608215899148e-05
Mg,grain_boundary,hcp,0.7486692461614561,395.70356761340446,0.0011422855531270115,108,5x6x10,PBE,576.8133683724494,6.517511341197676e-05
Mg,vacancy,bcc,0.8989700011226408,477.87529853201715,0.0018060017656958435,108,9x6x7,PBE,450.7296090201675,3.978250260566554e-05
Cu,dislocation,fcc,1.843212130852937,493.42487824804726,0.0004205987703628993,512,8x11x6,LDA,616.1115572749684,8.848748178487984e-06
Fe,vacancy,bcc,2.6672157243774466,634.391860187887,0.006144385674305808,512,10x4x7,PBEsol,432.07470272484534,4.820704889557932e-05
Ni,dislocation,bcc,1.7590101517785433,475.67744811469424,0.006785233195337162,512,11x11x9,HSE06,606.5133196790696,5.848387736505377e-05
Ti,vacancy,bcc,2.5219587856783496,1155.479538858968,0.00022163942067422615,108,8x10x5,LDA,409.64407736346675,1.2529434117689541e-05
Cu,substitutional,hcp,0.954414169950428,494.6994998677443,0.004426330881982222,64,5x8x11,PBEsol,487.2697318373093,9.360243796940462e-05
Cu,vacancy,hcp,1.440567661975666,1162.151273933524,0.00541159713496357,216,4x4x5,PBE,727.84382122632,8.266052298122325e-05
Ti,interstitial,fcc,4.009891380434701,899.8697790237314,0.000801977160369413,216,5x7x8,HSE06,639.2036469314999,3.9125157679479935e-05
Mg,grain_boundary,fcc,0.7080962697674993,1055.2319472636773,0.0014541215975126206,64,11x10x11,PBE,797.832795614104,2.0982341701012056e-05
Mg,grain_boundary,fcc,0.978153132618951,341.0266421538019,0.009459762927566147,64,5x7x4,PBE,718.5937557318323,7.59190509344459e-05
Mg,vacancy,fcc,0.9712920960294803,955.9076000309184,0.00047068293799029984,216,4x7x6,LDA,564.3155239998447,4.947476352717123e-05
Ni,dislocation,fcc,2.117484560484373,403.2782394724519,0.004904594783335947,108,10x8x5,HSE06,768.9737134624497,8.200759830088172e-06
Cu,vacancy,hcp,1.5747265012118952,1047.5604843886122,0.002247349319020025,216,9x10x11,PBEsol,477.90939907489036,8.123635350433113e-05
Ni,dislocation,hcp,2.0672861290616056,361.1759698374633,0.001813074384936046,108,8x9x10,LDA,798.6105235194477,1.438651405757262e-05
Fe,dislocation,fcc,2.230185676666128,902.29712693238,0.004838541596066613,216,5x10x10,PBE,662.3613252393598,2.0682592032802895e-05
Fe,grain_boundary,bcc,1.6912113895764875,338.98374592888075,0.006993695323060179,64,10x8x5,LDA,644.0431688144938,4.9329589855770586e-05
Zn,dislocation,fcc,1.0782779422202322,587.1405668990158,0.004155725116557598,108,8x6x9,PBEsol,776.5896950024262,1.8266517444038454e-05
Fe,vacancy,hcp,2.650108154720733,666.6289717915491,0.005214248837715939,64,4x7x9,HSE06,635.2374550421788,3.229169070048314e-05
Ti,substitutional,hcp,2.0406714257948395,1121.7373202008703,0.005721657514258341,512,11x10x5,PBEsol,574.3980722282344,5.98108970911143e-05
Ti,interstitial,bcc,4.33106505410718,379.009413352344,0.0017191227741162269,512,11x7x8,PBE,641.9357717450325,3.935767829633133e-05
Al,grain_boundary,fcc,1.0167532548457194,599.502782064716,0.005574492238177558,216,5x10x5,PBE,772.6961613266033,9.96979923237553e-05
Cu,grain_boundary,hcp,1.154061498299322,587.7688758669254,0.0005721145165410622,64,5x7x11,PBE,704.0022179848394,3.194720446592171e-05
Ni,grain_boundary,hcp,1.2415907195564582,1097.6593948101458,0.0015145603414614861,216,4x8x5,PBE,691.7239201908825,5.7930996772422654e-05
Cu,substitutional,bcc,0.9541159407530804,581.9398289225494,0.006361048135101905,512,11x4x7,HSE06,700.5115697495067,8.98025336470767e-05
Zn,vacancy,hcp,0.7919042224425507,605.3165950564527,0.0006252508414505256,512,5x7x11,LDA,594.2587461337109,5.5046429797591005e-05
Ti,grain_boundary,hcp,2.0284430004908174,432.0256026136634,0.00690353814616039,64,10x4x9,LDA,492.5119713263822,2.511354146059856e-05
Mg,interstitial,hcp,2.278612118699142,914.3873445397791,0.0023569928890652928,216,4x8x4,PBE,696.7910918055943,6.809460087893072e-05
Ni,substitutional,hcp,1.1407379515999383,1073.7116265722998,0.009594762357371164,216,4x6x6,PBEsol,619.5638526560286,1.9730383446645135e-05
Ni,grain_boundary,fcc,1.443228056816359,1013.7567255335903,0.009812434732957166,512,8x8x10,HSE06,751.7118224628027,7.28117884232509e-05
Zn,interstitial,bcc,2.075051366233652,363.8243635391813,0.0034986108220141122,216,6x9x10,PBE,519.3089816936491,7.777502437518094e-05
Ti,dislocation,fcc,2.5145242365844904,454.43673035867096,0.0016754299854353672,512,8x4x9,PBEsol,793.0958163641544,2.574731619601414e-05
Al,grain_boundary,bcc,1.1117449045708891,721.182416230239,0.004107681744671271,216,4x11x5,HSE06,700.8457330787899,5.177459948822151e-05
Cu,vacancy,hcp,1.4470699844655723,301.4793814012047,0.0037647732102444194,108,4x5x4,HSE06,766.0006150990109,8.454406171186198e-05
Mg,interstitial,hcp,2.7252610166426363,1088.5732304426006,0.007228123221614591,512,7x8x5,HSE06,549.929969739999,6.251173179141502e-05
Ni,interstitial,fcc,4.105519848843723,397.22606174242134,0.002327133747229363,64,8x11x5,PBEsol,536.4977799030883,4.497415728095829e-05
Zn,grain_boundary,bcc,0.687791975142659,904.4289686450334,0.00031819319566849555,216,11x5x5,HSE06,701.8277444822946,2.561188357671733e-05
Al,dislocation,bcc,1.5920427899278051,540.3675067106992,0.0053470745698321635,108,6x11x6,PBEsol,534.9322435383062,8.29248457014279e-05
Mg,vacancy,bcc,0.8883597836839733,361.36795778891644,0.0018720555798346068,216,9x9x8,PBEsol,790.9985032835573,8.097869892271415e-05
Fe,vacancy,bcc,2.3655473050164706,568.2595810530038,0.0032046924601160094,108,6x11x10,HSE06,530.5128606275786,3.055045180272457e-06
Cu,grain_boundary,fcc,1.268246649855822,370.07086764789267,0.009554526466189237,512,6x8x9,LDA,484.9142566674365,1.2440279291382543e-05
Ni,interstitial,hcp,4.137057090533074,753.3375483756636,0.008784280214586571,108,5x5x8,PBE,601.3380522424616,7.984761559082426e-05
Al,dislocation,fcc,1.4151965554276025,378.7018516198969,0.0037742544047897116,108,8x10x10,LDA,787.8463755617352,7.373614845623755e-05
Ni,grain_boundary,hcp,1.5214303587854618,427.07915718346646,0.007635394920838455,108,6x10x6,HSE06,653.3052806437641,4.557796589932106e-05
Al,substitutional,bcc,0.7350135073471041,362.13324322023743,0.003348555629864901,216,5x10x5,PBEsol,675.5242014359949,5.564169974498619e-05
Ni,vacancy,fcc,1.9811247094332995,569.9078336950827,0.006428307909992586,216,9x6x7,PBE,477.2640033633731,4.7659519182837996e-05
Cu,interstitial,hcp,3.7131132875220643,322.8137438375446,0.006900778837206087,64,11x6x8,PBEsol,480.8597596901083,5.5003543708988736e-05
Mg,vacancy,fcc,1.0868783896384464,657.5443255564137,0.0024562607088189667,64,8x5x11,PBEsol,482.3177507957687,7.441504473821613e-05
Ti,interstitial,hcp,4.625875439476827,1088.9524443143025,0.007288969175078924,64,4x9x4,PBE,535.5293929691229,9.525418221726128e-05
Ni,substitutional,fcc,1.1450102699827416,494.92126706451677,0.008726386228973478,108,5x9x7,PBE,577.9409731310163,4.941579164447904e-05
Cu,vacancy,bcc,1.3278544667769603,687.7724478440437,0.0031226066459800936,108,6x11x7,LDA,776.3969290297748,6.26978269337327e-05
Mg,dislocation,fcc,1.0325851559427768,318.02090675896886,0.0006260069081625978,216,7x9x11,LDA,474.5679219415898,7.518757422785073e-05
Fe,interstitial,bcc,4.204681877991823,324.18088864044176,0.003805438373044866,108,6x5x9,LDA,590.0401362766881,8.98975664023169e-05
Ni,vacancy,fcc,2.3738381765181855,900.0583768718308,0.005110196459707576,108,4x10x10,PBE,665.3242838016008,8.407087018116154e-05
Ni,interstitial,hcp,4.105116191475428,930.7791292128858,0.008555655683235288,512,8x9x9,PBE,758.9589273286344,1.2818720122481484e-05
Ni,dislocation,hcp,1.7633185975455754,472.5625956512398,0.005555417304416145,64,6x8x11,HSE06,739.0190532218945,1.899994763089654e-05
Fe,interstitial,fcc,4.5744450982435625,871.7910120374889,0.001965673182595156,512,5x11x8,HSE06,522.5071548018459,2.7243047149518688e-05
Cu,dislocation,bcc,1.4578038566764917,347.5440177282498,0.007261122429987022,216,4x7x10,LDA,469.83594049887455,7.10352012410313e-05
Ti,vacancy,bcc,2.433005993277707,985.9908524827594,0.005917577971955113,216,4x10x7,PBE,563.1558434029121,2.868399553082742e-05
Ni,grain_boundary,bcc,1.452015585348966,996.977545145673,0.0038561500904487375,108,8x9x8,LDA,538.80093416488,9.335390132253668e-05
Zn,vacancy,fcc,0.9870422213526293,1076.240659708471,0.0031606554141111486,108,11x6x5,LDA,788.9845560111609,5.22830327062337e-05
Ti,vacancy,bcc,2.0512733847137814,1004.7002082124818,0.007501782141085695,108,6x5x9,PBE,707.4988525450051,7.132705339319804e-06
Cu,vacancy,hcp,1.5372092111967013,682.4581671561873,0.003829448589694551,64,8x5x5,HSE06,568.6850470103666,4.952330723811371e-06
Fe,substitutional,bcc,1.6287929271066914,615.1788129208971,0.006172578610361587,216,7x4x6,PBEsol,788.0297826666828,8.6642038838164e-05
Zn,grain_boundary,fcc,0.8221363965389736,710.0845944958896,0.004820691380429548,64,7x11x5,PBE,445.3198417593071,1.801934321498333e-05
Ti,interstitial,bcc,4.657721720620576,498.28718875977074,0.005153536574755774,108,6x7x7,PBEsol,550.7944669147366,6.071809314785093e-05
Cu,grain_boundary,hcp,1.273395450793575,413.5037901378695,0.005817633553207294,64,8x8x6,PBEsol,687.6937676176588,2.7883495062571084e-05
Mg,interstitial,hcp,2.616464269417471,570.8696876684595,0.001841263675730085,216,7x5x8,PBE,798.2043872063466,4.5577404233717484e-05
Ti,grain_boundary,fcc,1.9511022083708212,992.1550198437518,0.004255631087059157,64,7x7x5,PBE,520.7237478650775,4.702302050470932e-06
Al,dislocation,fcc,1.44883075766128,1046.6092482855317,0.0013378228483399627,108,6x5x9,LDA,651.4008680944816,2.23004065407815e-05
Al,grain_boundary,hcp,1.0277468640817624,964.691448057267,0.0006388817679797252,512,9x7x10,PBEsol,418.797000401247,3.454248913887997e-05
Zn,dislocation,bcc,1.1567285257372535,1082.5803046334818,0.0018073947555717206,512,8x4x10,PBE,497.0177106331883,2.987765162143702e-05
Ni,dislocation,fcc,1.8857069247487361,897.3684647628484,0.001183265686328933,108,4x9x9,HSE06,567.7338721677154,7.040866114906272e-05
Al,dislocation,hcp,1.4854418757562766,417.9527677238613,0.007974146184719878,512,6x6x5,HSE06,763.9720632638874,7.200892571070989e-05
Al,grain_boundary,hcp,1.1406482040724133,565.4512416381078,0.004755160598085036,108,4x5x10,LDA,427.501562568995,5.54220082611678e-05
Ni,dislocation,hcp,1.8960565416521367,355.9845823731219,0.008227206514250346,64,5x8x8,HSE06,521.9612497540254,2.0074963252183334e-05
Mg,dislocation,hcp,1.0690606978269646,449.5664996487743,0.003327962035627281,108,11x5x4,PBE,420.99268403989106,4.557339238058911e-05
Cu,substitutional,hcp,0.9697771527363026,1165.273086381275,0.006359471746331675,64,8x5x4,PBEsol,587.0882463884603,6.098378470276882e-05
Mg,substitutional,hcp,0.6708420458065073,400.7411203213103,0.006095449404158828,512,5x7x5,HSE06,754.9698141481441,8.949941755632906e-05
Cu,substitutional,fcc,1.020255628361757,536.4488492051726,0.004723012740952641,216,11x4x4,PBE,421.9865227359288,5.827564000214962e-05
