building_id,building_name,address,latitude,longitude,building_type,primary_use,occupancy_class,construction_year,construction_period,architectural_style,heritage_status,gross_floor_area_m2,footprint_area_m2,number_of_floors,building_height_m,floor_to_ceiling_height_m,building_length_m,building_width_m,total_wall_area_m2,total_window_area_m2,window_wall_ratio,roof_area_m2,usable_roof_area_m2,building_volume_m3,shape_factor,has_basement,number_of_units,material_structure,material_facade,material_insulation,material_windows,material_roof,thermal_u_value_wall,thermal_u_value_roof,thermal_u_value_floor,thermal_u_value_window,thermal_r_value_wall,thermal_r_value_roof,thermal_r_value_floor,thermal_r_value_window,thermal_thermal_mass_kj_k_m2,thermal_air_leakage_m3_h_m2,thermal_thermal_bridge_coefficient,thermal_solar_heat_gain_coefficient,thermal_infiltration_rate_ach,quality_overall_condition,quality_condition_score,quality_maintenance_backlog_cost_eur,quality_structure_condition,quality_structure_remaining_life_years,quality_envelope_condition,quality_envelope_remaining_life_years,quality_roof_condition,quality_roof_remaining_life_years,quality_windows_condition,quality_windows_remaining_life_years,quality_hvac_condition,quality_hvac_remaining_life_years,quality_electrical_condition,quality_electrical_remaining_life_years,quality_plumbing_condition,quality_plumbing_remaining_life_years,energy_rating,leed_certification,breeam_rating,last_major_renovation,retrofit_potential
BLD_00045,"Thomas, Pitts and Booker House","9615 Finley Road Suite 809, East Crystalport, IN 98381",-65.738982,52.986657,retail,boutique,M,1932,1920_1945,International,listed,11826.0,5913.0,2,8.0,4.0,104.6,56.5,2566.15,736.41,0.287,6369.47,5277.98,47090.09,0.217,False,1,concrete,brick,none,single_glazed,pitched_tile,1.948,1.988,1.734,5.205,0.513,0.503,0.577,0.192,338.8,1.82,0.058,0.64,1.42,good,3,5158791,fair,33,very_good,19,very_good,18,fair,34,good,30,very_good,16,very_good,21,F,None,None,0,high
BLD_00046,Hodges Ltd Center,"40050 Howard Meadows Apt. 386, East Gregory, RI 50641",76.352234,-50.705490,residential,single_family,R,1862,pre_1920,Art Nouveau,none,2859.73,953.24,3,11.4,3.8,37.2,25.6,1428.32,447.12,0.313,1029.69,678.32,10837.47,0.499,False,52,timber,brick,none,single_glazed,pitched_tile,2.154,2.658,1.808,4.622,0.464,0.376,0.553,0.216,220.7,8.74,0.064,0.3,0.34,poor,1,12365809,fair,46,fair,45,poor,60,poor,58,fair,36,poor,58,poor,45,F,None,None,2005,high
BLD_00047,Durham-Thomas Building,"4074 Charles Key Suite 647, Jamesfurt, PR 63836",-61.370480,-52.651158,healthcare,medical_office,I,1997,1980_1999,High-Tech,none,19927.84,4981.96,4,16.1,4.0,105.3,47.3,4925.9,816.15,0.166,6096.11,3891.41,80388.23,0.247,True,1,steel,glass,fiberglass,low_e_double,metal_standing_seam,0.981,0.596,0.654,3.175,1.019,1.678,1.529,0.315,252.7,4.19,0.188,0.45,0.36,excellent,5,281084,very_good,21,excellent,11,excellent,11,excellent,8,excellent,9,very_good,22,excellent,11,C,None,None,2020,low
BLD_00048,Armstrong-Andrews House,"Unit 4064 Box 0909, DPO AP 65608",-13.175342,-56.456129,healthcare,medical_office,I,2008,2000_2010,Minimalist,none,23361.99,11681.0,2,7.7,3.8,124.0,94.2,3344.04,900.83,0.269,14429.9,12200.3,89507.49,0.143,True,1,steel,composite_panel,eps,low_e_double,metal_standing_seam,0.475,0.381,0.495,1.858,2.105,2.625,2.02,0.538,126.3,6.33,0.085,0.42,0.79,very_good,4,306236,very_good,17,very_good,19,very_good,22,good,27,very_good,22,good,31,good,29,B,None,None,0,minimal
BLD_00049,"Pham, Robinson and Lee House","104 Johnson Lakes, North Renee, MD 98474",21.535762,-85.703954,educational,primary_school,E,1957,1946_1979,Brutalist,none,29043.51,7260.88,4,16.2,4.0,107.1,67.8,5655.67,1403.75,0.248,8515.29,5083.37,117406.55,0.195,False,1,steel,concrete,mineral_wool,single_glazed,flat_membrane,1.392,1.455,1.245,4.45,0.718,0.687,0.803,0.225,478.9,7.46,0.227,0.48,0.51,very_good,4,1744078,very_good,17,good,32,good,32,good,27,very_good,22,excellent,8,very_good,20,E,None,None,0,medium
BLD_00050,Anderson PLC Center,"842 Sloan Orchard Suite 517, East Karenbury, VI 89148",16.679335,119.204934,industrial,distribution,F,2021,2011_present,Net-Zero,none,17185.47,8592.74,2,12.0,6.0,145.3,59.2,4911.25,747.05,0.152,9259.72,6521.34,103226.15,0.286,True,1,composite,composite_panel,xps,triple_glazed,flat_membrane,0.268,0.19,0.202,0.82,3.731,5.263,4.95,1.22,97.0,6.82,0.29,0.35,1.42,very_good,4,40358,very_good,19,good,29,very_good,20,very_good,20,very_good,22,very_good,19,excellent,8,B,Platinum,None,0,minimal
BLD_00051,Davis-Foster Tower,"5496 Rodriguez Fort, Johnsonside, MD 80465",-30.577196,167.705726,industrial,warehouse,F,1992,1980_1999,Deconstructivist,none,3109.31,1036.44,3,18.2,6.1,49.3,21.0,2563.3,604.71,0.236,1037.82,608.08,18884.43,0.824,False,1,concrete,composite_panel,fiberglass,double_glazed,metal_standing_seam,0.596,0.675,0.505,3.294,1.678,1.481,1.98,0.304,287.5,9.95,0.199,0.54,0.92,very_good,4,678374,very_good,19,excellent,10,very_good,22,excellent,12,good,25,good,28,good,28,C,None,None,0,low
BLD_00052,Reid Group Tower,"PSC 4612, Box 0047, APO AE 13240",-26.971348,108.593136,educational,university,E,1954,1946_1979,Mid-Century Modern,none,8051.66,1610.33,5,21.5,4.3,56.8,28.3,3660.57,1245.94,0.34,1844.45,1066.18,34608.32,0.455,False,1,steel,concrete,mineral_wool,double_glazed,metal_standing_seam,1.289,0.899,0.725,5.083,0.776,1.112,1.379,0.197,181.4,4.85,0.184,0.37,0.74,very_good,4,915075,very_good,22,good,31,very_good,21,very_good,22,good,31,very_good,22,very_good,20,E,None,None,0,medium
BLD_00053,Price LLC Center,"261 Gilbert Harbors Apt. 537, Sampsonstad, CT 90374",8.605726,112.307880,residential,condo,R,1945,1920_1945,International,none,3819.26,954.82,4,15.7,3.9,47.1,20.3,2109.58,497.09,0.236,1131.31,920.82,14953.9,0.552,True,8,steel,stucco,none,single_glazed,flat_membrane,2.181,1.793,1.458,5.738,0.459,0.558,0.686,0.174,281.5,13.6,0.254,0.35,1.15,good,3,3237748,good,35,fair,46,fair,43,very_good,18,fair,37,very_good,22,fair,38,F,None,None,0,high
BLD_00054,"Howard, Sanders and Lopez Center","39005 Vanessa Turnpike Apt. 183, Port Molly, MA 19841",69.982602,-178.477676,educational,high_school,E,1946,1946_1979,Post-Modern,none,26460.51,13230.25,2,7.4,3.7,168.7,78.4,3644.98,1030.91,0.283,14652.07,7697.2,97577.73,0.138,False,1,concrete,concrete,fiberglass,double_glazed,metal_standing_seam,1.123,1.14,1.138,3.192,0.89,0.877,0.879,0.313,433.6,12.04,0.274,0.6,0.16,very_good,4,998416,very_good,22,good,24,good,29,very_good,24,excellent,9,excellent,12,very_good,18,E,None,None,0,medium
BLD_00055,Garrison-Thomas Tower,"10205 Brianna Brook Apt. 402, Foxland, NJ 59257",7.184097,95.542528,office,corporate,B,2012,2011_present,Net-Zero,none,2052.14,114.01,18,70.0,3.9,12.2,9.4,3016.91,1386.94,0.46,129.23,65.03,7983.89,1.47,False,1,steel,composite_panel,aerogel,low_e_triple,solar_integrated,0.164,0.176,0.26,0.882,6.098,5.682,3.846,1.134,191.0,13.33,0.084,0.61,1.15,very_good,4,367164,excellent,11,excellent,9,excellent,10,very_good,21,good,28,good,32,excellent,12,B,None,Pass,0,minimal
BLD_00056,"Rodriguez, Gordon and Dougherty Complex","0076 Parks Overpass Suite 115, North David, RI 83479",67.132636,114.396618,healthcare,clinic,I,2009,2000_2010,Contemporary,none,17821.44,8910.72,2,8.0,4.0,143.2,62.2,3276.9,689.23,0.21,10294.78,7245.56,71064.92,0.184,False,1,steel,metal_panel,polyurethane,low_e_double,green_roof,0.346,0.248,0.41,1.457,2.89,4.032,2.439,0.686,449.9,1.17,0.14,0.43,0.64,excellent,5,188987,excellent,10,excellent,11,very_good,24,very_good,16,very_good,16,very_good,16,excellent,12,C,Silver,None,0,minimal
BLD_00057,"Nguyen, Vang and Schmidt Center","18367 Robert Views Suite 661, Ronaldview, MN 20507",37.310317,-143.958078,retail,department_store,M,1998,1980_1999,High-Tech,none,13051.59,13051.59,1,3.7,3.7,144.7,90.2,1717.55,585.14,0.341,13985.97,8360.7,47719.6,0.132,False,1,concrete,metal_panel,fiberglass,low_e_double,flat_membrane,0.472,0.825,0.681,2.246,2.119,1.212,1.468,0.445,478.9,8.32,0.246,0.59,0.33,very_good,4,615054,very_good,22,good,33,good,33,very_good,19,good,27,excellent,9,very_good,21,C,None,None,2022,low
BLD_00058,Decker Inc House,"80988 Santiago Loop Suite 604, Michaelshire, NY 28385",-48.464936,172.582616,office,government,B,1851,pre_1920,Edwardian,none,13738.47,763.25,18,78.8,4.4,35.7,21.4,9003.26,2606.27,0.289,983.14,505.48,60179.17,0.655,False,1,masonry,stone,none,single_glazed,flat_membrane,1.771,1.878,1.498,5.153,0.565,0.532,0.668,0.194,455.9,3.51,0.251,0.69,1.44,poor,1,9103350,poor,58,poor,55,fair,37,poor,49,fair,35,fair,45,poor,52,E,None,None,0,high
BLD_00059,Walker-Rodriguez Tower,"49368 Chelsea Shoals Suite 024, Sandrastad, AL 24278",-51.546221,124.041322,office,government,B,2017,2011_present,Smart,none,42752.29,1644.32,26,86.0,3.3,51.3,32.1,14336.41,9914.46,0.692,1851.41,1637.53,141415.66,0.335,True,1,timber,composite_panel,polyurethane,low_e_triple,green_roof,0.329,0.192,0.255,1.098,3.04,5.208,3.922,0.911,488.5,2.19,0.074,0.35,1.25,very_good,4,268146,good,31,good,29,very_good,18,very_good,23,excellent,11,very_good,19,good,27,B,Gold,None,0,minimal
BLD_00060,"Morales, Thomas and Schultz Building","6752 Collins Islands, North Ericton, TX 11194",-16.957950,57.894465,retail,department_store,M,1988,1980_1999,Deconstructivist,none,17197.16,17197.16,1,4.0,4.0,155.4,110.6,2144.07,675.98,0.315,20792.46,10731.65,69288.77,0.125,False,1,concrete,glass,fiberglass,low_e_double,metal_standing_seam,0.708,0.806,0.504,3.486,1.412,1.241,1.984,0.287,64.0,6.66,0.163,0.6,0.45,very_good,4,1350823,good,25,good,25,good,34,very_good,17,excellent,9,good,35,very_good,21,D,None,None,2022,low
BLD_00061,"Coleman, Lawson and Perry Building","6149 Rose Inlet, East Randallton, AL 27295",-9.088358,-66.594622,office,government,B,1938,1920_1945,International,none,22791.51,876.6,26,79.1,3.0,38.8,22.6,9715.55,5262.01,0.542,922.04,540.21,69382.45,0.426,True,1,concrete,stucco,none,single_glazed,pitched_tile,1.853,2.117,1.518,5.149,0.54,0.472,0.659,0.194,447.3,7.71,0.072,0.45,0.69,very_good,4,1557724,excellent,12,excellent,9,very_good,22,very_good,22,very_good,20,excellent,9,very_good,20,E,None,None,0,medium
BLD_00062,Duran LLC Center,"6226 Vincent Village, Charleston, NE 02957",33.414341,-138.197832,office,corporate,B,1941,1920_1945,Art Deco,none,13575.33,678.77,20,87.5,4.4,39.2,17.3,9889.93,2254.45,0.228,881.66,518.21,59404.14,0.729,False,1,concrete,brick,mineral_wool,single_glazed,flat_membrane,2.026,2.198,1.731,4.537,0.494,0.455,0.578,0.22,365.3,14.27,0.191,0.53,0.36,good,3,3922762,fair,41,fair,40,very_good,16,very_good,18,good,30,fair,47,good,34,F,None,None,0,high
BLD_00063,Johnston-Berry Center,"1605 Laurie River Suite 516, East Ryanfurt, NC 10809",16.237812,-13.422615,retail,supermarket,M,1966,1946_1979,Mid-Century Modern,none,3592.58,1796.29,2,7.3,3.7,62.2,28.9,1331.49,369.96,0.278,2058.84,1290.71,13131.97,0.371,False,1,concrete,metal_panel,fiberglass,double_glazed,metal_standing_seam,1.534,1.153,0.842,2.805,0.652,0.867,1.188,0.357,365.9,9.02,0.263,0.61,0.89,good,3,3014537,very_good,21,very_good,18,good,25,very_good,17,good,25,fair,48,fair,42,F,None,None,0,medium
BLD_00064,"Morgan, Cook and Jackson Complex","835 Luna Viaduct, East Curtis, KS 26357",-43.426710,143.410493,industrial,manufacturing,F,1856,pre_1920,Art Nouveau,none,16665.61,5555.2,3,15.2,5.1,98.5,56.4,4722.97,1099.52,0.233,7024.73,4499.29,84697.71,0.283,False,1,masonry,stone,none,single_glazed,flat_membrane,1.574,2.646,1.436,4.914,0.635,0.378,0.696,0.204,478.2,2.04,0.093,0.45,1.12,fair,2,7485541,poor,59,good,28,good,35,good,24,fair,35,poor,43,poor,47,F,None,None,2013,high
BLD_00065,Wolf Ltd Complex,"9979 Lin Road Suite 271, Ramosport, WY 36503",68.758032,-149.842823,office,coworking,B,1982,1980_1999,Deconstructivist,none,16138.37,672.43,24,89.3,3.7,36.8,18.3,9833.98,2443.68,0.248,714.18,539.4,60042.69,0.609,True,1,steel,glass,polyurethane,low_e_double,metal_standing_seam,0.693,0.797,0.436,2.816,1.443,1.255,2.294,0.355,133.2,13.4,0.142,0.48,0.47,very_good,4,1479404,very_good,18,good,31,excellent,11,excellent,8,excellent,9,excellent,10,good,27,D,None,None,0,low
BLD_00066,Romero-Collins Complex,"4119 Ford Plaza, South Reginashire, SD 25173",-3.690816,144.810034,healthcare,medical_office,I,2010,2000_2010,Minimalist,none,49223.96,12305.99,4,16.5,4.1,129.2,95.3,7426.09,1370.68,0.185,15940.08,14168.59,203579.62,0.151,True,1,concrete,glass,eps,low_e_double,metal_standing_seam,0.359,0.399,0.407,2.067,2.786,2.506,2.457,0.484,166.0,13.75,0.279,0.33,0.64,excellent,5,264235,excellent,10,very_good,20,excellent,11,excellent,10,very_good,17,excellent,9,very_good,21,C,None,None,0,minimal
BLD_00067,Mason-Rosario Tower,"182 John Mill Suite 889, West Nathan, LA 51280",19.728198,1.659478,educational,high_school,E,1939,1920_1945,Art Deco,none,19433.69,3886.74,5,21.7,4.3,69.7,55.8,5438.18,1176.27,0.216,4163.76,3323.93,84232.63,0.28,False,1,concrete,brick,none,single_glazed,flat_membrane,1.552,1.992,1.557,4.628,0.644,0.502,0.642,0.216,441.0,2.88,0.294,0.48,1.26,good,3,3213492,very_good,22,fair,42,good,29,very_good,22,fair,46,fair,40,very_good,17,F,None,None,0,high
BLD_00068,"Harper, Mccormick and Holland Center","644 Mathew Prairie, West Kyle, SD 92052",87.740554,30.430840,retail,department_store,M,1975,1946_1979,Post-Modern,none,10597.4,10597.4,1,3.4,3.4,148.7,71.3,1479.33,366.52,0.248,12015.66,10624.35,35638.07,0.14,False,1,steel,concrete,fiberglass,double_glazed,flat_membrane,1.085,1.264,0.83,4.517,0.922,0.791,1.205,0.221,484.2,13.0,0.212,0.57,0.48,very_good,4,1806360,excellent,10,good,24,excellent,11,good,34,very_good,18,excellent,11,very_good,21,E,None,None,2016,medium
BLD_00069,Larson Inc Tower,"528 Debbie Manors Suite 054, East Matthew, WI 64237",-38.458988,-58.375629,mixed_use,mixed_commercial_residential,Mixed,1964,1946_1979,Post-Modern,none,14043.61,2340.6,6,21.0,3.5,65.4,35.8,4254.93,873.52,0.205,2568.91,1568.97,49214.78,0.303,False,1,concrete,brick,fiberglass,single_glazed,metal_standing_seam,1.461,1.617,1.277,4.766,0.684,0.618,0.783,0.21,498.9,4.63,0.155,0.46,0.15,very_good,4,2177691,good,36,excellent,9,excellent,9,very_good,21,excellent,12,very_good,19,excellent,11,F,None,None,0,medium
BLD_00070,Moore LLC Tower,"880 Walter River, New Nicholas, GA 24204",77.702496,-91.126838,residential,multi_family,R,1960,1946_1979,Mid-Century Modern,none,3848.94,962.24,4,17.3,4.3,41.0,23.5,2233.29,501.01,0.224,1131.27,775.49,16666.93,0.58,True,61,concrete,metal_panel,fiberglass,double_glazed,flat_membrane,1.3,1.841,1.005,3.695,0.769,0.543,0.995,0.271,74.3,12.96,0.084,0.38,0.67,very_good,4,2101491,very_good,23,excellent,9,good,26,excellent,10,very_good,24,good,32,good,29,F,None,None,0,medium
BLD_00071,"Kim, Jenkins and Rhodes Tower","473 Kyle Valleys Suite 359, Murrayport, WI 50553",44.997987,103.177818,educational,training_center,E,1854,pre_1920,Victorian,none,17412.13,4353.03,4,17.4,4.3,103.0,42.3,5040.31,1519.0,0.301,5046.51,2559.42,75533.99,0.289,True,1,masonry,brick,mineral_wool,single_glazed,pitched_tile,1.603,2.303,1.445,4.585,0.624,0.434,0.692,0.218,70.6,14.28,0.164,0.51,0.83,poor,1,11768584,poor,58,poor,47,poor,47,poor,43,poor,40,poor,55,poor,44,E,None,None,1997,high
BLD_00072,Burch-Montoya Tower,"0758 Jennifer Path, West Christopherburgh, KY 59394",47.802076,-100.892795,educational,university,E,1992,1980_1999,Deconstructivist,none,6337.07,1584.27,4,12.9,3.2,53.6,29.5,2149.14,621.18,0.289,1883.84,1168.82,20466.78,0.339,True,1,steel,composite_panel,fiberglass,low_e_double,flat_membrane,0.707,0.771,0.513,3.177,1.414,1.297,1.949,0.315,274.0,9.53,0.244,0.63,1.46,very_good,4,962261,very_good,22,excellent,9,good,30,very_good,22,good,28,good,24,excellent,12,D,None,None,0,low
BLD_00073,Davis-Lozano Tower,"60685 Paul Common Suite 305, Port Jennifermouth, WY 19643",-53.063390,-159.436129,office,professional,B,1921,1920_1945,Art Deco,none,42907.94,3064.85,14,48.6,3.5,82.9,37.0,11643.21,6628.13,0.569,3152.2,2532.1,148850.25,0.271,True,1,masonry,brick,mineral_wool,single_glazed,flat_membrane,2.105,2.455,1.215,5.453,0.475,0.407,0.823,0.183,217.7,5.8,0.078,0.46,0.74,fair,2,6252470,fair,43,good,34,poor,58,good,25,poor,55,good,25,good,30,F,None,None,2006,high
BLD_00074,Lowery-Kennedy Complex,"9010 Lewis Drive Suite 143, Davidbury, MT 84249",77.184438,65.411006,industrial,manufacturing,F,1946,1946_1979,Mid-Century Modern,none,28773.59,9591.2,3,21.3,7.1,134.4,71.4,8768.06,2584.43,0.295,10235.68,9030.99,204369.7,0.305,False,1,concrete,concrete,fiberglass,double_glazed,metal_standing_seam,1.464,1.57,0.819,5.279,0.683,0.637,1.221,0.189,451.4,9.58,0.053,0.67,0.81,good,3,2781422,fair,46,good,25,good,28,fair,48,very_good,20,good,32,fair,45,E,None,None,2016,high
BLD_00075,Rodriguez Group Building,"893 Kelly Alley, Johnchester, HI 87581",89.372572,-134.036359,office,government,B,2008,2000_2010,Sustainable,none,2008.15,401.63,5,22.2,4.4,29.9,13.4,1926.57,999.45,0.519,508.88,368.9,8925.74,0.959,False,1,steel,composite_panel,polyurethane,low_e_double,green_roof,0.333,0.353,0.4,1.973,3.003,2.833,2.5,0.507,213.5,7.34,0.074,0.56,0.1,excellent,5,127021,excellent,11,excellent,10,very_good,22,excellent,12,excellent,9,excellent,11,excellent,8,B,None,None,0,minimal
BLD_00076,"Villegas, Jones and Fox Tower","7065 Burgess Knolls, West Johnville, WI 76772",-0.740216,-108.376269,mixed_use,mixed_commercial_residential,Mixed,1994,1980_1999,Neo-Modern,none,27362.9,1440.15,19,71.2,3.7,44.5,32.4,10947.84,2803.45,0.256,1461.14,1277.21,102562.8,0.4,False,1,concrete,composite_panel,fiberglass,double_glazed,flat_membrane,0.632,0.76,0.753,2.756,1.582,1.316,1.328,0.363,223.1,14.71,0.279,0.6,0.48,very_good,4,869325,very_good,24,good,34,excellent,10,excellent,12,excellent,9,very_good,20,excellent,11,C,None,None,0,low
BLD_00077,Bell LLC House,"772 Bryan Trail, Johnsonborough, AZ 26645",-78.750960,-10.565787,healthcare,hospital,I,1998,1980_1999,High-Tech,none,30678.72,3834.84,8,34.7,4.3,89.2,43.0,9182.37,2357.85,0.257,4844.34,3240.64,133170.16,0.299,True,1,concrete,glass,polyurethane,double_glazed,flat_membrane,0.802,0.52,0.7,2.241,1.247,1.923,1.429,0.446,179.0,4.51,0.26,0.58,0.51,excellent,5,148322,excellent,8,excellent,8,very_good,22,excellent,11,excellent,10,excellent,11,excellent,9,D,None,None,0,low
BLD_00078,Robertson-Hays Complex,"34505 Martinez Land Suite 676, Terrifort, UT 65712",8.608938,98.784100,industrial,warehouse,F,2022,2011_present,Biophilic,none,26610.03,8870.01,3,19.8,6.6,130.2,68.1,7867.45,2401.38,0.305,11435.99,7063.68,175941.64,0.296,True,1,timber,glass,polyurethane,low_e_triple,flat_membrane,0.253,0.175,0.214,1.245,3.953,5.714,4.673,0.803,108.5,9.18,0.114,0.43,1.09,very_good,4,51236,very_good,16,excellent,10,excellent,10,excellent,9,good,31,very_good,22,good,30,B,None,None,0,minimal
BLD_00079,Owen-Acosta Tower,"451 Mark Hill, Seanchester, GA 90909",29.160749,8.735351,healthcare,care_facility,I,2007,2000_2010,Contemporary,none,49848.4,24924.2,2,7.0,3.5,183.4,135.9,4494.4,890.2,0.198,29726.58,25786.11,175417.06,0.09,True,1,concrete,metal_panel,eps,triple_glazed,flat_membrane,0.346,0.308,0.321,2.129,2.89,3.247,3.115,0.47,419.9,6.25,0.251,0.48,0.16,excellent,5,298095,excellent,9,very_good,17,excellent,9,excellent,10,excellent,8,very_good,21,excellent,11,B,Silver,None,0,minimal
BLD_00080,Williams-Berg Building,"0165 Stephanie Divide Suite 021, Port Deanna, MN 50682",62.268576,-162.613264,healthcare,clinic,I,1928,1920_1945,Modernist,none,23343.48,2593.72,9,32.8,3.6,72.4,35.8,7108.49,1090.29,0.153,3117.62,2225.78,85192.91,0.305,True,1,steel,brick,mineral_wool,single_glazed,pitched_tile,1.561,2.186,1.485,4.866,0.641,0.457,0.673,0.206,467.0,6.34,0.256,0.31,0.32,poor,1,3417892,poor,43,fair,45,fair,37,fair,34,fair,46,poor,53,fair,41,E,None,None,2004,high
BLD_00081,"Hernandez, Cole and Watson Center","285 Edwards Harbors, North Anthony, HI 65911",48.981188,27.762265,healthcare,care_facility,I,1958,1946_1979,Mid-Century Modern,none,10158.01,5079.01,2,8.8,4.4,108.2,46.9,2730.0,952.39,0.349,5781.84,4162.15,44680.56,0.269,False,1,concrete,concrete,fiberglass,single_glazed,metal_standing_seam,1.752,1.229,1.237,3.504,0.571,0.814,0.808,0.285,178.3,1.98,0.098,0.49,0.56,very_good,4,1207826,excellent,9,excellent,9,very_good,19,good,36,good,24,excellent,11,very_good,22,F,None,None,0,medium
BLD_00082,"Wilson, Hampton and Padilla Complex","731 Melissa Mission Apt. 715, Jennaside, ND 38559",-9.480993,-95.440016,residential,multi_family,R,2020,2011_present,Smart,none,868.88,217.22,4,12.8,3.2,22.4,9.7,824.71,212.55,0.258,234.37,200.28,2789.11,0.949,True,94,steel,glass,aerogel,smart_glass,green_roof,0.313,0.199,0.265,0.97,3.195,5.025,3.774,1.031,66.5,4.65,0.273,0.52,1.02,very_good,4,122099,good,28,excellent,12,very_good,22,excellent,9,very_good,20,good,28,excellent,11,A,Platinum,Very Good,0,minimal
BLD_00083,"Mckinney, Graves and Thompson Center","32370 Spencer Land, Laraside, DC 80710",-66.856708,-144.701753,office,government,B,2014,2011_present,Biophilic,none,26858.49,959.23,28,103.7,3.7,40.0,24.0,13274.6,5672.53,0.427,972.6,867.78,99497.58,0.494,False,1,steel,metal_panel,aerogel,smart_glass,solar_integrated,0.317,0.162,0.232,0.939,3.155,6.173,4.31,1.065,344.2,6.11,0.213,0.63,0.82,excellent,5,61563,very_good,24,excellent,10,excellent,11,excellent,10,very_good,23,very_good,20,very_good,20,B,None,None,0,minimal
BLD_00084,Sanders-Love Building,"9125 Shannon Springs Suite 289, Port Tammy, NE 66412",-75.125226,-113.341505,educational,high_school,E,1986,1980_1999,High-Tech,none,18951.35,3790.27,5,15.3,3.1,68.3,55.5,3793.7,1004.18,0.265,3973.49,2987.33,58080.51,0.2,True,1,concrete,glass,fiberglass,low_e_double,flat_membrane,0.71,0.643,0.788,2.956,1.408,1.555,1.269,0.338,445.3,11.19,0.255,0.68,0.4,excellent,5,530024,excellent,12,excellent,9,excellent,10,very_good,23,excellent,10,excellent,9,excellent,11,E,None,None,0,low
BLD_00085,"Hernandez, Martin and Morris Tower","414 Cynthia Plaza Suite 249, New Danielleshire, OR 20711",-44.043684,173.654517,healthcare,clinic,I,1872,pre_1920,Georgian,none,26414.11,13207.06,2,7.6,3.8,175.8,75.1,3811.53,1145.27,0.3,13576.28,10368.98,100298.2,0.144,True,1,timber,stone,mineral_wool,single_glazed,flat_membrane,1.729,2.602,1.832,4.996,0.578,0.384,0.546,0.2,315.1,11.38,0.24,0.58,0.24,poor,1,3882012,poor,45,poor,58,fair,37,poor,48,fair,32,fair,45,fair,40,F,None,None,0,high
BLD_00086,"Le, Jacobs and Kirby House","09439 Montgomery Burgs, Smallside, LA 84637",-8.907228,79.279025,healthcare,care_facility,I,1971,1946_1979,Brutalist,none,38973.74,4871.72,8,30.7,3.8,96.7,50.4,9026.72,1676.66,0.186,5688.84,3945.23,149516.67,0.232,False,1,steel,metal_panel,mineral_wool,single_glazed,flat_membrane,1.548,1.336,1.259,3.285,0.646,0.749,0.794,0.304,146.5,6.61,0.135,0.52,1.08,excellent,5,840973,excellent,8,very_good,24,very_good,22,excellent,10,very_good,19,excellent,9,very_good,17,F,None,None,2023,medium
BLD_00087,Ballard Ltd Complex,"02767 Harris Rest Apt. 555, Andersonstad, NY 74117",-61.496466,-8.675961,healthcare,clinic,I,2014,2011_present,Net-Zero,none,32683.55,16341.77,2,8.0,4.0,165.1,99.0,4206.74,1451.87,0.345,16767.52,10234.47,130163.18,0.129,False,1,composite,metal_panel,xps,triple_glazed,flat_membrane,0.19,0.132,0.256,1.535,5.263,7.576,3.906,0.651,297.3,11.17,0.19,0.53,0.59,excellent,5,193506,very_good,18,excellent,10,excellent,10,excellent,9,very_good,17,excellent,10,excellent,12,B,None,None,0,minimal
BLD_00088,Owens LLC Building,"04696 Sydney Estate, Sarahmouth, ID 21386",43.752136,96.340793,retail,shopping_mall,M,1898,pre_1920,Art Nouveau,none,13039.57,6519.78,2,6.7,3.3,116.5,56.0,2307.16,491.76,0.213,8388.58,5927.38,43616.0,0.177,True,1,timber,brick,mineral_wool,single_glazed,flat_membrane,2.174,2.621,1.261,5.711,0.46,0.382,0.793,0.175,264.4,5.95,0.274,0.41,1.43,fair,2,3426281,poor,59,poor,50,poor,45,poor,57,poor,45,fair,45,poor,43,F,None,None,0,high
BLD_00089,Jimenez-Parker Complex,"733 Williams Haven Suite 974, Port Danielberg, FM 35165",8.187687,36.495383,mixed_use,mixed_commercial_residential,Mixed,2004,2000_2010,Contemporary,none,17721.54,843.88,21,79.6,3.8,34.0,24.8,9357.86,2195.68,0.235,1081.77,554.98,67139.88,0.528,False,1,steel,metal_panel,polyurethane,triple_glazed,flat_membrane,0.425,0.292,0.422,1.409,2.353,3.425,2.37,0.71,144.8,9.13,0.131,0.55,0.46,excellent,5,271423,excellent,9,excellent,10,very_good,19,very_good,20,excellent,10,excellent,9,very_good,18,B,None,None,0,minimal
BLD_00090,Williams-Williams House,"416 Duran Harbors Apt. 216, Lauramouth, OH 48421",-51.273526,-73.131614,educational,training_center,E,1872,pre_1920,Georgian,none,14381.06,4793.69,3,12.8,4.3,109.3,43.8,3928.37,995.45,0.253,5829.93,4746.34,61465.87,0.273,False,1,timber,brick,mineral_wool,single_glazed,pitched_tile,1.56,2.614,1.581,5.319,0.641,0.383,0.633,0.188,252.4,5.69,0.14,0.52,1.4,poor,1,9619068,poor,47,fair,34,poor,59,fair,41,poor,53,poor,60,fair,38,F,None,None,0,high
