FirmID,Size,Employees,FirmAge,Subsector,OwnershipType,FDI_Presence,FDI_Percentage,FDI_Origin,FDI_Type,FDI_Years,Knowledge_Absorption,Task_Performance,Innovation_Score,Firm_Resources_Score,Skilled_Labor_Ratio,IoT_Adoption,RD_Spend_Percentage,Liquidity_Ratio,ROI,ROA,Market_Share,Export_Intensity,Operational_Efficiency,Revenue_Million_NGN,Assets_Million_NGN,Export_Value_Million_NGN,Tax_Incentives_Perception,Regulatory_Stability,Infrastructure_Support,Corruption_Experience,Policy_Effectiveness_Index,ISO_Certification,Export_Destination_Count,Local_Content_Percentage,Capacity_Utilization,NAFDAC_Compliance_Score,Quality_Certification,Training_Hours_Per_Employee,Female_Employment_Ratio,Youth_Employment_Ratio,ERP_System,Ecommerce_Adoption,Automation_Level,Local_Suppliers_Percentage,Supplier_Reliability_Score,Inventory_Turnover_Ratio,Year
FIRM_068,SME,182,21,Sugar and Confectionery,Private Nigerian,1,38.44444696943186,South Africa,Greenfield,19,4.35,3.79,3.0,4.08,0.332,1,3.71,2.19,11.03,11.21,13.58,46.15,92.5,368.31,452.39,145.76,2.4,6.3,4.0,4.5,4.3,0,10,74.6,66.7,79.3,ISO 22000,76.4,0.403,0.252,0,0,27.3,83.5,3.93,7.59,2022
FIRM_068,SME,185,21,Sugar and Confectionery,Private Nigerian,1,38.44444696943186,South Africa,Greenfield,19,4.35,3.79,3.0,4.08,0.332,1,3.71,2.19,10.14,10.37,13.58,48.24,92.5,378.73,452.39,145.76,2.4,6.3,4.0,4.5,4.3,0,10,74.6,66.7,79.3,ISO 22000,76.4,0.403,0.252,0,0,27.3,83.5,3.93,7.59,2023
FIRM_068,SME,189,21,Sugar and Confectionery,Private Nigerian,1,38.44444696943186,South Africa,Greenfield,19,4.35,3.79,3.0,4.08,0.332,1,3.71,2.19,11.54,11.61,13.58,50.34,92.5,389.16,452.39,145.76,2.4,6.3,4.0,4.5,4.3,0,10,74.6,66.7,79.3,ISO 22000,76.4,0.403,0.252,0,0,27.3,83.5,3.93,7.59,2024
FIRM_069,SME,203,40,Fish Processing,Private Foreign,1,72.51358845279569,Germany,Joint Venture,17,3.24,3.02,2.45,3.67,0.221,0,3.52,1.54,17.95,7.88,7.5,26.35,84.5,48.65,126.87,15.08,4.2,4.3,3.0,5.4,4.22,1,7,78.8,81.8,88.6,None,77.7,0.171,0.402,0,0,47.4,60.4,3.08,7.17,2020
FIRM_069,SME,207,40,Fish Processing,Private Foreign,1,72.51358845279569,Germany,Joint Venture,17,3.24,3.02,2.45,3.67,0.221,0,3.52,1.54,20.55,9.69,7.5,27.67,84.5,58.95,126.87,15.08,4.2,4.3,3.0,5.4,4.22,1,7,78.8,81.8,88.6,None,77.7,0.171,0.402,0,0,47.4,60.4,3.08,7.17,2021
FIRM_069,SME,211,40,Fish Processing,Private Foreign,1,72.51358845279569,Germany,Joint Venture,17,3.24,3.02,2.45,3.67,0.221,0,3.52,1.54,20.76,10.72,7.5,28.99,84.5,60.66,126.87,15.08,4.2,4.3,3.0,5.4,4.22,1,7,78.8,81.8,88.6,None,77.7,0.171,0.402,0,0,47.4,60.4,3.08,7.17,2022
FIRM_069,SME,215,40,Fish Processing,Private Foreign,1,72.51358845279569,Germany,Joint Venture,17,3.24,3.02,2.45,3.67,0.221,0,3.52,1.54,21.93,9.15,7.5,30.3,84.5,62.38,126.87,15.08,4.2,4.3,3.0,5.4,4.22,1,7,78.8,81.8,88.6,None,77.7,0.171,0.402,0,0,47.4,60.4,3.08,7.17,2023
FIRM_069,SME,219,40,Fish Processing,Private Foreign,1,72.51358845279569,Germany,Joint Venture,17,3.24,3.02,2.45,3.67,0.221,0,3.52,1.54,22.4,9.92,7.5,31.62,84.5,64.1,126.87,15.08,4.2,4.3,3.0,5.4,4.22,1,7,78.8,81.8,88.6,None,77.7,0.171,0.402,0,0,47.4,60.4,3.08,7.17,2024
FIRM_070,SME,132,43,Other Food Products,Joint Venture,1,34.37613825732302,USA,Joint Venture,19,2.95,3.3,3.54,3.29,0.66,0,3.33,1.22,9.57,5.95,0.79,20.32,70.6,400.14,828.38,95.66,3.0,4.3,4.8,2.7,3.7,1,8,77.7,60.0,72.2,ISO 9001,36.2,0.528,0.457,0,0,34.6,71.3,2.44,4.81,2020
FIRM_070,SME,134,43,Other Food Products,Joint Venture,1,34.37613825732302,USA,Joint Venture,19,2.95,3.3,3.54,3.29,0.66,0,3.33,1.22,11.1,7.14,0.79,21.34,70.6,484.87,828.38,95.66,3.0,4.3,4.8,2.7,3.7,1,8,77.7,60.0,72.2,ISO 9001,36.2,0.528,0.457,0,0,34.6,71.3,2.44,4.81,2021
FIRM_070,SME,137,43,Other Food Products,Joint Venture,1,34.37613825732302,USA,Joint Venture,19,2.95,3.3,3.54,3.29,0.66,0,3.33,1.22,10.6,6.81,0.79,22.35,70.6,499.0,828.38,95.66,3.0,4.3,4.8,2.7,3.7,1,8,77.7,60.0,72.2,ISO 9001,36.2,0.528,0.457,0,0,34.6,71.3,2.44,4.81,2022
FIRM_070,SME,139,43,Other Food Products,Joint Venture,1,34.37613825732302,USA,Joint Venture,19,2.95,3.3,3.54,3.29,0.66,0,3.33,1.22,9.98,6.92,0.79,23.37,70.6,513.12,828.38,95.66,3.0,4.3,4.8,2.7,3.7,1,8,77.7,60.0,72.2,ISO 9001,36.2,0.528,0.457,0,0,34.6,71.3,2.44,4.81,2023
FIRM_070,SME,142,43,Other Food Products,Joint Venture,1,34.37613825732302,USA,Joint Venture,19,2.95,3.3,3.54,3.29,0.66,0,3.33,1.22,10.17,6.94,0.79,24.38,70.6,527.24,828.38,95.66,3.0,4.3,4.8,2.7,3.7,1,8,77.7,60.0,72.2,ISO 9001,36.2,0.528,0.457,0,0,34.6,71.3,2.44,4.81,2024
FIRM_071,SME,38,24,Grain Mill Products,Mixed Ownership,0,0.0,None,None,0,2.98,2.64,3.01,2.92,0.272,1,1.46,1.15,13.58,3.16,9.28,7.75,73.9,252.72,623.39,23.04,6.1,4.4,2.0,3.6,4.03,0,2,74.3,74.2,77.8,HACCP,5.5,0.536,0.3,0,0,1.4,44.9,4.24,8.78,2020
FIRM_071,SME,38,24,Grain Mill Products,Mixed Ownership,0,0.0,None,None,0,2.98,2.64,3.01,2.92,0.272,1,1.46,1.15,15.75,3.81,9.28,8.14,73.9,306.24,623.39,23.04,6.1,4.4,2.0,3.6,4.03,0,2,74.3,74.2,77.8,HACCP,5.5,0.536,0.3,0,0,1.4,44.9,4.24,8.78,2021
FIRM_071,SME,39,24,Grain Mill Products,Mixed Ownership,0,0.0,None,None,0,2.98,2.64,3.01,2.92,0.272,1,1.46,1.15,16.76,4.47,9.28,8.53,73.9,315.16,623.39,23.04,6.1,4.4,2.0,3.6,4.03,0,2,74.3,74.2,77.8,HACCP,5.5,0.536,0.3,0,0,1.4,44.9,4.24,8.78,2022
FIRM_071,SME,40,24,Grain Mill Products,Mixed Ownership,0,0.0,None,None,0,2.98,2.64,3.01,2.92,0.272,1,1.46,1.15,14.55,4.2,9.28,8.91,73.9,324.08,623.39,23.04,6.1,4.4,2.0,3.6,4.03,0,2,74.3,74.2,77.8,HACCP,5.5,0.536,0.3,0,0,1.4,44.9,4.24,8.78,2023
FIRM_071,SME,41,24,Grain Mill Products,Mixed Ownership,0,0.0,None,None,0,2.98,2.64,3.01,2.92,0.272,1,1.46,1.15,13.94,4.46,9.28,9.3,73.9,333.0,623.39,23.04,6.1,4.4,2.0,3.6,4.03,0,2,74.3,74.2,77.8,HACCP,5.5,0.536,0.3,0,0,1.4,44.9,4.24,8.78,2024
FIRM_072,SME,166,4,Dairy Products,Private Nigerian,0,0.0,None,None,0,2.09,3.1,3.18,3.68,0.199,1,1.57,1.46,20.26,8.6,14.12,3.31,74.1,325.32,566.08,12.67,6.3,4.0,6.4,2.5,4.8,0,4,90.3,64.5,96.7,HACCP,20.2,0.439,0.204,0,0,5.6,69.3,4.05,4.73,2020
FIRM_072,SME,169,4,Dairy Products,Private Nigerian,0,0.0,None,None,0,2.09,3.1,3.18,3.68,0.199,1,1.57,1.46,22.98,10.19,14.12,3.48,74.1,394.21,566.08,12.67,6.3,4.0,6.4,2.5,4.8,0,4,90.3,64.5,96.7,HACCP,20.2,0.439,0.204,0,0,5.6,69.3,4.05,4.73,2021
FIRM_072,SME,172,4,Dairy Products,Private Nigerian,0,0.0,None,None,0,2.09,3.1,3.18,3.68,0.199,1,1.57,1.46,23.22,11.51,14.12,3.64,74.1,405.69,566.08,12.67,6.3,4.0,6.4,2.5,4.8,0,4,90.3,64.5,96.7,HACCP,20.2,0.439,0.204,0,0,5.6,69.3,4.05,4.73,2022
FIRM_072,SME,175,4,Dairy Products,Private Nigerian,0,0.0,None,None,0,2.09,3.1,3.18,3.68,0.199,1,1.57,1.46,23.59,10.87,14.12,3.81,74.1,417.18,566.08,12.67,6.3,4.0,6.4,2.5,4.8,0,4,90.3,64.5,96.7,HACCP,20.2,0.439,0.204,0,0,5.6,69.3,4.05,4.73,2023
FIRM_072,SME,179,4,Dairy Products,Private Nigerian,0,0.0,None,None,0,2.09,3.1,3.18,3.68,0.199,1,1.57,1.46,21.92,10.56,14.12,3.97,74.1,428.66,566.08,12.67,6.3,4.0,6.4,2.5,4.8,0,4,90.3,64.5,96.7,HACCP,20.2,0.439,0.204,0,0,5.6,69.3,4.05,4.73,2024
FIRM_073,SME,122,23,Sugar and Confectionery,Private Nigerian,1,18.36185283673342,India,Greenfield,2,3.45,2.87,3.75,4.29,0.554,1,4.78,2.23,21.45,18.0,14.02,28.3,80.8,326.65,829.82,108.76,3.0,3.0,3.6,4.8,3.6,0,8,58.3,83.9,82.9,None,70.2,0.164,0.515,0,0,55.8,57.5,3.85,8.28,2020
FIRM_073,SME,124,23,Sugar and Confectionery,Private Nigerian,1,18.36185283673342,India,Greenfield,2,3.45,2.87,3.75,4.29,0.554,1,4.78,2.23,25.43,20.33,14.02,29.72,80.8,395.83,829.82,108.76,3.0,3.0,3.6,4.8,3.6,0,8,58.3,83.9,82.9,None,70.2,0.164,0.515,0,0,55.8,57.5,3.85,8.28,2021
FIRM_073,SME,126,23,Sugar and Confectionery,Private Nigerian,1,18.36185283673342,India,Greenfield,2,3.45,2.87,3.75,4.29,0.554,1,4.78,2.23,26.57,18.86,14.02,31.13,80.8,407.36,829.82,108.76,3.0,3.0,3.6,4.8,3.6,0,8,58.3,83.9,82.9,None,70.2,0.164,0.515,0,0,55.8,57.5,3.85,8.28,2022
FIRM_073,SME,129,23,Sugar and Confectionery,Private Nigerian,1,18.36185283673342,India,Greenfield,2,3.45,2.87,3.75,4.29,0.554,1,4.78,2.23,28.2,19.78,14.02,32.55,80.8,418.89,829.82,108.76,3.0,3.0,3.6,4.8,3.6,0,8,58.3,83.9,82.9,None,70.2,0.164,0.515,0,0,55.8,57.5,3.85,8.28,2023
FIRM_073,SME,131,23,Sugar and Confectionery,Private Nigerian,1,18.36185283673342,India,Greenfield,2,3.45,2.87,3.75,4.29,0.554,1,4.78,2.23,26.88,20.32,14.02,33.96,80.8,430.42,829.82,108.76,3.0,3.0,3.6,4.8,3.6,0,8,58.3,83.9,82.9,None,70.2,0.164,0.515,0,0,55.8,57.5,3.85,8.28,2024
FIRM_074,SME,116,37,Grain Mill Products,Joint Venture,1,27.312858725748736,China,Greenfield,7,3.49,2.89,2.81,4.27,0.543,1,1.22,1.07,7.07,6.14,10.13,45.85,81.8,84.74,157.11,45.71,5.7,2.6,2.3,7.0,4.4,0,14,44.2,84.3,97.4,None,25.1,0.474,0.515,0,1,26.5,47.5,2.89,11.23,2020
FIRM_074,SME,118,37,Grain Mill Products,Joint Venture,1,27.312858725748736,China,Greenfield,7,3.49,2.89,2.81,4.27,0.543,1,1.22,1.07,8.43,7.77,10.13,48.14,81.8,102.68,157.11,45.71,5.7,2.6,2.3,7.0,4.4,0,14,44.2,84.3,97.4,None,25.1,0.474,0.515,0,1,26.5,47.5,2.89,11.23,2021
FIRM_074,SME,120,37,Grain Mill Products,Joint Venture,1,27.312858725748736,China,Greenfield,7,3.49,2.89,2.81,4.27,0.543,1,1.22,1.07,7.54,7.47,10.13,50.44,81.8,105.67,157.11,45.71,5.7,2.6,2.3,7.0,4.4,0,14,44.2,84.3,97.4,None,25.1,0.474,0.515,0,1,26.5,47.5,2.89,11.23,2022
FIRM_074,SME,122,37,Grain Mill Products,Joint Venture,1,27.312858725748736,China,Greenfield,7,3.49,2.89,2.81,4.27,0.543,1,1.22,1.07,7.59,7.05,10.13,52.73,81.8,108.66,157.11,45.71,5.7,2.6,2.3,7.0,4.4,0,14,44.2,84.3,97.4,None,25.1,0.474,0.515,0,1,26.5,47.5,2.89,11.23,2023
FIRM_074,SME,125,37,Grain Mill Products,Joint Venture,1,27.312858725748736,China,Greenfield,7,3.49,2.89,2.81,4.27,0.543,1,1.22,1.07,8.43,8.07,10.13,55.02,81.8,111.65,157.11,45.71,5.7,2.6,2.3,7.0,4.4,0,14,44.2,84.3,97.4,None,25.1,0.474,0.515,0,1,26.5,47.5,2.89,11.23,2024
FIRM_075,SME,15,35,Fish Processing,Private Nigerian,0,0.0,None,None,0,3.65,3.09,3.04,3.26,0.226,0,0.4,1.95,7.86,10.42,3.83,1.76,76.7,239.46,397.16,4.96,5.6,3.1,1.7,3.5,3.47,0,11,57.1,52.5,81.9,HACCP,14.4,0.284,0.5,0,0,47.5,77.9,3.1,9.43,2020
FIRM_075,SME,15,35,Fish Processing,Private Nigerian,0,0.0,None,None,0,3.65,3.09,3.04,3.26,0.226,0,0.4,1.95,8.45,13.63,3.83,1.85,76.7,290.17,397.16,4.96,5.6,3.1,1.7,3.5,3.47,0,11,57.1,52.5,81.9,HACCP,14.4,0.284,0.5,0,0,47.5,77.9,3.1,9.43,2021
FIRM_075,SME,15,35,Fish Processing,Private Nigerian,0,0.0,None,None,0,3.65,3.09,3.04,3.26,0.226,0,0.4,1.95,7.98,14.12,3.83,1.94,76.7,298.62,397.16,4.96,5.6,3.1,1.7,3.5,3.47,0,11,57.1,52.5,81.9,HACCP,14.4,0.284,0.5,0,0,47.5,77.9,3.1,9.43,2022
FIRM_075,SME,15,35,Fish Processing,Private Nigerian,0,0.0,None,None,0,3.65,3.09,3.04,3.26,0.226,0,0.4,1.95,9.01,14.49,3.83,2.02,76.7,307.07,397.16,4.96,5.6,3.1,1.7,3.5,3.47,0,11,57.1,52.5,81.9,HACCP,14.4,0.284,0.5,0,0,47.5,77.9,3.1,9.43,2023
FIRM_075,SME,16,35,Fish Processing,Private Nigerian,0,0.0,None,None,0,3.65,3.09,3.04,3.26,0.226,0,0.4,1.95,7.75,12.65,3.83,2.11,76.7,315.53,397.16,4.96,5.6,3.1,1.7,3.5,3.47,0,11,57.1,52.5,81.9,HACCP,14.4,0.284,0.5,0,0,47.5,77.9,3.1,9.43,2024
FIRM_076,SME,177,42,Dairy Products,Private Nigerian,0,0.0,None,None,0,4.57,3.63,2.67,4.06,0.423,0,2.45,1.67,6.6,12.72,10.34,11.59,77.3,300.02,610.82,40.91,4.9,3.7,4.0,4.8,4.35,0,8,69.5,82.6,88.6,None,34.5,0.344,0.333,0,0,30.0,78.5,3.26,7.73,2020
FIRM_076,SME,180,42,Dairy Products,Private Nigerian,0,0.0,None,None,0,4.57,3.63,2.67,4.06,0.423,0,2.45,1.67,7.87,13.19,10.34,12.17,77.3,363.55,610.82,40.91,4.9,3.7,4.0,4.8,4.35,0,8,69.5,82.6,88.6,None,34.5,0.344,0.333,0,0,30.0,78.5,3.26,7.73,2021
FIRM_076,SME,184,42,Dairy Products,Private Nigerian,0,0.0,None,None,0,4.57,3.63,2.67,4.06,0.423,0,2.45,1.67,7.43,14.67,10.34,12.75,77.3,374.14,610.82,40.91,4.9,3.7,4.0,4.8,4.35,0,8,69.5,82.6,88.6,None,34.5,0.344,0.333,0,0,30.0,78.5,3.26,7.73,2022
FIRM_076,SME,187,42,Dairy Products,Private Nigerian,0,0.0,None,None,0,4.57,3.63,2.67,4.06,0.423,0,2.45,1.67,6.61,14.51,10.34,13.33,77.3,384.73,610.82,40.91,4.9,3.7,4.0,4.8,4.35,0,8,69.5,82.6,88.6,None,34.5,0.344,0.333,0,0,30.0,78.5,3.26,7.73,2023
FIRM_076,SME,191,42,Dairy Products,Private Nigerian,0,0.0,None,None,0,4.57,3.63,2.67,4.06,0.423,0,2.45,1.67,7.45,13.58,10.34,13.91,77.3,395.32,610.82,40.91,4.9,3.7,4.0,4.8,4.35,0,8,69.5,82.6,88.6,None,34.5,0.344,0.333,0,0,30.0,78.5,3.26,7.73,2024
FIRM_077,SME,190,30,Oils and Fats,Joint Venture,1,17.93543695740624,Netherlands,M&A,15,3.85,3.33,3.35,3.06,0.194,1,4.12,1.54,26.32,12.93,5.16,11.45,59.9,68.78,135.98,9.27,2.7,6.3,3.1,5.7,4.45,1,10,85.7,82.9,94.7,ISO 22000,54.2,0.188,0.241,1,0,61.5,58.7,1.73,6.8,2020
FIRM_077,SME,193,30,Oils and Fats,Joint Venture,1,17.93543695740624,Netherlands,M&A,15,3.85,3.33,3.35,3.06,0.194,1,4.12,1.54,32.22,15.86,5.16,12.02,59.9,83.35,135.98,9.27,2.7,6.3,3.1,5.7,4.45,1,10,85.7,82.9,94.7,ISO 22000,54.2,0.188,0.241,1,0,61.5,58.7,1.73,6.8,2021
FIRM_077,SME,197,30,Oils and Fats,Joint Venture,1,17.93543695740624,Netherlands,M&A,15,3.85,3.33,3.35,3.06,0.194,1,4.12,1.54,31.41,14.11,5.16,12.6,59.9,85.78,135.98,9.27,2.7,6.3,3.1,5.7,4.45,1,10,85.7,82.9,94.7,ISO 22000,54.2,0.188,0.241,1,0,61.5,58.7,1.73,6.8,2022
FIRM_077,SME,201,30,Oils and Fats,Joint Venture,1,17.93543695740624,Netherlands,M&A,15,3.85,3.33,3.35,3.06,0.194,1,4.12,1.54,35.57,16.02,5.16,13.17,59.9,88.2,135.98,9.27,2.7,6.3,3.1,5.7,4.45,1,10,85.7,82.9,94.7,ISO 22000,54.2,0.188,0.241,1,0,61.5,58.7,1.73,6.8,2023
FIRM_077,SME,205,30,Oils and Fats,Joint Venture,1,17.93543695740624,Netherlands,M&A,15,3.85,3.33,3.35,3.06,0.194,1,4.12,1.54,29.38,15.6,5.16,13.74,59.9,90.63,135.98,9.27,2.7,6.3,3.1,5.7,4.45,1,10,85.7,82.9,94.7,ISO 22000,54.2,0.188,0.241,1,0,61.5,58.7,1.73,6.8,2024
FIRM_078,SME,233,17,Bakery Products,Joint Venture,1,38.9478743007644,Germany,M&A,6,3.75,3.43,3.63,4.27,0.542,0,3.1,1.88,8.28,10.11,10.89,14.09,67.4,134.88,234.75,22.36,3.3,5.1,3.3,1.7,3.35,1,1,47.4,65.0,85.3,None,77.1,0.322,0.42,0,0,27.8,59.1,4.09,10.61,2020
FIRM_078,SME,237,17,Bakery Products,Joint Venture,1,38.9478743007644,Germany,M&A,6,3.75,3.43,3.63,4.27,0.542,0,3.1,1.88,10.09,12.53,10.89,14.79,67.4,163.44,234.75,22.36,3.3,5.1,3.3,1.7,3.35,1,1,47.4,65.0,85.3,None,77.1,0.322,0.42,0,0,27.8,59.1,4.09,10.61,2021
FIRM_078,SME,242,17,Bakery Products,Joint Venture,1,38.9478743007644,Germany,M&A,6,3.75,3.43,3.63,4.27,0.542,0,3.1,1.88,11.25,13.69,10.89,15.5,67.4,168.2,234.75,22.36,3.3,5.1,3.3,1.7,3.35,1,1,47.4,65.0,85.3,None,77.1,0.322,0.42,0,0,27.8,59.1,4.09,10.61,2022
FIRM_078,SME,246,17,Bakery Products,Joint Venture,1,38.9478743007644,Germany,M&A,6,3.75,3.43,3.63,4.27,0.542,0,3.1,1.88,11.59,13.7,10.89,16.2,67.4,172.96,234.75,22.36,3.3,5.1,3.3,1.7,3.35,1,1,47.4,65.0,85.3,None,77.1,0.322,0.42,0,0,27.8,59.1,4.09,10.61,2023
FIRM_078,SME,251,17,Bakery Products,Joint Venture,1,38.9478743007644,Germany,M&A,6,3.75,3.43,3.63,4.27,0.542,0,3.1,1.88,10.4,13.66,10.89,16.91,67.4,177.72,234.75,22.36,3.3,5.1,3.3,1.7,3.35,1,1,47.4,65.0,85.3,None,77.1,0.322,0.42,0,0,27.8,59.1,4.09,10.61,2024
FIRM_079,SME,158,13,Sugar and Confectionery,Joint Venture,1,40.29482885288186,Germany,Joint Venture,6,3.97,3.72,2.69,3.67,0.28,1,1.69,1.51,27.67,17.69,9.64,44.62,70.7,119.41,262.48,62.68,6.2,3.4,5.8,2.8,4.55,0,0,71.7,48.0,87.8,ISO 9001,79.9,0.281,0.499,0,0,38.5,37.2,3.1,4.18,2020
FIRM_079,SME,161,13,Sugar and Confectionery,Joint Venture,1,40.29482885288186,Germany,Joint Venture,6,3.97,3.72,2.69,3.67,0.28,1,1.69,1.51,31.15,21.72,9.64,46.85,70.7,144.69,262.48,62.68,6.2,3.4,5.8,2.8,4.55,0,0,71.7,48.0,87.8,ISO 9001,79.9,0.281,0.499,0,0,38.5,37.2,3.1,4.18,2021
FIRM_079,SME,164,13,Sugar and Confectionery,Joint Venture,1,40.29482885288186,Germany,Joint Venture,6,3.97,3.72,2.69,3.67,0.28,1,1.69,1.51,27.31,20.79,9.64,49.08,70.7,148.91,262.48,62.68,6.2,3.4,5.8,2.8,4.55,0,0,71.7,48.0,87.8,ISO 9001,79.9,0.281,0.499,0,0,38.5,37.2,3.1,4.18,2022
FIRM_079,SME,167,13,Sugar and Confectionery,Joint Venture,1,40.29482885288186,Germany,Joint Venture,6,3.97,3.72,2.69,3.67,0.28,1,1.69,1.51,31.68,21.78,9.64,51.31,70.7,153.12,262.48,62.68,6.2,3.4,5.8,2.8,4.55,0,0,71.7,48.0,87.8,ISO 9001,79.9,0.281,0.499,0,0,38.5,37.2,3.1,4.18,2023
FIRM_079,SME,170,13,Sugar and Confectionery,Joint Venture,1,40.29482885288186,Germany,Joint Venture,6,3.97,3.72,2.69,3.67,0.28,1,1.69,1.51,27.89,19.99,9.64,53.54,70.7,157.34,262.48,62.68,6.2,3.4,5.8,2.8,4.55,0,0,71.7,48.0,87.8,ISO 9001,79.9,0.281,0.499,0,0,38.5,37.2,3.1,4.18,2024
FIRM_080,SME,196,21,Bakery Products,Private Foreign,1,17.220002181014266,India,Greenfield,6,2.78,3.97,3.23,2.73,0.153,0,2.37,1.48,14.67,4.24,9.76,38.12,64.9,263.91,602.43,118.35,5.0,3.6,4.8,5.9,4.82,0,4,94.8,89.2,69.9,None,66.3,0.436,0.437,1,0,57.8,50.5,4.44,11.53,2020
FIRM_080,SME,199,21,Bakery Products,Private Foreign,1,17.220002181014266,India,Greenfield,6,2.78,3.97,3.23,2.73,0.153,0,2.37,1.48,16.99,5.0,9.76,40.03,64.9,319.79,602.43,118.35,5.0,3.6,4.8,5.9,4.82,0,4,94.8,89.2,69.9,None,66.3,0.436,0.437,1,0,57.8,50.5,4.44,11.53,2021
FIRM_080,SME,203,21,Bakery Products,Private Foreign,1,17.220002181014266,India,Greenfield,6,2.78,3.97,3.23,2.73,0.153,0,2.37,1.48,16.11,5.19,9.76,41.93,64.9,329.11,602.43,118.35,5.0,3.6,4.8,5.9,4.82,0,4,94.8,89.2,69.9,None,66.3,0.436,0.437,1,0,57.8,50.5,4.44,11.53,2022
FIRM_080,SME,207,21,Bakery Products,Private Foreign,1,17.220002181014266,India,Greenfield,6,2.78,3.97,3.23,2.73,0.153,0,2.37,1.48,16.76,5.2,9.76,43.84,64.9,338.42,602.43,118.35,5.0,3.6,4.8,5.9,4.82,0,4,94.8,89.2,69.9,None,66.3,0.436,0.437,1,0,57.8,50.5,4.44,11.53,2023
FIRM_080,SME,211,21,Bakery Products,Private Foreign,1,17.220002181014266,India,Greenfield,6,2.78,3.97,3.23,2.73,0.153,0,2.37,1.48,16.64,5.04,9.76,45.74,64.9,347.74,602.43,118.35,5.0,3.6,4.8,5.9,4.82,0,4,94.8,89.2,69.9,None,66.3,0.436,0.437,1,0,57.8,50.5,4.44,11.53,2024
FIRM_081,SME,30,44,Beverages,Private Nigerian,0,0.0,None,None,0,4.13,3.01,2.42,3.67,0.132,1,1.45,1.57,18.98,3.02,10.44,0.37,62.9,216.49,532.66,0.94,3.0,4.3,4.5,5.6,4.35,0,5,72.1,71.7,88.0,ISO 22000,6.8,0.163,0.369,1,0,8.0,77.5,4.0,11.09,2020
FIRM_081,SME,30,44,Beverages,Private Nigerian,0,0.0,None,None,0,4.13,3.01,2.42,3.67,0.132,1,1.45,1.57,22.51,3.97,10.44,0.39,62.9,262.33,532.66,0.94,3.0,4.3,4.5,5.6,4.35,0,5,72.1,71.7,88.0,ISO 22000,6.8,0.163,0.369,1,0,8.0,77.5,4.0,11.09,2021
FIRM_081,SME,31,44,Beverages,Private Nigerian,0,0.0,None,None,0,4.13,3.01,2.42,3.67,0.132,1,1.45,1.57,25.34,3.65,10.44,0.41,62.9,269.97,532.66,0.94,3.0,4.3,4.5,5.6,4.35,0,5,72.1,71.7,88.0,ISO 22000,6.8,0.163,0.369,1,0,8.0,77.5,4.0,11.09,2022
FIRM_081,SME,31,44,Beverages,Private Nigerian,0,0.0,None,None,0,4.13,3.01,2.42,3.67,0.132,1,1.45,1.57,22.09,4.1,10.44,0.43,62.9,277.61,532.66,0.94,3.0,4.3,4.5,5.6,4.35,0,5,72.1,71.7,88.0,ISO 22000,6.8,0.163,0.369,1,0,8.0,77.5,4.0,11.09,2023
FIRM_081,SME,32,44,Beverages,Private Nigerian,0,0.0,None,None,0,4.13,3.01,2.42,3.67,0.132,1,1.45,1.57,23.04,4.26,10.44,0.44,62.9,285.25,532.66,0.94,3.0,4.3,4.5,5.6,4.35,0,5,72.1,71.7,88.0,ISO 22000,6.8,0.163,0.369,1,0,8.0,77.5,4.0,11.09,2024
FIRM_082,SME,185,27,Beverages,Joint Venture,1,14.883601821156425,UK,Greenfield,10,4.11,4.26,3.67,3.49,0.616,1,2.06,1.54,14.89,13.91,13.43,15.91,92.2,201.71,336.62,37.75,4.8,3.1,3.4,5.6,4.22,0,8,93.2,64.8,60.0,HACCP,65.9,0.281,0.32,1,1,28.5,67.1,2.46,4.5,2020
FIRM_082,SME,188,27,Beverages,Joint Venture,1,14.883601821156425,UK,Greenfield,10,4.11,4.26,3.67,3.49,0.616,1,2.06,1.54,16.09,17.03,13.43,16.71,92.2,244.42,336.62,37.75,4.8,3.1,3.4,5.6,4.22,0,8,93.2,64.8,60.0,HACCP,65.9,0.281,0.32,1,1,28.5,67.1,2.46,4.5,2021
FIRM_082,SME,192,27,Beverages,Joint Venture,1,14.883601821156425,UK,Greenfield,10,4.11,4.26,3.67,3.49,0.616,1,2.06,1.54,15.39,15.65,13.43,17.5,92.2,251.54,336.62,37.75,4.8,3.1,3.4,5.6,4.22,0,8,93.2,64.8,60.0,HACCP,65.9,0.281,0.32,1,1,28.5,67.1,2.46,4.5,2022
FIRM_082,SME,196,27,Beverages,Joint Venture,1,14.883601821156425,UK,Greenfield,10,4.11,4.26,3.67,3.49,0.616,1,2.06,1.54,15.71,17.88,13.43,18.3,92.2,258.66,336.62,37.75,4.8,3.1,3.4,5.6,4.22,0,8,93.2,64.8,60.0,HACCP,65.9,0.281,0.32,1,1,28.5,67.1,2.46,4.5,2023
FIRM_082,SME,199,27,Beverages,Joint Venture,1,14.883601821156425,UK,Greenfield,10,4.11,4.26,3.67,3.49,0.616,1,2.06,1.54,16.85,15.29,13.43,19.09,92.2,265.78,336.62,37.75,4.8,3.1,3.4,5.6,4.22,0,8,93.2,64.8,60.0,HACCP,65.9,0.281,0.32,1,1,28.5,67.1,2.46,4.5,2024
