sample_id,interface,temperature_C,Gc_J_per_m2,distribution_model,source_type,assumption_tag,seed
MC_00245,YSZ|GDC,25,1.364086,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00246,YSZ|GDC,25,3.06125,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00247,YSZ|GDC,25,1.975769,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00248,YSZ|GDC,25,1.854746,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00249,YSZ|GDC,25,2.285757,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00250,YSZ|GDC,25,2.054873,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00251,YSZ|GDC,800,1.076942,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00252,YSZ|GDC,800,1.917939,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00253,YSZ|GDC,800,2.325686,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00254,YSZ|GDC,800,2.335482,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00255,YSZ|GDC,800,1.766863,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00256,YSZ|GDC,800,1.994002,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00257,YSZ|GDC,800,1.970558,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00258,YSZ|GDC,800,1.149558,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00259,YSZ|GDC,800,1.941391,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00260,YSZ|GDC,800,2.486659,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00261,YSZ|GDC,800,2.279249,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00262,YSZ|GDC,800,2.219477,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00263,YSZ|GDC,800,1.455669,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00264,YSZ|GDC,800,1.372873,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00265,YSZ|GDC,800,1.867764,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00266,YSZ|GDC,800,1.669348,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00267,YSZ|GDC,800,1.896894,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00268,YSZ|GDC,800,2.01628,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00269,YSZ|GDC,800,1.864039,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00270,YSZ|GDC,800,2.121349,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00271,YSZ|GDC,800,2.555788,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00272,YSZ|GDC,800,1.510011,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00273,YSZ|GDC,800,1.914001,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00274,YSZ|GDC,800,1.727521,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00275,YSZ|GDC,800,1.820623,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00276,YSZ|GDC,800,2.356168,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00277,YSZ|GDC,800,2.359633,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00278,YSZ|GDC,800,2.235841,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00279,YSZ|GDC,800,2.058408,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00280,YSZ|GDC,800,1.732704,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00281,YSZ|GDC,800,2.442589,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00282,YSZ|GDC,800,1.878072,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00283,YSZ|GDC,800,1.493694,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00284,YSZ|GDC,800,1.400283,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00285,YSZ|GDC,800,2.113036,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00286,YSZ|GDC,800,1.589135,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00287,YSZ|GDC,800,1.371478,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00288,YSZ|GDC,800,1.55903,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00289,YSZ|GDC,800,1.770856,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00290,YSZ|GDC,800,2.323676,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00291,YSZ|GDC,800,2.050237,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00292,YSZ|GDC,800,2.276034,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00293,YSZ|GDC,800,2.187909,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00294,YSZ|GDC,800,1.63617,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00295,YSZ|GDC,800,1.958055,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00296,YSZ|GDC,800,2.081388,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00297,YSZ|GDC,800,1.830731,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00298,YSZ|GDC,800,1.336905,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00299,YSZ|GDC,800,2.518821,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00300,YSZ|GDC,800,2.222185,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00301,YSZ|GDC,800,1.455061,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00302,YSZ|GDC,800,2.137794,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00303,YSZ|GDC,800,0.963135,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00304,YSZ|GDC,800,2.056189,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00305,YSZ|GDC,800,1.941897,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00306,YSZ|GDC,800,1.684507,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00307,YSZ|GDC,800,2.055049,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00308,YSZ|GDC,800,1.924969,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00309,YSZ|GDC,800,2.521327,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00310,YSZ|GDC,800,2.495634,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00311,YSZ|GDC,800,1.743491,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00312,YSZ|GDC,800,1.572941,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00313,YSZ|GDC,800,1.48925,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00314,YSZ|GDC,800,1.884148,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00315,YSZ|GDC,800,1.743893,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00316,YSZ|GDC,800,1.718973,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00317,YSZ|GDC,800,2.094014,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00318,YSZ|GDC,800,2.255166,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00319,YSZ|GDC,800,2.028148,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00320,YSZ|GDC,800,2.101485,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00321,YSZ|GDC,800,2.686121,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00322,YSZ|GDC,800,1.635202,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00323,YSZ|GDC,800,2.101715,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00324,YSZ|GDC,800,1.665279,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00325,YSZ|GDC,800,3.147555,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00326,YSZ|GDC,800,0.912992,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00327,YSZ|GDC,800,2.345625,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00328,YSZ|GDC,800,1.655936,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00329,YSZ|GDC,800,0.912416,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00330,YSZ|GDC,800,1.644983,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00331,YSZ|GDC,800,1.490805,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00332,YSZ|GDC,800,2.523834,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00333,YSZ|GDC,800,1.774653,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00334,YSZ|GDC,800,2.269657,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00335,YSZ|GDC,800,2.167314,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00336,YSZ|GDC,800,1.909526,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00337,YSZ|GDC,800,1.952084,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00338,YSZ|GDC,800,1.518129,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00339,YSZ|GDC,800,1.172377,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00340,YSZ|GDC,800,2.312105,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00341,YSZ|GDC,800,2.087401,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00342,YSZ|GDC,800,2.026601,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00343,YSZ|GDC,800,1.473606,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00344,YSZ|GDC,800,1.55105,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00345,YSZ|GDC,800,1.793784,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00346,YSZ|GDC,800,2.274809,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00347,YSZ|GDC,800,2.13541,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00348,YSZ|GDC,800,1.38282,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00349,YSZ|GDC,800,1.648561,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00350,YSZ|GDC,800,2.145961,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00351,YSZ|GDC,800,1.337842,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00352,YSZ|GDC,800,2.292066,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00353,YSZ|GDC,800,2.075538,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00354,YSZ|GDC,800,1.666344,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00355,YSZ|GDC,800,1.975584,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00356,YSZ|GDC,800,1.604478,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00357,YSZ|GDC,800,1.876541,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00358,YSZ|GDC,800,1.506365,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00359,YSZ|GDC,800,1.670629,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00360,YSZ|GDC,800,1.365183,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00361,YSZ|GDC,800,1.773795,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00362,YSZ|GDC,800,1.772021,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00363,YSZ|GDC,800,2.489323,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00364,YSZ|GDC,800,1.780616,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00365,YSZ|GDC,800,1.340697,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00366,YSZ|GDC,800,1.508896,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00367,YSZ|GDC,800,1.997284,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00368,YSZ|GDC,800,1.849472,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00369,YSZ|GDC,800,2.1701,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00370,YSZ|GDC,800,1.529313,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00371,YSZ|GDC,800,1.479759,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00372,YSZ|GDC,800,2.314446,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00373,YSZ|GDC,800,1.946567,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00374,YSZ|GDC,800,1.998794,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00375,YSZ|GDC,800,2.118054,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00376,YSZ|GDC,800,1.163838,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00377,YSZ|GDC,800,2.495987,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00378,YSZ|GDC,800,1.79741,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00379,YSZ|GDC,800,1.954991,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00380,YSZ|GDC,800,1.761665,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00381,YSZ|GDC,800,1.864677,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00382,YSZ|GDC,800,1.738168,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00383,YSZ|GDC,800,1.544592,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00384,YSZ|GDC,800,1.437292,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00385,YSZ|GDC,800,1.41447,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00386,YSZ|GDC,800,0.832127,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00387,YSZ|GDC,800,2.007651,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00388,YSZ|GDC,800,1.840716,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00389,YSZ|GDC,800,1.390245,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00390,YSZ|GDC,800,1.75145,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00391,YSZ|GDC,800,1.578066,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00392,YSZ|GDC,800,2.262621,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00393,YSZ|GDC,800,2.283092,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00394,YSZ|GDC,800,1.931818,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00395,YSZ|GDC,800,1.537382,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00396,YSZ|GDC,800,2.101423,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00397,YSZ|GDC,800,1.412484,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00398,YSZ|GDC,800,2.103443,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00399,YSZ|GDC,800,1.438034,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00400,YSZ|GDC,800,1.866315,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00401,YSZ|GDC,800,2.043082,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00402,YSZ|GDC,800,2.043532,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00403,YSZ|GDC,800,1.652863,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00404,YSZ|GDC,800,1.568176,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00405,YSZ|GDC,800,1.771783,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00406,YSZ|GDC,800,2.000323,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00407,YSZ|GDC,800,1.772077,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00408,YSZ|GDC,800,1.598268,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00409,YSZ|GDC,800,1.127885,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00410,YSZ|GDC,800,1.863071,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00411,YSZ|GDC,800,1.977296,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00412,YSZ|GDC,800,1.927097,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00413,YSZ|GDC,800,1.391818,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00414,YSZ|GDC,800,2.261026,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00415,YSZ|GDC,800,2.352067,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00416,YSZ|GDC,800,1.890393,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00417,YSZ|GDC,800,1.281989,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00418,YSZ|GDC,800,1.819671,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00419,YSZ|GDC,800,2.81514,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00420,YSZ|GDC,800,2.023264,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00421,YSZ|GDC,800,1.98122,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00422,YSZ|GDC,800,1.953,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00423,YSZ|GDC,800,2.292551,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00424,YSZ|GDC,800,1.886857,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00425,YSZ|GDC,800,1.208469,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00426,YSZ|GDC,800,1.674324,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00427,YSZ|GDC,800,1.312813,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00428,YSZ|GDC,800,2.242678,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00429,YSZ|GDC,800,1.959776,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00430,YSZ|GDC,800,2.85854,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00431,YSZ|GDC,800,1.810828,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00432,YSZ|GDC,800,1.31448,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00433,YSZ|GDC,800,1.996508,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00434,YSZ|GDC,800,1.636459,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00435,YSZ|GDC,800,1.604023,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00436,YSZ|GDC,800,1.79855,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00437,YSZ|GDC,800,1.395294,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00438,YSZ|GDC,800,1.982841,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00439,YSZ|GDC,800,2.131944,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00440,YSZ|GDC,800,1.650182,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00441,YSZ|GDC,800,1.78525,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00442,YSZ|GDC,800,1.486212,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00443,YSZ|GDC,800,1.421778,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00444,YSZ|GDC,800,1.719745,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00445,YSZ|GDC,800,1.279074,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00446,YSZ|GDC,800,2.692884,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00447,YSZ|GDC,800,1.337046,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00448,YSZ|GDC,800,1.782374,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00449,YSZ|GDC,800,2.208175,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00450,YSZ|GDC,800,1.261881,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00451,YSZ|GDC,800,1.934291,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00452,YSZ|GDC,800,1.73647,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
MC_00453,YSZ|GDC,800,2.513936,normal_truncated_positive,synthetic_fabricated,HT_estimated_from_RT_missing_data_assumption,20260211
