country,year,quarter,date,cyber_incidents_total,phishing_attacks,malware_incidents,data_breaches,mobile_fraud_search_trend,sentiment_score,trust_index,social_media_mentions,complaint_rate_per_10k,hhi_index,new_licenses_issued_annual,total_active_licenses,top3_market_share_pct,new_entrants_quarter,financial_inclusion_rate,transaction_volume_millions,regulatory_risk_score,tech_adoption_index
Rwanda,2019,3,2019-Q3,76,33,29,14,100,-0.101,44,1793,64,0.271,0,6,29.65,2,47,94,36,45
Rwanda,2019,4,2019-Q4,31,15,11,6,60,0.254,62,1027,44,0.257,7,6,24.24,5,51,56,30,56
Rwanda,2020,1,2020-Q1,47,23,13,9,95,0.35,67,768,33,0.26,0,6,26.37,4,56,62,46,50
Rwanda,2020,2,2020-Q2,34,10,11,5,100,0.329,66,1696,30,0.21,0,6,19.35,5,48,85,46,63
Rwanda,2020,3,2020-Q3,44,18,9,6,82,0.324,66,2214,36,0.195,0,8,18.68,1,53,109,21,51
Rwanda,2020,4,2020-Q4,52,24,11,8,82,0.251,62,1897,30,0.232,4,8,21.57,1,52,65,26,61
Rwanda,2021,1,2021-Q1,54,19,13,5,84,0.24,62,2815,32,0.187,0,8,19.27,1,59,75,20,54
Rwanda,2021,2,2021-Q2,37,13,10,5,100,0.269,63,1050,37,0.166,0,8,16.43,3,57,102,27,56
Rwanda,2021,3,2021-Q3,123,45,37,24,100,0.021,51,2994,55,0.17,0,9,16.93,3,64,96,23,68
Rwanda,2021,4,2021-Q4,52,23,17,8,100,0.111,55,2862,38,0.194,9,10,17.96,8,61,117,36,70
Rwanda,2022,1,2022-Q1,64,30,24,6,94,0.193,59,1972,37,0.142,0,10,14.97,9,65,104,35,62
Rwanda,2022,2,2022-Q2,58,28,22,9,100,0.109,55,1718,45,0.136,0,10,13.53,3,66,84,30,59
Rwanda,2022,3,2022-Q3,63,30,16,7,89,0.304,65,3574,40,0.106,0,10,10.16,3,66,122,22,72
Rwanda,2022,4,2022-Q4,75,34,19,10,99,0.276,63,1524,32,0.144,9,12,15.51,5,71,101,24,64
Rwanda,2023,1,2023-Q1,46,21,9,5,100,0.335,66,3510,29,0.112,0,12,10.73,4,73,115,42,62
Rwanda,2023,2,2023-Q2,113,53,35,15,100,0.222,61,3328,41,0.1,0,11,10.14,2,76,157,43,73
Rwanda,2023,3,2023-Q3,59,26,20,5,98,0.362,68,3089,33,0.1,0,13,9.61,4,77,131,34,69
Rwanda,2023,4,2023-Q4,54,23,19,7,100,0.121,56,2724,46,0.106,8,13,10.79,10,72,84,22,80
Rwanda,2024,1,2024-Q1,80,35,30,10,100,0.138,56,3626,50,0.1,0,14,10.32,11,77,143,44,81
Rwanda,2024,2,2024-Q2,64,19,21,10,100,0.152,57,3577,37,0.1,0,15,10.34,6,77,172,51,81
Rwanda,2024,3,2024-Q3,52,18,18,9,100,0.152,57,3495,39,0.1,0,15,9.61,9,81,118,29,72
Senegal,2018,1,2018-Q1,8,3,2,1,69,-0.268,36,581,72,0.319,0,10,32.3,1,44,56,34,48
Senegal,2018,2,2018-Q2,12,4,3,1,72,-0.273,36,1723,55,0.346,0,13,31.77,3,42,71,38,53
Senegal,2018,3,2018-Q3,9,3,1,1,58,-0.103,44,864,59,0.328,0,14,31.77,4,39,58,44,42
Senegal,2018,4,2018-Q4,12,5,3,1,56,-0.085,45,2292,50,0.334,13,14,36.44,3,48,56,29,52
Senegal,2019,1,2019-Q1,16,5,4,2,74,-0.338,33,2177,60,0.302,0,19,31.22,3,47,48,50,48
Senegal,2019,2,2019-Q2,15,4,5,2,81,-0.257,37,1865,66,0.277,0,17,29.48,3,43,89,25,44
Senegal,2019,3,2019-Q3,12,4,3,1,68,-0.134,43,1225,46,0.28,0,22,27.06,3,44,82,57,57
Senegal,2019,4,2019-Q4,12,4,4,1,60,-0.266,36,1143,75,0.258,17,20,24.13,6,45,60,54,50
Senegal,2020,1,2020-Q1,12,3,4,1,92,-0.29,35,1450,62,0.268,0,22,28.45,4,48,75,61,50
Senegal,2020,2,2020-Q2,21,9,7,2,100,-0.13,43,852,66,0.23,0,26,24.38,7,55,73,36,53
Senegal,2020,3,2020-Q3,45,14,17,5,100,-0.506,24,1338,69,0.253,0,28,25.65,3,55,111,51,54
Senegal,2020,4,2020-Q4,20,8,4,2,70,-0.132,43,1669,64,0.234,23,26,24.05,3,53,97,55,64
Senegal,2021,1,2021-Q1,30,9,7,4,100,-0.443,27,1901,80,0.217,0,30,20.06,8,57,100,26,57
Senegal,2021,2,2021-Q2,13,5,4,1,91,-0.179,41,1336,62,0.237,0,29,22.42,4,59,108,46,60
Senegal,2021,3,2021-Q3,23,10,5,3,86,-0.08,45,3309,49,0.202,0,31,18.81,5,57,110,49,55
Senegal,2021,4,2021-Q4,17,6,4,3,100,-0.112,44,1157,53,0.216,26,36,22.77,5,62,99,59,57
Senegal,2022,1,2022-Q1,21,10,7,3,88,-0.173,41,3387,51,0.185,0,34,18.09,10,65,127,41,62
Senegal,2022,2,2022-Q2,27,9,10,5,100,-0.187,40,1295,57,0.182,0,37,18.97,11,69,132,59,67
Senegal,2022,3,2022-Q3,24,8,8,4,100,-0.126,43,3681,56,0.172,0,37,16.69,5,66,113,47,65
Senegal,2022,4,2022-Q4,28,13,10,4,96,-0.311,34,1400,70,0.132,29,39,12.67,9,66,121,50,64
Senegal,2023,1,2023-Q1,17,5,6,2,100,-0.058,47,3227,54,0.125,0,46,11.93,4,71,144,35,76
Senegal,2023,2,2023-Q2,21,6,5,3,100,-0.081,45,3700,61,0.155,0,46,16.29,8,71,137,51,77
Senegal,2023,3,2023-Q3,20,6,4,3,100,-0.2,40,2399,61,0.1,0,44,9.66,6,75,95,27,68
Senegal,2023,4,2023-Q4,66,26,20,8,100,-0.473,26,1784,64,0.1,31,48,10.07,4,70,92,31,69
Senegal,2024,1,2024-Q1,21,8,8,3,100,-0.015,49,1129,54,0.1,0,51,10.24,8,80,140,32,80
Senegal,2024,2,2024-Q2,25,8,9,4,100,-0.195,40,3834,58,0.1,0,49,10.03,2,81,113,60,75
Senegal,2024,3,2024-Q3,41,19,11,4,100,-0.302,34,4517,72,0.1,0,56,9.31,6,78,118,24,69
South Africa,2018,1,2018-Q1,50,23,17,6,62,0.036,51,2916,41,0.26,0,4,28.47,2,49,102,34,52
South Africa,2018,2,2018-Q2,83,36,26,15,100,-0.252,37,1339,50,0.245,0,4,23.12,3,42,119,59,45
South Africa,2018,3,2018-Q3,36,12,10,3,81,0.272,63,1160,35,0.222,0,5,21.84,2,50,74,34,43
South Africa,2018,4,2018-Q4,45,13,12,6,76,0.293,64,3075,29,0.213,5,6,20.69,6,48,72,23,56
South Africa,2019,1,2019-Q1,55,23,11,9,79,0.083,54,1239,47,0.166,0,6,15.65,2,54,92,25,58
South Africa,2019,2,2019-Q2,96,33,22,15,100,-0.089,45,3159,48,0.171,0,6,17.95,7,52,136,39,57
South Africa,2019,3,2019-Q3,41,20,8,7,82,0.274,63,2500,35,0.2,0,7,19.57,3,55,111,53,47
South Africa,2019,4,2019-Q4,85,36,26,11,100,-0.124,43,2390,58,0.138,7,8,14.19,0,58,118,29,55
South Africa,2020,1,2020-Q1,53,20,11,7,86,0.217,60,2229,33,0.177,0,9,16.27,7,52,138,50,58
South Africa,2020,2,2020-Q2,63,20,17,10,93,0.245,62,3919,41,0.17,0,9,17.25,0,55,150,27,52
South Africa,2020,3,2020-Q3,57,23,20,10,100,0.314,65,3887,35,0.14,0,10,14.96,9,57,104,45,56
South Africa,2020,4,2020-Q4,45,18,12,5,100,0.213,60,1269,43,0.105,7,10,10.19,3,63,140,40,54
South Africa,2021,1,2021-Q1,107,37,35,15,100,-0.081,45,3917,45,0.108,0,11,10.73,6,64,99,36,63
South Africa,2021,2,2021-Q2,95,33,25,9,100,-0.169,41,2649,63,0.102,0,12,9.31,4,68,112,21,69
South Africa,2021,3,2021-Q3,74,32,20,8,100,0.036,51,2517,54,0.1,0,13,9.18,8,69,123,43,64
South Africa,2021,4,2021-Q4,65,23,15,9,92,0.066,53,3320,54,0.1,10,13,10.63,14,64,106,27,67
South Africa,2022,1,2022-Q1,82,37,24,14,98,0.261,63,3168,43,0.1,0,13,10.73,7,70,122,21,65
South Africa,2022,2,2022-Q2,67,26,17,9,100,0.053,52,4849,39,0.1,0,14,10.01,1,70,181,51,74
South Africa,2022,3,2022-Q3,94,34,27,10,100,0.056,52,1867,54,0.1,0,14,9.35,5,69,157,37,69
South Africa,2022,4,2022-Q4,75,28,20,11,100,0.276,63,4302,29,0.1,11,14,10.45,0,75,188,51,67
South Africa,2023,1,2023-Q1,65,32,22,9,100,0.22,60,5721,36,0.1,0,17,10.34,0,78,197,45,71
South Africa,2023,2,2023-Q2,82,30,19,9,100,0.328,66,3780,29,0.1,0,17,9.2,4,79,234,51,65
South Africa,2023,3,2023-Q3,102,38,23,18,100,0.277,63,5397,31,0.1,0,17,9.48,8,77,157,47,73
South Africa,2023,4,2023-Q4,79,31,28,10,100,0.332,66,6374,32,0.1,11,17,10.93,2,82,197,23,71
South Africa,2024,1,2024-Q1,113,36,41,20,100,0.135,56,5427,39,0.1,0,18,10.89,11,78,184,33,68
South Africa,2024,2,2024-Q2,151,56,31,29,100,-0.021,48,5693,43,0.1,0,19,9.28,6,84,206,20,70
South Africa,2024,3,2024-Q3,116,51,35,12,100,0.14,56,3283,35,0.1,0,19,9.22,0,88,210,20,78
Tanzania,2018,1,2018-Q1,9,3,2,1,32,0.474,73,978,24,0.388,0,7,39.91,9,41,45,53,40
Tanzania,2018,2,2018-Q2,8,3,1,1,43,0.322,66,1533,32,0.331,0,7,33.69,3,40,74,26,50
Tanzania,2018,3,2018-Q3,8,3,1,1,34,0.406,70,982,33,0.351,0,9,35.85,3,43,57,49,49
Tanzania,2018,4,2018-Q4,12,5,2,1,35,0.306,65,1101,30,0.351,9,9,32.53,6,43,48,42,51
Tanzania,2019,1,2019-Q1,15,5,3,1,45,0.408,70,696,27,0.3,0,11,32.74,2,46,68,43,48
Tanzania,2019,2,2019-Q2,12,3,4,1,42,0.358,67,1633,27,0.316,0,12,31.96,0,43,60,47,56
Tanzania,2019,3,2019-Q3,15,6,4,2,39,0.308,65,2268,38,0.297,0,13,28.79,5,52,71,56,56
Tanzania,2019,4,2019-Q4,16,5,5,2,46,0.329,66,956,29,0.281,9,13,26.91,0,50,62,44,50
Tanzania,2020,1,2020-Q1,17,7,3,3,61,0.517,75,2629,28,0.311,0,16,29.55,4,54,96,45,57
Tanzania,2020,2,2020-Q2,15,5,4,2,53,0.547,77,927,22,0.266,0,16,28.97,7,51,63,45,59
Tanzania,2020,3,2020-Q3,14,5,2,2,59,0.35,67,1716,28,0.255,0,16,25.91,7,55,85,31,59
Tanzania,2020,4,2020-Q4,25,8,9,3,72,0.474,73,1245,28,0.237,14,17,25.75,6,54,87,27,56
Tanzania,2021,1,2021-Q1,12,4,4,1,56,0.486,74,2488,20,0.248,0,18,25.66,1,53,102,47,67
Tanzania,2021,2,2021-Q2,12,4,4,1,55,0.385,69,3005,26,0.255,0,19,28.06,1,55,106,18,63
Tanzania,2021,3,2021-Q3,19,6,5,3,66,0.551,77,1071,18,0.244,0,21,26.68,1,59,76,27,55
Tanzania,2021,4,2021-Q4,18,8,6,3,60,0.493,74,1666,25,0.22,17,21,20.01,3,66,115,35,56
Tanzania,2022,1,2022-Q1,19,9,7,3,67,0.337,66,3224,34,0.201,0,25,21.92,5,66,73,21,60
Tanzania,2022,2,2022-Q2,29,12,8,4,100,0.083,54,2413,47,0.186,0,24,17.47,1,68,119,35,67
Tanzania,2022,3,2022-Q3,21,9,7,3,58,0.318,65,1195,33,0.186,0,24,19.53,1,69,83,45,69
Tanzania,2022,4,2022-Q4,24,10,8,2,65,0.341,67,3259,29,0.202,19,24,21.47,1,66,74,45,69
Tanzania,2023,1,2023-Q1,33,13,9,4,100,0.357,67,3168,28,0.17,0,30,16.09,4,69,106,24,75
Tanzania,2023,2,2023-Q2,21,9,5,2,97,0.432,71,3239,25,0.134,0,29,14.45,6,68,153,54,77
Tanzania,2023,3,2023-Q3,33,12,10,3,100,0.338,66,2007,34,0.147,0,30,15.49,4,69,150,47,67
Tanzania,2023,4,2023-Q4,32,14,12,6,100,0.408,70,3813,32,0.115,20,29,11.51,4,70,144,44,66
Tanzania,2024,1,2024-Q1,27,11,7,5,82,0.339,66,1415,28,0.148,0,32,14.63,6,80,106,28,70
Tanzania,2024,2,2024-Q2,25,9,6,2,100,0.376,68,3757,32,0.1,0,33,9.81,4,77,182,26,71
Tanzania,2024,3,2024-Q3,17,7,6,2,73,0.329,66,4033,31,0.1,0,33,10.03,9,80,112,55,68
Uganda,2018,1,2018-Q1,20,8,5,2,38,0.409,70,942,30,0.273,0,3,28.63,5,41,54,38,44
Uganda,2018,2,2018-Q2,23,8,8,4,33,0.161,58,1228,45,0.254,0,4,25.67,1,41,69,25,43
Uganda,2018,3,2018-Q3,16,6,3,2,32,0.381,69,1298,31,0.267,0,5,28.34,4,45,59,48,51
Uganda,2018,4,2018-Q4,16,5,6,3,32,0.161,58,2185,34,0.254,6,6,27.85,3,45,56,57,46
Uganda,2019,1,2019-Q1,29,12,9,4,37,0.338,66,1225,28,0.252,0,6,23.79,2,41,48,29,52
Uganda,2019,2,2019-Q2,25,8,6,3,51,0.425,71,1984,24,0.258,0,7,27.8,2,42,64,21,43
Uganda,2019,3,2019-Q3,29,12,8,3,35,0.211,60,2334,32,0.23,0,8,24.05,2,47,79,44,49
Uganda,2019,4,2019-Q4,21,7,5,2,42,0.433,71,2456,33,0.227,6,8,24.86,8,54,77,46,50
Uganda,2020,1,2020-Q1,22,9,6,4,43,0.24,62,2185,42,0.235,0,9,23.72,5,48,67,26,56
Uganda,2020,2,2020-Q2,35,15,8,4,44,0.354,67,2036,37,0.181,0,9,18.3,1,53,112,30,63
Uganda,2020,3,2020-Q3,92,45,27,11,100,-0.005,49,2809,51,0.206,0,10,20.03,1,52,86,39,50
Uganda,2020,4,2020-Q4,30,14,8,4,52,0.325,66,1289,28,0.165,10,10,16.25,1,53,71,32,63
Uganda,2021,1,2021-Q1,34,11,12,6,56,0.351,67,1977,28,0.187,0,11,18.69,8,62,94,42,52
Uganda,2021,2,2021-Q2,96,43,27,17,100,0.226,61,847,38,0.152,0,12,15.56,4,59,103,19,61
Uganda,2021,3,2021-Q3,56,16,20,9,100,0.174,58,1122,34,0.129,0,12,13.67,1,58,91,33,60
Uganda,2021,4,2021-Q4,45,19,16,7,46,0.422,71,2868,24,0.132,9,11,11.94,5,59,90,34,67
Uganda,2022,1,2022-Q1,43,17,8,5,49,0.427,71,3296,28,0.102,0,14,11.06,10,64,74,52,61
Uganda,2022,2,2022-Q2,38,16,10,4,73,0.217,60,1592,44,0.113,0,13,11.87,3,61,151,46,65
Uganda,2022,3,2022-Q3,27,12,7,4,61,0.457,72,2080,30,0.1,0,16,9.98,9,65,138,33,69
Uganda,2022,4,2022-Q4,29,13,9,3,60,0.218,60,3056,41,0.114,9,14,10.27,3,66,92,29,61
Uganda,2023,1,2023-Q1,38,14,7,5,67,0.202,60,2794,37,0.1,0,15,9.17,2,74,143,56,70
Uganda,2023,2,2023-Q2,38,13,11,4,63,0.307,65,2319,34,0.1,0,15,10.25,14,72,105,22,67
Uganda,2023,3,2023-Q3,37,17,9,4,72,0.423,71,3757,34,0.1,0,18,9.4,16,71,154,53,68
Uganda,2023,4,2023-Q4,42,14,11,7,65,0.298,64,1442,35,0.1,12,18,10.1,0,79,108,45,71
Uganda,2024,1,2024-Q1,49,22,13,7,81,0.372,68,1898,33,0.1,0,16,10.98,6,75,118,37,80
Uganda,2024,2,2024-Q2,46,17,17,7,91,0.376,68,1411,34,0.1,0,19,9.09,13,82,157,33,79
Uganda,2024,3,2024-Q3,44,15,13,6,61,0.36,68,3134,31,0.1,0,19,10.0,2,77,93,22,74
Zambia,2018,1,2018-Q1,56,21,12,10,60,0.495,74,764,25,0.386,0,15,40.25,3,42,50,38,46
Zambia,2018,2,2018-Q2,47,21,13,7,36,0.52,76,1052,22,0.349,0,16,31.59,4,37,81,52,41
Zambia,2018,3,2018-Q3,49,22,13,8,36,0.534,76,1765,26,0.329,0,20,30.53,4,39,75,29,49
Zambia,2018,4,2018-Q4,57,18,14,7,32,0.477,73,1036,27,0.312,18,23,30.35,3,45,76,33,43
Zambia,2019,1,2019-Q1,117,51,25,13,100,0.29,64,2181,36,0.287,0,25,26.34,2,43,54,43,55
Zambia,2019,2,2019-Q2,43,18,9,7,47,0.402,70,1869,34,0.295,0,28,29.77,2,45,76,54,54
Zambia,2019,3,2019-Q3,56,23,17,8,51,0.587,79,1253,19,0.298,0,28,29.02,3,46,65,17,57
Zambia,2019,4,2019-Q4,50,15,19,9,45,0.541,77,693,22,0.273,22,27,26.65,4,49,72,31,48
Zambia,2020,1,2020-Q1,53,18,15,6,50,0.629,81,2610,20,0.287,0,34,30.46,5,51,97,23,51
Zambia,2020,2,2020-Q2,63,26,14,6,55,0.416,70,1888,25,0.242,0,36,25.29,0,50,72,36,53
Zambia,2020,3,2020-Q3,72,28,25,9,68,0.656,82,2891,14,0.272,0,37,25.56,3,58,102,46,50
Zambia,2020,4,2020-Q4,53,20,18,5,58,0.544,77,2567,23,0.275,28,41,26.44,6,54,86,19,65
Zambia,2021,1,2021-Q1,55,18,20,10,64,0.473,73,1071,27,0.225,0,40,20.81,3,60,64,19,63
Zambia,2021,2,2021-Q2,71,22,16,7,65,0.595,79,3128,24,0.233,0,45,24.27,6,62,80,25,68
Zambia,2021,3,2021-Q3,80,31,19,13,72,0.519,75,1193,27,0.215,0,44,22.34,5,57,79,30,65
Zambia,2021,4,2021-Q4,86,35,18,9,69,0.502,75,1566,23,0.176,34,47,16.48,3,57,110,45,58
Zambia,2022,1,2022-Q1,80,30,24,11,69,0.581,79,2555,19,0.204,0,51,18.66,5,67,80,48,59
Zambia,2022,2,2022-Q2,57,26,18,8,79,0.628,81,1635,17,0.192,0,57,18.1,12,65,144,20,70
Zambia,2022,3,2022-Q3,193,72,65,35,100,0.278,63,1150,33,0.202,0,51,21.16,5,67,88,38,62
Zambia,2022,4,2022-Q4,64,24,14,10,73,0.529,76,2316,25,0.189,36,54,18.51,9,66,79,53,66
Zambia,2023,1,2023-Q1,72,26,19,12,90,0.553,77,3177,23,0.16,0,63,17.32,16,67,147,33,67
Zambia,2023,2,2023-Q2,108,43,43,14,88,0.516,75,1707,27,0.117,0,64,11.19,2,72,134,51,64
Zambia,2023,3,2023-Q3,116,48,28,21,100,0.429,71,3941,31,0.149,0,60,15.89,4,74,126,51,72
Zambia,2023,4,2023-Q4,100,31,21,17,75,0.534,76,3710,22,0.148,44,63,15.24,4,75,78,45,70
Zambia,2024,1,2024-Q1,65,21,19,7,84,0.447,72,3514,26,0.113,0,69,10.63,2,73,118,23,67
Zambia,2024,2,2024-Q2,67,21,20,11,90,0.473,73,1580,26,0.105,0,66,10.75,6,79,120,20,79
Zambia,2024,3,2024-Q3,118,51,33,15,73,0.532,76,3198,18,0.1,0,75,10.98,9,78,103,19,81
Zimbabwe,2018,1,2018-Q1,25,10,7,3,56,-0.142,42,1583,47,0.218,0,2,22.82,4,41,69,29,43
Zimbabwe,2018,2,2018-Q2,29,13,10,5,75,-0.116,44,545,59,0.219,0,3,22.63,4,37,62,48,53
Zimbabwe,2018,3,2018-Q3,39,14,9,4,54,0.029,51,1217,43,0.194,0,4,20.41,3,43,73,51,54
Zimbabwe,2018,4,2018-Q4,36,17,10,4,69,-0.086,45,785,54,0.172,6,3,18.03,3,47,59,21,43
Zimbabwe,2019,1,2019-Q1,31,13,10,5,63,-0.065,46,1485,52,0.166,0,4,16.73,3,49,70,20,54
Zimbabwe,2019,2,2019-Q2,44,17,16,6,66,-0.208,39,956,64,0.185,0,4,18.25,2,45,73,52,52
Zimbabwe,2019,3,2019-Q3,38,14,11,4,75,-0.2,40,1163,62,0.151,0,6,14.44,5,44,78,26,50
Zimbabwe,2019,4,2019-Q4,41,17,11,5,76,0.083,54,1509,37,0.133,3,5,12.19,1,52,85,24,48
Zimbabwe,2020,1,2020-Q1,29,11,8,4,84,-0.206,39,1686,48,0.127,0,6,11.7,0,51,89,29,54
Zimbabwe,2020,2,2020-Q2,46,16,18,5,78,-0.02,49,2843,42,0.149,0,6,14.32,10,54,108,45,63
Zimbabwe,2020,3,2020-Q3,45,15,14,6,88,-0.08,45,1531,44,0.138,0,7,14.22,1,53,81,30,57
Zimbabwe,2020,4,2020-Q4,46,19,13,5,91,-0.057,47,2311,59,0.135,4,8,14.29,1,60,100,58,61
Zimbabwe,2021,1,2021-Q1,69,31,24,12,100,-0.129,43,2986,59,0.119,0,8,11.09,1,59,77,30,53
Zimbabwe,2021,2,2021-Q2,95,47,27,18,100,-0.261,36,897,70,0.1,0,9,9.08,4,61,122,23,66
Zimbabwe,2021,3,2021-Q3,43,21,16,7,79,0.065,53,1862,53,0.1,0,9,10.0,1,57,107,42,66
Zimbabwe,2021,4,2021-Q4,50,20,17,6,75,0.051,52,2810,53,0.1,9,9,9.21,5,59,78,35,68
Zimbabwe,2022,1,2022-Q1,113,46,33,14,100,-0.117,44,1291,55,0.1,0,10,10.81,10,59,118,53,57
Zimbabwe,2022,2,2022-Q2,59,22,19,10,100,0.076,53,2826,46,0.1,0,9,10.92,1,69,146,31,72
Zimbabwe,2022,3,2022-Q3,48,15,13,6,100,0.051,52,2786,52,0.1,0,11,9.98,3,69,137,32,65
Zimbabwe,2022,4,2022-Q4,42,14,8,5,86,0.028,51,2577,45,0.1,9,11,9.37,5,67,109,20,63
Zimbabwe,2023,1,2023-Q1,60,20,20,10,96,0.006,50,1390,51,0.1,0,11,10.75,6,66,92,43,66
Zimbabwe,2023,2,2023-Q2,44,16,12,8,100,-0.015,49,1088,41,0.1,0,11,9.18,14,71,110,54,62
Zimbabwe,2023,3,2023-Q3,64,31,14,10,100,-0.18,40,2706,65,0.1,0,12,9.45,10,70,153,54,67
Zimbabwe,2023,4,2023-Q4,57,19,13,10,100,0.035,51,1685,42,0.1,6,14,9.47,4,74,94,43,74
Zimbabwe,2024,1,2024-Q1,145,55,35,20,100,-0.186,40,1341,60,0.1,0,13,9.71,2,77,139,54,77
Zimbabwe,2024,2,2024-Q2,45,16,17,7,100,-0.139,43,4136,46,0.1,0,14,9.68,15,77,106,49,73
Zimbabwe,2024,3,2024-Q3,59,23,23,7,100,-0.068,46,2633,62,0.1,0,15,10.03,11,78,105,50,76
