date,country,herfindahl_hirschman_index,market_concentration_level,number_of_active_fintech_companies,new_fintech_licenses_issued,market_entries_quarter,market_exits_quarter,net_market_change,market_leader_share,top_3_market_share,innovation_index,regulatory_clarity_score,market_maturity_score,competitive_intensity
2022-12-31,South Africa,1100.94,Competitive,15,0,0,2,-2,16.3,45.08,68.97,72.77,80.0,88.99
2022-12-31,Ghana,1313.47,Competitive,16,0,1,0,1,24.91,52.45,51.42,100.0,60.0,86.87
2022-12-31,Uganda,3295.91,Highly Concentrated,8,0,1,0,1,52.0,79.59,57.69,86.05,50.0,67.04
2022-12-31,Tanzania,2867.38,Highly Concentrated,8,0,1,0,1,45.54,82.19,76.15,100.0,50.0,71.33
2022-12-31,Rwanda,2833.54,Highly Concentrated,7,0,2,1,1,46.41,76.72,90.1,99.61,60.0,71.66
2022-12-31,Zambia,2236.09,Moderately Concentrated,6,1,2,0,2,27.8,76.03,78.36,55.1,40.0,77.64
2022-12-31,Botswana,3257.24,Highly Concentrated,4,4,0,0,0,45.21,91.12,74.42,100.0,60.0,67.43
2022-12-31,Ethiopia,2894.27,Highly Concentrated,5,1,1,1,0,38.36,88.18,29.86,65.42,40.0,71.06
2022-12-31,Senegal,2316.84,Moderately Concentrated,5,0,0,0,0,31.4,74.17,53.03,100.0,40.0,76.83
2022-12-31,Ivory Coast,2064.15,Moderately Concentrated,5,2,4,0,4,23.25,68.13,75.78,100.0,40.0,79.36
2022-12-31,Mali,2974.42,Highly Concentrated,6,0,1,0,1,49.3,74.37,57.2,74.13,30.0,70.26
2022-12-31,Burkina Faso,2438.23,Moderately Concentrated,5,0,0,0,0,32.44,80.23,46.1,62.21,30.0,75.62
2022-12-31,Cameroon,2556.65,Highly Concentrated,5,0,2,1,1,36.64,78.95,85.7,80.96,40.0,74.43
2023-03-31,Nigeria,942.93,Competitive,16,1,0,0,0,14.71,40.86,50.66,100.0,70.0,90.57
2023-03-31,Kenya,1171.75,Competitive,18,2,1,0,1,18.12,47.88,63.44,94.24,90.0,88.28
2023-03-31,South Africa,1250.2,Competitive,17,0,0,0,0,23.58,50.97,78.33,81.34,80.0,87.5
2023-03-31,Ghana,987.49,Competitive,16,0,0,0,0,16.8,42.5,83.64,80.89,60.0,90.13
2023-03-31,Uganda,2846.88,Highly Concentrated,6,0,2,2,0,42.47,81.85,80.0,48.52,50.0,71.53
2023-03-31,Tanzania,3276.45,Highly Concentrated,6,0,0,0,0,46.44,90.31,77.4,60.27,50.0,67.24
2023-03-31,Rwanda,2350.16,Moderately Concentrated,7,1,2,1,1,34.83,75.91,53.97,82.94,60.0,76.5
2023-03-31,Zambia,3444.71,Highly Concentrated,4,1,0,0,0,50.5,90.24,69.94,65.97,40.0,65.55
2023-03-31,Botswana,2794.88,Highly Concentrated,5,2,0,1,-1,43.73,80.55,43.45,90.96,60.0,72.05
2023-03-31,Ethiopia,2586.69,Highly Concentrated,4,0,1,0,1,32.02,80.98,96.68,64.77,40.0,74.13
2023-03-31,Senegal,3016.86,Highly Concentrated,4,1,1,0,1,35.24,93.37,58.03,92.73,40.0,69.83
2023-03-31,Ivory Coast,3412.35,Highly Concentrated,4,0,1,1,0,50.88,87.09,52.95,100.0,40.0,65.88
2023-03-31,Mali,3635.03,Highly Concentrated,5,0,2,1,1,51.94,90.32,56.37,45.35,30.0,63.65
2023-03-31,Burkina Faso,3406.04,Highly Concentrated,5,0,1,0,1,45.72,89.56,61.47,82.28,30.0,65.94
2023-03-31,Cameroon,4119.05,Highly Concentrated,4,0,0,0,0,58.48,93.35,70.4,81.06,40.0,58.81
2023-06-30,Nigeria,1170.4,Competitive,15,0,1,0,1,21.29,48.09,74.74,100.0,70.0,88.3
2023-06-30,Kenya,1825.76,Moderately Concentrated,17,2,0,0,0,34.34,61.56,58.3,81.24,90.0,81.74
2023-06-30,South Africa,2127.28,Moderately Concentrated,17,0,0,2,-2,39.34,68.14,78.43,63.46,80.0,78.73
2023-06-30,Ghana,1528.71,Moderately Concentrated,16,0,1,0,1,33.17,52.64,90.47,89.27,60.0,84.71
2023-06-30,Uganda,2776.54,Highly Concentrated,7,2,1,0,1,37.42,84.91,45.86,67.51,50.0,72.23
2023-06-30,Tanzania,2933.25,Highly Concentrated,6,1,3,1,2,39.29,87.6,64.04,56.23,50.0,70.67
2023-06-30,Rwanda,3621.35,Highly Concentrated,7,4,0,0,0,52.42,90.89,66.44,78.11,60.0,63.79
2023-06-30,Zambia,3176.97,Highly Concentrated,4,0,1,0,1,34.48,97.43,68.84,96.65,40.0,68.23
2023-06-30,Botswana,3718.0,Highly Concentrated,7,0,1,1,0,49.16,94.54,62.16,89.84,60.0,62.82
2023-06-30,Ethiopia,2454.28,Moderately Concentrated,5,1,1,1,0,30.07,80.98,47.64,75.77,40.0,75.46
2023-06-30,Senegal,2742.57,Highly Concentrated,6,0,1,0,1,39.56,85.17,81.9,83.51,40.0,72.57
2023-06-30,Ivory Coast,5385.4,Highly Concentrated,5,0,1,0,1,70.5,94.51,71.95,100.0,40.0,46.15
2023-06-30,Mali,2085.68,Moderately Concentrated,5,0,3,1,2,25.0,67.64,68.73,66.06,30.0,79.14
2023-06-30,Burkina Faso,3988.64,Highly Concentrated,4,0,2,1,1,48.41,98.11,67.04,95.41,30.0,60.11
2023-06-30,Cameroon,4550.47,Highly Concentrated,4,0,0,0,0,62.62,97.97,57.61,100.0,40.0,54.5
2023-09-30,Nigeria,1100.78,Competitive,16,1,0,2,-2,17.96,44.61,88.84,75.99,70.0,88.99
2023-09-30,Kenya,1673.25,Moderately Concentrated,18,0,0,0,0,29.54,61.55,66.03,59.74,90.0,83.27
2023-09-30,South Africa,1263.73,Competitive,15,0,1,0,1,26.19,49.1,67.08,83.31,80.0,87.36
2023-09-30,Ghana,1153.93,Competitive,15,0,0,0,0,19.53,45.55,100.0,77.12,60.0,88.46
2023-09-30,Uganda,2563.02,Highly Concentrated,8,0,1,0,1,33.93,85.16,61.23,54.68,50.0,74.37
2023-09-30,Tanzania,3390.29,Highly Concentrated,7,1,1,0,1,53.69,80.7,71.05,77.78,50.0,66.1
2023-09-30,Rwanda,2289.62,Moderately Concentrated,8,0,0,1,-1,42.24,64.52,54.92,92.96,60.0,77.1
2023-09-30,Zambia,2332.54,Moderately Concentrated,5,1,1,0,1,34.62,74.84,61.95,73.36,40.0,76.67
2023-09-30,Botswana,3337.06,Highly Concentrated,5,0,1,1,0,50.3,88.21,74.3,73.26,60.0,66.63
2023-09-30,Ethiopia,2272.47,Moderately Concentrated,7,1,0,0,0,34.03,74.15,41.52,89.58,40.0,77.28
2023-09-30,Senegal,4025.92,Highly Concentrated,5,0,0,0,0,47.86,94.13,78.26,20.64,40.0,59.74
2023-09-30,Ivory Coast,4162.74,Highly Concentrated,4,0,3,1,2,56.76,99.47,79.58,33.61,40.0,58.37
2023-09-30,Mali,3904.59,Highly Concentrated,5,1,0,0,0,50.82,92.63,66.45,58.35,30.0,60.95
2023-09-30,Burkina Faso,2266.26,Moderately Concentrated,6,0,3,0,3,31.17,74.89,65.52,85.89,30.0,77.34
2023-09-30,Cameroon,3355.31,Highly Concentrated,4,0,1,0,1,45.52,95.78,66.67,43.4,40.0,66.45
2023-12-31,Nigeria,1253.38,Competitive,15,1,0,1,-1,19.87,48.91,48.13,100.0,70.0,87.47
2023-12-31,Kenya,1233.7,Competitive,19,2,0,0,0,20.28,53.57,98.9,100.0,90.0,87.66
2023-12-31,South Africa,2570.76,Highly Concentrated,15,2,2,0,2,44.37,74.98,71.22,94.74,80.0,74.29
2023-12-31,Ghana,961.68,Competitive,17,2,2,0,2,14.57,39.97,56.84,99.5,60.0,90.38
2023-12-31,Uganda,2076.35,Moderately Concentrated,8,2,0,1,-1,32.02,70.74,57.21,76.58,50.0,79.24
2023-12-31,Tanzania,3154.22,Highly Concentrated,6,1,2,1,1,43.49,90.72,52.78,95.58,50.0,68.46
2023-12-31,Rwanda,2935.85,Highly Concentrated,6,1,0,0,0,46.73,81.28,40.75,92.88,60.0,70.64
2023-12-31,Zambia,3674.58,Highly Concentrated,5,0,0,1,-1,50.26,93.59,59.92,74.21,40.0,63.25
2023-12-31,Botswana,3459.71,Highly Concentrated,4,1,2,0,2,51.36,88.27,97.75,55.47,60.0,65.4
2023-12-31,Ethiopia,2805.48,Highly Concentrated,4,0,4,0,4,36.94,83.64,65.06,39.89,40.0,71.95
2023-12-31,Senegal,5595.13,Highly Concentrated,4,1,1,0,1,73.03,93.05,59.56,100.0,40.0,44.05
2023-12-31,Ivory Coast,4761.43,Highly Concentrated,4,0,0,0,0,61.29,97.67,74.84,70.37,40.0,52.39
2023-12-31,Mali,6286.35,Highly Concentrated,4,1,2,0,2,77.46,99.68,64.76,74.14,30.0,37.14
2023-12-31,Burkina Faso,3261.92,Highly Concentrated,4,0,2,1,1,47.05,88.9,54.46,63.05,30.0,67.38
2023-12-31,Cameroon,3147.14,Highly Concentrated,4,0,1,0,1,41.75,93.92,60.48,71.29,40.0,68.53
2024-03-31,Nigeria,1240.31,Competitive,17,2,0,0,0,25.84,49.13,81.75,57.87,70.0,87.6
2024-03-31,Kenya,1757.1,Moderately Concentrated,18,1,2,0,2,29.26,63.43,65.74,85.9,90.0,82.43
2024-03-31,South Africa,1467.24,Competitive,16,2,3,1,2,23.06,57.6,89.73,100.0,80.0,85.33
2024-03-31,Ghana,1238.15,Competitive,17,0,0,0,0,20.18,54.35,89.66,80.87,60.0,87.62
2024-03-31,Uganda,2375.73,Moderately Concentrated,7,3,1,0,1,35.7,79.19,61.37,89.81,50.0,76.24
2024-03-31,Tanzania,2196.51,Moderately Concentrated,7,0,2,0,2,33.76,72.62,68.96,74.73,50.0,78.03
2024-03-31,Rwanda,2937.52,Highly Concentrated,7,0,2,0,2,44.48,81.89,74.77,100.0,60.0,70.62
2024-03-31,Zambia,3058.46,Highly Concentrated,4,0,3,0,3,42.09,87.77,50.87,96.72,40.0,69.42
2024-03-31,Botswana,4173.22,Highly Concentrated,5,1,2,0,2,55.57,96.69,72.54,100.0,60.0,58.27
2024-03-31,Ethiopia,5705.86,Highly Concentrated,5,0,0,0,0,72.97,95.71,74.99,68.15,40.0,42.94
2024-03-31,Senegal,4015.58,Highly Concentrated,6,0,0,0,0,58.43,88.48,44.31,79.44,40.0,59.84
2024-03-31,Ivory Coast,4043.3,Highly Concentrated,4,0,0,2,-2,55.99,98.16,69.28,75.52,40.0,59.57
2024-03-31,Mali,3831.26,Highly Concentrated,5,0,2,0,2,52.97,97.65,68.17,48.1,30.0,61.69
2024-03-31,Burkina Faso,3436.0,Highly Concentrated,5,0,2,1,1,52.9,85.42,69.21,89.01,30.0,65.64
2024-03-31,Cameroon,4226.72,Highly Concentrated,5,0,1,0,1,60.65,90.64,92.42,100.0,40.0,57.73
2024-06-30,Nigeria,843.52,Competitive,16,2,0,0,0,14.36,38.73,66.19,77.63,70.0,91.56
2024-06-30,Kenya,1296.88,Competitive,17,0,0,0,0,24.04,52.48,40.46,100.0,90.0,87.03
2024-06-30,South Africa,1307.3,Competitive,16,0,1,0,1,22.8,53.65,70.84,75.25,80.0,86.93
2024-06-30,Ghana,1123.65,Competitive,16,1,2,0,2,21.6,48.67,100.0,68.44,60.0,88.76
2024-06-30,Uganda,1997.4,Moderately Concentrated,7,2,2,0,2,31.14,68.83,96.41,85.89,50.0,80.03
2024-06-30,Tanzania,1873.19,Moderately Concentrated,7,1,1,0,1,24.36,64.95,50.3,93.75,50.0,81.27
2024-06-30,Rwanda,2539.09,Highly Concentrated,6,1,1,0,1,41.35,72.54,97.38,62.01,60.0,74.61
2024-06-30,Zambia,6852.61,Highly Concentrated,6,0,2,0,2,82.2,94.23,57.5,38.04,40.0,31.47
2024-06-30,Botswana,4441.62,Highly Concentrated,5,2,1,0,1,63.26,88.66,62.42,95.67,60.0,55.58
2024-06-30,Ethiopia,3571.92,Highly Concentrated,5,1,0,0,0,43.78,92.57,48.13,100.0,40.0,64.28
2024-06-30,Senegal,3026.28,Highly Concentrated,6,0,1,0,1,45.75,81.99,61.68,95.34,40.0,69.74
2024-06-30,Ivory Coast,4016.8,Highly Concentrated,5,0,0,0,0,57.07,91.5,41.92,46.33,40.0,59.83
2024-06-30,Mali,4518.33,Highly Concentrated,5,1,1,0,1,58.1,96.25,83.57,87.35,30.0,54.82
2024-06-30,Burkina Faso,2688.3,Highly Concentrated,5,0,2,1,1,41.18,79.99,65.0,66.3,30.0,73.12
2024-06-30,Cameroon,2245.3,Moderately Concentrated,5,1,0,1,-1,29.27,74.61,85.27,66.51,40.0,77.55
2024-09-30,Nigeria,1794.3,Moderately Concentrated,15,2,0,0,0,30.58,64.96,62.28,69.51,70.0,82.06
2024-09-30,Kenya,2267.99,Moderately Concentrated,17,1,3,0,3,37.59,74.77,73.26,80.47,90.0,77.32
2024-09-30,South Africa,2337.18,Moderately Concentrated,17,2,0,1,-1,43.15,66.67,74.15,96.91,80.0,76.63
2024-09-30,Ghana,1024.8,Competitive,16,0,1,1,0,16.67,43.36,89.51,49.25,60.0,89.75
2024-09-30,Uganda,2020.28,Moderately Concentrated,7,2,1,0,1,35.09,66.63,49.8,86.44,50.0,79.8
2024-09-30,Tanzania,3103.69,Highly Concentrated,6,1,0,0,0,48.2,84.35,90.76,44.92,50.0,68.96
2024-09-30,Rwanda,2192.71,Moderately Concentrated,7,0,1,0,1,30.0,73.51,99.56,78.18,60.0,78.07
2024-09-30,Zambia,3515.81,Highly Concentrated,6,2,0,0,0,53.32,87.42,60.51,61.88,40.0,64.84
2024-09-30,Botswana,2709.8,Highly Concentrated,5,2,3,1,2,35.89,85.93,62.79,98.47,60.0,72.9
2024-09-30,Ethiopia,3492.14,Highly Concentrated,4,2,1,1,0,42.55,97.81,42.65,75.6,40.0,65.08
2024-09-30,Senegal,2417.05,Moderately Concentrated,5,0,5,0,5,29.62,81.28,48.61,100.0,40.0,75.83
2024-09-30,Ivory Coast,2817.52,Highly Concentrated,5,1,1,0,1,42.82,82.62,72.95,82.08,40.0,71.82
2024-09-30,Mali,3961.88,Highly Concentrated,6,1,3,1,2,59.61,84.56,62.59,75.23,30.0,60.38
2024-09-30,Burkina Faso,3009.97,Highly Concentrated,5,0,0,0,0,42.06,85.87,42.09,60.35,30.0,69.9
2024-09-30,Cameroon,4343.91,Highly Concentrated,4,1,0,0,0,57.31,96.06,59.96,97.88,40.0,56.56
2024-12-31,Nigeria,1367.09,Competitive,16,0,1,0,1,23.81,58.27,44.82,69.31,70.0,86.33
2024-12-31,Kenya,1167.52,Competitive,17,0,1,0,1,15.99,45.19,47.2,78.74,90.0,88.32
2024-12-31,South Africa,1085.27,Competitive,17,0,0,1,-1,18.66,44.26,42.86,88.79,80.0,89.15
2024-12-31,Ghana,1259.93,Competitive,15,0,0,0,0,21.47,51.67,72.01,81.92,60.0,87.4
2024-12-31,Uganda,3139.26,Highly Concentrated,7,0,0,0,0,44.82,88.25,81.33,93.0,50.0,68.61
2024-12-31,Tanzania,3542.83,Highly Concentrated,7,1,2,2,0,48.07,94.99,55.28,71.77,50.0,64.57
2024-12-31,Rwanda,3148.78,Highly Concentrated,6,0,1,0,1,47.88,87.78,53.75,90.28,60.0,68.51
2024-12-31,Zambia,7016.93,Highly Concentrated,4,0,3,1,2,82.59,98.84,73.03,100.0,40.0,29.83
2024-12-31,Botswana,3883.04,Highly Concentrated,4,0,0,0,0,44.12,94.26,84.32,100.0,60.0,61.17
2024-12-31,Ethiopia,3153.7,Highly Concentrated,5,1,1,0,1,45.82,89.29,40.22,68.33,40.0,68.46
2024-12-31,Senegal,3239.16,Highly Concentrated,4,1,2,0,2,37.72,97.66,81.92,67.4,40.0,67.61
2024-12-31,Ivory Coast,2609.56,Highly Concentrated,6,0,1,1,0,37.59,81.36,81.65,93.63,40.0,73.9
2024-12-31,Mali,3136.67,Highly Concentrated,5,1,0,0,0,38.24,90.07,44.63,44.94,30.0,68.63
2024-12-31,Burkina Faso,3734.51,Highly Concentrated,5,0,4,0,4,54.19,90.9,55.46,80.32,30.0,62.65
2024-12-31,Cameroon,3932.83,Highly Concentrated,5,0,0,0,0,52.95,97.86,53.31,52.67,40.0,60.67
