respondent_id,dl_technical,dl_informational,dl_communicative,dl_strategic,uses_computer,uses_internet_daily,uses_cloud_services,uses_social_media_business,uses_digital_payments,uses_erp_software,dl_composite
SME_0236,3.458757994684319,5.149063400464284,4.334245419015746,2.4642140610202503,1,1,0,1,0,0,3.85157021879615
SME_0237,2.5762925290169245,5.038037267873787,3.2767237505340803,5.335531456719595,1,1,1,0,1,0,4.0566462510360966
SME_0238,4.593675525997963,2.2591003046393974,4.124990922818384,4.01644738727708,0,1,0,1,1,0,3.7485535351832056
SME_0239,3.1244092830108485,2.993016361072552,3.9175705240480028,3.5331793174225576,1,1,0,0,1,1,3.3920438713884904
SME_0240,6.60251414439809,7.0,5.936429364723255,7.0,0,1,0,1,1,0,6.634735877280336
SME_0241,3.9320142413785124,3.81285849069559,4.32875552307158,4.912978170593054,0,1,0,1,1,0,4.246651606434684
SME_0242,3.7833895594486027,4.11347080130155,3.3112866850025,3.6055136511241654,1,0,0,0,1,0,3.703415174219205
SME_0243,3.5515260179455534,4.019688599152148,3.819128869477743,1.776827535826152,0,1,0,1,1,0,3.291792755600399
SME_0244,2.57487087908926,3.5240045722199307,2.787074902197726,2.370962751907334,1,1,0,1,1,0,2.814228276353563
SME_0245,2.136171275367908,4.695873671404527,4.060449540664292,3.0049438101943577,0,0,0,1,1,1,3.4743595744077718
SME_0246,5.129714971428497,6.4039160244259925,6.454398222447177,6.238969468704792,1,1,0,1,1,1,6.056749671751614
SME_0247,2.9488977337349227,3.8681019212746044,2.1790186739942845,3.9049972018044143,0,0,0,0,1,0,3.2252538827020563
SME_0248,5.19797508115214,5.7143666892304115,5.289216074582815,5.083998578426886,1,0,1,1,1,1,5.321389105848063
SME_0249,4.267172119740953,2.7616962407176633,4.413358412808378,3.7107967023083317,1,1,0,0,0,0,3.788255868893832
SME_0250,4.288234384386297,2.3924102815219683,1.8762008359967268,4.33739673068429,0,1,0,0,1,0,3.2235605581473203
SME_0251,6.631288312485426,5.358448989376012,5.373792537896505,4.17910302623184,1,1,1,1,1,1,5.385658216497446
SME_0252,4.636179404617565,6.52254430689788,6.8092635942061195,4.348773701098842,0,0,1,1,0,1,5.579190251705102
SME_0253,2.460585277923943,4.585882151108872,3.515242154412566,2.0998397721263373,1,0,1,1,1,0,3.1653873388929297
SME_0254,3.6692410372225637,2.955162823840385,4.244696889185946,3.3084555861930953,1,1,0,1,1,0,3.544389084110497
SME_0255,3.998361108241807,5.8593005731113035,3.5500261572411596,4.836389218847576,0,0,1,1,1,0,4.5610192643604615
SME_0256,1.6630822681637207,3.287847079866321,2.214613609816439,2.500306504067111,1,0,0,0,1,0,2.416462365478398
SME_0257,2.3892277573527108,2.5741321507890946,4.441760407972877,2.3648612520379655,1,0,0,1,1,0,2.942495392038162
SME_0258,1.9480970684764705,5.791536245063348,2.898758479852691,1.0,1,0,1,1,0,0,2.9095979483481273
SME_0259,4.694967807204428,3.577773505259491,2.059217745243919,5.087239964604668,0,0,0,1,1,0,3.854799755578126
SME_0260,6.652807630227234,6.917861650580072,7.0,6.337263352003662,1,1,1,1,1,1,6.726983158202742
SME_0261,3.454361327259919,4.385517622394304,4.113462966172881,3.52012112958086,0,1,0,1,1,0,3.868365761351991
SME_0262,6.71336046485566,5.616178081211002,5.531987645686758,5.9299982258015955,0,1,1,1,0,0,5.947881104388754
SME_0263,1.6495709817170254,3.5471452351116737,2.8982737989246603,2.520189314205133,0,0,0,1,0,0,2.6537948324896234
SME_0264,4.025911518501117,4.470312856215295,3.231026321594038,2.8703269479713995,1,1,1,1,1,0,3.6493944110704626
SME_0265,1.7707754476943691,2.895982451418294,2.7751117143812776,2.8967549184388,0,1,0,1,0,0,2.584656132983185
SME_0266,1.9082001101669352,4.769623088378806,3.052231350554742,2.425513294583724,1,0,1,1,1,0,3.0388919609210516
SME_0267,4.197362068479051,3.829496273800203,3.6169781206674068,2.3654061051015285,0,0,1,1,1,0,3.5023106420120476
SME_0268,2.5620683115891127,3.097780325565716,3.1998133027913482,2.9092388308897528,0,0,0,1,1,0,2.9422251927089826
SME_0269,3.2345081105424165,4.394308749106413,4.198036900629168,2.9049531478304322,1,1,0,1,0,0,3.682951727027107
SME_0270,3.247237468019228,4.29982003026099,1.8993583877902602,2.4769242573229753,0,0,0,1,1,1,2.9808350358483633
SME_0271,4.068456364429405,2.76907614337506,3.364831122253771,1.9906533152051196,0,1,0,1,1,0,3.0482542363158385
SME_0272,2.179421284020314,2.1668415796966256,2.295747899202212,2.0768315611706067,1,0,0,1,0,0,2.1797105810224395
SME_0273,3.493284997611044,3.3923069877741647,4.5114245885763875,2.781994368878876,0,0,1,0,0,0,3.5447527357101185
SME_0274,3.6749908686766033,4.573217271102687,3.419899777244318,2.9670062805740463,1,0,1,0,1,1,3.658778549399414
SME_0275,6.011922365721667,4.371530737289391,5.434147123193404,5.9235257988258585,1,1,1,1,0,1,5.43528150625758
SME_0276,4.9443334771358245,3.7685526495872304,2.8741387525021875,3.858695282921819,0,0,0,1,1,0,3.861430040536765
SME_0277,2.376289183967243,3.0969840499072885,2.6000850113503633,2.7921488421187988,0,0,0,0,0,0,2.7163767718359235
SME_0278,2.4241887568019957,1.6198550480026253,1.8100616872793056,1.0,0,1,0,0,1,0,1.7135263730209818
SME_0279,3.8214536928339142,3.8882924902367053,1.164098268583257,2.1144760588187794,0,0,0,1,1,1,2.747080127618164
SME_0280,4.1131777259481215,3.6250540038510075,4.363663637245248,5.434177036520326,1,1,0,0,1,1,4.384018100891176
SME_0281,2.1084598046141774,3.4565320141281095,4.192100531284195,3.1264555824386124,0,1,1,0,1,0,3.220886983116274
SME_0282,2.8326421805763564,3.740914216434027,2.4388640799384214,2.6812446551620988,0,1,0,0,1,0,2.9234162830277257
SME_0283,2.967515014657176,4.59027024793609,1.6122695675601613,2.1151878902611037,0,0,0,1,1,0,2.8213106801036325
SME_0284,6.424584743388079,7.0,7.0,6.420634760893454,1,1,1,1,1,1,6.7113048760703835
SME_0285,4.035220103553904,3.3541441081668584,4.256141929209133,2.5197855658676005,1,0,0,1,1,0,3.541322926699374
SME_0286,3.2150806291207936,4.418544203994145,3.6817343911136806,2.8658916086022397,0,1,1,1,0,0,3.5453127082077147
SME_0287,4.832113906035025,5.463236172593764,4.392568677299268,3.1789789689904353,1,0,0,1,1,0,4.466724431229624
SME_0288,4.781737007627159,5.381333769858267,4.1002755694248645,4.207542294888742,1,0,0,1,1,1,4.617722160449758
SME_0289,4.922571470307652,6.119383303462203,5.776243314509339,6.829604361419693,1,1,1,1,1,0,5.9119506124247225
SME_0290,6.285976360135143,3.929952993751986,5.153408519719584,4.67560354980437,0,1,1,1,0,0,5.0112353558527705
SME_0291,2.0784391012224113,3.2381292347107538,1.9258090529131346,1.201793923641846,0,1,1,0,1,0,2.111042828122036
SME_0292,2.5148299421203157,3.267757544101327,1.6994029620033821,2.1712701367053535,0,0,0,0,1,0,2.413315146232595
SME_0293,3.596819162386253,2.9126150710793555,4.706778408785359,1.327645938489222,1,1,1,1,0,0,3.1359646451850476
SME_0294,3.787160382691391,3.9230122951219952,3.3827055969696764,2.0135595009007536,0,0,1,1,1,0,3.276609443920954
SME_0295,3.413460212659561,2.8595271889550213,1.0,3.205035385855713,0,1,1,1,1,0,2.6195056968675736
SME_0296,1.823558258916309,4.1197981520697216,1.4726273615803893,1.0,1,0,0,0,1,0,2.103995943141605
SME_0297,2.7154449516498707,3.588945291857961,2.35057154139518,3.552346362298008,1,0,0,1,1,0,3.051827036800255
SME_0298,3.909164459459876,1.322249095264173,4.114971115661256,2.9902232218448934,0,0,0,1,1,0,3.0841519730575495
SME_0299,2.8963004026585333,3.615134482137121,3.80858122115244,2.500752385505345,0,1,0,0,1,0,3.20519212286336
SME_0300,1.0014079105446783,3.126204893435074,2.192084837707494,2.4821706277121014,1,1,0,1,0,0,2.200467067349837
SME_0301,4.71350210765622,3.5231292590498544,5.732107108797535,5.80442330367517,1,1,1,1,1,0,4.943290444794695
SME_0302,2.422151079438727,2.731384884411462,3.797504219080685,1.6889149375232821,0,1,0,0,1,0,2.6599887801135393
SME_0303,3.0074205568087597,3.9517102103306048,3.2769467187291017,3.3149718715553322,1,0,1,1,0,0,3.38776233935595
SME_0304,4.871986253963638,6.011084558386186,5.341595277900043,4.69286184315019,0,1,1,1,1,0,5.229381983350015
SME_0305,3.4147376245217442,2.4532407061893,2.525078677991662,1.6550168380429326,0,1,1,1,1,0,2.51201846168641
SME_0306,4.181623088311156,4.4683963901125825,4.4107396909420045,2.772748112494871,0,1,0,1,1,0,3.958376820465153
SME_0307,1.9190550409507416,3.1422061731088,2.192385584460003,3.9877285159245996,0,1,1,1,1,0,2.8103438286110363
SME_0308,4.379514910849918,5.283679180842726,5.334627543203881,5.284734647968923,1,1,1,1,0,0,5.070639070716362
SME_0309,2.958561205282998,4.583220249080114,2.108572588447826,2.754004661644299,0,0,1,0,1,0,3.1010896761138094
SME_0310,3.5573628886473156,2.2895649916413445,2.4399175615065958,1.9530782498930939,1,1,1,0,1,0,2.5599809229220876
SME_0311,4.0423759767172225,4.032998764141435,2.7473578309209934,3.8948543733972443,0,1,0,1,1,0,3.6793967362942235
SME_0312,6.509430486019203,6.6244358602209195,6.860360471040646,6.802183590837036,1,1,1,1,1,1,6.699102602029451
SME_0313,4.899931813466332,7.0,5.9851347290302925,6.218514559157055,1,1,1,1,1,1,6.025895275413419
