firm_id,survey_year,reporting_year,macro_year,firm_id,firm_size,firm_age,employees,total_assets_million_naira,subsector,ownership_type,firm_resources_score,firm_age_category,fdi_presence,fdi_type,fdi_amount_million_usd,fdi_origin_country,knowledge_absorption_score,task_performance_score,innovation_score,firm_resources_score,fdi_intensity,fdi_x_policy_effectiveness,fdi_intensity_x_policy_effectiveness,fdi_x_gdp_growth,fdi_x_ease_of_business,roi_percent,roa_percent,export_intensity_percent,market_share_percent,operational_efficiency_score,overall_performance_index,export_oriented,gp_tax_incentives_effectiveness,gp_regulatory_stability,gp_infrastructure_support,gp_ease_of_doing_business,gp_corruption_experience,gp_policy_consistency,gp_government_support_programs,policy_effectiveness_index,macro_nigeria_total_fdi_billion_usd,macro_lagos_total_fdi_billion_usd,macro_lagos_food_processing_fdi_million_usd,macro_greenfield_fdi_ratio,macro_ma_fdi_ratio,macro_jv_fdi_ratio,macro_fdi_from_south_africa_million_usd,macro_fdi_from_uk_million_usd,macro_fdi_from_usa_million_usd,macro_fdi_from_netherlands_million_usd,macro_fdi_from_china_million_usd,macro_gdp_growth_rate,macro_inflation_rate,macro_exchange_rate_naira_usd,macro_interest_rate,macro_unemployment_rate,macro_ease_of_doing_business_rank,macro_ease_of_doing_business_score,macro_corruption_perception_index,macro_regulatory_quality_index,macro_government_effectiveness_index,macro_corporate_tax_rate,macro_infrastructure_quality_score,macro_pioneer_status_grants,macro_sector_gdp_billion_naira,macro_sector_employment_thousands,macro_sector_exports_million_usd,macro_number_of_firms,macro_capacity_utilization_percent,macro_average_firm_size_employees,macro_power_supply_hours_per_day,macro_logistics_performance_index,macro_internet_penetration_percent,macro_port_efficiency_score,macro_road_quality_index,macro_financial_inclusion_rate,macro_credit_to_private_sector_percent_gdp,macro_sector_average_roa,macro_sector_average_roi,macro_total_sector_revenue_billion_naira,macro_total_sector_assets_billion_naira,macro_average_debt_equity_ratio,macro_sector_export_revenue_million_usd,macro_data_collection_date,macro_last_updated,macro_year,fdi_x_policy_effectiveness,fdi_intensity_x_policy_effectiveness,fdi_x_gdp_growth,fdi_x_ease_of_business,knowledge_absorption_x_policy,ka_acquire_external_knowledge,ka_assimilate_new_info,ka_transform_knowledge,ka_exploit_knowledge_commercially,tp_work_quality_standards,tp_efficient_task_completion,tp_productivity_levels,tp_goal_achievement,inn_product_innovation,inn_process_innovation,inn_marketing_innovation,inn_organizational_innovation,fr_skilled_labor_ratio,fr_rd_spend_ratio,fr_iot_adoption,fr_liquidity_ratio,survey_date,respondent_position,response_completeness,response_time_minutes,technology_adoption_level
FIRM_147,2024,2024,2024,FIRM_147,Large,24,302,50000.0,Fruits & Vegetables,Local Private,1.3,Established (>20 years),1,Greenfield,10.8,Netherlands,4.14,3.79,3.01,1.3,0.022,3.64,0.08,3.46,59.1,31.25,22.21,15.6,5.86,8.9,6.29,1,3.5,3.0,1.5,4.0,2.5,3.3,4.7,3.64,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,3.64,0.08,3.46,59.1,15.07,3.83995352155364,4.142146935249215,3.901344847167808,4.659965899661104,4.325628075517876,2.703681100298273,5.0,3.117925443772214,2.789187439720912,2.602219164777281,3.020042100773434,3.644160817053757,39.16391252357279,1.384768591256384,0,2.5628455276788467,2024-02-20 14:55:47.157190635,CEO,0.9038369486497044,20,Low
FIRM_148,2024,2023,2023,FIRM_148,SME,9,21,999.0,Bakery Products,Foreign,2.32,Growing (6-10 years),0,,0.0,,3.67,4.16,3.75,2.32,0.0,0.0,0.0,0.0,0.0,21.45,17.66,4.0,6.64,7.9,4.72,0,4.9,4.6,3.4,3.2,6.7,3.6,3.5,3.5,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,0.0,0.0,0.0,0.0,12.845,1.9069515132507295,5.0,3.6176845144959096,4.157234521787909,4.683602405450589,3.732635874854756,4.775553913399357,3.461465340704968,2.511756946478461,3.726277455184407,3.7536235942190954,5.0,40.0895350751078,0.7283043150242523,1,1.9479863247776448,2024-02-20 20:56:59.397993311,Production Manager,0.9349307235260718,17,Medium
FIRM_149,2024,2022,2022,FIRM_149,Large,7,396,42498.2,Grain Milling,Local Private,2.74,Growing (6-10 years),0,,0.0,,3.26,4.06,3.45,2.74,0.0,0.0,0.0,0.0,0.0,22.52,15.56,17.6,1.22,8.3,4.29,1,5.4,1.5,2.6,3.4,2.8,1.0,4.8,3.41,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,0.0,0.0,0.0,0.0,11.117,2.357054064682917,3.674691177025137,3.550599149243089,3.4525084730120192,3.4376116244184622,4.305210781236639,4.043157590209787,4.442592254507199,2.844079551477787,4.1560980489692,1.830030029135978,4.966585405532501,71.53064004546289,7.279613481710974,0,3.368733116031403,2024-02-21 02:58:11.638795986,Finance Manager,0.8856886243367476,19,Medium
FIRM_150,2024,2022,2022,FIRM_150,SME,4,21,999.0,Meat Processing,Local Private,1.68,Young (≤5 years),0,,0.0,,3.15,3.29,2.8,1.68,0.0,0.0,0.0,0.0,0.0,20.98,15.22,2.2,2.25,6.2,3.48,0,2.7,3.0,3.2,3.3,3.1,1.1,4.2,3.2,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,0.0,0.0,0.0,0.0,10.08,2.345757662736646,3.0437254620047507,3.144796318462864,4.053048464613987,3.662270806783792,2.721554132398396,2.850078120850064,3.9278605816245378,3.2379575282321182,2.854709750774372,2.7374089058509616,2.381956191297034,15.693387004789749,2.1774978496671413,0,5.0,2024-02-21 08:59:23.879598662,Business Development Manager,0.998298483237102,37,Low
FIRM_151,2024,2024,2024,FIRM_151,Large,25,282,33799.84,Meat Processing,Local Private,1.04,Established (>20 years),0,,0.0,,3.23,3.28,3.06,1.04,0.0,0.0,0.0,0.0,0.0,20.47,15.9,2.6,0.71,8.0,3.74,0,5.9,2.9,4.9,3.3,2.1,1.3,3.2,3.91,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,0.0,0.0,0.0,0.0,12.629,3.960246073578861,3.382097981465604,3.1063568427653587,2.473980877177968,2.8163095024847395,3.7292973323467584,3.4607765273295708,3.119172544893853,3.7913036868697554,2.793461163781125,1.1984760250307012,4.461496493530037,25.35432388195616,1.0492998794368806,0,2.6084235894407097,2024-02-21 15:00:36.120401338,CEO,0.9251304930073248,16,Low
FIRM_152,2024,2022,2022,FIRM_152,SME,49,36,999.0,Fish Processing,Foreign,0.75,Established (>20 years),0,,0.0,,3.21,3.68,3.32,0.75,0.0,0.0,0.0,0.0,0.0,26.07,16.19,0.4,2.94,8.8,4.59,0,3.4,3.4,2.6,3.7,4.3,2.7,4.0,3.36,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,0.0,0.0,0.0,0.0,10.786,4.56849069806554,2.161646866577617,2.5057109744738977,3.618341639957447,3.564517336363476,4.256540876257459,3.371711935164136,3.513815376769058,2.9042298589941518,3.550128729802496,3.471644260117186,3.3448513707830103,27.75612166260825,0.658295281944539,0,1.569376198747171,2024-02-21 21:01:48.361204013,General Manager,0.8791243116121764,14,Very Low
FIRM_153,2024,2023,2023,FIRM_153,Large,27,355,21139.24,Dairy Products,Local Private,2.98,Established (>20 years),1,Greenfield,7.07,Netherlands,3.63,3.78,3.03,2.98,0.033,3.66,0.121,2.98,59.1,21.7,15.13,12.7,1.29,9.9,4.45,1,6.2,5.2,3.6,3.0,4.3,1.0,2.9,3.66,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,3.66,0.121,2.98,59.1,13.286,3.116440625170023,2.9137008082376594,3.7289455781822816,4.747445079786488,4.397942306347668,3.608749525335075,3.764681043692462,3.3314061135422235,3.518886298023153,1.8787579872703823,3.2707582984841346,3.4491862345239745,56.51735900177476,2.6268536182506943,1,2.563738978562166,2024-02-22 03:03:00.602006689,Production Manager,0.9215600124350908,20,Medium
FIRM_154,2024,2023,2023,FIRM_154,SME,31,110,999.0,Grain Milling,Local Private,1.54,Established (>20 years),1,Greenfield,4.15,UK,3.2,4.11,3.14,1.54,0.415,2.89,1.199,2.98,59.1,19.0,13.65,4.3,3.03,7.6,3.62,0,3.5,3.0,2.9,3.1,6.3,2.3,3.7,2.89,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,2.89,1.199,2.98,59.1,9.248,3.064942621447992,3.113502293320827,3.478875649950451,3.125563283686101,3.520102772463081,5.0,4.660801150505069,3.27412660465988,4.538359732270941,3.3008377492729277,3.245385523130328,1.4769562515210042,49.64410000921959,0.5546278705724795,0,3.150712443414947,2024-02-22 09:04:12.842809364,CEO,0.9799622694287236,60,Very Low
FIRM_155,2024,2024,2024,FIRM_155,Large,7,250,35167.36,Dairy Products,Foreign,2.17,Growing (6-10 years),1,Greenfield,23.65,UAE,3.11,3.78,3.11,2.17,0.067,3.67,0.246,3.46,59.1,19.88,12.01,2.1,1.34,6.5,3.02,0,4.6,4.2,5.9,4.6,5.3,1.5,2.2,3.67,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,3.67,0.246,3.46,59.1,11.414,3.256041730490545,3.033138121445785,3.54281696319352,2.621892857104732,4.184287877120494,2.4319805187852634,4.203533632909923,4.287333735134068,3.2813096122647845,3.596697374639939,2.701780934492636,2.846652811150624,51.15517558160241,0.3767838621181943,1,0.890782445255203,2024-02-22 15:05:25.083612040,General Manager,0.8532710189686593,17,Medium
FIRM_156,2024,2022,2022,FIRM_156,SME,18,79,535.43,Grain Milling,Local Private,0.85,Mature (11-20 years),1,Joint Venture,76.88,Other,3.26,3.39,3.09,0.85,14.359,3.39,48.677,3.25,59.1,24.47,21.32,2.1,1.4,6.9,4.43,0,4.6,3.0,1.0,3.2,3.1,3.7,3.3,3.39,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,3.39,48.677,3.25,59.1,11.051,4.129502642086552,3.506648410423605,2.6265686415991776,2.778328889125551,3.685698136401313,4.341109970918716,2.638099138412193,2.876954122441897,3.211652856004778,3.712207187575866,3.15625017986767,2.268458768697092,42.81431134938297,1.5093384379572576,0,0.6795812900388012,2024-02-22 21:06:37.324414716,Operations Manager,0.9519331178660934,12,Low
FIRM_157,2024,2023,2023,FIRM_157,SME,23,89,999.0,Meat Processing,Foreign,0.61,Established (>20 years),1,Greenfield,19.64,Netherlands,2.22,4.18,2.74,0.61,1.966,3.51,6.901,2.98,59.1,19.23,10.72,18.5,3.01,9.6,4.06,1,3.3,4.6,2.1,3.9,5.4,3.6,4.5,3.51,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,3.51,6.901,2.98,59.1,7.792,2.458117492647541,2.82430604733246,1.16199137211588,2.428293570126089,3.994434216932936,3.479038783822475,4.60119716001563,4.665268513440624,1.381089174909932,1.3569225677477816,4.464773019139456,3.7452529334039775,18.27955228362816,0.6849451045303798,0,1.6049951537237024,2024-02-23 03:07:49.565217391,Operations Manager,0.9321951695190892,30,Very Low
FIRM_158,2024,2024,2024,FIRM_158,SME,5,10,999.0,Bakery Products,Local Private,1.82,Young (≤5 years),1,Greenfield,4.87,South Africa,3.58,3.8,2.44,1.82,0.487,3.81,1.855,3.46,59.1,14.77,8.27,14.4,5.02,6.7,2.99,1,3.9,4.2,3.6,2.6,2.5,2.7,4.2,3.81,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,3.81,1.855,3.46,59.1,13.64,3.3906951861878283,4.18472146712713,4.087437440578326,2.672190473497837,3.1113851661106,4.140344108385673,3.750505712010524,4.196937814110774,1.0,2.414780257171953,2.386396317253785,3.9639724503625247,25.449625819081668,1.9825951499868155,0,5.0,2024-02-23 09:09:01.806020067,Operations Manager,0.8754336991555203,31,Low
FIRM_159,2024,2022,2022,FIRM_159,SME,38,25,999.0,Meat Processing,Joint Venture,2.07,Established (>20 years),1,Joint Venture,5.4,UAE,3.26,4.04,2.4,2.07,0.541,3.34,1.807,3.25,59.1,20.09,16.68,6.5,3.93,7.8,4.21,0,5.5,2.8,2.1,3.1,3.2,1.0,4.1,3.34,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,3.34,1.807,3.25,59.1,10.888,3.980158103825944,3.400144945442738,2.6690462895924365,3.0035935211279767,3.8511256697803407,3.908915006189472,4.049652636687133,4.354517002362219,3.288375729230168,2.30956307245888,2.852509702081093,1.1329622840853195,52.72996751795596,0.2509873915427347,0,5.0,2024-02-23 15:10:14.046822742,General Manager,0.972621465895738,22,Very Low
FIRM_160,2024,2024,2024,FIRM_160,SME,3,24,999.0,Fruits & Vegetables,Local Private,0.93,Young (≤5 years),1,M&A,41.37,Germany,2.87,3.3,2.62,0.93,4.141,3.14,13.003,3.46,59.1,18.36,14.44,7.7,2.26,8.5,3.83,0,3.4,2.7,3.5,2.3,4.4,2.8,3.7,3.14,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,3.14,13.003,3.46,59.1,9.012,3.6008753359518764,3.39348977520297,2.3235018123611915,2.1755463846570864,2.005318417459566,3.0867906620230023,4.673232687422883,3.422236292784845,2.805175768719128,3.189898258968292,1.5052610709004492,2.9801686223961568,46.026179190236256,2.128080330242484,0,0.5246527077734012,2024-02-23 21:11:26.287625418,Operations Manager,0.9053326933561008,13,Low
FIRM_161,2024,2024,2024,FIRM_161,Large,34,250,25413.94,Dairy Products,Local Private,0.66,Established (>20 years),1,Greenfield,10.31,USA,3.39,3.42,2.92,0.66,0.041,3.97,0.163,3.46,59.1,20.46,12.22,5.1,0.21,7.9,3.32,0,3.3,3.8,2.8,5.4,2.6,3.5,3.6,3.97,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,3.97,0.163,3.46,59.1,13.458,3.351665293278995,3.1704736984409574,3.724131020722594,3.312494667159682,3.6878623051028088,3.760297474721538,2.610735800389159,3.610035568552535,2.385217325085258,3.5326701217911856,1.7449129422418346,4.009675354314827,29.927193945500942,0.666186183129902,0,1.094249460640884,2024-02-24 03:12:38.528428094,General Manager,0.8940703043223261,34,Very Low
FIRM_162,2024,2024,2024,FIRM_162,Large,3,273,8009.37,Bakery Products,Local Private,1.1,Young (≤5 years),0,,0.0,,3.57,2.86,3.31,1.1,0.0,0.0,0.0,0.0,0.0,17.47,13.7,4.0,1.36,7.6,3.3,0,2.4,2.3,3.9,4.9,5.7,4.1,2.0,3.13,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,0.0,0.0,0.0,0.0,11.174,4.0008368740537135,3.5086334787012854,2.747188624072783,4.021821739029318,2.821716053770916,2.299468984021199,3.471339537034829,2.840108911285173,3.1435302041863444,4.447039366701383,2.8075946224026382,2.8319889339178994,7.591430592125473,0.0004859278957248,0,4.297151461530772,2024-02-24 09:13:50.769230769,Operations Manager,0.9742187787785352,9,Very Low
FIRM_163,2024,2023,2023,FIRM_163,SME,5,13,999.0,Fish Processing,Local Private,0.62,Young (≤5 years),1,M&A,9.24,South Africa,2.91,3.75,3.27,0.62,0.925,3.47,3.21,2.98,59.1,28.52,22.05,19.8,1.21,8.2,5.43,1,5.7,3.4,1.7,4.1,7.0,5.2,3.2,3.47,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,3.47,3.21,2.98,59.1,10.098,1.0374141656006102,3.977568785267344,4.05394274564196,2.573795055882464,4.523596709928089,4.022273250399976,3.074836358912628,3.3852025557599186,2.839596270803092,2.654531067668734,3.914326901372098,3.656157280502128,18.77996195044423,0.2714929629305895,0,1.7810991826746894,2024-02-24 15:15:03.010033445,CEO,0.9457787569287496,2,Very Low
FIRM_164,2024,2024,2024,FIRM_164,Large,18,968,5223.36,Beverages,Joint Venture,3.5,Mature (11-20 years),1,Joint Venture,3.8,Netherlands,3.68,3.58,3.1,3.5,0.073,3.84,0.28,3.46,59.1,21.71,14.97,1.1,4.33,10.0,4.59,0,3.2,2.7,3.1,5.7,3.8,4.4,3.6,3.84,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,3.84,0.28,3.46,59.1,14.131,3.7423002556247273,2.7930088490023697,3.655305354619028,4.515427138913415,4.266444411658706,3.808710926193368,2.2457124597076352,3.9961929085858903,4.027780250633898,2.652184751521708,2.4180910933232704,3.316048920864376,52.75151640807118,5.424579686447554,1,3.502707566059466,2024-02-24 21:16:15.250836120,CEO,0.9847388625512236,18,High
FIRM_165,2024,2022,2022,FIRM_165,SME,14,70,445.55,Bakery Products,Government,0.75,Mature (11-20 years),0,,0.0,,3.26,4.1,3.22,0.75,0.0,0.0,0.0,0.0,0.0,20.9,19.74,4.3,2.69,7.2,4.26,0,5.2,3.7,3.4,4.3,3.3,3.3,2.2,3.83,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,0.0,0.0,0.0,0.0,12.486,2.676739453498061,2.93931845764732,3.71521239088043,3.708633670822076,4.0800025891796485,4.047062118050172,3.777367982083936,4.477637837068838,2.9861108682589776,4.134704816990872,2.440491817756664,3.307494208757364,21.06225815473226,4.040152343219403,0,0.5589416727406268,2024-02-25 03:17:27.491638796,CEO,0.94448255555068,57,Medium
FIRM_166,2024,2024,2024,FIRM_166,Large,9,761,50000.0,Grain Milling,Local Private,1.72,Growing (6-10 years),1,M&A,12.16,USA,2.73,4.27,2.63,1.72,0.024,2.96,0.071,3.46,59.1,22.33,11.95,3.4,2.78,9.6,4.09,0,3.1,3.0,3.0,3.3,4.0,2.8,1.5,2.96,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,2.96,0.071,3.46,59.1,8.081,1.7354936825148346,3.1873917798563345,1.8706398599195195,4.124464468499246,4.712603736295628,4.340682827561006,5.0,3.035705909918529,2.153076714929832,3.3669192446772747,2.252426231045188,2.7558165197385325,70.99207891526952,0.5321256748217935,0,2.5236406165491405,2024-02-25 09:18:39.732441471,General Manager,0.9611226486898172,22,Very Low
FIRM_167,2024,2022,2022,FIRM_167,SME,37,58,999.0,Grain Milling,Local Private,2.1,Established (>20 years),0,,0.0,,3.26,3.15,3.04,2.1,0.0,0.0,0.0,0.0,0.0,20.02,15.4,5.5,1.0,7.5,3.63,0,5.2,2.3,3.1,3.9,3.4,2.2,4.6,3.7,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,0.0,0.0,0.0,0.0,12.062,3.608962079619985,2.4578903535687493,4.19074958684776,2.7737323569182903,3.2306500875050976,3.8573338881467976,2.027937804395398,3.4806964378088407,3.890166238959289,4.240886360069177,2.1117676620712444,1.9050772762778612,80.0,3.013509095206964,0,2.3244276638394985,2024-02-25 15:19:51.973244147,Production Manager,0.975466884438942,16,Medium
FIRM_168,2024,2022,2022,FIRM_168,SME,4,13,999.0,Beverages,Foreign,1.93,Young (≤5 years),0,,0.0,,3.61,3.91,2.76,1.93,0.0,0.0,0.0,0.0,0.0,22.92,18.09,4.9,6.85,6.6,4.63,0,4.8,4.6,4.2,4.9,4.6,4.7,3.5,4.3,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,0.0,0.0,0.0,0.0,15.523,4.298926836130367,2.8265194981949517,3.3351254781104704,3.983620181653293,4.848417918749335,3.703662593858793,3.474175511160424,3.609220467860487,2.6828689250537976,3.359855202708853,3.024468601279704,1.9906228673174755,34.67340696796899,1.8759052983457507,0,4.8814468937367055,2024-02-25 21:21:04.214046823,CEO,0.8582109453864906,26,Low
FIRM_169,2024,2022,2022,FIRM_169,Large,11,310,16754.45,Sugar & Confectionery,Joint Venture,2.49,Mature (11-20 years),0,,0.0,,2.84,3.55,2.54,2.49,0.0,0.0,0.0,0.0,0.0,26.83,19.88,5.9,2.76,8.3,5.01,0,3.5,3.5,1.1,2.6,2.3,3.3,3.6,3.33,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,0.0,0.0,0.0,0.0,9.457,3.090041188297847,3.066645388518739,2.767650574678417,2.426452879683749,4.35931493855623,2.9832521643370957,4.012434348059819,2.8625264786845093,3.426536683672307,2.058595043158056,1.053016590303491,3.6384172630097855,58.12217630880122,7.07435804681319,0,3.3549757175040247,2024-02-26 03:22:16.454849498,CEO,0.966407343830407,26,Medium
