firm_id,firm_size,has_fdi,years_fdi,fdi_type,ka1_technical_manuals,ka2_staff_training,ka3_adapt_technology,ka4_commercialize_knowledge,tp1_production_efficiency,tp2_quality_control,tp3_order_fulfillment,tp4_employee_productivity,rd_spending_pct,new_products_3yr,innovation_iot,innovation_automation,innovation_quality_mgmt,gp1_tax_incentives,gp2_regulatory_stability,gp3_infrastructure_support,gp4_permit_ease,skilled_workforce_pct,training_hours_annual,modern_equipment,reinvestment_rate_pct,avg_roi_pct,avg_roa_pct,export_intensity_pct,capacity_utilization_pct,market_share_lagos_pct,knowledge_absorption,task_performance,innovation_score,government_policy,firm_resources,overall_performance
SME108,SME,0,,,1,1,1,2,4,4,4,3,1.7,0,1,1,0,4,4,5,4,37.5,10,0,8.5,7.3,3.8,16.5,76.2,1.5,1.25,3.75,-0.6199435799193238,4.25,-1.126920063417702,-0.6542346651891018
SME109,SME,0,,,3,2,3,2,3,3,3,3,2.7,5,0,1,0,4,5,6,5,42.5,24,0,15.5,8.7,-0.3,0.6,71.4,2.8,2.5,3.0,0.37378957795655654,5.0,-1.2416794438446361,-1.0109675818395127
SME110,SME,1,2.0,Equity,2,3,3,4,5,4,5,5,0.4,3,1,0,1,4,5,5,5,79.6,19,1,11.0,20.1,10.3,15.1,95.8,6.6,3.0,4.75,-0.46035806881653574,4.75,0.4975453318656111,0.6524657289669404
SME111,SME,0,,,3,3,4,3,3,3,4,3,0.8,5,0,0,0,5,5,3,6,42.3,25,0,2.8,10.9,11.6,5.3,72.8,0.1,3.25,3.25,-0.391370042864178,4.75,-0.7392065455096755,-0.4405535838326608
SME112,SME,0,,,3,3,2,3,3,3,4,3,0.3,2,0,0,1,4,4,5,4,44.7,16,1,12.9,13.1,10.1,3.2,70.4,0.2,2.75,3.25,-0.8760181626285239,4.25,-0.32176957010410445,-0.4883416602546625
SME113,SME,1,8.0,Equity,4,4,5,4,3,3,4,3,2.5,0,0,0,0,3,3,4,3,47.8,35,0,20.1,18.2,4.1,30.5,94.1,4.5,4.25,3.25,-0.7948514011233482,3.25,-0.33617626251463006,0.35733715407172284
SME114,SME,1,4.0,Equity,3,3,3,2,3,3,3,2,3.5,5,0,1,0,5,5,6,2,71.5,43,1,7.6,16.3,2.8,12.4,64.3,1.6,2.75,2.75,0.6095133032500252,4.5,0.5944346581075867,-0.5813771032027863
SME115,SME,1,5.0,Technology transfer,4,5,4,4,4,4,4,4,1.3,2,0,1,0,2,2,2,3,84.4,20,1,24.4,7.0,15.1,21.1,90.4,1.9,4.25,4.0,-0.5813635060116882,2.25,0.45672367998211416,0.14649697429830982
SME116,SME,1,2.0,Joint venture,5,5,5,5,5,5,5,4,0.0,5,0,0,1,4,5,5,5,61.8,27,1,2.8,5.9,7.0,49.9,67.9,6.1,5.0,4.75,-0.4217779949089,4.75,0.21358276819962374,0.11866575024401205
SME117,SME,0,,,3,3,3,3,3,3,4,3,0.7,2,0,0,0,3,2,3,3,46.2,25,0,7.4,9.7,7.5,10.7,61.9,0.1,3.0,3.25,-0.9634720732305362,2.75,-1.2312765955379235,-0.7367127985162889
SME118,SME,1,3.0,Equity,5,4,4,4,3,3,3,3,3.1,0,0,1,1,4,5,5,5,55.6,60,0,14.9,11.0,5.5,31.2,65.4,2.1,4.25,3.0,-0.20742706065575367,4.75,-0.006044346537157214,-0.32257193452876176
SME119,SME,1,5.0,Management contract,3,3,3,4,4,4,4,5,2.6,4,1,1,0,5,4,6,6,19.2,33,1,11.9,14.1,17.0,40.0,93.4,4.4,3.25,4.25,0.3687610306420612,5.25,-0.4252641240317232,0.9571663069096402
SME120,SME,0,,,2,3,3,2,4,4,4,3,1.7,6,0,0,0,7,6,6,7,56.2,27,1,7.5,10.3,3.4,27.1,75.2,0.7,2.5,3.75,0.05469800299253241,6.5,-0.07392259333939094,-0.47507740092494255
SME121,SME,1,6.0,Joint venture,5,5,5,5,4,4,3,3,1.7,4,0,0,1,3,5,3,3,57.0,34,0,32.0,29.1,13.6,31.3,83.8,4.7,5.0,3.5,0.10357183968690903,3.5,-0.525273073006802,1.101703571640997
SME122,SME,0,,,2,2,2,2,3,4,3,4,0.0,2,0,0,0,3,4,4,4,51.4,43,1,5.2,0.8,6.7,9.2,58.7,0.5,2.0,3.5,-1.1697303328623212,3.75,0.043390379393546036,-1.128324331853174
SME123,SME,0,,,3,3,3,3,3,4,3,4,1.8,4,0,1,1,4,2,2,1,34.3,5,0,31.5,-2.3,7.0,3.1,68.4,4.4,3.0,3.5,0.13303730534859265,2.25,-1.3072741440516238,-0.9512111032472083
SME124,SME,1,1.0,Joint venture,5,5,5,5,4,4,4,4,1.0,4,0,0,1,6,5,4,6,49.2,36,1,20.5,15.6,2.1,21.2,74.8,3.2,5.0,4.0,-0.30800219319362243,5.25,-0.173586032630634,-0.28423740071827824
SME125,SME,0,,,1,1,1,1,3,4,4,3,3.8,2,0,0,0,7,7,5,6,38.8,5,1,12.7,6.5,-2.8,12.6,76.6,2.9,1.0,3.5,-0.050042637718345384,6.25,-0.5531279676397947,-0.9660110543487117
SME126,SME,0,,,2,2,2,1,3,3,3,3,1.9,0,1,0,0,4,4,3,3,60.3,5,0,15.8,9.9,4.1,7.2,60.1,2.7,1.75,3.0,-0.7663284218447032,3.5,-0.5327033869494222,-0.8049977685482996
SME127,SME,1,13.0,Joint venture,5,4,4,5,5,5,5,5,1.3,4,1,1,1,2,4,3,3,49.3,39,1,37.2,17.1,13.0,27.0,98.0,3.0,4.5,5.0,0.19102575028892127,3.0,0.32150361737892585,0.6518054487134527
SME128,SME,0,,,3,2,2,2,3,3,2,3,0.5,4,0,0,0,3,3,2,2,76.2,22,1,4.1,17.3,-0.0,21.7,51.9,0.1,2.25,2.75,-0.6606452947507869,2.5,0.11963075661975364,-0.7915428806352874
SME129,SME,0,,,2,2,2,2,3,3,2,3,1.1,0,0,1,0,3,6,4,5,51.5,17,1,3.0,-1.0,0.1,7.9,62.3,1.7,2.0,2.75,-1.0020521471381718,4.5,-0.23360808654593304,-1.4111704005792216
SME130,SME,1,6.0,Equity,3,3,3,4,4,3,4,3,1.7,6,0,0,1,5,5,5,5,35.9,34,1,11.0,11.1,11.2,8.5,98.0,3.2,3.25,3.5,0.26001377624127897,5.0,-0.24802892809667698,0.09554009440790354
SME131,SME,0,,,1,2,2,1,3,3,3,4,2.5,2,0,0,0,4,3,3,3,43.1,57,1,12.3,11.4,7.8,0.0,66.8,2.5,1.5,3.25,-0.4330936913202318,3.25,-0.08115561220519876,-0.6075357161477213
SME132,SME,1,4.0,Equity,4,5,5,5,5,5,5,5,2.2,2,1,0,0,4,3,4,5,45.2,32,0,3.2,17.4,11.4,26.4,72.2,3.8,4.75,5.0,-0.3161743150565359,4.0,-0.4139728703548733,0.3096549842453142
SME133,SME,0,,,5,4,4,3,4,4,4,4,0.3,4,0,0,0,4,4,4,1,12.1,26,1,12.2,22.8,10.1,1.6,78.6,1.1,4.0,4.0,-0.5142604528254074,3.25,-0.49380104959637794,-0.009667768397947335
SME134,SME,1,3.0,Equity,4,4,4,4,4,4,4,4,4.3,3,0,1,1,4,3,3,4,79.0,27,1,30.5,18.9,5.3,25.6,78.3,7.5,4.0,4.0,0.6887950919891238,3.5,0.6172649059068817,0.3617285999152758
SME135,SME,1,3.0,Technology transfer,4,4,4,4,5,5,4,4,2.1,5,0,0,1,4,6,6,4,65.5,39,0,18.2,13.7,9.6,0.0,78.0,1.0,4.0,4.5,0.19699678398645512,5.0,-0.16735435195294476,-0.3945331980026201
SME136,SME,1,5.0,Technology transfer,5,4,5,4,4,4,4,4,2.9,3,0,1,1,4,4,2,3,63.0,32,1,14.7,7.9,16.6,28.7,70.8,5.0,4.5,4.0,0.27627857272555373,3.25,0.39038629271089864,0.3132869739951816
SME137,SME,0,,,2,2,2,2,4,4,4,4,0.5,2,1,0,0,4,4,3,5,47.5,15,1,7.1,5.4,7.3,16.4,98.0,0.9,2.0,4.0,-0.8170872313051568,4.0,-0.4551031389490542,-0.3241043716756606
SME138,SME,1,2.0,Management contract,3,3,3,3,5,5,4,5,2.4,4,0,0,0,5,5,6,5,34.3,57,1,24.2,10.0,12.0,29.4,85.0,3.4,3.0,4.75,0.10451432606994757,5.25,0.3004281161757517,0.25089471038137634
SME139,SME,0,,,3,3,3,4,3,3,3,2,1.6,3,1,0,0,3,5,6,5,37.7,34,1,5.4,13.1,13.7,10.5,48.9,0.4,3.25,2.75,-0.31208825412507923,4.75,-0.31642874447528646,-0.46009175932916696
SME140,SME,0,,,2,2,2,2,3,4,4,3,0.0,0,1,0,1,4,4,4,6,57.6,22,1,26.8,9.5,0.4,3.3,89.9,0.1,2.0,3.5,-0.9155407229191981,4.5,-0.34276760201637374,-0.8503355005308011
SME141,SME,0,,,3,3,3,3,2,2,3,3,3.6,0,0,0,0,5,4,3,3,29.2,5,0,27.5,0.1,7.2,8.1,75.3,1.9,3.0,2.5,-0.4707312788448288,3.75,-1.0932614765711643,-0.8543363185576874
SME142,SME,1,1.0,Joint venture,4,3,3,3,3,3,2,2,3.5,5,1,1,1,6,5,5,5,17.0,31,1,19.1,11.4,13.7,30.3,70.8,5.1,3.25,2.5,1.0201448497475183,5.25,-0.35510568193218284,0.32726785784906076
SME143,SME,1,7.0,Management contract,4,4,4,4,3,4,3,3,1.5,3,1,0,1,5,5,5,4,51.6,67,1,16.9,18.5,7.2,21.0,68.8,3.8,4.0,3.25,0.06907782671073018,4.75,0.20384465209110808,0.026014362489101994
SME144,SME,1,5.0,Joint venture,5,5,5,5,3,4,4,4,0.7,2,1,0,0,2,3,3,3,52.9,32,1,25.2,14.9,12.9,14.5,88.1,3.5,5.0,3.75,-0.5528405267330432,2.75,0.2617279338461206,0.2970404501706531
SME145,SME,1,4.0,Joint venture,5,5,5,5,4,5,4,4,2.4,1,1,1,0,3,3,3,3,57.0,48,1,25.8,15.8,6.6,18.6,81.0,1.7,5.0,4.25,-0.2328064653859806,3.0,0.4885676910028697,-0.11467178293024208
SME146,SME,1,2.0,Equity,3,4,4,3,3,3,3,4,2.1,1,1,1,0,3,4,3,4,65.9,52,1,10.6,14.7,5.8,36.6,56.9,3.9,3.5,3.25,-0.11588708912228474,3.5,0.6789200190642348,-0.09052358074365956
SME147,SME,0,,,3,3,3,4,2,2,3,2,1.6,0,0,0,0,4,5,5,5,54.6,23,1,7.8,17.8,5.0,11.4,89.4,4.9,3.25,2.25,-1.0600405920785003,4.75,-0.08315972485817368,0.07685177825858022
SME148,SME,0,,,2,2,3,3,4,5,4,4,1.4,2,0,1,0,1,4,4,6,48.9,10,0,2.0,10.2,10.7,22.9,70.8,1.4,2.5,4.25,-0.5518980403500047,3.75,-1.0099015582552302,-0.1975344909929907
SME149,SME,0,,,3,2,2,3,4,4,4,4,1.8,1,0,0,0,2,1,3,3,62.9,5,1,15.3,6.1,11.5,10.3,93.9,1.2,2.5,4.0,-0.820230805853575,2.25,-0.30239540973819423,-0.2164867661864832
SME150,SME,0,,,5,5,4,5,3,4,3,3,2.9,0,0,0,0,5,6,5,4,22.2,28,0,17.3,2.5,11.8,22.8,87.3,0.3,4.75,3.25,-0.6769895384766139,5.0,-1.1891745089788601,-0.28587343442527957
SME151,SME,0,,,2,2,2,3,3,2,3,2,1.9,2,1,1,1,5,4,3,6,52.6,10,1,2.0,10.3,3.7,7.1,60.0,0.1,2.25,2.5,0.006060834455906272,4.5,-0.6932945277120215,-0.974338214972427
SME152,SME,0,,,2,2,2,2,4,4,5,3,0.0,3,0,0,1,3,3,4,2,54.4,22,1,8.4,-5.0,11.8,20.9,88.4,0.1,2.0,4.0,-0.7835357047120165,3.0,-0.03373182297767914,-0.5793411837702584
SME153,SME,1,3.0,Equity,3,3,4,4,3,4,3,3,3.6,8,0,0,0,3,3,3,4,36.4,20,1,6.2,14.1,7.1,32.8,72.2,3.7,3.5,3.25,0.976299560367637,3.25,-0.0819792155630577,0.07111867661915494
SME154,SME,1,6.0,Technology transfer,5,5,5,5,3,4,5,3,4.0,0,0,0,1,2,3,3,2,32.5,32,1,9.8,10.8,13.1,22.0,57.6,1.6,5.0,3.75,-0.147553642949348,2.5,-0.19297173570371332,-0.22288888729775558
SME155,SME,1,2.0,Equity,5,5,4,4,4,4,4,4,5.8,6,0,1,0,1,3,4,3,43.8,35,1,21.4,6.2,10.8,26.7,78.9,0.3,4.5,4.0,1.4680978683703054,2.75,-0.012867263914208685,-0.24898257531061418
SME156,SME,1,3.0,Equity,4,4,4,4,4,4,3,4,0.7,5,0,1,0,5,5,4,5,45.1,38,0,11.1,8.4,11.3,12.4,88.8,4.8,4.0,3.75,-0.21551973527711502,4.75,-0.9335211594977835,0.047333209536832954
SME157,SME,0,,,3,3,3,3,3,3,3,3,1.5,0,0,0,0,6,6,6,4,56.3,7,1,9.6,12.9,6.7,32.5,66.4,0.1,3.0,3.0,-1.0895060577401838,5.5,-0.6059189177104876,-0.29017502362795367
SME158,SME,0,,,3,3,3,3,3,4,3,4,0.0,2,1,0,0,3,2,3,3,35.8,34,0,2.0,10.2,-0.4,2.3,68.3,0.9,3.0,3.5,-0.9644145596135747,2.75,-1.0331535009994122,-1.0938784131350843
SME159,SME,0,,,2,2,2,2,3,4,4,3,1.9,1,1,0,0,3,4,1,3,32.2,13,1,13.5,9.0,1.5,1.3,85.7,4.5,2.0,3.5,-0.585449566943145,2.75,-0.46433481377664865,-0.6220953573368725
SME160,SME,1,12.0,Equity,3,4,4,3,3,3,4,3,1.3,4,0,1,1,4,3,3,5,45.8,15,0,16.6,15.4,8.9,49.4,81.3,0.1,3.5,3.25,-0.014290022959825233,3.75,-0.5779955820238888,0.33288363777173124
SME161,SME,0,,,2,1,1,1,3,3,3,3,3.5,5,1,0,0,5,4,4,4,61.8,19,1,6.2,10.6,-1.7,13.8,61.9,0.1,1.25,3.0,0.8148290764987717,4.25,-0.21102445191669478,-1.1039519804085058
SME162,SME,1,2.0,Joint venture,4,4,4,4,3,3,4,3,1.1,5,1,1,0,5,5,5,5,55.2,35,0,15.5,21.5,11.8,32.9,88.4,3.4,4.0,3.25,0.10765790061836578,5.0,-0.5094897542488482,0.7430865915932474
SME163,SME,1,3.0,Joint venture,4,4,4,3,3,3,3,3,0.0,5,0,0,1,2,3,3,5,52.3,37,1,18.4,14.7,11.5,30.3,82.4,5.0,3.75,3.0,-0.4217779949089,3.25,0.3451026446692408,0.47464922347174954
SME164,SME,0,,,3,3,3,2,4,4,4,3,0.6,1,0,0,0,4,7,4,4,43.3,36,0,5.5,-0.3,7.8,25.0,45.7,0.1,2.75,3.75,-1.173816393793778,4.75,-0.7194619723957308,-1.0697074491738514
SME165,SME,1,2.0,Joint venture,4,5,5,5,5,4,5,5,0.0,1,0,0,1,4,5,4,6,74.4,32,0,5.2,22.2,7.0,4.9,93.1,4.9,4.75,4.75,-1.145293414515133,4.75,-0.3044608784382473,0.2812311883909975
SME166,SME,1,4.0,Management contract,5,4,4,4,5,4,4,5,2.9,3,1,0,0,6,4,4,4,43.8,34,1,31.4,15.4,16.5,25.6,92.7,5.1,4.25,4.5,0.07096279947680725,4.5,-0.11804907162592768,0.8054650293768716
SME167,SME,1,5.0,Management contract,3,3,3,4,3,3,3,3,0.0,6,0,1,0,5,5,5,4,74.7,22,1,11.9,10.9,16.1,31.3,80.2,0.1,3.25,3.0,-0.24089914000734183,4.75,0.4881353254631696,0.2444483371508471
SME168,SME,1,3.0,Equity,3,3,4,3,3,3,3,2,2.0,0,1,0,1,4,4,3,5,58.2,45,1,16.2,4.5,8.1,7.7,90.7,4.1,3.25,2.75,-0.32623140968552655,4.0,0.10727076661002527,-0.33433758595614627
SME169,SME,0,,,2,2,2,2,3,3,3,3,0.0,0,0,0,1,4,4,2,3,42.6,22,0,20.1,10.4,7.0,24.2,63.9,3.0,2.0,3.0,-1.326172269416691,3.25,-0.7060370630908785,-0.33545343956968776
SME170,SME,0,,,4,4,3,3,2,2,3,3,0.8,2,0,0,1,4,4,2,3,82.5,15,1,40.0,8.1,4.8,15.7,72.0,0.2,3.5,2.5,-0.7286908343201061,3.25,0.2647297456458861,-0.7214019754938262
SME171,SME,1,8.0,Equity,4,4,4,4,3,3,3,2,4.0,2,0,0,1,5,5,5,4,39.2,12,1,7.0,22.2,9.6,11.1,61.2,5.0,4.0,2.75,0.2142040668537684,4.75,-0.1989899624759098,0.1114148047967341
SME172,SME,0,,,2,2,3,3,2,2,2,2,1.6,0,0,0,0,2,3,2,2,39.7,37,1,15.6,5.9,2.5,0.0,72.9,2.7,2.5,2.0,-1.0600405920785003,2.25,0.047123934999039,-0.9719541429167883
SME173,SME,1,8.0,Joint venture,4,5,5,4,3,4,3,4,1.0,3,0,0,0,3,4,4,5,36.5,20,1,11.3,8.2,8.9,12.8,98.0,3.3,4.5,3.5,-0.6941968213439272,4.0,-0.5375354066143063,-0.0502006180168223
SME174,SME,0,,,1,1,1,1,3,4,3,3,1.2,0,0,0,1,3,2,3,2,59.3,13,0,7.7,13.4,9.1,6.2,60.1,0.5,1.0,3.25,-0.9725866814764882,2.5,-1.0383401233765672,-0.5902046958528917
SME175,SME,1,8.0,Technology transfer,4,5,4,4,3,3,3,3,2.0,2,1,1,0,4,4,5,5,80.3,39,1,11.2,18.4,17.4,37.0,70.9,0.8,4.25,3.0,-0.16978947313115667,4.5,0.5527798242626697,0.5862246956073907
SME176,SME,1,2.0,Technology transfer,4,4,4,4,5,4,5,5,2.6,5,0,0,0,5,5,3,5,80.0,21,1,8.0,15.0,5.9,32.1,79.5,4.0,4.0,4.75,0.13900833904612642,4.5,0.3986895281046221,0.1432931708982257
SME177,SME,0,,,2,2,2,2,2,2,2,3,0.0,0,0,0,0,4,5,5,6,63.4,5,0,11.7,12.1,3.1,0.0,69.6,1.7,2.0,2.25,-1.5314880426654376,5.0,-0.9404306418982558,-0.824914422276057
SME178,SME,1,3.0,Equity,4,4,4,3,4,5,5,5,2.7,0,0,1,1,3,3,3,2,52.0,10,1,5.2,11.8,6.8,42.6,71.2,3.5,3.75,4.75,-0.32528892330248793,2.75,-0.051515469931058405,0.09212230321952296
SME179,SME,0,,,2,2,2,2,3,3,3,2,0.0,1,0,0,0,4,3,2,6,39.5,29,0,19.6,9.8,10.9,14.2,77.1,0.1,2.0,2.75,-1.3506091877638795,3.75,-0.8972156983144933,-0.3317248055212277
SME180,SME,1,3.0,Equity,4,4,4,3,4,4,5,4,1.2,5,0,0,1,5,4,4,4,29.9,28,1,17.4,21.0,8.1,35.9,94.2,6.2,3.75,4.25,-0.06819240696869713,4.25,-0.18578611990994834,0.8353165817871704
SME181,SME,1,5.0,Equity,3,4,4,4,3,3,3,3,1.4,3,0,0,1,5,5,4,4,85.5,70,1,20.4,17.0,2.2,39.0,86.4,3.1,3.75,3.0,-0.3710191854484465,4.5,0.950545772802092,0.1646019256995308
SME182,SME,0,,,2,3,3,2,3,3,3,3,2.0,1,1,0,0,3,1,2,3,52.0,8,1,8.3,7.4,7.6,0.0,50.8,0.4,2.5,3.0,-0.5559841012814614,2.25,0.021351799296899898,-1.0864420758837892
SME183,SME,1,8.0,Joint venture,5,4,4,5,4,4,3,4,2.0,4,0,1,0,5,4,3,4,47.6,24,1,14.1,21.7,16.5,11.1,95.9,5.0,4.5,3.75,-0.013347536576786695,4.0,0.11267623749680619,0.8525890729246801
SME184,SME,1,9.0,Equity,5,5,4,5,5,5,4,4,0.3,0,1,0,0,4,3,5,4,74.9,28,1,19.3,-2.2,13.7,9.1,98.0,6.9,4.75,4.5,-1.2377758724316403,4.0,0.10283283398391235,-0.018562695014383263
SME185,SME,1,4.0,Management contract,2,2,3,3,4,4,5,4,0.8,4,1,1,1,5,5,5,7,40.4,38,1,7.7,25.9,11.3,20.6,94.0,0.1,2.5,4.25,0.04369842198050333,5.5,0.038033248482299664,0.5608946230055573
SME186,SME,0,,,3,3,2,3,3,3,3,3,1.4,3,0,0,0,6,5,4,5,51.1,14,1,9.1,-1.0,6.6,16.8,76.5,2.1,2.75,3.0,-0.576334958697193,5.0,-0.24396441523105247,-0.769189151144163
SME187,SME,1,7.0,Joint venture,4,5,4,4,3,3,4,2,1.9,3,0,0,1,1,1,2,3,52.4,42,1,10.1,9.4,13.7,36.7,82.6,0.1,4.25,3.0,-0.018376083891282036,1.75,0.34254026254286607,0.18289999530785409
SME188,SME,0,,,4,3,3,4,4,3,3,4,0.5,4,0,1,0,3,3,3,3,54.6,8,0,4.9,9.4,2.5,18.8,88.4,2.6,3.5,3.5,-0.4553295215020404,3.0,-0.81782390915372,-0.39083107314342136
SME189,SME,0,,,2,3,3,3,1,2,2,2,0.6,0,1,0,1,4,3,2,3,44.0,5,1,2.0,7.1,2.1,19.1,87.1,0.5,2.75,1.75,-0.9440637021978431,3.0,-0.40146270163451325,-0.6341406146771204
SME190,SME,0,,,4,5,4,3,3,3,2,2,2.0,4,1,0,0,3,4,5,5,23.2,5,0,22.7,15.6,2.2,0.0,60.6,2.1,4.0,2.5,-0.013347536576786695,4.25,-1.8766602445251834,-0.8293548866455405
SME191,SME,1,2.0,Equity,4,5,4,4,4,3,3,3,1.4,4,0,0,0,6,4,4,2,56.1,8,1,11.5,7.3,3.8,0.0,96.9,1.9,4.25,3.25,-0.39545610379563473,4.0,-0.37446280168551827,-0.6145569511826914
SME192,SME,1,1.0,Joint venture,2,2,3,3,4,3,4,4,1.9,3,1,1,1,4,4,4,5,70.7,29,1,26.3,14.8,8.2,34.8,83.0,0.1,2.5,3.75,0.18693968935746447,4.25,0.4768023654889473,0.08693404844754907
SME193,SME,1,1.0,Joint venture,4,4,4,4,3,3,4,4,4.6,3,0,0,1,3,4,4,4,54.6,31,1,25.6,9.7,13.4,30.4,78.4,2.2,4.0,3.5,0.571875715725428,3.75,0.3414474952581448,0.16674056479668986
SME194,SME,0,,,1,1,1,1,3,3,3,3,0.0,2,1,1,0,4,4,4,2,56.6,12,1,2.0,10.6,7.3,0.0,53.6,2.0,1.0,3.0,-0.7590987863648282,3.5,0.07841786691809777,-0.8532117475150399
SME195,SME,0,,,4,3,3,3,3,3,2,3,0.0,4,1,0,0,2,4,4,4,29.3,35,1,3.3,9.2,7.1,0.0,68.6,3.0,3.25,2.75,-0.6026568498104583,3.5,-0.2764061810892345,-0.666489646419432
SME196,SME,1,1.0,Equity,4,4,4,4,4,3,5,4,2.9,1,0,1,0,5,5,5,5,54.6,50,1,37.5,13.0,10.6,4.2,72.0,1.2,4.0,4.0,-0.29079491032630916,5.0,0.37743727289297924,-0.37147888167591364
SME197,SME,0,,,2,2,2,2,2,2,2,2,0.4,0,0,0,0,5,4,2,3,35.6,16,1,26.0,4.7,5.1,2.7,62.4,2.5,2.0,2.0,-1.4136261800187033,3.5,-0.3050220462146661,-0.9912693228285321
SME198,SME,0,,,3,2,3,3,3,3,3,2,0.8,4,0,0,1,3,3,3,3,56.2,5,0,11.7,6.5,1.3,13.0,58.8,0.1,2.75,2.75,-0.3669331245169897,3.0,-0.6304353256360756,-1.1546921267196752
SME199,SME,1,4.0,Management contract,4,4,4,4,4,4,4,4,1.1,2,0,0,1,4,5,4,4,55.5,28,0,19.1,14.5,8.8,35.3,78.6,4.2,4.0,4.0,-0.6402944373350553,4.25,-0.8201019483088166,0.3132943144447278
SME200,SME,1,3.0,Management contract,5,4,4,4,5,5,5,5,1.7,5,1,1,0,5,4,5,5,65.4,28,1,12.0,19.7,12.8,32.3,83.1,3.3,4.25,5.0,0.2844506945884672,4.75,0.477286802008689,0.6473427035971645
LRG001,Large,0,,,4,4,4,3,3,3,4,3,4.4,7,0,0,0,5,4,4,5,81.3,27,1,21.5,11.2,9.6,0.0,73.2,4.1,3.75,3.25,1.0311444307595474,4.5,0.5244708528653218,-0.3497680385328902
LRG002,Large,1,4.0,Equity,5,5,5,5,3,4,4,5,4.3,5,0,1,0,4,5,4,5,85.4,42,1,17.3,12.8,14.3,33.6,60.6,7.6,5.0,4.0,1.0505528017922403,4.5,0.9657557377094907,0.4841246577914849
LRG003,Large,1,1.0,Joint venture,4,4,4,5,4,4,3,3,4.3,7,0,1,1,5,5,4,4,79.1,42,1,6.7,22.5,11.4,23.6,66.7,2.9,4.25,3.5,1.6176262848441032,4.5,0.8005835198677131,0.32719265099537154
LRG004,Large,1,2.0,Joint venture,5,4,4,4,4,4,4,4,1.6,3,1,1,1,4,4,4,5,60.0,45,1,12.4,17.0,11.5,31.3,88.3,4.4,4.25,4.0,0.09854329237241377,4.25,0.2047299050325695,0.6061337288801053
LRG005,Large,1,5.0,Joint venture,3,3,3,3,4,4,3,4,1.9,7,1,1,1,4,5,5,5,75.0,42,1,23.2,23.8,25.0,17.8,74.4,6.0,3.0,3.75,0.9104551089636973,4.75,0.6381201291543541,1.233213032938967
LRG006,Large,0,,,3,3,2,2,4,4,4,4,0.0,4,0,1,1,4,2,3,4,57.0,37,1,9.0,8.2,13.6,17.9,88.9,9.1,2.5,4.0,-0.1920253033129653,3.25,-0.10184729638501036,0.49947101475217887
LRG007,Large,1,1.0,Equity,5,5,5,5,4,5,4,3,2.3,6,0,0,1,5,6,6,5,69.8,54,1,22.5,7.7,14.7,16.5,86.7,4.1,5.0,4.0,0.43680657021138036,5.5,0.7653275448094744,0.176743662615829
LRG008,Large,1,3.0,Technology transfer,3,4,4,3,4,3,3,3,4.4,4,1,1,1,3,2,2,3,69.4,39,1,14.4,14.4,10.6,24.8,91.3,9.3,3.5,3.25,1.1044551858011122,2.5,0.5448603112250487,0.7172390946911011
LRG009,Large,1,7.0,Equity,4,3,3,4,3,3,4,3,3.9,2,1,0,0,4,6,6,5,60.3,65,1,16.7,12.2,9.7,32.9,96.9,9.2,3.5,3.25,0.39005437444083124,5.25,0.8118651976450832,0.7753922761805534
LRG010,Large,1,6.0,Equity,3,4,3,3,4,4,4,4,3.0,7,0,1,1,7,7,6,7,45.6,38,1,29.8,18.3,12.5,10.1,80.3,5.6,3.25,4.0,1.2345752312422167,6.75,0.15330246373983872,0.36977687935952247
LRG011,Large,1,2.0,Management contract,4,4,4,4,4,4,4,4,3.3,1,0,1,1,5,7,6,6,65.0,31,1,25.0,12.6,14.2,28.9,77.1,5.2,4.0,4.0,0.2376984988179181,6.0,0.1148354368518936,0.457356978536975
LRG012,Large,0,,,3,3,3,3,4,4,3,3,1.7,3,0,1,0,3,3,4,2,67.9,40,1,17.9,17.6,1.5,0.0,86.5,2.5,3.0,3.5,-0.28262278846339567,3.0,0.5006950715665384,-0.44927246654523034
LRG013,Large,0,,,2,2,2,3,3,3,2,3,2.7,6,0,1,0,5,2,1,2,44.8,25,1,25.0,12.7,1.2,4.6,78.1,3.2,2.25,2.75,0.5546684328581147,2.5,-0.11807382927390445,-0.6310810844482445
LRG014,Large,0,,,4,3,4,4,4,4,3,4,3.4,4,0,1,1,1,1,2,1,65.2,39,1,21.8,14.5,7.0,9.7,73.8,1.3,3.75,3.75,0.6044847559355297,1.25,0.4131683486549619,-0.3838698373206093
LRG015,Large,1,1.0,Equity,4,4,4,4,5,5,4,5,1.4,9,1,1,0,5,5,6,4,95.0,21,1,34.6,20.5,15.3,33.4,98.0,6.2,4.0,4.75,0.9195697172096493,5.0,0.5043409798288967,1.1755547486573512
LRG016,Large,1,1.0,Equity,5,4,4,4,5,5,4,5,3.7,8,0,0,1,3,3,3,3,90.3,67,1,19.3,20.4,13.5,49.2,85.5,9.4,4.25,4.75,1.2110807992780672,3.0,1.346750193494687,1.3596201364001193
LRG017,Large,0,,,2,3,3,3,3,4,3,3,3.6,3,1,0,1,2,3,2,4,89.7,43,1,14.6,13.1,14.4,14.3,72.4,2.5,2.75,3.25,0.4825368323573388,2.75,0.5852446868732837,0.047682387089843625
