Gc_YSZ_threshold_J_per_m2,Gc_GDC_LSCF_threshold_J_per_m2,P_joint_failure_independent_rho_0,P_joint_failure_correlated_rho_05,delta_correlated_minus_independent
1.248148,0.618367,0.00035,0.0027,0.00235
1.248148,0.644898,0.0005,0.00345,0.00295
1.248148,0.671429,0.0006,0.0042,0.0036
1.248148,0.697959,0.00085,0.0048,0.00395
1.248148,0.72449,0.0011,0.00555,0.00445
1.248148,0.75102,0.00135,0.0061,0.00475
1.248148,0.777551,0.00155,0.00665,0.0051
1.248148,0.804082,0.0019,0.00765,0.00575
1.248148,0.830612,0.0022,0.00835,0.00615
1.248148,0.857143,0.00265,0.00885,0.0062
1.248148,0.883673,0.00315,0.00935,0.0062
1.248148,0.910204,0.00375,0.00955,0.0058
1.248148,0.936735,0.0042,0.00985,0.00565
1.248148,0.963265,0.0045,0.01015,0.00565
1.248148,0.989796,0.00505,0.0104,0.00535
1.248148,1.016327,0.0055,0.01085,0.00535
1.248148,1.042857,0.0061,0.01115,0.00505
1.248148,1.069388,0.0068,0.01135,0.00455
1.248148,1.095918,0.00745,0.01145,0.004
1.248148,1.122449,0.0079,0.0115,0.0036
1.248148,1.14898,0.0083,0.0116,0.0033
1.248148,1.17551,0.0085,0.0117,0.0032
1.248148,1.202041,0.0088,0.0117,0.0029
1.248148,1.228571,0.0091,0.0117,0.0026
1.248148,1.255102,0.0097,0.0117,0.002
1.248148,1.281633,0.01,0.0117,0.0017
1.248148,1.308163,0.01015,0.0117,0.00155
1.248148,1.334694,0.0103,0.0117,0.0014
1.248148,1.361224,0.01045,0.0117,0.00125
1.248148,1.387755,0.0105,0.0117,0.0012
1.248148,1.414286,0.01055,0.0117,0.00115
1.248148,1.440816,0.0106,0.0117,0.0011
1.248148,1.467347,0.01075,0.0117,0.00095
1.248148,1.493878,0.01075,0.0117,0.00095
1.248148,1.520408,0.01075,0.0117,0.00095
1.248148,1.546939,0.01075,0.0117,0.00095
1.248148,1.573469,0.01075,0.0117,0.00095
1.248148,1.6,0.01075,0.0117,0.00095
1.288889,0.3,5e-05,0.0,-5e-05
1.288889,0.326531,5e-05,0.0,-5e-05
1.288889,0.353061,5e-05,0.0001,5e-05
1.288889,0.379592,5e-05,0.0001,5e-05
1.288889,0.406122,5e-05,0.0001,5e-05
1.288889,0.432653,5e-05,0.0003,0.00025
1.288889,0.459184,5e-05,0.0006,0.00055
1.288889,0.485714,5e-05,0.0007,0.00065
1.288889,0.512245,5e-05,0.0009,0.00085
1.288889,0.538776,5e-05,0.00125,0.0012
1.288889,0.565306,0.00015,0.0017,0.00155
1.288889,0.591837,0.0003,0.0023,0.002
1.288889,0.618367,0.0004,0.00325,0.00285
1.288889,0.644898,0.00055,0.00415,0.0036
1.288889,0.671429,0.0007,0.00515,0.00445
1.288889,0.697959,0.00095,0.00595,0.005
1.288889,0.72449,0.00125,0.007,0.00575
1.288889,0.75102,0.00155,0.00785,0.0063
1.288889,0.777551,0.00175,0.00865,0.0069
1.288889,0.804082,0.00225,0.0101,0.00785
1.288889,0.830612,0.00265,0.011,0.00835
1.288889,0.857143,0.0033,0.0116,0.0083
1.288889,0.883673,0.0038,0.01245,0.00865
1.288889,0.910204,0.00465,0.0131,0.00845
1.288889,0.936735,0.00515,0.0135,0.00835
1.288889,0.963265,0.00575,0.01395,0.0082
1.288889,0.989796,0.0067,0.01425,0.00755
1.288889,1.016327,0.0073,0.01485,0.00755
1.288889,1.042857,0.00795,0.01515,0.0072
1.288889,1.069388,0.00875,0.0155,0.00675
1.288889,1.095918,0.00955,0.01565,0.0061
1.288889,1.122449,0.0103,0.0157,0.0054
1.288889,1.14898,0.01095,0.01585,0.0049
1.288889,1.17551,0.0113,0.016,0.0047
1.288889,1.202041,0.0119,0.016,0.0041
1.288889,1.228571,0.01235,0.016,0.00365
1.288889,1.255102,0.013,0.016,0.003
1.288889,1.281633,0.0133,0.016,0.0027
1.288889,1.308163,0.0135,0.016,0.0025
1.288889,1.334694,0.0138,0.016,0.0022
1.288889,1.361224,0.01405,0.016,0.00195
1.288889,1.387755,0.01415,0.016,0.00185
1.288889,1.414286,0.01425,0.016,0.00175
1.288889,1.440816,0.0143,0.016,0.0017
1.288889,1.467347,0.0145,0.016,0.0015
1.288889,1.493878,0.01455,0.016,0.00145
1.288889,1.520408,0.01455,0.016,0.00145
1.288889,1.546939,0.01455,0.016,0.00145
1.288889,1.573469,0.01455,0.016,0.00145
1.288889,1.6,0.0146,0.016,0.0014
1.32963,0.3,5e-05,0.0,-5e-05
1.32963,0.326531,5e-05,0.0,-5e-05
1.32963,0.353061,5e-05,0.0001,5e-05
1.32963,0.379592,5e-05,0.0001,5e-05
1.32963,0.406122,5e-05,0.0001,5e-05
1.32963,0.432653,5e-05,0.0003,0.00025
1.32963,0.459184,5e-05,0.0006,0.00055
1.32963,0.485714,5e-05,0.0007,0.00065
1.32963,0.512245,5e-05,0.0009,0.00085
1.32963,0.538776,5e-05,0.00125,0.0012
1.32963,0.565306,0.00015,0.0018,0.00165
1.32963,0.591837,0.0003,0.0026,0.0023
1.32963,0.618367,0.00045,0.00385,0.0034
1.32963,0.644898,0.00075,0.00475,0.004
1.32963,0.671429,0.00095,0.00585,0.0049
1.32963,0.697959,0.00125,0.0069,0.00565
1.32963,0.72449,0.00155,0.00835,0.0068
1.32963,0.75102,0.002,0.0095,0.0075
1.32963,0.777551,0.0022,0.0105,0.0083
1.32963,0.804082,0.00285,0.01215,0.0093
1.32963,0.830612,0.00335,0.0133,0.00995
1.32963,0.857143,0.0042,0.0142,0.01
1.32963,0.883673,0.00475,0.0152,0.01045
1.32963,0.910204,0.00585,0.01625,0.0104
1.32963,0.936735,0.00655,0.017,0.01045
1.32963,0.963265,0.00735,0.0177,0.01035
1.32963,0.989796,0.00845,0.0182,0.00975
1.32963,1.016327,0.00905,0.0189,0.00985
1.32963,1.042857,0.0099,0.01925,0.00935
1.32963,1.069388,0.011,0.01965,0.00865
1.32963,1.095918,0.01195,0.0199,0.00795
1.32963,1.122449,0.01285,0.01995,0.0071
1.32963,1.14898,0.0137,0.0201,0.0064
1.32963,1.17551,0.01425,0.02025,0.006
1.32963,1.202041,0.0151,0.0203,0.0052
1.32963,1.228571,0.0156,0.02035,0.00475
1.32963,1.255102,0.0163,0.02035,0.00405
1.32963,1.281633,0.01665,0.02035,0.0037
1.32963,1.308163,0.017,0.02035,0.00335
1.32963,1.334694,0.0173,0.02035,0.00305
1.32963,1.361224,0.01755,0.02035,0.0028
1.32963,1.387755,0.0177,0.02035,0.00265
1.32963,1.414286,0.0178,0.02035,0.00255
1.32963,1.440816,0.01785,0.02035,0.0025
1.32963,1.467347,0.01805,0.02035,0.0023
1.32963,1.493878,0.0181,0.02035,0.00225
1.32963,1.520408,0.0181,0.02035,0.00225
1.32963,1.546939,0.01815,0.02035,0.0022
1.32963,1.573469,0.01815,0.02035,0.0022
1.32963,1.6,0.0182,0.02035,0.00215
1.37037,0.3,5e-05,0.0,-5e-05
1.37037,0.326531,5e-05,0.0,-5e-05
1.37037,0.353061,5e-05,0.0001,5e-05
1.37037,0.379592,5e-05,0.00015,0.0001
1.37037,0.406122,5e-05,0.0002,0.00015
1.37037,0.432653,5e-05,0.00045,0.0004
1.37037,0.459184,5e-05,0.0009,0.00085
1.37037,0.485714,5e-05,0.0011,0.00105
1.37037,0.512245,5e-05,0.00135,0.0013
1.37037,0.538776,5e-05,0.00175,0.0017
1.37037,0.565306,0.0002,0.00255,0.00235
1.37037,0.591837,0.00035,0.00345,0.0031
1.37037,0.618367,0.00055,0.00495,0.0044
1.37037,0.644898,0.00085,0.0061,0.00525
1.37037,0.671429,0.00105,0.0076,0.00655
1.37037,0.697959,0.00145,0.0088,0.00735
1.37037,0.72449,0.0018,0.01065,0.00885
1.37037,0.75102,0.0025,0.0123,0.0098
1.37037,0.777551,0.0028,0.01385,0.01105
1.37037,0.804082,0.00375,0.01575,0.012
1.37037,0.830612,0.0045,0.01735,0.01285
1.37037,0.857143,0.0056,0.01855,0.01295
1.37037,0.883673,0.0065,0.01965,0.01315
1.37037,0.910204,0.008,0.02105,0.01305
1.37037,0.936735,0.00915,0.02215,0.013
1.37037,0.963265,0.0102,0.02305,0.01285
1.37037,0.989796,0.0115,0.0237,0.0122
1.37037,1.016327,0.01235,0.0249,0.01255
1.37037,1.042857,0.0135,0.02535,0.01185
1.37037,1.069388,0.01495,0.02605,0.0111
1.37037,1.095918,0.0163,0.0264,0.0101
1.37037,1.122449,0.01745,0.02645,0.009
1.37037,1.14898,0.0186,0.02665,0.00805
1.37037,1.17551,0.01925,0.02685,0.0076
1.37037,1.202041,0.0202,0.0269,0.0067
1.37037,1.228571,0.0208,0.027,0.0062
1.37037,1.255102,0.02155,0.02705,0.0055
1.37037,1.281633,0.02205,0.02715,0.0051
1.37037,1.308163,0.0225,0.02715,0.00465
1.37037,1.334694,0.023,0.02715,0.00415
1.37037,1.361224,0.02335,0.02715,0.0038
1.37037,1.387755,0.02355,0.02715,0.0036
1.37037,1.414286,0.0237,0.02715,0.00345
1.37037,1.440816,0.02375,0.02715,0.0034
1.37037,1.467347,0.02395,0.02715,0.0032
1.37037,1.493878,0.02405,0.02715,0.0031
1.37037,1.520408,0.0241,0.02715,0.00305
1.37037,1.546939,0.02415,0.02715,0.003
1.37037,1.573469,0.02415,0.02715,0.003
1.37037,1.6,0.0242,0.02715,0.00295
1.411111,0.3,5e-05,0.0,-5e-05
1.411111,0.326531,5e-05,0.0,-5e-05
1.411111,0.353061,5e-05,0.0001,5e-05
1.411111,0.379592,5e-05,0.00015,0.0001
1.411111,0.406122,5e-05,0.0003,0.00025
1.411111,0.432653,5e-05,0.0006,0.00055
1.411111,0.459184,5e-05,0.00105,0.001
1.411111,0.485714,5e-05,0.0013,0.00125
1.411111,0.512245,5e-05,0.0017,0.00165
1.411111,0.538776,0.00015,0.0023,0.00215
1.411111,0.565306,0.0003,0.00335,0.00305
1.411111,0.591837,0.00045,0.00445,0.004
1.411111,0.618367,0.00065,0.00595,0.0053
1.411111,0.644898,0.00095,0.00725,0.0063
1.411111,0.671429,0.0012,0.00905,0.00785
1.411111,0.697959,0.00175,0.01045,0.0087
1.411111,0.72449,0.00225,0.01245,0.0102
1.411111,0.75102,0.00315,0.0146,0.01145
1.411111,0.777551,0.00375,0.01675,0.013
1.411111,0.804082,0.00475,0.0191,0.01435
1.411111,0.830612,0.0057,0.02125,0.01555
1.411111,0.857143,0.00705,0.0232,0.01615
1.411111,0.883673,0.00825,0.0247,0.01645
1.411111,0.910204,0.01,0.02635,0.01635
1.411111,0.936735,0.01145,0.02765,0.0162
1.411111,0.963265,0.01265,0.02885,0.0162
1.411111,0.989796,0.0143,0.0298,0.0155
1.411111,1.016327,0.01545,0.03105,0.0156
1.411111,1.042857,0.0169,0.03175,0.01485
1.411111,1.069388,0.01865,0.03275,0.0141
1.411111,1.095918,0.02025,0.0333,0.01305
1.411111,1.122449,0.02165,0.0334,0.01175
1.411111,1.14898,0.023,0.03365,0.01065
1.411111,1.17551,0.02415,0.0339,0.00975
1.411111,1.202041,0.0254,0.03395,0.00855
1.411111,1.228571,0.0261,0.03405,0.00795
1.411111,1.255102,0.02695,0.0341,0.00715
1.411111,1.281633,0.0276,0.03425,0.00665
1.411111,1.308163,0.02825,0.03425,0.006
1.411111,1.334694,0.0289,0.03425,0.00535
1.411111,1.361224,0.02925,0.03425,0.005
1.411111,1.387755,0.0295,0.03425,0.00475
1.411111,1.414286,0.02965,0.03425,0.0046
1.411111,1.440816,0.0297,0.03425,0.00455
1.411111,1.467347,0.0299,0.03425,0.00435
1.411111,1.493878,0.03,0.03425,0.00425
1.411111,1.520408,0.03005,0.03425,0.0042
1.411111,1.546939,0.0301,0.03425,0.00415
1.411111,1.573469,0.0301,0.03425,0.00415
1.411111,1.6,0.03015,0.03425,0.0041
1.451852,0.3,5e-05,0.0,-5e-05
1.451852,0.326531,5e-05,0.0,-5e-05
1.451852,0.353061,5e-05,0.0001,5e-05
1.451852,0.379592,5e-05,0.00015,0.0001
1.451852,0.406122,5e-05,0.0003,0.00025
1.451852,0.432653,5e-05,0.00065,0.0006
1.451852,0.459184,5e-05,0.0011,0.00105
1.451852,0.485714,5e-05,0.00145,0.0014
1.451852,0.512245,5e-05,0.0019,0.00185
1.451852,0.538776,0.0002,0.00275,0.00255
1.451852,0.565306,0.00035,0.00385,0.0035
1.451852,0.591837,0.0006,0.005,0.0044
1.451852,0.618367,0.00095,0.00675,0.0058
1.451852,0.644898,0.00125,0.00845,0.0072
1.451852,0.671429,0.0016,0.0107,0.0091
1.451852,0.697959,0.0022,0.01235,0.01015
1.451852,0.72449,0.0028,0.01465,0.01185
1.451852,0.75102,0.0039,0.01725,0.01335
1.451852,0.777551,0.0047,0.01985,0.01515
1.451852,0.804082,0.00595,0.0226,0.01665
1.451852,0.830612,0.00705,0.02515,0.0181
1.451852,0.857143,0.0088,0.02755,0.01875
1.451852,0.883673,0.01045,0.0295,0.01905
1.451852,0.910204,0.01275,0.03145,0.0187
1.451852,0.936735,0.0145,0.03295,0.01845
1.451852,0.963265,0.01625,0.0344,0.01815
1.451852,0.989796,0.0184,0.03545,0.01705
1.451852,1.016327,0.02,0.03705,0.01705
1.451852,1.042857,0.0218,0.03805,0.01625
1.451852,1.069388,0.02395,0.0392,0.01525
1.451852,1.095918,0.026,0.04,0.014
1.451852,1.122449,0.0281,0.0402,0.0121
1.451852,1.14898,0.03005,0.0405,0.01045
1.451852,1.17551,0.0318,0.04075,0.00895
1.451852,1.202041,0.03355,0.0409,0.00735
1.451852,1.228571,0.03455,0.041,0.00645
1.451852,1.255102,0.03565,0.0411,0.00545
1.451852,1.281633,0.03645,0.04125,0.0048
1.451852,1.308163,0.03735,0.04125,0.0039
1.451852,1.334694,0.03815,0.04125,0.0031
1.451852,1.361224,0.03865,0.04125,0.0026
1.451852,1.387755,0.03895,0.04125,0.0023
1.451852,1.414286,0.0392,0.04125,0.00205
1.451852,1.440816,0.03925,0.0413,0.00205
1.451852,1.467347,0.03945,0.0413,0.00185
1.451852,1.493878,0.0396,0.0413,0.0017
1.451852,1.520408,0.0397,0.0413,0.0016
1.451852,1.546939,0.03975,0.0413,0.00155
1.451852,1.573469,0.0398,0.0413,0.0015
1.451852,1.6,0.03985,0.0413,0.00145
1.492593,0.3,5e-05,5e-05,0.0
1.492593,0.326531,5e-05,5e-05,0.0
1.492593,0.353061,5e-05,0.00015,0.0001
1.492593,0.379592,5e-05,0.00025,0.0002
1.492593,0.406122,0.0001,0.0004,0.0003
1.492593,0.432653,0.0001,0.00075,0.00065
1.492593,0.459184,0.0001,0.00125,0.00115
1.492593,0.485714,0.00015,0.00165,0.0015
1.492593,0.512245,0.00015,0.0022,0.00205
1.492593,0.538776,0.00035,0.0033,0.00295
1.492593,0.565306,0.00055,0.00455,0.004
1.492593,0.591837,0.00095,0.0059,0.00495
1.492593,0.618367,0.0013,0.00795,0.00665
1.492593,0.644898,0.00165,0.0099,0.00825
1.492593,0.671429,0.0022,0.01275,0.01055
1.492593,0.697959,0.0031,0.0147,0.0116
1.492593,0.72449,0.00385,0.0176,0.01375
1.492593,0.75102,0.005,0.02065,0.01565
1.492593,0.777551,0.00615,0.02395,0.0178
1.492593,0.804082,0.00785,0.027,0.01915
1.492593,0.830612,0.0092,0.0301,0.0209
1.492593,0.857143,0.0114,0.0332,0.0218
1.492593,0.883673,0.01345,0.0355,0.02205
1.492593,0.910204,0.01615,0.0385,0.02235
1.492593,0.936735,0.0183,0.04045,0.02215
1.492593,0.963265,0.0207,0.04215,0.02145
1.492593,0.989796,0.0234,0.0437,0.0203
1.492593,1.016327,0.02545,0.04555,0.0201
1.492593,1.042857,0.02765,0.0469,0.01925
1.492593,1.069388,0.0304,0.0482,0.0178
1.492593,1.095918,0.0329,0.0491,0.0162
1.492593,1.122449,0.03545,0.04945,0.014
1.492593,1.14898,0.0379,0.04985,0.01195
1.492593,1.17551,0.04025,0.0501,0.00985
1.492593,1.202041,0.04235,0.0503,0.00795
1.492593,1.228571,0.04385,0.0504,0.00655
1.492593,1.255102,0.0456,0.0505,0.0049
1.492593,1.281633,0.04655,0.05065,0.0041
1.492593,1.308163,0.0477,0.0507,0.003
1.492593,1.334694,0.04865,0.0507,0.00205
1.492593,1.361224,0.0492,0.0507,0.0015
1.492593,1.387755,0.04955,0.0507,0.00115
1.492593,1.414286,0.04985,0.0507,0.00085
1.492593,1.440816,0.0499,0.05075,0.00085
1.492593,1.467347,0.05025,0.05075,0.0005
1.492593,1.493878,0.0504,0.05075,0.00035
1.492593,1.520408,0.0505,0.05075,0.00025
1.492593,1.546939,0.05055,0.05075,0.0002
1.492593,1.573469,0.0506,0.05075,0.00015
1.492593,1.6,0.0507,0.05075,5e-05
1.533333,0.3,5e-05,5e-05,0.0
1.533333,0.326531,5e-05,5e-05,0.0
1.533333,0.353061,5e-05,0.00015,0.0001
1.533333,0.379592,5e-05,0.00025,0.0002
1.533333,0.406122,0.0001,0.0004,0.0003
1.533333,0.432653,0.0001,0.00075,0.00065
1.533333,0.459184,0.0001,0.0013,0.0012
1.533333,0.485714,0.00015,0.00175,0.0016
1.533333,0.512245,0.00015,0.00255,0.0024
1.533333,0.538776,0.00035,0.00375,0.0034
1.533333,0.565306,0.0006,0.0051,0.0045
1.533333,0.591837,0.00105,0.00665,0.0056
1.533333,0.618367,0.0015,0.00895,0.00745
1.533333,0.644898,0.002,0.0111,0.0091
1.533333,0.671429,0.0027,0.0144,0.0117
1.533333,0.697959,0.00375,0.0169,0.01315
1.533333,0.72449,0.0047,0.02015,0.01545
1.533333,0.75102,0.00605,0.02375,0.0177
1.533333,0.777551,0.00745,0.0275,0.02005
1.533333,0.804082,0.00945,0.0312,0.02175
1.533333,0.830612,0.01125,0.03475,0.0235
1.533333,0.857143,0.01375,0.03865,0.0249
1.533333,0.883673,0.0163,0.04155,0.02525
1.533333,0.910204,0.0195,0.04555,0.02605
1.533333,0.936735,0.02235,0.04795,0.0256
1.533333,0.963265,0.0251,0.05015,0.02505
1.533333,0.989796,0.02825,0.05235,0.0241
1.533333,1.016327,0.0309,0.0547,0.0238
1.533333,1.042857,0.03385,0.05655,0.0227
1.533333,1.069388,0.0372,0.0582,0.021
1.533333,1.095918,0.04035,0.05945,0.0191
1.533333,1.122449,0.04345,0.05995,0.0165
1.533333,1.14898,0.04655,0.0605,0.01395
1.533333,1.17551,0.04945,0.06085,0.0114
1.533333,1.202041,0.05195,0.06105,0.0091
1.533333,1.228571,0.0539,0.0613,0.0074
1.533333,1.255102,0.05585,0.0615,0.00565
1.533333,1.281633,0.05715,0.0617,0.00455
1.533333,1.308163,0.05835,0.0618,0.00345
1.533333,1.334694,0.0595,0.0618,0.0023
1.533333,1.361224,0.06015,0.06185,0.0017
1.533333,1.387755,0.0606,0.06185,0.00125
1.533333,1.414286,0.06095,0.06185,0.0009
1.533333,1.440816,0.06105,0.0619,0.00085
1.533333,1.467347,0.0614,0.0619,0.0005
1.533333,1.493878,0.0616,0.0619,0.0003
1.533333,1.520408,0.0617,0.0619,0.0002
1.533333,1.546939,0.06175,0.0619,0.00015
1.533333,1.573469,0.0618,0.0619,0.0001
1.533333,1.6,0.06195,0.0619,-5e-05
1.574074,0.3,5e-05,5e-05,0.0
1.574074,0.326531,5e-05,5e-05,0.0
1.574074,0.353061,5e-05,0.00015,0.0001
1.574074,0.379592,5e-05,0.00025,0.0002
1.574074,0.406122,0.00015,0.00045,0.0003
1.574074,0.432653,0.00015,0.00085,0.0007
1.574074,0.459184,0.00015,0.00155,0.0014
1.574074,0.485714,0.0002,0.0021,0.0019
1.574074,0.512245,0.0002,0.00305,0.00285
1.574074,0.538776,0.0004,0.0045,0.0041
1.574074,0.565306,0.00065,0.0061,0.00545
1.574074,0.591837,0.0011,0.00785,0.00675
1.574074,0.618367,0.00165,0.01035,0.0087
1.574074,0.644898,0.0023,0.0127,0.0104
1.574074,0.671429,0.00315,0.01615,0.013
1.574074,0.697959,0.0044,0.0191,0.0147
1.574074,0.72449,0.00565,0.02285,0.0172
1.574074,0.75102,0.00735,0.02725,0.0199
1.574074,0.777551,0.009,0.0316,0.0226
1.574074,0.804082,0.0111,0.036,0.0249
1.574074,0.830612,0.01345,0.04065,0.0272
1.574074,0.857143,0.01625,0.0456,0.02935
1.574074,0.883673,0.01935,0.0498,0.03045
1.574074,0.910204,0.02335,0.0547,0.03135
1.574074,0.936735,0.02675,0.05765,0.0309
1.574074,0.963265,0.0299,0.0606,0.0307
1.574074,0.989796,0.03405,0.06345,0.0294
1.574074,1.016327,0.03735,0.06645,0.0291
1.574074,1.042857,0.0411,0.0688,0.0277
1.574074,1.069388,0.0448,0.07095,0.02615
1.574074,1.095918,0.0491,0.07235,0.02325
1.574074,1.122449,0.05275,0.07305,0.0203
1.574074,1.14898,0.05655,0.07385,0.0173
1.574074,1.17551,0.05995,0.0745,0.01455
1.574074,1.202041,0.06285,0.07485,0.012
1.574074,1.228571,0.06525,0.0752,0.00995
1.574074,1.255102,0.06765,0.0755,0.00785
1.574074,1.281633,0.0692,0.07575,0.00655
1.574074,1.308163,0.07055,0.07585,0.0053
1.574074,1.334694,0.07175,0.07585,0.0041
1.574074,1.361224,0.0726,0.0759,0.0033
1.574074,1.387755,0.0732,0.0759,0.0027
1.574074,1.414286,0.07355,0.0759,0.00235
1.574074,1.440816,0.07385,0.07595,0.0021
1.574074,1.467347,0.0744,0.07595,0.00155
1.574074,1.493878,0.0747,0.07595,0.00125
1.574074,1.520408,0.07485,0.07595,0.0011
1.574074,1.546939,0.07495,0.07595,0.001
1.574074,1.573469,0.075,0.07595,0.00095
1.574074,1.6,0.07515,0.07595,0.0008
1.614815,0.3,5e-05,0.0001,5e-05
1.614815,0.326531,5e-05,0.0001,5e-05
1.614815,0.353061,5e-05,0.0002,0.00015
1.614815,0.379592,5e-05,0.0003,0.00025
1.614815,0.406122,0.00015,0.00055,0.0004
1.614815,0.432653,0.00015,0.00095,0.0008
1.614815,0.459184,0.00015,0.00175,0.0016
1.614815,0.485714,0.0002,0.0023,0.0021
1.614815,0.512245,0.0002,0.00345,0.00325
1.614815,0.538776,0.0004,0.0049,0.0045
1.614815,0.565306,0.0007,0.0067,0.006
1.614815,0.591837,0.0013,0.0087,0.0074
1.614815,0.618367,0.00195,0.0116,0.00965
1.614815,0.644898,0.00275,0.01455,0.0118
1.614815,0.671429,0.00375,0.01835,0.0146
1.614815,0.697959,0.00535,0.02175,0.0164
1.614815,0.72449,0.00695,0.026,0.01905
1.614815,0.75102,0.00885,0.03095,0.0221
1.614815,0.777551,0.0111,0.036,0.0249
1.614815,0.804082,0.0135,0.04165,0.02815
1.614815,0.830612,0.01645,0.0474,0.03095
1.614815,0.857143,0.0197,0.05335,0.03365
1.614815,0.883673,0.0237,0.05855,0.03485
1.614815,0.910204,0.0286,0.0643,0.0357
1.614815,0.936735,0.0327,0.06795,0.03525
1.614815,0.963265,0.03655,0.07155,0.035
1.614815,0.989796,0.04145,0.07505,0.0336
1.614815,1.016327,0.0455,0.07835,0.03285
1.614815,1.042857,0.05015,0.08125,0.0311
1.614815,1.069388,0.0546,0.08395,0.02935
1.614815,1.095918,0.05975,0.0857,0.02595
1.614815,1.122449,0.06405,0.08665,0.0226
1.614815,1.14898,0.06895,0.08805,0.0191
1.614815,1.17551,0.07295,0.08895,0.016
1.614815,1.202041,0.07635,0.0894,0.01305
1.614815,1.228571,0.0791,0.08995,0.01085
1.614815,1.255102,0.0822,0.0903,0.0081
1.614815,1.281633,0.08405,0.09055,0.0065
1.614815,1.308163,0.0856,0.0907,0.0051
1.614815,1.334694,0.08695,0.09075,0.0038
1.614815,1.361224,0.088,0.0908,0.0028
1.614815,1.387755,0.08885,0.0908,0.00195
1.614815,1.414286,0.08935,0.0908,0.00145
1.614815,1.440816,0.08975,0.09085,0.0011
1.614815,1.467347,0.0903,0.09085,0.00055
1.614815,1.493878,0.0906,0.09085,0.00025
1.614815,1.520408,0.09075,0.09085,0.0001
1.614815,1.546939,0.09085,0.09085,0.0
1.614815,1.573469,0.0909,0.09085,-5e-05
1.614815,1.6,0.09105,0.09085,-0.0002
1.655556,0.3,0.0001,0.00015,5e-05
1.655556,0.326531,0.0001,0.00015,5e-05
1.655556,0.353061,0.0001,0.00025,0.00015
1.655556,0.379592,0.0001,0.0004,0.0003
1.655556,0.406122,0.0002,0.0007,0.0005
1.655556,0.432653,0.0002,0.00115,0.00095
1.655556,0.459184,0.00025,0.002,0.00175
1.655556,0.485714,0.00035,0.0028,0.00245
1.655556,0.512245,0.0004,0.00415,0.00375
1.655556,0.538776,0.0006,0.0057,0.0051
1.655556,0.565306,0.001,0.00805,0.00705
1.655556,0.591837,0.00165,0.0104,0.00875
1.655556,0.618367,0.00245,0.0135,0.01105
1.655556,0.644898,0.0035,0.01685,0.01335
1.655556,0.671429,0.0046,0.0213,0.0167
1.655556,0.697959,0.0065,0.0253,0.0188
1.655556,0.72449,0.00845,0.03015,0.0217
1.655556,0.75102,0.01085,0.03565,0.0248
1.655556,0.777551,0.01365,0.04175,0.0281
1.655556,0.804082,0.01665,0.04825,0.0316
1.655556,0.830612,0.02015,0.0549,0.03475
1.655556,0.857143,0.02415,0.0618,0.03765
1.655556,0.883673,0.0289,0.06795,0.03905
1.655556,0.910204,0.03475,0.07465,0.0399
1.655556,0.936735,0.03965,0.0792,0.03955
1.655556,0.963265,0.04435,0.0841,0.03975
1.655556,0.989796,0.04975,0.0887,0.03895
1.655556,1.016327,0.0546,0.0926,0.038
1.655556,1.042857,0.06035,0.09595,0.0356
1.655556,1.069388,0.0653,0.0994,0.0341
1.655556,1.095918,0.07145,0.1017,0.03025
1.655556,1.122449,0.0767,0.10315,0.02645
1.655556,1.14898,0.08255,0.1048,0.02225
1.655556,1.17551,0.0875,0.10605,0.01855
1.655556,1.202041,0.09165,0.10675,0.0151
1.655556,1.228571,0.09485,0.10735,0.0125
1.655556,1.255102,0.0986,0.10775,0.00915
1.655556,1.281633,0.10095,0.108,0.00705
1.655556,1.308163,0.1027,0.10815,0.00545
1.655556,1.334694,0.10425,0.1082,0.00395
1.655556,1.361224,0.10545,0.10825,0.0028
1.655556,1.387755,0.10635,0.10825,0.0019
1.655556,1.414286,0.107,0.1083,0.0013
1.655556,1.440816,0.10745,0.10835,0.0009
1.655556,1.467347,0.10805,0.1084,0.00035
1.655556,1.493878,0.10835,0.1084,5e-05
1.655556,1.520408,0.10855,0.1084,-0.00015
1.655556,1.546939,0.1087,0.1084,-0.0003
1.655556,1.573469,0.10875,0.1084,-0.00035
1.655556,1.6,0.1089,0.1084,-0.0005
1.696296,0.3,0.0001,0.00015,5e-05
1.696296,0.326531,0.0001,0.00015,5e-05
1.696296,0.353061,0.0001,0.00025,0.00015
1.696296,0.379592,0.0001,0.00045,0.00035
1.696296,0.406122,0.0002,0.00075,0.00055
1.696296,0.432653,0.0002,0.0012,0.001
1.696296,0.459184,0.0003,0.0022,0.0019
1.696296,0.485714,0.0004,0.0031,0.0027
1.696296,0.512245,0.00045,0.0046,0.00415
1.696296,0.538776,0.0007,0.0063,0.0056
1.696296,0.565306,0.0011,0.00885,0.00775
1.696296,0.591837,0.0019,0.01145,0.00955
1.696296,0.618367,0.00285,0.01475,0.0119
1.696296,0.644898,0.00425,0.0186,0.01435
1.696296,0.671429,0.0057,0.0236,0.0179
1.696296,0.697959,0.00785,0.028,0.02015
1.696296,0.72449,0.01005,0.03355,0.0235
1.696296,0.75102,0.013,0.04015,0.02715
1.696296,0.777551,0.01635,0.04745,0.0311
1.696296,0.804082,0.01995,0.055,0.03505
1.696296,0.830612,0.02395,0.0628,0.03885
1.696296,0.857143,0.0288,0.07105,0.04225
