profile_id,ramp_rate,soak_temp,soak_time,residual_strain,warpage,profile
P211,2.642857142857143,992.8571428571429,140.0,309.6734693877551,27.653061224489797,<__main__.ThermalProfile object at 0x7fb5c780c9f0>
P212,2.642857142857143,992.8571428571429,180.0,309.6734693877551,27.653061224489797,<__main__.ThermalProfile object at 0x7fb5c780ca60>
P213,2.642857142857143,1028.5714285714287,60.0,346.7346938775511,30.102040816326532,<__main__.ThermalProfile object at 0x7fb5c780cad0>
P214,2.642857142857143,1028.5714285714287,100.0,346.7346938775511,30.102040816326532,<__main__.ThermalProfile object at 0x7fb5c780cb40>
P215,2.642857142857143,1028.5714285714287,140.0,346.7346938775511,30.102040816326532,<__main__.ThermalProfile object at 0x7fb5c780cbb0>
P216,2.642857142857143,1028.5714285714287,180.0,346.7346938775511,30.102040816326532,<__main__.ThermalProfile object at 0x7fb5c780cc20>
P217,2.642857142857143,1064.2857142857142,60.0,383.7959183673469,32.551020408163254,<__main__.ThermalProfile object at 0x7fb5c780cc90>
P218,2.642857142857143,1064.2857142857142,100.0,383.7959183673469,32.551020408163254,<__main__.ThermalProfile object at 0x7fb5c780cd00>
P219,2.642857142857143,1064.2857142857142,140.0,383.7959183673469,32.551020408163254,<__main__.ThermalProfile object at 0x7fb5c780cd70>
P220,2.642857142857143,1064.2857142857142,180.0,383.7959183673469,32.551020408163254,<__main__.ThermalProfile object at 0x7fb5c780cde0>
P221,2.642857142857143,1100.0,60.0,420.8571428571429,35.0,<__main__.ThermalProfile object at 0x7fb5c780ce50>
P222,2.642857142857143,1100.0,100.0,420.8571428571429,35.0,<__main__.ThermalProfile object at 0x7fb5c780cec0>
P223,2.642857142857143,1100.0,140.0,420.8571428571429,35.0,<__main__.ThermalProfile object at 0x7fb5c780cf30>
P224,2.642857142857143,1100.0,180.0,420.8571428571429,35.0,<__main__.ThermalProfile object at 0x7fb5c780cfa0>
P225,3.0,850.0,60.0,180.0,20.0,<__main__.ThermalProfile object at 0x7fb5c780d010>
P226,3.0,850.0,100.0,180.0,20.0,<__main__.ThermalProfile object at 0x7fb5c780d080>
P227,3.0,850.0,140.0,180.0,20.0,<__main__.ThermalProfile object at 0x7fb5c780d0f0>
P228,3.0,850.0,180.0,180.0,20.0,<__main__.ThermalProfile object at 0x7fb5c780d160>
P229,3.0,885.7142857142857,60.0,216.57142857142853,22.857142857142854,<__main__.ThermalProfile object at 0x7fb5c780d1d0>
P230,3.0,885.7142857142857,100.0,216.57142857142853,22.857142857142854,<__main__.ThermalProfile object at 0x7fb5c780d240>
P231,3.0,885.7142857142857,140.0,216.57142857142853,22.857142857142854,<__main__.ThermalProfile object at 0x7fb5c780d2b0>
P232,3.0,885.7142857142857,180.0,216.57142857142853,22.857142857142854,<__main__.ThermalProfile object at 0x7fb5c780d320>
P233,3.0,921.4285714285714,60.0,253.14285714285717,25.714285714285715,<__main__.ThermalProfile object at 0x7fb5c780d390>
P234,3.0,921.4285714285714,100.0,253.14285714285717,25.714285714285715,<__main__.ThermalProfile object at 0x7fb5c780d400>
P235,3.0,921.4285714285714,140.0,253.14285714285717,25.714285714285715,<__main__.ThermalProfile object at 0x7fb5c780d470>
P236,3.0,921.4285714285714,180.0,253.14285714285717,25.714285714285715,<__main__.ThermalProfile object at 0x7fb5c780d4e0>
P237,3.0,957.1428571428571,60.0,289.71428571428567,28.57142857142857,<__main__.ThermalProfile object at 0x7fb5c780d550>
P238,3.0,957.1428571428571,100.0,289.71428571428567,28.57142857142857,<__main__.ThermalProfile object at 0x7fb5c780d5c0>
P239,3.0,957.1428571428571,140.0,289.71428571428567,28.57142857142857,<__main__.ThermalProfile object at 0x7fb5c780d630>
P240,3.0,957.1428571428571,180.0,289.71428571428567,28.57142857142857,<__main__.ThermalProfile object at 0x7fb5c780d6a0>
P241,3.0,992.8571428571429,60.0,326.28571428571433,31.42857142857143,<__main__.ThermalProfile object at 0x7fb5c780d710>
P242,3.0,992.8571428571429,100.0,326.28571428571433,31.42857142857143,<__main__.ThermalProfile object at 0x7fb5c780d780>
P243,3.0,992.8571428571429,140.0,326.28571428571433,31.42857142857143,<__main__.ThermalProfile object at 0x7fb5c780d7f0>
P244,3.0,992.8571428571429,180.0,326.28571428571433,31.42857142857143,<__main__.ThermalProfile object at 0x7fb5c780d860>
P245,3.0,1028.5714285714287,60.0,362.8571428571429,34.28571428571429,<__main__.ThermalProfile object at 0x7fb5c780d8d0>
P246,3.0,1028.5714285714287,100.0,362.8571428571429,34.28571428571429,<__main__.ThermalProfile object at 0x7fb5c780d940>
P247,3.0,1028.5714285714287,140.0,362.8571428571429,34.28571428571429,<__main__.ThermalProfile object at 0x7fb5c780d9b0>
P248,3.0,1028.5714285714287,180.0,362.8571428571429,34.28571428571429,<__main__.ThermalProfile object at 0x7fb5c780da20>
P249,3.0,1064.2857142857142,60.0,399.4285714285714,37.14285714285714,<__main__.ThermalProfile object at 0x7fb5c780da90>
P250,3.0,1064.2857142857142,100.0,399.4285714285714,37.14285714285714,<__main__.ThermalProfile object at 0x7fb5c780db00>
P251,3.0,1064.2857142857142,140.0,399.4285714285714,37.14285714285714,<__main__.ThermalProfile object at 0x7fb5c780db70>
P252,3.0,1064.2857142857142,180.0,399.4285714285714,37.14285714285714,<__main__.ThermalProfile object at 0x7fb5c780dbe0>
P253,3.0,1100.0,60.0,436.0,40.0,<__main__.ThermalProfile object at 0x7fb5c780dc50>
P254,3.0,1100.0,100.0,436.0,40.0,<__main__.ThermalProfile object at 0x7fb5c780dcc0>
P255,3.0,1100.0,140.0,436.0,40.0,<__main__.ThermalProfile object at 0x7fb5c780dd30>
P256,3.0,1100.0,180.0,436.0,40.0,<__main__.ThermalProfile object at 0x7fb5c780dda0>
