country,year,quarter,date,cyber_incidents,mobile_money_fraud_search_trends,mobile_money_fraud_cases,data_breach_severity,digital_payment_volume_millions_usd,cyber_risk_score
Senegal,2022,2,2023-01-11,42,68.0976355577428,292,1.3364089267571289,166.76432707921177,0.5746197630955765
Senegal,2022,3,2023-04-12,40,70.85643230294541,193,4.747904635878172,2675.2465365804524,0.5746197630955765
Senegal,2022,4,2023-07-12,24,65.89470842449593,89,5.542576968929112,1556.0246148267088,0.5746197630955765
Senegal,2023,1,2023-10-12,80,65.12463615787145,168,5.648857348130395,1376.1361556288246,0.5746197630955765
Senegal,2023,2,2024-01-11,79,68.72047300067446,219,4.021996047238072,1033.6687496785053,0.5746197630955765
Senegal,2023,3,2024-04-11,62,26.560669370144346,142,3.8552809766385403,1137.4795963267118,0.5746197630955765
Senegal,2023,4,2024-07-11,74,64.37726198082979,24,1.1874653085791436,1543.223986774366,0.5746197630955765
Senegal,2024,1,2024-10-11,80,61.11126871688299,245,4.647491185376363,1531.0674439746135,0.5746197630955765
Senegal,2024,2,2025-01-10,36,43.010962090506084,265,1.716777127522403,211.90794786882034,0.5746197630955765
Senegal,2024,3,2025-04-11,26,111.39368139120627,187,3.2467656964908405,3535.4593576945003,0.5746197630955765
Senegal,2024,4,2025-07-11,41,96.06625325773959,158,3.6316961564488017,976.8983894821868,0.5746197630955765
Burkina Faso,2020,1,2020-10-12,17,120.7557178534002,189,6.928892749297043,2168.1263886558745,0.8130181209719611
Burkina Faso,2020,2,2021-01-11,76,114.36580571223938,194,1.0879319168428474,953.5478837989039,0.8130181209719611
Burkina Faso,2020,3,2021-04-12,7,28.275287297975506,317,5.664642558933747,5149.997627783233,0.8130181209719611
Burkina Faso,2020,4,2021-07-12,40,98.29176652862556,281,7.4126616368826355,6030.104698769525,0.8130181209719611
Burkina Faso,2021,1,2021-10-12,68,93.21075884936637,46,2.0373353905696443,4580.6578823077625,0.8130181209719611
Burkina Faso,2021,2,2022-01-11,64,87.35654992211808,127,1.5631441492465485,2898.295137106353,0.8130181209719611
Burkina Faso,2021,3,2022-04-12,51,96.77437309954102,262,5.895486142882604,5101.713205241709,0.8130181209719611
Burkina Faso,2021,4,2022-07-12,37,62.13104214560422,141,4.925796425363701,5200.629659049936,0.8130181209719611
Burkina Faso,2022,1,2022-10-12,33,100.44032435154847,140,6.792078000505349,4093.014979344752,0.8130181209719611
Burkina Faso,2022,2,2023-01-11,13,113.06199591264468,88,3.7146660855358937,1037.778234746103,0.8130181209719611
Burkina Faso,2022,3,2023-04-12,19,113.92580262640496,265,5.3853238177307166,3964.291448795771,0.8130181209719611
Burkina Faso,2022,4,2023-07-12,63,56.449243974176575,119,3.257316199560899,3777.3955132537226,0.8130181209719611
Burkina Faso,2023,1,2023-10-12,18,70.73851881614219,246,3.5490594042799954,5736.651147044987,0.8130181209719611
Burkina Faso,2023,2,2024-01-11,67,69.31750712147736,252,2.8348901021539636,3290.5228011918844,0.8130181209719611
Burkina Faso,2023,3,2024-04-11,15,123.69875612412216,55,5.968357775748097,2121.9050595266754,0.8130181209719611
Burkina Faso,2023,4,2024-07-11,37,75.68816099308867,104,7.899963734560552,2328.7872216824776,0.8130181209719611
Burkina Faso,2024,1,2024-10-11,24,37.19469471648429,230,2.769642369067433,256.1924830509777,0.8130181209719611
Burkina Faso,2024,2,2025-01-10,32,88.1888483457359,118,7.150381122560939,3718.806375261329,0.8130181209719611
Burkina Faso,2024,3,2025-04-11,31,115.06589825805686,90,5.789507705383119,1495.8230192201868,0.8130181209719611
Burkina Faso,2024,4,2025-07-11,51,122.40942738025221,170,5.733521255761564,3819.5223529912664,0.8130181209719611
Mali,2020,1,2020-10-12,23,96.83087592616283,112,2.2908039113953786,169.1331791062041,0.3049919653363152
Mali,2020,2,2021-01-11,45,80.65592231082154,30,2.332733595552089,150.40050275253046,0.3049919653363152
Mali,2020,3,2021-04-12,16,28.094210979195708,135,2.1519760389600022,727.1346820950229,0.3049919653363152
Mali,2020,4,2021-07-12,63,98.29607760644,136,2.344147946228174,4151.134895484137,0.3049919653363152
Mali,2021,1,2021-10-12,11,44.73960132098171,120,2.466312416261921,2801.316341757754,0.3049919653363152
Mali,2021,2,2022-01-11,24,58.75215461138956,200,2.568852513043005,1617.1822645280834,0.3049919653363152
Mali,2021,3,2022-04-12,6,56.100016679551615,166,0.7454502381425749,377.93857187653674,0.3049919653363152
Mali,2021,4,2022-07-12,49,46.380035559953356,82,1.775048460227927,1817.3705921046521,0.3049919653363152
Mali,2022,1,2022-10-12,62,96.76954539343944,241,1.6929211530762593,6601.061972917011,0.3049919653363152
Mali,2022,2,2023-01-11,11,63.63999038895143,71,2.6049898634966,5594.662145913204,0.3049919653363152
Mali,2022,3,2023-04-12,34,77.39607427014829,62,0.6276617838822072,638.3759066994708,0.3049919653363152
Mali,2022,4,2023-07-12,54,36.06781825115191,42,1.277441140488866,540.9489729149282,0.3049919653363152
Mali,2023,1,2023-10-12,39,27.70744536380257,101,2.9397459492115194,3573.8224062828135,0.3049919653363152
Mali,2023,2,2024-01-11,30,79.23419849072633,172,1.4357871467022125,5261.116423900075,0.3049919653363152
Mali,2023,3,2024-04-11,29,32.50531178482722,84,0.8711391033192335,2861.5675754414665,0.3049919653363152
Mali,2023,4,2024-07-11,19,24.51207156800729,182,1.8440133411899158,3976.990268629882,0.3049919653363152
Mali,2024,1,2024-10-11,22,89.3151948451029,221,2.4777619923141225,1957.1368060092825,0.3049919653363152
Mali,2024,2,2025-01-10,67,29.156973866315504,99,2.7132555162435352,2275.980247147396,0.3049919653363152
Mali,2024,3,2025-04-11,48,29.028353780165386,116,3.0421854185762998,2717.097158523627,0.3049919653363152
Mali,2024,4,2025-07-11,17,28.59337628054851,104,2.107666911492254,2524.9726226112166,0.3049919653363152
Niger,2020,1,2020-10-12,49,92.74518050593166,226,3.401155896370259,3923.9418059097097,0.43060043974832163
Niger,2020,2,2021-01-11,63,36.243553644485225,202,1.0889579629413269,1490.5401695983358,0.43060043974832163
Niger,2020,3,2021-04-12,67,75.1066126243157,212,2.8813722808877658,935.3267672809324,0.43060043974832163
Niger,2020,4,2021-07-12,48,51.00356963011089,72,3.948841409436735,2197.772639071024,0.43060043974832163
Niger,2021,1,2021-10-12,14,94.21999750340359,207,3.1137709480269735,2022.909448727549,0.43060043974832163
Niger,2021,2,2022-01-11,44,40.54832285470059,190,1.4561680704501319,4520.450644242736,0.43060043974832163
Niger,2021,3,2022-04-12,63,31.82500158275283,199,0.5513157572396808,997.3084105843525,0.43060043974832163
Niger,2021,4,2022-07-12,57,27.62201478538442,188,3.872417184079631,2406.6742700013456,0.43060043974832163
Niger,2022,1,2022-10-12,80,45.489430419560684,146,4.301712821774283,2208.2213658343558,0.43060043974832163
Niger,2022,2,2023-01-11,53,59.28648435352793,56,1.64274149702649,2928.0859596077653,0.43060043974832163
Niger,2022,3,2023-04-12,13,84.48498547496692,111,4.027681016277808,4529.597583381056,0.43060043974832163
Niger,2022,4,2023-07-12,47,74.7665763788014,28,3.0563091376836637,2802.5029329735635,0.43060043974832163
Niger,2023,1,2023-10-12,18,83.61205527025582,181,2.8951260992157795,2561.309410295393,0.43060043974832163
Niger,2023,2,2024-01-11,52,95.54167212868657,63,3.6787895470144982,5924.548947877037,0.43060043974832163
Niger,2023,3,2024-04-11,41,37.38065746877078,161,2.6907003907583817,2956.657104095716,0.43060043974832163
Niger,2023,4,2024-07-11,5,99.25127251947853,262,3.775061775509168,3808.1062964984308,0.43060043974832163
Niger,2024,1,2024-10-11,50,109.14204512886184,30,4.202851294450028,3277.424014351989,0.43060043974832163
Niger,2024,2,2025-01-10,9,107.27943511737392,211,0.7058893298867065,1000.8965967219289,0.43060043974832163
Niger,2024,3,2025-04-11,33,38.554641415695436,49,1.6949661649514978,1388.3504903332196,0.43060043974832163
Niger,2024,4,2025-07-11,12,81.64337605222241,26,0.9999822438828906,2475.8286035714846,0.43060043974832163
Chad,2020,1,2020-10-12,12,71.11693574734898,208,2.1807357904800306,966.5374964024292,0.3929551866860656
Chad,2020,2,2021-01-11,24,62.42129373682542,105,1.8734002854591636,3003.293297676826,0.3929551866860656
Chad,2020,3,2021-04-12,46,96.14200958956357,98,3.892244771652078,4446.043647707855,0.3929551866860656
Chad,2020,4,2021-07-12,19,65.18390180996902,155,3.433702179256723,2015.024184345951,0.3929551866860656
Chad,2021,1,2021-10-12,40,40.38033521536204,248,2.4417568062597885,3038.4690630544796,0.3929551866860656
Chad,2021,2,2022-01-11,22,79.34645539451148,53,1.3784033186523823,991.5562216601236,0.3929551866860656
Chad,2021,3,2022-04-12,54,105.16422670038153,149,3.2142124609115217,1462.431308321673,0.3929551866860656
Chad,2021,4,2022-07-12,49,38.59671579378943,180,3.4841945183915004,1205.065077742272,0.3929551866860656
Chad,2022,1,2022-10-12,7,64.64464817690497,216,1.126943772671483,1807.5731287528174,0.3929551866860656
Chad,2022,2,2023-01-11,36,36.86880409752587,140,3.927987641644505,3941.097277648163,0.3929551866860656
Chad,2022,3,2023-04-12,50,41.05280463228739,104,3.6134003431345914,2860.7647017536083,0.3929551866860656
Chad,2022,4,2023-07-12,9,37.38701846393771,20,0.5684212147251408,2881.271142529327,0.3929551866860656
Chad,2023,1,2023-10-12,41,55.73504504162061,221,0.8367496073533452,3457.2942187117405,0.3929551866860656
Chad,2023,2,2024-01-11,51,56.36914185768737,32,1.2220239854347248,1296.7679162376612,0.3929551866860656
Chad,2023,3,2024-04-11,71,46.16578704899769,183,3.392375491667755,6674.9068446718675,0.3929551866860656
Chad,2023,4,2024-07-11,48,104.61428450792204,19,2.5951569499885587,4701.498482927048,0.3929551866860656
Chad,2024,1,2024-10-11,19,45.79326173592582,94,3.677146949772032,311.76981773129523,0.3929551866860656
Chad,2024,2,2025-01-10,18,105.00927080038903,132,2.058551651940931,4349.538329803745,0.3929551866860656
Chad,2024,3,2025-04-11,56,92.39026404157727,183,1.1442955219277062,3448.311529909357,0.3929551866860656
Chad,2024,4,2025-07-11,41,81.80784756529962,76,1.6028518628946795,3011.740446289018,0.3929551866860656
Cameroon,2020,1,2020-10-12,53,64.63210137209123,95,0.9222676813294232,763.4586170639973,0.37193465608362725
Cameroon,2020,2,2021-01-11,59,78.39990586499839,273,2.5712863676580398,4590.402378488692,0.37193465608362725
Cameroon,2020,3,2021-04-12,32,71.60872704825654,124,2.363133855739234,2700.875992458546,0.37193465608362725
Cameroon,2020,4,2021-07-12,48,38.041884256420694,154,3.1125954471584514,4465.591774441607,0.37193465608362725
Cameroon,2021,1,2021-10-12,65,27.89924913859719,30,1.1301958437608142,2804.7165153254205,0.37193465608362725
Cameroon,2021,2,2022-01-11,40,91.85166486514892,133,3.0689930511375505,1481.32764466981,0.37193465608362725
Cameroon,2021,3,2022-04-12,12,93.52966450908988,68,3.1289421357401,2118.155916117755,0.37193465608362725
Cameroon,2021,4,2022-07-12,35,101.23708813887099,193,1.9639510104436404,1739.1612322060814,0.37193465608362725
Cameroon,2022,1,2022-10-12,52,58.39310533365956,46,2.5871773160594014,468.58637917096297,0.37193465608362725
Cameroon,2022,2,2023-01-11,39,91.35147018906949,168,0.726339609277826,1895.158015145824,0.37193465608362725
Cameroon,2022,3,2023-04-12,52,56.53287095522314,52,0.5122421515099148,1797.645278078519,0.37193465608362725
Cameroon,2022,4,2023-07-12,62,65.4297108715566,240,3.338350069884193,6704.341456607629,0.37193465608362725
Cameroon,2023,1,2023-10-12,49,86.18169798784623,159,2.820554628106096,3382.9236949493484,0.37193465608362725
Cameroon,2023,2,2024-01-11,59,59.52502781827524,130,3.1978610438853754,2746.7426591896506,0.37193465608362725
Cameroon,2023,3,2024-04-11,27,26.979403520572042,91,2.6183598793112606,5897.545565055851,0.37193465608362725
Cameroon,2023,4,2024-07-11,37,105.93446949509156,22,2.6751065448457316,1000.922104679236,0.37193465608362725
Cameroon,2024,1,2024-10-11,20,49.22375088660701,153,0.9441292045027637,2806.1026693392314,0.37193465608362725
Cameroon,2024,2,2025-01-10,49,32.04150399578885,20,0.9176267783698038,895.6038918206887,0.37193465608362725
Cameroon,2024,3,2025-04-11,52,100.63225221010599,98,2.293181270494219,1464.0514204302683,0.37193465608362725
Cameroon,2024,4,2025-07-11,39,72.56300236351626,110,1.2807302174402346,4529.784372827868,0.37193465608362725
Côte d'Ivoire,2020,1,2020-10-12,11,100.45696017326392,78,5.904619819504801,601.331236532133,0.6299211376657232
Côte d'Ivoire,2020,2,2021-01-11,40,45.73277164316159,214,3.1363542339649406,1765.7879831176776,0.6299211376657232
Côte d'Ivoire,2020,3,2021-04-12,39,100.4370341491453,233,2.1502794630696798,1919.2960679982214,0.6299211376657232
Côte d'Ivoire,2020,4,2021-07-12,42,62.3734969512803,217,2.102962263906002,6292.071545052609,0.6299211376657232
Côte d'Ivoire,2021,1,2021-10-12,25,48.43947988161032,241,5.303403081764745,1687.4503938187627,0.6299211376657232
Côte d'Ivoire,2021,2,2022-01-11,59,51.211239209622974,47,3.905677007674674,4046.564808890326,0.6299211376657232
Côte d'Ivoire,2021,3,2022-04-12,45,65.64815953537895,121,1.772444003976704,5854.344914641158,0.6299211376657232
Côte d'Ivoire,2021,4,2022-07-12,70,27.790413235714922,255,2.0644009024526526,3396.0517639582317,0.6299211376657232
Côte d'Ivoire,2022,1,2022-10-12,22,88.56767330196331,204,3.8917992818007474,2027.838878640136,0.6299211376657232
Côte d'Ivoire,2022,2,2023-01-11,58,47.77685366054074,221,0.9697571081316696,878.8488847543877,0.6299211376657232
Côte d'Ivoire,2022,3,2023-04-12,66,111.79816911881048,118,1.0925279645033545,987.4305695187112,0.6299211376657232
Côte d'Ivoire,2022,4,2023-07-12,53,42.37500278044796,110,3.466145354096049,339.6605969133345,0.6299211376657232
Côte d'Ivoire,2023,1,2023-10-12,49,63.72474807683617,66,3.6089648220383563,4998.264127827969,0.6299211376657232
Côte d'Ivoire,2023,2,2024-01-11,70,113.36896393591907,99,4.222616124552131,2144.6602547004736,0.6299211376657232
Côte d'Ivoire,2023,3,2024-04-11,57,77.53071946268766,108,5.344039907121342,5611.40049356834,0.6299211376657232
Côte d'Ivoire,2023,4,2024-07-11,14,98.07957130245092,50,0.7030406372511676,3794.033874693889,0.6299211376657232
Côte d'Ivoire,2024,1,2024-10-11,80,34.1284168898632,181,2.833723627321047,991.2778992437869,0.6299211376657232
Côte d'Ivoire,2024,2,2025-01-10,22,117.18077954670808,155,6.274090187461089,3989.594189063749,0.6299211376657232
Côte d'Ivoire,2024,3,2025-04-11,29,88.2016486635273,219,4.215159061620402,847.4404635278261,0.6299211376657232
Côte d'Ivoire,2024,4,2025-07-11,64,106.64351188117486,180,1.688037126566688,209.53307997908848,0.6299211376657232
Madagascar,2020,1,2020-10-12,60,36.93303888857439,277,3.5477344244910216,2116.3732243122085,0.5658202238025717
Madagascar,2020,2,2021-01-11,7,74.5423914875745,89,0.777556171095472,3179.7258734757415,0.5658202238025717
Madagascar,2020,3,2021-04-12,23,106.29612098346699,260,2.4236356094732248,3477.127101277159,0.5658202238025717
Madagascar,2020,4,2021-07-12,24,57.86375000642658,251,4.141219595183651,2138.210157357534,0.5658202238025717
Madagascar,2021,1,2021-10-12,40,62.682450461726475,281,3.5425370603030393,4860.692295529006,0.5658202238025717
Madagascar,2021,2,2022-01-11,10,40.199488617080526,205,1.1521885516688235,4569.120344141703,0.5658202238025717
Madagascar,2021,3,2022-04-12,38,83.87197127847598,27,3.630450011784741,3012.9701583670135,0.5658202238025717
Madagascar,2021,4,2022-07-12,24,40.26574655365097,220,3.378679609288959,4215.826255538546,0.5658202238025717
Madagascar,2022,1,2022-10-12,45,74.17725011021412,40,2.583995509899263,1264.5287685218111,0.5658202238025717
Madagascar,2022,2,2023-01-11,18,32.8977645307228,309,4.784546411579215,533.0734455433991,0.5658202238025717
Madagascar,2022,3,2023-04-12,60,50.540048188821316,273,5.510218887774463,1236.8347351008335,0.5658202238025717
Madagascar,2022,4,2023-07-12,10,77.80229646029304,303,4.68899481584846,3414.313294102149,0.5658202238025717
Madagascar,2023,1,2023-10-12,62,50.833302451614344,54,2.505772547685239,433.3388215759071,0.5658202238025717
Madagascar,2023,2,2024-01-11,68,65.40328890572067,31,4.638622644181154,3834.53610454039,0.5658202238025717
Madagascar,2023,3,2024-04-11,59,62.84960572974921,303,1.688627513116759,3663.6077860895552,0.5658202238025717
Madagascar,2023,4,2024-07-11,12,94.24059966915138,160,0.9737491852255866,1881.5082333528444,0.5658202238025717
Madagascar,2024,1,2024-10-11,16,30.251680359162382,134,2.515103092025602,3437.9445730230073,0.5658202238025717
Madagascar,2024,2,2025-01-10,30,77.19348333781562,202,5.45344275352511,263.5720246557295,0.5658202238025717
Madagascar,2024,3,2025-04-11,7,83.63297780410504,26,1.4309500999123095,576.6307749107929,0.5658202238025717
Madagascar,2024,4,2025-07-11,39,114.51945009655573,252,2.5118204123646257,2145.7848715145274,0.5658202238025717
Malawi,2020,1,2020-10-12,49,62.48453027863547,104,2.907291187255005,3896.0671019011183,0.3025124661767747
Malawi,2020,2,2021-01-11,23,30.839387978385748,65,1.7915876940556967,3491.2506179020393,0.3025124661767747
Malawi,2020,3,2021-04-12,8,86.07920618851287,246,2.563976123663808,1224.1965119108245,0.3025124661767747
Malawi,2020,4,2021-07-12,36,81.92445754256661,119,2.491943440676202,3249.0839302201716,0.3025124661767747
Malawi,2021,1,2021-10-12,38,67.234732917993,99,1.3806695267240612,621.6876476265016,0.3025124661767747
Malawi,2021,2,2022-01-11,59,62.01377293366716,112,1.869630154694284,960.1106400793901,0.3025124661767747
Malawi,2021,3,2022-04-12,40,82.84324434992257,17,1.8377742100496306,1732.846329803965,0.3025124661767747
Malawi,2021,4,2022-07-12,46,72.19246302882507,119,1.4435578023065794,3373.5230081807817,0.3025124661767747
Malawi,2022,1,2022-10-12,20,24.95490476239599,183,1.5866311217386169,657.860244632216,0.3025124661767747
Malawi,2022,2,2023-01-11,37,95.27822614117555,63,1.9277628115412557,4247.796597929427,0.3025124661767747
Malawi,2022,3,2023-04-12,62,37.59422686220109,71,1.1367629054973942,3300.6911767068095,0.3025124661767747
Malawi,2022,4,2023-07-12,33,30.09979751912108,56,1.0737860379463795,2782.024006320054,0.3025124661767747
Malawi,2023,1,2023-10-12,7,68.52431911685309,184,3.016819108409101,3373.948214976585,0.3025124661767747
Malawi,2023,2,2024-01-11,41,95.34358771178948,69,2.641540614921865,3162.1360926856564,0.3025124661767747
Malawi,2023,3,2024-04-11,24,48.21675438564371,119,1.1285136472274497,5160.520747121026,0.3025124661767747
Malawi,2023,4,2024-07-11,66,33.55936401064153,189,0.8655973842881897,2442.604051610133,0.3025124661767747
Malawi,2024,1,2024-10-11,34,41.73963326317143,106,2.4353720652075523,4537.9629973855635,0.3025124661767747
Malawi,2024,2,2025-01-10,61,37.75767837511325,244,0.47248875921019073,1954.0549504552985,0.3025124661767747
Malawi,2024,3,2025-04-11,18,93.57894826541686,99,2.3843604690648585,1025.3566646590086,0.3025124661767747
Malawi,2024,4,2025-07-11,66,63.36577881608399,173,1.1521418399518117,5600.629638157094,0.3025124661767747
Botswana,2020,1,2020-10-12,62,86.51346240566731,259,3.3368614541194055,942.0403940084385,0.38238001962934215
Botswana,2020,2,2021-01-11,57,96.62101943661041,42,2.018691739545056,4289.201652798029,0.38238001962934215
Botswana,2020,3,2021-04-12,22,39.59956984189871,203,1.9685248601244179,5673.703846248269,0.38238001962934215
Botswana,2020,4,2021-07-12,55,54.09050752192058,255,1.7857155748351297,3278.050557431759,0.38238001962934215
Botswana,2021,1,2021-10-12,71,46.38392403369006,97,3.05121959486797,1644.1438315140495,0.38238001962934215
Botswana,2021,2,2022-01-11,10,105.76786683305498,63,2.4312858583944585,2214.788354402177,0.38238001962934215
Botswana,2021,3,2022-04-12,48,77.91847586404266,122,2.970721459330951,2499.896837973834,0.38238001962934215
Botswana,2021,4,2022-07-12,55,28.38759395523444,65,0.3831613535345206,6302.7973864556225,0.38238001962934215
Botswana,2022,1,2022-10-12,45,29.460907349420275,230,0.7923931320978592,2556.070670602244,0.38238001962934215
Botswana,2022,2,2023-01-11,32,33.04629333820151,13,0.5164503380923259,2710.5113744454948,0.38238001962934215
Botswana,2022,3,2023-04-12,27,66.25706745877521,260,3.0599642771395885,3515.344377759503,0.38238001962934215
Botswana,2022,4,2023-07-12,32,106.55134454525188,215,1.571664579088375,137.27109814652792,0.38238001962934215
Botswana,2023,1,2023-10-12,26,92.82545719488384,12,1.186183448621044,368.8667836118296,0.38238001962934215
Botswana,2023,2,2024-01-11,37,55.24820459926485,268,1.5185853684911665,911.7491120449572,0.38238001962934215
Botswana,2023,3,2024-04-11,8,50.53991697903312,64,2.56736060673742,534.6781117600232,0.38238001962934215
Botswana,2023,4,2024-07-11,55,69.23691988525715,48,3.340780855901163,1282.4178336786936,0.38238001962934215
Botswana,2024,1,2024-10-11,11,37.15510257884812,180,2.114602107922977,5169.606366776575,0.38238001962934215
Botswana,2024,2,2025-01-10,39,31.11537814990191,110,1.325288193311148,6996.615176420785,0.38238001962934215
Botswana,2024,3,2025-04-11,16,56.528214400964536,243,0.7564023034844957,4934.142009501622,0.38238001962934215
Botswana,2024,4,2025-07-11,52,39.83473512691756,66,3.436533536640643,4261.528656892551,0.38238001962934215
Namibia,2020,1,2020-10-12,24,52.58488130720914,53,1.515611029317444,641.3982734965448,0.34142216214682497
Namibia,2020,2,2021-01-11,18,72.66156927232196,185,0.9685426170004192,3215.5226166492484,0.34142216214682497
Namibia,2020,3,2021-04-12,15,25.491534054575876,182,2.215254486119184,1292.0287355807973,0.34142216214682497
Namibia,2020,4,2021-07-12,7,30.76999255708563,224,3.1870174768558277,1314.0646191670237,0.34142216214682497
Namibia,2021,1,2021-10-12,22,95.89705493745493,156,0.8522116559825073,4417.58864229806,0.34142216214682497
Namibia,2021,2,2022-01-11,34,101.4355255522584,205,0.49385117050226374,1457.5384297459195,0.34142216214682497
Namibia,2021,3,2022-04-12,19,102.21308842040736,126,3.1362822182451513,3782.373444163985,0.34142216214682497
Namibia,2021,4,2022-07-12,52,92.94629320074868,110,2.815324747287957,4308.726339702405,0.34142216214682497
Namibia,2022,1,2022-10-12,12,41.11794970045766,256,3.100658464935005,3383.2183481710554,0.34142216214682497
Namibia,2022,2,2023-01-11,21,40.29423935514232,11,2.9198072629350413,2301.5929685116107,0.34142216214682497
Namibia,2022,3,2023-04-12,53,86.49478469130226,265,2.3340237019789805,617.3039732063062,0.34142216214682497
Namibia,2022,4,2023-07-12,12,72.36383703365377,113,1.3861874557985745,3360.401807454204,0.34142216214682497
Namibia,2023,1,2023-10-12,62,58.68102341194396,60,2.293643398406432,923.982750248814,0.34142216214682497
Namibia,2023,2,2024-01-11,12,48.226575463367354,151,0.8522914513546899,2340.6120342867093,0.34142216214682497
Namibia,2023,3,2024-04-11,72,39.150493646576074,188,1.846435912484366,2603.1241362667884,0.34142216214682497
Namibia,2023,4,2024-07-11,32,38.63860138463779,34,1.6864381851385015,1669.4669986973297,0.34142216214682497
Namibia,2024,1,2024-10-11,28,83.82205758808843,22,3.170044332175924,181.40654556033746,0.34142216214682497
Namibia,2024,2,2025-01-10,51,103.10721438698857,149,1.827114816645956,1673.9691539533756,0.34142216214682497
Namibia,2024,3,2025-04-11,17,39.39100823679384,152,2.1138372257435734,498.84713202940634,0.34142216214682497
Namibia,2024,4,2025-07-11,7,60.216105115346004,163,1.3109923490864772,618.3715869235456,0.34142216214682497
Mauritius,2020,1,2020-10-12,63,81.4810370512758,91,1.920117659027016,3529.1610680341078,0.3596968013237788
Mauritius,2020,2,2021-01-11,35,63.70520753350547,254,1.168186443086063,2462.149160391855,0.3596968013237788
Mauritius,2020,3,2021-04-12,41,24.920723646377276,257,0.6177561129085948,4984.921929865045,0.3596968013237788
Mauritius,2020,4,2021-07-12,33,86.88911537456319,133,3.2708094368462275,2540.0125469025193,0.3596968013237788
Mauritius,2021,1,2021-10-12,21,86.39794424090086,180,2.808534131691314,2134.0997667121965,0.3596968013237788
Mauritius,2021,2,2022-01-11,28,62.294803461348216,42,2.8493562679037203,2517.8214007348956,0.3596968013237788
Mauritius,2021,3,2022-04-12,7,92.11030237505356,62,3.40705153187737,3383.7400491207486,0.3596968013237788
Mauritius,2021,4,2022-07-12,59,81.47630639371975,238,2.9430328679029145,2793.0081812291496,0.3596968013237788
Mauritius,2022,1,2022-10-12,27,104.77794927771241,175,1.7663913795146844,3682.7373333612213,0.3596968013237788
Mauritius,2022,2,2023-01-11,58,86.05042187350561,119,2.7629496272549434,910.1761535153234,0.3596968013237788
Mauritius,2022,3,2023-04-12,25,52.89945904645622,94,3.2225563221405777,993.8982995147657,0.3596968013237788
Mauritius,2022,4,2023-07-12,46,57.519034841485976,150,1.5518222727782853,5076.442944973361,0.3596968013237788
Mauritius,2023,1,2023-10-12,47,71.66978394283579,238,1.8977514336571448,2934.4266151169186,0.3596968013237788
Mauritius,2023,2,2024-01-11,38,63.2861194464868,32,3.2012096809602086,1496.7083951489096,0.3596968013237788
Mauritius,2023,3,2024-04-11,41,62.364991837892,226,0.7775354332989658,2064.8526268126634,0.3596968013237788
Mauritius,2023,4,2024-07-11,30,51.076891863206484,256,3.244558966269314,2986.4606206099256,0.3596968013237788
Mauritius,2024,1,2024-10-11,49,83.09904940450143,77,0.4304205331116866,3145.3779688674517,0.3596968013237788
Mauritius,2024,2,2025-01-10,37,25.83568984167196,237,2.0933930322405137,2464.922231768818,0.3596968013237788
Mauritius,2024,3,2025-04-11,73,74.39520260311981,295,1.8256135075112967,2150.1812452767454,0.3596968013237788
Mauritius,2024,4,2025-07-11,16,46.640091972915705,121,0.8599226358931447,2498.1047801990517,0.3596968013237788
Seychelles,2020,1,2020-10-12,19,107.61360653372023,268,4.182323463293776,175.7166410793606,0.4552754450187144
Seychelles,2020,2,2021-01-11,56,107.114142663233,161,3.459384701855598,4629.180430933504,0.4552754450187144
Seychelles,2020,3,2021-04-12,43,39.08962099663263,305,2.9270608994304816,1377.4483396560358,0.4552754450187144
Seychelles,2020,4,2021-07-12,55,90.90736141311743,59,2.224595951505599,4274.0241440206455,0.4552754450187144
Seychelles,2021,1,2021-10-12,61,94.15798666254693,73,1.5240997538623895,176.12545304083332,0.4552754450187144
Seychelles,2021,2,2022-01-11,40,73.63855102114759,233,4.0118037424625195,3768.71242993205,0.4552754450187144
Seychelles,2021,3,2022-04-12,23,58.45219911642771,294,1.8814110252948522,6612.489159253827,0.4552754450187144
Seychelles,2021,4,2022-07-12,33,83.65595399823007,97,0.6572585941913379,1958.4906889251745,0.4552754450187144
Seychelles,2022,1,2022-10-12,28,41.07436957156621,98,4.4844935985221985,1598.4215668858096,0.4552754450187144
Seychelles,2022,2,2023-01-11,56,82.71953018905553,34,1.3197201425566414,3059.3337988514154,0.4552754450187144
Seychelles,2022,3,2023-04-12,62,36.04893125712165,248,1.8804702111540195,3565.5757246118264,0.4552754450187144
Seychelles,2022,4,2023-07-12,13,42.903482898314024,135,1.957734456240361,2985.281682143857,0.4552754450187144
Seychelles,2023,1,2023-10-12,78,30.39951658238773,95,3.6419992282550173,5924.288408178888,0.4552754450187144
Seychelles,2023,2,2024-01-11,34,29.786650417167593,201,3.594950182459725,2145.475534825197,0.4552754450187144
Seychelles,2023,3,2024-04-11,26,84.09860529621983,273,2.953434264009737,3782.1967465395,0.4552754450187144
Seychelles,2023,4,2024-07-11,58,65.3231482739663,109,2.7879906661854523,3562.909928994932,0.4552754450187144
Seychelles,2024,1,2024-10-11,8,51.212712052674696,65,1.5128660939952858,1914.5531747950756,0.4552754450187144
Seychelles,2024,2,2025-01-10,79,33.68020154816572,244,0.9222482747952002,4451.285505469328,0.4552754450187144
