country,date,year,quarter,year_quarter,cyber_incidents_reported,google_trend_mobile_fraud,data_breach_severity_index,phishing_attempts_per_1000_users,social_media_sentiment_score,consumer_trust_index,net_promoter_score,customer_complaint_rate,herfindahl_hirschman_index,new_fintech_licenses_issued,market_entry_rate,innovation_index,system_interconnectedness_score,regulatory_compliance_score,operational_risk_index,liquidity_risk_indicator,tech_maturity_score,market_size_score,regulatory_strength_score,composite_cyber_risk,market_health_score,risk_adjusted_growth_potential,cyber_incidents_reported_yoy_change,consumer_trust_index_yoy_change,herfindahl_hirschman_index_yoy_change,new_fintech_licenses_issued_yoy_change
Ghana,2022-03-31,2022,1,2022-Q1,13,48.6,4.98,1.72,24.8,87.7,87.5,2.06,1261.0,18,3.85,60.5,40.1,60.4,3.28,0.334,70.0,65.0,75.0,28.765,73.9975,20.363615999999997,8.333333333333325,0.11415525114155667,-37.57425742574257,350.0
Ghana,2022-06-30,2022,2,2022-Q2,11,44.8,6.64,1.58,36.3,95.2,52.6,2.58,1687.0,8,8.71,57.2,32.0,48.5,2.76,0.13,70.0,65.0,75.0,31.119999999999997,71.0075,28.65954,10.000000000000009,58.666666666666664,-0.8813160987074076,166.66666666666666
Ghana,2022-09-30,2022,3,2022-Q3,1,48.5,5.13,0.81,51.1,82.4,66.8,2.34,1748.0,12,7.01,50.8,53.9,43.5,1.0,0.127,70.0,65.0,75.0,18.5875,64.805,35.74935,-80.0,-14.78800413650465,20.137457044673535,300.0
Ghana,2022-12-31,2022,4,2022-Q4,7,77.7,7.27,0.96,25.2,79.8,52.4,3.92,1464.0,13,6.96,66.5,32.3,53.7,1.0,0.0,70.0,65.0,75.0,28.417499999999997,71.34,40.95,16.666666666666675,10.068965517241368,7.885040530582166,85.71428571428572
Ghana,2023-03-31,2023,1,2023-Q1,14,49.2,5.61,1.27,33.3,88.9,51.9,4.26,1562.0,10,8.34,55.9,48.6,49.4,2.01,0.01,70.0,65.0,75.0,28.605000000000004,69.645,35.990955,7.692307692307687,1.3683010262257822,23.869944488501194,-44.44444444444444
Ghana,2023-06-30,2023,2,2023-Q2,5,29.0,5.31,1.06,25.3,77.3,55.2,4.04,1739.0,0,6.49,60.8,42.7,61.8,1.0,0.099,70.0,65.0,75.0,21.8,70.6275,36.895950000000006,-54.54545454545454,-18.80252100840337,3.082394783639586,-100.0
Ghana,2023-09-30,2023,3,2023-Q3,1,61.4,6.71,1.48,38.1,94.2,25.7,2.16,1517.0,9,6.58,73.2,58.1,63.0,3.96,0.149,70.0,65.0,75.0,26.21,78.8075,23.387182,0.0,14.320388349514568,-13.215102974828374,-25.0
Ghana,2023-12-31,2023,4,2023-Q4,1,43.0,5.8,0.84,58.2,85.1,54.5,3.11,1476.0,4,6.79,63.1,37.6,34.8,1.17,0.0,70.0,65.0,75.0,20.275,67.05999999999999,40.1765,-85.71428571428572,6.641604010025048,0.8196721311475308,-69.23076923076923
Ghana,2024-03-31,2024,1,2024-Q1,1,35.0,6.89,0.72,34.8,86.9,71.6,2.57,1234.0,6,6.82,72.9,44.1,46.5,1.02,0.0,70.0,65.0,75.0,22.199999999999996,73.49000000000001,40.859,-92.85714285714286,-2.249718785151855,-20.998719590268887,-40.0
Ghana,2024-06-30,2024,2,2024-Q2,12,51.7,4.77,0.85,19.1,74.4,40.7,2.62,1436.0,0,6.32,68.9,58.1,59.7,1.1,0.0,70.0,65.0,75.0,23.4675,72.16000000000001,40.495,140.0,-3.751617076325997,-17.423806785508912,
Ghana,2024-09-30,2024,3,2024-Q3,6,54.6,4.27,1.3,42.6,86.1,72.5,2.11,1550.0,5,8.85,71.1,51.5,54.8,1.0,0.111,70.0,65.0,75.0,21.54,74.125,36.40455,500.0,-8.59872611464969,2.175346077785112,-44.44444444444444
Uganda,2018-03-31,2018,1,2018-Q1,4,44.0,6.21,0.71,9.3,71.1,71.8,3.5,1720.0,0,0.0,41.0,47.6,55.8,2.46,0.19,65.0,60.0,65.0,22.175,62.675,23.81886,,,,
Uganda,2018-06-30,2018,2,2018-Q2,3,47.1,4.41,1.48,40.5,74.5,41.1,5.9,1855.0,1,0.0,46.7,54.9,51.7,1.0,0.253,65.0,60.0,65.0,21.1025,63.58749999999999,26.2197,,,,
Uganda,2018-09-30,2018,3,2018-Q3,1,44.8,5.73,1.8,17.2,73.4,35.8,4.38,1757.0,1,0.29,28.2,48.6,58.4,1.0,0.046,65.0,60.0,65.0,24.945,60.6075,33.4854,,,,
Uganda,2018-12-31,2018,4,2018-Q4,13,54.5,6.03,1.05,26.1,80.4,29.1,3.35,1704.0,3,3.6,39.8,41.4,52.7,1.0,0.0,65.0,60.0,65.0,28.1875,63.965,35.1,,,,
Uganda,2019-03-31,2019,1,2019-Q1,4,64.5,4.28,1.09,33.7,81.4,20.0,3.58,1654.0,0,3.59,34.0,19.2,51.5,1.0,0.129,65.0,60.0,65.0,19.7625,62.59,30.572100000000002,0.0,14.486638537271457,-3.8372093023255838,
Uganda,2019-06-30,2019,2,2019-Q2,3,23.9,5.62,3.25,30.5,84.8,81.6,3.46,1975.0,1,9.35,24.9,41.5,49.2,3.38,0.115,65.0,60.0,65.0,32.3975,59.78750000000001,22.848930000000003,0.0,13.825503355704694,6.4690026954177915,0.0
Uganda,2019-09-30,2019,3,2019-Q3,1,56.6,6.47,1.49,34.1,74.9,43.1,3.86,1730.0,4,2.38,34.7,33.0,56.5,1.0,0.419,65.0,60.0,65.0,25.54,62.2,20.3931,0.0,2.043596730245234,-1.5367103016505457,300.0
Uganda,2019-12-31,2019,4,2019-Q4,15,70.0,7.02,1.13,39.8,76.5,37.8,3.86,1923.0,4,8.25,40.1,48.5,54.3,1.14,0.03,65.0,60.0,65.0,32.449999999999996,62.91749999999999,33.51738,15.384615384615374,-4.850746268656724,12.852112676056349,33.33333333333333
Uganda,2020-03-31,2020,1,2020-Q1,5,48.9,5.02,2.28,38.0,82.5,59.7,4.46,1812.0,0,6.07,51.3,50.9,51.2,2.28,0.212,65.0,60.0,65.0,27.6725,66.72,23.725104,25.0,1.3513513513513375,9.552599758162028,
Uganda,2020-06-30,2020,2,2020-Q2,1,50.2,6.01,0.96,22.0,77.5,29.4,4.72,1633.0,2,4.66,51.1,34.4,43.7,3.93,0.105,65.0,60.0,65.0,21.58,63.99250000000001,21.187334999999997,-66.66666666666667,-8.60849056603773,-17.316455696202524,100.0
Uganda,2020-09-30,2020,3,2020-Q3,4,60.2,4.99,0.87,21.3,71.5,44.6,3.41,1642.0,2,4.9,46.5,22.5,55.1,1.0,0.139,65.0,60.0,65.0,20.33,64.17,30.2211,300.0,-4.539385847797073,-5.086705202312136,-50.0
Uganda,2020-12-31,2020,4,2020-Q4,10,89.8,7.91,0.74,18.2,85.5,65.9,4.6,1780.0,2,5.66,42.4,38.7,31.3,1.0,0.064,65.0,60.0,65.0,30.72,60.35,32.8536,-33.333333333333336,11.764705882352944,-7.436297451898078,-50.0
Uganda,2021-03-31,2021,1,2021-Q1,5,50.6,7.73,0.7,23.3,79.6,58.8,3.0,1448.0,3,6.66,40.1,32.4,43.1,1.0,0.023,65.0,60.0,65.0,26.590000000000003,62.08,34.2927,0.0,-3.5151515151515267,-20.088300220750554,inf
Uganda,2021-06-30,2021,2,2021-Q2,4,67.0,6.34,0.98,27.5,85.8,52.8,3.38,2037.0,6,6.19,41.8,40.9,46.0,1.0,0.211,65.0,60.0,65.0,24.424999999999997,63.307500000000005,27.693900000000003,300.0,10.709677419354847,24.739742804654007,200.0
Uganda,2021-09-30,2021,3,2021-Q3,1,72.4,7.86,0.72,34.1,79.1,1.1,3.46,1631.0,0,2.47,37.1,51.4,42.9,1.16,0.153,65.0,60.0,65.0,25.560000000000002,60.6975,29.201172,-75.0,10.629370629370616,-0.6699147381242332,-100.0
Uganda,2021-12-31,2021,4,2021-Q4,11,73.4,4.44,1.17,22.9,77.0,59.6,3.18,1775.0,3,3.61,58.9,35.7,50.3,1.0,0.089,65.0,60.0,65.0,24.285000000000004,67.1125,31.976100000000002,10.000000000000009,-9.941520467836263,-0.2808988764044895,50.0
Uganda,2022-03-31,2022,1,2022-Q1,1,37.3,6.23,1.6,28.3,72.6,-4.5,3.51,1562.0,4,6.62,53.3,59.2,47.2,3.33,0.033,65.0,60.0,65.0,25.0075,64.36999999999999,25.154571,-80.0,-8.793969849246231,7.8729281767955905,33.33333333333333
Uganda,2022-06-30,2022,2,2022-Q2,14,60.1,6.34,0.85,31.9,93.3,46.3,2.72,1293.0,0,6.01,55.5,40.7,47.5,1.42,0.254,65.0,60.0,65.0,28.6025,70.8425,24.962652,250.0,8.74125874125875,-36.52430044182622,-100.0
Uganda,2022-09-30,2022,3,2022-Q3,4,62.2,3.59,1.39,24.2,80.8,54.3,2.75,1583.0,3,5.07,53.0,51.8,50.0,1.0,0.13,65.0,60.0,65.0,19.479999999999997,66.9925,30.537000000000003,300.0,2.149178255372952,-2.942979767014098,inf
Uganda,2022-12-31,2022,4,2022-Q4,12,46.4,7.32,0.91,29.1,85.1,67.5,3.86,1544.0,0,4.29,78.4,22.9,47.0,4.79,0.106,65.0,60.0,65.0,30.01,73.765,18.165186,9.090909090909083,10.519480519480506,-13.014084507042256,-100.0
Uganda,2023-03-31,2023,1,2023-Q1,1,76.7,5.12,1.01,9.6,93.9,44.6,2.63,1493.0,19,2.89,63.3,59.2,34.6,2.03,0.039,65.0,60.0,65.0,20.267500000000002,69.2175,29.870763,0.0,29.338842975206635,-4.417413572343154,375.0
Uganda,2023-06-30,2023,2,2023-Q2,5,70.6,6.08,1.41,31.1,72.0,18.6,3.56,1699.0,4,9.19,63.5,35.9,45.5,1.0,0.165,65.0,60.0,65.0,26.515,66.0025,29.3085,-64.28571428571428,-22.829581993569125,31.39984532095901,inf
Uganda,2023-09-30,2023,3,2023-Q3,5,57.3,6.45,0.98,32.0,78.3,30.6,2.84,1587.0,12,5.06,74.4,53.2,40.7,1.0,0.206,65.0,60.0,65.0,24.957500000000003,69.38250000000001,27.869400000000002,25.0,-3.094059405940597,0.25268477574225123,300.0
Uganda,2023-12-31,2023,4,2023-Q4,6,34.9,7.39,1.23,25.4,77.7,18.7,2.49,1512.0,0,6.93,60.6,23.6,61.4,2.57,0.368,65.0,60.0,65.0,28.497499999999995,71.145,18.313464,-50.0,-8.695652173913038,-2.072538860103623,
Uganda,2024-03-31,2024,1,2024-Q1,6,76.3,5.61,2.16,30.9,90.1,58.3,3.1,1794.0,0,4.13,67.4,47.9,42.1,1.0,0.125,65.0,60.0,65.0,29.7325,70.415,30.712500000000002,500.0,-4.046858359957417,20.160750167448093,-100.0
Uganda,2024-06-30,2024,2,2024-Q2,10,80.3,7.16,1.23,15.2,85.6,45.8,2.5,1462.0,4,8.15,39.4,31.7,37.3,1.0,0.03,65.0,60.0,65.0,31.057499999999997,61.92,34.047,100.0,18.88888888888889,-13.949381989405529,0.0
Uganda,2024-09-30,2024,3,2024-Q3,1,75.1,4.33,1.38,30.8,92.4,47.6,3.57,1225.0,4,8.47,63.7,33.0,56.9,4.36,0.203,65.0,60.0,65.0,20.1025,75.1875,17.530811999999997,-80.0,18.00766283524906,-22.810333963453054,-66.66666666666667
Tanzania,2018-03-31,2018,1,2018-Q1,1,91.2,6.77,0.89,28.4,85.5,62.9,4.3,1607.0,3,7.11,62.3,42.1,40.5,2.8,0.209,60.0,70.0,60.0,24.154999999999998,68.0575,23.91984,,,,
Tanzania,2018-06-30,2018,2,2018-Q2,11,74.3,6.83,0.96,19.1,78.8,23.7,7.74,1651.0,4,3.24,39.2,25.1,38.9,3.04,0.205,60.0,70.0,60.0,29.232499999999998,60.097500000000004,23.239440000000002,,,,
Tanzania,2018-09-30,2018,3,2018-Q3,4,41.7,5.66,1.41,26.7,85.3,80.2,5.84,1891.0,0,3.86,47.6,26.0,39.8,1.0,0.019,60.0,70.0,60.0,24.2425,63.44749999999999,37.0818,,,,
Tanzania,2018-12-31,2018,4,2018-Q4,15,81.3,9.1,1.69,21.3,76.1,12.6,4.17,1952.0,1,5.93,26.3,29.1,40.8,1.0,0.213,60.0,70.0,60.0,40.7325,55.92,29.748600000000003,,,,
Tanzania,2019-03-31,2019,1,2019-Q1,5,58.3,5.96,1.03,26.8,79.3,60.6,3.97,2148.0,2,3.03,30.9,30.9,28.7,1.0,0.128,60.0,70.0,60.0,24.0075,54.355,32.961600000000004,400.0,-7.251461988304097,33.66521468574983,-33.333333333333336
Tanzania,2019-06-30,2019,2,2019-Q2,4,87.7,5.28,1.41,7.0,68.1,4.6,3.93,1715.0,2,5.64,24.6,36.9,45.2,1.87,0.139,60.0,70.0,60.0,24.442500000000003,55.1875,29.399706000000002,-63.63636363636363,-13.578680203045689,3.876438522107817,-50.0
Tanzania,2019-09-30,2019,3,2019-Q3,1,90.3,8.21,1.32,37.6,83.9,27.2,3.97,2018.0,6,4.97,42.1,39.9,31.4,3.57,0.237,60.0,70.0,60.0,29.882500000000004,59.305,20.605578,-75.0,-1.6412661195779554,6.716023268112115,inf
Tanzania,2019-12-31,2019,4,2019-Q4,5,42.4,6.97,1.1,24.9,80.0,39.2,4.72,1904.0,2,3.95,38.2,38.3,39.0,1.8,0.203,60.0,70.0,60.0,26.485,59.540000000000006,27.448680000000003,-66.66666666666667,5.124835742444156,-2.4590163934426257,100.0
Tanzania,2020-03-31,2020,1,2020-Q1,1,90.7,5.46,0.8,43.7,87.3,36.6,4.8,1946.0,0,4.71,38.9,28.2,36.5,1.0,0.037,60.0,70.0,60.0,20.4175,60.809999999999995,36.4014,-80.0,10.088272383354347,-9.40409683426443,-100.0
Tanzania,2020-06-30,2020,2,2020-Q2,1,91.2,5.75,1.27,20.7,78.4,50.1,6.2,1890.0,2,7.08,49.3,37.5,55.7,1.72,0.058,60.0,70.0,60.0,23.505000000000003,66.125,32.758992,-75.0,15.124816446402377,10.20408163265305,0.0
Tanzania,2020-09-30,2020,3,2020-Q3,9,54.0,4.13,1.93,37.8,81.9,79.9,3.74,1633.0,2,8.36,36.1,30.5,48.9,1.42,0.115,60.0,70.0,60.0,25.824999999999996,62.6425,31.89186,800.0,-2.3837902264600697,-19.07829534192269,-66.66666666666667
Tanzania,2020-12-31,2020,4,2020-Q4,1,55.6,6.21,1.14,22.1,88.5,39.0,3.57,1933.0,0,6.08,48.4,41.7,49.7,1.5,0.059,60.0,70.0,60.0,23.115,66.81750000000001,33.5937,-80.0,10.624999999999996,1.5231092436974736,-100.0
Tanzania,2021-03-31,2021,1,2021-Q1,5,100.0,8.07,1.02,37.7,73.5,25.2,5.8,1959.0,3,4.79,24.0,33.7,35.2,2.26,0.419,60.0,70.0,60.0,30.275,53.2775,18.887148,400.0,-15.807560137457044,0.6680369989722434,inf
Tanzania,2021-06-30,2021,2,2021-Q2,1,72.6,7.47,1.71,31.7,82.3,79.4,3.48,1519.0,3,2.67,54.9,37.1,56.0,1.58,0.162,60.0,70.0,60.0,29.540000000000003,69.5025,29.635031999999995,0.0,4.9744897959183465,-19.62962962962963,50.0
Tanzania,2021-09-30,2021,3,2021-Q3,4,68.1,3.91,1.27,14.0,73.2,50.2,3.79,2150.0,3,7.04,59.3,36.0,31.6,3.52,0.096,60.0,70.0,60.0,19.8275,60.65,24.603264000000003,-55.55555555555556,-10.62271062271063,31.659522351500314,50.0
Tanzania,2021-12-31,2021,4,2021-Q4,12,52.8,6.58,1.01,32.3,71.5,25.2,5.46,1463.0,0,0.0,52.6,35.5,35.9,5.04,0.216,60.0,70.0,60.0,28.82,61.3425,16.332288000000002,1100.0,-19.2090395480226,-24.31453698913606,
Tanzania,2022-03-31,2022,1,2022-Q1,6,85.5,6.4,1.66,27.7,88.0,73.5,3.75,1583.0,0,3.52,50.6,48.4,38.3,1.94,0.126,60.0,70.0,60.0,29.4375,65.2675,29.586648000000004,19.999999999999996,19.727891156462583,-19.193466054109244,-100.0
Tanzania,2022-06-30,2022,2,2022-Q2,1,62.9,7.61,1.19,22.4,80.2,63.3,3.67,1597.0,7,3.98,40.6,29.8,40.5,1.09,0.0,60.0,70.0,60.0,27.047500000000003,61.3325,37.422,0.0,-2.5516403402187082,5.1349572086899276,133.33333333333334
Tanzania,2022-09-30,2022,3,2022-Q3,15,76.9,4.49,1.13,31.4,90.8,82.2,4.44,1766.0,7,7.52,69.0,28.8,46.2,2.23,0.108,60.0,70.0,60.0,26.2975,72.085,29.109528,275.0,24.043715846994516,-17.860465116279066,133.33333333333334
Tanzania,2022-12-31,2022,4,2022-Q4,26,70.2,7.61,1.3,28.1,69.3,14.1,3.23,1857.0,0,3.98,48.1,44.5,40.7,1.0,0.123,60.0,70.0,60.0,40.28,59.88250000000001,33.150600000000004,116.66666666666666,-3.076923076923077,26.930963773069028,
Tanzania,2023-03-31,2023,1,2023-Q1,1,53.9,8.48,1.66,40.3,84.0,64.9,3.26,1438.0,9,3.99,50.1,25.9,47.6,1.0,0.182,60.0,70.0,60.0,31.347500000000004,66.83,30.920400000000004,-83.33333333333334,-4.545454545454541,-9.159823120656984,inf
Tanzania,2023-06-30,2023,2,2023-Q2,22,71.6,5.39,1.03,24.9,79.0,38.5,3.72,1744.0,0,3.28,69.1,42.7,39.7,1.3,0.184,60.0,70.0,60.0,31.415,67.59,29.816640000000003,2100.0,-1.4962593516209544,9.204758922980583,-100.0
Tanzania,2023-09-30,2023,3,2023-Q3,5,85.3,4.98,1.62,19.6,77.8,41.1,4.38,1606.0,4,3.47,65.6,49.3,47.0,3.61,0.322,60.0,70.0,60.0,25.182500000000005,68.58500000000001,18.196164,-66.66666666666667,-14.317180616740089,-9.06002265005662,-42.85714285714286
Tanzania,2023-12-31,2023,4,2023-Q4,20,94.5,5.46,1.05,35.0,68.8,33.7,3.04,1200.0,21,5.87,53.4,47.9,51.4,2.84,0.104,60.0,70.0,60.0,31.262500000000003,65.4,26.944512,-23.076923076923073,-0.721500721500723,-35.37964458804523,inf
Tanzania,2024-03-31,2024,1,2024-Q1,1,97.6,6.21,1.4,17.1,87.2,61.8,3.67,1403.0,0,5.33,79.4,45.5,45.8,2.78,0.253,60.0,70.0,60.0,25.465,74.5925,22.652027999999998,0.0,3.809523809523818,-2.4339360222531248,-100.0
Tanzania,2024-06-30,2024,2,2024-Q2,23,30.4,5.76,0.88,13.9,84.8,54.5,3.6,1748.0,4,6.1,58.0,38.0,35.9,1.0,0.182,60.0,70.0,60.0,31.059999999999995,65.30499999999999,30.920400000000004,4.545454545454541,7.341772151898729,0.2293577981651307,inf
Tanzania,2024-09-30,2024,3,2024-Q3,11,55.1,7.69,1.61,33.3,87.3,55.5,4.53,1674.0,0,5.34,61.8,33.9,36.0,1.73,0.0,60.0,70.0,60.0,34.1525,67.09,34.733999999999995,120.00000000000001,12.210796915167087,4.234122042341215,-100.0
Rwanda,2018-03-31,2018,1,2018-Q1,1,26.5,4.91,1.3,19.3,73.0,27.2,2.27,1563.0,1,3.14,42.0,53.8,53.0,1.0,0.045,75.0,45.0,80.0,19.9375,63.0925,29.008125,,,,
Rwanda,2018-06-30,2018,2,2018-Q2,6,54.9,9.64,0.58,17.4,87.9,44.2,2.57,1612.0,0,1.69,16.7,50.4,69.1,2.94,0.128,75.0,45.0,80.0,31.372500000000002,64.395,20.777579999999997,,,,
Rwanda,2018-09-30,2018,3,2018-Q3,3,70.6,5.81,2.78,29.2,88.8,57.4,3.28,1319.0,1,3.37,51.6,42.3,64.4,1.0,0.0,75.0,45.0,80.0,31.689999999999998,72.9025,30.375,,,,
Rwanda,2018-12-31,2018,4,2018-Q4,4,56.3,3.72,0.93,54.5,81.1,51.0,2.37,1280.0,1,1.79,45.4,35.9,50.3,1.91,0.017,75.0,45.0,80.0,17.3575,66.0,26.839586249999996,,,,
Rwanda,2019-03-31,2019,1,2019-Q1,1,35.8,5.93,0.73,27.3,92.2,65.1,3.74,1398.0,2,2.32,50.5,49.1,53.5,1.0,0.0,75.0,45.0,80.0,19.869999999999997,70.555,30.375,0.0,26.3013698630137,-10.556621880998085,100.0
Rwanda,2019-06-30,2019,2,2019-Q2,1,56.9,6.16,0.99,26.6,86.7,23.7,1.95,1434.0,4,2.81,38.3,47.9,54.5,1.0,0.0,75.0,45.0,80.0,22.2725,66.29,30.375,-83.33333333333334,-1.3651877133105783,-11.042183622828784,inf
Rwanda,2019-09-30,2019,3,2019-Q3,3,11.4,4.85,0.95,45.0,80.4,36.6,2.54,1312.0,4,3.54,46.2,45.6,51.9,3.05,0.038,75.0,45.0,80.0,18.66,66.345,22.5649125,0.0,-9.459459459459453,-0.5307050796057644,300.0
Rwanda,2019-12-31,2019,4,2019-Q4,1,52.0,4.96,0.64,36.2,76.5,27.6,2.28,1408.0,2,3.93,51.1,37.7,62.1,2.28,0.245,75.0,45.0,80.0,17.400000000000002,68.905,19.671525,-75.0,-5.67200986436498,10.000000000000009,100.0
Rwanda,2020-03-31,2020,1,2020-Q1,8,75.8,5.81,0.63,32.0,83.5,51.6,4.48,1551.0,0,8.31,58.6,53.7,52.4,1.0,0.156,75.0,45.0,80.0,23.569999999999997,69.7475,25.636499999999998,700.0,-9.436008676789587,10.944206008583702,-100.0
Rwanda,2020-06-30,2020,2,2020-Q2,1,67.7,7.16,0.99,28.3,82.5,24.1,2.17,1405.0,5,6.59,48.1,48.2,46.8,1.38,0.0,75.0,45.0,80.0,25.042499999999997,65.83749999999999,29.0925,0.0,-4.844290657439454,-2.022315202231517,25.0
Rwanda,2020-09-30,2020,3,2020-Q3,1,84.0,5.04,1.2,39.3,96.8,56.0,2.24,1816.0,8,3.26,60.5,40.0,52.1,1.0,0.0,75.0,45.0,80.0,21.2,72.81,30.375,-66.66666666666667,20.398009950248742,38.414634146341456,100.0
Rwanda,2020-12-31,2020,4,2020-Q4,4,56.4,8.17,0.67,15.9,84.4,31.1,1.88,1848.0,0,7.45,53.5,57.6,49.2,2.07,0.08,75.0,45.0,80.0,27.185000000000002,67.155,24.622650000000004,300.0,10.326797385620923,31.25,-100.0
Rwanda,2021-03-31,2021,1,2021-Q1,14,28.3,4.16,0.51,40.0,89.4,61.7,2.3,1251.0,0,6.08,46.9,49.2,72.6,1.0,0.118,75.0,45.0,80.0,20.657500000000002,74.0975,26.79075,75.0,7.065868263473063,-19.342359767891683,
Rwanda,2021-06-30,2021,2,2021-Q2,11,52.2,6.28,0.71,31.5,100.0,83.3,1.94,1150.0,3,6.79,59.3,23.4,53.4,2.98,0.008,75.0,45.0,80.0,26.055000000000003,75.3,23.502959999999998,1000.0,21.212121212121215,-18.149466192170816,-40.0
Rwanda,2021-09-30,2021,3,2021-Q3,3,52.2,4.32,0.83,31.5,90.4,78.6,3.36,1308.0,3,6.91,54.4,48.4,71.7,1.21,0.009,75.0,45.0,80.0,17.755,75.855,29.39925375,200.0,-6.611570247933873,-27.97356828193832,-62.5
Rwanda,2021-12-31,2021,4,2021-Q4,4,55.7,5.68,0.91,32.9,87.7,42.1,2.55,1342.0,7,7.68,37.0,56.6,53.3,1.89,0.18,75.0,45.0,80.0,22.142500000000002,66.145,22.444425,0.0,3.90995260663507,-27.380952380952383,inf
Rwanda,2022-03-31,2022,1,2022-Q1,5,49.1,4.42,0.77,48.2,97.0,67.9,1.78,1231.0,0,4.0,55.8,46.5,64.1,1.27,0.0,75.0,45.0,80.0,18.6275,76.14750000000001,29.46375,-64.28571428571428,8.501118568232657,-1.5987210231814597,
Rwanda,2022-06-30,2022,2,2022-Q2,8,56.9,6.64,1.0,51.6,82.5,78.6,2.11,1421.0,7,6.86,72.5,42.7,65.3,2.35,0.039,75.0,45.0,80.0,27.022499999999997,76.5225,24.81181875,-27.27272727272727,-17.500000000000004,23.56521739130435,133.33333333333334
Rwanda,2022-09-30,2022,3,2022-Q3,1,52.7,7.43,0.86,44.1,73.2,31.4,1.84,1317.0,0,9.73,54.3,58.1,46.6,3.27,0.013,75.0,45.0,80.0,24.6925,65.2325,22.41847125,-66.66666666666667,-19.026548672566378,0.6880733944954143,-100.0
Rwanda,2022-12-31,2022,4,2022-Q4,1,78.4,7.21,1.08,42.1,78.4,31.9,2.29,1111.0,4,6.27,50.4,48.9,58.0,1.0,0.0,75.0,45.0,80.0,25.884999999999998,68.92250000000001,30.375,-75.0,-10.604332953249706,-17.213114754098356,-42.85714285714286
Rwanda,2023-03-31,2023,1,2023-Q1,1,36.8,6.12,0.63,42.9,85.1,50.6,1.53,1448.0,0,3.21,76.9,45.7,52.7,1.12,0.056,75.0,45.0,80.0,19.869999999999997,75.055,28.291679999999996,-80.0,-12.268041237113403,17.62794476035743,
Rwanda,2023-06-30,2023,2,2023-Q2,4,54.5,6.26,0.66,28.1,95.8,65.1,2.25,1440.0,0,9.6,62.3,39.1,61.2,2.2,0.005,75.0,45.0,80.0,22.3125,76.225,26.193375,-50.0,16.121212121212114,1.3370865587614356,-100.0
Rwanda,2023-09-30,2023,3,2023-Q3,4,24.1,4.68,1.52,9.6,85.7,37.9,2.18,941.0,0,10.0,69.4,38.9,59.6,1.0,0.0,75.0,45.0,80.0,21.902499999999996,76.3225,30.375,300.0,17.07650273224044,-28.549734244495063,
Rwanda,2023-12-31,2023,4,2023-Q4,5,48.1,5.84,0.52,54.7,82.1,56.1,1.7,1023.0,9,6.56,53.2,52.6,46.8,2.02,0.157,75.0,45.0,80.0,20.9025,67.9675,22.7040975,400.0,4.719387755102034,-7.920792079207917,125.0
Rwanda,2024-03-31,2024,1,2024-Q1,11,42.4,7.6,1.06,35.6,87.7,65.6,2.24,1457.0,5,12.22,62.5,29.6,41.0,2.32,0.0,75.0,45.0,80.0,30.860000000000003,69.1575,25.92,1000.0,3.055229142185678,0.6215469613259694,inf
Rwanda,2024-06-30,2024,2,2024-Q2,4,56.9,6.24,1.37,54.4,92.0,73.0,1.64,1072.0,5,9.61,74.5,56.8,46.6,3.75,0.212,75.0,45.0,80.0,25.872500000000002,75.595,16.621875,0.0,-3.9665970772442605,-25.555555555555554,inf
Rwanda,2024-09-30,2024,3,2024-Q3,9,68.0,4.45,0.63,29.5,96.1,89.6,1.57,1339.0,0,8.53,61.4,36.5,66.0,2.42,0.056,75.0,45.0,80.0,20.474999999999998,77.5275,24.14988,125.0,12.135355892648757,42.29543039319872,
Senegal,2018-03-31,2018,1,2018-Q1,3,45.1,8.92,1.3,18.8,67.3,29.2,3.51,2012.0,2,1.32,28.7,35.0,39.1,3.19,0.081,55.0,50.0,65.0,31.427500000000002,53.745,17.210572500000005,,,,
Senegal,2018-06-30,2018,2,2018-Q2,2,46.3,7.6,1.27,30.6,76.9,50.0,4.55,2195.0,1,4.28,18.6,45.1,59.4,4.0,0.0,55.0,50.0,65.0,27.5075,58.2375,16.5,,,,
Senegal,2018-09-30,2018,3,2018-Q3,2,50.0,6.48,1.16,33.6,80.6,32.1,3.66,2241.0,0,5.43,32.6,33.8,49.9,1.0,0.108,55.0,50.0,65.0,24.250000000000004,60.1725,22.077,,,,
Senegal,2018-12-31,2018,4,2018-Q4,3,38.2,8.31,1.04,22.3,70.1,29.7,4.08,2011.0,5,1.57,16.2,45.1,54.6,1.06,0.065,55.0,50.0,65.0,28.430000000000003,55.1975,22.986975,,,,
Senegal,2019-03-31,2019,1,2019-Q1,3,87.7,7.1,1.5,30.7,78.2,68.8,4.25,1943.0,0,7.49,23.6,29.4,48.8,2.17,0.007,55.0,50.0,65.0,28.9425,57.79249999999999,21.381772500000004,0.0,16.196136701337306,-3.4294234592445294,-100.0
Senegal,2019-06-30,2019,2,2019-Q2,5,79.6,9.47,1.03,36.7,79.4,44.1,4.41,1811.0,0,5.26,19.5,48.9,50.1,4.35,0.0,55.0,50.0,65.0,33.315,57.722500000000004,15.537500000000001,150.0,3.2509752925877766,-17.49430523917995,-100.0
