respondent_id,sector,location,firm_size,firm_age_years,owner_age,owner_gender,owner_education,employee_count,annual_revenue_tzs,export_activity,formal_registration
SME_0230,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),6,31,Male,Secondary,33,167074398.3508826,No,Yes
SME_0231,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),5,34,Male,Diploma,27,111128930.91830546,No,Yes
SME_0232,Manufacturing,Dar es Salaam,Small (5-49 employees),12,33,Male,Diploma,8,167830816.9988146,No,Yes
SME_0233,Retail/Wholesale,Arusha,Small (5-49 employees),19,29,Male,Secondary,28,149569805.39306852,No,Yes
SME_0234,Manufacturing,Dar es Salaam,Small (5-49 employees),19,27,Female,University,38,122672755.06851356,No,No
SME_0235,Manufacturing,Mwanza,Small (5-49 employees),17,40,Male,Secondary,48,98688594.67392571,No,Yes
SME_0236,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),24,46,Female,Diploma,21,125093507.59642076,No,Yes
SME_0237,Agriculture/Agribusiness,Mwanza,Small (5-49 employees),13,26,Male,Diploma,12,199263360.43149382,No,Yes
SME_0238,Retail/Wholesale,Arusha,Medium (50-99 employees),16,49,Female,Secondary,71,186558905.62137356,No,Yes
SME_0239,Retail/Wholesale,Dar es Salaam,Medium (50-99 employees),24,38,Female,Secondary,86,110429840.84721746,Yes,Yes
SME_0240,ICT/Business Services,Arusha,Medium (50-99 employees),4,36,Male,Diploma,72,96981858.38663664,Yes,Yes
SME_0241,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),3,32,Female,Secondary,38,119637726.24776305,No,Yes
SME_0242,Manufacturing,Dar es Salaam,Small (5-49 employees),2,43,Male,Diploma,18,162661721.22640806,No,Yes
SME_0243,Retail/Wholesale,Mwanza,Small (5-49 employees),21,54,Female,University,35,50779333.91917254,No,Yes
SME_0244,Retail/Wholesale,Arusha,Small (5-49 employees),18,35,Male,Diploma,28,145651000.17625207,No,Yes
SME_0245,Agriculture/Agribusiness,Arusha,Small (5-49 employees),14,30,Male,Secondary,19,166517837.1192214,No,Yes
SME_0246,ICT/Business Services,Arusha,Medium (50-99 employees),8,49,Female,Diploma,54,51718965.1963624,Yes,No
SME_0247,Agriculture/Agribusiness,Dar es Salaam,Small (5-49 employees),2,38,Male,Diploma,10,159897169.63744137,No,Yes
SME_0248,ICT/Business Services,Dar es Salaam,Small (5-49 employees),9,49,Male,Diploma,27,51963471.34263909,No,Yes
SME_0249,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),9,35,Male,University,41,158546534.03553778,No,No
SME_0250,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),3,41,Male,Diploma,45,19947453.835619755,No,Yes
SME_0251,ICT/Business Services,Dar es Salaam,Medium (50-99 employees),6,49,Male,Diploma,83,147083305.62940434,No,Yes
SME_0252,ICT/Business Services,Mwanza,Small (5-49 employees),8,56,Male,University,25,310628864.918625,No,Yes
SME_0253,Manufacturing,Arusha,Small (5-49 employees),21,41,Male,Secondary,39,55958887.87528773,No,Yes
SME_0254,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),4,40,Male,University,5,85553040.12248686,No,Yes
SME_0255,Retail/Wholesale,Mwanza,Small (5-49 employees),21,28,Male,University,11,82690261.47842073,No,Yes
SME_0256,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),16,35,Female,Secondary,17,135971395.7669374,No,Yes
SME_0257,Agriculture/Agribusiness,Mwanza,Medium (50-99 employees),8,42,Male,Diploma,78,38942279.27590898,No,Yes
SME_0258,Retail/Wholesale,Dar es Salaam,Medium (50-99 employees),9,45,Male,Diploma,69,110840097.50449881,No,Yes
SME_0259,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),10,28,Female,Secondary,17,170966943.41638052,No,Yes
SME_0260,ICT/Business Services,Dar es Salaam,Small (5-49 employees),4,30,Female,University,35,376241526.4658236,Yes,Yes
SME_0261,Manufacturing,Arusha,Small (5-49 employees),22,33,Female,Diploma,25,67364173.01472534,No,No
SME_0262,ICT/Business Services,Arusha,Small (5-49 employees),3,52,Female,University,48,250493737.43385088,No,Yes
SME_0263,Agriculture/Agribusiness,Arusha,Small (5-49 employees),12,25,Female,Primary,29,47415883.8461514,No,Yes
SME_0264,Manufacturing,Dar es Salaam,Medium (50-99 employees),2,44,Female,Secondary,65,85089125.99889433,No,Yes
SME_0265,Retail/Wholesale,Arusha,Small (5-49 employees),1,43,Male,Diploma,41,158456279.71673718,No,No
SME_0266,Manufacturing,Arusha,Small (5-49 employees),8,50,Male,Secondary,31,148483674.0312899,No,Yes
SME_0267,Agriculture/Agribusiness,Dar es Salaam,Medium (50-99 employees),22,33,Male,Diploma,69,184710894.68464944,Yes,Yes
SME_0268,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),13,53,Male,Diploma,31,117174065.47836837,No,No
SME_0269,Agriculture/Agribusiness,Mwanza,Small (5-49 employees),11,29,Male,Secondary,8,53451937.78606931,No,Yes
SME_0270,Retail/Wholesale,Mwanza,Small (5-49 employees),7,47,Male,Secondary,44,189826737.49857706,No,Yes
SME_0271,Agriculture/Agribusiness,Arusha,Small (5-49 employees),8,36,Male,Diploma,31,72997292.82276681,No,Yes
SME_0272,Retail/Wholesale,Mwanza,Medium (50-99 employees),4,44,Female,Secondary,91,156513335.01185846,No,Yes
SME_0273,Manufacturing,Dar es Salaam,Medium (50-99 employees),21,46,Female,Secondary,86,10002210.603519566,No,Yes
SME_0274,Manufacturing,Dar es Salaam,Medium (50-99 employees),22,25,Female,Secondary,87,193700644.9618642,No,Yes
SME_0275,ICT/Business Services,Arusha,Medium (50-99 employees),5,35,Female,Diploma,96,417550759.9275362,No,Yes
SME_0276,Retail/Wholesale,Arusha,Small (5-49 employees),23,28,Female,Secondary,38,144770957.40979582,No,No
SME_0277,Manufacturing,Dar es Salaam,Small (5-49 employees),20,54,Male,Secondary,29,34688860.730908826,No,Yes
SME_0278,Manufacturing,Dar es Salaam,Small (5-49 employees),6,43,Female,Primary,43,141973131.17812422,No,Yes
SME_0279,Manufacturing,Dar es Salaam,Small (5-49 employees),20,50,Female,Primary,49,172742072.5121061,No,Yes
SME_0280,Manufacturing,Mwanza,Medium (50-99 employees),18,49,Male,University,84,158612539.98733678,No,No
SME_0281,Retail/Wholesale,Dar es Salaam,Medium (50-99 employees),19,25,Female,Secondary,54,111515204.8597984,No,Yes
SME_0282,Agriculture/Agribusiness,Arusha,Small (5-49 employees),11,53,Male,Secondary,8,39881909.55414592,No,Yes
SME_0283,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),23,36,Male,Secondary,16,168237771.5897715,No,Yes
SME_0284,ICT/Business Services,Dar es Salaam,Medium (50-99 employees),5,41,Male,University,99,402691929.1178482,No,Yes
SME_0285,Manufacturing,Dar es Salaam,Medium (50-99 employees),13,42,Male,Secondary,78,149362481.83349973,No,Yes
SME_0286,Retail/Wholesale,Mwanza,Small (5-49 employees),10,36,Female,Diploma,9,194428543.6278514,No,Yes
SME_0287,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),7,25,Female,Diploma,28,49013258.35429196,No,Yes
SME_0288,Manufacturing,Dar es Salaam,Medium (50-99 employees),9,38,Male,University,69,123818471.5585725,No,Yes
SME_0289,ICT/Business Services,Dar es Salaam,Small (5-49 employees),9,28,Female,Diploma,6,324503337.68576854,No,Yes
SME_0290,Manufacturing,Mwanza,Medium (50-99 employees),16,30,Female,University,85,156737192.88141516,No,Yes
SME_0291,Manufacturing,Arusha,Small (5-49 employees),4,47,Female,Primary,36,51891901.75992778,No,Yes
SME_0292,Manufacturing,Dar es Salaam,Small (5-49 employees),21,54,Female,Primary,19,92463984.81466417,No,Yes
SME_0293,Agriculture/Agribusiness,Dar es Salaam,Small (5-49 employees),9,43,Male,Diploma,37,145670017.4418441,No,Yes
SME_0294,Manufacturing,Dar es Salaam,Medium (50-99 employees),1,45,Male,Secondary,97,25418343.92188544,No,Yes
SME_0295,Retail/Wholesale,Dar es Salaam,Medium (50-99 employees),3,41,Male,Secondary,95,151147483.7969084,No,Yes
SME_0296,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),22,57,Male,Secondary,25,16651503.813293075,No,Yes
SME_0297,Agriculture/Agribusiness,Dar es Salaam,Small (5-49 employees),11,34,Male,Primary,15,22161205.855637975,No,Yes
SME_0298,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),15,48,Female,Diploma,42,145462401.4931731,No,Yes
SME_0299,Manufacturing,Dar es Salaam,Small (5-49 employees),21,37,Male,Secondary,8,146907454.24243715,No,Yes
SME_0300,Retail/Wholesale,Arusha,Small (5-49 employees),20,52,Female,Secondary,36,167342197.5112051,No,Yes
SME_0301,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),17,41,Male,University,26,84618841.22156909,No,No
SME_0302,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),22,65,Male,Diploma,27,97245954.40918675,No,Yes
SME_0303,Manufacturing,Dar es Salaam,Small (5-49 employees),2,43,Male,Secondary,34,159992116.89708632,No,No
SME_0304,Manufacturing,Dar es Salaam,Small (5-49 employees),4,25,Male,University,15,50259922.78362072,Yes,Yes
SME_0305,Manufacturing,Dar es Salaam,Medium (50-99 employees),8,45,Female,Primary,52,88799807.12381949,No,Yes
SME_0306,Retail/Wholesale,Dar es Salaam,Medium (50-99 employees),2,43,Male,University,97,189571695.86364165,Yes,Yes
SME_0307,Manufacturing,Arusha,Small (5-49 employees),5,45,Male,Secondary,47,138990567.7647897,No,Yes
SME_0308,ICT/Business Services,Arusha,Small (5-49 employees),9,53,Male,Diploma,5,363773938.5742356,No,Yes
SME_0309,Manufacturing,Dar es Salaam,Small (5-49 employees),19,36,Male,Secondary,34,86868044.7167633,Yes,Yes
SME_0310,Manufacturing,Dar es Salaam,Small (5-49 employees),15,39,Male,Secondary,32,193932504.28964418,No,Yes
SME_0311,Retail/Wholesale,Mwanza,Small (5-49 employees),10,27,Male,Diploma,8,51821151.921903096,No,Yes
SME_0312,ICT/Business Services,Dar es Salaam,Small (5-49 employees),1,25,Female,University,38,334394906.17828506,No,Yes
SME_0313,ICT/Business Services,Arusha,Medium (50-99 employees),7,31,Male,Diploma,77,391325846.4123758,No,Yes
