date,country,total_cyber_incidents,mobile_money_fraud_incidents,sim_swap_incidents,phishing_incidents,data_breach_incidents,api_vulnerability_incidents,social_engineering_incidents,malware_incidents,ddos_incidents,account_takeover_incidents,transaction_fraud_incidents,identity_theft_incidents,card_skimming_incidents,search_mobile_money_fraud,search_sim_swap_fraud,search_fintech_scam,search_digital_payment_security,search_mobile_banking_safety,avg_incident_severity_score,cyber_risk_index
2019-11-30,Rwanda,3,2,1,0,0,0,0,0,0,0,0,0,0,40.36974500256391,27.121619518927655,21.63230077688698,28.78622562946237,41.411378228596554,5.77,1.73
2019-11-30,Zambia,6,1,2,0,0,2,0,0,0,0,1,0,0,30.97214766853242,23.107751374342193,29.80157825996054,94.24296555487233,60.8972003439507,4.99,3.0
2019-11-30,Botswana,5,1,2,0,0,0,1,0,0,1,0,0,0,44.025970559735654,29.566972390016094,29.34085393077867,29.102749105158015,49.008619819720806,9.05,4.53
2019-11-30,Ethiopia,19,6,2,2,5,0,1,1,0,1,0,1,0,51.54166557252468,12.825543141124454,30.12440052487376,30.565317535768216,47.75586442565825,5.24,9.96
2019-11-30,Senegal,11,1,2,3,1,0,1,2,1,0,0,0,0,24.048223355841596,16.223263039998734,21.367073679407284,42.941115077287975,63.54486859201228,6.94,7.64
2019-11-30,Ivory Coast,11,3,4,0,0,0,1,2,0,0,1,0,0,34.4988763754589,12.502408056898318,47.00408717717477,25.46315231897779,72.4032723649277,5.95,6.55
2019-11-30,Mali,2,0,0,0,1,1,0,0,0,0,0,0,0,78.97386231208685,6.411209423509881,44.90202716765886,44.170881674074025,60.02260466164213,6.43,1.29
2019-11-30,Burkina Faso,7,2,1,0,1,1,0,1,0,1,0,0,0,43.445731507253285,13.172080918043045,35.28002289985687,50.91300592520269,47.040114565115715,6.25,4.38
2019-11-30,Cameroon,7,1,1,0,3,1,1,0,0,0,0,0,0,18.623082915473766,12.7941768297595,39.23941615266862,54.56653966589292,63.46761191732586,5.06,3.54
2019-12-31,Nigeria,10,3,5,0,0,0,0,0,0,2,0,0,0,42.17337370624922,19.666478258015317,31.17575887657129,29.71878465109679,57.192932294874616,2.01,2.01
2019-12-31,Kenya,22,1,4,5,3,2,4,2,1,0,0,0,0,22.609512660989697,15.228400869306283,22.035820712250935,40.113174504524544,41.208193001356456,8.33,18.34
2019-12-31,South Africa,8,1,2,1,0,0,1,2,0,1,0,0,0,41.08696904110504,22.398673036030996,30.587396797069964,70.3755388017937,66.25488943891722,6.93,5.55
2019-12-31,Ghana,4,2,1,0,0,0,0,1,0,0,0,0,0,41.743725188395814,21.50425802898621,25.92035209496871,33.00776987162644,57.08472725926407,6.89,2.75
2019-12-31,Uganda,21,2,6,3,1,3,1,2,1,2,0,0,0,33.95127468612128,30.28057653279533,15.385797027874348,25.528414490101746,47.82960943115593,8.06,16.92
2019-12-31,Tanzania,7,3,0,1,1,1,0,0,0,1,0,0,0,56.92035477676394,20.81217709403658,22.964381554940836,29.724990943507883,51.62609491906931,6.74,4.72
2019-12-31,Rwanda,7,2,3,1,0,0,0,0,1,0,0,0,0,39.765487252290576,29.38072846551659,14.557597767141434,37.08139115921721,51.96031825774013,5.32,3.73
2019-12-31,Zambia,8,1,1,3,0,1,0,1,0,0,1,0,0,32.133577709298756,30.59286785788706,42.00868646003127,73.60283244609063,48.137768904774084,9.48,7.59
2019-12-31,Botswana,11,2,4,1,2,0,1,0,0,0,0,0,1,33.94206239824957,23.937269804168825,19.53394698622029,70.49501085185022,70.58414529682392,7.38,8.11
2019-12-31,Ethiopia,14,4,3,2,0,3,0,1,0,0,1,0,0,31.828844356469805,18.893981770014214,16.14712603289571,55.534842653116684,59.520630525167164,6.21,8.69
2019-12-31,Senegal,1,0,0,0,0,0,1,0,0,0,0,0,0,40.50152585261436,18.493794341771093,26.633907433500305,61.426172948974475,29.269014774897897,8.48,0.85
2019-12-31,Ivory Coast,4,2,0,0,1,0,1,0,0,0,0,0,0,38.81867013048221,13.86345658331069,37.15739227566681,44.93860606659009,66.92098416347488,5.55,2.22
2019-12-31,Mali,17,4,3,4,0,1,2,0,1,1,0,0,1,21.14082165190719,21.76585930283079,41.020680116832665,54.26149916093166,47.508952564979644,7.18,12.21
2019-12-31,Burkina Faso,7,2,0,0,1,1,0,1,0,2,0,0,0,41.832259501585845,17.71601044444631,14.004144744638042,61.7899334652788,39.9573917402474,7.27,5.09
2019-12-31,Cameroon,14,1,8,0,4,1,0,0,0,0,0,0,0,41.778505451404456,28.808033081667936,38.31735725764659,52.75897176884835,52.076232537510066,3.76,5.27
2020-01-31,Nigeria,33,12,7,5,2,3,0,2,0,2,0,0,0,26.888438840946584,25.104330829046955,24.117964239705557,41.38782141792403,68.52612920505993,7.85,25.91
2020-01-31,Kenya,24,7,3,4,3,1,0,1,2,2,0,1,0,31.794911269094726,6.1959359348810645,25.951593223416676,57.96254929065206,51.565288516900935,6.47,15.52
2020-01-31,South Africa,6,2,1,1,0,0,1,1,0,0,0,0,0,56.8527909409353,15.588415811006632,28.00490063732957,52.29791420432917,44.830607523277294,7.44,4.47
2020-01-31,Ghana,15,5,4,2,1,1,2,0,0,0,0,0,0,25.132034629393527,16.014454654456642,39.62999927773784,73.13043481586044,52.666453891631235,6.57,9.85
2020-01-31,Uganda,21,3,7,5,2,0,1,1,1,0,0,1,0,26.512010604734183,21.17400252625888,25.055542285586036,59.221250263826995,94.72371460214974,6.65,13.96
2020-01-31,Tanzania,16,3,1,2,6,1,1,1,1,0,0,0,0,49.3020123241877,23.366164367711956,16.17118785099929,30.9347517967728,79.46950238091485,5.08,8.13
2020-01-31,Rwanda,11,3,3,2,1,1,0,1,0,0,0,0,0,40.03410782372183,35.602329346759795,18.055356966778646,42.92742551954104,61.830244533420334,6.42,7.06
2020-01-31,Zambia,10,1,3,2,0,1,2,0,0,1,0,0,0,25.617654362776335,13.444252800304522,36.19602144948747,53.01233368793175,60.83105527724191,8.43,8.43
2020-01-31,Botswana,16,3,6,0,1,0,3,1,0,1,0,1,0,21.801468115167488,22.526175644927953,18.407620388404833,47.52085291784246,60.73553482540849,6.23,9.96
2020-01-31,Ethiopia,26,4,8,3,2,3,2,2,0,1,1,0,0,39.48539152887088,21.91745630351094,27.24105408488526,28.91906477153269,76.31298567590896,9.21,23.95
2020-01-31,Senegal,12,4,1,0,2,1,2,1,0,1,0,0,0,35.87520230526005,27.03145287148561,29.36279190680349,22.506459099191247,44.76045778468821,6.39,7.67
2020-01-31,Ivory Coast,25,6,6,5,3,1,3,0,1,0,0,0,0,39.882924362400516,3.2742774034622015,34.68428100261379,51.11978878152105,52.885351445104284,9.57,23.93
2020-01-31,Mali,16,6,2,1,1,2,1,0,1,2,0,0,0,29.039712092975474,16.748518967514517,27.243233756814153,56.15417346498112,61.854880582431605,3.84,6.14
2020-01-31,Burkina Faso,42,11,9,4,2,5,5,2,0,2,0,1,1,30.657760936224115,18.104690340592498,23.319073290480752,27.913725750846968,54.212834458745334,5.66,23.77
2020-01-31,Cameroon,19,2,2,4,3,4,1,2,0,0,0,0,1,41.67964717411772,17.584046786549422,36.04547546681032,21.488237386727914,57.67440367733946,6.98,13.26
2020-02-29,Nigeria,12,0,4,3,1,1,1,0,0,0,0,2,0,37.24156159090681,18.324635811508706,13.5280511993533,15.828809964854813,36.729826823902286,6.18,7.42
2020-02-29,Kenya,17,3,3,4,5,0,1,1,0,0,0,0,0,14.020275616927194,16.61487251808834,19.572972197012316,41.00288563323884,34.66399693560833,8.33,14.16
2020-02-29,South Africa,14,2,3,3,1,1,4,0,0,0,0,0,0,28.187592982863034,10.858012726031756,12.99256450630897,31.59578367586217,53.68098481763813,4.75,6.65
2020-02-29,Ghana,13,3,3,2,0,2,0,1,1,0,0,1,0,27.505057120105242,18.43532897929458,30.265786014950223,21.661037005837386,39.64174421293537,5.7,7.41
2020-02-29,Uganda,9,2,1,2,0,1,2,0,0,0,1,0,0,7.4806263601715735,20.972961102568654,26.708700738894297,35.61993172221296,42.29074688205703,8.11,7.3
2020-02-29,Tanzania,23,4,4,3,3,3,2,2,0,0,0,1,1,17.6549841326674,21.197920032207808,17.22639225328768,47.82055200432819,46.04120889588518,9.96,22.9
2020-02-29,Rwanda,14,2,5,1,1,0,3,1,0,0,1,0,0,18.76117643022689,20.40992404624971,10.552966519139275,30.017434785136743,40.34027411072232,6.67,9.33
2020-02-29,Zambia,17,5,4,2,1,1,1,1,1,1,0,0,0,13.655520624248508,10.833525208787549,15.532061240119969,36.3128911882407,40.7575934319838,8.51,14.47
2020-02-29,Botswana,11,3,1,1,1,2,2,0,1,0,0,0,0,28.264422774694047,17.753987861368316,23.113416654821165,25.092155806374294,41.49363482271189,7.05,7.75
2020-02-29,Ethiopia,12,2,4,3,0,2,0,0,1,0,0,0,0,21.589851546588598,17.009594775869616,14.946256710124096,45.146313198622536,51.51219640785614,7.33,8.8
2020-02-29,Senegal,4,1,2,0,0,1,0,0,0,0,0,0,0,14.242807780244599,16.058001902942536,20.637706066242856,56.678416057512,31.398073045775018,9.94,3.98
2020-02-29,Ivory Coast,20,6,2,3,4,0,3,1,0,0,0,1,0,19.162683009430985,9.887073248639542,17.879270361879893,35.28674116383559,37.35828990084666,6.41,12.82
2020-02-29,Mali,17,2,8,1,0,2,1,1,0,1,0,1,0,17.03677117580202,24.136307524785067,8.412417830159388,31.57395563634662,40.84323827242234,8.98,15.26
2020-02-29,Burkina Faso,18,3,4,2,0,4,3,1,0,0,0,1,0,30.923256979017896,15.1695039206273,12.7070671819163,20.198028992661158,25.103625785638908,8.68,15.63
2020-02-29,Cameroon,2,2,0,0,0,0,0,0,0,0,0,0,0,35.02274107541987,12.758876918499253,15.154247695138725,11.372922291007,41.03438129308106,9.56,1.91
2020-03-31,Nigeria,12,3,6,1,2,0,0,0,0,0,0,0,0,31.586239325421644,16.12880761555877,20.123292763535602,23.295607672661,53.03507931934759,7.5,9.0
2020-03-31,Kenya,5,1,0,0,0,0,1,0,1,1,1,0,0,24.87265723998206,19.58005159895545,14.944117814422793,31.25615589622395,29.436720006942586,4.91,2.46
2020-03-31,South Africa,7,2,0,0,3,0,1,0,0,1,0,0,0,21.700689454268158,16.285994851779638,18.315343778288508,35.09456221633674,36.743889478514966,6.25,4.38
2020-03-31,Ghana,10,1,3,1,1,1,2,1,0,0,0,0,0,17.049098601321173,17.10095771447496,14.004512338135608,36.17204452098002,27.355015930450342,3.81,3.81
2020-03-31,Uganda,12,1,2,2,4,0,2,0,1,0,0,0,0,20.47590969425883,20.98593242311214,9.667530357597947,30.435112911069847,36.69021826386394,6.92,8.3
2020-03-31,Tanzania,8,2,1,0,1,2,0,0,0,0,1,1,0,37.87024684587499,19.141148450923115,27.636031694225885,29.444725855696902,38.500592809208904,4.35,3.48
2020-03-31,Rwanda,8,3,0,2,0,0,1,0,0,0,0,1,1,23.27512337145582,13.140710588606673,14.900768648237602,38.83429604939546,56.536172684922846,6.71,5.37
2020-03-31,Zambia,10,2,3,1,3,1,0,0,0,0,0,0,0,32.60012662935716,16.215023610272,9.271096080770484,32.64463218334476,43.01700008901736,6.76,6.76
2020-03-31,Botswana,13,4,4,1,1,2,0,1,0,0,0,0,0,29.571267101750244,18.923907920070945,24.350652940311228,31.00811383324193,50.93697640691441,6.31,8.21
2020-03-31,Ethiopia,22,4,4,5,2,1,4,1,1,0,0,0,0,17.926732160449856,2.0579168389790006,20.41837486161298,46.3942750155321,29.86194067360137,7.77,17.1
2020-03-31,Senegal,6,0,4,0,1,1,0,0,0,0,0,0,0,26.3780350912883,18.357655858645266,30.69621951571483,45.65004760896871,47.60846654311478,6.59,3.95
2020-03-31,Ivory Coast,10,2,3,2,0,1,1,0,1,0,0,0,0,25.775761414086798,14.278560286816301,17.697391402498884,39.31163096102906,27.918211763544118,6.12,6.12
2020-03-31,Mali,14,3,3,4,1,1,2,0,0,0,0,0,0,26.35875757799224,6.5527133084240266,21.35324227328126,30.59515512821993,32.95177829002017,10.0,14.0
2020-03-31,Burkina Faso,27,8,6,4,2,2,1,1,0,2,0,0,1,40.38756635859963,11.126925149907091,8.175718734229168,29.344835111569765,20.245122287828625,7.63,20.59
2020-03-31,Cameroon,13,3,2,4,0,1,1,1,0,1,0,0,0,28.01673674993981,14.500151100915485,8.830542673772218,25.874981602263517,38.73263964214094,5.43,7.06
2020-04-30,Nigeria,16,1,1,5,1,0,2,3,0,1,0,1,1,38.47663796813519,24.21949346000975,11.353036536636079,21.534161145428033,37.236803648735524,5.28,8.44
2020-04-30,Kenya,23,5,5,5,1,1,4,0,0,2,0,0,0,42.63383175436512,11.148085306419382,11.389032293693385,37.31072281439151,51.44759611452297,5.09,11.71
2020-04-30,South Africa,4,1,0,1,1,0,0,0,1,0,0,0,0,32.69589751257473,13.814940149936861,25.249301675965974,38.35121405859831,30.490892703127678,6.98,2.79
2020-04-30,Ghana,16,5,3,1,2,0,1,1,0,3,0,0,0,22.555047111453497,18.168305123870294,15.112602277722651,55.144096080470796,20.88359449348243,8.47,13.55
2020-04-30,Uganda,18,7,4,4,1,0,2,0,0,0,0,0,0,17.709317575263228,8.906423356625622,27.123804889154513,44.2430053756528,46.49364684337527,7.72,13.89
2020-04-30,Tanzania,8,5,1,1,1,0,0,0,0,0,0,0,0,21.05484115396681,20.274295346054434,18.691799187335445,26.885105501090912,29.056352024498565,5.62,4.49
2020-04-30,Rwanda,8,1,2,0,1,1,0,1,1,0,1,0,0,17.95396728317816,23.99362509175656,14.853592756657275,54.87449902468755,37.569388011191336,6.5,5.2
2020-04-30,Zambia,7,4,1,0,1,0,0,1,0,0,0,0,0,33.839535377847774,3.2133288770026063,16.395360285609993,25.810280239295466,39.65478200168689,3.2,2.24
2020-04-30,Botswana,7,4,1,0,0,1,0,0,0,0,1,0,0,12.657574254056803,14.196844402372529,16.61078234125884,23.40504416296095,38.24621544101309,7.24,5.07
2020-04-30,Ethiopia,22,3,6,3,1,0,0,4,0,2,2,0,1,32.4920329338439,6.459403026959352,38.46386421574731,45.71893554040554,37.44559785844791,6.04,13.29
2020-04-30,Senegal,15,4,2,2,1,5,0,0,0,0,0,1,0,18.145185078977605,9.369730195444749,18.205615251392555,28.543426898118337,47.978437798957664,3.71,5.57
2020-04-30,Ivory Coast,2,1,1,0,0,0,0,0,0,0,0,0,0,29.466691385693643,24.283237182809774,16.627638202345672,38.893503252230204,21.96137207437635,2.91,0.58
2020-04-30,Mali,17,5,3,6,1,0,1,0,0,0,0,1,0,36.62620380834036,14.60884670470741,7.106715589294998,45.704811196780646,34.10107682244392,7.55,12.83
2020-04-30,Burkina Faso,9,3,2,1,2,0,1,0,0,0,0,0,0,16.26699862272718,16.16924012894799,27.248103914918616,24.967254174799706,54.24495821246948,6.36,5.73
2020-04-30,Cameroon,16,6,5,1,1,1,1,0,1,0,0,0,0,12.412401919182251,8.894612679559662,19.32008223589654,11.07045387824892,29.93409583590229,5.62,8.99
2020-05-31,Nigeria,28,8,6,2,4,0,3,2,0,2,0,1,0,23.332254315676735,21.033040774319574,9.309825003872467,22.33892758187966,41.26267736234068,5.02,14.06
2020-05-31,Kenya,11,2,5,3,1,0,0,0,0,0,0,0,0,15.902569793579518,10.535852013409603,30.730533593748902,35.39249307522522,41.01685395447298,6.66,7.32
2020-05-31,South Africa,7,2,0,1,1,1,1,0,1,0,0,0,0,10.695476039695738,19.65967271158155,27.67656588136267,48.007051598427296,56.0409125347724,7.13,4.99
2020-05-31,Ghana,19,2,3,4,2,1,2,1,1,1,0,2,0,28.233702922218658,18.579363723454797,21.589241352054223,31.111181897492358,45.91442151751855,7.52,14.29
2020-05-31,Uganda,18,1,5,1,2,2,2,1,2,1,0,0,1,41.33655722342304,16.47639970310434,14.564506016548998,36.885535027891294,41.761898225026926,5.5,9.9
2020-05-31,Tanzania,2,0,0,0,0,2,0,0,0,0,0,0,0,33.97762854158172,16.84886718557528,15.636545237968168,39.0606083217337,30.973003357774665,7.92,1.58
2020-05-31,Rwanda,12,4,3,2,2,1,0,0,0,0,0,0,0,35.56849390682774,16.761452220831433,13.89760518370896,28.501891994645106,39.283531141883515,8.12,9.75
2020-05-31,Zambia,10,5,2,0,1,0,2,0,0,0,0,0,0,22.193204559388203,3.9082611997445937,29.587907753579294,21.967345014582968,52.55403609459896,7.92,7.92
2020-05-31,Botswana,7,2,2,2,0,0,0,1,0,0,0,0,0,30.566910712750282,20.867211383162225,18.092186950467337,30.91281551708166,45.001430331138835,4.46,3.13
2020-05-31,Ethiopia,12,5,2,1,1,0,1,1,0,0,0,0,1,34.19737615102998,16.482884692651524,28.873560578315818,38.46473603611803,28.42883381286729,4.5,5.4
2020-05-31,Senegal,4,1,1,1,0,0,0,0,0,0,1,0,0,28.726186547926588,24.336121021561574,28.702640313356248,43.48623422060114,49.79185435589733,7.46,2.98
2020-05-31,Ivory Coast,10,3,1,2,0,0,1,2,0,0,1,0,0,32.049173766506954,15.006628443672037,22.767946897716268,23.509172539817456,34.10667768572638,5.81,5.81
2020-05-31,Mali,20,4,4,3,1,4,1,2,0,1,0,0,0,28.912671025205942,15.754359356377352,22.66214789681081,23.86494440658024,34.09325438115148,5.64,11.28
2020-05-31,Burkina Faso,6,2,0,0,1,0,0,0,2,1,0,0,0,35.77314745147585,8.693940740738455,33.80967528302663,39.982119227876865,50.338907890683906,8.7,5.22
2020-05-31,Cameroon,5,2,1,1,1,0,0,0,0,0,0,0,0,17.97220958926352,18.712294567963102,15.536887205468252,37.60019742757144,36.96649932522866,6.17,3.09
2020-06-30,Nigeria,33,11,7,3,1,2,5,2,1,0,1,0,0,29.23787112570525,16.19720430767578,15.552948444208488,47.18636424881904,41.5482509066422,7.48,24.69
2020-06-30,Kenya,13,5,1,3,4,0,0,0,0,0,0,0,0,21.903345134812437,19.333413819783143,24.653183327925074,42.085509639578156,58.304262137587514,5.91,7.68
2020-06-30,South Africa,11,2,4,1,0,1,3,0,0,0,0,0,0,18.701163717408306,28.923263447650893,19.242285433796326,53.975281720997806,50.51364100377327,5.02,5.53
2020-06-30,Ghana,22,6,2,3,3,6,1,1,0,0,0,0,0,26.975036774220616,23.558891250631294,25.92076943634844,66.9103497410416,30.27582164622686,4.75,10.46
2020-06-30,Uganda,7,3,0,0,1,0,1,0,2,0,0,0,0,43.842672055698145,14.925754555939838,24.469257094693774,37.54104411857192,61.75233090016098,2.24,1.57
2020-06-30,Tanzania,3,1,0,1,0,1,0,0,0,0,0,0,0,33.98010576518991,21.839420405901194,12.946559764459595,37.578360207714546,62.40910753844288,7.4,2.22
2020-06-30,Rwanda,12,7,1,1,1,1,1,0,0,0,0,0,0,46.78632877496192,15.655608513550868,22.038495356286855,79.98972369533662,46.06691547285991,4.44,5.33
2020-06-30,Zambia,21,5,2,4,2,3,1,0,1,3,0,0,0,45.9873784091859,12.862980956029498,24.298755021877145,51.393208583187324,28.423978674995123,7.22,15.16
2020-06-30,Botswana,13,2,2,6,0,1,1,0,0,0,0,0,1,29.205935770593666,19.458550365964193,31.99097245211566,49.58733010078743,45.70953336536184,6.2,8.06
2020-06-30,Ethiopia,15,3,4,3,1,3,0,1,0,0,0,0,0,29.628068208100387,14.349895411923974,28.977254581469193,47.89876010904951,52.28367311120311,6.62,9.93
2020-06-30,Senegal,5,1,1,0,2,0,0,0,0,1,0,0,0,39.66870912572802,21.10796865834871,24.220119923301898,37.62867371617082,47.02899194804774,1.74,0.87
2020-06-30,Ivory Coast,15,4,2,4,1,0,3,0,0,1,0,0,0,24.005776509565642,0.0,25.08068476281542,34.02133832783054,52.58556605275962,9.5,14.25
2020-06-30,Mali,13,1,2,4,0,2,0,2,0,1,0,1,0,37.49926902346263,12.201695584390796,26.193885178585877,56.734094016211,45.600205217318646,4.96,6.44
2020-06-30,Burkina Faso,14,5,4,1,3,0,0,1,0,0,0,0,0,22.14789990157952,25.25209206501182,23.716375836259704,37.11652409863825,62.001419918438486,6.35,8.89
2020-06-30,Cameroon,16,3,6,1,0,1,1,0,1,1,1,0,1,34.867394612499425,17.65562780955578,12.278232560057395,31.806082454293314,44.847039027761944,4.11,6.57
2020-07-31,Nigeria,14,3,4,1,2,0,2,0,1,0,1,0,0,21.605417775936782,21.765637785370984,21.65213730830912,39.720401116660845,45.79375328208948,5.23,7.32
2020-07-31,Kenya,24,7,9,1,2,0,0,0,5,0,0,0,0,35.64341652612226,21.71843270821721,7.9449381100349665,43.3389011500235,42.37804663967621,5.36,12.87
2020-07-31,South Africa,11,1,2,4,1,1,1,0,0,1,0,0,0,34.60186515292245,2.251097661755328,45.41168155322887,49.64677576647662,49.78652164701229,8.27,9.1
2020-07-31,Ghana,3,0,0,1,1,0,1,0,0,0,0,0,0,25.43236373755295,13.043328049712747,18.22908156252422,22.551994113461042,47.08954259177972,3.97,1.19
2020-07-31,Uganda,10,0,3,0,3,1,1,1,0,0,0,1,0,27.713731823578964,21.504788908912868,29.156477307582556,31.278328218340377,43.027528059537794,7.17,7.17
2020-07-31,Tanzania,24,3,7,3,5,2,0,3,0,0,0,0,1,19.78348793455345,17.9409311480977,9.8165564202246,25.87131711643384,56.0509349793225,7.41,17.77
2020-07-31,Rwanda,7,3,1,0,0,0,1,0,2,0,0,0,0,42.72265046819556,22.96269257139461,25.326984222912195,23.68436638397679,50.53675880964791,8.09,5.67
2020-07-31,Zambia,27,5,8,5,1,2,1,1,0,1,2,1,0,39.30766144213533,20.82811494496637,20.91453176798445,38.03438459301974,45.79356840220055,6.78,18.31
2020-07-31,Botswana,16,7,1,2,2,1,0,1,1,0,1,0,0,33.50756085326701,12.49706705177371,29.62638802327844,57.24644169825956,50.377579813630504,7.22,11.55
2020-07-31,Ethiopia,19,7,3,1,3,1,2,0,0,1,0,0,1,15.8684440989428,9.75699105060804,35.579144870676636,43.66787405606802,52.67525428910385,3.17,6.02
2020-07-31,Senegal,18,5,3,3,1,0,1,3,0,1,0,0,1,47.11156047895022,8.216656786516175,24.464205805383745,31.8205711804186,54.25803030683823,6.24,11.23
2020-07-31,Ivory Coast,18,3,8,2,2,0,1,0,1,1,0,0,0,30.41071586039347,20.96508128568477,29.600330911212318,41.09833221197392,42.309827315062215,6.78,12.21
2020-07-31,Mali,17,3,4,4,2,1,2,1,0,0,0,0,0,35.16897558927794,22.294405447025042,44.11263996489259,73.46536648852002,39.75941588396045,8.94,15.19
2020-07-31,Burkina Faso,10,3,2,4,0,0,0,0,1,0,0,0,0,36.9990109920227,20.106992805762506,26.869945948402062,38.09306431581651,33.401030350371485,4.82,4.82
2020-07-31,Cameroon,16,3,3,2,4,2,1,1,0,0,0,0,0,29.477192261178573,15.376755318312687,10.343434576168454,30.87722412944753,58.67449477402829,8.88,14.21
2020-08-31,Nigeria,33,8,5,2,6,1,4,2,3,1,0,1,0,12.520701333100645,13.765359101427808,12.307549600005457,66.53906992405129,46.61868367292113,5.98,19.74
2020-08-31,Kenya,17,4,1,6,2,1,2,0,1,0,0,0,0,31.935867889240846,11.820166351338385,24.38706546171847,26.538883311584364,48.97299051480989,5.78,9.82
2020-08-31,South Africa,2,0,0,2,0,0,0,0,0,0,0,0,0,18.157311129255305,6.608861819612572,30.2917172226227,64.31050934550325,39.18235551347569,4.01,0.8
2020-08-31,Ghana,13,2,4,1,0,1,0,0,2,2,1,0,0,38.10085929256068,20.355804693905807,27.810118397477435,19.21598639885072,48.60273238998817,7.22,9.39
2020-08-31,Uganda,14,2,1,8,0,2,0,1,0,0,0,0,0,38.71643821081967,18.740878854987564,22.955999471835533,38.95606709062124,56.95933637522588,6.99,9.78
2020-08-31,Tanzania,20,2,5,3,1,2,2,2,1,0,2,0,0,43.479993024963804,12.047738635337197,19.348960713662027,25.45653969701825,51.07295854399225,8.55,17.11
2020-08-31,Rwanda,9,1,4,0,1,2,0,0,0,1,0,0,0,32.44249399129652,14.269383883000792,17.263962682620356,6.648381005655172,45.26366364258145,8.66,7.79
2020-08-31,Zambia,15,3,5,2,1,1,1,1,0,0,0,1,0,33.833448976503654,20.16236037010848,28.23601796842789,46.18989211397918,41.91589608875933,5.73,8.59
2020-08-31,Botswana,11,4,1,3,1,1,1,0,0,0,0,0,0,19.86210432031999,16.458329249269312,26.58579192911663,71.78245499768386,31.226334258908434,8.3,9.13
2020-08-31,Ethiopia,23,8,3,3,4,3,1,1,0,0,0,0,0,24.829692736352406,15.199447128291355,11.542930771347686,30.22537348888607,34.39403571832375,5.88,13.53
2020-08-31,Senegal,21,3,4,5,1,0,1,4,1,0,1,1,0,18.48263745513395,22.19351811048473,20.55766955213432,53.280365431546045,30.354125385224993,4.61,9.67
2020-08-31,Ivory Coast,12,4,2,2,1,0,2,0,0,1,0,0,0,21.185163201506004,25.93646680131081,22.579369440600342,43.14585890316719,57.10589299396331,7.54,9.05
2020-08-31,Mali,17,2,4,2,1,3,0,3,0,1,0,0,1,28.270264018820455,26.228848692845535,15.730573829701587,35.501704354614766,55.85406903267767,6.64,11.29
2020-08-31,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,32.018909186131154,19.19036110306492,23.92286823156483,34.54429276000003,50.61362807698471,7.21,0.0
2020-08-31,Cameroon,6,1,2,1,2,0,0,0,0,0,0,0,0,20.347007860653147,12.142521291272788,21.50471945386896,37.66744254636203,58.941981342160446,5.5,3.3
2020-09-30,Nigeria,20,7,4,1,2,1,2,1,2,0,0,0,0,21.104189598495946,18.10074390207732,0.0,48.63764610040445,30.874922256059648,7.11,14.22
2020-09-30,Kenya,17,8,2,0,2,0,0,1,1,1,2,0,0,21.08891104765047,22.944701642220416,11.304274265155396,21.49295463161637,29.03779675131435,6.4,10.88
2020-09-30,South Africa,21,4,3,5,2,4,0,1,2,0,0,0,0,12.899768277608995,8.346474343345369,4.754225874637186,26.60702551852055,41.61698526704753,6.65,13.97
2020-09-30,Ghana,2,1,0,1,0,0,0,0,0,0,0,0,0,19.96754614913276,15.98371161882853,20.435818994305325,25.25041779581546,31.42261119213,4.14,0.83
2020-09-30,Uganda,12,3,2,3,1,0,0,2,0,1,0,0,0,16.63136787317398,18.418547684540147,19.627302009375583,23.242856627072307,36.03789657718897,1.89,2.27
2020-09-30,Tanzania,17,3,3,2,1,0,3,1,0,1,2,1,0,4.165224518282361,12.37270792896553,15.116684845736605,23.55134655074495,35.84824718836288,4.81,8.18
2020-09-30,Rwanda,10,3,2,0,1,1,1,1,0,0,0,0,1,30.277199984658964,20.450917355102234,14.763327547648469,11.392099229288064,39.78755220723758,6.94,6.94
2020-09-30,Zambia,10,1,4,0,2,1,0,0,1,0,1,0,0,34.47344813093772,20.18078630569252,20.28767467353244,42.17517241074329,45.28774678358886,6.32,6.32
2020-09-30,Botswana,9,2,1,2,0,1,1,0,1,1,0,0,0,13.943859450460499,12.581914302222817,25.89246542348809,22.385359642609966,14.682306837491865,6.16,5.54
2020-09-30,Ethiopia,19,3,6,4,1,1,1,0,0,1,1,1,0,18.14921185375037,11.941831316527205,27.83042633907948,35.15652049252343,38.20748974643088,6.33,12.04
2020-09-30,Senegal,17,8,2,1,2,0,1,1,0,2,0,0,0,11.63064182004748,25.179367675908964,23.282846547039274,29.096517141566203,53.28056888986968,5.04,8.57
2020-09-30,Ivory Coast,7,1,1,3,0,2,0,0,0,0,0,0,0,10.284787326506168,0.0,21.469408737884436,31.835179548423824,43.982209514202935,6.12,4.29
2020-09-30,Mali,20,5,2,2,2,2,3,0,1,0,2,1,0,28.12902301546181,20.83754911493223,14.932246886725487,27.26791679573619,12.608597938625273,8.28,16.56
2020-09-30,Burkina Faso,6,3,1,0,0,1,1,0,0,0,0,0,0,13.451543726530197,18.43437611601447,23.403180185765503,31.09641290811723,56.19813234242322,5.57,3.34
2020-09-30,Cameroon,16,5,3,4,0,1,2,0,0,0,0,0,1,26.39040931901871,24.969314696162975,16.811777313076536,34.39796878839341,27.49926482029075,7.42,11.87
