firm_id,survey_date,subsector,ownership_type,firm_age,num_employees,firm_size,total_assets_mn,export_intensity,knowledge_acquisition,knowledge_assimilation,knowledge_transformation,knowledge_exploitation,knowledge_absorption_avg,task_quality,task_efficiency,task_innovation,task_performance_avg,product_innovation,process_innovation,marketing_innovation,organizational_innovation,innovation_avg,fdi_ownership_pct,roi_pct,roa_pct,revenue_growth_pct,market_share_pct,operational_efficiency,productivity_index,skilled_labor_ratio,training_hours_per_emp,management_quality,iot_adoption,rd_spend_pct,tech_sophistication,erp_adoption,liquidity_ratio,access_to_credit,investment_capacity_mn,tax_incentives_eff,regulatory_stability,infrastructure_support,trade_facilitation,investment_protection,bureaucratic_burden,corruption_experience,policy_consistency,govt_support_utilized,policy_effectiveness_index,fdi_composite,performance_composite,fdi_x_policy,performance_adjusted,fdi_x_policy_x_size
FIRM_0055,2024-08-20,Fish Processing,Foreign Subsidiary,12.0,177,Medium,1234.1,16.6,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.33,5.0,5.0,3.0,3.0,4.0,99.3,44.31,30.81,47.16,10.98,5.0,150.0,56.6,67.2,4.0,1,3.82,5.0,1,0.93,3.0,193.84,6.0,7.0,6.0,5.0,6.0,3.0,3.0,4.0,1,5.5,0.8578999999999999,0.9378,4.718449999999999,1.1570399803753222,3.1613614999999995
FIRM_0056,2024-07-05,Oil & Fats,Foreign Majority,15.0,148,Medium,411.14,78.6,3.0,5.0,4.0,5.0,4.25,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.75,81.8,50.0,32.61,55.03,13.76,4.0,150.0,32.3,58.6,3.0,1,4.17,5.0,0,1.78,3.0,137.1,6.0,7.0,5.0,7.0,7.0,2.0,2.0,6.0,1,6.25,0.8754,0.906525,5.4712499999999995,1.227154509368798,3.6657375
FIRM_0057,2024-03-24,Dairy Processing,Fully Nigerian,42.0,41,Small,133.75,24.9,4.0,3.0,3.0,4.0,3.5,4.0,5.0,5.0,4.67,4.0,4.0,5.0,5.0,4.5,0.0,37.43,27.34,39.49,1.94,5.0,150.0,39.5,55.3,5.0,0,3.85,5.0,0,1.35,3.0,0.0,5.0,4.0,5.0,6.0,5.0,2.0,3.0,5.0,1,5.12,0.5599999999999999,0.9119250000000001,2.8672,0.9899591500351997,0.946176
FIRM_0058,2024-07-08,Grain Milling,Fully Nigerian,5.0,39,Small,184.41,35.8,3.0,3.0,2.0,3.0,2.75,4.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,0.0,37.8,28.53,27.43,2.16,3.0,150.0,38.2,43.9,3.0,1,2.77,4.0,1,1.54,3.0,42.43,5.0,4.0,5.0,4.0,6.0,2.0,3.0,5.0,1,5.0,0.40249999999999997,0.815825,2.0124999999999997,0.7947625038885607,0.664125
FIRM_0059,2024-06-30,Dairy Processing,Joint Venture,27.0,53,Medium,451.69,14.1,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.67,4.0,3.0,4.0,3.0,3.5,56.6,33.23,23.69,48.1,14.55,5.0,,47.0,57.7,4.0,1,3.0,3.0,1,1.75,4.0,17.76,5.0,4.0,5.0,4.0,6.0,3.0,3.0,5.0,0,4.88,0.6248,0.8923,3.049024,0.9407040838306118,2.0428460800000003
FIRM_0060,2024-04-17,Beverages,Joint Venture,10.0,98,Medium,657.55,25.6,3.0,3.0,3.0,2.0,2.75,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.5,51.4,38.3,31.62,46.63,6.83,3.0,150.0,30.1,61.8,4.0,1,3.29,4.0,1,0.5,4.0,122.81,4.0,7.0,5.0,5.0,6.0,3.0,3.0,3.0,1,5.0,0.5917,0.8248,2.9585,0.8789200478177935,1.9821950000000002
FIRM_0061,2024-05-16,Beverages,Joint Venture,12.0,97,Medium,636.43,52.4,4.0,4.0,3.0,3.0,3.5,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.5,46.1,34.63,25.62,32.3,10.22,4.0,150.0,55.9,63.0,5.0,1,2.85,4.0,0,0.61,2.0,0.0,6.0,2.0,4.0,5.0,4.0,4.0,3.0,5.0,1,4.38,0.6283,0.850625,2.751954,0.839877573877618,
FIRM_0062,2024-02-06,Beverages,Fully Nigerian,21.0,82,Medium,422.29,48.2,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.67,3.0,4.0,5.0,2.0,3.5,0.0,33.83,26.42,41.84,11.47,4.0,150.0,23.3,59.2,4.0,0,3.29,5.0,0,0.54,4.0,24.76,6.0,5.0,5.0,6.0,5.0,3.0,3.0,5.0,1,5.25,0.45499999999999996,0.850625,2.38875,0.8631321460119965,1.6004625000000001
FIRM_0063,2024-03-28,Bakery Products,Fully Nigerian,5.0,88,Medium,510.43,26.4,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.67,2.0,4.0,5.0,4.0,3.75,0.0,37.24,26.47,53.37,15.82,4.0,150.0,25.5,59.2,4.0,0,3.16,3.0,1,1.4,4.0,106.95,6.0,5.0,5.0,6.0,6.0,3.0,,3.0,1,5.12,0.4724999999999999,0.859275,2.4191999999999996,0.8385122798935741,1.6208639999999999
FIRM_0064,2024-09-30,Beverages,Fully Nigerian,17.0,303,Large,674.18,22.4,3.0,3.0,2.0,3.0,2.75,4.0,4.0,3.0,3.67,4.0,4.0,5.0,3.0,4.0,0.0,46.28,34.42,40.83,21.9,4.0,150.0,53.1,53.0,3.0,0,3.21,4.0,1,0.5,5.0,2.46,7.0,7.0,2.0,5.0,5.0,1.0,3.0,6.0,1,5.5,0.4725,0.90175,2.59875,0.948100117158913,
FIRM_0065,2024-05-05,Beverages,Foreign Majority,14.0,695,Large,4067.47,41.5,3.0,4.0,3.0,3.0,3.25,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,3.25,59.3,41.15,26.41,33.15,21.4,4.0,150.0,40.8,41.1,3.0,1,3.0,4.0,0,2.14,5.0,1398.12,5.0,6.0,4.0,5.0,,4.0,3.0,4.0,1,4.75,0.6329,0.8689,3.006275,0.9276588101853126,
FIRM_0066,2024-03-24,Fish Processing,Joint Venture,18.0,10,Micro,132.07,32.1,4.0,4.0,3.0,3.0,3.5,3.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,3.75,46.5,36.69,24.31,45.18,1.42,5.0,150.0,51.4,72.0,5.0,0,3.43,4.0,0,0.59,2.0,0.0,5.0,3.0,4.0,6.0,5.0,2.0,3.0,5.0,0,4.88,0.6469999999999999,0.9025,3.1573599999999993,0.9757879878680206,0.0
FIRM_0067,2024-08-24,Dairy Processing,Foreign Majority,15.0,10,Micro,124.49,83.6,3.0,4.0,3.0,3.0,3.25,4.0,4.0,3.0,3.67,4.0,2.0,3.0,3.0,3.0,74.9,40.62,29.48,32.33,1.26,4.0,150.0,58.1,70.5,4.0,1,2.68,5.0,0,0.5,3.0,0.0,7.0,7.0,5.0,7.0,6.0,1.0,3.0,5.0,1,6.12,0.6622,0.8752500000000001,4.052664,1.0517506486147357,
FIRM_0068,2024-07-13,Bakery Products,Foreign Majority,60.0,455,Large,3336.78,24.3,4.0,5.0,4.0,5.0,4.5,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.25,57.6,47.09,33.99,36.87,31.66,4.0,150.0,51.2,62.7,4.0,1,3.44,5.0,1,0.61,4.0,270.84,5.0,3.0,5.0,4.0,6.0,2.0,3.0,4.0,1,4.75,0.7853,0.9027000000000001,3.730175,1.0638082384387777,3.730175
FIRM_0069,2024-05-18,Dairy Processing,Nigerian Majority JV,7.0,18,Small,112.1,15.5,3.0,3.0,,4.0,3.75,4.0,4.0,5.0,4.33,4.0,4.0,4.0,5.0,4.25,20.1,43.3,31.83,51.8,2.86,5.0,150.0,38.9,53.8,5.0,0,4.52,3.0,0,0.64,2.0,0.0,5.0,6.0,2.0,7.0,5.0,3.0,2.0,,1,5.0,0.6203,0.937825,3.1014999999999997,1.0527710890874746,1.023495
FIRM_0070,2024-04-22,Other Food,Fully Nigerian,8.0,42,Small,168.36,21.0,3.0,3.0,4.0,3.0,3.25,4.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,0.0,38.25,30.08,27.57,2.08,5.0,150.0,33.8,58.6,4.0,0,3.67,3.0,0,0.72,3.0,12.73,6.0,6.0,3.0,4.0,4.0,3.0,3.0,6.0,1,4.88,0.5075,0.920825,2.4766,0.9371988467247835,0.8172780000000001
FIRM_0071,2024-06-15,Bakery Products,Foreign Majority,7.0,36,Small,325.66,16.0,4.0,4.0,,5.0,4.5,4.0,4.0,5.0,4.33,4.0,4.0,4.0,3.0,3.75,68.8,50.0,30.73,32.44,3.34,,150.0,53.4,70.5,3.0,0,3.06,,0,0.74,3.0,71.3,6.0,7.0,4.0,6.0,7.0,1.0,3.0,5.0,1,5.88,0.7838999999999999,0.9018250000000001,4.609331999999999,1.132813437794088,1.5210795599999998
FIRM_0072,2024-01-29,Grain Milling,Joint Venture,8.0,7,Micro,74.88,36.4,4.0,3.0,4.0,3.0,3.5,3.0,3.0,5.0,3.67,5.0,4.0,4.0,4.0,4.25,44.7,35.66,22.04,40.96,1.42,4.0,150.0,42.9,53.0,4.0,0,3.76,4.0,0,1.74,2.0,27.55,6.0,5.0,5.0,7.0,6.0,3.0,3.0,5.0,1,5.5,0.6766,0.84425,3.7213,0.9469632572369419,0.0
FIRM_0073,2024-04-27,Dairy Processing,Foreign Majority,7.0,426,Large,2291.54,10.5,4.0,4.0,5.0,4.0,4.25,5.0,4.0,5.0,4.67,4.0,4.0,5.0,5.0,4.5,73.4,42.38,30.35,41.81,36.66,4.0,150.0,67.1,50.0,5.0,0,3.94,3.0,1,1.05,4.0,322.99,4.0,4.0,6.0,4.0,6.0,2.0,2.0,5.0,0,5.12,0.8327,0.8818250000000001,4.263424,1.1207729941342723,4.263424
FIRM_0074,2024-01-17,Bakery Products,Joint Venture,32.0,125,Medium,385.18,57.5,4.0,5.0,3.0,3.0,3.75,4.0,3.0,4.0,3.67,4.0,4.0,4.0,3.0,3.75,58.5,40.51,26.18,48.48,4.81,5.0,150.0,34.4,60.6,5.0,0,3.03,3.0,0,0.5,4.0,28.57,6.0,4.0,3.0,7.0,6.0,1.0,2.0,4.0,1,5.38,0.7004999999999999,0.916725,3.7686899999999994,1.0462794848550712,2.5250223
FIRM_0075,2024-06-10,Fruits & Vegetables,Foreign Subsidiary,38.0,74,Medium,216.8,42.2,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.33,3.0,5.0,5.0,4.0,4.25,97.5,37.68,36.51,56.51,8.73,4.0,150.0,69.5,65.5,4.0,0,3.87,4.0,1,0.63,3.0,0.0,4.0,7.0,4.0,5.0,6.0,3.0,,5.0,1,5.12,0.87,0.885475,4.4544,1.1253738686012755,2.984448
FIRM_0076,2024-07-24,Bakery Products,Nigerian Majority JV,8.0,5,Micro,96.51,37.9,4.0,4.0,1.0,2.0,2.75,3.0,2.0,4.0,3.0,3.0,2.0,5.0,4.0,3.5,36.0,28.33,21.38,35.0,0.77,4.0,150.0,49.0,54.8,3.0,1,3.63,5.0,0,0.53,2.0,,6.0,7.0,4.0,7.0,,3.0,4.0,5.0,1,5.25,0.5455,0.8242750000000001,2.8638749999999997,0.8986034778211185,0.0
FIRM_0077,2024-05-17,Bakery Products,Fully Nigerian,6.0,29,Small,123.77,4.6,3.0,3.0,4.0,3.0,3.25,3.0,4.0,4.0,3.67,4.0,3.0,4.0,2.0,3.25,0.0,31.1,21.54,42.79,4.56,4.0,150.0,37.0,56.0,4.0,0,3.29,3.0,0,0.87,2.0,0.0,7.0,4.0,3.0,3.0,4.0,1.0,3.0,7.0,1,5.0,0.45499999999999996,0.8315999999999999,2.275,0.8434122314301535,0.75075
FIRM_0078,2024-02-03,Dairy Processing,Nigerian Majority JV,18.0,126,Medium,675.81,39.1,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.25,32.7,28.12,18.14,25.69,10.95,4.0,150.0,51.0,47.3,4.0,1,2.71,5.0,1,0.78,3.0,56.45,,5.0,4.0,5.0,7.0,4.0,3.0,4.0,1,5.0,0.5356,0.81565,2.678,0.8491140246166343,1.79426
FIRM_0079,2024-04-18,Beverages,Foreign Majority,8.0,37,Small,242.05,48.9,3.0,3.0,3.0,4.0,3.25,4.0,3.0,3.0,3.33,3.0,5.0,4.0,4.0,4.0,69.5,33.1,21.73,43.83,2.35,5.0,150.0,49.9,,3.0,1,4.19,5.0,0,2.59,2.0,0.0,5.0,6.0,5.0,6.0,6.0,3.0,3.0,6.0,0,5.5,0.716,0.8870750000000001,3.9379999999999997,1.0437331405530141,1.29954
FIRM_0080,2024-06-10,Dairy Processing,Fully Nigerian,20.0,100,Medium,274.61,34.5,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.25,0.0,39.29,27.59,32.38,3.37,5.0,150.0,11.3,50.7,4.0,1,2.81,4.0,0,1.54,5.0,38.1,5.0,6.0,4.0,6.0,4.0,4.0,2.0,5.0,1,5.0,0.4375,0.9172,2.1875,0.9083121974806435,1.4656250000000002
FIRM_0081,2024-04-18,Confectionery,Foreign Majority,14.0,145,Medium,453.97,35.6,4.0,3.0,3.0,4.0,3.5,5.0,3.0,3.0,3.67,4.0,5.0,3.0,5.0,4.25,58.1,39.64,28.08,43.43,10.64,3.0,150.0,46.7,50.4,4.0,0,4.86,3.0,0,1.26,4.0,169.92,5.0,5.0,5.0,6.0,5.0,1.0,3.0,4.0,1,5.25,0.7167999999999999,0.8193,3.7631999999999994,0.91154281097561,2.5213439999999996
FIRM_0082,2024-09-12,Fish Processing,Nigerian Majority JV,4.0,103,Medium,591.5,42.4,,4.0,,3.0,3.25,3.0,4.0,4.0,3.67,3.0,4.0,5.0,4.0,4.0,44.9,36.66,24.29,37.36,4.3,5.0,150.0,33.6,50.7,5.0,0,3.24,3.0,0,0.5,4.0,74.94,5.0,4.0,4.0,6.0,6.0,2.0,3.0,5.0,1,5.12,0.6421999999999999,0.9023749999999999,3.2880639999999994,1.007133972572099,2.2030028799999997
FIRM_0083,2024-07-21,Beverages,Foreign Majority,42.0,256,Large,1075.59,19.3,4.0,4.0,5.0,4.0,4.25,3.0,5.0,5.0,4.33,5.0,4.0,5.0,4.0,4.5,60.4,50.0,34.18,54.77,36.69,5.0,150.0,40.8,45.0,5.0,0,3.93,4.0,1,1.49,3.0,295.84,6.0,4.0,4.0,5.0,7.0,3.0,3.0,7.0,1,5.38,0.7937000000000001,0.96045,4.270106,1.2200023479072668,4.270106
FIRM_0084,2024-08-22,Dairy Processing,Fully Nigerian,51.0,28,Small,229.18,33.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.75,0.0,47.72,37.44,32.02,3.87,3.0,150.0,17.6,48.2,4.0,1,3.45,4.0,0,0.5,3.0,23.02,5.0,7.0,5.0,5.0,5.0,1.0,2.0,6.0,1,5.75,0.4724999999999999,0.8629,2.7168749999999995,0.9006336847397073,0.8965687499999999
FIRM_0085,2024-03-14,Beverages,Joint Venture,7.0,305,Large,1831.95,6.7,3.0,4.0,4.0,2.0,3.25,3.0,5.0,3.0,3.67,5.0,4.0,3.0,3.0,3.75,41.8,44.67,35.42,24.03,23.04,4.0,150.0,37.8,59.4,4.0,0,3.14,5.0,1,0.57,4.0,25.62,4.0,5.0,5.0,7.0,5.0,3.0,2.0,5.0,1,5.25,0.6154,0.900225,3.2308499999999998,0.9980275100135965,3.2308499999999998
FIRM_0086,2024-05-15,Beverages,Fully Nigerian,9.0,68,Medium,509.29,10.6,4.0,3.0,3.0,3.0,3.25,3.0,4.0,3.0,3.33,5.0,4.0,3.0,4.0,4.0,0.0,35.18,25.38,37.29,8.51,4.0,150.0,24.0,55.9,4.0,1,3.94,5.0,1,0.63,,51.61,6.0,4.0,6.0,6.0,5.0,4.0,3.0,5.0,1,5.12,0.5075,0.8513999999999999,2.5984,0.8581415453420357,
FIRM_0087,2024-03-12,Bakery Products,Fully Nigerian,15.0,52,Medium,383.65,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.33,4.0,3.0,4.0,4.0,3.75,0.0,34.28,19.97,43.07,14.43,5.0,150.0,6.2,65.2,4.0,1,3.49,5.0,0,1.69,3.0,107.32,6.0,6.0,7.0,5.0,4.0,3.0,3.0,4.0,1,5.25,0.4724999999999999,0.885625,2.4806249999999994,0.9126603585930531,1.6620187499999997
FIRM_0088,2024-05-06,Fruits & Vegetables,Fully Nigerian,16.0,19,Small,114.04,16.0,4.0,3.0,4.0,3.0,3.5,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,39.9,29.55,37.94,1.87,4.0,150.0,37.0,52.4,3.0,1,3.21,4.0,0,0.5,3.0,53.33,7.0,5.0,4.0,,5.0,2.0,2.0,5.0,0,5.25,0.5249999999999999,0.8736250000000001,2.7562499999999996,0.9022130022454831,0.9095624999999999
FIRM_0089,2024-05-14,Confectionery,Fully Nigerian,21.0,33,Small,262.57,12.3,3.0,4.0,3.0,3.0,3.25,3.0,3.0,4.0,3.33,2.0,4.0,3.0,2.0,2.75,0.0,36.26,30.04,47.6,1.74,4.0,150.0,52.2,57.4,4.0,1,2.67,3.0,0,0.72,2.0,26.52,5.0,5.0,4.0,6.0,5.0,2.0,3.0,5.0,1,5.12,0.42,0.86575,2.1504,0.8772795471342427,
FIRM_0090,2024-08-07,Meat Processing,Fully Nigerian,60.0,20,Small,132.3,31.0,4.0,4.0,3.0,3.0,3.5,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.25,0.0,36.42,29.6,42.52,4.46,4.0,150.0,36.1,62.9,4.0,1,3.74,5.0,0,0.5,3.0,0.0,4.0,5.0,5.0,7.0,7.0,2.0,3.0,6.0,1,5.62,0.5425,0.86505,3.04885,0.9705063220252829,1.0061205
FIRM_0091,2024-07-23,Dairy Processing,Fully Nigerian,11.0,67,Medium,272.62,50.1,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,0.0,37.17,28.22,37.97,13.77,4.0,150.0,28.0,73.4,5.0,0,3.31,3.0,0,1.19,3.0,43.7,6.0,5.0,4.0,6.0,5.0,3.0,3.0,6.0,1,5.25,0.49,0.863475,2.5725,0.9291965852606849,1.7235749999999999
FIRM_0092,2024-07-04,Fruits & Vegetables,Joint Venture,6.0,358,Large,2447.19,19.3,4.0,3.0,4.0,3.0,3.5,4.0,4.0,3.0,3.67,3.0,4.0,5.0,3.0,3.75,55.0,47.09,37.23,29.52,36.8,5.0,150.0,46.0,56.4,4.0,1,5.73,5.0,0,0.57,3.0,192.12,,5.0,6.0,5.0,6.0,1.0,2.0,5.0,1,5.88,0.6724999999999999,0.9608,3.954299999999999,1.0988484308519704,3.954299999999999
FIRM_0093,2024-04-22,Bakery Products,Fully Nigerian,4.0,12,Small,130.02,68.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.5,0.0,41.85,29.46,39.4,1.59,4.0,150.0,25.8,39.6,4.0,1,3.94,4.0,1,0.94,3.0,44.52,7.0,6.0,5.0,6.0,7.0,2.0,3.0,5.0,1,5.88,0.45499999999999996,0.878275,2.6754,0.9375298560548918,0.882882
FIRM_0094,2024-03-11,Fish Processing,Fully Nigerian,7.0,9,Micro,91.49,16.6,3.0,3.0,3.0,4.0,3.25,3.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,3.5,0.0,23.32,18.21,40.7,0.33,4.0,150.0,30.9,61.0,3.0,1,2.97,4.0,0,0.5,2.0,2.01,,5.0,4.0,5.0,4.0,2.0,3.0,5.0,1,5.0,0.4724999999999999,0.803825,2.3625,0.8292193117556137,0.0
FIRM_0095,2024-09-17,Bakery Products,Foreign Subsidiary,12.0,867,Large,6052.95,66.8,4.0,3.0,3.0,5.0,3.75,4.0,3.0,4.0,3.67,4.0,3.0,5.0,2.0,3.5,91.8,48.7,32.05,36.34,8.69,3.0,150.0,57.2,76.2,4.0,1,3.19,4.0,1,0.5,3.0,404.46,,6.0,6.0,7.0,6.0,1.0,2.0,5.0,1,6.25,0.7828999999999999,0.851875,4.8931249999999995,1.086522742324982,4.8931249999999995
FIRM_0096,2024-09-09,Meat Processing,Foreign Majority,51.0,115,Medium,880.96,43.1,4.0,4.0,3.0,3.0,3.5,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.5,65.1,38.39,27.75,42.49,6.32,4.0,150.0,41.1,51.8,5.0,0,3.79,4.0,0,0.96,3.0,155.2,5.0,4.0,5.0,5.0,6.0,3.0,3.0,5.0,0,5.0,0.7552999999999999,0.8653500000000001,3.7764999999999995,1.0463452808803617,2.530255
FIRM_0097,2024-02-16,Meat Processing,Joint Venture,8.0,26,Small,260.66,20.5,4.0,3.0,4.0,4.0,3.75,4.0,2.0,4.0,3.33,5.0,3.0,5.0,3.0,4.0,40.6,39.09,31.35,44.18,3.89,4.0,150.0,59.0,65.9,4.0,1,3.95,4.0,0,1.32,3.0,14.67,7.0,6.0,5.0,5.0,4.0,1.0,3.0,5.0,1,5.5,0.6642999999999999,0.8761,3.6536499999999994,1.0233905633639377,1.2057045
FIRM_0098,2024-01-25,Beverages,Fully Nigerian,15.0,257,Large,1223.55,35.7,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.75,0.0,35.74,23.25,29.79,15.18,4.0,150.0,15.1,62.3,4.0,0,4.33,4.0,0,2.16,5.0,380.63,5.0,5.0,5.0,5.0,5.0,4.0,3.0,7.0,0,5.12,0.4724999999999999,0.847475,2.4191999999999996,0.8979058554568596,2.4191999999999996
FIRM_0099,2024-02-26,Dairy Processing,Fully Nigerian,12.0,42,Small,202.4,8.7,3.0,3.0,4.0,4.0,3.5,4.0,3.0,4.0,3.67,3.0,4.0,5.0,4.0,4.0,0.0,40.31,25.63,46.43,3.73,4.0,150.0,37.2,65.2,4.0,0,3.42,3.0,0,1.95,1.0,36.01,6.0,6.0,4.0,6.0,7.0,3.0,2.0,5.0,0,5.62,0.5249999999999999,0.86485,2.9504999999999995,0.8983091636180727,0.9736649999999999
FIRM_0100,2024-03-19,Dairy Processing,Fully Nigerian,32.0,610,Large,3429.29,,2.0,5.0,5.0,2.0,3.5,4.0,4.0,2.0,3.33,3.0,4.0,4.0,4.0,3.75,0.0,39.25,27.77,49.16,15.24,4.0,150.0,29.0,56.3,4.0,0,3.82,3.0,1,0.51,4.0,274.2,6.0,5.0,3.0,6.0,6.0,4.0,3.0,6.0,1,5.12,0.5075,0.86755,2.5984,0.8824892583565145,2.5984
FIRM_0101,2024-03-22,Dairy Processing,Fully Nigerian,60.0,172,Medium,811.83,21.3,4.0,3.0,4.0,4.0,3.75,3.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,0.0,38.01,25.93,37.53,8.08,5.0,150.0,49.0,50.5,4.0,1,3.54,4.0,0,0.93,4.0,44.69,5.0,5.0,7.0,6.0,7.0,2.0,3.0,7.0,1,6.0,0.5425,0.90985,3.255,1.0120173092730471,2.18085
FIRM_0102,2024-08-04,Fruits & Vegetables,Fully Nigerian,8.0,31,Small,243.38,33.8,3.0,2.0,3.0,3.0,2.75,5.0,3.0,3.0,3.67,3.0,3.0,3.0,2.0,2.75,0.0,46.35,34.39,30.76,4.67,5.0,150.0,33.4,46.7,4.0,1,2.45,4.0,0,1.42,2.0,53.45,7.0,3.0,4.0,7.0,5.0,2.0,4.0,5.0,1,5.12,0.385,0.95185,1.9712,0.9543928009107174,0.6504960000000001
FIRM_0103,2024-02-02,Beverages,Fully Nigerian,8.0,878,Large,5524.73,29.1,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.33,3.0,4.0,4.0,3.0,3.5,0.0,42.84,28.63,36.81,15.23,4.0,150.0,26.4,54.6,3.0,1,4.19,3.0,0,1.04,4.0,915.88,5.0,7.0,7.0,5.0,,3.0,3.0,6.0,1,5.62,0.45499999999999996,0.8786750000000001,2.5570999999999997,0.9195811981764254,2.5570999999999997
FIRM_0104,2024-07-16,Meat Processing,Fully Nigerian,28.0,28,Small,205.49,34.8,3.0,4.0,1.0,2.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.5,0.0,34.12,29.04,20.92,2.25,4.0,150.0,27.5,54.1,3.0,1,3.16,3.0,0,0.63,3.0,24.21,7.0,3.0,5.0,7.0,7.0,2.0,3.0,5.0,1,5.62,0.41999999999999993,0.8579,2.3604,0.8429358983413701,0.778932
FIRM_0105,2024-07-14,Oil & Fats,Fully Nigerian,21.0,185,Medium,819.14,42.2,4.0,4.0,3.0,4.0,3.75,5.0,5.0,4.0,4.67,3.0,3.0,5.0,5.0,4.0,0.0,34.65,20.39,41.54,6.9,5.0,150.0,30.4,60.8,5.0,1,3.52,5.0,0,0.96,3.0,84.58,5.0,6.0,4.0,5.0,6.0,2.0,3.0,5.0,1,5.25,0.5425,0.8876,2.848125,0.9938648205806273,1.90824375
FIRM_0106,2024-08-27,Grain Milling,Foreign Majority,53.0,212,Medium,696.7,36.4,2.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.75,56.2,46.64,36.41,49.01,4.81,5.0,150.0,35.4,46.2,4.0,0,3.56,3.0,1,2.06,5.0,197.0,5.0,5.0,6.0,6.0,5.0,2.0,2.0,6.0,0,5.62,0.6411,0.957625,3.602982,1.0922006093399816,2.4139979400000002
FIRM_0107,2024-09-27,Beverages,Fully Nigerian,19.0,342,Large,1625.81,30.2,3.0,2.0,4.0,4.0,3.25,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,47.93,31.26,50.13,22.62,4.0,150.0,22.3,58.1,3.0,1,3.35,5.0,1,0.8,4.0,209.88,5.0,3.0,6.0,6.0,7.0,2.0,,5.0,1,5.5,0.5075,0.897975,2.79125,0.9264994649826183,2.79125
FIRM_0108,2024-05-08,Bakery Products,Foreign Majority,9.0,966,Large,2836.51,85.3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.33,4.0,5.0,5.0,4.0,4.5,57.6,47.85,28.11,41.17,20.48,5.0,150.0,29.4,68.6,5.0,1,3.8,5.0,1,1.21,5.0,542.84,7.0,5.0,7.0,7.0,6.0,1.0,2.0,6.0,1,6.38,0.7678,0.9399,4.898564,1.1884467353682941,4.898564
FIRM_0109,2024-01-06,Grain Milling,Foreign Majority,20.0,154,Medium,1193.46,44.1,3.0,3.0,4.0,4.0,3.5,3.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,3.5,53.1,42.52,30.48,43.16,11.95,3.0,150.0,36.7,58.8,2.0,1,4.14,3.0,0,1.0,4.0,254.22,4.0,3.0,3.0,6.0,4.0,1.0,3.0,,1,4.5,0.6493,0.8325,2.92185,0.8653726879132297,1.9576395000000002
FIRM_0110,2024-02-28,Dairy Processing,Joint Venture,30.0,35,Small,162.57,23.7,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.33,3.0,4.0,2.0,3.0,3.0,53.1,39.13,26.63,29.41,3.87,4.0,150.0,46.9,41.6,3.0,0,2.97,3.0,0,0.5,3.0,0.0,6.0,6.0,4.0,6.0,7.0,1.0,2.0,7.0,1,6.12,0.5792999999999999,0.8644000000000001,3.5453159999999997,0.9280479239829384,1.16995428
