sample_id,temperature,cooling_rate,porosity,material,tec_mismatch,stress,strain,stress_hotspot_density,crack_risk,delamination_probability,material_E,material_nu,material_alpha,material_density,stress_strain_ratio,thermal_gradient,porosity_stress_factor
418,1401.7555368231115,4.764376728123182,0.13475444018347837,silica,2.3e-06,20090.745239073658,2.8701064627248085e-07,0.11,3.643625642027738e-06,0.0003362733087687493,70000000000.0,0.17,5e-07,2200,69975619155.57336,0.4764376728123182,1.2695088803669567
419,1425.712358831304,6.033716848691443,0.0550010043429824,silica,2.3e-06,25443.38430171091,3.6347691859587017e-07,0.08,4.034601097524008e-06,0.0003244044275410377,70000000000.0,0.17,5e-07,2200,69980746852.61365,0.6033716848691444,1.1100020086859648
420,1437.4737131177546,2.6867015918539923,0.06684080825949061,titanium,2.3e-06,385093.89483240567,3.500853589385506e-06,0.08,3.968853356410838e-05,0.005137938307643721,110000000000.0,0.34,8.6e-06,4500,109996857998.90826,0.2686701591853992,1.1336816165189811
421,1436.885442838366,5.034039238974021,0.12317632197165855,titanium,2.3e-06,721545.6242529431,6.559505675026755e-06,0.12,8.175457241030789e-05,0.011659323049040524,110000000000.0,0.34,8.6e-06,4500,109998323069.93057,0.5034039238974021,1.246352643943317
422,1227.361830914607,6.409232897398209,0.09331639831544453,zirconia,2.3e-06,1950636.0992081508,9.753180496040755e-06,0.13,0.00011573443848062682,0.16078319225857338,200000000000.0,0.31,1.05e-05,6100,199997949407.89325,0.6409232897398209,1.1866327966308892
423,1348.3260914107746,3.946390121038593,0.08670802211473087,zirconia,2.3e-06,1201075.2542291372,6.005376271145686e-06,0.07,7.046804868197245e-05,0.0288666909025377,200000000000.0,0.31,1.05e-05,6100,199996669706.26523,0.3946390121038593,1.1734160442294617
424,1217.2676280049932,8.028503370554384,0.13972987545468232,zirconia,2.3e-06,2443457.5475600306,1.2217287737800153e-05,0.1,0.00015631527925793817,0.2580507647690666,200000000000.0,0.31,1.05e-05,6100,199998362988.84595,0.8028503370554385,1.2794597509093646
425,1364.8586646971207,8.564046234749249,0.0850434945367871,titanium,2.3e-06,1227513.2936473927,1.1159211760430842e-05,0.1,0.00013057248489196943,0.024861322212017763,110000000000.0,0.34,8.6e-06,4500,109999014276.12776,0.856404623474925,1.1700869890735741
426,1332.459150412013,3.9124852249066366,0.08209141514222337,zirconia,2.3e-06,1190756.3727976722,5.953781863988361e-06,0.11,6.931290621314179e-05,0.03299962245052287,200000000000.0,0.31,1.05e-05,6100,199996640847.021,0.39124852249066366,1.1641828302844468
427,1466.3112548274898,8.547914390432116,0.015882602777290353,titanium,2.3e-06,1225201.0626286038,1.1138191478441852e-05,0.09,0.00011491998420260838,0.013224979716288245,110000000000.0,0.34,8.6e-06,4500,109999012415.86096,0.8547914390432116,1.0317652055545807
428,1305.2745037656236,1.9321890949271352,0.019718374202619265,titanium,2.3e-06,276947.1036062228,2.5177009418747525e-06,0.09,2.616990880479099e-05,0.007845503342761271,110000000000.0,0.34,8.6e-06,4500,109995631108.15591,0.19321890949271353,1.0394367484052385
429,1235.1201049282818,8.539561887603906,0.011038843103291025,alumina,2.3e-06,3281162.4329678086,8.868006575588671e-06,0.11,9.063791642042425e-05,0.1800629737981822,370000000000.0,0.22,8.1e-06,3950,369995827745.2256,0.8539561887603906,1.0220776862065821
430,1242.8975046158507,2.3747538850085492,0.13785419160970871,zirconia,2.3e-06,722751.1823939063,3.6137559119695316e-06,0.11,4.610098711808262e-05,0.05874563396686255,200000000000.0,0.31,1.05e-05,6100,199994465745.04153,0.23747538850085492,1.2757083832194174
431,1428.4531895152418,1.7463443725875343,0.06717413240247808,alumina,2.3e-06,670999.2416211334,1.8135114638409011e-06,0.11,2.057153582211822e-05,0.008963682011142353,370000000000.0,0.22,8.1e-06,3950,369979598717.4002,0.17463443725875344,1.134348264804956
432,1385.4654189948783,6.775978639969101,0.07559859265867774,alumina,2.3e-06,2603539.4851265894,7.0365932030448365e-06,0.1,8.10050628956845e-05,0.04148910359717513,370000000000.0,0.22,8.1e-06,3950,369994741848.34656,0.6775978639969101,1.1511971853173555
433,1230.336802836837,5.247436291797649,0.12835417266294466,zirconia,2.3e-06,1597045.8279384149,7.985229139692074e-06,0.11,0.00010035104099190502,0.14304340042589808,200000000000.0,0.31,1.05e-05,6100,199997495406.9331,0.5247436291797649,1.2567083453258894
434,1225.2320418344993,9.171015403715495,0.0952944834526089,titanium,2.3e-06,1314512.207865888,1.1950110980598982e-05,0.09,0.00014227670286794044,0.11142882739247371,110000000000.0,0.34,8.6e-06,4500,109999079514.15938,0.9171015403715496,1.1905889669052179
435,1410.290739437736,4.268702764817643,0.09533022349468134,titanium,2.3e-06,611847.396290529,5.562249057186628e-06,0.09,6.62274994869599e-05,0.00903485141455604,110000000000.0,0.34,8.6e-06,4500,109998022418.24687,0.42687027648176434,1.1906604469893627
436,1221.828901909258,3.5843703709386583,0.05151482010967374,titanium,2.3e-06,513759.7531678746,4.670543210617042e-06,0.1,5.151747597235832e-05,0.03837787389790752,110000000000.0,0.34,8.6e-06,4500,109997644863.99324,0.3584370370938659,1.1030296402193476
437,1446.5580177871068,5.506614155297785,0.12674717234943267,zirconia,2.3e-06,1675926.0472645434,8.379630236322716e-06,0.1,0.0001050381911189814,0.02738020485052256,200000000000.0,0.31,1.05e-05,6100,199997613288.3236,0.5506614155297785,1.2534943446988653
438,1411.8726681469489,5.103515671917952,0.03321619664552913,titanium,2.3e-06,731503.9129749066,6.650035572499151e-06,0.08,7.091813351050943e-05,0.008529928020766492,110000000000.0,0.34,8.6e-06,4500,109998345898.38356,0.5103515671917952,1.0664323932910582
439,1224.40463419257,4.099852415954694,0.017440942904212706,alumina,2.3e-06,1575289.4475149,4.257539047337567e-06,0.09,4.406050038211709e-05,0.09914542412772624,370000000000.0,0.22,8.1e-06,3950,369991309737.7235,0.40998524159546945,1.0348818858084254
440,1225.4513142255576,7.243671688284957,0.03682447005259452,silica,2.3e-06,30545.603504816085,4.363657643545155e-07,0.07,4.685036403974162e-06,0.0020720517564123842,70000000000.0,0.17,5e-07,2200,69983962086.89964,0.7243671688284957,1.073648940105189
441,1495.9918735503527,7.836056505225175,0.047483210628439056,zirconia,2.3e-06,2384886.762459836,1.192443381229918e-05,0.08,0.00013056854616967745,0.02951097164794118,200000000000.0,0.31,1.05e-05,6100,199998322785.58517,0.7836056505225175,1.0949664212568782
442,1312.2812387268361,8.67685572127123,0.04952354809958894,silica,2.3e-06,36589.15063186663,5.22702151883809e-07,0.06,5.744742822049619e-06,0.0010974673517995179,70000000000.0,0.17,5e-07,2200,69986610613.6427,0.8676855721271229,1.0990470961991778
443,1311.1926441200674,9.755709442393085,0.10387190380662745,alumina,2.3e-06,3748443.7434425736,1.013092903633128e-05,0.09,0.00012235566808998423,0.1384194102595824,370000000000.0,0.22,8.1e-06,3950,369996347853.7207,0.9755709442393086,1.207743807613255
444,1443.8398701772508,3.39990572919254,0.04049544222601009,silica,2.3e-06,14336.951870089026,2.0481359814412895e-07,0.09,2.2140163260562257e-06,0.0001723985790085041,70000000000.0,0.17,5e-07,2200,69965839260.7255,0.33999057291925405,1.0809908844520202
445,1484.1745732151576,7.444841342409654,0.10473216262929783,alumina,2.3e-06,2860537.1157950936,7.731181394040794e-06,0.1,9.350588088195358e-05,0.04358488307888065,370000000000.0,0.22,8.1e-06,3950,369995214247.40424,0.7444841342409654,1.2094643252585957
446,1495.8003191468613,4.548324119461707,0.022758504252731963,silica,2.3e-06,19179.68002182648,2.7399542888323543e-07,0.12,2.864668811501719e-06,0.00021362184168540363,70000000000.0,0.17,5e-07,2200,69974461449.32617,0.45483241194617074,1.045517008505464
447,1426.0134555776824,7.093737747559973,0.030608344553707263,silica,2.3e-06,29913.351947542058,4.273335992506008e-07,0.08,4.5349354734107735e-06,0.00034491342863375444,70000000000.0,0.17,5e-07,2200,69983623187.29208,0.7093737747559974,1.0612166891074146
448,1312.8778756592747,5.283835213142983,0.08123500278873928,titanium,2.3e-06,757349.7138838278,6.884997398943889e-06,0.08,8.003602964751229e-05,0.025450857596499815,110000000000.0,0.34,8.6e-06,4500,109998402346.49379,0.5283835213142983,1.1624700055774786
449,1225.0502150096006,9.943957924911384,0.13906541236072997,silica,2.3e-06,41932.352695409456,5.990336099344208e-07,0.09,7.656433219013547e-06,0.0040888387790240155,70000000000.0,0.17,5e-07,2200,69988316462.49863,0.9943957924911384,1.27813082472146
450,1433.144074778231,7.560119222116749,0.13033946243355593,alumina,2.3e-06,2904830.4241902432,7.850893038352009e-06,0.07,9.897455394836303e-05,0.04797900603938216,370000000000.0,0.22,8.1e-06,3950,369995287220.3784,0.756011922211675,1.2606789248671117
451,1367.5212749207415,9.57242170390892,0.14562548194199243,alumina,2.3e-06,3678018.954694235,9.940591769443879e-06,0.11,0.00012835798703871615,0.08795145579911814,370000000000.0,0.22,8.1e-06,3950,369996277925.032,0.9572421703908921,1.2912509638839849
452,1327.266602774093,8.514725945330671,0.10106706913894391,alumina,2.3e-06,3271619.6997635923,8.842215404766465e-06,0.09,0.000106295289960764,0.10192323613119306,370000000000.0,0.22,8.1e-06,3950,369995815575.6376,0.8514725945330671,1.2021341382778878
453,1471.9063155284207,9.12610910047034,0.10461408129825286,zirconia,2.3e-06,2777511.465360538,1.388755732680269e-05,0.08,0.0001679322542924326,0.042303455165808225,200000000000.0,0.31,1.05e-05,6100,199998559872.30032,0.912610910047034,1.2092281625965058
454,1233.3592446918453,8.329772774932074,0.09750321985040887,alumina,2.3e-06,3200555.00082967,8.650148650891e-06,0.06,0.00010336983342184086,0.2519988590716243,370000000000.0,0.22,8.1e-06,3950,369995722666.30786,0.8329772774932075,1.1950064397008178
455,1347.7875312872577,5.132432173383203,0.0971946492001476,zirconia,2.3e-06,1562044.5745079315,7.810222872539658e-06,0.08,9.32844661708258e-05,0.03912553449749997,200000000000.0,0.31,1.05e-05,6100,199997439286.4,0.5132432173383202,1.1943892984002953
456,1203.4060934302256,3.2660960801219594,0.030596848309461848,alumina,2.3e-06,1254934.6092468607,3.3917151601266505e-06,0.11,3.5992667486532454e-05,0.1033334563792629,370000000000.0,0.22,8.1e-06,3950,369989091386.69025,0.32660960801219596,1.0611936966189237
457,1340.5981925982378,4.3328815790547,0.08612345386294999,zirconia,2.3e-06,1318703.0892775175,6.593515446387588e-06,0.06,7.729228093070806e-05,0.03417033672583819,200000000000.0,0.31,1.05e-05,6100,199996966762.7476,0.43328815790547,1.1722469077259
458,1216.890982704551,1.1821260937595541,0.06404951068324159,silica,2.3e-06,4984.869070070409,7.121241528672014e-08,0.1,8.033465599409257e-07,0.00041071587088662814,70000000000.0,0.17,5e-07,2200,69901840374.19212,0.11821260937595542,1.1280990213664832
459,1235.6453748804215,5.715938507182004,0.07195521020882108,silica,2.3e-06,24103.355150767493,3.443336450109642e-07,0.11,3.938868446284312e-06,0.001695617755112133,70000000000.0,0.17,5e-07,2200,69979676782.15704,0.5715938507182005,1.1439104204176422
460,1235.2578740331314,5.5455202024336785,0.08330408022829322,alumina,2.3e-06,2130759.493165863,5.75880944098882e-06,0.11,6.718274088371989e-05,0.1567556590219184,370000000000.0,0.22,8.1e-06,3950,369993575172.45593,0.5545520202433679,1.1666081604565863
461,1394.763090634819,5.727254183474394,0.02797546405231522,zirconia,2.3e-06,1743077.360187859,8.715386800939296e-06,0.11,9.203020781242695e-05,0.020937189473604352,200000000000.0,0.31,1.05e-05,6100,199997705234.31943,0.5727254183474394,1.0559509281046304
462,1423.813463779627,9.766281024748574,0.060328282739296774,titanium,2.3e-06,1399833.613547296,1.2725760123157237e-05,0.11,0.00014261206632721832,0.0182208140367756,110000000000.0,0.34,8.6e-06,4500,109999135618.34772,0.9766281024748574,1.1206565654785936
463,1375.010629529148,9.203086031093553,0.0188829385227245,titanium,2.3e-06,1319108.9977900763,1.1991899979909784e-05,0.08,0.0001244478460009238,0.01853489177764069,110000000000.0,0.34,8.6e-06,4500,109999082721.813,0.9203086031093554,1.037765877045449
464,1488.6517645423626,2.455415004970972,0.14715353825913588,titanium,2.3e-06,351942.8173791728,3.19948015799248e-06,0.09,4.141109809669465e-05,0.006108909715903436,110000000000.0,0.34,8.6e-06,4500,109996562048.93866,0.24554150049709722,1.2943070765182718
465,1312.4611738571111,4.319942694003003,0.02659392403481766,silica,2.3e-06,18216.62581808495,2.6023751168692787e-07,0.09,2.740789849205521e-06,0.0004952933464211599,70000000000.0,0.17,5e-07,2200,69973111827.20215,0.4319942694003003,1.0531878480696353
466,1285.7136258845583,4.815605615169357,0.04619346339629363,silica,2.3e-06,20306.770666376808,2.9009672380538297e-07,0.1,3.1689786859036026e-06,0.0007838388821946855,70000000000.0,0.17,5e-07,2200,69975878432.0229,0.4815605615169357,1.0923869267925872
467,1460.5797384568382,4.244796260664829,0.1347810097384756,zirconia,2.3e-06,1291894.514115383,6.459472570576915e-06,0.13,8.200701041457601e-05,0.021625087495557263,200000000000.0,0.31,1.05e-05,6100,199996903819.90735,0.42447962606648293,1.2695620194769512
468,1267.0787515558359,8.186463672435217,0.07757940647347984,alumina,2.3e-06,3145491.2341395314,8.501327659836572e-06,0.11,9.820383568009969e-05,0.16493596799532523,370000000000.0,0.22,8.1e-06,3950,369995647789.8206,0.8186463672435217,1.1551588129469597
469,1488.9667618321835,5.7163390288082825,0.028989208212888237,silica,2.3e-06,24105.04409738433,3.4435777281977613e-07,0.09,3.6432309117177403e-06,0.0002759897480898396,70000000000.0,0.17,5e-07,2200,69979678205.71242,0.5716339028808283,1.0579784164257764
470,1203.646342406945,6.1488983527446255,0.06379227532550884,alumina,2.3e-06,2362595.9439968774,6.385394443234804e-06,0.08,7.200072124004421e-05,0.2220110711543781,370000000000.0,0.22,8.1e-06,3950,369994205617.07025,0.6148898352744626,1.1275845506510176
471,1490.9636480122917,8.67712203089133,0.026221519186794016,titanium,2.3e-06,1243720.8244277576,1.1306552949343251e-05,0.08,0.00011899502939538666,0.014067820717314963,110000000000.0,0.34,8.6e-06,4500,109999027121.4612,0.867712203089133,1.052443038373588
472,1212.9479735851728,8.253353380738227,0.038030239591830245,titanium,2.3e-06,1182980.6512391462,1.0754369556719511e-05,0.12,0.00011572352058521768,0.09139794023581319,110000000000.0,0.34,8.6e-06,4500,109998977169.45108,0.8253353380738228,1.0760604791836605
473,1467.3429341094213,2.1899037053826973,0.017284178572978304,alumina,2.3e-06,841428.3852605056,2.2741307709743394e-06,0.08,2.3527437356619897e-05,0.009141453775965824,370000000000.0,0.22,8.1e-06,3950,369983730762.7387,0.21899037053826975,1.0345683571459565
474,1358.31033272589,7.425231256752708,0.07135184923687399,zirconia,2.3e-06,2259852.9911856074,1.1299264955928037e-05,0.08,0.00012911711855173778,0.04651991393780298,200000000000.0,0.31,1.05e-05,6100,199998229989.02344,0.7425231256752709,1.142703698473748
475,1497.88943883579,4.91892516011832,0.12292905704153635,titanium,2.3e-06,705045.9396169594,6.409508541972358e-06,0.04,7.985338224301027e-05,0.011383991022573434,110000000000.0,0.34,8.6e-06,4500,109998283826.55072,0.49189251601183204,1.2458581140830727
476,1222.1389694206196,3.651840127562504,0.09203568501798536,zirconia,2.3e-06,1111429.6040407624,5.557148020203812e-06,0.05,6.58005986977541e-05,0.09610113766262801,200000000000.0,0.31,1.05e-05,6100,199996401096.3831,0.36518401275625045,1.1840713700359706
477,1366.1562853203961,1.450169388119677,0.09488834276784563,titanium,2.3e-06,207857.6122971538,1.8896146572468527e-06,0.05,2.2482194638388217e-05,0.0042990740782836104,110000000000.0,0.34,8.6e-06,4500,109994179015.35674,0.14501693881196773,1.1897766855356913
478,1490.7907606857298,5.385246043109059,0.03808176421165364,silica,2.3e-06,22708.868856483983,3.244124122354855e-07,0.08,3.4912080621565655e-06,0.0002703283780301392,70000000000.0,0.17,5e-07,2200,69978429176.40105,0.5385246043109059,1.0761635284233073
479,1356.9293532510446,4.198930126520782,0.05814513805533131,titanium,2.3e-06,601846.651467979,5.471333195163445e-06,0.1,6.107596043122436e-05,0.011950146926221511,110000000000.0,0.34,8.6e-06,4500,109997989557.83473,0.41989301265207823,1.1162902761106626
480,1388.8195914405787,3.2636173570876075,0.12833389453771646,zirconia,2.3e-06,993274.847809272,4.96637423904636e-06,0.08,6.241082534703575e-05,0.018235222132929094,200000000000.0,0.31,1.05e-05,6100,199995972998.341,0.32636173570876076,1.256667789075433
481,1408.724606695385,7.252045566372618,0.022299865805712034,silica,2.3e-06,30580.91503892068,4.36870214841724e-07,0.11,4.5635450917269014e-06,0.00033990666546839746,70000000000.0,0.17,5e-07,2200,69983980601.50957,0.7252045566372618,1.0445997316114242
482,1336.362319430332,7.925368485840283,0.1301102915135947,titanium,2.3e-06,1135969.482970441,1.0326995299731281e-05,0.1,0.00013014292037546402,0.03542996049385376,110000000000.0,0.34,8.6e-06,4500,109998934840.85498,0.7925368485840284,1.2602205830271895
483,1388.267424025219,3.203105671264823,0.07771660367706998,silica,2.3e-06,13507.07210774323,1.9295817296776044e-07,0.09,2.2295028067733434e-06,0.00021090505940905295,70000000000.0,0.17,5e-07,2200,69963741498.78043,0.3203105671264823,1.15543320735414
484,1375.2942935769302,1.4450269301141252,0.1272006403855164,silica,2.3e-06,6093.487054698118,8.704981506711597e-08,0.09,1.0919539951107182e-06,0.00012762788192268002,70000000000.0,0.17,5e-07,2200,69919678544.41678,0.14450269301141253,1.2544012807710327
485,1470.3474031472967,8.638774305087114,0.054520898715216044,titanium,2.3e-06,1238224.3170624867,1.125658470056806e-05,0.08,0.00012484022929245905,0.015757698299488938,110000000000.0,0.34,8.6e-06,4500,109999022802.86847,0.8638774305087115,1.109041797430432
486,1213.6339141024373,1.0896376708387299,0.05743801322162291,alumina,2.3e-06,418672.3204491889,1.1315468120248349e-06,0.09,1.2615344135247702e-05,0.034745179214183665,370000000000.0,0.22,8.1e-06,3950,369967304286.455,0.108963767083873,1.1148760264432458
487,1284.288956877669,9.434012445293249,0.11522468156523998,alumina,2.3e-06,3624837.8587876754,9.796859077804529e-06,0.09,0.00012054539012963645,0.18172115117266854,370000000000.0,0.22,8.1e-06,3950,369996223317.8983,0.943401244529325,1.23044936313048
488,1485.1234452229676,6.648578865844353,0.11989946427491081,zirconia,2.3e-06,2023480.5243874122,1.0117402621937062e-05,0.12,0.00012543544930384724,0.03236551678611244,200000000000.0,0.31,1.05e-05,6100,199998023227.59406,0.6648578865844353,1.2397989285498217
489,1467.079135167275,3.8966197168118826,0.042150254918620546,zirconia,2.3e-06,1185927.7398992686,5.929638699496343e-06,0.1,6.42951026501452e-05,0.01435863522658357,200000000000.0,0.31,1.05e-05,6100,199996627170.0974,0.38966197168118827,1.0843005098372411
490,1336.697025835714,3.218301186190626,0.14620198547506677,titanium,2.3e-06,461289.83668732323,4.193543969884757e-06,0.12,5.4197528790330475e-05,0.015038162326399693,110000000000.0,0.34,8.6e-06,4500,109997376982.86287,0.32183011861906263,1.2924039709501336
491,1386.039779340461,1.081050978380277,0.02182861459427605,silica,2.3e-06,4558.648704013217,6.512355291447453e-08,0.09,6.796666678963455e-07,5.813693947881385e-05,70000000000.0,0.17,5e-07,2200,69892676806.34972,0.10810509783802771,1.0436572291885522
492,1283.2143548943397,3.119242753097894,0.019590414834298325,silica,2.3e-06,13153.43329619594,1.879061899456563e-07,0.11,1.9526851036759202e-06,0.0004643186441428402,70000000000.0,0.17,5e-07,2200,69962767183.34634,0.31192427530978944,1.0391808296685967
493,1256.4363479171284,2.23955471365427,0.09337059014005437,alumina,2.3e-06,860505.8303617752,2.3256914334102034e-06,0.11,2.7599937966525624e-05,0.053043163197025615,370000000000.0,0.22,8.1e-06,3950,369984091436.80365,0.223955471365427,1.1867411802801087
494,1339.1095214819948,6.509495986508311,0.11118370748802699,alumina,2.3e-06,2501148.6502006934,6.759861216758631e-06,0.06,8.26303408112613e-05,0.0715435271043533,370000000000.0,0.22,8.1e-06,3950,369994526595.8171,0.6509495986508311,1.222367414976054
495,1306.0056684078158,2.498910297344212,0.14452405809149632,silica,2.3e-06,10537.573543017763,1.5053676490025376e-07,0.12,1.940491332109542e-06,0.00046466757974416786,70000000000.0,0.17,5e-07,2200,69953530600.55003,0.2498910297344212,1.2890481161829928
496,1375.0968335552616,5.7576685378295736,0.06669240931184062,silica,2.3e-06,24279.325159522297,3.4684750227888994e-07,0.09,3.931116934604366e-06,0.00041530804910401434,70000000000.0,0.17,5e-07,2200,69979824036.91043,0.5757668537829573,1.1333848186236812
497,1223.3203910894954,6.311047801100237,0.013540797258548636,zirconia,2.3e-06,1920753.6785957247,9.603768392978624e-06,0.09,9.863853754433385e-05,0.12001411582965606,200000000000.0,0.31,1.05e-05,6100,199997917505.82352,0.6311047801100238,1.0270815945170972
498,1492.31844229985,3.6823752851222307,0.09440548752249696,silica,2.3e-06,15528.088551720251,2.2182983645314644e-07,0.09,2.637137441679366e-06,0.00022857772401808522,70000000000.0,0.17,5e-07,2200,69968458499.71382,0.3682375285122231,1.188810975044994
499,1495.863223343881,1.3155845411684683,0.05055744288382806,silica,2.3e-06,5547.645655529685,7.925208079328122e-08,0.09,8.72656458895429e-07,6.95001954737548e-05,70000000000.0,0.17,5e-07,2200,69911785552.06088,0.13155845411684683,1.101114885767656
500,1409.4485142059236,1.3352849255277648,0.0706125969673563,titanium,2.3e-06,191390.83932564635,1.7399167211422395e-06,0.07,1.9856367975158015e-05,0.002589638603283759,110000000000.0,0.34,8.6e-06,4500,109993678221.6709,0.1335284925527765,1.1412251939347127
501,1360.828909903236,1.2371259897452584,0.07838572751499093,silica,2.3e-06,5216.796342299283,7.452566203284691e-08,0.06,8.6209158506809e-07,0.00010743325536409002,70000000000.0,0.17,5e-07,2200,69906198487.09793,0.12371259897452586,1.156771455029982
502,1292.8582848858982,7.652122004228916,0.019031765503324735,alumina,2.3e-06,2940180.723932572,7.946434389006952e-06,0.08,8.248903740765224e-05,0.09400732408496103,370000000000.0,0.22,8.1e-06,3950,369995343882.2273,0.7652122004228916,1.0380635310066495
503,1444.1385059120846,3.862087343328683,0.07803744983897438,alumina,2.3e-06,1483932.790763598,4.010629164225941e-06,0.08,4.63658770867796e-05,0.020629444443817157,370000000000.0,0.22,8.1e-06,3950,369990774744.8194,0.38620873433286834,1.1560748996779489
504,1405.4193517661638,8.166701673708973,0.06968475335260406,zirconia,2.3e-06,2485517.9006940355,1.2427589503470178e-05,0.1,0.0001415961652210364,0.03351531410010766,200000000000.0,0.31,1.05e-05,6100,199998390690.4019,0.8166701673708974,1.139369506705208
505,1248.7850818034674,4.885595414585643,0.10975619714012304,zirconia,2.3e-06,1486920.3435695437,7.434601717847718e-06,0.09,9.066588941452502e-05,0.10447100127407892,200000000000.0,0.31,1.05e-05,6100,199997309912.25217,0.4885595414585643,1.2195123942802462
506,1473.2781553481527,5.076982907469675,0.10039322756972824,titanium,2.3e-06,727700.8834039869,6.615462576399881e-06,0.08,7.943757856222949e-05,0.010929820853553306,110000000000.0,0.34,8.6e-06,4500,109998337254.032,0.5076982907469675,1.2007864551394565
507,1446.7611728769507,5.615943422586164,0.035930200541078545,zirconia,2.3e-06,1709200.1720914412,8.546000860457206e-06,0.1,9.160119909938121e-05,0.02016259696831899,200000000000.0,0.31,1.05e-05,6100,199997659751.4672,0.5615943422586164,1.071860401082157
508,1484.939973987577,7.417283107375935,0.038859448549455576,silica,2.3e-06,31277.699850380453,4.4682428357686363e-07,0.09,4.815509740934686e-06,0.00037354870690786327,70000000000.0,0.17,5e-07,2200,69984337391.68527,0.7417283107375936,1.077718897098911
509,1417.715852516508,3.4615257924673637,0.045140865028412254,silica,2.3e-06,14596.795510404547,2.085256501486364e-07,0.03,2.273517066052794e-06,0.00017891355390317073,70000000000.0,0.17,5e-07,2200,69966447078.79874,0.34615257924673637,1.0902817300568246
510,1384.024558780737,2.094286145801742,0.03505306164160482,titanium,2.3e-06,300181.01423158316,2.7289183111962104e-06,0.11,2.92023219475074e-05,0.004139039747972824,110000000000.0,0.34,8.6e-06,4500,109995969246.54012,0.20942861458017423,1.0701061232832096
511,1325.4729108871857,6.004516016723153,0.10200984795358539,alumina,2.3e-06,2307119.8079640116,6.235458940443275e-06,0.11,7.507615377314161e-05,0.07340544781231631,370000000000.0,0.22,8.1e-06,3950,369994066289.7499,0.6004516016723154,1.2040196959071707
512,1479.818545006204,3.9427986091846536,0.14922022508803787,silica,2.3e-06,16626.259195356975,2.3751798850509965e-07,0.08,3.0840296391947757e-06,0.00029031129892873107,70000000000.0,0.17,5e-07,2200,69970540950.85966,0.3942798609184654,1.2984404501760758
513,1459.8191668501224,4.982421823012336,0.10129516767223111,silica,2.3e-06,21010.212506678527,3.0014589295255035e-07,0.1,3.6095255005807064e-06,0.0003165137750014457,70000000000.0,0.17,5e-07,2200,69976685776.01125,0.4982421823012336,1.2025903353444622
514,1213.5656010318569,6.822520375035748,0.09493541646678076,titanium,2.3e-06,977894.5870884575,8.88995079171325e-06,0.09,0.0001057789315327422,0.09303862433356541,110000000000.0,0.34,8.6e-06,4500,109998762661.73752,0.6822520375035749,1.1898708329335614
515,1207.9100923491756,5.447131670271435,0.06738991066915014,alumina,2.3e-06,2092955.5917696785,5.6566367345126445e-06,0.05,6.419037222965925e-05,0.1910341029180709,370000000000.0,0.22,8.1e-06,3950,369993459126.39453,0.5447131670271436,1.1347798213383002
516,1312.9390100634148,6.582509353907586,0.053761236240366495,zirconia,2.3e-06,2003372.4120588307,1.0016862060294153e-05,0.1,0.00011093899835515433,0.06070969483196185,200000000000.0,0.31,1.05e-05,6100,199998003386.66757,0.6582509353907586,1.107522472480733
517,1443.1659992345499,5.89780001902265,0.13755032596690708,silica,2.3e-06,24870.241044071423,3.552891577724489e-07,0.1,4.5302943670066535e-06,0.00041974789856509304,70000000000.0,0.17,5e-07,2200,69980303282.0588,0.5897800019022651,1.2751006519338142
518,1496.1828387944834,7.658167347424892,0.1456602623799014,alumina,2.3e-06,2942503.530799026,7.952712245402774e-06,0.12,0.00010269500549997219,0.05085532712548888,370000000000.0,0.22,8.1e-06,3950,369995347557.71185,0.7658167347424892,1.2913205247598027
519,1245.1250673310585,7.35342955940458,0.07954866458228188,titanium,2.3e-06,1053991.5701813234,9.58174154710294e-06,0.1,0.00011106171035992153,0.06932308001700142,110000000000.0,0.34,8.6e-06,4500,109998851995.20927,0.7353429559404581,1.1590973291645637
520,1378.2392146056404,5.807709026277573,0.050628069370918044,titanium,2.3e-06,832438.2937664523,7.567620852422294e-06,0.04,8.333888919400777e-05,0.01296754171031605,110000000000.0,0.34,8.6e-06,4500,109998546458.01364,0.5807709026277573,1.101256138741836
521,1314.2672569893064,7.110127187737362,0.11781710907376745,alumina,2.3e-06,2731929.638672933,7.383593618034954e-06,0.09,9.123420927339748e-05,0.10231736782919566,370000000000.0,0.22,8.1e-06,3950,369994988957.8422,0.7110127187737363,1.2356342181475348
522,1490.974319344381,8.862036420453514,0.02854395072136298,titanium,2.3e-06,1270225.220265004,1.1547502002409127e-05,0.1,0.0001220672465863234,0.01451511450726388,110000000000.0,0.34,8.6e-06,4500,109999047421.27434,0.8862036420453514,1.057087901442726
523,1452.6356769407125,4.890441590093517,0.1171823532701154,zirconia,2.3e-06,1488395.266550201,7.441976332751005e-06,0.07,9.186112932055537e-05,0.023604635662024673,200000000000.0,0.31,1.05e-05,6100,199997312577.95462,0.4890441590093517,1.2343647065402308
524,1451.4986114133415,4.714867654739143,0.12465277240358741,alumina,2.3e-06,1811597.2258016937,4.896208718382956e-06,0.12,6.116860700409058e-05,0.029407003091758387,370000000000.0,0.22,8.1e-06,3950,369992443286.94775,0.4714867654739143,1.2493055448071748
