firm_id,firm_size,firm_age,employees,total_assets_million_naira,subsector,ownership_type,ka_acquire_external_knowledge,ka_assimilate_new_info,ka_transform_knowledge,ka_exploit_knowledge_commercially,tp_work_quality_standards,tp_efficient_task_completion,tp_productivity_levels,tp_goal_achievement,inn_product_innovation,inn_process_innovation,inn_marketing_innovation,inn_organizational_innovation,fr_skilled_labor_ratio,fr_rd_spend_ratio,fr_iot_adoption,fr_liquidity_ratio,roi_percent,roa_percent,export_intensity_percent,market_share_percent,operational_efficiency_score,gp_tax_incentives_effectiveness,gp_regulatory_stability,gp_infrastructure_support,gp_ease_of_doing_business,gp_corruption_experience,gp_policy_consistency,gp_government_support_programs,policy_effectiveness_index,fdi_presence,fdi_type,fdi_amount_million_usd,fdi_origin_country,survey_date,respondent_position,response_completeness,response_time_minutes
FIRM_052,Large,8,328,26631.2,Fish Processing,Local Private,2.345973668596582,3.468588207429627,3.7176866112610307,3.3439472887998787,3.704572873759969,3.4126512363708446,3.7341723857134825,2.8911717328359,2.2111144574245944,2.814384556981719,1.0,1.7399363491352917,31.510500588564245,2.958928094692814,0,0.8435800714917903,27.05,19.2,4.2,3.45,6.8,2.6,4.7,4.5,2.9,6.1,4.6,4.2,3.63,0,None,0.0,None,2024-01-27 19:01:24.280936454,General Manager,0.9072003725683426,13
FIRM_053,SME,25,10,999.0,Bakery Products,Joint Venture,3.219375565338207,3.6156353776528714,3.195305007803711,2.7323361162006616,3.9773746932482568,4.1927395426515455,3.6164169582145926,3.271191593805741,3.104758882401784,3.9470636797779726,3.5953789462175156,3.528536172117759,42.628260447142644,1.2819186829543778,1,1.5392810675310038,28.04,20.99,6.0,1.52,6.4,4.6,2.5,3.1,5.0,5.3,1.5,2.3,3.1,1,Greenfield,11.51,Germany,2024-01-28 01:02:36.521739130,Production Manager,0.9647785304471544,43
FIRM_054,Large,17,250,47456.34,Bakery Products,Foreign,4.329776444332344,3.1258460028047463,3.625971682425236,2.2931960714597324,2.8900144703475252,2.1109408057539536,3.0087019479933472,4.0127679430082885,3.665878279480615,3.2727079622857325,2.8414791954454635,2.8149349317210772,42.05818947848704,1.9232401345764005,1,2.032913716793315,27.36,17.75,5.2,10.96,9.7,5.9,3.6,1.1,4.6,5.6,3.0,3.6,3.46,0,None,0.0,None,2024-01-28 07:03:48.762541806,CEO,0.9396530544915251,20
FIRM_055,SME,14,10,999.0,Meat Processing,Local Private,3.136286887003428,3.588388858871575,4.878796526063937,3.1263863596605033,4.686160655670965,3.5306339898311117,3.612786159689648,3.8930071248259,1.2841132125895272,4.853508380310831,2.4517779812165235,3.07454931346629,53.42976665004231,1.218810672693252,1,5.0,23.35,19.05,4.7,2.35,8.6,3.1,3.4,3.8,4.3,4.8,3.3,3.0,3.44,0,None,0.0,None,2024-01-28 13:05:01.003344481,Production Manager,0.9890518169387621,13
FIRM_056,SME,26,24,999.0,Grain Milling,Local Private,3.5618974369997876,3.1597654071518124,1.6921825494600538,3.0532137692353443,3.099332269239239,3.178025540951227,4.770901542434877,3.8008358835800924,3.199647687837348,4.022598237323596,4.227926799259038,2.344645289127166,23.455791018009567,4.490357061428018,0,1.1877616324659783,21.44,10.59,11.9,0.19,8.7,4.3,3.3,4.4,2.3,1.0,2.1,2.2,3.66,0,None,0.0,None,2024-01-28 19:06:13.244147157,CEO,0.9097566513489146,31
FIRM_057,SME,7,33,999.0,Grain Milling,Local Private,2.3500851774824962,3.8351003228992355,4.555491317471762,5.0,3.9300653382575774,3.902584065443909,4.056321979640239,3.1029109108879727,3.832434870954667,2.5114914505069814,3.40105715132538,4.573323362208752,50.77924487029974,1.3777891933095567,0,3.4456266711705386,16.91,13.66,6.0,5.44,7.5,2.4,3.0,5.6,3.2,5.7,3.0,4.3,3.4,0,None,0.0,None,2024-01-29 01:07:25.484949832,Operations Manager,0.8978643009809482,12
FIRM_058,SME,10,126,999.0,Grain Milling,Foreign,3.542645677766119,3.141272764769456,3.1939203437708916,3.6463678602885565,3.1416184834202934,3.9290309311577416,2.5871931921978093,3.5910981027186,2.4848997110366304,3.124582041866295,4.477930046994109,3.936055637912318,38.190837861261215,3.6879005518299985,0,1.027317653345496,28.63,17.5,3.0,4.48,5.8,2.7,1.1,4.5,4.1,4.3,3.8,4.2,3.44,1,Greenfield,17.66,South Africa,2024-01-29 07:08:37.725752508,CEO,0.9830712998041216,22
FIRM_059,Large,16,475,12046.68,Bakery Products,Foreign,3.0502845879963614,3.6639702757315304,2.2910943565091846,2.19790599939661,3.4466799039567824,3.1046618736245817,3.410792938285645,2.393760972134287,3.6007006121205833,3.057366367710008,1.167990980616304,2.3342059524243295,9.239912244223678,3.2324423161303155,0,0.8974620071289796,19.86,16.66,2.4,4.92,10.0,5.2,1.9,2.4,2.5,4.7,2.5,1.9,2.81,0,None,0.0,None,2024-01-29 13:09:49.966555184,CEO,0.8573866602112433,2
FIRM_060,SME,16,27,999.0,Bakery Products,Local Private,3.9885839965438907,3.379516030420515,1.9027177368349093,2.8481807966632458,3.2976425413701795,3.1014782950767694,2.8560268153179513,3.807085998331234,5.0,1.6760409129884855,2.66199431365064,1.7988504537807906,6.492566961111137,1.0569774754922823,0,1.304609100614132,23.24,16.23,0.3,0.78,7.9,4.2,4.7,3.1,3.3,5.0,4.0,3.9,3.74,1,Greenfield,12.41,India,2024-01-29 19:11:02.207357859,CEO,0.8704578089400515,12
FIRM_061,Large,3,610,35365.73,Beverages,Local Private,4.1499088412518015,4.188235175540518,2.92979164830067,4.117106636343519,3.435274843594509,3.5225342420098693,3.189840066873151,4.55731462468814,2.795657207013108,2.2536409751640822,1.0,2.6528946321199367,46.567153031928996,0.5229489996803647,0,2.5435097514731977,26.91,16.8,7.0,2.82,8.1,5.2,3.8,2.6,4.3,6.9,3.6,3.8,3.49,1,Greenfield,3.05,France,2024-01-30 01:12:14.448160535,CEO,0.8623606651876067,41
FIRM_062,Large,9,250,50000.0,Fruits & Vegetables,Local Private,5.0,3.3640243934880596,3.9294851007320135,4.97075421829594,3.476526378110613,2.9723504408793544,3.1691074674962856,2.815520720774737,3.2933070500053234,2.595315183718126,2.447679434958986,3.3910523814821754,6.833884296733229,1.042028478964713,1,5.0,21.66,16.32,2.1,2.31,7.8,5.1,5.7,2.5,2.9,3.4,2.4,4.3,3.93,1,Greenfield,22.04,UK,2024-01-30 07:13:26.688963210,CEO,0.9764664934864604,27
FIRM_063,SME,11,39,999.0,Fruits & Vegetables,Foreign,3.6637065385708607,2.158877272255183,2.9852057916602193,2.031213350209633,3.4710387230449538,4.189388586816489,3.117883533916796,3.348443396009347,2.1619429163386084,1.2674015474296572,2.426522560856655,3.2161852595516005,36.14000510154056,3.499900093680927,0,1.4838336231401912,23.81,18.07,1.3,1.98,5.3,1.3,1.9,2.8,2.7,3.5,4.5,3.6,3.04,1,M&A,12.61,USA,2024-01-30 13:14:38.929765886,Production Manager,0.8515911135055478,24
FIRM_064,Large,17,593,43435.41,Fruits & Vegetables,Foreign,3.4606370532657333,4.283345050499794,4.460039437222613,1.7960604918887637,4.300000347068184,3.3415549596867877,2.495891702421284,3.897464067226078,3.0812511626020505,3.1427441214264786,3.389275000989378,4.1278195422914195,19.033569115260534,0.5165897046667026,1,4.674837866109151,28.1,20.14,8.5,6.58,9.6,2.4,3.2,4.3,1.7,3.0,2.2,5.0,3.4,0,None,0.0,None,2024-01-30 19:15:51.170568562,CEO,0.9792485733245573,30
FIRM_065,Large,16,250,35841.5,Oil & Fats,Local Private,3.355507441261869,2.765987389396167,1.793941878953597,4.796772140297426,3.137082324162488,1.5651082464748511,3.397876254785448,4.4517055806564905,3.3602716249823037,2.8758353398122636,2.7501202692560884,3.7109277499627673,46.95695721985127,1.4865090762982816,1,5.0,30.77,18.4,9.1,2.38,7.1,4.1,4.7,1.2,3.1,2.7,4.1,3.3,3.69,1,Greenfield,5.18,Netherlands,2024-01-31 01:17:03.411371237,General Manager,0.91769016930569,41
FIRM_066,Large,12,714,50000.0,Meat Processing,Local Private,2.9174669657514496,2.9423635629458262,3.089119946938551,3.611691341896723,3.9323248562083197,3.337624560364736,3.051513890522152,3.4310652302199105,3.094842340270138,1.5943954888195833,3.385747852107907,3.8726121231776163,55.71035342648892,3.280791890280041,0,3.0308846173033217,21.78,14.1,11.2,1.57,8.7,1.8,2.5,1.8,4.3,2.7,2.2,3.1,3.0,1,M&A,93.11,UK,2024-01-31 07:18:15.652173913,CEO,0.8506037918280956,20
FIRM_067,Large,1,477,50000.0,Dairy Products,Local Private,3.470787074769353,2.9830370941695556,1.9728459000281928,2.6053658144989065,4.530775491383335,2.8730193254092193,1.1564410479981855,3.2846498024404625,1.8803046802911432,3.463791578749599,3.473784146452784,3.2941698605493936,55.20780265552967,0.8722944802435189,1,5.0,15.68,11.4,5.6,1.56,8.3,2.5,2.6,4.2,2.6,1.6,2.7,2.3,3.33,0,None,0.0,None,2024-01-31 13:19:27.892976588,Business Development Manager,0.9102467765818063,14
FIRM_068,SME,13,23,999.0,Meat Processing,Joint Venture,2.9636788718887765,4.362106665219572,3.4272686943624713,3.7277032688979483,3.4920821812919622,2.4581069291773385,5.0,2.51864611455035,3.1063617713254508,3.7442854702218638,5.0,1.7496311428101088,55.29558638601982,2.055616084638298,0,1.2414833118179718,19.46,13.59,18.0,0.71,8.0,5.5,2.8,4.5,3.5,4.8,2.9,2.4,3.54,1,Greenfield,27.91,India,2024-01-31 19:20:40.133779264,Business Development Manager,0.8780201261567553,33
FIRM_069,SME,13,54,999.0,Beverages,Local Private,3.3347687810156916,1.905028050214913,3.8981986510875704,1.1914018087864977,3.3692486655514386,2.7338013532441994,4.371015723373338,3.762062877584864,4.362195938717637,3.3043310309784,2.3531736791852635,2.823871321967789,45.78429243388463,0.5637488034635579,1,3.3787635502375606,21.42,16.35,22.0,2.59,8.0,3.2,2.6,2.2,3.3,7.0,3.5,2.3,2.59,1,Joint Venture,4.39,USA,2024-02-01 01:21:52.374581939,CEO,0.9436600731208244,18
FIRM_070,Large,50,1255,50000.0,Fish Processing,Foreign,4.254078028486368,5.0,2.721314385687052,3.3027004052777285,3.6616852248918494,3.6765859302830792,3.198959420060003,4.925245624086246,3.348635764514527,2.8083386423119268,1.6648750292669832,3.954080765917799,60.38453422207023,0.23144906373806018,0,4.025864050175404,25.71,13.39,13.2,6.97,9.8,4.7,3.9,4.7,2.8,7.0,1.0,3.6,3.1,0,None,0.0,None,2024-02-01 07:23:04.615384615,General Manager,0.951903818488247,14
FIRM_071,SME,11,38,999.0,Dairy Products,Local Private,2.3947659477762873,4.139239766346236,1.0,3.562256938274468,4.507835125016426,4.530048579773762,3.5150552397924786,3.8664150771788055,3.861987189071841,3.6322979365766694,2.97069197684805,2.9536293643278184,45.5301165918042,3.163492044284742,1,0.6933676791957255,19.88,14.6,8.1,1.7,6.9,3.8,1.0,4.0,4.3,3.0,3.6,3.1,3.54,0,None,0.0,None,2024-02-01 13:24:16.856187291,CEO,0.9231291355607499,17
FIRM_072,SME,16,40,999.0,Oil & Fats,Local Private,4.111902848903236,3.5562672398904116,3.2790533321168454,4.039416111630263,3.9164645785720142,3.819229131705486,2.5626765221459507,3.686632612489772,2.662988029987372,3.712198324429022,1.8174919701465022,3.452781331761372,29.673483586695887,0.20843039558894402,0,1.1321563732304354,14.12,9.89,2.9,2.96,7.9,3.0,5.3,2.6,5.1,3.8,3.0,3.8,3.86,0,None,0.0,None,2024-02-01 19:25:29.096989966,Business Development Manager,0.8560779288159505,27
FIRM_073,Large,28,320,50000.0,Meat Processing,Local Private,4.253692053871893,3.3615741995685995,3.493064696560159,2.4888832381659696,3.481271423235441,3.1754476282489823,4.856578302248693,3.8932493864601914,3.6499002394237103,3.3766632127477196,4.3301568452801895,2.7131265162784803,6.416513427157425,0.6332097191395866,1,1.9615296508097582,28.12,17.2,32.6,1.95,8.4,1.8,2.0,1.0,4.5,5.9,3.4,2.1,2.41,1,M&A,6.0,China,2024-02-02 01:26:41.337792642,General Manager,0.9484193206550803,5
FIRM_074,Large,22,263,27243.39,Oil & Fats,Local Private,3.1055451784071373,3.59988785240036,3.463865279465528,3.368549729122687,4.090325990712824,3.919132936619492,5.0,3.693344797630839,3.179267838216526,2.3578489746087152,2.388460157160244,2.0731693363123394,68.64898026238394,3.863552911813168,0,1.3373981486766526,33.49,20.61,2.6,2.15,6.7,4.1,1.0,1.1,2.8,4.8,3.7,2.5,2.63,1,Greenfield,9.56,USA,2024-02-02 07:27:53.578595317,CEO,0.9763058175408281,28
FIRM_075,Large,33,611,50000.0,Grain Milling,Local Private,1.5025160807931244,3.764785699865537,4.212203972639939,2.55966029915233,3.1386247100981457,3.278636782846706,3.6253549825972198,3.212191376643922,1.949089270312768,3.3489406889600626,2.0778659953386107,2.8889903423585004,80.0,0.8507314988758468,0,2.1515479945048854,26.22,17.3,1.8,4.65,8.6,5.5,3.2,2.2,5.5,4.4,3.6,2.4,3.71,1,Joint Venture,8.25,USA,2024-02-02 13:29:05.819397993,Operations Manager,0.9580486415989602,9
FIRM_076,SME,3,16,999.0,Meat Processing,Foreign,2.7137424103244543,3.8516509101650396,2.136051688315856,3.5043070045394535,4.208815706265769,3.113779741585799,4.318824515348275,4.193967949406623,3.218521004798874,4.175932585742931,2.1815527067337706,3.2781426987293885,30.440504594833122,7.227198873484936,1,0.5924551187363194,22.57,8.34,4.7,0.7,8.7,3.0,2.7,3.7,4.5,3.8,1.0,5.8,3.56,1,Greenfield,7.66,South Africa,2024-02-02 19:30:18.060200669,CEO,0.9744936878432978,13
FIRM_077,SME,5,35,999.0,Bakery Products,Local Private,4.237595637248887,3.788923126202414,3.7121944949054044,2.5837229421095804,4.04516438462106,2.791946132236911,3.6402294231471393,3.835456913867053,1.9083033365596895,2.563033847249443,3.4902591658188054,2.4098810524847005,29.37054772757492,7.797654386165731,1,5.0,22.24,13.94,0.5,0.38,8.8,3.9,3.0,3.7,3.0,5.8,1.8,3.2,2.97,1,Joint Venture,26.62,Netherlands,2024-02-03 01:31:30.301003344,Operations Manager,0.8800764285326331,8
FIRM_078,SME,8,22,999.0,Dairy Products,Local Private,3.1817055501608946,3.462706476878674,4.173256761230178,2.9735193286718236,3.6153149173166694,2.3737198352737967,2.4306196488992553,3.7105679511601948,2.267119725115208,4.988145405219188,2.5264783184453665,2.787859879628998,7.0138850865602755,0.6247038265092514,0,5.0,21.51,13.15,30.7,5.45,9.2,2.0,3.6,2.4,2.7,2.7,3.5,3.3,3.26,1,Joint Venture,2.34,Other,2024-02-03 07:32:42.541806020,Production Manager,0.9833331909484724,31
FIRM_079,Large,2,512,50000.0,Grain Milling,Local Private,2.4005582141640716,3.2618631057848715,1.499271174394135,2.5033476841678164,3.296848520931661,3.3270534054083885,3.170541304829074,3.1147803836330503,3.089328307292374,2.6269321594131543,1.9941664978565794,2.1544830822126158,30.793434646528162,0.08368299109032803,0,5.0,24.34,17.67,7.1,1.36,5.7,3.0,4.0,2.6,4.6,4.9,3.3,3.3,3.41,1,M&A,7.53,South Africa,2024-02-03 13:33:54.782608695,General Manager,0.8983290175971944,24
FIRM_080,SME,14,43,999.0,Grain Milling,Joint Venture,2.796180063017426,3.294108701442542,3.3876866433270796,3.8209089934589255,3.2679914466299254,3.7106374429440923,3.6055423734175656,4.482104759160856,3.197244273380124,3.129166312006123,4.531887109385885,4.007320425807686,38.911775807049786,2.4419889367714163,0,0.7814937799334457,23.74,14.63,6.5,1.59,9.5,4.2,5.4,2.9,3.7,4.7,2.2,5.1,3.83,1,Greenfield,6.73,USA,2024-02-03 19:35:07.023411371,Operations Manager,0.8520107221377986,9
FIRM_081,Large,5,677,50000.0,Fruits & Vegetables,Foreign,3.872496021203643,3.2635642037531234,2.6462381520930958,3.9867608933253322,4.120890401807546,3.5323634309895775,3.1363618250052445,4.098821647199866,1.7107675349228708,2.4947629635942974,1.758213175272075,2.7349898181707695,18.70475956583706,1.1992645048696555,1,3.476175795104617,21.44,14.43,8.5,12.7,8.1,4.7,2.3,2.7,2.6,4.3,4.0,1.6,3.09,1,Greenfield,11.9,India,2024-02-04 01:36:19.264214047,CEO,0.9765087469493606,34
FIRM_082,SME,36,22,999.0,Bakery Products,Local Private,3.637386854561104,4.193639067806945,3.0266295942085186,3.1123035440340687,4.537388301493437,3.308823150436849,3.3250773780519713,3.368247497579619,3.953985771182876,3.300943752328235,2.7391226814362932,4.307479990613565,18.600579548026165,0.21239471800396328,1,1.3485918658021008,19.93,17.04,5.5,4.46,9.6,4.5,4.2,3.1,3.4,5.3,2.8,3.3,3.43,1,Greenfield,5.4,India,2024-02-04 07:37:31.505016722,CEO,0.991273190344709,6
FIRM_083,SME,6,26,999.0,Grain Milling,Government,3.008854320664245,3.8154897055966033,3.4129088351845027,3.3305903959680223,3.417615351782723,2.9379777575122534,3.4268803539927086,4.301094912209162,3.472006278300473,1.5320004766282524,3.4175367667712537,4.375873065486818,39.43641458715731,2.458737257907183,1,0.8923491960113885,19.33,15.59,0.3,0.92,7.1,1.4,4.1,2.9,3.1,4.2,4.2,1.6,3.01,1,Joint Venture,8.69,Germany,2024-02-04 13:38:43.745819398,CEO,0.9483337296126023,16
FIRM_084,Large,10,250,40838.11,Beverages,Local Private,2.9065404705482503,1.3417279557350037,2.661494292297803,2.1411268682931643,4.07503202213089,4.025772334179478,3.435297201707631,3.401457496968876,2.195271564389116,2.608562381064951,1.0,2.927058631750431,34.993991595197095,0.06334237628756041,0,4.81823208904172,23.57,17.94,7.6,5.75,7.3,3.3,1.0,1.1,2.7,3.5,4.6,1.0,2.6,1,M&A,55.15,UAE,2024-02-04 19:39:55.986622073,Finance Manager,0.8847154945695137,7
FIRM_085,SME,23,23,999.0,Fruits & Vegetables,Local Private,2.8865934807649425,3.8591305435708327,2.4918627287545494,3.0602586815945703,2.5477837888387587,2.6780076560373907,3.5418067923979866,3.230797904493378,1.3624152035508246,2.1170909196862895,3.2282865515465176,2.092396140707385,20.184391189103167,4.083469956118172,0,2.6080325498977364,19.08,12.45,10.1,4.55,6.3,2.6,2.1,2.7,4.5,4.3,3.4,2.6,3.09,0,None,0.0,None,2024-02-05 01:41:08.227424749,CEO,0.8877616696423796,18
FIRM_086,Large,4,487,18891.2,Grain Milling,Foreign,2.462071852401198,3.5363153363031423,3.130737175739222,3.259836306366604,3.44922936160568,4.143219539690433,2.651515946882719,3.2441781295118277,2.7550954209185687,3.221804513103062,1.5393815569715057,1.1226919100399964,67.94783976862998,0.29851457862861913,0,1.8542012900256586,22.89,16.82,4.3,2.68,8.5,3.4,1.5,2.9,4.3,2.0,3.8,3.9,3.69,0,None,0.0,None,2024-02-05 07:42:20.468227424,General Manager,0.919988931015343,14
FIRM_087,SME,2,60,999.0,Grain Milling,Foreign,4.492300551575553,3.386903870487872,2.121478655023478,5.0,3.7813646402774586,2.898448086751293,2.926387080697651,2.6373588681471456,2.4540562861388397,3.9950026379580166,3.605061058917403,1.6751666342758875,5.0,0.2723540727896467,1,3.099234915310702,20.83,14.03,11.3,0.75,7.7,3.7,3.8,4.0,4.3,5.1,2.4,2.5,3.37,1,Joint Venture,7.02,UK,2024-02-05 13:43:32.709030100,Operations Manager,0.9846746619402129,9
FIRM_088,Large,15,254,26511.37,Meat Processing,Foreign,2.942143624630928,3.1280370828377797,2.122757384003333,2.410426379380669,3.2541899498108995,3.073295333852876,2.4723325874400244,3.9829254282509234,3.013140457053023,3.6814055684030964,1.6410838868891262,1.7635486575912058,65.69530662359429,0.3863742629858922,0,1.177498678605428,26.12,17.28,2.1,2.15,6.8,5.1,3.6,2.0,4.3,5.4,4.2,3.8,3.66,0,None,0.0,None,2024-02-05 19:44:44.949832776,CEO,0.8724396484221337,21
FIRM_089,Large,16,623,37160.28,Dairy Products,Local Private,4.173726816660397,4.186878903990209,3.7114359546608533,4.47134179100195,3.238096175126242,2.5732503665690265,4.2822524397489605,2.60131307299699,2.5368833388444334,1.0,3.4620459350337467,4.240622664715354,20.655060739278554,6.4511141139538495,1,1.1415820780793755,29.71,20.64,2.0,11.11,6.2,4.2,3.7,3.1,2.6,3.3,3.4,3.5,3.6,1,Joint Venture,4.82,South Africa,2024-02-06 01:45:57.190635451,General Manager,0.973896050437523,10
FIRM_090,SME,23,97,999.0,Beverages,Local Private,4.417052841537961,4.063268523486,2.06608536835721,4.097487018772647,3.3993322661186682,3.2490184971800544,1.8154824465277404,2.9629337012405426,1.0,4.937862687635093,3.9164163729241843,3.1042421285042514,36.28076665382791,2.362918691362175,0,1.3922660520624384,21.86,13.92,1.4,4.81,8.1,5.5,2.8,3.5,2.9,2.9,2.7,3.2,3.67,0,None,0.0,None,2024-02-06 07:47:09.431438127,General Manager,0.8936954213057725,3
FIRM_091,SME,19,46,999.0,Dairy Products,Joint Venture,3.9986487185183686,2.8589856325234737,3.6996812508182906,3.524509123592109,3.975315636995824,4.282718720934585,4.422872274653541,2.45464719455288,2.5116530616988415,3.3657519465587815,3.647580178196086,3.350644071682789,45.82931978921883,3.232638423355376,0,5.0,17.26,15.34,3.7,5.33,8.4,3.0,2.9,2.7,5.0,3.3,1.6,4.8,3.53,0,None,0.0,None,2024-02-06 13:48:21.672240802,Operations Manager,0.9712879254143647,6
FIRM_092,Large,16,1031,37689.97,Bakery Products,Local Private,2.8547037498255614,3.6849366009871742,3.5163321635685563,4.706896387356107,3.687602588956175,3.9609396619107695,4.609079517810275,3.648358184325464,2.594380888931687,2.4011507735563,2.976448313061913,1.0016210919583866,38.61200424963134,1.0137833628572155,0,5.0,23.5,15.78,15.0,1.95,7.4,2.1,3.2,1.0,3.6,4.1,2.5,2.7,2.71,0,None,0.0,None,2024-02-06 19:49:33.913043478,General Manager,0.9880406796402308,16
FIRM_093,Large,7,273,12235.72,Fruits & Vegetables,Local Private,3.5229840722692876,2.7198402858210997,1.546773944088463,3.59768437808549,2.4570612600050166,4.2848954784196245,3.2582555304139027,3.609807723836877,3.5336610247740587,3.2414151270918468,2.445568962777331,1.9218302137044645,33.70176737950965,0.8198884312148088,0,0.7450478515715441,22.61,16.8,14.1,5.35,6.7,5.5,2.7,4.0,2.0,4.5,1.8,3.8,3.33,0,None,0.0,None,2024-02-07 01:50:46.153846154,General Manager,0.914124080799148,17
FIRM_094,SME,15,12,999.0,Meat Processing,Local Private,3.1806435148872674,2.4342672846477487,2.4901918128979106,3.6113273565343427,2.52757990841896,3.965499782153755,1.4174903297381611,3.503982272088182,2.20180032538895,3.2585708402524234,2.065938466031672,3.798371798801658,30.5853682207145,0.5344103431841776,0,5.0,12.46,12.39,3.9,1.1,8.0,4.3,4.2,3.7,3.7,6.5,4.0,1.4,3.26,0,None,0.0,None,2024-02-07 07:51:58.394648829,Operations Manager,0.9047575981158296,12
FIRM_095,SME,16,10,999.0,Bakery Products,Local Private,2.4770385114158975,2.9612979427870245,4.174698462742636,3.2575034775859635,3.4358808932856943,2.8274311200287414,3.2109515504261674,3.0744533831976546,4.578674673372566,2.4998361547435928,4.318138159898814,3.2580967011443276,36.72495534386426,1.3103469057261032,0,2.43946002232109,26.84,20.17,7.1,2.65,9.5,2.9,1.8,3.2,4.2,6.3,4.6,3.5,3.13,1,Greenfield,6.27,India,2024-02-07 13:53:10.635451505,General Manager,0.9703331978456953,46
FIRM_096,SME,7,109,999.0,Dairy Products,Local Private,3.4594874253772825,4.003675430667931,2.2169510219742867,4.278855105934902,4.074611951632131,3.36844754297071,3.4486526709689445,2.996659747938016,1.0,3.278125000607868,1.9305552578155925,2.8675152491829623,56.98012869016878,1.6051596568068953,0,3.43418977042492,20.34,11.38,10.2,4.63,6.9,4.3,2.2,2.9,4.0,5.4,4.2,3.1,3.33,1,Joint Venture,12.59,USA,2024-02-07 19:54:22.876254180,Production Manager,0.9294224323569091,25
FIRM_097,SME,43,55,999.0,Sugar & Confectionery,Joint Venture,2.256768167072158,4.067187531763261,2.682036163921551,4.177175387048707,2.151497094364859,3.053860609617776,2.6915214240568694,3.9786219181279447,4.211167497802625,2.5532749411417237,1.5592273190730044,3.5083581227401104,53.27392594735234,1.9981213800191633,1,1.352483988472835,22.69,16.51,2.2,4.52,6.8,4.8,3.4,1.0,2.6,4.4,6.1,2.1,3.37,1,M&A,55.01,UK,2024-02-08 01:55:35.117056856,CEO,0.9526673572694796,26
FIRM_098,Large,18,392,43274.56,Bakery Products,Local Private,4.150143510769251,3.759159794068105,3.515854803926707,2.79945817000303,3.5001618943090214,4.531402432827328,3.087825284953406,3.3696688409749074,2.675681029121895,2.7360742065789796,3.431905828536113,4.472218025522233,16.1644866131955,0.5944374818532091,0,2.541068786415225,30.74,22.15,1.5,0.41,8.8,3.9,2.7,3.8,5.4,2.9,2.5,3.8,3.89,1,Joint Venture,21.47,Netherlands,2024-02-08 07:56:47.357859531,General Manager,0.943424385544177,11
FIRM_099,SME,5,41,999.0,Fruits & Vegetables,Local Private,2.8283061621612857,3.907567050793598,3.805051458354336,2.244602244320986,3.484251286089547,2.762247947501582,4.724156159090681,3.889814992921687,3.759584872343556,2.482348777820424,1.8242495164948553,2.8010617828166544,69.80265393183704,5.938339636146342,0,0.8870857649040025,17.35,14.19,28.6,9.38,8.0,2.9,1.8,4.5,2.0,6.6,3.8,2.6,2.71,1,Joint Venture,19.21,UK,2024-02-08 13:57:59.598662207,CEO,0.8729333268467194,10
FIRM_100,SME,23,13,999.0,Bakery Products,Local Private,3.3609277246982714,3.761324800980471,2.873615002559954,3.137615490083474,4.633002666925068,4.2255883825723775,4.031941729841392,3.1688507883254666,2.979801484058733,1.8105958392343127,1.6549301527872602,3.0624328223922626,13.62547009776376,0.3720773089967923,0,1.2704100618428202,24.52,14.48,7.7,0.88,7.5,3.3,3.9,1.7,3.6,3.9,1.7,5.3,3.37,1,Greenfield,11.7,France,2024-02-08 19:59:11.839464883,CEO,0.9767185540434342,23
FIRM_101,SME,25,234,999.0,Meat Processing,Joint Venture,3.426630297236914,2.950962883343933,2.562240824777523,2.6599691484818826,3.5689869129722815,4.225067709076138,2.76034870849752,3.8086376456626496,4.039555536025469,3.2312528231938455,1.1120353116132586,3.1733372268581745,62.764285482687455,6.742491377287457,0,4.542817106585884,21.28,13.46,31.9,14.36,9.8,4.1,2.5,4.4,5.2,4.6,2.9,1.0,3.36,1,Greenfield,56.43,UK,2024-02-09 02:00:24.080267558,General Manager,0.8793662667119704,17
FIRM_102,Large,18,430,45397.72,Beverages,Local Private,2.9928760210367384,3.702345781271758,4.380132875528657,3.2491803403077157,4.0297933908445565,4.880734141201261,2.221920664323654,4.481966822389638,2.5126380354471887,3.6267694928647045,2.1687991765934305,5.0,50.677517330617405,0.029935159913430067,1,4.617617678924485,24.99,18.98,3.3,4.74,9.4,4.0,2.1,4.1,4.1,5.1,1.3,3.7,3.17,1,Joint Venture,24.16,UK,2024-02-09 08:01:36.321070234,Finance Manager,0.9898423216106171,24
FIRM_103,Large,10,426,50000.0,Oil & Fats,Local Private,3.66935504118022,3.9602866676593775,4.665009697417821,4.289950507747311,3.8847542840524776,3.313219385159352,3.238386145912183,4.05169948023567,1.8013795748221877,3.563395236468735,2.6090134737138575,1.110579362022877,13.466990363928948,1.312187211822761,0,3.5509640962485594,21.01,13.08,9.7,4.42,7.8,5.3,3.0,1.6,4.3,4.3,3.8,3.4,3.59,0,None,0.0,None,2024-02-09 14:02:48.561872909,Finance Manager,0.8875856937133222,17
