respondent_id,sector,location,firm_size,firm_age_years,owner_age,owner_gender,owner_education,employee_count,annual_revenue_tzs,export_activity,formal_registration,barrier_rigid_hierarchy,barrier_centralized_decision,barrier_departmental_silos,barrier_risk_aversion,barrier_nih_syndrome,barrier_resistance_external,barrier_financial_constraints,barrier_human_capital,barrier_tech_infrastructure,barrier_limited_awareness,barrier_knowledge_gaps,barrier_trust_deficit,barrier_weak_networks,barrier_poor_collaboration,dl_technical,dl_informational,dl_communicative,dl_strategic,uses_computer,uses_internet_daily,uses_cloud_services,uses_social_media_business,uses_digital_payments,uses_erp_software,dl_composite,oi_adoption_score,oi_customer_collab,oi_supplier_collab,oi_competitor_collab,oi_university_collab,oi_consultant_use,oi_joint_rd,oi_licensing_in,oi_licensing_out,oi_crowdsourcing,new_products_last_year,process_improvements,revenue_from_innovation_pct,oi_breadth,oi_depth
SME_0050,Retail/Wholesale,Dar es Salaam,Medium (50-99 employees),17,36,Male,Secondary,52,152483042.39929464,No,No,4.021235703547223,6.734043641853518,7.0,6.0961314590239075,4.5151180523168,3.5961434224411772,6.382178383099062,6.903877343316258,6.52268452114492,5.397115390897376,4.951801183031764,4.6078363672819105,6.501701591589859,6.4879031078012614,2.796419138683727,2.481279190432499,3.7076000300128977,2.1832246384802922,0,1,0,0,1,0,2.7921307494023537,4.362061821721675,1,1,0,0,0,0,1,0,0,0,1,19.29837189779348,2,1
SME_0051,Agriculture/Agribusiness,Dar es Salaam,Small (5-49 employees),14,43,Male,Diploma,44,62199041.43492267,No,Yes,3.0451242559711207,6.9488228759987525,5.3462925871622025,6.999594645145794,3.6894467018178627,3.4975934290430173,5.8659276212094325,6.002784426895194,7.0,5.947294696578158,5.033050595506764,4.373630792334108,6.67600068726298,3.7458829465240706,1.921603372506265,5.200166700689626,2.4115476769488904,2.476957631226993,0,1,0,0,1,0,3.0025688453429438,4.459449857785885,1,0,0,1,0,0,0,1,1,1,2,14.853913408743368,2,2
SME_0052,ICT/Business Services,Arusha,Medium (50-99 employees),2,37,Male,Diploma,54,298358077.4485185,No,Yes,6.454162265726786,4.48717688543284,6.2677566944032055,5.8789312900592785,4.7356054126690506,4.0286639909912605,5.493182910388528,5.528316692375237,5.384872145839489,3.987426310317554,4.717805448650605,5.07857702971915,2.245519086702225,5.195618549225308,5.206210399360572,5.714193017922986,6.9842574518857345,3.054414102434837,1,1,0,1,0,0,5.239768742901032,6.0197099599846124,1,1,1,1,1,1,1,1,1,0,2,24.17809799251966,5,4
SME_0053,Retail/Wholesale,Dar es Salaam,Medium (50-99 employees),14,50,Male,Secondary,79,50463190.68669304,Yes,Yes,4.024334530339832,4.23133435647368,2.706452348756077,4.10610750213211,3.9734629962652535,4.52007694660646,7.0,5.274120324104796,6.195525116894834,5.880577663807594,5.744171704837434,5.622556539274006,4.065647483680906,7.0,3.156322577026656,2.7970837630035383,2.850342454357814,2.4621849058085967,0,0,0,1,1,0,2.8164834250491513,5.294442825498807,1,0,1,0,0,0,1,1,1,4,3,9.194957546058001,2,3
SME_0054,Retail/Wholesale,Dar es Salaam,Medium (50-99 employees),23,25,Male,Secondary,78,142551955.58375803,No,Yes,7.0,3.6490754364650453,3.5687628318477067,5.620189657622994,4.442554646107771,5.856562108801452,5.494555017834047,7.0,7.0,5.655088836758658,6.729684889651706,6.80590042435731,4.8232630143301085,4.2389175820954454,2.9980634124589014,3.5620797501168795,2.9806369453176798,2.6973756953854426,1,1,0,1,1,0,3.059538950819726,4.627576217192774,1,0,0,1,1,1,0,1,0,0,1,10.353950840442332,3,2
SME_0055,Retail/Wholesale,Dar es Salaam,Medium (50-99 employees),21,25,Male,Diploma,96,49734850.30491769,Yes,Yes,4.993771675563577,6.147799736947738,4.780778518249443,4.023003517809004,4.33661066725899,4.918629850046184,5.931900956106753,7.0,4.1754132633611025,5.70670709020305,6.93802441916112,7.0,4.714723092179247,5.63885828853626,3.501426432883687,5.353124413533293,3.6974755713059633,4.053417473421092,1,1,1,1,1,1,4.151360972786009,4.564343936097831,1,1,0,0,0,0,0,0,0,2,1,8.88232566734157,2,0
SME_0056,Manufacturing,Arusha,Small (5-49 employees),24,49,Female,Diploma,31,176120344.92233926,No,Yes,5.583712428638377,5.41502990470862,4.471501238388902,6.035975389500046,2.2613046977363784,5.7502764390688945,6.113560113295771,5.277525103221735,7.0,4.290079177451338,4.856616412028467,7.0,4.201526434180172,4.284850132182499,3.2798610520798146,5.070375265961144,5.223870033803179,3.217207937528401,0,1,0,0,1,0,4.197828572343135,5.336190564480808,1,1,0,0,0,1,0,0,0,0,2,16.52477998693785,2,1
SME_0057,Manufacturing,Dar es Salaam,Small (5-49 employees),22,25,Male,University,38,32920815.50911415,No,Yes,4.72356949188298,6.124807930342504,4.870143259559308,4.307374652847738,4.661397724247373,4.331910123466567,5.930501059299259,5.925843658629829,6.16002633147677,2.968785895141918,6.470335086316942,5.6525688459966235,6.861438457112688,5.5774578254778735,4.328186220870618,5.886859740305044,3.5313234876913215,4.676484183662953,1,1,0,1,0,0,4.605713408132484,4.2757470477505475,0,1,0,0,1,0,0,0,1,3,1,13.172667106872998,2,1
SME_0058,Manufacturing,Dar es Salaam,Small (5-49 employees),24,38,Male,Secondary,21,184965756.1010445,No,Yes,6.5215875492829145,6.01319984259514,6.650093483063573,6.422250636017779,5.482501704268516,7.0,6.950133410051903,6.373744421004413,4.596065141807831,3.854030859043755,5.921987030356039,5.845521197768241,4.76305292199002,5.483277509495678,3.560980812908879,4.414343501207201,2.977296203225054,1.514813837300068,0,0,1,1,1,0,3.1168585886603,2.9240637594740457,0,1,0,0,1,0,1,0,0,1,1,1.4007260008794837,2,1
SME_0059,Manufacturing,Dar es Salaam,Small (5-49 employees),22,57,Male,Diploma,30,154391527.69814125,No,Yes,6.806352313652315,5.964942722005329,3.116688937321441,5.4884911728570565,4.3340402229769275,4.573530091950583,5.627745900933322,5.022354417395995,4.319351090829265,4.9468143821781725,4.68333159946796,2.4705513099977323,7.0,6.415400550481674,1.0604204114642553,2.6116899198961034,1.1039302279038608,1.763936346531486,1,1,0,0,1,0,1.6349942264489261,4.226182695894962,0,1,0,0,0,0,1,1,0,5,0,15.175446390763867,1,2
SME_0060,Agriculture/Agribusiness,Arusha,Small (5-49 employees),13,42,Male,Secondary,19,77287867.45069383,No,Yes,4.748439130090005,5.520700954714658,3.3768493484871698,7.0,7.0,5.472363101071177,7.0,5.975286778933924,4.529602017236476,4.905811957243611,5.745120763449154,5.245452281256556,5.237616067077957,5.181180575238151,2.7512499869191247,4.015430802488003,4.179308084090744,3.8581700938241017,1,1,0,1,0,1,3.7010397418304932,4.174546625481852,1,1,0,0,1,0,1,1,0,2,0,7.080465661150364,3,2
SME_0061,Retail/Wholesale,Mwanza,Small (5-49 employees),12,25,Male,Diploma,45,75156104.21286945,Yes,Yes,4.802945802561447,5.257484339547232,3.2212134136844193,4.882983850872065,3.7584988811600377,6.07559710465482,4.104917752343708,6.6535903433169254,7.0,4.737383295620855,2.436549203389972,5.03868943803271,5.122979006453417,3.6862223140924124,3.8764078779028455,4.107895435685376,5.133807318740899,1.774428291938916,0,0,0,0,1,1,3.723134731067009,6.784153280138857,1,1,0,1,1,1,1,1,0,3,1,16.318607580403977,4,3
SME_0062,Retail/Wholesale,Arusha,Small (5-49 employees),19,36,Male,Diploma,30,74114898.43566445,No,Yes,4.281737927430109,6.883214718749687,5.464405310992264,4.6754358856219005,3.3828809964854822,4.6402809506292515,5.807888898584606,5.996199187363317,5.111151616175575,5.713799490434234,7.0,6.215501022444263,5.142293791203073,4.761904387630717,2.076669292176367,1.9205844261686391,2.1971274615223724,3.77244399791801,1,1,0,1,1,0,2.491706294446347,4.355666134158034,0,0,0,0,1,0,0,0,0,2,1,12.253776953588384,1,0
SME_0063,Retail/Wholesale,Mwanza,Small (5-49 employees),21,36,Male,Diploma,34,56731968.39305655,No,Yes,4.471992238984155,6.49870500369736,3.784492520263307,5.645222708999983,5.361437482257303,4.4480373879073145,4.764781006904309,5.822974503617668,5.632895630959078,5.700288563323884,4.713039662916917,6.620821298813048,4.147871462545787,7.0,3.698229931575688,2.9774367820384002,2.1200000890719597,3.976533253787765,0,1,0,1,1,0,3.1930500141184535,4.771724003578364,1,1,0,1,0,0,0,0,0,4,2,16.601296070481812,3,0
SME_0064,Retail/Wholesale,Dar es Salaam,Medium (50-99 employees),6,35,Male,Diploma,53,194199382.32232007,No,Yes,2.602836188206086,5.47824707101258,5.018059887284611,4.6044429320591185,5.6092727254332155,6.207470536736174,3.9048630445813415,5.802744807490814,2.7574020976369145,3.7412022357721506,6.892083001391041,4.618217966607946,3.591344042709233,4.542680952319913,2.533022293149919,1.3623778358182357,3.075370798069268,2.2380698861420734,1,0,1,1,1,0,2.302210203294874,5.6796186420998644,0,1,1,0,1,1,0,1,0,2,4,11.132081103385367,3,2
SME_0065,ICT/Business Services,Mwanza,Medium (50-99 employees),8,30,Male,University,69,427362151.41618115,Yes,Yes,6.9814876057962625,2.785149528073371,2.833297114868852,6.697431683179627,7.0,4.4862256532806875,4.684852567726022,7.0,7.0,5.51473638531468,4.0063574161688384,4.950970659161963,4.607567902746203,5.030106696000251,5.856876314790618,7.0,7.0,7.0,1,1,0,1,0,0,6.7142190786976546,6.504882130142293,1,1,1,1,1,1,0,1,0,1,1,29.33241055814596,5,2
SME_0066,Retail/Wholesale,Arusha,Small (5-49 employees),4,46,Male,Diploma,10,122837788.53600077,Yes,Yes,6.441201725757604,5.967358745251143,2.999411099919815,6.776496450019538,5.475758568015787,5.555772375444808,7.0,4.188419750486449,5.4605918634228905,4.262254538368943,3.375354632097999,5.5467099776049205,7.0,2.4078989321425213,2.341715278785254,3.656730260820616,3.2357982143765294,1.9535021971310926,0,1,0,0,1,0,2.796936487778373,4.827715224658281,1,1,0,1,1,0,0,0,0,1,2,21.504727083949604,4,0
SME_0067,Agriculture/Agribusiness,Dar es Salaam,Medium (50-99 employees),1,39,Male,University,87,10515070.888722636,No,No,4.661263266740636,5.704597228582251,4.560001662153036,5.28687194748426,3.5409403638650114,5.05606541723418,5.218912420685665,3.1100782950214465,6.814051442565104,6.050062983810451,5.156827074536189,5.429074688205703,6.2891816152586735,5.091641553811507,4.4863580536046035,5.194868944018861,4.303784909904167,3.6711226213112464,1,0,1,1,1,1,4.414033632209719,5.269270571995278,1,1,0,0,0,0,1,0,0,2,1,21.321271946357726,2,1
SME_0068,Agriculture/Agribusiness,Mwanza,Small (5-49 employees),24,29,Male,Primary,39,48950343.91011508,No,Yes,6.284821065713578,5.172769579038765,6.605578860146131,6.220785725932684,5.832862332327049,3.9029328024167644,6.408260268871537,4.968045082505549,5.297889000818657,4.421549246020655,4.427141574910853,7.0,7.0,7.0,2.0927249557507444,2.462133298164434,2.5609361312530377,2.535455795111114,1,1,0,0,0,0,2.4128125450698326,4.088387819366288,0,1,0,1,0,0,0,0,0,1,3,11.079443910917984,2,0
SME_0069,Agriculture/Agribusiness,Dar es Salaam,Medium (50-99 employees),14,34,Male,Secondary,63,166775208.5716315,No,No,3.7325259765333234,5.578379124901982,3.2184400872346757,5.2043051228029364,4.498247619900111,6.663542407085718,5.7933932897084155,6.868379333694016,6.66453297854737,7.0,3.972611354546304,6.9592332397867995,6.875729044480873,4.034607510564855,1.0,2.618328323047454,3.915180180691522,2.4977281660654795,1,1,0,1,0,1,2.507809167451114,4.424112706425622,0,0,0,0,1,1,0,0,1,2,1,9.58516867435699,1,2
SME_0070,Retail/Wholesale,Mwanza,Small (5-49 employees),14,33,Female,Secondary,37,128579293.39454916,No,Yes,6.408560003767792,5.869759459328852,4.604280862060571,5.076064513028001,4.737068658260977,7.0,6.150614537061734,6.582130001531459,5.130010680165691,4.464176464534034,6.790183290174937,4.350423788448468,5.001743478513674,5.344235634393901,3.0962930061686125,4.791564075607588,3.993594789469197,1.6937432115980418,1,1,0,0,1,0,3.39379877071086,4.435747131927216,1,0,0,1,1,1,0,0,0,1,4,15.834780183740627,3,1
SME_0071,Agriculture/Agribusiness,Dar es Salaam,Small (5-49 employees),8,25,Female,Diploma,12,113141369.0165477,No,No,4.833647122208063,4.802997386482228,4.9145657154247,6.092855755817812,5.981565054551196,3.7156158104653905,5.644260411864082,6.4947628618769375,6.484111906331259,3.2525686582227236,5.486627890387423,3.22177475062519,5.056321882472443,7.0,3.815966376258646,4.668794000445014,4.163468967883263,5.15204004481367,1,1,0,1,0,1,4.450067347350148,5.055312556706465,1,1,1,1,0,1,1,0,1,0,1,19.05562650802093,4,3
SME_0072,Retail/Wholesale,Arusha,Small (5-49 employees),6,32,Female,Secondary,31,144326287.6362572,Yes,Yes,3.8625287392772165,4.38224464995926,5.693238716044718,4.157198484790355,4.640693964137953,5.756085251339927,5.479142737079537,5.364030012789028,6.6186042813465376,5.705855300243874,5.693500235924942,5.160877720729961,5.744073338322746,4.939147515870316,3.165773589989105,1.9384618561120708,3.6715162231452907,2.857410707225844,1,0,0,1,1,0,2.9082905941180774,4.563671965033231,0,1,0,0,1,1,0,1,1,2,0,21.232569638837447,2,3
SME_0073,ICT/Business Services,Mwanza,Small (5-49 employees),6,62,Female,University,19,220469704.50061208,Yes,Yes,5.049366731910942,4.253374772370224,3.9626603333065966,4.210042207447986,4.857990867992517,3.7078990500082702,4.797358194854206,5.358661147855388,5.534013753443427,5.639448481938287,4.425761873467391,5.408052846836756,5.460957086728396,5.178205950181073,6.006182314540547,7.0,5.792408703166785,5.736610147965189,1,1,1,1,1,0,6.1338002914181295,6.574118055697314,1,1,1,0,1,1,1,0,1,1,0,10.249448414730429,4,3
SME_0074,ICT/Business Services,Arusha,Small (5-49 employees),3,30,Male,University,31,372280583.62982845,No,No,3.5092155806374294,4.964299830498308,4.67338238487106,5.207178466907942,2.396226809954699,4.776538586370828,7.0,4.739960731243017,4.499115192359146,5.148018271653678,5.24361603151323,6.192735165416415,3.2905582129093345,5.550794328347489,7.0,7.0,7.0,6.127094667990598,1,1,1,1,1,1,6.781773666997649,7.0,1,1,1,1,1,1,0,0,1,1,6,5.907216147161037,5,2
SME_0075,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),14,48,Female,Secondary,47,183251957.6801633,No,Yes,5.908506473501756,5.343638809365399,5.340293513298198,6.929457481598358,6.646778456034141,4.042678756718898,6.888142368079936,5.735311394967481,6.080161507817067,5.487836389202034,5.434732712321915,6.891707497107065,5.399538448180945,3.8445900331018805,3.530272874417306,3.9747709278945127,1.4880790139947133,3.1343270545535034,1,1,0,1,1,0,3.0318624677150092,4.947623502483203,1,1,0,0,0,0,0,0,0,1,3,8.468842431085225,2,0
SME_0076,Agriculture/Agribusiness,Arusha,Small (5-49 employees),9,30,Female,Diploma,44,149924404.76869735,No,Yes,4.227764172836325,5.196564188491523,5.997979219586166,6.003094684948834,4.079357665503548,7.0,6.138297779880181,6.575390737999014,5.333114123065048,5.540031093646539,6.023415354970246,6.418194711754256,6.26884196645387,5.9338561000948715,3.268014916450688,4.2795048883903615,2.9555786539915836,3.08488619982951,0,0,1,0,0,0,3.396996164665536,3.941950745501637,1,0,1,0,0,0,0,0,0,2,0,10.532030177143017,2,0
SME_0077,Manufacturing,Dar es Salaam,Small (5-49 employees),23,65,Male,Primary,25,175280308.79180437,No,Yes,4.8218959225670694,4.871079353848333,5.332389763421457,6.8331280723410694,5.332735159068072,6.471689162285825,7.0,4.88367908092658,5.079387225824092,5.231549929313597,5.938373935008117,5.175432986232949,7.0,5.851286919973987,2.933821302129042,1.7894919795917654,1.64312543145845,1.90968534374655,0,0,0,0,1,0,2.069031014231452,4.03346344294778,0,0,0,0,0,1,0,0,0,2,2,11.865173087350934,0,1
SME_0078,ICT/Business Services,Arusha,Small (5-49 employees),4,45,Male,University,6,463935027.3857422,No,No,4.547336457888887,3.2204995237446195,2.489439438644241,5.481009250281806,2.340885248614197,5.7139011506084785,5.657661540064912,7.0,7.0,4.48226111690298,4.7830292972155535,5.99558151400203,6.843807131901645,2.4705622253331776,6.022405129263254,7.0,5.47286471784758,6.7448958950098845,1,1,0,1,1,0,6.310041435530179,7.0,1,1,1,1,1,0,1,1,1,5,4,23.044216059072518,5,3
SME_0079,Retail/Wholesale,Dar es Salaam,Medium (50-99 employees),22,48,Female,Diploma,98,104689876.82050115,No,Yes,2.7563494415743763,4.51576171389018,5.3575588581260245,6.096873590507598,6.583725745980621,3.680332718798161,3.915470523328011,6.358014195302145,4.788984099738242,2.677814562733635,5.459570120555321,6.193175688218678,5.053531441454467,4.4047970979627635,3.680575515568518,2.614415666385619,2.8602431546685487,4.375875809501969,1,1,0,0,1,0,3.3827775365311634,4.935745484285572,1,1,1,0,0,1,1,0,0,1,4,11.673064848399331,3,2
SME_0080,Manufacturing,Arusha,Medium (50-99 employees),9,38,Male,University,77,88778583.5081345,No,Yes,4.508765321424912,4.592358961359139,2.6475387544777833,4.685319323009568,5.725535886016578,5.15384639551415,6.051253825370138,4.30485151814662,5.300346521650766,2.287521944268575,5.296324330273929,6.628857707813568,3.2310414415494733,4.038294024686918,4.161760599692168,4.277397632493224,4.566584427992018,5.299149820547667,0,1,0,1,1,0,4.576223120181269,5.61769293144967,1,0,0,0,1,0,0,1,0,1,2,22.66403405761192,2,1
SME_0081,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),24,65,Male,Secondary,22,48976531.69158136,No,Yes,5.5949281344521555,6.878126897870232,4.317307998809806,5.207749670734104,3.2372922291007007,5.413781942238916,7.0,6.077358461964676,5.975493122897915,5.786498772920383,5.587798795656538,4.88698562773987,6.487935898813246,5.59348998004528,3.0340384642959966,2.6451627766610746,3.7505353609165617,2.465240050064925,0,0,0,1,1,0,2.973744162984639,4.7416783778629314,1,1,1,1,1,1,0,0,0,1,0,10.799105741536255,5,1
SME_0082,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),19,28,Male,Diploma,33,44566344.794101514,No,Yes,4.9211359023203896,4.127097369993925,6.294560311515188,6.264702745333111,4.6364949951592385,6.102007339050131,5.5521862454533135,4.717996507488963,4.864326570771684,2.9747177362942914,5.818696618460027,3.56885512166165,3.725867402481085,2.3017355881979067,3.510017491463829,5.188462730551798,3.7947800617094165,2.895842840520697,1,1,1,1,1,0,3.847275781061435,5.487263823171854,0,0,0,1,1,0,1,0,0,9,1,12.207877726374793,2,1
SME_0083,Agriculture/Agribusiness,Arusha,Medium (50-99 employees),23,39,Male,Diploma,52,146034723.48100552,No,Yes,4.796716368650928,5.034647493700941,4.175294922857727,4.557422305329425,3.8933194958760327,5.510806849901232,5.504503261462361,5.8163583215361445,4.726226445263356,5.317275291325299,6.733605841047671,5.986165800392784,4.705103418140224,5.334358661462706,3.0014358983024856,3.48900747722033,3.5921311874228645,3.5094109805866047,0,1,1,0,1,0,3.3979963858830713,4.489198510857372,0,1,0,0,1,1,0,0,0,6,3,5.914865280724635,2,1
SME_0084,Manufacturing,Mwanza,Small (5-49 employees),1,40,Male,Secondary,39,146954488.29899627,No,No,4.711201790563744,5.308668203164201,4.276705632206945,5.535664794114609,5.65451202368901,4.007305430459854,5.135709055709019,4.211457446168788,4.039701785045919,3.739260769335425,5.575408757484542,4.607212484508116,5.916337357077316,5.14512787337833,3.087557211598055,4.156837426040868,4.413536710143935,3.021888821164835,1,0,1,0,0,0,3.669955042236923,5.23260429721074,1,1,0,1,1,1,0,1,1,2,1,15.324849506591837,4,3
SME_0085,Agriculture/Agribusiness,Dar es Salaam,Small (5-49 employees),21,42,Male,Diploma,37,71558111.61029193,Yes,Yes,2.537794943874336,5.920473142643859,5.654038239269223,4.606137325165147,5.80422985147399,4.057851938849881,6.087903339073502,4.235501593045035,3.7275829022119655,4.640619372464438,5.163898159097681,5.002320306385396,3.7791633301329286,4.480131219229522,3.2535616055872922,2.439547303484945,4.954109430939103,1.3927065565075973,0,0,0,1,1,0,3.009981224129734,5.397929811140589,1,1,0,1,1,1,1,1,0,6,1,12.337442350034362,4,3
SME_0086,Retail/Wholesale,Dar es Salaam,Medium (50-99 employees),15,32,Male,Secondary,51,73814512.85846868,Yes,Yes,5.523153703096881,5.4506176668652095,5.137251339778977,5.229884799545768,7.0,4.0062093297897405,6.5888042673780465,6.981891092959962,6.528998902023785,5.156970927522204,5.018873248670723,6.736087651046256,3.7924300896859924,4.038838461506463,2.4615168770502738,6.138940610067124,2.2207505513055716,3.993823453859102,1,0,1,0,1,1,3.703757873070518,4.266207098914475,1,1,0,0,0,1,1,0,0,0,2,13.141762296407205,2,2
SME_0087,Retail/Wholesale,Mwanza,Small (5-49 employees),21,34,Male,Diploma,14,190206128.3228098,No,Yes,4.422930681409935,6.561419133263199,5.0936979268531655,4.631954241489755,4.927630753538116,4.324244541494076,5.361189906989819,6.478889558556779,4.191082557810144,7.0,6.2110526592030855,6.490861670603699,4.64447258556969,4.805077065197158,4.433222668976803,3.5386026661899654,3.955316136869806,4.115754486652069,0,0,1,0,1,0,4.010723989672161,5.292764323687818,1,1,1,1,0,0,0,0,1,3,3,5.110352406340693,4,1
SME_0088,Manufacturing,Dar es Salaam,Small (5-49 employees),9,43,Male,Secondary,43,130360861.76696798,No,Yes,3.2802178225703456,4.722871352226516,5.341751301936096,6.996063061781396,4.071411819837058,4.697943469316208,5.9138307017907294,4.204210797807514,6.45048416593424,4.331211601908869,5.185070613705274,5.048050628088122,4.3527937931363905,5.090841518875279,3.681978749025891,3.1524985015224725,4.112176713451444,3.107983920725229,0,0,1,1,0,0,3.513659471181259,5.491525366898818,1,0,0,1,0,1,1,0,0,0,2,13.987705352445012,2,2
SME_0089,Manufacturing,Mwanza,Small (5-49 employees),5,41,Male,University,42,183716773.2464948,No,Yes,4.441268505718373,4.590956329493467,3.452999891815555,5.719524670782956,7.0,4.95387595612304,6.796506393420016,3.909778074846537,5.673537583223147,3.5831580172347204,3.4753825797149087,4.460628592540964,6.430279201296288,6.035020577270539,6.285487330519816,4.602573601314995,3.665232216093223,3.074915379521365,0,1,0,0,1,1,4.40705213186235,5.981699166454254,0,1,0,1,1,0,1,1,0,5,3,22.66617170062183,3,2
SME_0090,ICT/Business Services,Dar es Salaam,Small (5-49 employees),9,30,Male,University,38,379483060.30657804,No,Yes,4.79160566646528,3.1140293841210758,3.9448351531956822,5.501700008901736,5.110643475494318,2.5718270581711793,4.998713936782115,5.035922235851283,5.8899200004689085,2.0646466146800644,4.721663626972156,5.143048769878952,5.8195343862194555,5.500714859508667,6.639838486667325,6.093560222770207,6.844138977688995,6.944310019435079,1,1,1,1,1,1,6.630461926640401,7.0,1,1,0,1,0,1,1,1,1,2,0,12.241220416050586,3,4
SME_0091,Agriculture/Agribusiness,Dar es Salaam,Small (5-49 employees),14,36,Female,University,40,41593840.063655086,Yes,Yes,5.5990855825705665,4.320065442627873,2.1195972217397006,5.2069472429385995,6.5019581902502726,6.532799980276875,6.639494192068007,5.929340822801734,6.117603613224563,4.432657503887064,5.156933677091018,7.0,4.068930393049749,7.0,2.5330353858964525,4.6851663638973715,5.478459774117,5.439256516741752,1,0,1,1,0,0,4.533979510163144,5.31881223206551,0,1,0,0,1,0,0,0,0,1,0,12.608995871185627,2,0
SME_0092,Retail/Wholesale,Mwanza,Medium (50-99 employees),8,41,Female,Secondary,96,100449576.41782893,Yes,Yes,4.61356621460953,6.7579753200045865,2.8711404876532005,6.28590420116465,4.515875836862854,3.5432060888833936,6.246680638169851,6.609471788595968,4.870564417547154,3.4011808474499188,5.298970759231549,5.412564671222819,5.957983553065398,6.334472942773834,1.461782582350131,2.778943418385969,2.3829059617398554,2.3513043173805155,0,0,0,1,0,0,2.2437340699641175,4.120762441821917,0,1,0,0,0,0,0,0,0,2,2,15.135480866124787,1,0
SME_0093,Retail/Wholesale,Arusha,Small (5-49 employees),20,25,Male,University,30,104309586.96823491,No,Yes,4.828701782473008,7.0,4.89150516789588,5.253573493993101,3.3661191690766072,4.711074527652215,5.697251749129977,6.46030479628147,6.2087319864735395,3.68475705404086,5.489479825052142,6.071531171729053,7.0,6.153755157638277,4.687407411565412,4.74705043128163,4.42325462004831,4.491124233836392,0,1,0,1,1,1,4.587209174182936,3.9370199067608733,0,1,0,0,0,0,0,0,0,4,1,7.420451202255356,1,0
SME_0094,Retail/Wholesale,Arusha,Small (5-49 employees),7,49,Female,University,48,24775415.375001844,No,Yes,5.6130159851737735,5.06609459407668,4.904805607050485,6.649504900706159,3.500667123024421,4.415616740061348,5.2046881261193825,5.6791531187261235,6.853244393215866,4.1836308559347115,2.4706651957836185,4.78777925497553,6.096168478420887,5.498918873834843,3.0802340216820756,4.877752416499331,3.8837859165088884,4.017718201087167,1,0,1,1,1,0,3.9648726389443656,4.618140479794211,0,1,1,1,1,1,1,0,1,4,2,15.120348615085593,4,3
SME_0095,Retail/Wholesale,Dar es Salaam,Medium (50-99 employees),17,41,Female,Primary,73,94741096.86201158,No,Yes,5.713823497372691,5.192007367938072,3.237260042914278,6.415294321624468,4.5988618279584506,7.0,6.663456487519063,5.219351697446049,5.327476227872509,5.288466952063694,5.336547885776076,6.816833775529954,5.723699403692856,4.348878739418914,1.34027972776745,2.892328732402307,1.7837731615870556,3.3929640960273812,0,1,0,0,0,0,2.3523364294460487,3.8953489452436627,1,0,0,0,0,0,0,0,0,2,0,8.826404104738824,1,0
SME_0096,ICT/Business Services,Arusha,Medium (50-99 employees),2,26,Male,University,75,149544248.818821,No,Yes,6.768528822186939,4.8542391646722445,5.199491578759566,4.591773492555241,5.335738753293429,4.942220990257514,4.099315637113462,7.0,6.719708907014802,4.223365620624815,3.6875032854985594,5.347561613803552,4.904037239297276,5.062369633132198,7.0,6.714409040797424,6.838681949449111,7.0,1,1,0,1,1,1,6.888272747561634,7.0,1,1,1,1,1,1,1,1,1,5,2,17.72336238399603,5,4
SME_0097,Retail/Wholesale,Mwanza,Small (5-49 employees),22,29,Female,Primary,12,16449735.931301782,No,Yes,5.429892875432908,6.056865088236519,6.781497409209349,6.468103205128647,4.340413401308071,6.798819137983697,7.0,7.0,4.764156563436442,5.69145841578033,3.3096914264921145,6.25314915637921,4.8421596421998725,7.0,2.2539428663073604,1.8994335647650833,1.9159236204726362,1.093977628591881,0,1,0,0,1,0,1.7908194200342402,3.9065626988137696,1,1,1,1,0,1,0,0,0,1,3,11.801031085032703,4,1
SME_0098,Agriculture/Agribusiness,Mwanza,Small (5-49 employees),10,50,Male,Secondary,28,133531796.58421335,Yes,Yes,4.070462035977702,3.4418986582360116,4.087357137086725,3.7245122287828627,6.301319345408772,2.828408649118047,6.075611823064842,3.522188180143803,5.447672415009694,7.0,5.7967126805793745,4.636506395035066,5.262555813273099,5.12342193365778,2.2912234128817786,2.8870108394775027,2.2859321782292996,3.6601826383951566,0,1,0,1,1,0,2.7810872672459346,5.293697544877945,1,0,0,0,1,0,1,0,1,2,2,19.273840907739093,2,2
SME_0099,ICT/Business Services,Dar es Salaam,Medium (50-99 employees),7,33,Male,University,67,292771081.5689018,No,No,5.067156415012087,3.2964558003910907,4.9703374560015305,2.495608368397225,4.144138537163428,4.0628987733033,6.3699941434641145,5.122630852676869,3.7538806407580845,3.518008249019582,5.118548010502148,4.920932658135444,4.105051068437104,3.9749160736344264,7.0,7.0,6.816634889192969,6.207534544619485,1,1,1,1,0,1,6.756042358453113,7.0,1,1,0,1,1,1,0,1,1,7,6,17.493752277979617,4,3
