node_id,x,y,sigma_baseline,sigma_optimized,delta_sigma
954,16.505967,10.210308,61.193302,61.309814,-0.116511
955,18.498454,10.031675,63.658637,59.328560,4.330077
956,19.898736,9.874554,64.441847,62.015265,2.426582
957,21.565597,9.738852,69.846343,63.795658,6.050685
958,23.232155,10.372295,68.351120,69.804438,-1.453319
959,24.828190,10.345807,72.414919,73.367190,-0.952271
960,26.519347,10.345623,69.749689,72.377272,-2.627583
961,28.357929,10.133816,69.144800,66.437871,2.706929
962,29.650793,10.594494,71.920332,71.006141,0.914190
963,31.437191,10.027178,67.274414,67.494952,-0.220539
964,32.830222,10.458995,73.568777,74.984697,-1.415921
965,34.921831,10.160791,68.131559,66.880366,1.251193
966,35.919531,9.989909,68.987741,62.813833,6.173908
967,38.295384,10.350173,66.647525,64.723536,1.923989
968,39.375708,10.295305,64.210202,67.028054,-2.817852
969,40.591176,10.279506,69.575180,66.200929,3.374250
970,42.691493,10.196797,62.808855,63.104243,-0.295388
971,44.081399,10.161046,65.493252,64.978116,0.515136
972,46.170560,10.888925,62.273348,58.406878,3.866470
973,47.355233,10.527691,63.871248,63.304570,0.566678
974,49.049818,10.389262,64.174791,64.976832,-0.802041
975,50.249464,10.205954,62.370443,60.688863,1.681580
976,52.313288,10.474561,55.921621,60.713105,-4.791484
977,53.354469,10.327812,61.826122,58.060697,3.765426
978,55.239115,10.180275,64.988240,66.733300,-1.745061
979,57.575063,10.081344,63.451960,61.051018,2.400942
980,59.215332,10.148139,63.276354,63.443274,-0.166920
981,60.739882,9.221286,60.112360,65.840801,-5.728441
982,61.954805,10.235594,60.486247,66.640840,-6.154593
983,63.863238,10.025871,63.671923,62.626064,1.045859
984,65.509123,10.650215,63.722482,61.786126,1.936356
985,66.795348,10.178217,65.709788,63.364352,2.345436
986,69.226530,9.815725,62.932872,66.427146,-3.494274
987,70.671372,10.157450,63.882834,62.453071,1.429763
988,71.974527,9.858577,63.317300,60.676263,2.641036
989,73.681535,10.314436,60.349955,58.852264,1.497691
990,75.368637,10.259698,57.158366,59.525012,-2.366646
991,76.326255,10.459766,63.838920,64.698798,-0.859878
992,78.497275,9.935149,63.337550,61.600998,1.736552
993,79.999486,10.182616,60.968473,60.535732,0.432741
994,81.536249,9.762907,58.801741,60.336806,-1.535065
995,83.385058,10.382862,63.722150,61.785453,1.936697
996,85.641347,10.328075,61.666798,60.878338,0.788460
997,86.926947,10.321155,64.361623,61.090069,3.271554
998,88.195993,10.172900,69.090150,65.956274,3.133876
999,90.171775,10.296846,63.896364,69.424445,-5.528081
1000,91.134092,10.653716,71.715048,64.339612,7.375436
1001,91.705962,10.086886,75.890431,70.923450,4.966981
1002,92.160746,10.214007,82.719760,69.892081,12.827679
1003,92.663062,9.846576,78.709531,73.567206,5.142325
1004,93.780896,9.911936,96.287461,80.543456,15.744005
1005,94.403760,10.201758,96.986529,82.633923,14.352605
1006,95.268558,10.503594,104.338155,88.946719,15.391436
1007,95.904837,10.095530,109.993685,93.787458,16.206226
1008,96.743437,10.101639,116.695244,97.556191,19.139053
1009,96.982287,10.050348,122.371037,96.462907,25.908130
1010,98.252361,10.011987,125.488499,101.894178,23.594321
1011,98.630708,10.260905,130.592673,100.896865,29.695808
1012,99.908293,9.723236,131.871480,104.178124,27.693355
1013,99.793244,10.556696,130.438452,111.059763,19.378689
1014,0.520789,11.696925,147.619640,110.978270,36.641370
1015,0.773659,12.113123,145.684262,113.089280,32.594981
1016,1.233146,11.515552,139.296234,111.364233,27.932002
1017,1.997691,12.097204,141.516687,112.008687,29.508000
1018,2.761039,12.098135,129.231248,108.025431,21.205817
1019,3.698678,12.011812,127.332834,105.492058,21.840776
1020,4.442565,11.598223,105.201454,95.123831,10.077623
1021,4.827890,11.971416,108.955647,92.749003,16.206644
1022,5.706979,11.541635,97.021797,83.991481,13.030317
1023,7.071253,11.820723,90.006394,78.085317,11.921077
1024,7.661120,12.205376,89.548093,82.793063,6.755030
1025,7.988040,12.135562,85.565528,77.707209,7.858319
1026,8.582830,11.901107,79.809373,69.474422,10.334951
1027,9.321724,11.604110,71.312080,69.371985,1.940095
1028,10.184055,12.090228,72.568653,68.460733,4.107920
1029,11.325815,11.902366,73.659693,74.535272,-0.875579
1030,13.188093,11.200457,66.514542,61.128042,5.386499
1031,14.397384,12.131341,78.946010,71.916349,7.029661
1032,16.650379,11.889282,72.164870,72.309434,-0.144563
1033,18.357424,12.257287,87.260284,80.374717,6.885568
1034,19.650962,11.567971,74.546093,71.813770,2.732323
1035,21.900767,10.943541,74.341721,70.393917,3.947804
1036,22.693495,11.980277,97.596729,92.445766,5.150962
1037,24.254565,11.984021,102.614519,96.206953,6.407566
1038,26.393866,11.389350,88.509475,87.672129,0.837347
1039,28.273313,11.603002,102.242936,89.860689,12.382246
1040,30.097015,12.723117,163.734448,143.714055,20.020393
1041,31.086825,11.804869,107.185462,100.327201,6.858260
1042,33.180747,12.115839,115.696464,109.229667,6.466797
1043,34.478243,11.701354,96.345726,94.178965,2.166761
1044,36.070661,11.269461,84.294732,76.937093,7.357639
1045,38.020200,11.845474,91.996103,83.796274,8.199829
1046,39.583452,11.816870,80.409558,81.516896,-1.107339
1047,40.547491,11.776588,76.699394,72.928861,3.770533
1048,43.096023,11.862159,79.478840,74.351955,5.126885
1049,44.699742,11.975832,73.733671,75.013307,-1.279636
1050,45.730699,11.851517,74.630132,70.404026,4.226106
1051,47.669761,11.517350,66.170397,70.625466,-4.455069
1052,49.331883,12.042407,79.991172,72.393671,7.597501
1053,50.894529,11.311740,63.352634,65.592345,-2.239711
1054,52.283888,11.281444,67.762578,66.335271,1.427307
1055,53.880146,12.118306,77.072965,78.987660,-1.914695
1056,55.706619,12.048658,75.558261,74.102751,1.455510
1057,57.698757,11.879333,66.810129,73.684364,-6.874236
1058,59.142672,11.477917,61.034503,68.591465,-7.556962
1059,60.501061,11.684178,68.309851,69.080344,-0.770493
1060,62.476408,11.817728,71.273148,67.485329,3.787818
1061,63.022988,11.417784,63.287818,62.691470,0.596349
1062,65.854834,11.674843,66.067966,68.695883,-2.627917
1063,66.620943,12.092251,76.386979,72.305178,4.081801
1064,68.666778,12.324743,80.805509,79.584636,1.220873
1065,70.072262,11.770721,69.571756,71.005585,-1.433828
1066,71.652412,12.123498,77.074718,73.012631,4.062087
1067,74.021717,11.322334,62.610864,62.269168,0.341696
1068,75.165812,12.094387,73.279388,73.726328,-0.446940
1069,77.042727,11.655367,72.238841,64.647742,7.591099
1070,78.557352,11.988755,72.135693,68.481887,3.653807
1071,80.347194,11.822226,69.772075,65.693120,4.078955
1072,81.859781,12.292676,81.837803,73.321266,8.516536
1073,83.084490,11.634221,63.532929,68.827397,-5.294469
1074,85.400921,12.084834,74.188777,70.060450,4.128327
1075,86.586567,11.812699,73.296594,66.162649,7.133945
1076,87.900372,11.849060,69.820442,64.369893,5.450549
1077,89.871565,11.841396,76.785764,71.956031,4.829734
1078,91.164514,11.642850,75.409767,70.236502,5.173265
1079,91.683638,11.892322,81.227785,76.230661,4.997124
1080,92.038262,11.877757,85.816709,76.236111,9.580598
1081,92.752366,11.968924,92.567361,83.089632,9.477729
1082,93.474938,11.921903,98.317660,83.667246,14.650414
1083,94.908739,12.135950,114.366778,94.051189,20.315588
1084,95.114581,12.173604,112.633702,97.033902,15.599800
1085,95.843298,11.581365,116.455894,100.274415,16.181479
1086,96.737656,12.157183,125.991450,107.029813,18.961637
1087,97.214494,11.540651,126.926705,101.941443,24.985261
1088,97.779430,12.072908,133.828773,108.731810,25.096963
1089,98.512524,12.082473,138.350567,109.915353,28.435214
1090,99.264234,11.323157,134.657662,105.157117,29.500545
1091,99.988833,11.924445,134.413958,110.089348,24.324610
1092,0.218289,13.480141,166.570381,134.892056,31.678325
1093,0.729869,13.393060,167.330596,136.708806,30.621790
1094,1.648363,14.025945,172.491944,141.379858,31.112086
1095,2.118642,13.424586,163.708103,135.256663,28.451440
1096,2.880733,13.378777,157.022132,129.308901,27.713231
1097,2.971968,13.643398,160.696301,131.905933,28.790367
1098,4.560613,13.826367,146.100990,125.734193,20.366797
1099,5.103947,13.578195,141.604208,116.361702,25.242507
1100,6.013689,13.970601,143.455031,120.379801,23.075230
1101,5.559695,13.779982,138.738643,121.567224,17.171420
1102,7.769370,12.967226,103.723215,90.384952,13.338263
1103,7.815266,13.461850,114.303009,97.971088,16.331921
1104,8.903883,13.452137,109.671529,100.175997,9.495531
1105,8.973743,13.764498,115.334659,105.453693,9.880965
1106,10.183832,12.833245,89.692182,80.903313,8.788870
1107,11.316628,14.385393,126.547065,111.540737,15.006328
1108,13.078175,13.779997,119.006322,102.214308,16.792014
1109,15.472169,13.665353,112.682783,105.142471,7.540312
1110,16.473408,13.975160,128.964548,116.983338,11.981210
1111,18.228495,14.323786,146.145217,133.399237,12.745980
1112,20.056939,13.881914,156.257841,134.583163,21.674677
1113,21.577276,13.905334,167.508803,147.664242,19.844561
1114,23.106350,13.659897,171.759018,153.783919,17.975099
1115,24.803366,13.578232,191.479505,166.237950,25.241555
1116,27.047555,13.477951,208.867585,176.585607,32.281978
1117,27.941898,13.372856,204.703819,179.014131,25.689689
1118,29.652166,13.414585,212.481398,184.657218,27.824180
1119,31.539686,13.215523,196.544019,166.250456,30.293563
1120,33.188801,13.597928,217.720534,187.138376,30.582157
1121,34.845905,13.115289,166.977614,151.075648,15.901966
1122,36.314068,13.677965,190.279062,166.601133,23.677929
1123,37.412201,13.609790,174.666906,152.290292,22.376614
1124,39.877785,13.664770,153.986206,141.506554,12.479652
1125,40.676505,13.464050,141.264807,129.429067,11.835740
1126,42.743852,14.543748,171.295662,149.580553,21.715109
1127,44.059432,14.028724,151.002750,133.188872,17.813878
1128,45.899126,13.247327,117.228327,108.245162,8.983165
1129,47.649649,13.690550,132.542641,122.053715,10.488926
1130,49.280081,13.438288,123.370231,113.110975,10.259256
1131,50.942903,13.316346,114.448826,109.222843,5.225984
1132,52.933093,13.218668,110.435565,102.228071,8.207494
1133,54.217693,13.750355,131.323776,120.519749,10.804028
1134,55.641039,13.416276,117.936129,111.375685,6.560443
1135,57.636165,13.911037,134.772640,123.274857,11.497784
1136,59.336433,13.918824,132.672798,119.084539,13.588259
1137,60.243963,14.032864,135.009398,124.522656,10.486742
1138,62.424118,13.364974,119.806217,102.542421,17.263796
1139,64.087903,13.763299,127.085717,116.715950,10.369767
1140,65.420935,13.810426,126.566044,117.364378,9.201666
1141,67.555569,13.478436,112.787100,101.984223,10.802877
1142,68.730494,13.389158,108.698265,104.951626,3.746639
1143,70.445836,14.103546,130.281817,117.739922,12.541895
1144,71.988895,13.688938,118.408260,113.375552,5.032709
1145,73.678143,13.811480,115.544688,111.416268,4.128420
1146,74.977240,13.374067,102.266383,96.452776,5.813607
1147,76.506760,13.254904,100.180043,92.882203,7.297840
1148,79.049780,13.449855,106.557967,100.061136,6.496832
1149,79.949993,13.583483,108.685726,100.900434,7.785292
1150,81.539317,13.301424,103.930366,93.890811,10.039555
1151,82.823371,13.617736,104.476659,104.797555,-0.320896
1152,84.910352,13.114138,91.603917,86.406974,5.196943
1153,86.337767,13.284675,101.463919,91.632654,9.831265
1154,88.859951,13.821963,113.045382,106.963549,6.081833
1155,90.302945,13.801827,117.563519,105.404473,12.159045
1156,90.507841,13.503127,113.944159,95.018962,18.925198
1157,92.104302,13.315360,109.788686,100.901930,8.886756
1158,92.437387,13.312469,113.203653,97.922462,15.281192
1159,92.759693,13.508709,119.514575,109.597156,9.917420
1160,92.821607,13.814045,122.775278,110.246257,12.529021
1161,94.972997,13.899163,145.328858,131.704947,13.623911
1162,94.583128,13.471730,135.531303,117.850694,17.680609
1163,95.220666,13.274642,135.676137,111.870870,23.805267
1164,96.735343,13.701043,157.993182,129.939619,28.053562
1165,97.874783,13.373629,155.913335,130.448463,25.464873
1166,98.272425,13.465214,159.170334,133.415904,25.754430
1167,98.740601,14.018272,176.938693,143.089503,33.849191
1168,99.464141,13.868824,171.008761,143.402638,27.606123
1169,100.256025,13.668082,168.501882,136.060250,32.441631
1170,0.227679,14.963252,190.016473,153.027587,36.988886
1171,0.798643,15.408247,191.012311,151.418264,39.594047
1172,1.459832,15.663625,184.818357,150.796180,34.022177
1173,2.124079,15.232137,179.862485,151.008606,28.853880
1174,2.630953,15.750162,171.009429,143.907446,27.101984
1175,3.487226,15.732651,168.468786,140.856186,27.612600
1176,3.777827,15.843947,162.324500,130.480167,31.844333
1177,4.970498,15.436401,155.730764,134.075801,21.654963
1178,5.417708,15.521045,154.290336,130.416533,23.873803
1179,6.097495,15.769084,142.574458,127.179396,15.395063
1180,7.196825,15.479046,138.191698,117.608072,20.583625
1181,8.274744,15.194457,136.484461,123.772948,12.711513
1182,8.846924,15.210265,131.215471,118.656028,12.559443
1183,8.814564,15.416394,134.480834,118.307881,16.172953
1184,9.703112,14.957659,128.458346,121.915346,6.543000
1185,11.914884,15.301850,129.607832,118.042132,11.565700
1186,12.970560,15.673792,127.933282,114.761716,13.171566
1187,14.830569,14.687451,131.540432,123.392573,8.147859
1188,16.695628,15.805172,134.110579,121.314588,12.795991
1189,17.872762,15.681540,148.274213,130.965990,17.308223
1190,19.827531,15.206898,173.767688,149.905972,23.861716
1191,21.028364,15.507845,179.517365,158.659693,20.857672
1192,22.880814,15.345772,205.691744,175.003431,30.688314
1193,24.789812,15.713825,225.653546,194.159700,31.493847
1194,25.848632,15.639633,242.332523,205.686092,36.646431
1195,28.091326,14.924806,272.057079,233.880442,38.176637
1196,29.585945,15.521006,269.443149,233.172008,36.271141
1197,31.390237,15.283139,278.270148,233.601404,44.668744
1198,32.924317,15.369677,267.803384,233.095172,34.708211
1199,34.899038,15.126376,249.443925,215.765345,33.678580
1200,36.160016,15.869269,214.695109,185.728922,28.966187
1201,37.626280,15.656846,202.909656,177.628744,25.280912
1202,39.424444,15.122896,191.318865,174.412771,16.906094
1203,41.183398,14.944444,180.890430,166.489969,14.400461
1204,42.667719,15.229126,171.425102,157.285323,14.139778
1205,44.297892,15.475178,160.060752,148.497651,11.563101
1206,45.707770,15.416889,156.002903,146.455648,9.547255
1207,47.352150,15.720767,145.320558,136.799817,8.520741
1208,48.762892,15.581804,152.342646,137.346616,14.996029
1209,51.341200,15.635698,153.158462,138.247851,14.910611
1210,52.075821,15.442884,157.743295,141.263720,16.479574
1211,53.873761,14.928038,160.416247,146.816561,13.599686
1212,55.498764,15.286118,151.573558,141.705954,9.867604
1213,57.615416,15.662855,141.251267,136.884860,4.366407
1214,58.891107,15.329371,151.136850,140.631423,10.505428
1215,60.986568,15.495755,146.842966,132.457395,14.385571
1216,62.042851,15.249203,149.211497,131.530287,17.681209
1217,63.961249,15.035884,143.010643,139.203685,3.806958
1218,65.259600,15.307824,142.690406,136.357328,6.333079
1219,67.786402,15.437542,140.866150,126.044474,14.821676
1220,68.419231,15.148121,144.983229,135.570837,9.412392
1221,70.501109,15.274114,142.854499,130.206497,12.648002
1222,72.230949,15.062989,141.255315,129.492165,11.763150
1223,73.797609,15.680601,132.371067,125.102160,7.268907
1224,75.250536,15.256491,137.188488,128.925027,8.263461
1225,76.899829,15.780654,128.557160,118.501958,10.055202
1226,78.584572,15.803452,125.730517,116.344391,9.386126
1227,80.159981,15.320514,131.873208,122.332954,9.540254
1228,82.125898,15.042293,130.765023,119.445207,11.319816
1229,84.132545,14.719058,128.747066,117.719749,11.027317
1230,84.934793,14.903216,129.959037,115.688483,14.270553
1231,86.323753,14.932677,128.575168,116.199097,12.376071
1232,88.340862,15.758368,121.330294,109.167463,12.162830
1233,90.773913,15.379575,134.130825,115.756845,18.373980
1234,90.473183,15.461709,129.562561,116.362069,13.200492
1235,91.920306,14.678701,134.755659,120.067194,14.688465
1236,92.646167,14.985438,143.850299,125.621558,18.228741
1237,92.691066,15.610952,133.801698,116.496165,17.305533
1238,93.742123,15.430860,144.042725,126.696585,17.346140
1239,94.774233,15.300666,156.924993,133.402456,23.522537
1240,94.886262,15.514280,156.219107,131.113278,25.105829
1241,95.653212,15.835567,153.439592,131.432057,22.007535
1242,96.254067,15.278515,167.415205,136.827568,30.587637
1243,96.838430,15.365639,170.596224,143.859682,26.736542
1244,97.662360,15.402607,175.871604,147.576736,28.294868
1245,98.204246,16.062460,172.367671,140.549789,31.817882
1246,99.295939,14.715021,185.441453,152.607459,32.833994
1247,99.769008,15.549794,181.302077,148.392701,32.909377
1248,0.070136,17.034525,156.991530,128.696071,28.295459
1249,0.247517,17.238997,151.106665,124.640819,26.465846
1250,1.527835,16.871754,161.746725,129.983784,31.762942
1251,2.392916,17.054276,150.340409,117.601389,32.739020
1252,2.259022,17.282389,143.630897,116.173956,27.456941
1253,3.683646,18.002839,123.345320,104.750812,18.594508
1254,4.654015,17.311376,122.122210,97.250949,24.871262
1255,4.637108,16.814546,132.310960,112.096292,20.214668
1256,6.216057,16.941838,116.057308,103.192167,12.865142
1257,6.554277,16.932941,110.438128,98.356449,12.081679
1258,6.931354,16.530273,118.095330,103.837101,14.258228
1259,7.840412,16.969938,102.512055,92.315643,10.196412
1260,8.738927,17.288814,89.051490,82.061097,6.990393
1261,9.308516,16.686696,103.995184,93.711954,10.283229
1262,10.161627,17.383510,88.055182,76.508902,11.546280
1263,11.356451,17.215298,83.258232,83.041757,0.216475
1264,13.316114,16.848696,90.623348,92.392858,-1.769510
1265,14.473845,17.026507,86.485939,85.788568,0.697371
1266,16.497244,17.548462,81.373090,74.440039,6.933051
1267,17.892093,17.289030,91.532103,86.062046,5.470057
1268,19.575259,17.071601,109.262589,99.626358,9.636231
1269,21.799399,16.997661,127.478753,116.148784,11.329969
1270,23.388618,17.091948,131.039615,118.557024,12.482591
1271,24.876619,16.915436,153.039261,137.336715,15.702546
1272,25.998837,16.437541,199.009854,173.597833,25.412020
1273,27.864261,17.681619,127.146532,116.386948,10.759584
1274,29.955766,17.115563,167.465486,146.420563,21.044923
1275,31.267005,17.188410,157.632657,139.307606,18.325051
1276,33.552942,17.051593,162.894320,151.268256,11.626064
1277,34.607791,16.848430,171.598634,150.802002,20.796632
1278,36.180064,17.013188,145.819009,129.639877,16.179132
1279,37.662367,16.589147,155.877562,143.655285,12.222277
1280,39.427817,17.752091,88.164915,84.022560,4.142355
1281,40.974667,16.698612,124.175784,119.761107,4.414677
1282,42.865494,16.759376,118.875014,109.056449,9.818565
1283,44.572725,16.936888,104.107990,98.894395,5.213595
1284,45.682571,17.455388,77.740997,80.259579,-2.518582
1285,47.151651,17.073318,94.616062,88.161031,6.455031
1286,48.632812,16.698125,111.972132,109.725926,2.246206
1287,50.968724,17.445267,79.711534,77.054540,2.656995
1288,52.117970,17.288266,84.900649,80.254539,4.646110
1289,53.435765,17.230496,84.149951,84.463510,-0.313559
1290,55.830859,17.283686,86.056933,80.338978,5.717955
1291,58.094839,17.787274,67.558714,69.453954,-1.895240
1292,58.977771,17.724494,65.427398,72.628282,-7.200883
1293,60.863792,16.862951,98.017424,97.004915,1.012510
1294,62.269447,17.556131,77.944068,76.647709,1.296359
1295,63.847884,17.183916,85.955809,83.372765,2.583044
1296,65.785927,17.218694,89.973425,83.006384,6.967041
1297,67.055775,16.561284,109.394074,102.972552,6.421522
1298,68.855728,17.017850,92.690898,83.481777,9.209120
1299,70.504673,16.825118,97.656638,94.352538,3.304100
1300,71.840389,17.317383,82.144299,75.927864,6.216435
1301,73.971082,17.390290,79.539854,82.711831,-3.171978
1302,75.253635,16.446620,108.093674,100.747349,7.346326
1303,76.712052,17.062355,90.303899,84.376340,5.927559
1304,78.732382,17.405524,77.010119,74.627422,2.382697
1305,79.934541,17.012962,86.806299,83.490075,3.316224
1306,81.845189,17.287685,78.869423,84.008840,-5.139417
1307,83.466652,17.174315,89.268016,82.658639,6.609377
1308,85.427809,17.171464,85.335752,76.118080,9.217672
1309,86.877103,16.987571,89.703477,87.677058,2.026419
1310,88.359839,16.703991,94.878169,93.708999,1.169170
1311,90.245330,16.732506,102.449270,91.789216,10.660053
1312,91.131348,17.281771,91.166912,84.486955,6.679957
1313,91.595915,17.074803,98.868122,89.006744,9.861378
1314,92.145963,17.027412,100.095736,96.870925,3.224811
1315,92.463592,16.941799,106.915724,92.894565,14.021159
1316,93.251894,16.977409,110.176488,98.087452,12.089036
1317,94.194147,17.383039,108.473176,94.366546,14.106629
1318,94.817146,16.968392,126.300469,102.656794,23.643674
1319,95.658194,16.666646,134.918891,122.283147,12.635744
1320,96.445566,17.292061,133.562322,106.862721,26.699601
1321,97.301765,17.007503,146.201731,119.440208,26.761523
1322,97.835993,17.078384,144.273618,115.487986,28.785632
1323,98.717379,17.551239,140.099016,114.272645,25.826370
1324,99.305057,17.062797,151.873459,124.644661,27.228799
1325,99.407360,17.155721,151.487308,120.089030,31.398278
1326,-0.281801,18.439426,138.758974,112.732797,26.026177
1327,0.671059,18.727203,137.959911,108.849468,29.110444
1328,1.065663,18.975961,138.897476,110.667464,28.230012
1329,2.322836,18.326491,129.523476,109.553574,19.969901
1330,3.316368,18.853357,114.151277,95.964061,18.187216
1331,3.937057,18.823341,114.290580,93.592406,20.698174
1332,4.221681,18.805490,113.511378,91.966936,21.544442
1333,5.447218,19.104251,96.016754,83.470011,12.546743
1334,5.758886,18.893435,90.059926,80.656702,9.403223
1335,6.327446,19.236525,85.675725,76.388887,9.286837
1336,6.958836,18.495027,81.600480,75.031813,6.568667
1337,7.766402,18.833881,77.754349,70.114374,7.639975
1338,8.454976,18.818443,68.628246,70.396829,-1.768582
1339,9.336839,18.472327,69.494000,68.123832,1.370168
1340,10.048172,19.079992,61.382879,63.395560,-2.012681
1341,11.633567,19.490505,59.189990,59.941422,-0.751432
1342,13.396388,18.788002,59.656384,59.591783,0.064602
1343,15.255153,18.944610,59.908402,60.012873,-0.104471
1344,16.815478,18.818459,61.240349,58.001062,3.239287
1345,17.717796,18.579028,62.153823,66.758188,-4.604366
1346,19.029742,18.246875,73.662448,62.807324,10.855124
1347,21.708867,18.581371,71.562360,69.153209,2.409150
1348,22.651161,18.375516,76.468498,78.127340,-1.658842
1349,24.626448,19.304334,69.419030,59.636953,9.782076
1350,25.975497,18.758571,77.910324,74.502207,3.408117
1351,27.418590,18.689328,80.467977,75.188079,5.279898
1352,29.754276,19.059850,75.046779,68.601417,6.445362
1353,31.452236,18.456578,93.905339,86.346533,7.558806
1354,32.684190,18.563044,82.831212,79.686027,3.145185
1355,33.712483,18.813525,74.132985,66.215641,7.917344
1356,35.958576,19.101734,59.572254,60.060671,-0.488417
1357,37.872643,18.943609,60.470097,64.188718,-3.718620
1358,38.944082,18.867601,59.377235,62.220423,-2.843188
1359,41.075416,18.816539,57.206776,63.159232,-5.952457
1360,42.648468,18.913174,54.216673,60.386002,-6.169329
1361,44.459502,18.853599,53.839204,54.689434,-0.850230
1362,45.954241,18.484112,57.037785,65.244300,-8.206515
1363,47.259100,18.806927,48.580453,55.062703,-6.482249
1364,49.542645,18.470997,53.342493,56.069984,-2.727491
1365,50.768768,18.817428,49.669346,52.992055,-3.322708
1366,52.440788,18.648909,52.222533,50.500967,1.721566
1367,53.801652,19.554918,48.358760,54.103828,-5.745067
1368,55.581301,18.781135,48.683103,58.899797,-10.216694
1369,57.081498,18.371832,56.251402,56.964813,-0.713411
1370,58.927708,18.752849,54.886438,54.913686,-0.027248
1371,61.125757,18.948911,50.498823,54.501665,-4.002842
1372,61.833328,19.295113,50.245627,49.994189,0.251438
1373,63.393483,18.616268,54.855527,53.013553,1.841974
1374,65.951555,18.318375,60.486037,60.561819,-0.075782
1375,67.080060,19.038155,52.069829,54.099300,-2.029471
1376,68.574788,18.378924,61.365936,59.755253,1.610683
1377,70.720135,18.662257,53.177661,58.841090,-5.663429
1378,71.859132,18.715817,55.979614,61.627888,-5.648274
1379,74.221272,18.772213,57.846411,57.279055,0.567355
1380,75.509500,18.999853,57.168944,57.280074,-0.111130
1381,76.792402,18.588013,63.129954,61.598029,1.531925
1382,79.218621,18.710985,57.808761,60.475487,-2.666726
1383,80.022367,18.788822,62.030570,57.113957,4.916613
1384,82.059363,18.837983,56.693836,58.764738,-2.070902
1385,83.559176,18.822452,62.055715,60.118375,1.937340
1386,85.492563,18.923905,60.813523,55.760669,5.052854
1387,87.203147,19.046255,57.202654,62.024964,-4.822310
1388,88.376948,18.910894,62.697062,64.137382,-1.440320
1389,89.773975,18.929179,65.283376,60.964579,4.318797
1390,90.852277,18.318436,75.671638,69.775996,5.895642
1391,91.225257,18.808172,71.622788,68.893241,2.729547
1392,92.746873,18.936956,80.348550,71.607328,8.741221
1393,92.898103,19.011786,85.339619,74.630871,10.708748
1394,93.461832,18.585398,88.535343,78.781836,9.753507
1395,94.341118,18.595392,98.439717,79.640247,18.799470
1396,94.595862,18.620873,97.974274,85.836035,12.138239
1397,95.422802,18.954028,108.660504,85.473529,23.186975
1398,96.788696,19.103268,114.574543,98.147979,16.426563
1399,96.945789,18.670865,118.014864,96.649495,21.365369
1400,97.543070,19.065492,126.040198,99.305198,26.735000
1401,98.732424,18.830147,128.646158,108.205641,20.440517
1402,99.641426,18.755818,136.343539,107.718130,28.625409
1403,100.215686,18.729688,134.708095,103.848607,30.859488
1404,0.298814,20.741225,133.656370,104.437865,29.218506
1405,0.487247,20.614915,129.266821,105.332275,23.934546
1406,1.002028,21.199989,132.179691,106.780955,25.398736
1407,2.593257,20.261574,122.509783,100.242458,22.267325
1408,2.760339,20.672672,123.509429,96.110236,27.399193
1409,3.496179,20.358481,117.563878,90.743034,26.820844
1410,4.684173,20.256455,99.312375,86.137124,13.175251
1411,5.166869,20.513981,97.722674,81.465534,16.257140
1412,5.851052,20.558447,90.586803,82.684750,7.902053
1413,7.078072,21.392693,79.930283,69.808088,10.122195
1414,6.949802,20.461998,79.919734,75.280292,4.639442
1415,8.135495,20.178188,65.417467,62.364873,3.052594
1416,8.588533,20.599145,66.936060,59.359114,7.576946
1417,9.366292,19.894849,61.348701,58.620987,2.727713
1418,10.458541,20.489654,59.362624,61.416797,-2.054173
1419,11.785004,20.522049,59.501758,61.005414,-1.503656
1420,13.426795,20.755621,55.874463,53.376793,2.497670
1421,15.219711,20.809328,57.065559,53.602629,3.462930
1422,16.421126,20.366170,55.295032,52.131383,3.163648
1423,17.911502,20.472057,50.829632,50.298243,0.531389
1424,19.482476,20.287405,48.086896,56.963839,-8.876944
1425,20.838664,20.178823,55.161629,56.120514,-0.958886
1426,23.678087,20.610210,52.636300,54.418360,-1.782060
1427,24.362915,20.135166,52.973765,52.754779,0.218986
1428,26.260155,20.392853,49.597569,59.205785,-9.608216
1429,27.876140,20.218689,52.900442,54.673819,-1.773377
1430,29.684059,20.682146,50.757416,54.590400,-3.832985
1431,31.469211,21.057670,50.439035,47.772974,2.666061
1432,33.115285,20.126765,53.264401,54.311838,-1.047437
1433,34.314873,19.961336,57.152663,55.894883,1.257781
1434,36.072312,20.479775,45.569810,52.138944,-6.569134
1435,37.839876,20.521951,48.882227,50.666895,-1.784668
1436,39.313148,20.582839,45.612841,50.679358,-5.066517
1437,41.502612,20.383345,46.612265,46.279563,0.332702
1438,42.800354,20.457050,42.953138,49.008416,-6.055277
1439,44.506178,20.627495,45.692887,48.053599,-2.360711
1440,46.117232,20.829371,42.930330,47.746757,-4.816428
1441,47.903063,19.930727,42.490744,49.030044,-6.539300
1442,49.237980,20.406560,42.693561,44.482937,-1.789376
1443,50.427277,20.581384,41.709976,44.035461,-2.325485
1444,52.568886,20.241849,44.439689,42.507887,1.931803
1445,53.886226,21.036592,38.789493,48.844393,-10.054900
1446,55.555701,20.326618,43.414111,50.229558,-6.815447
1447,57.522848,20.504854,44.588883,50.254465,-5.665582
1448,59.351077,20.684048,43.927018,48.988613,-5.061595
1449,60.618626,20.339856,48.367220,43.744929,4.622291
1450,62.337548,19.963269,48.534037,47.695515,0.838522
