firm_id,firm_size,survey_date,years_operation,employees_cat,revenue_cat,ownership_type,has_fdi,fdi_type,years_fdi,ka1_technical_manuals,ka2_staff_training,ka3_adapt_technology,ka4_commercialize_knowledge,tp1_production_efficiency,tp2_quality_control,tp3_order_fulfillment,tp4_employee_productivity,rd_spending_pct,new_products_3yr,innovation_iot,innovation_automation,innovation_quality_mgmt,innovation_other,skilled_workforce_pct,training_hours_annual,modern_equipment,machinery_age_years,credit_access,reinvestment_rate_pct,gp1_tax_incentives,gp2_regulatory_stability,gp3_infrastructure_support,gp4_permit_ease,avg_roi_pct,avg_roa_pct,export_intensity_pct,capacity_utilization_pct,market_share_lagos_pct,knowledge_absorption,task_performance,innovation_score,government_policy,firm_resources,overall_performance
SME086,SME,2024-03-24,6,51-250,50M-500M,Local,0,,,3,3,2,2,4,5,5,4,0.2,0,0,1,0,0,46.7,5,0,10,Moderate,17.6,3,2,2,4,19.5,15.0,0.0,53.9,3.9,2.5,4.5,-1.2672413380933238,2.75,-1.1095812081616414,-0.042823685628880545
SME087,SME,2024-06-26,13,1-50,50M-500M,Foreign-owned,1,Equity,5.0,4,4,5,4,4,4,5,5,0.2,4,0,0,1,0,80.6,52,1,1,Moderate,14.0,2,3,3,2,9.8,1.0,39.8,87.0,3.1,4.25,4.5,-0.5437259184870911,2.5,0.7797885771782679,-0.13069212958921275
SME088,SME,2024-06-05,11,1-50,<50M,Local,0,,,3,3,3,3,2,3,2,3,1.1,3,0,0,0,0,28.4,5,1,9,Moderate,2.0,3,5,3,3,7.6,0.9,13.2,78.6,2.5,3.0,2.5,-0.6647313556822436,3.5,-0.8807635761949311,-0.7398187632281567
SME089,SME,2024-03-11,19,51-250,50M-500M,Local,0,,,3,4,4,3,3,3,3,3,1.1,6,0,0,1,0,59.6,18,1,12,Moderate,15.5,5,3,3,2,5.0,3.2,0.0,54.6,0.1,3.5,3.0,0.0832209822711775,3.25,-0.3229454114912216,-1.3563461700622133
SME090,SME,2024-04-07,8,51-250,<50M,Joint venture,1,Joint venture,4.0,4,4,5,5,5,5,4,5,2.7,3,0,0,1,1,76.0,22,1,3,Easy,5.5,4,3,3,4,29.4,13.8,13.2,76.9,2.1,4.5,4.75,0.21734764140218665,3.5,0.5088611977742161,0.6133890521297471
SME091,SME,2024-01-29,4,51-250,<50M,Foreign-owned,1,Equity,3.0,4,4,4,3,4,4,5,5,3.1,4,1,0,0,0,45.6,42,1,3,Moderate,10.3,4,4,5,5,15.1,11.9,30.3,98.0,5.9,3.75,4.5,0.3107725857017327,4.5,0.03590332656288531,0.7555679660137965
SME092,SME,2024-03-13,13,1-50,50M-500M,Foreign-owned,1,Joint venture,4.0,5,4,4,4,4,4,4,3,1.9,0,0,1,0,0,50.8,31,1,10,Easy,2.0,5,4,5,5,6.9,8.8,36.4,90.4,2.8,4.25,3.75,-0.7663284218447032,4.75,-0.010427357925089836,0.1164787810412643
SME093,SME,2024-01-23,14,1-50,50M-500M,Local,0,,,3,2,3,3,3,3,3,3,3.4,0,0,0,0,0,29.5,14,1,8,Difficult,2.0,2,3,3,2,13.2,5.0,3.2,64.6,1.6,2.75,3.0,-0.529662210168196,2.5,-0.9524163907841015,-0.7151962864402405
SME094,SME,2024-04-04,10,51-250,<50M,Foreign-owned,1,Management contract,1.0,2,2,3,2,5,5,5,5,2.3,5,0,1,1,0,51.9,45,1,6,Easy,18.4,4,4,3,6,18.6,8.1,38.2,98.0,1.6,2.25,5.0,0.46124348855856867,4.25,0.3061821843839081,0.5439630134318127
SME095,SME,2024-04-26,14,1-50,<50M,Local,1,Technology transfer,3.0,5,5,5,5,4,3,3,4,1.6,3,1,0,0,1,54.5,35,1,1,Easy,2.0,5,4,4,3,12.1,3.0,34.2,98.0,6.8,5.0,3.5,-0.10677248087633273,4.0,0.38831301501226456,0.3315103067894989
SME096,SME,2024-03-23,8,51-250,50M-500M,Local,0,,,4,4,4,3,2,3,2,3,0.0,4,0,0,0,0,54.9,26,0,15,Moderate,2.0,4,3,5,4,14.6,6.9,0.0,71.2,3.2,3.75,2.5,-0.8079726230592048,4.0,-0.8862633703547527,-0.43957703082823013
SME097,SME,2024-01-31,9,51-250,<50M,Joint venture,1,Joint venture,6.0,3,3,3,3,5,5,4,4,1.7,1,0,1,0,0,71.4,23,1,1,Moderate,17.0,4,4,6,3,7.4,13.8,2.4,77.2,3.5,3.0,4.5,-0.6443804982665121,4.25,0.28177949535540947,-0.23566195501306042
SME098,SME,2024-03-09,7,1-50,50M-500M,Local,0,,,4,4,4,4,4,5,3,4,0.8,3,0,0,0,0,33.8,5,0,7,Moderate,7.7,3,2,3,3,6.2,13.3,14.9,71.0,1.2,4.0,4.0,-0.7531277526672944,2.75,-1.218148455361968,-0.34033994384522637
SME099,SME,2024-06-08,3,51-250,<50M,Joint venture,1,Technology transfer,2.0,4,4,4,4,3,3,3,3,3.2,7,0,1,1,0,25.5,36,1,3,Easy,32.9,1,2,1,3,2.7,4.8,43.2,83.4,4.8,4.0,3.0,1.0881903893168374,1.75,-0.12664986493173697,-0.08919633144682879
SME100,SME,2024-04-04,4,51-250,50M-500M,Local,1,Equity,1.0,4,4,4,3,5,5,5,5,2.6,4,0,1,0,1,54.7,31,1,2,Easy,31.7,4,4,4,4,5.7,14.8,17.7,85.7,8.3,3.75,5.0,0.3687610306420612,4.0,0.3106760671148725,0.37652809138213067
SME101,SME,2024-03-09,3,1-50,50M-500M,Local,0,,,3,2,2,3,4,4,4,3,0.0,3,1,0,0,0,49.4,28,1,5,Difficult,5.1,5,5,6,4,20.0,5.4,0.0,87.3,3.7,2.5,3.75,-0.7835357047120165,5.0,-0.3684445749133218,-0.09112839848381793
SME102,SME,2024-06-30,11,51-250,<50M,Local,1,Technology transfer,4.0,4,4,4,3,3,4,3,4,2.2,4,0,1,1,0,58.7,34,1,1,Moderate,21.5,4,5,4,5,23.4,13.8,11.5,61.6,7.4,3.75,3.5,0.25089916799532697,4.5,0.2125681643217363,0.5167954119942396
SME103,SME,2024-05-21,6,1-50,<50M,Joint venture,1,Equity,1.0,5,5,5,5,4,4,4,4,2.8,0,1,0,1,0,50.1,37,1,8,Moderate,23.0,3,5,4,5,12.4,14.1,9.6,66.1,1.7,5.0,4.0,-0.2958234576408045,4.25,-0.11475667138050658,-0.18688512587920758
SME104,SME,2024-04-25,9,51-250,<50M,Foreign-owned,1,Equity,8.0,3,4,4,4,3,4,4,3,3.8,6,0,0,1,0,56.9,16,1,9,Easy,12.2,4,5,5,4,24.4,9.8,40.7,82.2,1.5,3.75,3.5,0.8787885551366339,4.5,-0.06253377792757744,0.6686629140385331
SME105,SME,2024-06-27,19,1-50,<50M,Joint venture,1,Equity,2.0,4,3,4,4,4,4,2,4,3.1,2,1,1,1,1,77.7,58,1,1,Easy,5.0,7,4,6,6,11.8,7.6,6.8,78.1,0.7,3.75,3.5,0.5649621956448556,5.75,1.0368340722100933,-0.4775805669363168
SME106,SME,2024-05-11,5,51-250,>5B,Foreign-owned,0,,,2,2,2,2,3,3,4,2,2.1,3,1,0,1,0,50.7,18,1,10,Moderate,11.9,4,3,5,3,7.7,8.8,21.4,64.5,2.1,2.0,3.0,0.04055484743208515,3.75,-0.4001064699016807,-0.4338213358528184
SME107,SME,2024-02-20,7,1-50,<50M,Foreign-owned,1,Equity,3.0,5,5,5,4,4,4,3,5,2.1,0,0,1,1,1,49.4,43,1,1,Moderate,15.6,4,3,3,4,12.3,12.6,20.9,62.8,3.9,4.75,4.0,-0.29676594402384293,3.5,0.17333305205870014,-0.002824430166079351
SME108,SME,2024-03-22,14,1-50,50M-500M,Joint venture,0,,,1,1,1,2,4,4,4,3,1.7,0,1,1,0,0,37.5,10,0,15,Easy,8.5,4,4,5,4,7.3,3.8,16.5,76.2,1.5,1.25,3.75,-0.6199435799193238,4.25,-1.126920063417702,-0.6542346651891018
SME109,SME,2024-02-19,5,51-250,<50M,Local,0,,,3,2,3,2,3,3,3,3,2.7,5,0,1,0,0,42.5,24,0,12,Difficult,15.5,4,5,6,5,8.7,-0.3,0.6,71.4,2.8,2.5,3.0,0.37378957795655654,5.0,-1.2416794438446361,-1.0109675818395127
SME110,SME,2024-03-18,3,1-50,50M-500M,Local,1,Equity,2.0,2,3,3,4,5,4,5,5,0.4,3,1,0,1,0,79.6,19,1,4,Easy,11.0,4,5,5,5,20.1,10.3,15.1,95.8,6.6,3.0,4.75,-0.46035806881653574,4.75,0.4975453318656111,0.6524657289669404
SME111,SME,2024-06-06,6,1-50,50M-500M,Local,0,,,3,3,4,3,3,3,4,3,0.8,5,0,0,0,0,42.3,25,0,11,Easy,2.8,5,5,3,6,10.9,11.6,5.3,72.8,0.1,3.25,3.25,-0.391370042864178,4.75,-0.7392065455096755,-0.4405535838326608
SME112,SME,2024-05-31,4,51-250,50M-500M,Joint venture,0,,,3,3,2,3,3,3,4,3,0.3,2,0,0,1,0,44.7,16,1,11,Easy,12.9,4,4,5,4,13.1,10.1,3.2,70.4,0.2,2.75,3.25,-0.8760181626285239,4.25,-0.32176957010410445,-0.4883416602546625
SME113,SME,2024-03-22,21,51-250,50M-500M,Joint venture,1,Equity,8.0,4,4,5,4,3,3,4,3,2.5,0,0,0,0,0,47.8,35,0,5,Easy,20.1,3,3,4,3,18.2,4.1,30.5,94.1,4.5,4.25,3.25,-0.7948514011233482,3.25,-0.33617626251463006,0.35733715407172284
SME114,SME,2024-06-12,15,1-50,50M-500M,Local,1,Equity,4.0,3,3,3,2,3,3,3,2,3.5,5,0,1,0,0,71.5,43,1,6,Easy,7.6,5,5,6,2,16.3,2.8,12.4,64.3,1.6,2.75,2.75,0.6095133032500252,4.5,0.5944346581075867,-0.5813771032027863
SME115,SME,2024-05-03,11,51-250,<50M,Foreign-owned,1,Technology transfer,5.0,4,5,4,4,4,4,4,4,1.3,2,0,1,0,0,84.4,20,1,8,Easy,24.4,2,2,2,3,7.0,15.1,21.1,90.4,1.9,4.25,4.0,-0.5813635060116882,2.25,0.45672367998211416,0.14649697429830982
SME116,SME,2024-06-12,18,1-50,500M-5B,Joint venture,1,Joint venture,2.0,5,5,5,5,5,5,5,4,0.0,5,0,0,1,0,61.8,27,1,7,Easy,2.8,4,5,5,5,5.9,7.0,49.9,67.9,6.1,5.0,4.75,-0.4217779949089,4.75,0.21358276819962374,0.11866575024401205
SME117,SME,2024-04-26,15,1-50,50M-500M,Local,0,,,3,3,3,3,3,3,4,3,0.7,2,0,0,0,0,46.2,25,0,21,Moderate,7.4,3,2,3,3,9.7,7.5,10.7,61.9,0.1,3.0,3.25,-0.9634720732305362,2.75,-1.2312765955379235,-0.7367127985162889
SME118,SME,2024-04-16,4,1-50,500M-5B,Foreign-owned,1,Equity,3.0,5,4,4,4,3,3,3,3,3.1,0,0,1,1,0,55.6,60,0,8,Easy,14.9,4,5,5,5,11.0,5.5,31.2,65.4,2.1,4.25,3.0,-0.20742706065575367,4.75,-0.006044346537157214,-0.32257193452876176
SME119,SME,2024-03-11,19,51-250,<50M,Joint venture,1,Management contract,5.0,3,3,3,4,4,4,4,5,2.6,4,1,1,0,0,19.2,33,1,8,Easy,11.9,5,4,6,6,14.1,17.0,40.0,93.4,4.4,3.25,4.25,0.3687610306420612,5.25,-0.4252641240317232,0.9571663069096402
SME120,SME,2024-02-19,9,51-250,50M-500M,Local,0,,,2,3,3,2,4,4,4,3,1.7,6,0,0,0,0,56.2,27,1,6,Moderate,7.5,7,6,6,7,10.3,3.4,27.1,75.2,0.7,2.5,3.75,0.05469800299253241,6.5,-0.07392259333939094,-0.47507740092494255
SME121,SME,2024-05-24,15,51-250,500M-5B,Foreign-owned,1,Joint venture,6.0,5,5,5,5,4,4,3,3,1.7,4,0,0,1,1,57.0,34,0,15,Easy,32.0,3,5,3,3,29.1,13.6,31.3,83.8,4.7,5.0,3.5,0.10357183968690903,3.5,-0.525273073006802,1.101703571640997
SME122,SME,2024-05-20,19,51-250,<50M,Local,0,,,2,2,2,2,3,4,3,4,0.0,2,0,0,0,0,51.4,43,1,6,Moderate,5.2,3,4,4,4,0.8,6.7,9.2,58.7,0.5,2.0,3.5,-1.1697303328623212,3.75,0.043390379393546036,-1.128324331853174
SME123,SME,2024-02-07,6,1-50,<50M,Joint venture,0,,,3,3,3,3,3,4,3,4,1.8,4,0,1,1,0,34.3,5,0,10,Moderate,31.5,4,2,2,1,-2.3,7.0,3.1,68.4,4.4,3.0,3.5,0.13303730534859265,2.25,-1.3072741440516238,-0.9512111032472083
SME124,SME,2024-01-27,4,1-50,50M-500M,Joint venture,1,Joint venture,1.0,5,5,5,5,4,4,4,4,1.0,4,0,0,1,0,49.2,36,1,9,Moderate,20.5,6,5,4,6,15.6,2.1,21.2,74.8,3.2,5.0,4.0,-0.30800219319362243,5.25,-0.173586032630634,-0.28423740071827824
SME125,SME,2024-02-12,5,1-50,50M-500M,Joint venture,0,,,1,1,1,1,3,4,4,3,3.8,2,0,0,0,0,38.8,5,1,4,Moderate,12.7,7,7,5,6,6.5,-2.8,12.6,76.6,2.9,1.0,3.5,-0.050042637718345384,6.25,-0.5531279676397947,-0.9660110543487117
SME126,SME,2024-02-23,7,1-50,50M-500M,Local,0,,,2,2,2,1,3,3,3,3,1.9,0,1,0,0,0,60.3,5,0,6,Easy,15.8,4,4,3,3,9.9,4.1,7.2,60.1,2.7,1.75,3.0,-0.7663284218447032,3.5,-0.5327033869494222,-0.8049977685482996
SME127,SME,2024-06-23,16,1-50,<50M,Joint venture,1,Joint venture,13.0,5,4,4,5,5,5,5,5,1.3,4,1,1,1,0,49.3,39,1,2,Easy,37.2,2,4,3,3,17.1,13.0,27.0,98.0,3.0,4.5,5.0,0.19102575028892127,3.0,0.32150361737892585,0.6518054487134527
SME128,SME,2024-02-24,17,51-250,50M-500M,Joint venture,0,,,3,2,2,2,3,3,2,3,0.5,4,0,0,0,0,76.2,22,1,8,Moderate,4.1,3,3,2,2,17.3,-0.0,21.7,51.9,0.1,2.25,2.75,-0.6606452947507869,2.5,0.11963075661975364,-0.7915428806352874
SME129,SME,2024-05-02,3,1-50,<50M,Local,0,,,2,2,2,2,3,3,2,3,1.1,0,0,1,0,0,51.5,17,1,12,Easy,3.0,3,6,4,5,-1.0,0.1,7.9,62.3,1.7,2.0,2.75,-1.0020521471381718,4.5,-0.23360808654593304,-1.4111704005792216
SME130,SME,2024-06-15,9,1-50,<50M,Joint venture,1,Equity,6.0,3,3,3,4,4,3,4,3,1.7,6,0,0,1,0,35.9,34,1,4,Moderate,11.0,5,5,5,5,11.1,11.2,8.5,98.0,3.2,3.25,3.5,0.26001377624127897,5.0,-0.24802892809667698,0.09554009440790354
SME131,SME,2024-01-31,7,1-50,<50M,Local,0,,,1,2,2,1,3,3,3,4,2.5,2,0,0,0,0,43.1,57,1,11,Moderate,12.3,4,3,3,3,11.4,7.8,0.0,66.8,2.5,1.5,3.25,-0.4330936913202318,3.25,-0.08115561220519876,-0.6075357161477213
SME132,SME,2024-04-22,5,51-250,50M-500M,Foreign-owned,1,Equity,4.0,4,5,5,5,5,5,5,5,2.2,2,1,0,0,0,45.2,32,0,5,Easy,3.2,4,3,4,5,17.4,11.4,26.4,72.2,3.8,4.75,5.0,-0.3161743150565359,4.0,-0.4139728703548733,0.3096549842453142
SME133,SME,2024-04-21,4,51-250,50M-500M,Local,0,,,5,4,4,3,4,4,4,4,0.3,4,0,0,0,1,12.1,26,1,4,Easy,12.2,4,4,4,1,22.8,10.1,1.6,78.6,1.1,4.0,4.0,-0.5142604528254074,3.25,-0.49380104959637794,-0.009667768397947335
SME134,SME,2024-06-15,6,1-50,50M-500M,Local,1,Equity,3.0,4,4,4,4,4,4,4,4,4.3,3,0,1,1,0,79.0,27,1,3,Easy,30.5,4,3,3,4,18.9,5.3,25.6,78.3,7.5,4.0,4.0,0.6887950919891238,3.5,0.6172649059068817,0.3617285999152758
SME135,SME,2024-05-13,21,1-50,<50M,Local,1,Technology transfer,3.0,4,4,4,4,5,5,4,4,2.1,5,0,0,1,0,65.5,39,0,10,Easy,18.2,4,6,6,4,13.7,9.6,0.0,78.0,1.0,4.0,4.5,0.19699678398645512,5.0,-0.16735435195294476,-0.3945331980026201
SME136,SME,2024-05-29,6,51-250,500M-5B,Foreign-owned,1,Technology transfer,5.0,5,4,5,4,4,4,4,4,2.9,3,0,1,1,0,63.0,32,1,4,Easy,14.7,4,4,2,3,7.9,16.6,28.7,70.8,5.0,4.5,4.0,0.27627857272555373,3.25,0.39038629271089864,0.3132869739951816
SME137,SME,2024-03-19,9,1-50,<50M,Local,0,,,2,2,2,2,4,4,4,4,0.5,2,1,0,0,0,47.5,15,1,9,Moderate,7.1,4,4,3,5,5.4,7.3,16.4,98.0,0.9,2.0,4.0,-0.8170872313051568,4.0,-0.4551031389490542,-0.3241043716756606
SME138,SME,2024-06-04,13,51-250,50M-500M,Foreign-owned,1,Management contract,2.0,3,3,3,3,5,5,4,5,2.4,4,0,0,0,1,34.3,57,1,2,Easy,24.2,5,5,6,5,10.0,12.0,29.4,85.0,3.4,3.0,4.75,0.10451432606994757,5.25,0.3004281161757517,0.25089471038137634
SME139,SME,2024-01-17,6,51-250,50M-500M,Local,0,,,3,3,3,4,3,3,3,2,1.6,3,1,0,0,0,37.7,34,1,7,Moderate,5.4,3,5,6,5,13.1,13.7,10.5,48.9,0.4,3.25,2.75,-0.31208825412507923,4.75,-0.31642874447528646,-0.46009175932916696
SME140,SME,2024-02-13,23,1-50,<50M,Local,0,,,2,2,2,2,3,4,4,3,0.0,0,1,0,1,1,57.6,22,1,6,Difficult,26.8,4,4,4,6,9.5,0.4,3.3,89.9,0.1,2.0,3.5,-0.9155407229191981,4.5,-0.34276760201637374,-0.8503355005308011
SME141,SME,2024-05-31,23,1-50,50M-500M,Local,0,,,3,3,3,3,2,2,3,3,3.6,0,0,0,0,0,29.2,5,0,8,Easy,27.5,5,4,3,3,0.1,7.2,8.1,75.3,1.9,3.0,2.5,-0.4707312788448288,3.75,-1.0932614765711643,-0.8543363185576874
SME142,SME,2024-03-23,5,51-250,<50M,Foreign-owned,1,Joint venture,1.0,4,3,3,3,3,3,2,2,3.5,5,1,1,1,0,17.0,31,1,4,Easy,19.1,6,5,5,5,11.4,13.7,30.3,70.8,5.1,3.25,2.5,1.0201448497475183,5.25,-0.35510568193218284,0.32726785784906076
SME143,SME,2024-06-27,8,1-50,50M-500M,Local,1,Management contract,7.0,4,4,4,4,3,4,3,3,1.5,3,1,0,1,1,51.6,67,1,3,Difficult,16.9,5,5,5,4,18.5,7.2,21.0,68.8,3.8,4.0,3.25,0.06907782671073018,4.75,0.20384465209110808,0.026014362489101994
SME144,SME,2024-04-11,6,1-50,50M-500M,Foreign-owned,1,Joint venture,5.0,5,5,5,5,3,4,4,4,0.7,2,1,0,0,1,52.9,32,1,3,Easy,25.2,2,3,3,3,14.9,12.9,14.5,88.1,3.5,5.0,3.75,-0.5528405267330432,2.75,0.2617279338461206,0.2970404501706531
SME145,SME,2024-02-12,5,51-250,<50M,Joint venture,1,Joint venture,4.0,5,5,5,5,4,5,4,4,2.4,1,1,1,0,0,57.0,48,1,4,Easy,25.8,3,3,3,3,15.8,6.6,18.6,81.0,1.7,5.0,4.25,-0.2328064653859806,3.0,0.4885676910028697,-0.11467178293024208
SME146,SME,2024-03-30,3,51-250,500M-5B,Foreign-owned,1,Equity,2.0,3,4,4,3,3,3,3,4,2.1,1,1,1,0,1,65.9,52,1,4,Easy,10.6,3,4,3,4,14.7,5.8,36.6,56.9,3.9,3.5,3.25,-0.11588708912228474,3.5,0.6789200190642348,-0.09052358074365956
SME147,SME,2024-05-05,10,51-250,<50M,Local,0,,,3,3,3,4,2,2,3,2,1.6,0,0,0,0,0,54.6,23,1,4,Moderate,7.8,4,5,5,5,17.8,5.0,11.4,89.4,4.9,3.25,2.25,-1.0600405920785003,4.75,-0.08315972485817368,0.07685177825858022
SME148,SME,2024-02-24,9,51-250,50M-500M,Local,0,,,2,2,3,3,4,5,4,4,1.4,2,0,1,0,0,48.9,10,0,17,Easy,2.0,1,4,4,6,10.2,10.7,22.9,70.8,1.4,2.5,4.25,-0.5518980403500047,3.75,-1.0099015582552302,-0.1975344909929907
SME149,SME,2024-05-10,3,1-50,500M-5B,Joint venture,0,,,3,2,2,3,4,4,4,4,1.8,1,0,0,0,0,62.9,5,1,1,Difficult,15.3,2,1,3,3,6.1,11.5,10.3,93.9,1.2,2.5,4.0,-0.820230805853575,2.25,-0.30239540973819423,-0.2164867661864832
SME150,SME,2024-01-15,5,1-50,50M-500M,Local,0,,,5,5,4,5,3,4,3,3,2.9,0,0,0,0,0,22.2,28,0,9,Moderate,17.3,5,6,5,4,2.5,11.8,22.8,87.3,0.3,4.75,3.25,-0.6769895384766139,5.0,-1.1891745089788601,-0.28587343442527957
SME151,SME,2024-03-22,19,51-250,<50M,Joint venture,0,,,2,2,2,3,3,2,3,2,1.9,2,1,1,1,0,52.6,10,1,17,Moderate,2.0,5,4,3,6,10.3,3.7,7.1,60.0,0.1,2.25,2.5,0.006060834455906272,4.5,-0.6932945277120215,-0.974338214972427
SME152,SME,2024-05-22,5,1-50,500M-5B,Local,0,,,2,2,2,2,4,4,5,3,0.0,3,0,0,1,0,54.4,22,1,2,Moderate,8.4,3,3,4,2,-5.0,11.8,20.9,88.4,0.1,2.0,4.0,-0.7835357047120165,3.0,-0.03373182297767914,-0.5793411837702584
SME153,SME,2024-02-29,4,1-50,50M-500M,Joint venture,1,Equity,3.0,3,3,4,4,3,4,3,3,3.6,8,0,0,0,0,36.4,20,1,1,Easy,6.2,3,3,3,4,14.1,7.1,32.8,72.2,3.7,3.5,3.25,0.976299560367637,3.25,-0.0819792155630577,0.07111867661915494
SME154,SME,2024-05-23,8,51-250,<50M,Foreign-owned,1,Technology transfer,6.0,5,5,5,5,3,4,5,3,4.0,0,0,0,1,0,32.5,32,1,7,Easy,9.8,2,3,3,2,10.8,13.1,22.0,57.6,1.6,5.0,3.75,-0.147553642949348,2.5,-0.19297173570371332,-0.22288888729775558
SME155,SME,2024-02-11,24,1-50,<50M,Joint venture,1,Equity,2.0,5,5,4,4,4,4,4,4,5.8,6,0,1,0,0,43.8,35,1,1,Moderate,21.4,1,3,4,3,6.2,10.8,26.7,78.9,0.3,4.5,4.0,1.4680978683703054,2.75,-0.012867263914208685,-0.24898257531061418
SME156,SME,2024-06-23,5,1-50,50M-500M,Local,1,Equity,3.0,4,4,4,4,4,4,3,4,0.7,5,0,1,0,0,45.1,38,0,9,Difficult,11.1,5,5,4,5,8.4,11.3,12.4,88.8,4.8,4.0,3.75,-0.21551973527711502,4.75,-0.9335211594977835,0.047333209536832954
SME157,SME,2024-03-31,12,1-50,50M-500M,Foreign-owned,0,,,3,3,3,3,3,3,3,3,1.5,0,0,0,0,0,56.3,7,1,15,Moderate,9.6,6,6,6,4,12.9,6.7,32.5,66.4,0.1,3.0,3.0,-1.0895060577401838,5.5,-0.6059189177104876,-0.29017502362795367
SME158,SME,2024-06-26,14,1-50,50M-500M,Local,0,,,3,3,3,3,3,4,3,4,0.0,2,1,0,0,0,35.8,34,0,6,Difficult,2.0,3,2,3,3,10.2,-0.4,2.3,68.3,0.9,3.0,3.5,-0.9644145596135747,2.75,-1.0331535009994122,-1.0938784131350843
SME159,SME,2024-05-23,5,1-50,500M-5B,Local,0,,,2,2,2,2,3,4,4,3,1.9,1,1,0,0,0,32.2,13,1,1,Moderate,13.5,3,4,1,3,9.0,1.5,1.3,85.7,4.5,2.0,3.5,-0.585449566943145,2.75,-0.46433481377664865,-0.6220953573368725
SME160,SME,2024-06-18,13,1-50,50M-500M,Foreign-owned,1,Equity,12.0,3,4,4,3,3,3,4,3,1.3,4,0,1,1,0,45.8,15,0,4,Easy,16.6,4,3,3,5,15.4,8.9,49.4,81.3,0.1,3.5,3.25,-0.014290022959825233,3.75,-0.5779955820238888,0.33288363777173124
SME161,SME,2024-03-05,7,1-50,<50M,Joint venture,0,,,2,1,1,1,3,3,3,3,3.5,5,1,0,0,1,61.8,19,1,10,Moderate,6.2,5,4,4,4,10.6,-1.7,13.8,61.9,0.1,1.25,3.0,0.8148290764987717,4.25,-0.21102445191669478,-1.1039519804085058
SME162,SME,2024-02-23,11,51-250,<50M,Joint venture,1,Joint venture,2.0,4,4,4,4,3,3,4,3,1.1,5,1,1,0,0,55.2,35,0,14,Easy,15.5,5,5,5,5,21.5,11.8,32.9,88.4,3.4,4.0,3.25,0.10765790061836578,5.0,-0.5094897542488482,0.7430865915932474
SME163,SME,2024-04-19,11,51-250,<50M,Foreign-owned,1,Joint venture,3.0,4,4,4,3,3,3,3,3,0.0,5,0,0,1,0,52.3,37,1,2,Easy,18.4,2,3,3,5,14.7,11.5,30.3,82.4,5.0,3.75,3.0,-0.4217779949089,3.25,0.3451026446692408,0.47464922347174954
SME164,SME,2024-02-25,9,1-50,50M-500M,Local,0,,,3,3,3,2,4,4,4,3,0.6,1,0,0,0,0,43.3,36,0,15,Easy,5.5,4,7,4,4,-0.3,7.8,25.0,45.7,0.1,2.75,3.75,-1.173816393793778,4.75,-0.7194619723957308,-1.0697074491738514
SME165,SME,2024-06-01,3,51-250,<50M,Local,1,Joint venture,2.0,4,5,5,5,5,4,5,5,0.0,1,0,0,1,0,74.4,32,0,16,Easy,5.2,4,5,4,6,22.2,7.0,4.9,93.1,4.9,4.75,4.75,-1.145293414515133,4.75,-0.3044608784382473,0.2812311883909975
SME166,SME,2024-05-29,16,1-50,50M-500M,Foreign-owned,1,Management contract,4.0,5,4,4,4,5,4,4,5,2.9,3,1,0,0,0,43.8,34,1,11,Easy,31.4,6,4,4,4,15.4,16.5,25.6,92.7,5.1,4.25,4.5,0.07096279947680725,4.5,-0.11804907162592768,0.8054650293768716
SME167,SME,2024-01-15,6,1-50,50M-500M,Local,1,Management contract,5.0,3,3,3,4,3,3,3,3,0.0,6,0,1,0,0,74.7,22,1,3,Easy,11.9,5,5,5,4,10.9,16.1,31.3,80.2,0.1,3.25,3.0,-0.24089914000734183,4.75,0.4881353254631696,0.2444483371508471
SME168,SME,2024-06-16,4,51-250,500M-5B,Local,1,Equity,3.0,3,3,4,3,3,3,3,2,2.0,0,1,0,1,1,58.2,45,1,1,Difficult,16.2,4,4,3,5,4.5,8.1,7.7,90.7,4.1,3.25,2.75,-0.32623140968552655,4.0,0.10727076661002527,-0.33433758595614627
SME169,SME,2024-04-06,3,1-50,<50M,Local,0,,,2,2,2,2,3,3,3,3,0.0,0,0,0,1,0,42.6,22,0,9,Easy,20.1,4,4,2,3,10.4,7.0,24.2,63.9,3.0,2.0,3.0,-1.326172269416691,3.25,-0.7060370630908785,-0.33545343956968776
SME170,SME,2024-05-19,10,51-250,50M-500M,Local,0,,,4,4,3,3,2,2,3,3,0.8,2,0,0,1,0,82.5,15,1,4,Moderate,40.0,4,4,2,3,8.1,4.8,15.7,72.0,0.2,3.5,2.5,-0.7286908343201061,3.25,0.2647297456458861,-0.7214019754938262
SME171,SME,2024-01-19,12,1-50,<50M,Local,1,Equity,8.0,4,4,4,4,3,3,3,2,4.0,2,0,0,1,0,39.2,12,1,3,Easy,7.0,5,5,5,4,22.2,9.6,11.1,61.2,5.0,4.0,2.75,0.2142040668537684,4.75,-0.1989899624759098,0.1114148047967341
SME172,SME,2024-02-12,3,51-250,50M-500M,Local,0,,,2,2,3,3,2,2,2,2,1.6,0,0,0,0,0,39.7,37,1,5,Easy,15.6,2,3,2,2,5.9,2.5,0.0,72.9,2.7,2.5,2.0,-1.0600405920785003,2.25,0.047123934999039,-0.9719541429167883
