event_id,magnitude,depth_km,latitude,longitude,time,place,tsunami,felt,cdi,mmi,alert,status,type,datetime
us7000k5db,5.2,117.6,-3.6262,128.2527,1685570198078,"10 km NE of Ambon, Indonesia",0,,,,,reviewed,earthquake,2023-05-31 21:56:38.078
us7000k58z,5.5,10.0,55.3206,163.0997,1685541705334,"108 km SSE of Ust’-Kamchatsk Staryy, Russia",0,,,3.591,green,reviewed,earthquake,2023-05-31 14:01:45.334
us7000k58h,5.9,10.0,25.1051,96.2315,1685532014013,"121 km WSW of Myitkyina, Myanmar",0,6.0,6.6,7.962,yellow,reviewed,earthquake,2023-05-31 11:20:14.013
us7000k58f,5.3,10.0,1.4577,-90.6898,1685530517932,"246 km N of Puerto Ayora, Ecuador",0,,,3.401,green,reviewed,earthquake,2023-05-31 10:55:17.932
us7000k55h,5.0,40.021,39.6636,54.9322,1685505893381,"51 km ENE of Balkanabat, Turkmenistan",0,1.0,5.3,,,reviewed,earthquake,2023-05-31 04:04:53.381
us7000k54z,6.3,14.778,-49.6093,163.8553,1685499683997,"Auckland Islands, New Zealand region",0,4.0,2.2,3.514,green,reviewed,earthquake,2023-05-31 02:21:23.997
us7000k54v,5.1,21.087,-0.8752,98.673,1685494721379,"163 km NW of Tuapejat, Indonesia",0,,,,,reviewed,earthquake,2023-05-31 00:58:41.379
us7000k51s,5.5,24.602,-20.7038,-70.6344,1685465495377,"70 km SW of La Tirana, Chile",0,25.0,6.1,4.913,green,reviewed,earthquake,2023-05-30 16:51:35.377
us7000k4w1,5.8,10.0,24.0473,142.9966,1685407926179,"Volcano Islands, Japan region",0,,,3.073,green,reviewed,earthquake,2023-05-30 00:52:06.179
us7000k4ug,5.5,10.0,-52.8793,10.4622,1685397125387,southwest of Africa,0,,,0.0,green,reviewed,earthquake,2023-05-29 21:52:05.387
us7000k4rv,5.2,35.0,-14.9553,166.9806,1685354697635,"13 km NW of Port-Olry, Vanuatu",0,3.0,4.1,,,reviewed,earthquake,2023-05-29 10:04:57.635
us7000k4qj,5.1,154.032,-7.9935,-74.5543,1685336253602,"42 km N of Pucallpa, Peru",0,1.0,5.6,,,reviewed,earthquake,2023-05-29 04:57:33.602
us7000k4na,5.1,10.0,-58.3678,-139.9059,1685297109766,Pacific-Antarctic Ridge,0,,,,,reviewed,earthquake,2023-05-28 18:05:09.766
us7000k4mu,5.2,163.809,6.6964,-73.0303,1685288757185,"1 km W of Aratoca, Colombia",0,39.0,4.2,,,reviewed,earthquake,2023-05-28 15:45:57.185
us7000k4m6,5.1,136.578,-5.5104,149.7567,1685278359160,"42 km W of Kimbe, Papua New Guinea",0,2.0,2.2,,,reviewed,earthquake,2023-05-28 12:52:39.160
us7000k4kr,5.3,230.416,36.6064,71.0508,1685252996585,"34 km SE of Jurm, Afghanistan",0,18.0,5.3,,,reviewed,earthquake,2023-05-28 05:49:56.585
us7000k4jy,5.6,98.028,-10.1728,161.2187,1685244594262,"82 km WNW of Kirakira, Solomon Islands",0,1.0,3.8,4.26,green,reviewed,earthquake,2023-05-28 03:29:54.262
us7000k4gs,5.5,46.245,-57.9373,-25.6017,1685200907273,South Sandwich Islands region,0,,,3.503,green,reviewed,earthquake,2023-05-27 15:21:47.273
us7000k4dc,6.0,222.0,-18.4836,-175.1849,1685146260804,Tonga,0,1.0,2.0,3.624,green,reviewed,earthquake,2023-05-27 00:11:00.804
us7000k4cr,6.0,10.0,-39.0059,-91.372,1685139505271,West Chile Rise,0,,,0.0,green,reviewed,earthquake,2023-05-26 22:18:25.271
us7000k4cn,5.0,10.0,-43.1776,39.1764,1685136827334,Prince Edward Islands region,0,,,,,reviewed,earthquake,2023-05-26 21:33:47.334
us7000k46f,6.1,42.0,35.5294,140.5281,1685095404100,"12 km SE of Narutō, Japan",0,190.0,5.6,4.868,green,reviewed,earthquake,2023-05-26 10:03:24.100
us7000k44x,5.2,68.482,-6.1715,149.9685,1685066882445,"46 km E of Kandrian, Papua New Guinea",0,1.0,3.1,,,reviewed,earthquake,2023-05-26 02:08:02.445
us7000k3yq,5.0,111.864,-59.5954,-26.3697,1685032444321,South Sandwich Islands region,0,,,,,reviewed,earthquake,2023-05-25 16:34:04.321
us7000k3wu,5.1,10.0,21.1001,122.0167,1685022508871,"72 km N of Basco, Philippines",0,,,,,reviewed,earthquake,2023-05-25 13:48:28.871
us7000k3ps,5.5,10.0,-23.2483,170.774,1685011177398,southeast of the Loyalty Islands,0,,,0.0,green,reviewed,earthquake,2023-05-25 10:39:37.398
us7000k3n8,5.0,10.0,8.8411,-77.0924,1684984496885,"40 km ENE of Puerto Obaldía, Panama",0,,,,,reviewed,earthquake,2023-05-25 03:14:56.885
us7000k3n3,6.5,13.0,8.9223,-77.0904,1684983932956,"45 km NE of Puerto Obaldía, Panama",1,124.0,6.4,6.457,green,reviewed,earthquake,2023-05-25 03:05:32.956
us7000k3h5,6.2,158.0,-6.9484,129.5293,1684943374402,Banda Sea,0,27.0,3.9,4.302,green,reviewed,earthquake,2023-05-24 15:49:34.402
us7000k3ga,5.0,62.947,-4.7194,153.1603,1684934107458,"107 km ESE of Kokopo, Papua New Guinea",0,,,,,reviewed,earthquake,2023-05-24 13:15:07.458
us7000k3fh,5.5,10.0,-56.7484,-140.8124,1684924399580,Pacific-Antarctic Ridge,0,,,0.0,green,reviewed,earthquake,2023-05-24 10:33:19.580
us7000k3d7,5.2,17.872,5.6719,124.2704,1684889047040,"47 km SSW of Maitum, Philippines",0,5.0,4.3,,,reviewed,earthquake,2023-05-24 00:44:07.040
us7000k39d,5.1,48.463,3.0781,126.7467,1684854295574,"204 km NW of Tobelo, Indonesia",0,,,,,reviewed,earthquake,2023-05-23 15:04:55.574
us7000k38v,5.0,10.0,-3.8159,151.4158,1684846837492,"93 km WNW of Rabaul, Papua New Guinea",0,,,,,reviewed,earthquake,2023-05-23 13:00:37.492
us7000k38e,5.0,10.0,-22.7825,170.7932,1684833998106,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-23 09:26:38.106
us7000k36n,6.1,10.0,-22.9954,170.3067,1684824118609,"290 km E of Vao, New Caledonia",0,1.0,5.8,0.0,green,reviewed,earthquake,2023-05-23 06:41:58.609
us7000k36l,5.1,23.981,-23.2419,170.634,1684822932806,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-23 06:22:12.806
us7000k33g,5.0,10.0,-22.6736,169.8453,1684796053259,"238 km ESE of Tadine, New Caledonia",0,,,,,reviewed,earthquake,2023-05-22 22:54:13.259
us7000k32s,5.0,10.0,-22.9658,170.4881,1684791956090,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-22 21:45:56.090
us6000kdvd,5.2,10.0,-7.6524,158.1943,1684762572759,"157 km ENE of Gizo, Solomon Islands",0,,,,,reviewed,earthquake,2023-05-22 13:36:12.759
us6000kdvb,5.0,38.748,-15.7375,-173.5636,1684762238655,"34 km NE of Hihifo, Tonga",0,1.0,2.0,,,reviewed,earthquake,2023-05-22 13:30:38.655
us6000kdu2,5.1,10.0,34.4462,139.3058,1684741360250,"41 km SE of Shimoda, Japan",0,15.0,3.1,,,reviewed,earthquake,2023-05-22 07:42:40.250
us6000kdty,5.4,16.611,-23.7799,171.7145,1684738364830,southeast of the Loyalty Islands,0,,,0.0,green,reviewed,earthquake,2023-05-22 06:52:44.830
us6000kdtd,5.2,10.0,-6.6092,129.2493,1684730720438,Banda Sea,0,,,,,reviewed,earthquake,2023-05-22 04:45:20.438
us6000kdsy,5.0,10.0,26.8674,97.023,1684723535828,"76 km NNE of Sarupathar, India",0,,,,,reviewed,earthquake,2023-05-22 02:45:35.828
us6000kdrq,5.5,184.0,29.8362,129.1107,1684707604199,"135 km WSW of Kurio, Japan",0,,,3.489,green,reviewed,earthquake,2023-05-21 22:20:04.199
us6000kdrc,5.4,10.0,-52.1547,139.5343,1684703500835,west of Macquarie Island,0,,,0.0,green,reviewed,earthquake,2023-05-21 21:11:40.835
us6000kdqc,5.0,95.921,-6.0844,147.6383,1684695201184,"57 km NNW of Finschhafen, Papua New Guinea",0,,,,,reviewed,earthquake,2023-05-21 18:53:21.184
nc73890906,5.58,10.0,40.3775,-125.5628333,1684694641400,"108km W of Petrolia, CA",1,623.0,5.7,3.856,green,reviewed,earthquake,2023-05-21 18:44:01.400
us6000kdpx,5.1,10.0,-43.8739,39.3827,1684689800311,Prince Edward Islands region,0,,,,,reviewed,earthquake,2023-05-21 17:23:20.311
us6000kdnw,6.1,82.297,-10.2725,161.4437,1684683913303,"55 km WNW of Kirakira, Solomon Islands",0,8.0,5.2,5.419,green,reviewed,earthquake,2023-05-21 15:45:13.303
us6000kdmq,6.8,28.0,-43.3991,39.3035,1684681008208,Prince Edward Islands region,0,,,0.0,green,reviewed,earthquake,2023-05-21 14:56:48.208
us6000kdlj,5.2,10.0,-19.3793,-173.3476,1684668363735,"104 km SE of Neiafu, Tonga",0,,,,,reviewed,earthquake,2023-05-21 11:26:03.735
us6000kdk8,5.7,16.0,-19.376,-173.3476,1684646591962,"104 km SE of Neiafu, Tonga",0,,,3.565,green,reviewed,earthquake,2023-05-21 05:23:11.962
us6000kdif,5.1,60.393,-57.9816,-25.6146,1684625605954,South Sandwich Islands region,0,,,,,reviewed,earthquake,2023-05-20 23:33:25.954
us6000kdi1,5.1,13.5,-23.4641,171.5298,1684620525706,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-20 22:08:45.706
us6000kdh8,5.0,10.0,-22.7121,170.838,1684606060973,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-20 18:07:40.973
us6000kdgb,5.2,10.0,-23.0243,170.7398,1684589362888,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-20 13:29:22.888
us6000kdg5,5.1,10.0,-23.0282,170.7914,1684589234210,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-20 13:27:14.210
us6000kdfz,5.3,10.0,-22.9939,170.6036,1684582567797,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-20 11:36:07.797
us6000kdex,5.0,10.0,-56.6308,-69.2238,1684568052973,"210 km SSW of Ushuaia, Argentina",0,1.0,1.0,,,reviewed,earthquake,2023-05-20 07:34:12.973
us6000kddz,5.2,10.0,-22.9946,170.4018,1684557253871,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-20 04:34:13.871
us6000kde0,5.1,10.0,-22.9878,170.3852,1684557084537,"298 km E of Vao, New Caledonia",0,,,,,reviewed,earthquake,2023-05-20 04:31:24.537
us6000kddt,5.1,30.764,-23.0876,170.7,1684554414017,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-20 03:46:54.017
us6000kddi,5.3,10.0,-22.6791,170.8267,1684551383033,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-20 02:56:23.033
us7000k3ys,5.0,10.0,-23.0955,170.2964,1684549724886,"291 km E of Vao, New Caledonia",0,,,,,reviewed,earthquake,2023-05-20 02:28:44.886
us6000kdd2,5.2,21.557,-23.064,170.5134,1684549219902,southeast of the Loyalty Islands,0,,,0.0,green,reviewed,earthquake,2023-05-20 02:20:19.902
us6000kdd8,5.4,10.0,-23.1421,170.697,1684549064460,southeast of the Loyalty Islands,0,,,0.0,green,reviewed,earthquake,2023-05-20 02:17:44.460
us6000kdcu,6.5,10.0,-22.956,170.5524,1684548594333,southeast of the Loyalty Islands,0,3.0,4.6,0.0,green,reviewed,earthquake,2023-05-20 02:09:54.333
us6000kddc,5.2,10.0,-23.0658,170.4899,1684548392899,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-20 02:06:32.899
us7000k3yp,5.2,10.0,-23.1347,170.4528,1684548232766,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-20 02:03:52.766
us6000kdce,7.1,27.309,-23.0421,170.5603,1684547459158,southeast of the Loyalty Islands,1,6.0,3.1,0.0,green,reviewed,earthquake,2023-05-20 01:50:59.158
us6000kdav,5.1,10.0,-23.1036,170.7264,1684533839474,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-19 22:03:59.474
us6000kd90,5.0,10.0,-23.1226,170.9454,1684516492264,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-19 17:14:52.264
us6000kd6v,5.0,10.0,-18.0204,167.6371,1684510734397,"78 km WSW of Port-Vila, Vanuatu",0,1.0,2.0,,,reviewed,earthquake,2023-05-19 15:38:54.397
us6000kd6s,5.8,10.0,12.7964,49.2049,1684509303282,"163 km NNW of Qandala, Somalia",0,,,3.723,green,reviewed,earthquake,2023-05-19 15:15:03.282
us6000kd4i,5.2,12.948,-23.3195,171.517,1684493190344,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-19 10:46:30.344
us6000kd4f,5.1,8.869,-23.1549,170.7589,1684493048734,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-19 10:44:08.734
us6000kd43,5.0,18.187,-23.2267,170.7076,1684490659565,southeast of the Loyalty Islands,0,1.0,2.2,,,reviewed,earthquake,2023-05-19 10:04:19.565
us6000kd3j,5.3,10.0,-22.8902,170.7149,1684484840391,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-19 08:27:20.391
us6000kd2w,5.4,10.0,-23.1656,170.787,1684480419228,southeast of the Loyalty Islands,0,,,0.0,green,reviewed,earthquake,2023-05-19 07:13:39.228
us6000kd2u,5.0,10.0,-23.2025,170.9954,1684479727284,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-19 07:02:07.284
us6000kd2q,5.0,10.0,-23.0798,170.4925,1684478050100,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-19 06:34:10.100
us6000kd28,5.2,10.0,-23.0571,170.7424,1684474608103,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-19 05:36:48.103
us6000kd29,5.2,10.0,-23.2365,171.2742,1684473947106,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-19 05:25:47.106
us6000kd21,5.2,10.0,-23.2657,170.5753,1684472764510,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-19 05:06:04.510
us6000kd1z,5.6,29.133,-23.2514,170.4355,1684472044186,southeast of the Loyalty Islands,0,,,0.0,green,reviewed,earthquake,2023-05-19 04:54:04.186
us6000kd1x,5.1,34.148,-23.1185,170.7314,1684471814308,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-19 04:50:14.308
us6000kd23,5.1,35.908,-23.22,170.5591,1684470788520,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-19 04:33:08.520
us6000kd1r,5.3,36.009,-23.2021,170.6489,1684470159849,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-19 04:22:39.849
us7000k3u7,5.2,10.0,-23.2499,170.66,1684469377299,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-19 04:09:37.299
us6000kd1p,5.2,39.41,-23.2428,171.0634,1684469364536,southeast of the Loyalty Islands,0,,,0.0,green,reviewed,earthquake,2023-05-19 04:09:24.536
us6000kd1n,5.3,36.697,-23.3074,171.0752,1684468950663,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-19 04:02:30.663
us7000k3q0,5.0,10.0,-23.1855,170.9808,1684467825899,southeast of the Loyalty Islands,0,,,,,reviewed,earthquake,2023-05-19 03:43:45.899
us6000kd1k,5.3,32.94,-23.2812,170.584,1684466876949,southeast of the Loyalty Islands,0,,,0.0,green,reviewed,earthquake,2023-05-19 03:27:56.949
us7000k3py,5.4,10.0,-23.1768,170.6575,1684465981262,southeast of the Loyalty Islands,0,,,0.0,green,reviewed,earthquake,2023-05-19 03:13:01.262
us6000kd2a,5.5,33.846,-23.1845,170.5515,1684465845468,southeast of the Loyalty Islands,0,,,0.0,green,reviewed,earthquake,2023-05-19 03:10:45.468
us6000kd1f,5.9,33.261,-23.207,170.7182,1684465584491,southeast of the Loyalty Islands,0,,,0.0,green,reviewed,earthquake,2023-05-19 03:06:24.491
us7000k3pv,5.5,34.315,-23.2314,171.0091,1684465427964,southeast of the Loyalty Islands,0,,,0.0,green,reviewed,earthquake,2023-05-19 03:03:47.964
us6000kd0n,7.7,18.053,-23.2063,170.7423,1684465023172,southeast of the Loyalty Islands,1,44.0,5.2,3.886,green,reviewed,earthquake,2023-05-19 02:57:03.172
us6000kcxi,5.1,10.789,34.9922,24.8491,1684436331137,"6 km SSW of Moíres, Greece",0,43.0,6.0,,,reviewed,earthquake,2023-05-18 18:58:51.137
us6000kcss,5.2,42.4,-55.7305,-27.0087,1684410977006,South Sandwich Islands region,0,,,,,reviewed,earthquake,2023-05-18 11:56:17.006
us6000kcnb,6.4,252.0,15.1066,-90.8052,1684364519919,"8 km SE of Canillá, Guatemala",0,57.0,4.8,3.965,green,reviewed,earthquake,2023-05-17 23:01:59.919
us6000kccg,5.0,10.0,23.0943,-100.1202,1684261332049,"15 km NNW of Lázaro Cárdenas, Mexico",0,1.0,2.0,,,reviewed,earthquake,2023-05-16 18:22:12.049
us6000kc7g,5.3,10.0,70.3368,-15.3702,1684206537581,"254 km WSW of Olonkinbyen, Svalbard and Jan Mayen",0,,,,,reviewed,earthquake,2023-05-16 03:08:57.581
us6000kbzl,5.3,237.07,-22.7606,-66.4159,1684136379358,"73 km W of Abra Pampa, Argentina",0,1.0,2.0,,,reviewed,earthquake,2023-05-15 07:39:39.358
us6000kbx7,5.0,135.61,45.4259,148.5079,1684101611272,"54 km ENE of Kuril’sk, Russia",0,,,,,reviewed,earthquake,2023-05-14 22:00:11.272
us6000kcwf,5.0,10.0,-44.191,-16.034,1684084769550,southern Mid-Atlantic Ridge,0,,,,,reviewed,earthquake,2023-05-14 17:19:29.550
us6000kbvu,5.1,10.0,33.3944,139.1999,1684081372640,"Izu Islands, Japan region",0,,,,,reviewed,earthquake,2023-05-14 16:22:52.640
us6000kbvg,5.0,122.433,0.4875,126.9209,1684078340510,"61 km WSW of Ternate, Indonesia",0,1.0,3.4,,,reviewed,earthquake,2023-05-14 15:32:20.510
us6000kbuz,5.2,10.0,33.4328,139.3741,1684073010352,"Izu Islands, Japan region",0,,,,,reviewed,earthquake,2023-05-14 14:03:30.352
us6000kbuw,5.0,10.0,33.4166,139.3909,1684072557089,"145 km SSE of Shimoda, Japan",0,,,,,reviewed,earthquake,2023-05-14 13:55:57.089
us6000kbun,5.0,27.349,7.4664,123.5627,1684068271775,"14 km E of Malim, Philippines",0,5.0,3.4,,,reviewed,earthquake,2023-05-14 12:44:31.775
us6000kbtz,5.6,13.261,33.4427,139.3262,1684059095287,"141 km SSE of Shimoda, Japan",0,1.0,1.0,4.052,green,reviewed,earthquake,2023-05-14 10:11:35.287
us6000kbtw,5.1,10.0,11.4596,141.611,1684057782073,"222 km NNE of Fais, Micronesia",0,,,,,reviewed,earthquake,2023-05-14 09:49:42.073
us6000kbtl,5.0,9.473,33.3252,139.4954,1684053849023,"158 km SSE of Shimoda, Japan",0,,,,,reviewed,earthquake,2023-05-14 08:44:09.023
us6000kbtf,5.8,12.769,33.3132,139.3665,1684052501726,"156 km SSE of Shimoda, Japan",0,,,4.014,green,reviewed,earthquake,2023-05-14 08:21:41.726
us6000kbta,5.4,18.623,33.3767,139.3714,1684051917378,"149 km SSE of Shimoda, Japan",0,0.0,1.0,4.269,green,reviewed,earthquake,2023-05-14 08:11:57.378
us6000kbsi,5.2,556.756,-7.2326,124.5946,1684044832805,"166 km NNW of Maubara, Timor Leste",0,,,,,reviewed,earthquake,2023-05-14 06:13:52.805
us6000kbqn,5.4,112.0,53.2315,-169.8065,1684009187550,"71 km WNW of Nikolski, Alaska",1,,,3.882,green,reviewed,earthquake,2023-05-13 20:19:47.550
us6000kbpk,5.0,45.197,10.1268,126.0458,1683988663821,Philippine Islands region,0,1.0,4.3,,,reviewed,earthquake,2023-05-13 14:37:43.821
us6000kbn7,5.2,10.0,29.9909,129.9763,1683961827414,"53 km SW of Kurio, Japan",0,,,,,reviewed,earthquake,2023-05-13 07:10:27.414
us6000kbke,5.2,20.087,-24.4044,-175.8109,1683927999774,south of Tonga,0,,,,,reviewed,earthquake,2023-05-12 21:46:39.774
us6000kbgr,5.0,32.147,12.4037,144.0895,1683903711784,Guam region,0,,,,,reviewed,earthquake,2023-05-12 15:01:51.784
nc73887046,5.16,6.06,40.196,-121.0998333,1683886721310,"4km NW of Canyondam, CA",0,1350.0,6.2,6.511,green,reviewed,earthquake,2023-05-12 10:18:41.310
us6000kbcl,5.5,10.806,12.4049,144.1714,1683878551700,"109 km SSW of Merizo Village, Guam",0,12.0,3.4,3.243,green,reviewed,earthquake,2023-05-12 08:02:31.700
us6000kciz,5.0,10.0,-42.9203,79.3357,1683852626385,Mid-Indian Ridge,0,,,,,reviewed,earthquake,2023-05-12 00:50:26.385
nc73886731,5.48,5.85,40.2041667,-121.1095,1683847181990,Lake Almanor Earthquake,1,7030.0,6.1,6.436,green,reviewed,earthquake,2023-05-11 23:19:41.990
us6000kb41,5.0,27.231,1.2029,97.0828,1683815796909,"59 km W of Gunungsitoli, Indonesia",0,,,,,reviewed,earthquake,2023-05-11 14:36:36.909
us6000kb3g,5.8,21.643,24.2156,125.2746,1683811993759,"southwestern Ryukyu Islands, Japan",0,,,4.079,green,reviewed,earthquake,2023-05-11 13:33:13.759
us6000kb2y,5.0,22.452,55.361,163.0409,1683806597739,"102 km SSE of Ust’-Kamchatsk Staryy, Russia",0,,,,,reviewed,earthquake,2023-05-11 12:03:17.739
us6000kb2d,5.2,61.946,42.3313,143.0155,1683798764010,"23 km WNW of Hiroo, Japan",0,3.0,3.1,,,reviewed,earthquake,2023-05-11 09:52:44.010
us6000kazq,5.0,134.389,-20.2952,169.5446,1683755604037,"87 km SSE of Isangel, Vanuatu",0,,,,,reviewed,earthquake,2023-05-10 21:53:24.037
us6000kayd,5.2,39.454,35.1171,140.0913,1683746202518,"2 km NNW of Kamogawa, Japan",0,123.0,5.7,,,reviewed,earthquake,2023-05-10 19:16:42.518
us6000kax1,5.0,198.835,-15.611,-174.3954,1683736360070,"74 km WNW of Hihifo, Tonga",0,,,,,reviewed,earthquake,2023-05-10 16:32:40.070
us6000kawn,7.6,210.0,-15.6278,-174.4925,1683734520334,"82 km WNW of Hihifo, Tonga",1,26.0,8.1,5.968,green,reviewed,earthquake,2023-05-10 16:02:00.334
us6000kasa,5.1,19.579,-6.5679,104.7998,1683692687542,"115 km W of Labuan, Indonesia",0,6.0,3.8,,,reviewed,earthquake,2023-05-10 04:24:47.542
us6000kaqw,5.0,19.184,12.1591,143.8722,1683671513192,"149 km SW of Merizo Village, Guam",0,1.0,3.1,,,reviewed,earthquake,2023-05-09 22:31:53.192
us6000kalp,5.1,10.0,10.972,92.0333,1683639738282,"109 km SW of Port Blair, India",0,2.0,2.2,,,reviewed,earthquake,2023-05-09 13:42:18.282
us6000kadq,5.1,55.079,-20.5954,-174.8507,1683555271744,"63 km NNE of Kolonga, Tonga",0,5.0,4.6,,,reviewed,earthquake,2023-05-08 14:14:31.744
us6000kabr,5.9,10.0,-56.0344,-121.4114,1683525735751,southern East Pacific Rise,0,,,0.0,green,reviewed,earthquake,2023-05-08 06:02:15.751
us6000kaam,5.2,90.32,-2.7506,-78.9272,1683507115882,"8 km W of Azogues, Ecuador",0,34.0,4.6,,,reviewed,earthquake,2023-05-08 00:51:55.882
us6000ka7b,5.2,31.537,17.4838,122.3072,1683459381892,"45 km NNW of Dicabisagan, Philippines",0,4.0,5.8,,,reviewed,earthquake,2023-05-07 11:36:21.892
us6000ka60,5.2,45.565,-25.3542,-70.5138,1683440941051,"6 km NNW of Taltal, Chile",0,1.0,3.1,,,reviewed,earthquake,2023-05-07 06:29:01.051
us6000ka29,5.1,14.242,-30.0409,-177.8513,1683392375172,"Kermadec Islands, New Zealand",0,1.0,2.2,,,reviewed,earthquake,2023-05-06 16:59:35.172
us6000ka1t,5.1,53.498,52.247,159.53,1683388712197,"off the east coast of the Kamchatka Peninsula, Russia",0,,,,,reviewed,earthquake,2023-05-06 15:58:32.197
us6000k9yt,5.0,177.839,15.882,-92.4035,1683348984543,"11 km WSW of Nueva América, Mexico",0,2.0,2.2,,,reviewed,earthquake,2023-05-06 04:56:24.543
us6000k9wx,5.1,10.0,22.2318,146.6154,1683323188182,"Volcano Islands, Japan region",0,,,,,reviewed,earthquake,2023-05-05 21:46:28.182
us6000k9ue,5.9,59.0,41.5095,141.9826,1683308836200,"68 km ENE of Mutsu, Japan",0,5.0,3.4,4.359,green,reviewed,earthquake,2023-05-05 17:47:16.200
us6000k9rh,5.6,10.0,37.4872,137.2752,1683291483876,"43 km NE of Anamizu, Japan",0,18.0,7.2,6.776,green,reviewed,earthquake,2023-05-05 12:58:03.876
us6000k9qy,5.0,581.478,-7.2201,120.1721,1683287046394,Flores Sea,0,,,,,reviewed,earthquake,2023-05-05 11:44:06.394
us6000k9qv,5.6,186.0,-37.242,177.2433,1683286629765,"82 km NNE of Whakatane, New Zealand",0,11.0,4.1,3.456,green,reviewed,earthquake,2023-05-05 11:37:09.765
us6000k9mb,6.2,10.0,37.5476,137.2994,1683265324365,"49 km NE of Anamizu, Japan",0,55.0,7.9,8.103,yellow,reviewed,earthquake,2023-05-05 05:42:04.365
us6000k9k8,5.1,10.0,-8.4015,160.3855,1683238834665,"53 km NW of Auki, Solomon Islands",0,,,,,reviewed,earthquake,2023-05-04 22:20:34.665
us6000k9ej,5.0,24.708,-33.1658,-179.3826,1683183070709,south of the Kermadec Islands,0,,,,,reviewed,earthquake,2023-05-04 06:51:10.709
us6000k9d5,5.4,19.0,17.4696,122.3465,1683161344476,"Luzon, Philippines",0,2.0,3.8,5.989,green,reviewed,earthquake,2023-05-04 00:49:04.476
us6000k9cl,5.4,10.0,-53.0227,-118.272,1683156346766,southern East Pacific Rise,0,,,0.0,green,reviewed,earthquake,2023-05-03 23:25:46.766
us7000jxqb,5.3,194.44,36.4988,70.7311,1683107480143,"41 km SSW of Jurm, Afghanistan",0,4.0,3.4,,,reviewed,earthquake,2023-05-03 09:51:20.143
us7000jxn2,5.0,79.43,9.3732,-78.541,1683079948269,"9 km SSE of Narganá, Panama",0,16.0,3.1,,,reviewed,earthquake,2023-05-03 02:12:28.269
us7000jxn0,5.0,65.832,-16.3605,-72.9385,1683079871792,"35 km NW of El Cardo, Peru",0,,,,,reviewed,earthquake,2023-05-03 02:11:11.792
us7000jxmj,5.2,105.349,3.4003,125.9293,1683076985737,"227 km SSE of Sarangani, Philippines",0,,,,,reviewed,earthquake,2023-05-03 01:23:05.737
us7000jxk7,5.5,119.885,-4.0952,142.7199,1683058199011,"17 km NW of Ambunti, Papua New Guinea",0,3.0,3.4,4.123,green,reviewed,earthquake,2023-05-02 20:09:59.011
us7000jxi4,5.3,10.0,25.4011,99.2692,1683041243366,"26 km WSW of Bonan, China",0,5.0,7.2,,,reviewed,earthquake,2023-05-02 15:27:23.366
us7000jxi0,5.1,10.0,-21.3583,173.6328,1683040031378,Vanuatu region,0,,,,,reviewed,earthquake,2023-05-02 15:07:11.378
us7000jxhx,5.5,32.425,-15.588,-172.6979,1683037499586,"124 km ENE of Hihifo, Tonga",0,1.0,2.2,3.585,green,reviewed,earthquake,2023-05-02 14:24:59.586
us7000jxc1,5.1,10.0,-29.9333,-177.1334,1682942398025,"Kermadec Islands, New Zealand",0,,,,,reviewed,earthquake,2023-05-01 11:59:58.025
us7000jxbu,5.6,580.211,-22.183,-179.3959,1682938556527,south of the Fiji Islands,0,,,1.379,green,reviewed,earthquake,2023-05-01 10:55:56.527
