Temperature_C,Rubber_Content_%,Scan_ID,Sample_Volume_mm3,Expected_Particles,Detected_Particles,Detection_Rate,Mean_Particle_Diameter_mm,Std_Particle_Diameter_mm,Volume_Change_%,Nearest_Neighbor_Distance_mm,Clustering_Coefficient,Interface_Gap_um,Internal_Porosity,Avg_Gray_Value,Gray_Value_StdDev,Particle_Sphericity,Aspect_Ratio,Distribution_Uniformity,Timestamp
600,10,CT_Rubber_600_10_5,1000,23,16,0.6702064327658225,1.3551557231324625,0.7,-30,3.9685026299204984,0.3862618669935072,25.0,0.4,50.0,16.0,0.788275246956124,1.2484181300386652,0.7751004547559246,2025-10-18T18:00:17.084574
600,10,CT_Rubber_600_10_6,1000,23,16,0.6702064327658225,1.372241775867013,0.7,-30,3.9685026299204984,0.38629943271001255,25.0,0.4,50.0,16.0,0.8030980056214161,1.2065861934346318,0.7440334818721555,2025-10-18T18:00:17.084581
600,10,CT_Rubber_600_10_7,1000,23,22,0.9215338450530058,1.4141265863004266,0.7,-30,3.5688292775180406,0.389076913860795,25.0,0.4,50.0,16.0,0.7433204041640182,1.2281481242474575,0.7420718854088304,2025-10-18T18:00:17.084588
600,10,CT_Rubber_600_10_8,1000,23,21,0.879645943005142,1.3018886175291984,0.7,-30,3.6246012433429735,0.4084286819131333,25.0,0.4,50.0,16.0,0.7448053880896344,1.214887600994658,0.6276220663091104,2025-10-18T18:00:17.084595
600,15,CT_Rubber_600_15_1,1000,35,28,0.7819075048934596,1.5173485105744537,0.7,-30,3.2931687800417473,0.5140522093876138,27.5,0.4,50.0,16.0,0.7681222347970117,1.219740868709263,0.5556608172479275,2025-10-18T18:00:17.084602
600,15,CT_Rubber_600_15_2,1000,35,28,0.7819075048934596,1.3813435389794357,0.7,-30,3.2931687800417473,0.4912566818566504,27.5,0.4,50.0,16.0,0.7715220234999757,1.1863743221844467,0.6385642784486192,2025-10-18T18:00:17.084609
600,15,CT_Rubber_600_15_3,1000,35,32,0.8936085770210968,1.2969073055471119,0.7,-30,3.1498026247371826,0.47643693982993934,27.5,0.4,50.0,16.0,0.7546152257189027,1.1451451170931346,0.7018579773063675,2025-10-18T18:00:17.084616
600,15,CT_Rubber_600_15_4,1000,35,28,0.7819075048934596,1.5002633150770155,0.7,-30,3.2931687800417473,0.4665297224246205,27.5,0.4,50.0,16.0,0.8139483809257596,1.2212964199311498,0.6232712396974244,2025-10-18T18:00:17.084623
600,15,CT_Rubber_600_15_5,1000,35,32,0.8936085770210968,1.429040592955443,0.7,-30,3.1498026247371826,0.45698854686411805,27.5,0.4,50.0,16.0,0.7647112374153819,1.2656695495138228,0.7060121961983891,2025-10-18T18:00:17.084630
600,15,CT_Rubber_600_15_6,1000,35,26,0.7260569688296411,1.33390337514113,0.7,-30,3.375531905895818,0.45559802352266465,27.5,0.4,50.0,16.0,0.7929889903584996,1.322472946487114,0.6320814333213726,2025-10-18T18:00:17.084637
600,15,CT_Rubber_600_15_7,1000,35,30,0.8377580409572781,1.294773867073052,0.7,-30,3.218297948685432,0.4453648773175131,27.5,0.4,50.0,16.0,0.7323861355946393,1.1780049814145617,0.6972655458436757,2025-10-18T18:00:17.084644
600,15,CT_Rubber_600_15_8,1000,35,28,0.7819075048934596,1.4528228872522266,0.7,-30,3.2931687800417473,0.5255993628926491,27.5,0.4,50.0,16.0,0.786128956177579,1.2141854247503714,0.6900251503891963,2025-10-18T18:00:17.084651
600,20,CT_Rubber_600_20_1,1000,47,33,0.6911503837897545,1.4198155737631473,0.7,-30,3.1176595388187196,0.5097063794204518,30.0,0.4,50.0,16.0,0.7582619966532916,1.1539137687493304,0.5524778238708287,2025-10-18T18:00:17.084659
600,20,CT_Rubber_600_20_2,1000,47,42,0.879645943005142,1.4748668624383972,0.7,-30,2.87684791332394,0.5094338186069699,30.0,0.4,50.0,16.0,0.768780103296483,1.1314780926660895,0.5786386557384349,2025-10-18T18:00:17.084666
600,20,CT_Rubber_600_20_3,1000,47,36,0.7539822368615503,1.5059986324655483,0.7,-30,3.0285343213868994,0.5549170903284024,30.0,0.4,50.0,16.0,0.7495601828250474,1.2211033336436417,0.5581919734646501,2025-10-18T18:00:17.084673
600,20,CT_Rubber_600_20_4,1000,47,40,0.8377580409572781,1.527975801804317,0.7,-30,2.924017738212866,0.4158840388331351,30.0,0.4,50.0,16.0,0.7882106116331264,1.2184541731196419,0.6304254493720507,2025-10-18T18:00:17.084680
600,20,CT_Rubber_600_20_5,1000,47,39,0.8168140899333461,1.326632563597786,0.7,-30,2.9487987310846737,0.4005244214555035,30.0,0.4,50.0,16.0,0.7750486987925207,1.2261685392131054,0.5839993929348105,2025-10-18T18:00:17.084686
600,20,CT_Rubber_600_20_6,1000,47,41,0.85870199198121,1.3885290164213837,0.7,-30,2.9000493016762663,0.5416087252272874,30.0,0.4,50.0,16.0,0.7808565054003207,1.2175792944663941,0.578585519583339,2025-10-18T18:00:17.084693
600,20,CT_Rubber_600_20_7,1000,47,30,0.6283185307179585,1.3109447046497145,0.7,-30,3.218297948685432,0.6547709280378985,30.0,0.4,50.0,16.0,0.7529202787932466,1.2532365469051434,0.6529339443853918,2025-10-18T18:00:17.084700
600,20,CT_Rubber_600_20_8,1000,47,42,0.879645943005142,1.284891513283662,0.7,-30,2.87684791332394,0.5512345942315258,30.0,0.4,50.0,16.0,0.758149984839493,1.275017134079241,0.6318535438893566,2025-10-18T18:00:17.084707
800,5,CT_Rubber_800_5_1,1000,11,6,0.5026548245743668,0.7239786865025337,0.4,-60,5.503212081491044,0.3172514573504825,55.0,0.7,40.0,18.0,0.7929713844369232,1.2476238198351501,0.7007052926690479,2025-10-18T18:00:17.084714
800,5,CT_Rubber_800_5_2,1000,11,5,0.41887902047863906,0.8503467834237786,0.4,-60,5.848035476425731,0.3046225117974728,55.0,0.7,40.0,18.0,0.7415648161494727,1.260638682067613,0.7669721428475368,2025-10-18T18:00:17.084722
800,5,CT_Rubber_800_5_3,1000,11,5,0.41887902047863906,0.7427245528460873,0.4,-60,5.848035476425731,0.35751292038723254,55.0,0.7,40.0,18.0,0.7960230053570362,1.2513123058901936,0.6810683693916323,2025-10-18T18:00:17.084729
800,5,CT_Rubber_800_5_4,1000,11,7,0.5864306286700947,0.7827621920391681,0.4,-60,5.227579585747102,0.3225397194889513,55.0,0.7,40.0,18.0,0.8040605287288776,1.243534313412848,0.8278117722355954,2025-10-18T18:00:17.084736
800,5,CT_Rubber_800_5_5,1000,11,5,0.41887902047863906,0.8407236263954072,0.4,-60,5.848035476425731,0.28933727351427835,55.0,0.7,40.0,18.0,0.7646269585124361,1.2971678629364636,0.8544760180408688,2025-10-18T18:00:17.084743
800,5,CT_Rubber_800_5_6,1000,11,6,0.5026548245743668,0.8027089143484956,0.4,-60,5.503212081491044,0.29976094546862037,55.0,0.7,40.0,18.0,0.7661516050078656,1.2691425995422096,0.7711079884511647,2025-10-18T18:00:17.084750
800,5,CT_Rubber_800_5_7,1000,11,5,0.41887902047863906,0.8554556960921804,0.4,-60,5.848035476425731,0.39849769140875857,55.0,0.7,40.0,18.0,0.7959198202376361,1.1800902424380604,0.7751049889971589,2025-10-18T18:00:17.084756
800,5,CT_Rubber_800_5_8,1000,11,7,0.5864306286700947,0.7349309868176128,0.4,-60,5.227579585747102,0.3004456538086418,55.0,0.7,40.0,18.0,0.7569424271339716,1.2767062411115262,0.7104544536757614,2025-10-18T18:00:17.084763
800,10,CT_Rubber_800_10_1,1000,23,13,0.5445427266222308,0.7279084916063825,0.4,-60,4.252903702829901,0.49153193135259443,60.0,0.7,40.0,18.0,0.7444966228314774,1.216898690834327,0.6587887766093274,2025-10-18T18:00:17.084770
800,10,CT_Rubber_800_10_2,1000,23,13,0.5445427266222308,0.8734964634988936,0.4,-60,4.252903702829901,0.506443531003492,60.0,0.7,40.0,18.0,0.7680811442039785,1.2309208486260352,0.7649923100211858,2025-10-18T18:00:17.084781
800,10,CT_Rubber_800_10_3,1000,23,11,0.4607669225265029,0.8716260683605559,0.4,-60,4.496443130226091,0.43699313122554223,60.0,0.7,40.0,18.0,0.7701551239652729,1.3575702984868627,0.7586768623722985,2025-10-18T18:00:17.084789
800,10,CT_Rubber_800_10_4,1000,23,10,0.41887902047863906,0.861305232275485,0.4,-60,4.641588833612778,0.41555260086598306,60.0,0.7,40.0,18.0,0.8139265900307374,1.2039434853062956,0.6891109991900727,2025-10-18T18:00:17.084796
800,10,CT_Rubber_800_10_5,1000,23,9,0.37699111843077515,0.8111128583188105,0.4,-60,4.807498567691361,0.4840968577614311,60.0,0.7,40.0,18.0,0.7607604382850965,1.267498605037596,0.7045851322834544,2025-10-18T18:00:17.084803
800,10,CT_Rubber_800_10_6,1000,23,14,0.5864306286700947,0.8399683330646275,0.4,-60,4.149132666831217,0.39172265493969277,60.0,0.7,40.0,18.0,0.7790241032355498,1.3046921632163286,0.591865516531814,2025-10-18T18:00:17.084810
800,10,CT_Rubber_800_10_7,1000,23,10,0.41887902047863906,0.73731348326458,0.4,-60,4.641588833612778,0.3578723443586013,60.0,0.7,40.0,18.0,0.7264518843070032,1.207213211816689,0.6913504455633358,2025-10-18T18:00:17.084817
800,10,CT_Rubber_800_10_8,1000,23,11,0.4607669225265029,0.7459542471076182,0.4,-60,4.496443130226091,0.4151454030752997,60.0,0.7,40.0,18.0,0.7196865479835158,1.282774465436565,0.6758237874357725,2025-10-18T18:00:17.084824
800,15,CT_Rubber_800_15_1,1000,35,17,0.47472955654245763,0.7244515190013917,0.4,-60,3.8891111873282025,0.460589309775144,65.0,0.7,40.0,18.0,0.7381392155536564,1.2732562958190674,0.5596729918033518,2025-10-18T18:00:17.084831
800,15,CT_Rubber_800_15_2,1000,35,17,0.47472955654245763,0.7749436722395591,0.4,-60,3.8891111873282025,0.42635320248336045,65.0,0.7,40.0,18.0,0.7702612549856648,1.1848474086461231,0.6768436927333421,2025-10-18T18:00:17.084838
800,15,CT_Rubber_800_15_3,1000,35,14,0.3909537524467298,0.7284713334564765,0.4,-60,4.149132666831217,0.5090382138759098,65.0,0.7,40.0,18.0,0.7498894122341044,1.202685755377604,0.5999266237556757,2025-10-18T18:00:17.084845
800,15,CT_Rubber_800_15_4,1000,35,19,0.5305800926062761,0.7488197301773767,0.4,-60,3.747561767843154,0.40883161203007023,65.0,0.7,40.0,18.0,0.7354223212053079,1.2915818319783112,0.6324321718270552,2025-10-18T18:00:17.084852
800,15,CT_Rubber_800_15_5,1000,35,19,0.5305800926062761,0.7258986050190924,0.4,-60,3.747561767843154,0.4771870629916261,65.0,0.7,40.0,18.0,0.7684088722545485,1.2449169003874823,0.6471750676482254,2025-10-18T18:00:17.084860
800,15,CT_Rubber_800_15_6,1000,35,21,0.5864306286700948,0.813741092589631,0.4,-60,3.6246012433429735,0.38505307479720763,65.0,0.7,40.0,18.0,0.731849429111522,1.265220351793017,0.6015518036616669,2025-10-18T18:00:17.084867
800,15,CT_Rubber_800_15_7,1000,35,20,0.5585053606381855,0.8145354540618204,0.4,-60,3.6840314986403864,0.3855203034150291,65.0,0.7,40.0,18.0,0.7293539333811548,1.2139897452082131,0.6669199975800046,2025-10-18T18:00:17.084874
800,15,CT_Rubber_800_15_8,1000,35,19,0.5305800926062761,0.8785179431823281,0.4,-60,3.747561767843154,0.408705567777018,65.0,0.7,40.0,18.0,0.7572256199126198,1.3015588319653768,0.6700480786689074,2025-10-18T18:00:17.084881
800,20,CT_Rubber_800_20_1,1000,47,26,0.5445427266222308,0.7400349315505035,0.4,-60,3.375531905895818,0.49735359053163974,70.0,0.7,40.0,18.0,0.7318729600558843,1.2744493235543917,0.6198503660643018,2025-10-18T18:00:17.084888
800,20,CT_Rubber_800_20_2,1000,47,20,0.41887902047863906,0.8247699746342942,0.4,-60,3.6840314986403864,0.5752819414850374,70.0,0.7,40.0,18.0,0.7471335352672014,1.2307818878348162,0.6602492787660335,2025-10-18T18:00:17.084895
800,20,CT_Rubber_800_20_3,1000,47,22,0.4607669225265029,0.8363293972894255,0.4,-60,3.5688292775180406,0.5798390169243621,70.0,0.7,40.0,18.0,0.7405324973627792,1.2147104136607736,0.6388502290271604,2025-10-18T18:00:17.084902
800,20,CT_Rubber_800_20_4,1000,47,22,0.4607669225265029,0.792835269285149,0.4,-60,3.5688292775180406,0.5093338831008608,70.0,0.7,40.0,18.0,0.7628511629734283,1.3709869866144988,0.5402956506007074,2025-10-18T18:00:17.084909
800,20,CT_Rubber_800_20_5,1000,47,22,0.4607669225265029,0.741967584483945,0.4,-60,3.5688292775180406,0.42189407666743306,70.0,0.7,40.0,18.0,0.7742847640671139,1.2848971856196623,0.6215084421127209,2025-10-18T18:00:17.084916
800,20,CT_Rubber_800_20_6,1000,47,26,0.5445427266222308,0.7271760085070096,0.4,-60,3.375531905895818,0.46137619016190434,70.0,0.7,40.0,18.0,0.7320444075772525,1.2989160157059771,0.5881398089986818,2025-10-18T18:00:17.084923
800,20,CT_Rubber_800_20_7,1000,47,20,0.41887902047863906,0.80119225855206,0.4,-60,3.6840314986403864,0.4988514228583103,70.0,0.7,40.0,18.0,0.7496208885832896,1.3360097265538715,0.644534308850553,2025-10-18T18:00:17.084930
800,20,CT_Rubber_800_20_8,1000,47,22,0.4607669225265029,0.8323342730570643,0.4,-60,3.5688292775180406,0.4055007895277062,70.0,0.7,40.0,18.0,0.7120486849199865,1.2287482411754,0.6957369474405026,2025-10-18T18:00:17.084942
