tau_s,R
-0.73715,-2124.945739762689
-0.7371,-2628.185219260721
-0.73705,-2127.5849119562104
-0.737,-813.9367680405142
-0.73695,811.240126801951
-0.7369,2127.125186589656
-0.73685,2630.8130611628735
-0.7368,2129.5865779879655
-0.73675,814.6165138380021
-0.7367,-812.031008874794
-0.73665,-2129.0752408825124
-0.7366,-2633.2419273667506
-0.73655,-2131.576492303321
-0.7365,-815.3515114566698
-0.73645,812.854607502551
-0.7364,2131.108936515653
-0.73635,2635.694723212401
-0.7363,2133.5466763563786
-0.73625,816.117308844609
-0.7362,-813.584263624447
-0.73615,-2133.0489546074778
-0.7361,-2638.086232865557
-0.73605,-2135.4804678669807
-0.736,-816.8738236520454
-0.73595,814.307593458274
-0.7359,2135.020142545809
-0.73585,2640.5687018093035
-0.7358,2137.489991102392
-0.73575,817.5936581946651
-0.7357,-815.1787717807393
-0.73565,-2137.1589636984063
-0.7356,-2643.1673274900086
-0.73555,-2139.5691080729794
-0.7355,-818.3773125391198
-0.73545,815.9688589728463
-0.7354,2139.204939070893
-0.73535,2645.679316587541
-0.7353,2141.58642143567
-0.73525,819.1448785192077
-0.7352,-816.7118705813509
-0.73515,-2141.1577538944016
-0.7351,-2648.117940452106
-0.73505,-2143.605693935706
-0.735,-819.9604433901836
-0.73495,817.4420518472458
-0.7349,2143.1578615048047
-0.73485,2650.617456165271
-0.7348,2145.6717473998383
-0.73475,820.8219636345547
-0.7347,-818.1459909071996
-0.73465,-2145.190983172438
-0.7346,-2653.1592574157366
-0.73455,-2147.670291157133
-0.7345,-821.4987000636859
-0.73445,819.0030914710377
-0.7344,2147.240017396801
-0.73435,2655.6532452053775
-0.7343,2149.6773885849275
-0.73425,822.2427920134072
-0.7342,-819.8086561115174
-0.73415,-2149.295517862651
-0.7341,-2658.2169860278514
-0.73405,-2151.800022672173
-0.734,-823.0816945912471
-0.73395,820.5923981250453
-0.7339,2151.32571452487
-0.73385,2660.6342541633007
-0.7338,2153.723411352246
-0.73375,823.877935539534
-0.7337,-821.2455353713077
-0.73365,-2153.3047540446432
-0.7336,-2663.225254067168
-0.73355,-2155.8316622926723
-0.7335,-824.597971426139
-0.73345,822.1666752288126
-0.7334,2155.435606155882
-0.73335,2665.720123207231
-0.7333,2157.7646493269144
-0.73325,825.2765882997302
-0.7332,-822.9703712853528
-0.73315,-2157.4287042242463
-0.7331,-2668.1949648051204
-0.73305,-2159.800416544392
-0.733,-826.0526562803319
-0.73295,823.7932343817259
-0.7329,2159.51427001433
-0.73285,2670.7150828098193
-0.7328,2161.8240639698256
-0.73275,826.85301611749
-0.7327,-824.5407195485299
-0.73265,-2161.565853185551
-0.7326,-2673.2633389675357
-0.73255,-2163.832887829738
-0.7325,-827.5436609909644
-0.73245,825.3941187971918
-0.7324,2163.6193069021856
-0.73235,2675.7430405846103
-0.7323,2165.7938445355185
-0.73225,828.2368178709744
-0.7322,-826.2218550212822
-0.73215,-2165.671076537284
-0.7321,-2678.308357002962
-0.73205,-2167.9454238481144
-0.732,-829.1172875354489
-0.73195,827.0099766225029
-0.7319,2167.8085958195343
-0.73185,2680.895433193777
-0.7318,2169.952013360536
-0.73175,829.8213129024672
-0.7317,-827.8070704209534
-0.73165,-2169.7787506493205
-0.7316,-2683.3196306056025
-0.73155,-2171.947797236186
-0.7315,-830.623961820229
-0.73145,828.5567987277509
-0.7314,2171.8357110014695
-0.73135,2685.8776893521595
-0.7313,2173.9848247362056
-0.73125,831.363413378211
-0.7312,-829.3503891966628
-0.73115,-2173.825887563016
-0.7311,-2688.3031504431656
-0.73105,-2175.9211193877773
-0.731,-832.0711940965826
-0.73095,830.1276142355833
-0.7309,2175.7886166361654
-0.73085,2690.7444991464126
-0.7308,2177.9587557038203
-0.73075,832.9128961288756
-0.7307,-830.8665666683182
-0.73065,-2177.848197103025
-0.7306,-2693.2956406040466
-0.73055,-2180.0016778097115
-0.7305,-833.7093221616122
-0.73045,831.5789345214912
-0.7304,2179.827061627864
-0.73035,2695.8318281571974
-0.7303,2182.0880770517815
-0.73025,834.4523620152366
-0.7302,-832.4840152709028
-0.73015,-2181.9486989460297
-0.7301,-2698.3020861008335
-0.73005,-2184.028076362701
-0.73,-835.2070282794757
-0.72995,833.2330754997583
-0.7299,2184.0177527707933
-0.72985,2700.927463064018
-0.7298,2186.138146415034
-0.72975,835.9484709306481
-0.7297,-834.1080227057348
-0.72965,-2186.113671870781
-0.7296,-2703.418065022322
-0.72955,-2188.0888990847134
-0.7295,-836.6631857629628
-0.72945,834.8542200325729
-0.7294,2188.0500241166865
-0.72935,2705.881009920579
-0.7293,2190.175447711392
-0.72925,837.5210426497314
-0.7292,-835.6134433407549
-0.72915,-2190.119350838044
-0.7291,-2708.4334965445387
-0.72905,-2192.254961158202
-0.729,-838.3602339528574
-0.72895,836.3547163436087
-0.7289,2192.162279433868
-0.72885,2710.9377548373504
-0.7288,2194.220713929337
-0.72875,839.0666904670386
-0.7287,-837.1663934883154
-0.72865,-2194.252270234245
-0.7286,-2713.547993919252
-0.72855,-2196.2820023369336
-0.7285,-839.7315671109372
-0.72845,838.0811181068788
-0.7284,2196.314423699839
-0.72835,2716.0411879413036
-0.7283,2198.4030980265316
-0.72825,840.7000096251871
-0.7282,-838.7286343916065
-0.72815,-2198.373463445718
-0.7281,-2718.6466707164236
-0.72805,-2200.472933777177
-0.728,-841.4620952925422
-0.72795,839.4662197464113
-0.7279,2200.2635483600397
-0.72785,2721.0115381850574
-0.7278,2202.513145665351
-0.72775,842.4263221930224
-0.7277,-840.0439902321272
-0.72765,-2202.257638936279
-0.7276,-2723.6126776213514
-0.72755,-2204.593328399818
-0.7275,-843.1359102268556
-0.72745,840.9196168683801
-0.7274,2204.3284004214433
-0.72735,2726.0918950396563
-0.7273,2206.5544311967774
-0.72725,843.8420481555572
-0.7272,-841.7204706684151
-0.72715,-2206.336180535494
-0.7271,-2728.596157022219
-0.72705,-2208.6384806489054
-0.727,-844.6642230146073
-0.72695,842.5356192466428
-0.7269,2208.445971618837
-0.72685,2731.113808563546
-0.7268,2210.600287440335
-0.72675,845.3966184164581
-0.7267,-843.2776546033492
-0.72665,-2210.422269326469
-0.7266,-2733.608628005675
-0.72655,-2212.6448401067737
-0.7265,-846.1762141161429
-0.72645,844.076190206577
-0.7264,2212.496414642793
-0.72635,2736.161042655977
-0.7263,2214.688411832688
-0.72625,846.9279449297771
-0.7262,-844.8907148141242
-0.72615,-2214.56085653413
-0.7261,-2738.6929853137403
-0.72605,-2216.7126866479343
-0.726,-847.6567765272484
-0.72595,845.7146597175745
-0.7259,2216.5754495356514
-0.72585,2741.118143049215
-0.7258,2218.6562628820325
-0.72575,848.3877801786609
-0.7257,-846.5142898223992
-0.72565,-2218.6349837922107
-0.7256,-2743.64651671
-0.72555,-2220.6792679227196
-0.7255,-849.1472076426944
-0.72545,847.2959763570075
-0.7254,2220.6683028589314
-0.72535,2746.170158903677
-0.7253,2222.7379371825823
-0.72525,849.9543101735889
-0.7252,-848.0661573036392
-0.72515,-2222.7420020762884
-0.7251,-2748.7352904098475
-0.72505,-2224.761413993871
-0.725,-850.6574805824201
-0.72495,848.883246931611
-0.7249,2224.720587696035
-0.72485,2751.1655039652082
-0.7248,2226.7702657627196
-0.72475,851.439509292632
-0.7247,-849.7042542587095
-0.72465,-2226.8275307497074
-0.7246,-2753.6830932644534
-0.72455,-2228.716402276603
-0.7245,-852.126570360264
-0.72445,850.5007999434949
-0.7244,2228.842346564867
-0.72435,2756.211174024966
-0.7243,2230.812999722363
-0.72425,852.9718599020883
-0.7242,-851.2349151563668
-0.72415,-2230.8407066753393
-0.7241,-2758.6672947203306
-0.72405,-2232.7781922838954
-0.724,-853.7051893888568
-0.72395,852.027503549166
-0.7239,2232.885374402495
-0.72385,2761.171496602444
-0.7238,2234.739782832402
-0.72375,854.3726964654807
-0.7237,-852.8590294316966
-0.72365,-2234.8914034978598
-0.7236,-2763.6527511886043
-0.72355,-2236.7812312061246
-0.7235,-855.1329474278734
-0.72345,853.7150568939569
-0.7234,2236.9687155647903
-0.72335,2766.0743196900135
-0.7233,2238.652820114206
-0.72325,855.8249945927563
-0.7232,-854.470795484824
-0.72315,-2238.96947226354
-0.7231,-2768.6072133907314
-0.72305,-2240.7472500016925
-0.723,-856.694614864636
-0.72295,855.126574427088
-0.7229,2240.9124356423226
-0.72285,2771.1364506174878
-0.7228,2242.890683429628
-0.72275,857.5845997368998
-0.7227,-855.8395056621971
-0.72265,-2242.9056150189745
-0.7226,-2773.6040545829633
-0.72255,-2244.8852143475387
-0.7225,-858.3381617784216
-0.72245,856.6474684390186
-0.7224,2244.9891223160826
-0.72235,2776.1483879662565
-0.7223,2246.886361308012
-0.72225,859.0310400661244
-0.7222,-857.4982191419427
-0.72215,-2247.041580883796
-0.7221,-2778.6438290099686
-0.72205,-2248.9226095160375
-0.722,-859.8628741119602
-0.72195,858.1957657125545
-0.7219,2249.0222989731333
-0.72185,2781.146230919775
-0.7218,2250.966053913918
-0.72175,860.6648570872399
-0.7217,-858.9027538893105
-0.72165,-2250.9242910441026
-0.7216,-2783.5110912080077
-0.72155,-2252.9193943528016
-0.7215,-861.480935637318
-0.72145,859.554469851843
-0.7214,2252.8407208020685
-0.72135,2785.9937841487035
-0.7213,2255.010634688674
-0.72125,862.3320956369668
-0.7212,-860.3238304437949
-0.72115,-2254.9562075893364
-0.7211,-2788.6199698374853
-0.72105,-2257.1064040618444
-0.721,-863.1019024297366
-0.72095,861.1155591564858
-0.7209,2256.949750569218
-0.72085,2791.0560931700993
-0.7208,2259.1000361467823
-0.72075,863.9097886226942
-0.7207,-861.8311408318292
-0.72065,-2258.930451628178
-0.7206,-2793.5012351090627
-0.72055,-2261.0153943821792
-0.7205,-864.5425446424404
-0.72045,862.7290301085335
-0.7204,2261.058989049797
-0.72035,2796.1081603596267
-0.7203,2263.1289673641077
-0.72025,865.3480823067547
-0.7202,-863.5360991153872
-0.72015,-2263.163995824058
-0.7201,-2798.7268631492148
-0.72005,-2265.281867544843
-0.72,-866.201866883449
-0.71995,864.3045101174033
-0.7199,2265.191723188281
-0.71985,2801.1642170543746
-0.7198,2267.2112310820285
-0.71975,866.9498163723391
-0.7197,-865.0280594534106
-0.71965,-2267.183049395995
-0.7196,-2803.6935853424475
-0.71955,-2269.2777614388697
-0.7195,-867.7554472074602
-0.71945,865.743998319003
-0.7194,2269.1236468958336
-0.71935,2806.1465534494005
-0.7193,2271.3103618249734
-0.71925,868.5379409158235
-0.7192,-866.541757887703
-0.71915,-2271.1549134932716
-0.7191,-2808.5884951449043
-0.71905,-2273.249551183861
-0.719,-869.2801533927773
-0.71895,867.2833002892005
-0.7189,2273.1482005790654
-0.71885,2811.110614104106
-0.7188,2275.3357744543614
-0.71875,870.1196820343433
-0.7187,-868.0073278965167
-0.71865,-2275.141621062819
-0.7186,-2813.6068910616336
-0.71855,-2277.3982903686956
-0.7185,-870.972216568422
-0.71845,868.7122756604311
-0.7184,2277.1665603711544
-0.71835,2816.1652798685727
-0.7183,2279.4526627942955
-0.71825,871.6992635728758
-0.7182,-869.5582041816101
-0.71815,-2279.200159288135
-0.7181,-2818.5907897656375
-0.71805,-2281.3753807790363
-0.718,-872.4070943141547
-0.71795,870.3648315536942
-0.7179,2281.26596244134
-0.71785,2821.1483397620464
-0.7178,2283.4296272895767
-0.71775,873.1583719010856
-0.7177,-871.1875977324511
-0.71765,-2283.3283944735103
-0.7176,-2823.670792378964
-0.71755,-2285.4691423386807
-0.7175,-873.939958340915
-0.71745,871.9588515380053
-0.7174,2285.327912460177
-0.71735,2826.106343109955
-0.7173,2287.4255424111784
-0.71725,874.7001193431156
-0.7172,-872.7017705006534
-0.71715,-2287.3406639787754
-0.7171,-2828.636817061146
-0.71705,-2289.4834492703503
-0.717,-875.4909293112648
-0.71695,873.4641209123741
-0.7169,2289.367628050483
-0.71685,2831.170320733428
-0.7168,2291.537171642909
-0.71675,876.2459697995905
-0.7167,-874.2733220539972
-0.71665,-2291.362625252303
-0.7166,-2833.5712558028927
-0.71655,-2293.4833909956333
-0.7165,-877.0258422410669
-0.71645,875.0126722685617
-0.7164,2293.4099485073857
-0.71635,2836.1444857665474
-0.7163,2295.545250687729
-0.71625,877.7514519841077
-0.7162,-875.8952416589073
-0.71615,-2295.5395887700656
-0.7161,-2838.693297131286
-0.71605,-2297.5513184973884
-0.716,-878.4794976227556
-0.71595,876.7078377314969
-0.7159,2297.6006444129875
-0.71585,2841.232637645526
-0.7158,2299.5819548900417
-0.71575,879.2044024783111
-0.7157,-877.5533996235963
-0.71565,-2299.6786060888644
-0.7156,-2843.775269648014
-0.71555,-2301.6515068124268
-0.7155,-879.9956155138001
-0.71545,878.3745324452033
-0.7154,2301.7795778050336
-0.71535,2846.308243768133
-0.7153,2303.6572118074378
-0.71525,880.7612793865575
-0.7152,-879.1282320281356
-0.71515,-2303.8042882766567
-0.7151,-2848.845569997812
-0.71505,-2305.7022115841587
-0.715,-881.5120259658105
-0.71495,879.9283692738796
-0.7149,2305.819239897202
-0.71485,2851.316729363865
-0.7148,2307.709320242851
-0.71475,882.2911546341647
-0.7147,-880.6784188060141
-0.71465,-2307.8006023190483
-0.7146,-2853.7517811776524
-0.71455,-2309.6454708284305
-0.7145,-882.9681727438115
-0.71445,881.5217324851618
-0.7144,2309.8262256839553
-0.71435,2856.194647645633
-0.7143,2311.628193431757
-0.71425,883.7757210889797
-0.7142,-882.2313225605428
-0.71415,-2311.844049422012
-0.7141,-2858.7500873199815
-0.71405,-2313.7001138631026
-0.714,-884.5781715760871
-0.71395,882.9417057764059
-0.7139,2313.7700433196496
-0.71385,2861.1998014502697
-0.7138,2315.7661758889963
-0.71375,885.4273104982682
-0.7137,-883.6865293469814
-0.71365,-2315.8071177403717
-0.7136,-2863.6888668108477
-0.71355,-2317.7324945600967
-0.7135,-886.1616314978284
-0.71345,884.409534298484
-0.7134,2317.7110168022
-0.71335,2866.1111700191373
-0.7133,2319.805449984458
-0.71325,887.058497212056
-0.7132,-885.1384858766635
-0.71315,-2319.841117889769
-0.7131,-2868.7661866523927
-0.71305,-2321.895328854698
-0.713,-887.8183162369246
-0.71295,885.8999260791268
-0.7129,2321.803701626994
-0.71285,2871.2366479566012
-0.7128,2323.9670301215374
-0.71275,888.6770910661893
-0.7127,-886.5990616716554
-0.71265,-2323.7763304931873
-0.7126,-2873.727164371193
-0.71255,-2326.0438083150316
-0.7125,-889.5284838564753
-0.71245,887.3532169463418
-0.7124,2325.8581053698626
-0.71235,2876.291385868709
-0.7123,2328.0866579795543
-0.71225,890.3054260227574
-0.7122,-888.1162217633723
-0.71215,-2327.8969107515927
-0.7121,-2878.839116806299
-0.71205,-2330.1344907190687
-0.712,-891.0559225449556
-0.71195,888.9144771445066
-0.7119,2329.9315667713518
-0.71185,2881.3910446431946
-0.7118,2332.2622242792704
-0.71175,891.8932884461113
-0.7117,-889.7423412311234
-0.71165,-2332.0759246184516
-0.7116,-2883.9687898517154
-0.71155,-2334.288002187219
-0.7115,-892.6350068536058
-0.71145,890.5540640852623
-0.7114,2334.134116991049
-0.71135,2886.4678242867644
-0.7113,2336.265854630665
-0.71125,893.3829475757495
-0.7112,-891.2750919415115
-0.71115,-2336.0769795546707
-0.7111,-2888.957800720746
-0.71105,-2338.3622569991853
-0.711,-894.228092878906
-0.71095,892.0499150070156
-0.7109,2338.1641723789453
-0.71085,2891.5235494125754
-0.7108,2340.4156376319843
-0.71075,895.013813747735
-0.7107,-892.7873512806439
-0.71065,-2340.122938007362
-0.7106,-2893.975237941405
-0.71055,-2342.4486095063885
-0.7105,-895.8408771750433
-0.71045,893.5079032095995
-0.7104,2342.1026753995384
-0.71035,2896.4083952155806
-0.7103,2344.3795915083397
-0.71025,896.5488252362652
-0.7102,-894.2851212234784
-0.71015,-2344.104383730127
-0.7101,-2898.9148819793386
-0.71005,-2346.438818088524
-0.71,-897.3500372005923
-0.70995,895.0549728744318
-0.7099,2346.1229981712772
-0.70985,2901.375942676292
-0.7098,2348.3954643517973
-0.70975,898.0760952950909
-0.7097,-895.8225572261748
-0.70965,-2348.1031802212337
-0.7096,-2903.82073923367
-0.70955,-2350.3405902183817
-0.7095,-898.7352841689516
-0.70945,896.701437926763
-0.7094,2350.15193255784
-0.70935,2906.262943581181
-0.7093,2352.304423852747
-0.70925,899.5109913201072
-0.7092,-897.4429450068085
-0.70915,-2352.1830025679337
-0.7091,-2908.814773438914
-0.70905,-2354.3676368834963
-0.709,-900.2735589341369
-0.70895,898.2664840230146
-0.7089,2354.257444652856
-0.70885,2911.331703999513
-0.7088,2356.380827104539
-0.70875,901.0719930939313
-0.7087,-898.9356609003579
-0.70865,-2356.153233497111
-0.7086,-2913.7771971322863
-0.70855,-2358.4275160379484
-0.7085,-901.8665475711356
-0.70845,899.717834777909
-0.7084,2358.157793691058
-0.70835,2916.208934325957
-0.7083,2360.3976133330766
-0.70825,902.6367696893712
-0.7082,-900.5028217998436
-0.70815,-2360.2372321215453
-0.7081,-2918.744719936707
-0.70805,-2362.3939545457442
-0.708,-903.3988986541351
-0.70795,901.1956750119767
-0.7079,2362.1411566235674
-0.70785,2921.169009551549
-0.7078,2364.369966771109
-0.70775,904.1118911168749
-0.7077,-902.0109523306871
-0.70765,-2364.1651761994926
-0.7076,-2923.69772788738
-0.70755,-2366.4916483563748
-0.7075,-904.9452366116293
-0.70745,902.8819803959911
-0.7074,2366.3652840158043
-0.70735,2926.257141583067
-0.7073,2368.4204633193513
-0.70725,905.6417622561706
-0.7072,-903.584903401131
-0.70715,-2368.2420455076667
-0.7071,-2928.6633259064074
-0.70705,-2370.408785910492
-0.707,-906.361477997973
-0.70695,904.4502326907686
-0.7069,2370.339958774641
-0.70685,2931.1826443288264
-0.7068,2372.4212964700473
-0.70675,907.1274922844021
-0.7067,-905.2383699558656
-0.70665,-2372.4078510772033
-0.7066,-2933.731399155309
-0.70655,-2374.448785896673
-0.7065,-907.8657003033393
-0.70645,906.0267668190111
-0.7064,2374.399657700496
-0.70635,2936.2021993786107
-0.7063,2376.5034707618033
-0.70625,908.7135133664519
-0.7062,-906.7663727660286
-0.70615,-2376.4822096031144
-0.7061,-2938.8079058500243
-0.70605,-2378.590196065472
-0.706,-909.4873709485807
-0.70595,907.5409098708423
-0.7059,2378.4650667814267
-0.70585,2941.2642495331374
-0.7058,2380.624374150276
-0.70575,910.3114316012949
-0.7057,-908.2951813985044
-0.70565,-2380.53781628897
-0.7056,-2943.8558533346727
-0.70555,-2382.7465007923047
-0.7055,-911.169828782706
-0.70545,909.0322720987563
-0.7054,2382.5997088753734
-0.70535,2946.4280793297517
-0.7053,2384.8072816192034
-0.70525,911.9481956753955
-0.7052,-909.780881471584
-0.70515,-2384.5854777207323
-0.7051,-2948.935019759965
-0.70505,-2386.8740574354774
-0.705,-912.720775681303
-0.70495,910.6283427019497
-0.7049,2386.6924869484556
-0.70485,2951.481586145929
-0.7048,2388.943881368973
-0.70475,913.568249525603
-0.7047,-911.365203156698
-0.70465,-2388.7852328439662
-0.7046,-2954.1000335320136
-0.70455,-2391.010573220737
-0.7045,-914.2930514127157
-0.70445,912.1625916719961
-0.7044,2390.7261055905838
-0.70435,2956.4824482461445
-0.7043,2393.010478408347
-0.70425,915.153274714861
-0.7042,-912.8428845195934
-0.70415,-2392.7180733108626
-0.7041,-2958.9637282637805
-0.70405,-2394.9712617443397
-0.704,-915.8604138305382
-0.70395,913.6221347096151
-0.7039,2394.7041141161467
-0.70385,2961.4346923415487
-0.7038,2396.971563367955
-0.70375,916.5983429461377
-0.7037,-914.4097368517939
-0.70365,-2396.684606349785
-0.7036,-2963.8684604996797
-0.70355,-2398.959090359958
-0.7035,-917.3549976203589
-0.70345,915.2271372947084
-0.7034,2398.777396351127
-0.70335,2966.421893246065
-0.7033,2401.003879670885
-0.70325,918.1213641810967
-0.7032,-916.0526833075365
-0.70315,-2400.902238355664
-0.7031,-2969.0220217653095
-0.70305,-2403.0789839629747
-0.703,-918.9205496764778
-0.70295,916.7886793682751
-0.7029,2402.896909494869
-0.70285,2971.5314085687924
-0.7028,2405.11583411217
-0.70275,919.659110020656
-0.7027,-917.6323306939871
-0.70265,-2404.965455196273
-0.7026,-2974.0233576119704
-0.70255,-2407.1046272402123
-0.7025,-920.4038520382952
-0.70245,918.4311344301087
-0.7024,2407.0293980279066
-0.70235,2976.566161925586
-0.7023,2409.1311983448186
-0.70225,921.13098548621
-0.7022,-919.2484419401461
-0.70215,-2409.0424686748784
-0.7021,-2979.0213562926137
-0.70205,-2411.139197431144
-0.702,-921.9414092965831
-0.70195,919.9573551810458
-0.7019,2410.9795626685386
-0.70185,2981.399733491386
-0.7018,2413.0461021066703
-0.70175,922.6790201368312
-0.7017,-920.6896095889833
-0.70165,-2412.968467801491
-0.7016,-2983.8993108629124
-0.70155,-2415.0433856657164
-0.7015,-923.380946122981
-0.70145,921.5137487943787
-0.7014,2414.9817400277498
-0.70135,2986.3723340512056
-0.7013,2417.073960636994
-0.70125,924.2023377930117
-0.7012,-922.2028000307407
-0.70115,-2416.8982619798585
-0.7011,-2988.7995201398353
-0.70105,-2419.10836192799
-0.701,-925.022642350934
-0.70095,922.9993092244595
-0.7009,2419.036534035099
-0.70085,2991.4184346775373
-0.7008,2421.182505521213
-0.70075,925.7882686673944
-0.7007,-923.8132835977008
-0.70065,-2421.127992217775
-0.7006,-2993.980773999923
-0.70055,-2423.20581061321
-0.7005,-926.4966950827484
-0.70045,924.6559421148307
-0.7004,2423.1796177204074
-0.70035,2996.4757992162677
-0.7003,2425.2171342698452
-0.70025,927.2614220390657
-0.7002,-925.4452458183268
-0.70015,-2425.2455315455727
-0.7001,-2999.043743851959
-0.70005,-2427.3034388561477
-0.7,-928.0752277947033
-0.69995,926.1790292452614
-0.6999,2427.219080110613
-0.69985,3001.5227595084307
-0.6998,2429.358959167468
-0.69975,928.872961351516
-0.6997,-927.0089343058829
-0.69965,-2429.338423156937
-0.6996,-3004.041432404497
-0.69955,-2431.299251010613
-0.6995,-929.5569319461018
-0.69945,927.8150934505879
-0.6994,2431.3766902851985
-0.69935,3006.56909573263
-0.6993,2433.3200943790316
-0.69925,930.2698039168007
-0.6992,-928.6579605082543
-0.69915,-2433.4258034269124
-0.6991,-3009.0636842516033
-0.69905,-2435.3496802514696
-0.699,-931.0754476306739
-0.69895,929.3941023475903
-0.6989,2435.4430145526303
-0.69885,3011.6123956749407
-0.6988,2437.4566729628928
-0.69875,931.9105055948224
-0.6987,-930.1543701734495
-0.69865,-2437.457281632201
-0.6986,-3014.0588627250995
-0.69855,-2439.4144981345316
-0.6985,-932.6732267508437
-0.69845,930.8930338036597
-0.6984,2439.4640108965377
-0.69835,3016.553682587299
-0.6983,2441.3729663313716
-0.69825,933.3263196422771
-0.6982,-931.7375347471967
-0.69815,-2441.4529466689423
-0.6981,-3018.985614008737
-0.69805,-2443.384071608385
-0.698,-934.1296365055707
-0.69795,932.5165443101538
-0.6979,2443.543602632276
-0.69785,3021.5575554764314
-0.6978,2445.4107988450796
-0.69775,934.8183732334692
-0.6977,-933.4102046494775
-0.69765,-2445.636482310516
-0.6976,-3024.0368904800434
-0.69755,-2447.3824102501967
-0.6975,-935.5946604737941
-0.69745,934.1381458966893
-0.6974,2447.666504557498
-0.69735,3026.6268745764323
-0.6973,2449.5070977250443
-0.69725,936.4286631949625
-0.6972,-934.8614930977263
-0.69715,-2449.631346203405
-0.6971,-3029.1066168043667
-0.69705,-2451.5726482402292
-0.697,-937.2477893904384
-0.69695,935.636693618793
-0.6969,2451.65699156302
-0.69685,3031.5363795797975
-0.6968,2453.482584624471
-0.69675,937.9730831348146
-0.6967,-936.350276659312
-0.69665,-2453.5879547462896
-0.6966,-3033.999404315532
-0.69655,-2455.528104926622
-0.6965,-938.7788486192976
-0.69645,937.0970990963846
-0.6964,2455.5612748605513
-0.69635,3036.4192291633262
-0.6963,2457.4987301537676
-0.69625,939.5817375275235
-0.6962,-937.799026604295
-0.69615,-2457.5675727370726
-0.6961,-3038.9726587532787
-0.69605,-2459.5605621752497
-0.696,-940.3206895794224
-0.69595,938.6417771148083
-0.6959,2459.644251585241
-0.69585,3041.5114605474714
-0.6958,2461.612704499878
-0.69575,941.0844082779024
-0.6957,-939.4644913985247
-0.69565,-2461.6971421754915
-0.6956,-3043.9773307521837
-0.69555,-2463.5725304970942
-0.6955,-941.8152810471262
-0.69545,940.2680671462323
-0.6954,2463.7623278788237
-0.69535,3046.496459370782
-0.6953,2465.5411100287342
-0.69525,942.4786274061224
-0.6952,-941.1293141392575
-0.69515,-2465.7919007828796
-0.6951,-3048.916901936898
-0.69505,-2467.451824899547
-0.695,-943.1940455685738
-0.69495,941.8625980398093
-0.6949,2467.748315734246
-0.69485,3051.437333874164
-0.6948,2469.589252770307
-0.69475,944.0582852301706
-0.6947,-942.6589202404361
-0.69465,-2469.8738891566804
-0.6946,-3054.033440859777
-0.69455,-2471.6759405225794
-0.6945,-944.8841086038713
-0.69445,943.3866809051499
-0.6944,2471.8652521954346
-0.69435,3056.49243578393
-0.6943,2473.629560099167
-0.69425,945.5907239277752
-0.6942,-944.1841346970655
-0.69415,-2473.8911638432824
-0.6941,-3059.023064108736
-0.69405,-2475.7095687050182
-0.694,-946.3995647466514
-0.69395,944.9609846018437
-0.6939,2475.926573316758
-0.69385,3061.523043874912
-0.6938,2477.7468911538163
-0.69375,947.2337162202717
-0.6937,-945.6375823040909
-0.69365,-2477.8559882102254
-0.6936,-3063.953410499985
-0.69355,-2479.730831061879
-0.6935,-948.0100835870269
-0.69345,946.3697937959205
-0.6934,2479.8468391949577
-0.69335,3066.477776382973
-0.6933,2481.826492513404
-0.69325,948.8498374999862
-0.6932,-947.1191566655295
-0.69315,-2481.8770970322057
-0.6931,-3068.9798533228586
-0.69305,-2483.827749815523
-0.693,-949.5894169821402
-0.69295,947.9160248286947
-0.6929,2483.9134346626174
-0.69285,3071.5006369959383
-0.6928,2485.8794436504886
-0.69275,950.3611080410197
-0.6927,-948.7552554574341
-0.69265,-2486.039802036376
-0.6926,-3074.0688931675622
-0.69255,-2487.9090820644465
-0.6925,-951.1329245027098
-0.69245,949.4787997930681
-0.6924,2487.975966164232
-0.69235,3076.5107120945195
-0.6923,2489.9523499603465
-0.69225,951.9948308480227
-0.6922,-950.1626236584592
-0.69215,-2489.9825325477022
-0.6921,-3079.065259162235
-0.69205,-2492.023573053088
-0.692,-952.7624102602213
-0.69195,950.9538861938576
-0.6919,2491.997551879928
-0.69185,3081.5769476124397
-0.6918,2494.12869162599
-0.69175,953.6370236636299
-0.6917,-951.6888210781445
-0.69165,-2494.026714319543
-0.6916,-3084.0511892557424
-0.69155,-2496.1115248562132
-0.6915,-954.4426222794283
-0.69145,952.3667166144031
-0.6914,2496.006248814911
-0.69135,3086.599508302363
-0.6913,2498.182356500776
-0.69125,955.1859954004501
-0.6912,-953.2121095665108
-0.69115,-2498.0785966650783
-0.6911,-3089.112227418966
-0.69105,-2500.195285490013
-0.691,-955.9324835776666
-0.69095,954.0178000337921
-0.6909,2500.1283897056705
-0.69085,3091.634462274236
-0.6908,2502.2297924431514
-0.69075,956.6828505695711
-0.6907,-954.8354079778567
-0.69065,-2502.1526848915214
-0.6906,-3094.0702208461094
-0.69055,-2504.206745002793
-0.6905,-957.5028911024459
-0.69045,955.5306661153561
-0.6904,2504.179643172069
-0.69035,3096.642990569654
-0.6903,2506.258108287778
-0.69025,958.2180370340208
-0.6902,-956.3857134870738
-0.69015,-2506.2606487194926
-0.6901,-3099.1786269988816
-0.69005,-2508.2785000435356
-0.69,-958.9265224275846
-0.68995,957.2368256392107
-0.6899,2508.286022506406
-0.68985,3101.6006009216035
-0.6898,2510.2337175967846
-0.68975,959.6971508906861
