region_id,country,year,activity,skill_level,base_hours_per_unit,unit_type,hourly_rate_usd,overtime_multiplier,weekend_multiplier,holiday_multiplier,productivity_factor,safety_requirements,certification_required
Asia_East,China,2023,lighting_retrofit,low,0.5,fixture,8.48,1.5,1.25,2.0,1.03,low,False
Asia_East,China,2023,roofing_work,medium,0.3,sqft,11.02,1.5,1.25,2.0,1.03,high,False
Asia_East,China,2023,electrical_work,high,1.0,outlet,15.26,1.5,1.25,2.0,1.03,high,True
Asia_East,China,2023,plumbing_work,high,2.0,fixture,15.26,1.5,1.25,2.0,1.03,low,False
Asia_East,China,2023,general_construction,medium,0.2,sqft,11.02,1.5,1.25,2.0,1.03,low,False
Asia_East,China,2024,insulation_installation,medium,0.5,sqft,11.23,1.5,1.25,2.0,1.04,medium,False
Asia_East,China,2024,window_replacement,high,2.0,sqft,15.55,1.5,1.25,2.0,1.04,medium,False
Asia_East,China,2024,hvac_installation,high,8.0,ton,15.55,1.5,1.25,2.0,1.04,high,True
Asia_East,China,2024,solar_pv_installation,high,4.0,kw,15.55,1.5,1.25,2.0,1.04,low,True
Asia_East,China,2024,lighting_retrofit,low,0.5,fixture,8.64,1.5,1.25,2.0,1.04,low,False
Asia_East,China,2024,roofing_work,medium,0.3,sqft,11.23,1.5,1.25,2.0,1.04,high,False
Asia_East,China,2024,electrical_work,high,1.0,outlet,15.55,1.5,1.25,2.0,1.04,high,True
Asia_East,China,2024,plumbing_work,high,2.0,fixture,15.55,1.5,1.25,2.0,1.04,low,False
Asia_East,China,2024,general_construction,medium,0.2,sqft,11.23,1.5,1.25,2.0,1.04,low,False
Asia_South,India,2020,insulation_installation,medium,0.5,sqft,6.5,1.5,1.25,2.0,1.0,medium,False
Asia_South,India,2020,window_replacement,high,2.0,sqft,9.0,1.5,1.25,2.0,1.0,medium,False
Asia_South,India,2020,hvac_installation,high,8.0,ton,9.0,1.5,1.25,2.0,1.0,high,True
Asia_South,India,2020,solar_pv_installation,high,4.0,kw,9.0,1.5,1.25,2.0,1.0,low,True
Asia_South,India,2020,lighting_retrofit,low,0.5,fixture,5.0,1.5,1.25,2.0,1.0,low,False
Asia_South,India,2020,roofing_work,medium,0.3,sqft,6.5,1.5,1.25,2.0,1.0,high,False
Asia_South,India,2020,electrical_work,high,1.0,outlet,9.0,1.5,1.25,2.0,1.0,high,True
Asia_South,India,2020,plumbing_work,high,2.0,fixture,9.0,1.5,1.25,2.0,1.0,low,False
Asia_South,India,2020,general_construction,medium,0.2,sqft,6.5,1.5,1.25,2.0,1.0,low,False
Asia_South,India,2021,insulation_installation,medium,0.5,sqft,6.63,1.5,1.25,2.0,1.01,medium,False
Asia_South,India,2021,window_replacement,high,2.0,sqft,9.18,1.5,1.25,2.0,1.01,medium,False
Asia_South,India,2021,hvac_installation,high,8.0,ton,9.18,1.5,1.25,2.0,1.01,high,True
Asia_South,India,2021,solar_pv_installation,high,4.0,kw,9.18,1.5,1.25,2.0,1.01,low,True
Asia_South,India,2021,lighting_retrofit,low,0.5,fixture,5.1,1.5,1.25,2.0,1.01,low,False
Asia_South,India,2021,roofing_work,medium,0.3,sqft,6.63,1.5,1.25,2.0,1.01,high,False
Asia_South,India,2021,electrical_work,high,1.0,outlet,9.18,1.5,1.25,2.0,1.01,high,True
Asia_South,India,2021,plumbing_work,high,2.0,fixture,9.18,1.5,1.25,2.0,1.01,low,False
Asia_South,India,2021,general_construction,medium,0.2,sqft,6.63,1.5,1.25,2.0,1.01,low,False
Asia_South,India,2022,insulation_installation,medium,0.5,sqft,6.76,1.5,1.25,2.0,1.02,medium,False
Asia_South,India,2022,window_replacement,high,2.0,sqft,9.36,1.5,1.25,2.0,1.02,medium,False
Asia_South,India,2022,hvac_installation,high,8.0,ton,9.36,1.5,1.25,2.0,1.02,high,True
Asia_South,India,2022,solar_pv_installation,high,4.0,kw,9.36,1.5,1.25,2.0,1.02,low,True
Asia_South,India,2022,lighting_retrofit,low,0.5,fixture,5.2,1.5,1.25,2.0,1.02,low,False
Asia_South,India,2022,roofing_work,medium,0.3,sqft,6.76,1.5,1.25,2.0,1.02,high,False
Asia_South,India,2022,electrical_work,high,1.0,outlet,9.36,1.5,1.25,2.0,1.02,high,True
Asia_South,India,2022,plumbing_work,high,2.0,fixture,9.36,1.5,1.25,2.0,1.02,low,False
Asia_South,India,2022,general_construction,medium,0.2,sqft,6.76,1.5,1.25,2.0,1.02,low,False
Asia_South,India,2023,insulation_installation,medium,0.5,sqft,6.89,1.5,1.25,2.0,1.03,medium,False
Asia_South,India,2023,window_replacement,high,2.0,sqft,9.54,1.5,1.25,2.0,1.03,medium,False
Asia_South,India,2023,hvac_installation,high,8.0,ton,9.54,1.5,1.25,2.0,1.03,high,True
Asia_South,India,2023,solar_pv_installation,high,4.0,kw,9.54,1.5,1.25,2.0,1.03,low,True
Asia_South,India,2023,lighting_retrofit,low,0.5,fixture,5.3,1.5,1.25,2.0,1.03,low,False
Asia_South,India,2023,roofing_work,medium,0.3,sqft,6.89,1.5,1.25,2.0,1.03,high,False
Asia_South,India,2023,electrical_work,high,1.0,outlet,9.54,1.5,1.25,2.0,1.03,high,True
Asia_South,India,2023,plumbing_work,high,2.0,fixture,9.54,1.5,1.25,2.0,1.03,low,False
Asia_South,India,2023,general_construction,medium,0.2,sqft,6.89,1.5,1.25,2.0,1.03,low,False
Asia_South,India,2024,insulation_installation,medium,0.5,sqft,7.02,1.5,1.25,2.0,1.04,medium,False
Asia_South,India,2024,window_replacement,high,2.0,sqft,9.72,1.5,1.25,2.0,1.04,medium,False
Asia_South,India,2024,hvac_installation,high,8.0,ton,9.72,1.5,1.25,2.0,1.04,high,True
Asia_South,India,2024,solar_pv_installation,high,4.0,kw,9.72,1.5,1.25,2.0,1.04,low,True
Asia_South,India,2024,lighting_retrofit,low,0.5,fixture,5.4,1.5,1.25,2.0,1.04,low,False
Asia_South,India,2024,roofing_work,medium,0.3,sqft,7.02,1.5,1.25,2.0,1.04,high,False
Asia_South,India,2024,electrical_work,high,1.0,outlet,9.72,1.5,1.25,2.0,1.04,high,True
Asia_South,India,2024,plumbing_work,high,2.0,fixture,9.72,1.5,1.25,2.0,1.04,low,False
Asia_South,India,2024,general_construction,medium,0.2,sqft,7.02,1.5,1.25,2.0,1.04,low,False
North_America_North,Canada,2020,insulation_installation,medium,0.5,sqft,28.6,1.5,1.25,2.0,1.0,medium,False
North_America_North,Canada,2020,window_replacement,high,2.0,sqft,39.6,1.5,1.25,2.0,1.0,medium,False
North_America_North,Canada,2020,hvac_installation,high,8.0,ton,39.6,1.5,1.25,2.0,1.0,high,True
North_America_North,Canada,2020,solar_pv_installation,high,4.0,kw,39.6,1.5,1.25,2.0,1.0,low,True
North_America_North,Canada,2020,lighting_retrofit,low,0.5,fixture,22.0,1.5,1.25,2.0,1.0,low,False
North_America_North,Canada,2020,roofing_work,medium,0.3,sqft,28.6,1.5,1.25,2.0,1.0,high,False
North_America_North,Canada,2020,electrical_work,high,1.0,outlet,39.6,1.5,1.25,2.0,1.0,high,True
North_America_North,Canada,2020,plumbing_work,high,2.0,fixture,39.6,1.5,1.25,2.0,1.0,low,False
North_America_North,Canada,2020,general_construction,medium,0.2,sqft,28.6,1.5,1.25,2.0,1.0,low,False
North_America_North,Canada,2021,insulation_installation,medium,0.5,sqft,29.17,1.5,1.25,2.0,1.01,medium,False
North_America_North,Canada,2021,window_replacement,high,2.0,sqft,40.39,1.5,1.25,2.0,1.01,medium,False
North_America_North,Canada,2021,hvac_installation,high,8.0,ton,40.39,1.5,1.25,2.0,1.01,high,True
North_America_North,Canada,2021,solar_pv_installation,high,4.0,kw,40.39,1.5,1.25,2.0,1.01,low,True
North_America_North,Canada,2021,lighting_retrofit,low,0.5,fixture,22.44,1.5,1.25,2.0,1.01,low,False
North_America_North,Canada,2021,roofing_work,medium,0.3,sqft,29.17,1.5,1.25,2.0,1.01,high,False
North_America_North,Canada,2021,electrical_work,high,1.0,outlet,40.39,1.5,1.25,2.0,1.01,high,True
North_America_North,Canada,2021,plumbing_work,high,2.0,fixture,40.39,1.5,1.25,2.0,1.01,low,False
North_America_North,Canada,2021,general_construction,medium,0.2,sqft,29.17,1.5,1.25,2.0,1.01,low,False
North_America_North,Canada,2022,insulation_installation,medium,0.5,sqft,29.74,1.5,1.25,2.0,1.02,medium,False
North_America_North,Canada,2022,window_replacement,high,2.0,sqft,41.18,1.5,1.25,2.0,1.02,medium,False
North_America_North,Canada,2022,hvac_installation,high,8.0,ton,41.18,1.5,1.25,2.0,1.02,high,True
North_America_North,Canada,2022,solar_pv_installation,high,4.0,kw,41.18,1.5,1.25,2.0,1.02,low,True
North_America_North,Canada,2022,lighting_retrofit,low,0.5,fixture,22.88,1.5,1.25,2.0,1.02,low,False
North_America_North,Canada,2022,roofing_work,medium,0.3,sqft,29.74,1.5,1.25,2.0,1.02,high,False
North_America_North,Canada,2022,electrical_work,high,1.0,outlet,41.18,1.5,1.25,2.0,1.02,high,True
North_America_North,Canada,2022,plumbing_work,high,2.0,fixture,41.18,1.5,1.25,2.0,1.02,low,False
North_America_North,Canada,2022,general_construction,medium,0.2,sqft,29.74,1.5,1.25,2.0,1.02,low,False
North_America_North,Canada,2023,insulation_installation,medium,0.5,sqft,30.32,1.5,1.25,2.0,1.03,medium,False
North_America_North,Canada,2023,window_replacement,high,2.0,sqft,41.98,1.5,1.25,2.0,1.03,medium,False
North_America_North,Canada,2023,hvac_installation,high,8.0,ton,41.98,1.5,1.25,2.0,1.03,high,True
North_America_North,Canada,2023,solar_pv_installation,high,4.0,kw,41.98,1.5,1.25,2.0,1.03,low,True
North_America_North,Canada,2023,lighting_retrofit,low,0.5,fixture,23.32,1.5,1.25,2.0,1.03,low,False
North_America_North,Canada,2023,roofing_work,medium,0.3,sqft,30.32,1.5,1.25,2.0,1.03,high,False
North_America_North,Canada,2023,electrical_work,high,1.0,outlet,41.98,1.5,1.25,2.0,1.03,high,True
North_America_North,Canada,2023,plumbing_work,high,2.0,fixture,41.98,1.5,1.25,2.0,1.03,low,False
North_America_North,Canada,2023,general_construction,medium,0.2,sqft,30.32,1.5,1.25,2.0,1.03,low,False
North_America_North,Canada,2024,insulation_installation,medium,0.5,sqft,30.89,1.5,1.25,2.0,1.04,medium,False
North_America_North,Canada,2024,window_replacement,high,2.0,sqft,42.77,1.5,1.25,2.0,1.04,medium,False
North_America_North,Canada,2024,hvac_installation,high,8.0,ton,42.77,1.5,1.25,2.0,1.04,high,True
North_America_North,Canada,2024,solar_pv_installation,high,4.0,kw,42.77,1.5,1.25,2.0,1.04,low,True
North_America_North,Canada,2024,lighting_retrofit,low,0.5,fixture,23.76,1.5,1.25,2.0,1.04,low,False
North_America_North,Canada,2024,roofing_work,medium,0.3,sqft,30.89,1.5,1.25,2.0,1.04,high,False
North_America_North,Canada,2024,electrical_work,high,1.0,outlet,42.77,1.5,1.25,2.0,1.04,high,True
North_America_North,Canada,2024,plumbing_work,high,2.0,fixture,42.77,1.5,1.25,2.0,1.04,low,False
North_America_North,Canada,2024,general_construction,medium,0.2,sqft,30.89,1.5,1.25,2.0,1.04,low,False
Oceania,Australia,2020,insulation_installation,medium,0.5,sqft,32.5,1.5,1.25,2.0,1.0,medium,False
Oceania,Australia,2020,window_replacement,high,2.0,sqft,45.0,1.5,1.25,2.0,1.0,medium,False
Oceania,Australia,2020,hvac_installation,high,8.0,ton,45.0,1.5,1.25,2.0,1.0,high,True
Oceania,Australia,2020,solar_pv_installation,high,4.0,kw,45.0,1.5,1.25,2.0,1.0,low,True
Oceania,Australia,2020,lighting_retrofit,low,0.5,fixture,25.0,1.5,1.25,2.0,1.0,low,False
Oceania,Australia,2020,roofing_work,medium,0.3,sqft,32.5,1.5,1.25,2.0,1.0,high,False
Oceania,Australia,2020,electrical_work,high,1.0,outlet,45.0,1.5,1.25,2.0,1.0,high,True
Oceania,Australia,2020,plumbing_work,high,2.0,fixture,45.0,1.5,1.25,2.0,1.0,low,False
Oceania,Australia,2020,general_construction,medium,0.2,sqft,32.5,1.5,1.25,2.0,1.0,low,False
Oceania,Australia,2021,insulation_installation,medium,0.5,sqft,33.15,1.5,1.25,2.0,1.01,medium,False
Oceania,Australia,2021,window_replacement,high,2.0,sqft,45.9,1.5,1.25,2.0,1.01,medium,False
Oceania,Australia,2021,hvac_installation,high,8.0,ton,45.9,1.5,1.25,2.0,1.01,high,True
Oceania,Australia,2021,solar_pv_installation,high,4.0,kw,45.9,1.5,1.25,2.0,1.01,low,True
Oceania,Australia,2021,lighting_retrofit,low,0.5,fixture,25.5,1.5,1.25,2.0,1.01,low,False
Oceania,Australia,2021,roofing_work,medium,0.3,sqft,33.15,1.5,1.25,2.0,1.01,high,False
Oceania,Australia,2021,electrical_work,high,1.0,outlet,45.9,1.5,1.25,2.0,1.01,high,True
Oceania,Australia,2021,plumbing_work,high,2.0,fixture,45.9,1.5,1.25,2.0,1.01,low,False
Oceania,Australia,2021,general_construction,medium,0.2,sqft,33.15,1.5,1.25,2.0,1.01,low,False
Oceania,Australia,2022,insulation_installation,medium,0.5,sqft,33.8,1.5,1.25,2.0,1.02,medium,False
Oceania,Australia,2022,window_replacement,high,2.0,sqft,46.8,1.5,1.25,2.0,1.02,medium,False
Oceania,Australia,2022,hvac_installation,high,8.0,ton,46.8,1.5,1.25,2.0,1.02,high,True
Oceania,Australia,2022,solar_pv_installation,high,4.0,kw,46.8,1.5,1.25,2.0,1.02,low,True
Oceania,Australia,2022,lighting_retrofit,low,0.5,fixture,26.0,1.5,1.25,2.0,1.02,low,False
Oceania,Australia,2022,roofing_work,medium,0.3,sqft,33.8,1.5,1.25,2.0,1.02,high,False
Oceania,Australia,2022,electrical_work,high,1.0,outlet,46.8,1.5,1.25,2.0,1.02,high,True
Oceania,Australia,2022,plumbing_work,high,2.0,fixture,46.8,1.5,1.25,2.0,1.02,low,False
Oceania,Australia,2022,general_construction,medium,0.2,sqft,33.8,1.5,1.25,2.0,1.02,low,False
Oceania,Australia,2023,insulation_installation,medium,0.5,sqft,34.45,1.5,1.25,2.0,1.03,medium,False
Oceania,Australia,2023,window_replacement,high,2.0,sqft,47.7,1.5,1.25,2.0,1.03,medium,False
Oceania,Australia,2023,hvac_installation,high,8.0,ton,47.7,1.5,1.25,2.0,1.03,high,True
Oceania,Australia,2023,solar_pv_installation,high,4.0,kw,47.7,1.5,1.25,2.0,1.03,low,True
Oceania,Australia,2023,lighting_retrofit,low,0.5,fixture,26.5,1.5,1.25,2.0,1.03,low,False
Oceania,Australia,2023,roofing_work,medium,0.3,sqft,34.45,1.5,1.25,2.0,1.03,high,False
Oceania,Australia,2023,electrical_work,high,1.0,outlet,47.7,1.5,1.25,2.0,1.03,high,True
Oceania,Australia,2023,plumbing_work,high,2.0,fixture,47.7,1.5,1.25,2.0,1.03,low,False
Oceania,Australia,2023,general_construction,medium,0.2,sqft,34.45,1.5,1.25,2.0,1.03,low,False
Oceania,Australia,2024,insulation_installation,medium,0.5,sqft,35.1,1.5,1.25,2.0,1.04,medium,False
Oceania,Australia,2024,window_replacement,high,2.0,sqft,48.6,1.5,1.25,2.0,1.04,medium,False
Oceania,Australia,2024,hvac_installation,high,8.0,ton,48.6,1.5,1.25,2.0,1.04,high,True
Oceania,Australia,2024,solar_pv_installation,high,4.0,kw,48.6,1.5,1.25,2.0,1.04,low,True
Oceania,Australia,2024,lighting_retrofit,low,0.5,fixture,27.0,1.5,1.25,2.0,1.04,low,False
Oceania,Australia,2024,roofing_work,medium,0.3,sqft,35.1,1.5,1.25,2.0,1.04,high,False
Oceania,Australia,2024,electrical_work,high,1.0,outlet,48.6,1.5,1.25,2.0,1.04,high,True
Oceania,Australia,2024,plumbing_work,high,2.0,fixture,48.6,1.5,1.25,2.0,1.04,low,False
Oceania,Australia,2024,general_construction,medium,0.2,sqft,35.1,1.5,1.25,2.0,1.04,low,False
South_America,Brazil,2020,insulation_installation,medium,0.5,sqft,15.6,1.5,1.25,2.0,1.0,medium,False
South_America,Brazil,2020,window_replacement,high,2.0,sqft,21.6,1.5,1.25,2.0,1.0,medium,False
South_America,Brazil,2020,hvac_installation,high,8.0,ton,21.6,1.5,1.25,2.0,1.0,high,True
South_America,Brazil,2020,solar_pv_installation,high,4.0,kw,21.6,1.5,1.25,2.0,1.0,low,True
South_America,Brazil,2020,lighting_retrofit,low,0.5,fixture,12.0,1.5,1.25,2.0,1.0,low,False
South_America,Brazil,2020,roofing_work,medium,0.3,sqft,15.6,1.5,1.25,2.0,1.0,high,False
South_America,Brazil,2020,electrical_work,high,1.0,outlet,21.6,1.5,1.25,2.0,1.0,high,True
South_America,Brazil,2020,plumbing_work,high,2.0,fixture,21.6,1.5,1.25,2.0,1.0,low,False
South_America,Brazil,2020,general_construction,medium,0.2,sqft,15.6,1.5,1.25,2.0,1.0,low,False
South_America,Brazil,2021,insulation_installation,medium,0.5,sqft,15.91,1.5,1.25,2.0,1.01,medium,False
South_America,Brazil,2021,window_replacement,high,2.0,sqft,22.03,1.5,1.25,2.0,1.01,medium,False
South_America,Brazil,2021,hvac_installation,high,8.0,ton,22.03,1.5,1.25,2.0,1.01,high,True
South_America,Brazil,2021,solar_pv_installation,high,4.0,kw,22.03,1.5,1.25,2.0,1.01,low,True
South_America,Brazil,2021,lighting_retrofit,low,0.5,fixture,12.24,1.5,1.25,2.0,1.01,low,False
South_America,Brazil,2021,roofing_work,medium,0.3,sqft,15.91,1.5,1.25,2.0,1.01,high,False
South_America,Brazil,2021,electrical_work,high,1.0,outlet,22.03,1.5,1.25,2.0,1.01,high,True
South_America,Brazil,2021,plumbing_work,high,2.0,fixture,22.03,1.5,1.25,2.0,1.01,low,False
South_America,Brazil,2021,general_construction,medium,0.2,sqft,15.91,1.5,1.25,2.0,1.01,low,False
South_America,Brazil,2022,insulation_installation,medium,0.5,sqft,16.22,1.5,1.25,2.0,1.02,medium,False
South_America,Brazil,2022,window_replacement,high,2.0,sqft,22.46,1.5,1.25,2.0,1.02,medium,False
South_America,Brazil,2022,hvac_installation,high,8.0,ton,22.46,1.5,1.25,2.0,1.02,high,True
South_America,Brazil,2022,solar_pv_installation,high,4.0,kw,22.46,1.5,1.25,2.0,1.02,low,True
South_America,Brazil,2022,lighting_retrofit,low,0.5,fixture,12.48,1.5,1.25,2.0,1.02,low,False
South_America,Brazil,2022,roofing_work,medium,0.3,sqft,16.22,1.5,1.25,2.0,1.02,high,False
South_America,Brazil,2022,electrical_work,high,1.0,outlet,22.46,1.5,1.25,2.0,1.02,high,True
South_America,Brazil,2022,plumbing_work,high,2.0,fixture,22.46,1.5,1.25,2.0,1.02,low,False
South_America,Brazil,2022,general_construction,medium,0.2,sqft,16.22,1.5,1.25,2.0,1.02,low,False
South_America,Brazil,2023,insulation_installation,medium,0.5,sqft,16.54,1.5,1.25,2.0,1.03,medium,False
South_America,Brazil,2023,window_replacement,high,2.0,sqft,22.9,1.5,1.25,2.0,1.03,medium,False
South_America,Brazil,2023,hvac_installation,high,8.0,ton,22.9,1.5,1.25,2.0,1.03,high,True
South_America,Brazil,2023,solar_pv_installation,high,4.0,kw,22.9,1.5,1.25,2.0,1.03,low,True
South_America,Brazil,2023,lighting_retrofit,low,0.5,fixture,12.72,1.5,1.25,2.0,1.03,low,False
South_America,Brazil,2023,roofing_work,medium,0.3,sqft,16.54,1.5,1.25,2.0,1.03,high,False
South_America,Brazil,2023,electrical_work,high,1.0,outlet,22.9,1.5,1.25,2.0,1.03,high,True
South_America,Brazil,2023,plumbing_work,high,2.0,fixture,22.9,1.5,1.25,2.0,1.03,low,False
South_America,Brazil,2023,general_construction,medium,0.2,sqft,16.54,1.5,1.25,2.0,1.03,low,False
South_America,Brazil,2024,insulation_installation,medium,0.5,sqft,16.85,1.5,1.25,2.0,1.04,medium,False
South_America,Brazil,2024,window_replacement,high,2.0,sqft,23.33,1.5,1.25,2.0,1.04,medium,False
South_America,Brazil,2024,hvac_installation,high,8.0,ton,23.33,1.5,1.25,2.0,1.04,high,True
South_America,Brazil,2024,solar_pv_installation,high,4.0,kw,23.33,1.5,1.25,2.0,1.04,low,True
South_America,Brazil,2024,lighting_retrofit,low,0.5,fixture,12.96,1.5,1.25,2.0,1.04,low,False
South_America,Brazil,2024,roofing_work,medium,0.3,sqft,16.85,1.5,1.25,2.0,1.04,high,False
South_America,Brazil,2024,electrical_work,high,1.0,outlet,23.33,1.5,1.25,2.0,1.04,high,True
South_America,Brazil,2024,plumbing_work,high,2.0,fixture,23.33,1.5,1.25,2.0,1.04,low,False
South_America,Brazil,2024,general_construction,medium,0.2,sqft,16.85,1.5,1.25,2.0,1.04,low,False
