category,material_name,year,region,base_cost,regional_cost,unit,efficiency_rating,efficiency_unit,lifespan_years,maintenance_cost_annual_pct,installation_complexity,carbon_footprint_kgco2_per_unit
windows,double_pane,2028,North America,29.0,29.0,per_sqft,1.0,U-value,30,1.0,medium,25.0
windows,double_pane,2028,Europe,29.0,37.7,per_sqft,1.0,U-value,30,1.0,medium,25.0
windows,double_pane,2028,Asia,29.0,23.2,per_sqft,1.0,U-value,30,1.0,medium,25.0
windows,double_pane,2028,Other,29.0,29.0,per_sqft,1.0,U-value,30,1.0,medium,25.0
windows,double_pane,2029,North America,29.5,29.5,per_sqft,1.0,U-value,30,1.0,medium,25.0
windows,double_pane,2029,Europe,29.5,38.35,per_sqft,1.0,U-value,30,1.0,medium,25.0
windows,double_pane,2029,Asia,29.5,23.6,per_sqft,1.0,U-value,30,1.0,medium,25.0
windows,double_pane,2029,Other,29.5,29.5,per_sqft,1.0,U-value,30,1.0,medium,25.0
windows,triple_pane,2020,North America,45.0,45.0,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2020,Europe,45.0,58.5,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2020,Asia,45.0,36.0,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2020,Other,45.0,45.0,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2021,North America,45.9,45.9,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2021,Europe,45.9,59.67,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2021,Asia,45.9,36.72,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2021,Other,45.9,45.9,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2022,North America,46.8,46.8,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2022,Europe,46.8,60.84,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2022,Asia,46.8,37.44,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2022,Other,46.8,46.8,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2023,North America,47.7,47.7,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2023,Europe,47.7,62.01,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2023,Asia,47.7,38.16,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2023,Other,47.7,47.7,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2024,North America,48.6,48.6,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2024,Europe,48.6,63.18,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2024,Asia,48.6,38.88,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2024,Other,48.6,48.6,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2025,North America,49.5,49.5,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2025,Europe,49.5,64.35,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2025,Asia,49.5,39.6,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2025,Other,49.5,49.5,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2026,North America,50.4,50.4,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2026,Europe,50.4,65.52,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2026,Asia,50.4,40.32,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2026,Other,50.4,50.4,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2027,North America,51.3,51.3,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2027,Europe,51.3,66.69,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2027,Asia,51.3,41.04,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2027,Other,51.3,51.3,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2028,North America,52.2,52.2,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2028,Europe,52.2,67.86,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2028,Asia,52.2,41.76,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2028,Other,52.2,52.2,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2029,North America,53.1,53.1,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2029,Europe,53.1,69.03,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2029,Asia,53.1,42.48,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,triple_pane,2029,Other,53.1,53.1,per_sqft,1.0,U-value,40,1.0,high,40.0
windows,low_e_coating,2020,North America,35.0,35.0,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2020,Europe,35.0,45.5,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2020,Asia,35.0,28.0,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2020,Other,35.0,35.0,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2021,North America,35.7,35.7,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2021,Europe,35.7,46.41,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2021,Asia,35.7,28.56,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2021,Other,35.7,35.7,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2022,North America,36.4,36.4,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2022,Europe,36.4,47.32,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2022,Asia,36.4,29.12,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2022,Other,36.4,36.4,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2023,North America,37.1,37.1,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2023,Europe,37.1,48.23,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2023,Asia,37.1,29.68,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2023,Other,37.1,37.1,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2024,North America,37.8,37.8,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2024,Europe,37.8,49.14,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2024,Asia,37.8,30.24,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2024,Other,37.8,37.8,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2025,North America,38.5,38.5,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2025,Europe,38.5,50.05,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2025,Asia,38.5,30.8,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2025,Other,38.5,38.5,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2026,North America,39.2,39.2,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2026,Europe,39.2,50.96,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2026,Asia,39.2,31.36,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2026,Other,39.2,39.2,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2027,North America,39.9,39.9,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2027,Europe,39.9,51.87,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2027,Asia,39.9,31.92,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2027,Other,39.9,39.9,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2028,North America,40.6,40.6,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2028,Europe,40.6,52.78,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2028,Asia,40.6,32.48,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2028,Other,40.6,40.6,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2029,North America,41.3,41.3,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2029,Europe,41.3,53.69,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2029,Asia,41.3,33.04,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,low_e_coating,2029,Other,41.3,41.3,per_sqft,1.0,U-value,35,1.0,high,30.0
windows,smart_windows,2020,North America,80.0,80.0,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2020,Europe,80.0,104.0,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2020,Asia,80.0,64.0,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2020,Other,80.0,80.0,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2021,North America,81.6,81.6,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2021,Europe,81.6,106.08,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2021,Asia,81.6,65.28,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2021,Other,81.6,81.6,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2022,North America,83.2,83.2,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2022,Europe,83.2,108.16,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2022,Asia,83.2,66.56,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2022,Other,83.2,83.2,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2023,North America,84.8,84.8,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2023,Europe,84.8,110.24,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2023,Asia,84.8,67.84,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2023,Other,84.8,84.8,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2024,North America,86.4,86.4,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2024,Europe,86.4,112.32,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2024,Asia,86.4,69.12,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2024,Other,86.4,86.4,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2025,North America,88.0,88.0,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2025,Europe,88.0,114.4,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2025,Asia,88.0,70.4,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2025,Other,88.0,88.0,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2026,North America,89.6,89.6,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2026,Europe,89.6,116.48,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2026,Asia,89.6,71.68,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2026,Other,89.6,89.6,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2027,North America,91.2,91.2,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2027,Europe,91.2,118.56,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2027,Asia,91.2,72.96,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2027,Other,91.2,91.2,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2028,North America,92.8,92.8,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2028,Europe,92.8,120.64,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2028,Asia,92.8,74.24,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2028,Other,92.8,92.8,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2029,North America,94.4,94.4,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2029,Europe,94.4,122.72,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2029,Asia,94.4,75.52,per_sqft,1.0,U-value,25,1.0,high,50.0
windows,smart_windows,2029,Other,94.4,94.4,per_sqft,1.0,U-value,25,1.0,high,50.0
hvac,central_air_standard,2020,North America,3000.0,3000.0,per_ton,14.5,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2020,Europe,3000.0,3300.0,per_ton,14.5,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2020,Asia,3000.0,2400.0,per_ton,14.5,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2020,Other,3000.0,2700.0,per_ton,14.5,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2021,North America,3060.0,3060.0,per_ton,14.79,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2021,Europe,3060.0,3366.0,per_ton,14.79,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2021,Asia,3060.0,2448.0,per_ton,14.79,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2021,Other,3060.0,2754.0,per_ton,14.79,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2022,North America,3120.0,3120.0,per_ton,15.08,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2022,Europe,3120.0,3432.0,per_ton,15.08,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2022,Asia,3120.0,2496.0,per_ton,15.08,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2022,Other,3120.0,2808.0,per_ton,15.08,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2023,North America,3180.0,3180.0,per_ton,15.37,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2023,Europe,3180.0,3498.0,per_ton,15.37,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2023,Asia,3180.0,2544.0,per_ton,15.37,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2023,Other,3180.0,2862.0,per_ton,15.37,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2024,North America,3240.0,3240.0,per_ton,15.66,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2024,Europe,3240.0,3564.0,per_ton,15.66,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2024,Asia,3240.0,2592.0,per_ton,15.66,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2024,Other,3240.0,2916.0,per_ton,15.66,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2025,North America,3300.0,3300.0,per_ton,15.95,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2025,Europe,3300.0,3630.0,per_ton,15.95,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2025,Asia,3300.0,2640.0,per_ton,15.95,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2025,Other,3300.0,2970.0,per_ton,15.95,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2026,North America,3360.0,3360.0,per_ton,16.24,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2026,Europe,3360.0,3696.0,per_ton,16.24,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2026,Asia,3360.0,2688.0,per_ton,16.24,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2026,Other,3360.0,3024.0,per_ton,16.24,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2027,North America,3420.0,3420.0,per_ton,16.53,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2027,Europe,3420.0,3762.0,per_ton,16.53,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2027,Asia,3420.0,2736.0,per_ton,16.53,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2027,Other,3420.0,3078.0,per_ton,16.53,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2028,North America,3480.0,3480.0,per_ton,16.82,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2028,Europe,3480.0,3828.0,per_ton,16.82,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2028,Asia,3480.0,2784.0,per_ton,16.82,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2028,Other,3480.0,3132.0,per_ton,16.82,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2029,North America,3540.0,3540.0,per_ton,17.11,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2029,Europe,3540.0,3894.0,per_ton,17.11,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2029,Asia,3540.0,2832.0,per_ton,17.11,SEER/COP,15,3.0,medium,200.0
hvac,central_air_standard,2029,Other,3540.0,3186.0,per_ton,17.11,SEER/COP,15,3.0,medium,200.0
hvac,central_air_high_efficiency,2020,North America,5000.0,5000.0,per_ton,20.0,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2020,Europe,5000.0,5500.0,per_ton,20.0,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2020,Asia,5000.0,4000.0,per_ton,20.0,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2020,Other,5000.0,4500.0,per_ton,20.0,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2021,North America,5100.0,5100.0,per_ton,20.4,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2021,Europe,5100.0,5610.0,per_ton,20.4,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2021,Asia,5100.0,4080.0,per_ton,20.4,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2021,Other,5100.0,4590.0,per_ton,20.4,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2022,North America,5200.0,5200.0,per_ton,20.8,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2022,Europe,5200.0,5720.0,per_ton,20.8,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2022,Asia,5200.0,4160.0,per_ton,20.8,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2022,Other,5200.0,4680.0,per_ton,20.8,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2023,North America,5300.0,5300.0,per_ton,21.2,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2023,Europe,5300.0,5830.0,per_ton,21.2,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2023,Asia,5300.0,4240.0,per_ton,21.2,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2023,Other,5300.0,4770.0,per_ton,21.2,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2024,North America,5400.0,5400.0,per_ton,21.6,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2024,Europe,5400.0,5940.0,per_ton,21.6,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2024,Asia,5400.0,4320.0,per_ton,21.6,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2024,Other,5400.0,4860.0,per_ton,21.6,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2025,North America,5500.0,5500.0,per_ton,22.0,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2025,Europe,5500.0,6050.0,per_ton,22.0,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2025,Asia,5500.0,4400.0,per_ton,22.0,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2025,Other,5500.0,4950.0,per_ton,22.0,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2026,North America,5600.0,5600.0,per_ton,22.4,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2026,Europe,5600.0,6160.0,per_ton,22.4,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2026,Asia,5600.0,4480.0,per_ton,22.4,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2026,Other,5600.0,5040.0,per_ton,22.4,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2027,North America,5700.0,5700.0,per_ton,22.8,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2027,Europe,5700.0,6270.0,per_ton,22.8,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2027,Asia,5700.0,4560.0,per_ton,22.8,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2027,Other,5700.0,5130.0,per_ton,22.8,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2028,North America,5800.0,5800.0,per_ton,23.2,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2028,Europe,5800.0,6380.0,per_ton,23.2,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2028,Asia,5800.0,4640.0,per_ton,23.2,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2028,Other,5800.0,5220.0,per_ton,23.2,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2029,North America,5900.0,5900.0,per_ton,23.6,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2029,Europe,5900.0,6490.0,per_ton,23.6,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2029,Asia,5900.0,4720.0,per_ton,23.6,SEER/COP,20,3.0,medium,300.0
hvac,central_air_high_efficiency,2029,Other,5900.0,5310.0,per_ton,23.6,SEER/COP,20,3.0,medium,300.0
hvac,heat_pump_air_source,2020,North America,4000.0,4000.0,per_ton,3.5,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2020,Europe,4000.0,4400.0,per_ton,3.5,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2020,Asia,4000.0,3200.0,per_ton,3.5,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2020,Other,4000.0,3600.0,per_ton,3.5,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2021,North America,4080.0,4080.0,per_ton,3.57,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2021,Europe,4080.0,4488.0,per_ton,3.57,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2021,Asia,4080.0,3264.0,per_ton,3.57,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2021,Other,4080.0,3672.0,per_ton,3.57,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2022,North America,4160.0,4160.0,per_ton,3.64,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2022,Europe,4160.0,4576.0,per_ton,3.64,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2022,Asia,4160.0,3328.0,per_ton,3.64,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2022,Other,4160.0,3744.0,per_ton,3.64,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2023,North America,4240.0,4240.0,per_ton,3.71,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2023,Europe,4240.0,4664.0,per_ton,3.71,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2023,Asia,4240.0,3392.0,per_ton,3.71,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2023,Other,4240.0,3816.0,per_ton,3.71,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2024,North America,4320.0,4320.0,per_ton,3.78,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2024,Europe,4320.0,4752.0,per_ton,3.78,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2024,Asia,4320.0,3456.0,per_ton,3.78,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2024,Other,4320.0,3888.0,per_ton,3.78,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2025,North America,4400.0,4400.0,per_ton,3.85,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2025,Europe,4400.0,4840.0,per_ton,3.85,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2025,Asia,4400.0,3520.0,per_ton,3.85,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2025,Other,4400.0,3960.0,per_ton,3.85,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2026,North America,4480.0,4480.0,per_ton,3.92,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2026,Europe,4480.0,4928.0,per_ton,3.92,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2026,Asia,4480.0,3584.0,per_ton,3.92,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2026,Other,4480.0,4032.0,per_ton,3.92,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2027,North America,4560.0,4560.0,per_ton,3.99,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2027,Europe,4560.0,5016.0,per_ton,3.99,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2027,Asia,4560.0,3648.0,per_ton,3.99,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2027,Other,4560.0,4104.0,per_ton,3.99,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2028,North America,4640.0,4640.0,per_ton,4.06,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2028,Europe,4640.0,5104.0,per_ton,4.06,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2028,Asia,4640.0,3712.0,per_ton,4.06,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2028,Other,4640.0,4176.0,per_ton,4.06,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2029,North America,4720.0,4720.0,per_ton,4.13,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2029,Europe,4720.0,5192.0,per_ton,4.13,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2029,Asia,4720.0,3776.0,per_ton,4.13,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_air_source,2029,Other,4720.0,4248.0,per_ton,4.13,SEER/COP,15,3.0,medium,400.0
hvac,heat_pump_ground_source,2020,North America,8000.0,8000.0,per_ton,4.75,SEER/COP,25,3.0,high,600.0
hvac,heat_pump_ground_source,2020,Europe,8000.0,8800.0,per_ton,4.75,SEER/COP,25,3.0,high,600.0
hvac,heat_pump_ground_source,2020,Asia,8000.0,6400.0,per_ton,4.75,SEER/COP,25,3.0,high,600.0
hvac,heat_pump_ground_source,2020,Other,8000.0,7200.0,per_ton,4.75,SEER/COP,25,3.0,high,600.0
hvac,heat_pump_ground_source,2021,North America,8160.0,8160.0,per_ton,4.845,SEER/COP,25,3.0,high,600.0
hvac,heat_pump_ground_source,2021,Europe,8160.0,8976.0,per_ton,4.845,SEER/COP,25,3.0,high,600.0
hvac,heat_pump_ground_source,2021,Asia,8160.0,6528.0,per_ton,4.845,SEER/COP,25,3.0,high,600.0
hvac,heat_pump_ground_source,2021,Other,8160.0,7344.0,per_ton,4.845,SEER/COP,25,3.0,high,600.0
