longitude,latitude,factor_of_safety,landslide_hazard_level
-122.35000000000014,37.695000000000256,1.034036692287815,Very High
-122.34500000000014,37.695000000000256,1.991388861894969,Moderate
-122.34000000000015,37.695000000000256,0.7306904293153215,Very High
-122.33500000000015,37.695000000000256,3.0,Low
-122.33000000000015,37.695000000000256,1.9226879630991744,Moderate
-122.32500000000016,37.695000000000256,3.0,Low
-122.32000000000016,37.695000000000256,3.0,Low
-122.31500000000017,37.695000000000256,3.0,Low
-122.31000000000017,37.695000000000256,3.0,Low
-122.30500000000018,37.695000000000256,3.0,Low
-122.30000000000018,37.695000000000256,1.8559614473847317,Moderate
-122.29500000000019,37.695000000000256,3.0,Low
-122.29000000000019,37.695000000000256,3.0,Low
-122.2850000000002,37.695000000000256,3.0,Low
-122.2800000000002,37.695000000000256,3.0,Low
-122.2750000000002,37.695000000000256,3.0,Low
-122.27000000000021,37.695000000000256,5.0,Low
-122.26500000000021,37.695000000000256,3.0,Low
-122.26000000000022,37.695000000000256,1.8833319193822096,Moderate
-122.25500000000022,37.695000000000256,1.55321000752522,Moderate
-122.25000000000023,37.695000000000256,3.0,Low
-122.24500000000023,37.695000000000256,5.0,Low
-122.24000000000024,37.695000000000256,3.0,Low
-122.23500000000024,37.695000000000256,5.0,Low
-122.23000000000025,37.695000000000256,5.0,Low
-122.22500000000025,37.695000000000256,3.0,Low
-122.22000000000025,37.695000000000256,5.0,Low
-122.21500000000026,37.695000000000256,3.0,Low
-122.21000000000026,37.695000000000256,5.0,Low
-122.20500000000027,37.695000000000256,5.0,Low
-122.20000000000027,37.695000000000256,5.0,Low
-122.19500000000028,37.695000000000256,4.283691391640135,Low
-122.19000000000028,37.695000000000256,5.0,Low
-122.18500000000029,37.695000000000256,5.0,Low
-122.18000000000029,37.695000000000256,5.0,Low
-122.1750000000003,37.695000000000256,5.0,Low
-122.1700000000003,37.695000000000256,3.0,Low
-122.1650000000003,37.695000000000256,5.0,Low
-122.16000000000031,37.695000000000256,5.0,Low
-122.15500000000031,37.695000000000256,3.0,Low
-122.15000000000032,37.695000000000256,3.0,Low
-122.14500000000032,37.695000000000256,5.0,Low
-122.14000000000033,37.695000000000256,5.0,Low
-122.13500000000033,37.695000000000256,3.0,Low
-122.13000000000034,37.695000000000256,5.0,Low
-122.12500000000034,37.695000000000256,5.0,Low
-122.12000000000035,37.695000000000256,5.0,Low
-122.11500000000035,37.695000000000256,3.0,Low
-122.11000000000035,37.695000000000256,5.0,Low
-122.10500000000036,37.695000000000256,5.0,Low
-122.10000000000036,37.695000000000256,5.0,Low
-122.09500000000037,37.695000000000256,5.0,Low
-122.09000000000037,37.695000000000256,5.0,Low
-122.08500000000038,37.695000000000256,3.0,Low
-122.08000000000038,37.695000000000256,5.0,Low
-122.07500000000039,37.695000000000256,5.0,Low
-122.07000000000039,37.695000000000256,5.0,Low
-122.0650000000004,37.695000000000256,1.7922660956134313,Moderate
-122.0600000000004,37.695000000000256,5.0,Low
-122.0550000000004,37.695000000000256,5.0,Low
-122.05000000000041,37.695000000000256,1.2941577968040987,High
-122.04500000000041,37.695000000000256,5.0,Low
-122.04000000000042,37.695000000000256,1.2025833604977927,High
-122.03500000000042,37.695000000000256,0.9519372116315822,Very High
-122.03000000000043,37.695000000000256,1.4730458145918535,High
-122.02500000000043,37.695000000000256,1.4654506244595058,High
-122.02000000000044,37.695000000000256,3.0,Low
-122.01500000000044,37.695000000000256,3.0,Low
-122.01000000000045,37.695000000000256,1.616251945415189,Moderate
-122.00500000000045,37.695000000000256,3.0,Low
-122.00000000000045,37.695000000000256,3.0,Low
-121.99500000000046,37.695000000000256,3.0,Low
-121.99000000000046,37.695000000000256,3.0,Low
-121.98500000000047,37.695000000000256,3.0,Low
-121.98000000000047,37.695000000000256,1.139637649599515,Very High
-121.97500000000048,37.695000000000256,3.0,Low
-121.97000000000048,37.695000000000256,3.0,Low
-121.96500000000049,37.695000000000256,3.0,Low
-121.96000000000049,37.695000000000256,3.0,Low
-121.9550000000005,37.695000000000256,3.0,Low
-121.9500000000005,37.695000000000256,3.0,Low
-121.9450000000005,37.695000000000256,3.0,Low
-121.94000000000051,37.695000000000256,3.0,Low
-121.93500000000051,37.695000000000256,3.0,Low
-121.93000000000052,37.695000000000256,3.0,Low
-121.92500000000052,37.695000000000256,3.0,Low
-121.92000000000053,37.695000000000256,3.0,Low
-121.91500000000053,37.695000000000256,3.0,Low
-121.91000000000054,37.695000000000256,3.0,Low
-121.90500000000054,37.695000000000256,3.0,Low
-121.90000000000055,37.695000000000256,3.0,Low
-121.89500000000055,37.695000000000256,3.0,Low
-121.89000000000055,37.695000000000256,3.0,Low
-121.88500000000056,37.695000000000256,3.0,Low
-121.88000000000056,37.695000000000256,1.4654260032849304,High
-121.87500000000057,37.695000000000256,5.0,Low
-121.87000000000057,37.695000000000256,1.4819089425020464,High
-121.86500000000058,37.695000000000256,3.0,Low
-121.86000000000058,37.695000000000256,1.5853559332215106,Moderate
-121.85500000000059,37.695000000000256,3.0,Low
-121.85000000000059,37.695000000000256,1.076697892935966,Very High
-121.8450000000006,37.695000000000256,5.0,Low
-121.8400000000006,37.695000000000256,0.772402906116724,Very High
-121.8350000000006,37.695000000000256,1.139796577328276,Very High
-121.83000000000061,37.695000000000256,3.0,Low
-121.82500000000061,37.695000000000256,3.0,Low
-121.82000000000062,37.695000000000256,2.5466415187993405,Low
-121.81500000000062,37.695000000000256,3.0,Low
-121.81000000000063,37.695000000000256,3.0,Low
-121.80500000000063,37.695000000000256,3.0,Low
-121.80000000000064,37.695000000000256,3.0,Low
-122.5,37.70000000000026,2.4109116374009605,Low
-122.495,37.70000000000026,3.0,Low
-122.49000000000001,37.70000000000026,3.0,Low
-122.48500000000001,37.70000000000026,0.8167744481602278,Very High
-122.48000000000002,37.70000000000026,3.1420672165850188,Low
-122.47500000000002,37.70000000000026,3.0,Low
-122.47000000000003,37.70000000000026,3.0,Low
-122.46500000000003,37.70000000000026,3.0,Low
-122.46000000000004,37.70000000000026,3.0,Low
-122.45500000000004,37.70000000000026,1.0090185605148754,Very High
-122.45000000000005,37.70000000000026,3.0,Low
-122.44500000000005,37.70000000000026,3.0,Low
-122.44000000000005,37.70000000000026,3.0,Low
-122.43500000000006,37.70000000000026,3.0,Low
-122.43000000000006,37.70000000000026,1.0015568549735467,Very High
-122.42500000000007,37.70000000000026,3.0,Low
-122.42000000000007,37.70000000000026,3.0,Low
-122.41500000000008,37.70000000000026,3.0,Low
-122.41000000000008,37.70000000000026,3.0,Low
-122.40500000000009,37.70000000000026,3.443476916715439,Low
-122.40000000000009,37.70000000000026,0.8804560218777692,Very High
-122.3950000000001,37.70000000000026,3.0,Low
-122.3900000000001,37.70000000000026,3.0,Low
-122.3850000000001,37.70000000000026,3.0,Low
-122.38000000000011,37.70000000000026,3.0,Low
-122.37500000000011,37.70000000000026,3.0,Low
-122.37000000000012,37.70000000000026,3.0,Low
-122.36500000000012,37.70000000000026,5.0,Low
-122.36000000000013,37.70000000000026,3.0,Low
-122.35500000000013,37.70000000000026,1.1563721178833049,Very High
-122.35000000000014,37.70000000000026,3.0,Low
-122.34500000000014,37.70000000000026,3.0,Low
-122.34000000000015,37.70000000000026,3.0,Low
-122.33500000000015,37.70000000000026,3.0,Low
-122.33000000000015,37.70000000000026,3.0,Low
-122.32500000000016,37.70000000000026,3.0,Low
-122.32000000000016,37.70000000000026,3.0,Low
-122.31500000000017,37.70000000000026,0.6590530414818494,Very High
-122.31000000000017,37.70000000000026,5.0,Low
-122.30500000000018,37.70000000000026,3.0,Low
-122.30000000000018,37.70000000000026,3.0,Low
-122.29500000000019,37.70000000000026,0.6590116201755986,Very High
-122.29000000000019,37.70000000000026,3.0,Low
-122.2850000000002,37.70000000000026,3.0,Low
-122.2800000000002,37.70000000000026,2.3019056068598105,Low
-122.2750000000002,37.70000000000026,5.0,Low
-122.27000000000021,37.70000000000026,3.6883079337131046,Low
-122.26500000000021,37.70000000000026,3.0,Low
-122.26000000000022,37.70000000000026,3.0,Low
-122.25500000000022,37.70000000000026,3.0,Low
-122.25000000000023,37.70000000000026,3.3339294884929833,Low
-122.24500000000023,37.70000000000026,3.0,Low
-122.24000000000024,37.70000000000026,3.0,Low
-122.23500000000024,37.70000000000026,5.0,Low
-122.23000000000025,37.70000000000026,5.0,Low
-122.22500000000025,37.70000000000026,5.0,Low
-122.22000000000025,37.70000000000026,3.0,Low
-122.21500000000026,37.70000000000026,5.0,Low
-122.21000000000026,37.70000000000026,5.0,Low
-122.20500000000027,37.70000000000026,5.0,Low
-122.20000000000027,37.70000000000026,5.0,Low
-122.19500000000028,37.70000000000026,5.0,Low
-122.19000000000028,37.70000000000026,5.0,Low
-122.18500000000029,37.70000000000026,3.0,Low
-122.18000000000029,37.70000000000026,4.154783582377899,Low
-122.1750000000003,37.70000000000026,5.0,Low
-122.1700000000003,37.70000000000026,5.0,Low
-122.1650000000003,37.70000000000026,5.0,Low
-122.16000000000031,37.70000000000026,5.0,Low
-122.15500000000031,37.70000000000026,3.0,Low
-122.15000000000032,37.70000000000026,5.0,Low
-122.14500000000032,37.70000000000026,3.0,Low
-122.14000000000033,37.70000000000026,3.0,Low
-122.13500000000033,37.70000000000026,3.0,Low
-122.13000000000034,37.70000000000026,5.0,Low
-122.12500000000034,37.70000000000026,5.0,Low
-122.12000000000035,37.70000000000026,3.0,Low
-122.11500000000035,37.70000000000026,5.0,Low
-122.11000000000035,37.70000000000026,5.0,Low
-122.10500000000036,37.70000000000026,5.0,Low
-122.10000000000036,37.70000000000026,5.0,Low
-122.09500000000037,37.70000000000026,3.0,Low
-122.09000000000037,37.70000000000026,5.0,Low
-122.08500000000038,37.70000000000026,5.0,Low
-122.08000000000038,37.70000000000026,3.0,Low
-122.07500000000039,37.70000000000026,3.0,Low
-122.07000000000039,37.70000000000026,5.0,Low
-122.0650000000004,37.70000000000026,5.0,Low
-122.0600000000004,37.70000000000026,1.7978951078991268,Moderate
-122.0550000000004,37.70000000000026,1.3856389237433118,High
-122.05000000000041,37.70000000000026,3.0,Low
-122.04500000000041,37.70000000000026,3.0,Low
-122.04000000000042,37.70000000000026,1.9624258437646633,Moderate
-122.03500000000042,37.70000000000026,3.0,Low
-122.03000000000043,37.70000000000026,1.6297607898184485,Moderate
-122.02500000000043,37.70000000000026,2.1368954141709646,Low
-122.02000000000044,37.70000000000026,3.0,Low
-122.01500000000044,37.70000000000026,3.0,Low
-122.01000000000045,37.70000000000026,3.0,Low
-122.00500000000045,37.70000000000026,2.4172378915896964,Low
-122.00000000000045,37.70000000000026,0.8024279777813039,Very High
-121.99500000000046,37.70000000000026,3.0,Low
-121.99000000000046,37.70000000000026,3.0,Low
-121.98500000000047,37.70000000000026,3.0,Low
-121.98000000000047,37.70000000000026,3.0,Low
-121.97500000000048,37.70000000000026,3.0,Low
-121.97000000000048,37.70000000000026,3.0,Low
-121.96500000000049,37.70000000000026,3.0,Low
-121.96000000000049,37.70000000000026,1.0207059965559888,Very High
-121.9550000000005,37.70000000000026,4.076254818363117,Low
-121.9500000000005,37.70000000000026,3.0,Low
-121.9450000000005,37.70000000000026,3.0,Low
-121.94000000000051,37.70000000000026,3.0,Low
-121.93500000000051,37.70000000000026,3.0,Low
-121.93000000000052,37.70000000000026,3.0,Low
-121.92500000000052,37.70000000000026,3.0,Low
-121.92000000000053,37.70000000000026,3.0,Low
-121.91500000000053,37.70000000000026,3.0,Low
-121.91000000000054,37.70000000000026,3.0,Low
-121.90500000000054,37.70000000000026,3.0,Low
-121.90000000000055,37.70000000000026,3.0,Low
-121.89500000000055,37.70000000000026,3.0,Low
-121.89000000000055,37.70000000000026,3.0,Low
-121.88500000000056,37.70000000000026,3.0,Low
-121.88000000000056,37.70000000000026,3.0,Low
-121.87500000000057,37.70000000000026,3.0,Low
-121.87000000000057,37.70000000000026,3.0,Low
-121.86500000000058,37.70000000000026,3.0,Low
-121.86000000000058,37.70000000000026,3.0,Low
-121.85500000000059,37.70000000000026,3.0,Low
-121.85000000000059,37.70000000000026,3.0,Low
-121.8450000000006,37.70000000000026,3.0,Low
-121.8400000000006,37.70000000000026,3.0,Low
-121.8350000000006,37.70000000000026,3.0,Low
-121.83000000000061,37.70000000000026,3.0,Low
-121.82500000000061,37.70000000000026,3.0,Low
-121.82000000000062,37.70000000000026,3.0,Low
-121.81500000000062,37.70000000000026,1.4372175408278918,High
-121.81000000000063,37.70000000000026,3.0,Low
-121.80500000000063,37.70000000000026,1.7964710994445157,Moderate
-121.80000000000064,37.70000000000026,3.0,Low
-122.5,37.70500000000026,2.0767780120677903,Low
-122.495,37.70500000000026,5.0,Low
-122.49000000000001,37.70500000000026,2.6895813333822547,Low
-122.48500000000001,37.70500000000026,3.0,Low
-122.48000000000002,37.70500000000026,3.0,Low
-122.47500000000002,37.70500000000026,3.0,Low
-122.47000000000003,37.70500000000026,3.0,Low
-122.46500000000003,37.70500000000026,3.0,Low
-122.46000000000004,37.70500000000026,3.0,Low
-122.45500000000004,37.70500000000026,3.0,Low
-122.45000000000005,37.70500000000026,3.0,Low
-122.44500000000005,37.70500000000026,1.189602050170602,Very High
-122.44000000000005,37.70500000000026,3.0,Low
-122.43500000000006,37.70500000000026,3.0,Low
-122.43000000000006,37.70500000000026,3.0,Low
-122.42500000000007,37.70500000000026,3.0,Low
-122.42000000000007,37.70500000000026,3.0,Low
-122.41500000000008,37.70500000000026,3.0,Low
-122.41000000000008,37.70500000000026,3.0,Low
-122.40500000000009,37.70500000000026,5.0,Low
-122.40000000000009,37.70500000000026,3.0,Low
-122.3950000000001,37.70500000000026,3.0,Low
-122.3900000000001,37.70500000000026,3.0,Low
-122.3850000000001,37.70500000000026,3.0,Low
-122.38000000000011,37.70500000000026,3.0,Low
-122.37500000000011,37.70500000000026,3.0,Low
-122.37000000000012,37.70500000000026,3.0,Low
-122.36500000000012,37.70500000000026,3.0,Low
-122.36000000000013,37.70500000000026,3.0,Low
-122.35500000000013,37.70500000000026,3.0,Low
-122.35000000000014,37.70500000000026,3.0,Low
-122.34500000000014,37.70500000000026,3.0,Low
-122.34000000000015,37.70500000000026,4.01490050241447,Low
-122.33500000000015,37.70500000000026,3.0,Low
-122.33000000000015,37.70500000000026,3.0,Low
-122.32500000000016,37.70500000000026,3.0,Low
-122.32000000000016,37.70500000000026,1.090108293144683,Very High
-122.31500000000017,37.70500000000026,3.0,Low
-122.31000000000017,37.70500000000026,3.0,Low
-122.30500000000018,37.70500000000026,3.0,Low
-122.30000000000018,37.70500000000026,3.0,Low
-122.29500000000019,37.70500000000026,3.0,Low
-122.29000000000019,37.70500000000026,3.0,Low
-122.2850000000002,37.70500000000026,3.0,Low
-122.2800000000002,37.70500000000026,5.0,Low
-122.2750000000002,37.70500000000026,3.0,Low
-122.27000000000021,37.70500000000026,3.0,Low
-122.26500000000021,37.70500000000026,1.6100524978198931,Moderate
-122.26000000000022,37.70500000000026,3.0,Low
-122.25500000000022,37.70500000000026,5.0,Low
-122.25000000000023,37.70500000000026,5.0,Low
-122.24500000000023,37.70500000000026,3.8202895922541127,Low
-122.24000000000024,37.70500000000026,5.0,Low
-122.23500000000024,37.70500000000026,5.0,Low
-122.23000000000025,37.70500000000026,5.0,Low
-122.22500000000025,37.70500000000026,5.0,Low
-122.22000000000025,37.70500000000026,5.0,Low
-122.21500000000026,37.70500000000026,3.0,Low
-122.21000000000026,37.70500000000026,3.0,Low
-122.20500000000027,37.70500000000026,5.0,Low
-122.20000000000027,37.70500000000026,5.0,Low
-122.19500000000028,37.70500000000026,3.0,Low
-122.19000000000028,37.70500000000026,4.279434674280021,Low
-122.18500000000029,37.70500000000026,5.0,Low
-122.18000000000029,37.70500000000026,5.0,Low
-122.1750000000003,37.70500000000026,5.0,Low
-122.1700000000003,37.70500000000026,5.0,Low
-122.1650000000003,37.70500000000026,5.0,Low
-122.16000000000031,37.70500000000026,5.0,Low
-122.15500000000031,37.70500000000026,5.0,Low
-122.15000000000032,37.70500000000026,5.0,Low
-122.14500000000032,37.70500000000026,5.0,Low
-122.14000000000033,37.70500000000026,5.0,Low
-122.13500000000033,37.70500000000026,3.0,Low
-122.13000000000034,37.70500000000026,5.0,Low
-122.12500000000034,37.70500000000026,5.0,Low
-122.12000000000035,37.70500000000026,5.0,Low
-122.11500000000035,37.70500000000026,5.0,Low
-122.11000000000035,37.70500000000026,3.0,Low
-122.10500000000036,37.70500000000026,5.0,Low
-122.10000000000036,37.70500000000026,5.0,Low
-122.09500000000037,37.70500000000026,3.0,Low
-122.09000000000037,37.70500000000026,5.0,Low
-122.08500000000038,37.70500000000026,5.0,Low
-122.08000000000038,37.70500000000026,5.0,Low
-122.07500000000039,37.70500000000026,5.0,Low
-122.07000000000039,37.70500000000026,5.0,Low
-122.0650000000004,37.70500000000026,3.0,Low
-122.0600000000004,37.70500000000026,5.0,Low
-122.0550000000004,37.70500000000026,3.0,Low
-122.05000000000041,37.70500000000026,1.536409160698097,Moderate
-122.04500000000041,37.70500000000026,5.0,Low
-122.04000000000042,37.70500000000026,5.0,Low
-122.03500000000042,37.70500000000026,2.8732362294773983,Low
-122.03000000000043,37.70500000000026,3.0,Low
-122.02500000000043,37.70500000000026,5.0,Low
-122.02000000000044,37.70500000000026,3.0,Low
-122.01500000000044,37.70500000000026,2.714381121008426,Low
-122.01000000000045,37.70500000000026,3.0,Low
-122.00500000000045,37.70500000000026,3.0,Low
-122.00000000000045,37.70500000000026,3.0,Low
-121.99500000000046,37.70500000000026,3.0,Low
-121.99000000000046,37.70500000000026,3.0,Low
-121.98500000000047,37.70500000000026,2.6387148945615424,Low
-121.98000000000047,37.70500000000026,3.0,Low
-121.97500000000048,37.70500000000026,1.0392079191968828,Very High
-121.97000000000048,37.70500000000026,1.6398079680052073,Moderate
-121.96500000000049,37.70500000000026,3.0,Low
-121.96000000000049,37.70500000000026,3.0,Low
-121.9550000000005,37.70500000000026,3.0,Low
-121.9500000000005,37.70500000000026,3.0,Low
-121.9450000000005,37.70500000000026,3.0,Low
-121.94000000000051,37.70500000000026,3.0,Low
-121.93500000000051,37.70500000000026,3.0,Low
-121.93000000000052,37.70500000000026,3.0,Low
-121.92500000000052,37.70500000000026,3.0,Low
-121.92000000000053,37.70500000000026,3.0,Low
-121.91500000000053,37.70500000000026,3.0,Low
-121.91000000000054,37.70500000000026,1.1918285827100057,Very High
-121.90500000000054,37.70500000000026,3.0,Low
-121.90000000000055,37.70500000000026,3.0,Low
-121.89500000000055,37.70500000000026,3.0,Low
-121.89000000000055,37.70500000000026,4.083150106421121,Low
-121.88500000000056,37.70500000000026,0.920996708118404,Very High
-121.88000000000056,37.70500000000026,3.0,Low
-121.87500000000057,37.70500000000026,3.0,Low
-121.87000000000057,37.70500000000026,3.0,Low
-121.86500000000058,37.70500000000026,3.0,Low
-121.86000000000058,37.70500000000026,3.0,Low
-121.85500000000059,37.70500000000026,0.9141695734115911,Very High
-121.85000000000059,37.70500000000026,3.0,Low
-121.8450000000006,37.70500000000026,3.0,Low
-121.8400000000006,37.70500000000026,3.0,Low
-121.8350000000006,37.70500000000026,3.0,Low
-121.83000000000061,37.70500000000026,3.0,Low
-121.82500000000061,37.70500000000026,2.6132643216131437,Low
-121.82000000000062,37.70500000000026,3.0,Low
-121.81500000000062,37.70500000000026,3.0,Low
-121.81000000000063,37.70500000000026,3.0,Low
-121.80500000000063,37.70500000000026,3.0,Low
-121.80000000000064,37.70500000000026,3.0,Low
-122.5,37.710000000000264,3.0,Low
-122.495,37.710000000000264,3.0,Low
-122.49000000000001,37.710000000000264,3.0,Low
-122.48500000000001,37.710000000000264,3.0,Low
-122.48000000000002,37.710000000000264,2.130927645268121,Low
-122.47500000000002,37.710000000000264,3.0,Low
-122.47000000000003,37.710000000000264,3.378524844891946,Low
-122.46500000000003,37.710000000000264,2.0118142607804166,Low
-122.46000000000004,37.710000000000264,1.0083555379125806,Very High
-122.45500000000004,37.710000000000264,3.0,Low
-122.45000000000005,37.710000000000264,3.0,Low
-122.44500000000005,37.710000000000264,3.0,Low
-122.44000000000005,37.710000000000264,3.0,Low
-122.43500000000006,37.710000000000264,2.817669515787195,Low
-122.43000000000006,37.710000000000264,3.0,Low
-122.42500000000007,37.710000000000264,0.8354923195710968,Very High
-122.42000000000007,37.710000000000264,3.0,Low
-122.41500000000008,37.710000000000264,3.0,Low
-122.41000000000008,37.710000000000264,3.0,Low
-122.40500000000009,37.710000000000264,3.0,Low
-122.40000000000009,37.710000000000264,3.0,Low
-122.3950000000001,37.710000000000264,3.0,Low
-122.3900000000001,37.710000000000264,3.0,Low
-122.3850000000001,37.710000000000264,3.0,Low
-122.38000000000011,37.710000000000264,3.0,Low
-122.37500000000011,37.710000000000264,3.0,Low
-122.37000000000012,37.710000000000264,3.0,Low
-122.36500000000012,37.710000000000264,3.0,Low
-122.36000000000013,37.710000000000264,3.0,Low
-122.35500000000013,37.710000000000264,1.742694766781995,Moderate
-122.35000000000014,37.710000000000264,3.0,Low
-122.34500000000014,37.710000000000264,3.0,Low
-122.34000000000015,37.710000000000264,3.0,Low
-122.33500000000015,37.710000000000264,3.0,Low
-122.33000000000015,37.710000000000264,0.7974426252794917,Very High
-122.32500000000016,37.710000000000264,3.0,Low
-122.32000000000016,37.710000000000264,3.0,Low
-122.31500000000017,37.710000000000264,0.9857591859199684,Very High
-122.31000000000017,37.710000000000264,3.0,Low
-122.30500000000018,37.710000000000264,3.0,Low
-122.30000000000018,37.710000000000264,3.0,Low
-122.29500000000019,37.710000000000264,3.0,Low
-122.29000000000019,37.710000000000264,3.0,Low
-122.2850000000002,37.710000000000264,3.0,Low
-122.2800000000002,37.710000000000264,3.0,Low
-122.2750000000002,37.710000000000264,1.6479693609013086,Moderate
-122.27000000000021,37.710000000000264,5.0,Low
-122.26500000000021,37.710000000000264,3.0,Low
-122.26000000000022,37.710000000000264,3.7885189730963313,Low
-122.25500000000022,37.710000000000264,2.6720427870914594,Low
-122.25000000000023,37.710000000000264,3.0,Low
-122.24500000000023,37.710000000000264,5.0,Low
-122.24000000000024,37.710000000000264,5.0,Low
-122.23500000000024,37.710000000000264,3.0,Low
-122.23000000000025,37.710000000000264,5.0,Low
-122.22500000000025,37.710000000000264,5.0,Low
-122.22000000000025,37.710000000000264,2.570080024283274,Low
-122.21500000000026,37.710000000000264,5.0,Low
-122.21000000000026,37.710000000000264,3.0,Low
-122.20500000000027,37.710000000000264,5.0,Low
-122.20000000000027,37.710000000000264,5.0,Low
-122.19500000000028,37.710000000000264,5.0,Low
-122.19000000000028,37.710000000000264,5.0,Low
-122.18500000000029,37.710000000000264,5.0,Low
-122.18000000000029,37.710000000000264,5.0,Low
-122.1750000000003,37.710000000000264,5.0,Low
-122.1700000000003,37.710000000000264,5.0,Low
-122.1650000000003,37.710000000000264,3.0,Low
-122.16000000000031,37.710000000000264,5.0,Low
-122.15500000000031,37.710000000000264,5.0,Low
-122.15000000000032,37.710000000000264,5.0,Low
-122.14500000000032,37.710000000000264,5.0,Low
-122.14000000000033,37.710000000000264,5.0,Low
-122.13500000000033,37.710000000000264,5.0,Low
-122.13000000000034,37.710000000000264,5.0,Low
-122.12500000000034,37.710000000000264,3.0,Low
-122.12000000000035,37.710000000000264,5.0,Low
-122.11500000000035,37.710000000000264,5.0,Low
-122.11000000000035,37.710000000000264,5.0,Low
-122.10500000000036,37.710000000000264,5.0,Low
-122.10000000000036,37.710000000000264,5.0,Low
-122.09500000000037,37.710000000000264,5.0,Low
-122.09000000000037,37.710000000000264,3.0,Low
-122.08500000000038,37.710000000000264,5.0,Low
-122.08000000000038,37.710000000000264,3.0,Low
-122.07500000000039,37.710000000000264,3.0,Low
-122.07000000000039,37.710000000000264,5.0,Low
-122.0650000000004,37.710000000000264,3.0,Low
-122.0600000000004,37.710000000000264,3.0,Low
-122.0550000000004,37.710000000000264,3.0,Low
-122.05000000000041,37.710000000000264,5.0,Low
-122.04500000000041,37.710000000000264,3.0,Low
-122.04000000000042,37.710000000000264,1.5646671712964781,Moderate
-122.03500000000042,37.710000000000264,3.0,Low
-122.03000000000043,37.710000000000264,3.0,Low
-122.02500000000043,37.710000000000264,5.0,Low
-122.02000000000044,37.710000000000264,3.0,Low
-122.01500000000044,37.710000000000264,3.0,Low
-122.01000000000045,37.710000000000264,5.0,Low
-122.00500000000045,37.710000000000264,2.712257223799739,Low
-122.00000000000045,37.710000000000264,1.2417695729817084,High
-121.99500000000046,37.710000000000264,3.0,Low
-121.99000000000046,37.710000000000264,3.0,Low
-121.98500000000047,37.710000000000264,5.0,Low
-121.98000000000047,37.710000000000264,3.0,Low
-121.97500000000048,37.710000000000264,3.0,Low
-121.97000000000048,37.710000000000264,3.0,Low
-121.96500000000049,37.710000000000264,3.9913244124477365,Low
-121.96000000000049,37.710000000000264,3.0,Low
-121.9550000000005,37.710000000000264,1.318381291451688,High
-121.9500000000005,37.710000000000264,3.0,Low
-121.9450000000005,37.710000000000264,3.0,Low
-121.94000000000051,37.710000000000264,3.0,Low
-121.93500000000051,37.710000000000264,1.2923133552175232,High
-121.93000000000052,37.710000000000264,3.0,Low
-121.92500000000052,37.710000000000264,3.0,Low
-121.92000000000053,37.710000000000264,3.0,Low
-121.91500000000053,37.710000000000264,3.0,Low
-121.91000000000054,37.710000000000264,3.0,Low
-121.90500000000054,37.710000000000264,3.0,Low
-121.90000000000055,37.710000000000264,3.0,Low
-121.89500000000055,37.710000000000264,3.0,Low
-121.89000000000055,37.710000000000264,3.0,Low
-121.88500000000056,37.710000000000264,3.0,Low
-121.88000000000056,37.710000000000264,3.0,Low
-121.87500000000057,37.710000000000264,3.0,Low
-121.87000000000057,37.710000000000264,3.0,Low
-121.86500000000058,37.710000000000264,3.0,Low
-121.86000000000058,37.710000000000264,3.0,Low
-121.85500000000059,37.710000000000264,3.0,Low
-121.85000000000059,37.710000000000264,3.0,Low
-121.8450000000006,37.710000000000264,3.0,Low
-121.8400000000006,37.710000000000264,3.0,Low
-121.8350000000006,37.710000000000264,3.0,Low
-121.83000000000061,37.710000000000264,3.0,Low
-121.82500000000061,37.710000000000264,3.0,Low
-121.82000000000062,37.710000000000264,3.0,Low
-121.81500000000062,37.710000000000264,3.0,Low
-121.81000000000063,37.710000000000264,1.7152482745409845,Moderate
-121.80500000000063,37.710000000000264,4.331093026058077,Low
-121.80000000000064,37.710000000000264,1.1636948004957546,Very High
-122.5,37.715000000000266,3.0,Low
-122.495,37.715000000000266,3.0,Low
-122.49000000000001,37.715000000000266,3.0,Low
-122.48500000000001,37.715000000000266,5.0,Low
-122.48000000000002,37.715000000000266,3.0,Low
-122.47500000000002,37.715000000000266,3.0,Low
-122.47000000000003,37.715000000000266,1.2361754810388024,High
-122.46500000000003,37.715000000000266,3.0,Low
-122.46000000000004,37.715000000000266,3.0,Low
-122.45500000000004,37.715000000000266,3.0,Low
-122.45000000000005,37.715000000000266,3.0,Low
-122.44500000000005,37.715000000000266,1.2624077719539677,High
-122.44000000000005,37.715000000000266,0.9065439945112305,Very High
-122.43500000000006,37.715000000000266,3.0,Low
-122.43000000000006,37.715000000000266,1.4648307974182833,High
-122.42500000000007,37.715000000000266,1.8642407571539883,Moderate
-122.42000000000007,37.715000000000266,0.528596371656306,Very High
-122.41500000000008,37.715000000000266,3.0,Low
-122.41000000000008,37.715000000000266,3.0,Low
-122.40500000000009,37.715000000000266,3.0,Low
-122.40000000000009,37.715000000000266,3.0,Low
-122.3950000000001,37.715000000000266,3.0,Low
-122.3900000000001,37.715000000000266,3.0,Low
-122.3850000000001,37.715000000000266,3.0,Low
-122.38000000000011,37.715000000000266,3.0,Low
-122.37500000000011,37.715000000000266,3.0,Low
-122.37000000000012,37.715000000000266,3.0,Low
-122.36500000000012,37.715000000000266,3.0,Low
