longitude,latitude,liquefaction_potential_index,liquefaction_hazard_level
-122.10500000000036,37.72000000000027,2.718993037862219,Moderate
-122.10000000000036,37.72000000000027,2.102736804435251,Moderate
-122.09500000000037,37.72000000000027,2.73041561422058,Moderate
-122.09000000000037,37.72000000000027,4.8307863077658,Moderate
-122.08500000000038,37.72000000000027,0.0,Very Low
-122.08000000000038,37.72000000000027,2.3864320972502373,Moderate
-122.07500000000039,37.72000000000027,4.100509927774908,Moderate
-122.07000000000039,37.72000000000027,2.0477097782279086,Moderate
-122.0650000000004,37.72000000000027,2.875864008228748,Moderate
-122.0600000000004,37.72000000000027,0.8133219055948993,Low
-122.0550000000004,37.72000000000027,0.0,Very Low
-122.05000000000041,37.72000000000027,1.3477936869317848,Low
-122.04500000000041,37.72000000000027,2.0426880449899203,Moderate
-122.04000000000042,37.72000000000027,2.300511610763426,Moderate
-122.03500000000042,37.72000000000027,1.3468856722399905,Low
-122.03000000000043,37.72000000000027,1.4426691351792131,Low
-122.02500000000043,37.72000000000027,1.2637951801644416,Low
-122.02000000000044,37.72000000000027,4.011469911097717,Moderate
-122.01500000000044,37.72000000000027,2.5704391153628423,Moderate
-122.01000000000045,37.72000000000027,0.0,Very Low
-122.00500000000045,37.72000000000027,2.5179516424370414,Moderate
-122.00000000000045,37.72000000000027,3.2506633423644686,Moderate
-121.99500000000046,37.72000000000027,0.44935588218947736,Low
-121.99000000000046,37.72000000000027,0.9058950028830969,Low
-121.98500000000047,37.72000000000027,1.410285626961046,Low
-121.98000000000047,37.72000000000027,0.0,Very Low
-121.97500000000048,37.72000000000027,4.139809971836332,Moderate
-121.97000000000048,37.72000000000027,4.9224725594763115,Moderate
-121.96500000000049,37.72000000000027,1.1718109318493826,Low
-121.96000000000049,37.72000000000027,1.2945078543913848,Low
-121.9550000000005,37.72000000000027,3.8939215301783103,Moderate
-121.9500000000005,37.72000000000027,5.192888574778158,High
-121.9450000000005,37.72000000000027,1.2554943948547685,Low
-121.94000000000051,37.72000000000027,1.619457636608971,Low
-121.93500000000051,37.72000000000027,0.5449596460568598,Low
-121.93000000000052,37.72000000000027,1.9299539055926505,Low
-121.92500000000052,37.72000000000027,0.23521127730518754,Low
-121.92000000000053,37.72000000000027,0.444802358429099,Low
-121.91500000000053,37.72000000000027,0.5726684045150338,Low
-121.91000000000054,37.72000000000027,0.8197737773076074,Low
-121.90500000000054,37.72000000000027,0.8597323924848763,Low
-121.90000000000055,37.72000000000027,0.7776809058283132,Low
-121.89500000000055,37.72000000000027,0.2921808561538458,Low
-121.89000000000055,37.72000000000027,1.2830703782297104,Low
-121.88500000000056,37.72000000000027,1.1446938384959788,Low
-121.88000000000056,37.72000000000027,0.5739213172074974,Low
-121.87500000000057,37.72000000000027,0.32609175692910397,Low
-121.87000000000057,37.72000000000027,0.689056168400211,Low
-121.86500000000058,37.72000000000027,1.9287640157331445,Low
-121.86000000000058,37.72000000000027,0.8132574425506827,Low
-121.85500000000059,37.72000000000027,1.327456426768574,Low
-121.85000000000059,37.72000000000027,0.8925638070357232,Low
-121.8450000000006,37.72000000000027,1.4888215214681204,Low
-121.8400000000006,37.72000000000027,0.2988164858359851,Low
-121.8350000000006,37.72000000000027,2.77906926630616,Moderate
-121.83000000000061,37.72000000000027,2.647784752604193,Moderate
-121.82500000000061,37.72000000000027,0.8045044985369905,Low
-121.82000000000062,37.72000000000027,1.5777129658926612,Low
-121.81500000000062,37.72000000000027,2.0735585360406725,Moderate
-121.81000000000063,37.72000000000027,0.0,Very Low
-121.80500000000063,37.72000000000027,2.3291914644357035,Moderate
-121.80000000000064,37.72000000000027,1.7344904379269641,Low
-122.5,37.72500000000027,0.6141606259692333,Low
-122.495,37.72500000000027,2.684364038213035,Moderate
-122.49000000000001,37.72500000000027,1.7593667426015076,Low
-122.48500000000001,37.72500000000027,2.0800284368106823,Moderate
-122.48000000000002,37.72500000000027,2.674164340692915,Moderate
-122.47500000000002,37.72500000000027,3.8183946631368864,Moderate
-122.47000000000003,37.72500000000027,1.5459050484127357,Low
-122.46500000000003,37.72500000000027,3.763855905490888,Moderate
-122.46000000000004,37.72500000000027,2.4076910267999057,Moderate
-122.45500000000004,37.72500000000027,1.5020249719273508,Low
-122.45000000000005,37.72500000000027,1.2967319909386734,Low
-122.44500000000005,37.72500000000027,0.0,Very Low
-122.44000000000005,37.72500000000027,2.9067603306066743,Moderate
-122.43500000000006,37.72500000000027,1.9194857495502986,Low
-122.43000000000006,37.72500000000027,2.046690450502655,Moderate
-122.42500000000007,37.72500000000027,4.1075396391919305,Moderate
-122.42000000000007,37.72500000000027,1.3301215963625457,Low
-122.41500000000008,37.72500000000027,1.168242113744704,Low
-122.41000000000008,37.72500000000027,1.628744903347791,Low
-122.40500000000009,37.72500000000027,0.48286972810072765,Low
-122.40000000000009,37.72500000000027,1.3296884391392096,Low
-122.3950000000001,37.72500000000027,0.6825658571950548,Low
-122.3900000000001,37.72500000000027,0.7591320787622376,Low
-122.3850000000001,37.72500000000027,1.2799388009634167,Low
-122.38000000000011,37.72500000000027,0.5582729286675258,Low
-122.37500000000011,37.72500000000027,0.15856444932166933,Low
-122.37000000000012,37.72500000000027,0.6375758839134105,Low
-122.36500000000012,37.72500000000027,0.11192143014317549,Low
-122.36000000000013,37.72500000000027,0.3539507065425859,Low
-122.35500000000013,37.72500000000027,1.3191307232225613,Low
-122.35000000000014,37.72500000000027,0.5088501248809092,Low
-122.34500000000014,37.72500000000027,1.0397056891593,Low
-122.34000000000015,37.72500000000027,1.028637644009865,Low
-122.33500000000015,37.72500000000027,1.7215378605542935,Low
-122.33000000000015,37.72500000000027,1.7549217276019198,Low
-122.32500000000016,37.72500000000027,0.8131341238790813,Low
-122.32000000000016,37.72500000000027,1.8490414862944704,Low
-122.31500000000017,37.72500000000027,0.9230688932096256,Low
-122.31000000000017,37.72500000000027,1.1206705711679317,Low
-122.30500000000018,37.72500000000027,1.2395446509476185,Low
-122.30000000000018,37.72500000000027,0.8805803108583481,Low
-122.29500000000019,37.72500000000027,1.7352259393183385,Low
-122.29000000000019,37.72500000000027,1.2735075597147656,Low
-122.2850000000002,37.72500000000027,1.7008710000937386,Low
-122.2800000000002,37.72500000000027,2.625969632796002,Moderate
-122.2750000000002,37.72500000000027,0.0,Very Low
-122.27000000000021,37.72500000000027,0.0,Very Low
-122.26500000000021,37.72500000000027,2.3421920557696674,Moderate
-122.26000000000022,37.72500000000027,3.0579449014876046,Moderate
-122.25500000000022,37.72500000000027,3.991065427907807,Moderate
-122.25000000000023,37.72500000000027,3.008281141039142,Moderate
-122.24500000000023,37.72500000000027,0.0,Very Low
-122.24000000000024,37.72500000000027,0.0,Very Low
-122.23500000000024,37.72500000000027,0.0,Very Low
-122.23000000000025,37.72500000000027,0.0,Very Low
-122.22500000000025,37.72500000000027,0.0,Very Low
-122.22000000000025,37.72500000000027,0.0,Very Low
-122.21500000000026,37.72500000000027,0.0,Very Low
-122.21000000000026,37.72500000000027,0.0,Very Low
-122.20500000000027,37.72500000000027,0.0,Very Low
-122.20000000000027,37.72500000000027,0.0,Very Low
-122.19500000000028,37.72500000000027,0.0,Very Low
-122.19000000000028,37.72500000000027,5.627166385072331,High
-122.18500000000029,37.72500000000027,0.0,Very Low
-122.18000000000029,37.72500000000027,0.0,Very Low
-122.1750000000003,37.72500000000027,0.0,Very Low
-122.1700000000003,37.72500000000027,0.0,Very Low
-122.1650000000003,37.72500000000027,0.0,Very Low
-122.16000000000031,37.72500000000027,2.1766321575369183,Moderate
-122.15500000000031,37.72500000000027,2.7929324228169685,Moderate
-122.15000000000032,37.72500000000027,0.0,Very Low
-122.14500000000032,37.72500000000027,2.7314418946407315,Moderate
-122.14000000000033,37.72500000000027,0.0,Very Low
-122.13500000000033,37.72500000000027,0.0,Very Low
-122.13000000000034,37.72500000000027,0.0,Very Low
-122.12500000000034,37.72500000000027,2.318458362713394,Moderate
-122.12000000000035,37.72500000000027,4.352296592924086,Moderate
-122.11500000000035,37.72500000000027,3.3228659535260014,Moderate
-122.11000000000035,37.72500000000027,6.971277142442333,High
-122.10500000000036,37.72500000000027,2.621718873295271,Moderate
-122.10000000000036,37.72500000000027,4.342725774570609,Moderate
-122.09500000000037,37.72500000000027,3.8932172363674105,Moderate
-122.09000000000037,37.72500000000027,4.50821698440699,Moderate
-122.08500000000038,37.72500000000027,3.0146779596761673,Moderate
-122.08000000000038,37.72500000000027,3.4195746121038364,Moderate
-122.07500000000039,37.72500000000027,3.1684781059373277,Moderate
-122.07000000000039,37.72500000000027,0.0,Very Low
-122.0650000000004,37.72500000000027,3.0971942808793704,Moderate
-122.0600000000004,37.72500000000027,0.0,Very Low
-122.0550000000004,37.72500000000027,3.4881747927907822,Moderate
-122.05000000000041,37.72500000000027,1.468721091004507,Low
-122.04500000000041,37.72500000000027,1.33567620247464,Low
-122.04000000000042,37.72500000000027,1.606604609838033,Low
-122.03500000000042,37.72500000000027,1.591500839394305,Low
-122.03000000000043,37.72500000000027,1.6926024711200705,Low
-122.02500000000043,37.72500000000027,2.7416791848676225,Moderate
-122.02000000000044,37.72500000000027,1.3128670205267143,Low
-122.01500000000044,37.72500000000027,4.621361206995862,Moderate
-122.01000000000045,37.72500000000027,4.415148151722046,Moderate
-122.00500000000045,37.72500000000027,0.0,Very Low
-122.00000000000045,37.72500000000027,2.579976542624054,Moderate
-121.99500000000046,37.72500000000027,3.223387117988494,Moderate
-121.99000000000046,37.72500000000027,1.079800986850305,Low
-121.98500000000047,37.72500000000027,2.0073979087755935,Moderate
-121.98000000000047,37.72500000000027,2.2975562930149223,Moderate
-121.97500000000048,37.72500000000027,6.571683712575257,High
-121.97000000000048,37.72500000000027,0.0,Very Low
-121.96500000000049,37.72500000000027,2.5089654246349156,Moderate
-121.96000000000049,37.72500000000027,1.742367227261246,Low
-121.9550000000005,37.72500000000027,1.436182445212239,Low
-121.9500000000005,37.72500000000027,3.6102108068925367,Moderate
-121.9450000000005,37.72500000000027,2.002591769548257,Moderate
-121.94000000000051,37.72500000000027,1.5313911056358862,Low
-121.93500000000051,37.72500000000027,1.689867825612675,Low
-121.93000000000052,37.72500000000027,0.6426248505593796,Low
-121.92500000000052,37.72500000000027,1.0135285134324439,Low
-121.92000000000053,37.72500000000027,1.548195737153569,Low
-121.91500000000053,37.72500000000027,1.2404971169325056,Low
-121.91000000000054,37.72500000000027,0.49187976437866093,Low
-121.90500000000054,37.72500000000027,0.8823007372465403,Low
-121.90000000000055,37.72500000000027,0.8832922020527467,Low
-121.89500000000055,37.72500000000027,1.3119882402011673,Low
-121.89000000000055,37.72500000000027,0.5254597287453223,Low
-121.88500000000056,37.72500000000027,1.2581454456953822,Low
-121.88000000000056,37.72500000000027,0.5832101672670378,Low
-121.87500000000057,37.72500000000027,2.0850500058139976,Moderate
-121.87000000000057,37.72500000000027,1.8394374227997143,Low
-121.86500000000058,37.72500000000027,1.0458851810596186,Low
-121.86000000000058,37.72500000000027,1.8161182670746654,Low
-121.85500000000059,37.72500000000027,0.9168833348702508,Low
-121.85000000000059,37.72500000000027,1.3439651855918842,Low
-121.8450000000006,37.72500000000027,0.5063625126931414,Low
-121.8400000000006,37.72500000000027,1.4676117411649432,Low
-121.8350000000006,37.72500000000027,2.615278327519426,Moderate
-121.83000000000061,37.72500000000027,1.6737757686468182,Low
-121.82500000000061,37.72500000000027,0.8630987964618028,Low
-121.82000000000062,37.72500000000027,3.2622295414175566,Moderate
-121.81500000000062,37.72500000000027,1.5797673378225778,Low
-121.81000000000063,37.72500000000027,2.325197220681056,Moderate
-121.80500000000063,37.72500000000027,1.7638176243653898,Low
-121.80000000000064,37.72500000000027,1.5079099538424892,Low
-122.5,37.730000000000274,1.0937153262724533,Low
-122.495,37.730000000000274,1.555526010151153,Low
-122.49000000000001,37.730000000000274,1.9684115055221154,Low
-122.48500000000001,37.730000000000274,2.621890605664369,Moderate
-122.48000000000002,37.730000000000274,1.073449811142401,Low
-122.47500000000002,37.730000000000274,1.8289016648089926,Low
-122.47000000000003,37.730000000000274,2.1492381884964162,Moderate
-122.46500000000003,37.730000000000274,2.2246116789922836,Moderate
-122.46000000000004,37.730000000000274,2.3384946549763166,Moderate
-122.45500000000004,37.730000000000274,4.095640199373513,Moderate
-122.45000000000005,37.730000000000274,6.1651270543560415,High
-122.44500000000005,37.730000000000274,3.2641627340211428,Moderate
-122.44000000000005,37.730000000000274,4.3209150800970955,Moderate
-122.43500000000006,37.730000000000274,1.1507149068050109,Low
-122.43000000000006,37.730000000000274,1.5058105520800125,Low
-122.42500000000007,37.730000000000274,2.121621448832344,Moderate
-122.42000000000007,37.730000000000274,1.4016826631134052,Low
-122.41500000000008,37.730000000000274,0.6551327491152178,Low
-122.41000000000008,37.730000000000274,0.7329000916547552,Low
-122.40500000000009,37.730000000000274,0.6777040204636082,Low
-122.40000000000009,37.730000000000274,0.22510599132032869,Low
-122.3950000000001,37.730000000000274,0.45747020265092453,Low
-122.3900000000001,37.730000000000274,1.7247268003326401,Low
-122.3850000000001,37.730000000000274,0.22027623288417197,Low
-122.38000000000011,37.730000000000274,0.48724861088731963,Low
-122.37500000000011,37.730000000000274,1.0592986732638188,Low
-122.37000000000012,37.730000000000274,0.637748727613072,Low
-122.36500000000012,37.730000000000274,0.5834297618623693,Low
-122.36000000000013,37.730000000000274,0.6196573548414628,Low
-122.35500000000013,37.730000000000274,0.7512402018863472,Low
-122.35000000000014,37.730000000000274,0.6654840252665479,Low
-122.34500000000014,37.730000000000274,1.5643790969214308,Low
-122.34000000000015,37.730000000000274,1.5800777125659033,Low
-122.33500000000015,37.730000000000274,1.3446025659131444,Low
-122.33000000000015,37.730000000000274,1.7289096743888663,Low
-122.32500000000016,37.730000000000274,0.610157634024022,Low
-122.32000000000016,37.730000000000274,2.441080641803565,Moderate
-122.31500000000017,37.730000000000274,1.1019364777027654,Low
-122.31000000000017,37.730000000000274,2.550688835976862,Moderate
-122.30500000000018,37.730000000000274,3.3787651679044957,Moderate
-122.30000000000018,37.730000000000274,2.061507427979533,Moderate
-122.29500000000019,37.730000000000274,2.2079752624297813,Moderate
-122.29000000000019,37.730000000000274,1.0339219422186663,Low
-122.2850000000002,37.730000000000274,1.6771370424950172,Low
-122.2800000000002,37.730000000000274,0.8635405727606026,Low
-122.2750000000002,37.730000000000274,2.2544254177923793,Moderate
-122.27000000000021,37.730000000000274,1.3503188226104248,Low
-122.26500000000021,37.730000000000274,1.9463505437436361,Low
-122.26000000000022,37.730000000000274,2.992220767350752,Moderate
-122.25500000000022,37.730000000000274,0.0,Very Low
-122.25000000000023,37.730000000000274,2.0503951130488924,Moderate
-122.24500000000023,37.730000000000274,4.602817299986935,Moderate
-122.24000000000024,37.730000000000274,0.0,Very Low
-122.23500000000024,37.730000000000274,0.0,Very Low
-122.23000000000025,37.730000000000274,0.0,Very Low
-122.22500000000025,37.730000000000274,0.0,Very Low
-122.22000000000025,37.730000000000274,0.0,Very Low
-122.21500000000026,37.730000000000274,0.0,Very Low
-122.21000000000026,37.730000000000274,0.0,Very Low
-122.20500000000027,37.730000000000274,0.0,Very Low
-122.20000000000027,37.730000000000274,0.0,Very Low
-122.19500000000028,37.730000000000274,0.0,Very Low
-122.19000000000028,37.730000000000274,0.0,Very Low
-122.18500000000029,37.730000000000274,0.0,Very Low
-122.18000000000029,37.730000000000274,0.0,Very Low
-122.1750000000003,37.730000000000274,5.412066321644313,High
-122.1700000000003,37.730000000000274,0.0,Very Low
-122.1650000000003,37.730000000000274,2.0916878308581612,Moderate
-122.16000000000031,37.730000000000274,0.0,Very Low
-122.15500000000031,37.730000000000274,2.144651865625945,Moderate
-122.15000000000032,37.730000000000274,0.0,Very Low
-122.14500000000032,37.730000000000274,0.0,Very Low
-122.14000000000033,37.730000000000274,0.0,Very Low
-122.13500000000033,37.730000000000274,0.0,Very Low
-122.13000000000034,37.730000000000274,2.0692182289559713,Moderate
-122.12500000000034,37.730000000000274,3.1712088576871937,Moderate
-122.12000000000035,37.730000000000274,1.5115782111240772,Low
-122.11500000000035,37.730000000000274,0.0,Very Low
-122.11000000000035,37.730000000000274,3.3876216287928935,Moderate
-122.10500000000036,37.730000000000274,0.0,Very Low
-122.10000000000036,37.730000000000274,4.591536677033822,Moderate
-122.09500000000037,37.730000000000274,3.5274041106511245,Moderate
-122.09000000000037,37.730000000000274,6.3903610214375846,High
-122.08500000000038,37.730000000000274,3.286420288561349,Moderate
-122.08000000000038,37.730000000000274,4.14646661719233,Moderate
-122.07500000000039,37.730000000000274,0.0,Very Low
-122.07000000000039,37.730000000000274,3.678040140826016,Moderate
-122.0650000000004,37.730000000000274,2.9661617441907606,Moderate
-122.0600000000004,37.730000000000274,2.430720451041607,Moderate
-122.0550000000004,37.730000000000274,1.7302133938922937,Low
-122.05000000000041,37.730000000000274,2.607924744387513,Moderate
-122.04500000000041,37.730000000000274,1.5211737671615466,Low
-122.04000000000042,37.730000000000274,1.8658272594626186,Low
-122.03500000000042,37.730000000000274,1.054336106311662,Low
-122.03000000000043,37.730000000000274,3.8355470363434025,Moderate
-122.02500000000043,37.730000000000274,0.0,Very Low
-122.02000000000044,37.730000000000274,0.0,Very Low
-122.01500000000044,37.730000000000274,1.6631816256099734,Low
-122.01000000000045,37.730000000000274,3.3710065010164243,Moderate
-122.00500000000045,37.730000000000274,5.921676925994378,High
-122.00000000000045,37.730000000000274,6.0983682985772,High
-121.99500000000046,37.730000000000274,4.228585467972767,Moderate
-121.99000000000046,37.730000000000274,4.8610645409541515,Moderate
-121.98500000000047,37.730000000000274,2.2189388549555527,Moderate
-121.98000000000047,37.730000000000274,5.006710105296422,High
-121.97500000000048,37.730000000000274,4.054861401793652,Moderate
-121.97000000000048,37.730000000000274,5.837582270850019,High
-121.96500000000049,37.730000000000274,7.333100402072459,High
-121.96000000000049,37.730000000000274,3.3581023595333557,Moderate
-121.9550000000005,37.730000000000274,8.404803331899595,High
-121.9500000000005,37.730000000000274,3.160207823940696,Moderate
-121.9450000000005,37.730000000000274,0.0,Very Low
-121.94000000000051,37.730000000000274,1.6467543775314124,Low
-121.93500000000051,37.730000000000274,0.6200889880071104,Low
-121.93000000000052,37.730000000000274,1.2735626655326842,Low
-121.92500000000052,37.730000000000274,1.3727603822860024,Low
-121.92000000000053,37.730000000000274,0.4930223647870637,Low
-121.91500000000053,37.730000000000274,0.6070876374942938,Low
-121.91000000000054,37.730000000000274,0.3700901678327263,Low
-121.90500000000054,37.730000000000274,0.12435359836722752,Low
-121.90000000000055,37.730000000000274,0.6185055269745027,Low
-121.89500000000055,37.730000000000274,0.6611134091964983,Low
-121.89000000000055,37.730000000000274,1.1284227718258621,Low
-121.88500000000056,37.730000000000274,1.7118191367029116,Low
-121.88000000000056,37.730000000000274,1.6718072279124723,Low
-121.87500000000057,37.730000000000274,0.44645542930229576,Low
-121.87000000000057,37.730000000000274,0.5831285628771021,Low
-121.86500000000058,37.730000000000274,0.8239914174498804,Low
-121.86000000000058,37.730000000000274,1.6993003704756098,Low
-121.85500000000059,37.730000000000274,2.0687618353986807,Moderate
-121.85000000000059,37.730000000000274,3.457397832046651,Moderate
-121.8450000000006,37.730000000000274,1.1575648561204532,Low
-121.8400000000006,37.730000000000274,1.3445531139730464,Low
-121.8350000000006,37.730000000000274,1.5804507385866122,Low
-121.83000000000061,37.730000000000274,2.997515079222485,Moderate
-121.82500000000061,37.730000000000274,1.3436101065383532,Low
-121.82000000000062,37.730000000000274,0.7320349920354668,Low
-121.81500000000062,37.730000000000274,3.079711513624001,Moderate
-121.81000000000063,37.730000000000274,0.0,Very Low
-121.80500000000063,37.730000000000274,1.8692036468211364,Low
-121.80000000000064,37.730000000000274,0.0,Very Low
-122.5,37.73500000000028,1.3653382716555078,Low
-122.495,37.73500000000028,1.1050102394185612,Low
-122.49000000000001,37.73500000000028,0.0,Very Low
-122.48500000000001,37.73500000000028,1.9203614733074843,Low
-122.48000000000002,37.73500000000028,2.8665025270417894,Moderate
-122.47500000000002,37.73500000000028,2.5495727116187794,Moderate
-122.47000000000003,37.73500000000028,3.8692293131196274,Moderate
-122.46500000000003,37.73500000000028,3.3204314055280104,Moderate
-122.46000000000004,37.73500000000028,1.7933468065572282,Low
-122.45500000000004,37.73500000000028,4.280941319804037,Moderate
-122.45000000000005,37.73500000000028,2.604108244070918,Moderate
-122.44500000000005,37.73500000000028,1.8339222972180598,Low
-122.44000000000005,37.73500000000028,0.0,Very Low
-122.43500000000006,37.73500000000028,3.1829716140477635,Moderate
-122.43000000000006,37.73500000000028,0.0,Very Low
-122.42500000000007,37.73500000000028,1.5936695751911387,Low
-122.42000000000007,37.73500000000028,0.0,Very Low
-122.41500000000008,37.73500000000028,3.2773667617126123,Moderate
-122.41000000000008,37.73500000000028,0.7429939002490903,Low
-122.40500000000009,37.73500000000028,0.6144480993327402,Low
-122.40000000000009,37.73500000000028,0.529231737614162,Low
-122.3950000000001,37.73500000000028,0.6806762563260834,Low
-122.3900000000001,37.73500000000028,0.23055500696586692,Low
-122.3850000000001,37.73500000000028,0.2362383096541027,Low
-122.38000000000011,37.73500000000028,1.150193368949795,Low
-122.37500000000011,37.73500000000028,0.6419796447872423,Low
-122.37000000000012,37.73500000000028,1.7234274807320435,Low
-122.36500000000012,37.73500000000028,0.40442407531176994,Low
-122.36000000000013,37.73500000000028,0.6617674181616762,Low
-122.35500000000013,37.73500000000028,0.9314362885297305,Low
-122.35000000000014,37.73500000000028,1.1353753445419095,Low
-122.34500000000014,37.73500000000028,2.3452555623439673,Moderate
-122.34000000000015,37.73500000000028,0.8347719731556711,Low
-122.33500000000015,37.73500000000028,0.22639704810473132,Low
-122.33000000000015,37.73500000000028,0.9731858035664556,Low
-122.32500000000016,37.73500000000028,0.2731327578354579,Low
-122.32000000000016,37.73500000000028,1.1967714540981873,Low
-122.31500000000017,37.73500000000028,1.8248882930825034,Low
-122.31000000000017,37.73500000000028,2.056352318268565,Moderate
-122.30500000000018,37.73500000000028,0.9451600374003623,Low
-122.30000000000018,37.73500000000028,1.2624877146915479,Low
-122.29500000000019,37.73500000000028,2.0279490091269996,Moderate
-122.29000000000019,37.73500000000028,4.8038265588554365,Moderate
-122.2850000000002,37.73500000000028,1.6632934583210304,Low
-122.2800000000002,37.73500000000028,2.5537350283139317,Moderate
-122.2750000000002,37.73500000000028,2.4695133384296897,Moderate
-122.27000000000021,37.73500000000028,2.2799245620780133,Moderate
-122.26500000000021,37.73500000000028,0.8440217144539509,Low
-122.26000000000022,37.73500000000028,1.1702526145412813,Low
-122.25500000000022,37.73500000000028,0.0,Very Low
-122.25000000000023,37.73500000000028,3.768608284014399,Moderate
-122.24500000000023,37.73500000000028,4.855342164612245,Moderate
-122.24000000000024,37.73500000000028,5.474671441750083,High
-122.23500000000024,37.73500000000028,0.0,Very Low
-122.23000000000025,37.73500000000028,0.0,Very Low
-122.22500000000025,37.73500000000028,0.0,Very Low
-122.22000000000025,37.73500000000028,0.0,Very Low
-122.21500000000026,37.73500000000028,0.0,Very Low
-122.21000000000026,37.73500000000028,0.0,Very Low
-122.20500000000027,37.73500000000028,0.0,Very Low
-122.20000000000027,37.73500000000028,0.0,Very Low
-122.19500000000028,37.73500000000028,0.0,Very Low
-122.19000000000028,37.73500000000028,0.0,Very Low
-122.18500000000029,37.73500000000028,0.0,Very Low
-122.18000000000029,37.73500000000028,0.0,Very Low
-122.1750000000003,37.73500000000028,0.0,Very Low
-122.1700000000003,37.73500000000028,0.0,Very Low
-122.1650000000003,37.73500000000028,0.0,Very Low
-122.16000000000031,37.73500000000028,0.0,Very Low
-122.15500000000031,37.73500000000028,0.0,Very Low
-122.15000000000032,37.73500000000028,2.0397999951032086,Moderate
-122.14500000000032,37.73500000000028,0.0,Very Low
-122.14000000000033,37.73500000000028,1.3527746395869489,Low
-122.13500000000033,37.73500000000028,0.0,Very Low
-122.13000000000034,37.73500000000028,0.0,Very Low
-122.12500000000034,37.73500000000028,0.0,Very Low
-122.12000000000035,37.73500000000028,3.012072801847529,Moderate
-122.11500000000035,37.73500000000028,3.5329062513352607,Moderate
-122.11000000000035,37.73500000000028,3.916371433134826,Moderate
-122.10500000000036,37.73500000000028,4.364896727800995,Moderate
-122.10000000000036,37.73500000000028,8.354818228395224,High
-122.09500000000037,37.73500000000028,4.241910842898965,Moderate
-122.09000000000037,37.73500000000028,0.0,Very Low
-122.08500000000038,37.73500000000028,4.152720217555981,Moderate
-122.08000000000038,37.73500000000028,4.230638835905563,Moderate
-122.07500000000039,37.73500000000028,3.8594620718476067,Moderate
-122.07000000000039,37.73500000000028,6.407503699644866,High
-122.0650000000004,37.73500000000028,2.205323370614967,Moderate
-122.0600000000004,37.73500000000028,2.7067637215632936,Moderate
-122.0550000000004,37.73500000000028,3.909580992693192,Moderate
-122.05000000000041,37.73500000000028,2.625677627860071,Moderate
-122.04500000000041,37.73500000000028,2.145097847788585,Moderate
-122.04000000000042,37.73500000000028,2.9682896254597906,Moderate
-122.03500000000042,37.73500000000028,5.396662967364619,High
-122.03000000000043,37.73500000000028,0.0,Very Low
-122.02500000000043,37.73500000000028,2.46114873188863,Moderate
-122.02000000000044,37.73500000000028,6.613280801276195,High
-122.01500000000044,37.73500000000028,3.6363749830461742,Moderate
-122.01000000000045,37.73500000000028,3.198350420331957,Moderate
-122.00500000000045,37.73500000000028,2.680612133679511,Moderate
-122.00000000000045,37.73500000000028,2.4722375183428245,Moderate
-121.99500000000046,37.73500000000028,6.705657739459104,High
-121.99000000000046,37.73500000000028,6.247185773041316,High
-121.98500000000047,37.73500000000028,0.0,Very Low
-121.98000000000047,37.73500000000028,0.0,Very Low
-121.97500000000048,37.73500000000028,4.711993651345033,Moderate
-121.97000000000048,37.73500000000028,3.0204943390724193,Moderate
-121.96500000000049,37.73500000000028,6.379093500255073,High
-121.96000000000049,37.73500000000028,5.118696187510222,High
-121.9550000000005,37.73500000000028,3.690487687146341,Moderate
-121.9500000000005,37.73500000000028,2.5163116041885276,Moderate
-121.9450000000005,37.73500000000028,2.6272980763016904,Moderate
-121.94000000000051,37.73500000000028,2.225813215588679,Moderate
-121.93500000000051,37.73500000000028,2.6874517172329875,Moderate
-121.93000000000052,37.73500000000028,1.5799205545360193,Low
-121.92500000000052,37.73500000000028,1.5138705888422281,Low
-121.92000000000053,37.73500000000028,1.1829880100905215,Low
-121.91500000000053,37.73500000000028,0.5346215226121328,Low
-121.91000000000054,37.73500000000028,0.6273875132416538,Low
-121.90500000000054,37.73500000000028,1.0601242846258745,Low
-121.90000000000055,37.73500000000028,0.9529096852249054,Low
-121.89500000000055,37.73500000000028,0.2495434287384795,Low
-121.89000000000055,37.73500000000028,0.5356844745125255,Low
-121.88500000000056,37.73500000000028,1.2965228668073077,Low
-121.88000000000056,37.73500000000028,1.0334280634410529,Low
-121.87500000000057,37.73500000000028,0.5888738348815423,Low
-121.87000000000057,37.73500000000028,1.6319440533835823,Low
-121.86500000000058,37.73500000000028,1.2658181662060652,Low
-121.86000000000058,37.73500000000028,1.294659794048452,Low
-121.85500000000059,37.73500000000028,1.9420052969521437,Low
-121.85000000000059,37.73500000000028,2.7431351429709996,Moderate
-121.8450000000006,37.73500000000028,2.2155776905500466,Moderate
-121.8400000000006,37.73500000000028,3.3162454618713264,Moderate
-121.8350000000006,37.73500000000028,2.1644010325058805,Moderate
-121.83000000000061,37.73500000000028,0.41406481464863976,Low
-121.82500000000061,37.73500000000028,2.0691240003599884,Moderate
-121.82000000000062,37.73500000000028,0.4651974763753812,Low
-121.81500000000062,37.73500000000028,3.410162368951408,Moderate
-121.81000000000063,37.73500000000028,2.3516900666245,Moderate
-121.80500000000063,37.73500000000028,1.3908072825324613,Low
-121.80000000000064,37.73500000000028,0.9050048943278263,Low
