Dataset,Parameter,Mix_ID,Temperature_C,Data_Type,Mean_Value,Std_Value,CoV,Rubber_Content
poissons_ratio,Poissons_Ratio,R10L,410,Validation,0.2075,0.0166,0.08,10.0
poissons_ratio,Poissons_Ratio,R10L,420,Calibration,0.2081,0.0166,0.07976934166266218,10.0
poissons_ratio,Poissons_Ratio,R10L,430,Validation,0.2086,0.0167,0.0800575263662512,10.0
poissons_ratio,Poissons_Ratio,R10L,440,Validation,0.2092,0.0167,0.07982791586998088,10.0
poissons_ratio,Poissons_Ratio,R10L,450,Validation,0.2098,0.0168,0.08007626310772165,10.0
poissons_ratio,Poissons_Ratio,R10L,460,Calibration,0.2103,0.0168,0.07988587731811697,10.0
poissons_ratio,Poissons_Ratio,R10L,470,Calibration,0.2109,0.0169,0.08013276434329066,10.0
poissons_ratio,Poissons_Ratio,R10L,480,Calibration,0.2115,0.0169,0.07990543735224585,10.0
poissons_ratio,Poissons_Ratio,R10L,490,Validation,0.212,0.017,0.08018867924528303,10.0
poissons_ratio,Poissons_Ratio,R10L,500,Validation,0.2126,0.017,0.0799623706491063,10.0
poissons_ratio,Poissons_Ratio,R10L,510,Calibration,0.2132,0.0171,0.08020637898686679,10.0
poissons_ratio,Poissons_Ratio,R10L,520,Calibration,0.2137,0.0171,0.08001871782873186,10.0
poissons_ratio,Poissons_Ratio,R10L,530,Calibration,0.2143,0.0171,0.07979468035464303,10.0
poissons_ratio,Poissons_Ratio,R10L,540,Validation,0.2148,0.0172,0.08007448789571694,10.0
poissons_ratio,Poissons_Ratio,R10L,550,Validation,0.2154,0.0172,0.0798514391829155,10.0
poissons_ratio,Poissons_Ratio,R10L,560,Calibration,0.216,0.0173,0.08009259259259259,10.0
poissons_ratio,Poissons_Ratio,R10L,570,Calibration,0.2165,0.0173,0.07990762124711316,10.0
poissons_ratio,Poissons_Ratio,R10L,580,Validation,0.2171,0.0174,0.08014739751266697,10.0
poissons_ratio,Poissons_Ratio,R10L,590,Validation,0.2177,0.0174,0.07992650436380339,10.0
poissons_ratio,Poissons_Ratio,R10L,600,Calibration,0.2182,0.0175,0.08020164986251146,10.0
poissons_ratio,Poissons_Ratio,R10L,610,Calibration,0.2188,0.0175,0.07998171846435101,10.0
poissons_ratio,Poissons_Ratio,R10L,620,Calibration,0.2194,0.0175,0.07976298997265269,10.0
poissons_ratio,Poissons_Ratio,R10L,630,Calibration,0.2199,0.0176,0.08003638017280582,10.0
poissons_ratio,Poissons_Ratio,R10L,640,Calibration,0.2205,0.0176,0.07981859410430839,10.0
poissons_ratio,Poissons_Ratio,R10L,650,Calibration,0.2211,0.0177,0.08005427408412484,10.0
poissons_ratio,Poissons_Ratio,R10L,660,Validation,0.2216,0.0177,0.07987364620938629,10.0
poissons_ratio,Poissons_Ratio,R10L,670,Calibration,0.2222,0.0178,0.0801080108010801,10.0
poissons_ratio,Poissons_Ratio,R10L,680,Validation,0.2228,0.0178,0.07989228007181329,10.0
poissons_ratio,Poissons_Ratio,R10L,690,Calibration,0.2233,0.0179,0.08016121809225257,10.0
poissons_ratio,Poissons_Ratio,R10L,700,Calibration,0.2239,0.0179,0.07994640464493077,10.0
poissons_ratio,Poissons_Ratio,R10L,710,Calibration,0.2244,0.018,0.08021390374331551,10.0
poissons_ratio,Poissons_Ratio,R10L,720,Calibration,0.225,0.018,0.07999999999999999,10.0
poissons_ratio,Poissons_Ratio,R10L,730,Validation,0.2256,0.018,0.07978723404255318,10.0
poissons_ratio,Poissons_Ratio,R10L,740,Validation,0.2261,0.0181,0.08005307386112341,10.0
poissons_ratio,Poissons_Ratio,R10L,750,Calibration,0.2267,0.0181,0.07984119982355536,10.0
poissons_ratio,Poissons_Ratio,R10L,760,Calibration,0.2273,0.0182,0.08007039155301364,10.0
poissons_ratio,Poissons_Ratio,R10L,770,Validation,0.2278,0.0182,0.07989464442493416,10.0
poissons_ratio,Poissons_Ratio,R10L,780,Calibration,0.2284,0.0183,0.08012259194395797,10.0
poissons_ratio,Poissons_Ratio,R10L,790,Calibration,0.229,0.0183,0.07991266375545851,10.0
poissons_ratio,Poissons_Ratio,R10L,800,Validation,0.2295,0.0184,0.08017429193899782,10.0
fracture_properties,Fracture_Toughness_MPa_m05,C,20,Calibration,1.2,0.216,0.18,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,30,Calibration,1.2008,0.2161,0.1799633577614923,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,40,Calibration,1.2015,0.2163,0.18002496878901372,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,50,Validation,1.2023,0.2164,0.17998835565166765,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,60,Calibration,1.2031,0.2166,0.18003490981630785,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,70,Calibration,1.2038,0.2167,0.18001329124439278,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,80,Validation,1.2046,0.2168,0.17997675576955008,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,90,Calibration,1.2054,0.217,0.1800232288037166,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,100,Validation,1.2062,0.2171,0.17998673520145914,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,110,Calibration,1.2069,0.2172,0.1799652000994283,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,120,Validation,1.2077,0.2174,0.1800115922828517,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,130,Calibration,1.2085,0.2175,0.1799751758378155,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,140,Calibration,1.2092,0.2177,0.18003638769434335,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,150,Calibration,1.21,0.2178,0.18,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,160,Calibration,1.2108,0.2179,0.1799636603898249,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,170,Validation,1.2115,0.2181,0.18002476269087905,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,180,Validation,1.2123,0.2182,0.17998845170337377,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,190,Calibration,1.2131,0.2184,0.18003462204270052,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,200,Calibration,1.2138,0.2185,0.18001318174328554,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,210,Validation,1.2146,0.2186,0.17997694714309237,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,220,Validation,1.2154,0.2188,0.1800230376830673,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,230,Calibration,1.2162,0.2189,0.17998684426903472,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,240,Calibration,1.2169,0.219,0.17996548607116442,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,250,Calibration,1.2177,0.2192,0.18001149708466782,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,260,Calibration,1.2185,0.2193,0.17997537956503898,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,270,Calibration,1.2192,0.2195,0.18003608923884515,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,280,Calibration,1.22,0.2196,0.18,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,290,Calibration,1.2208,0.2197,0.17996395806028834,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,300,Validation,1.2215,0.2199,0.1800245599672534,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,310,Calibration,1.2021,0.2164,0.18001830130604776,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,320,Calibration,1.1831,0.213,0.18003549995773813,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,330,Calibration,1.1643,0.2096,0.1800223310143434,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,340,Calibration,1.1458,0.2062,0.1799615988828766,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,350,Calibration,1.1276,0.203,0.180028378857751,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,360,Calibration,1.1097,0.1998,0.18004866180048665,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,370,Calibration,1.0921,0.1966,0.180020144675396,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,380,Calibration,1.0748,0.1935,0.1800334946036472,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,390,Calibration,1.0577,0.1904,0.1800132362673726,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,400,Calibration,1.0409,0.1874,0.18003650686905565,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,410,Validation,1.0244,0.1844,0.18000780944943381,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,420,Calibration,1.0081,0.1815,0.1800416625334788,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,430,Validation,0.9921,0.1786,0.18002217518395325,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,440,Calibration,0.9764,0.1758,0.180049160180254,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,450,Calibration,0.9609,0.173,0.18003954625871577,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,460,Calibration,0.9456,0.1702,0.17999153976311336,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,470,Calibration,0.9306,0.1675,0.17999140339565872,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,480,Validation,0.9159,0.1649,0.1800414892455508,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,490,Validation,0.9013,0.1622,0.17996227671141685,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,500,Validation,0.887,0.1597,0.18004509582863587,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,510,Calibration,0.8729,0.1571,0.1799747966548287,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,520,Calibration,0.8591,0.1546,0.17995576766383423,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,530,Calibration,0.8454,0.1522,0.18003312041637093,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,540,Calibration,0.832,0.1498,0.18004807692307692,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,550,Calibration,0.8188,0.1474,0.18001954079140206,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,560,Calibration,0.8058,0.145,0.17994539587987093,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,570,Calibration,0.793,0.1427,0.1799495586380832,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,580,Calibration,0.7804,0.1405,0.18003587903639162,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,590,Validation,0.7681,0.1383,0.18005468038015884,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,600,Validation,0.7559,0.1361,0.18005027119989417,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,610,Validation,0.7439,0.1339,0.17999731146659495,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,620,Calibration,0.7321,0.1318,0.1800300505395438,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,630,Calibration,0.7204,0.1297,0.1800388672959467,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,640,Calibration,0.709,0.1276,0.17997179125528914,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,650,Validation,0.6978,0.1256,0.17999426769848093,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,660,Calibration,0.6867,0.1236,0.17999126256006992,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,670,Calibration,0.6758,0.1216,0.17993489197987572,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,680,Validation,0.6651,0.1197,0.17997293640054127,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,690,Calibration,0.6545,0.1178,0.17998472116119177,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,700,Calibration,0.6441,0.1159,0.17994100294985252,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,710,Calibration,0.6339,0.1141,0.1799968449282221,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,720,Calibration,0.6238,0.1123,0.18002564924655337,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,730,Calibration,0.6139,0.1105,0.17999674214041375,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,740,Calibration,0.6042,0.1088,0.18007282356835486,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,750,Calibration,0.5946,0.107,0.17995290951900436,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,760,Calibration,0.5851,0.1053,0.17996923602802942,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,770,Validation,0.5759,0.1037,0.18006598367772184,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,780,Calibration,0.5667,0.102,0.17998941238750663,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,790,Calibration,0.5577,0.1004,0.18002510310202618,0.0
fracture_properties,Fracture_Toughness_MPa_m05,C,800,Calibration,0.5489,0.0988,0.17999635634906175,0.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,20,Validation,1.23,0.2214,0.18000000000000002,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,30,Calibration,1.2308,0.2215,0.17996425089372767,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,40,Calibration,1.2316,0.2217,0.18000974342318934,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,50,Validation,1.2325,0.2218,0.17995943204868156,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,60,Validation,1.2333,0.222,0.18000486499635124,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,70,Calibration,1.2341,0.2221,0.17996920832995705,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,80,Validation,1.2349,0.2223,0.18001457607903473,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,90,Calibration,1.2357,0.2224,0.17997895929432708,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,100,Calibration,1.2366,0.2226,0.18000970402717129,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,110,Calibration,1.2374,0.2227,0.17997413932438985,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,120,Calibration,1.2382,0.2229,0.1800193829752867,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,130,Validation,1.239,0.223,0.17998385794995964,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,140,Calibration,1.2398,0.2232,0.18002903694144218,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,150,Calibration,1.2407,0.2233,0.17997904408801485,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,160,Validation,1.2415,0.2235,0.18002416431735804,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,170,Validation,1.2423,0.2236,0.17998873058037512,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,180,Calibration,1.2431,0.2238,0.1800337865014882,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,190,Calibration,1.2439,0.2239,0.1799983921537101,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,200,Calibration,1.2448,0.2241,0.1800289203084833,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,210,Validation,1.2456,0.2242,0.17999357739242133,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,220,Calibration,1.2464,0.2244,0.1800385109114249,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,230,Validation,1.2472,0.2245,0.18000320718409235,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,240,Calibration,1.248,0.2246,0.17996794871794872,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,250,Calibration,1.2489,0.2248,0.1799983985907599,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,260,Calibration,1.2497,0.2249,0.1799631911658798,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,270,Calibration,1.2505,0.2251,0.1800079968012795,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,280,Calibration,1.2513,0.2252,0.17997282825861105,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,290,Validation,1.2521,0.2254,0.18001757048159092,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,300,Calibration,1.253,0.2255,0.17996807661612133,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,310,Calibration,1.2331,0.222,0.18003406049793202,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,320,Validation,1.2135,0.2184,0.1799752781211372,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,330,Calibration,1.1942,0.215,0.1800368447496232,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,340,Validation,1.1753,0.2116,0.18003913894324855,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,350,Calibration,1.1566,0.2082,0.18001037523776586,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,360,Calibration,1.1383,0.2049,0.180005271018185,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,370,Calibration,1.1202,0.2016,0.17996786288162828,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,380,Calibration,1.1024,0.1984,0.1799709724238026,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,390,Validation,1.0849,0.1953,0.1800165913909116,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,400,Calibration,1.0677,0.1922,0.18001311229746184,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,410,Calibration,1.0508,0.1891,0.17995812714122572,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,420,Calibration,1.0341,0.1861,0.17996325307030267,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,430,Calibration,1.0177,0.1832,0.18001375650977694,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,440,Validation,1.0015,0.1803,0.18002995506739888,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,450,Calibration,0.9856,0.1774,0.1799918831168831,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,460,Calibration,0.97,0.1746,0.18000000000000002,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,470,Validation,0.9546,0.1718,0.17997066834276138,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,480,Calibration,0.9394,0.1691,0.18000851607408985,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,490,Validation,0.9245,0.1664,0.1799891833423472,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,500,Calibration,0.9098,0.1638,0.18003956913607386,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,510,Calibration,0.8954,0.1612,0.18003127094036186,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,520,Calibration,0.8812,0.1586,0.17998184294144348,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,530,Validation,0.8672,0.1561,0.18000461254612546,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,540,Validation,0.8534,0.1536,0.17998593859854697,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,550,Calibration,0.8399,0.1512,0.1800214311227527,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,560,Calibration,0.8266,0.1488,0.1800145172997822,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,570,Calibration,0.8134,0.1464,0.17998524711089256,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,580,Calibration,0.8005,0.1441,0.18001249219237977,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,590,Calibration,0.7878,0.1418,0.17999492256918,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,600,Validation,0.7753,0.1396,0.1800593318715336,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,610,Calibration,0.763,0.1373,0.17994757536041942,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,620,Calibration,0.7509,0.1352,0.1800506059395392,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,630,Calibration,0.739,0.133,0.1799729364005413,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,640,Calibration,0.7272,0.1309,0.180005500550055,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,650,Calibration,0.7157,0.1288,0.17996367192957943,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,660,Calibration,0.7043,0.1268,0.18003691608689476,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,670,Validation,0.6932,0.1248,0.1800346220427005,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,680,Calibration,0.6822,0.1228,0.1800058633831721,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,690,Calibration,0.6713,0.1208,0.17994935200357515,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,700,Calibration,0.6607,0.1189,0.17996064779779025,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,710,Validation,0.6502,0.117,0.17994463242079362,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,720,Validation,0.6399,0.1152,0.18002812939521798,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,730,Calibration,0.6297,0.1133,0.179926949340956,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,740,Validation,0.6197,0.1115,0.17992577053412942,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,750,Calibration,0.6099,0.1098,0.18002951303492376,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,760,Calibration,0.6002,0.108,0.17994001999333556,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,770,Calibration,0.5907,0.1063,0.17995598442525818,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,780,Calibration,0.5813,0.1046,0.17994151040770684,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,790,Calibration,0.5721,0.103,0.18003845481559166,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R5S,800,Validation,0.563,0.1013,0.1799289520426288,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,20,Validation,1.23,0.2214,0.18000000000000002,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,30,Calibration,1.2309,0.2216,0.18003087171987975,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,40,Calibration,1.2317,0.2217,0.17999512868393278,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,50,Calibration,1.2326,0.2219,0.18002596138244362,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,60,Calibration,1.2334,0.222,0.17999027079617316,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,70,Calibration,1.2343,0.2222,0.1800210645710119,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,80,Calibration,1.2351,0.2223,0.17998542628127276,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,90,Calibration,1.236,0.2225,0.18001618122977348,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,100,Validation,1.2368,0.2226,0.17998059508408798,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,110,Calibration,1.2377,0.2228,0.1800113113032237,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,120,Calibration,1.2385,0.2229,0.17997577714977794,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,130,Validation,1.2394,0.2231,0.18000645473616264,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,140,Calibration,1.2402,0.2232,0.1799709724238026,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,150,Calibration,1.2411,0.2234,0.18000161147369267,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,160,Calibration,1.2419,0.2235,0.17996618085192045,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,170,Calibration,1.2428,0.2237,0.17999678146121664,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,180,Validation,1.2436,0.2239,0.18004181408813122,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,190,Calibration,1.2445,0.224,0.17999196464443554,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,200,Calibration,1.2453,0.2242,0.18003693889022726,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,210,Validation,1.2462,0.2243,0.1799871609693468,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,220,Validation,1.247,0.2245,0.18003207698476342,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,230,Validation,1.2479,0.2246,0.17998237038224216,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,240,Calibration,1.2487,0.2248,0.18002722831745016,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,250,Calibration,1.2496,0.2249,0.1799775928297055,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,260,Validation,1.2504,0.2251,0.18002239283429303,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,270,Validation,1.2513,0.2252,0.17997282825861105,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,280,Calibration,1.2521,0.2254,0.18001757048159092,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,290,Calibration,1.253,0.2255,0.17996807661612133,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,300,Calibration,1.2538,0.2257,0.18001276120593396,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,310,Validation,1.2339,0.2221,0.1799983791231056,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,320,Calibration,1.2144,0.2186,0.18000658761528326,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,330,Calibration,1.1951,0.2151,0.1799849384988704,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,340,Calibration,1.1761,0.2117,0.18000170053566875,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,350,Calibration,1.1574,0.2083,0.17997235182305168,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,360,Validation,1.1391,0.205,0.17996664033008514,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,370,Calibration,1.121,0.2018,0.1800178412132025,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,380,Validation,1.1032,0.1986,0.18002175489485134,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,390,Validation,1.0857,0.1954,0.1799760523164778,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,400,Calibration,1.0685,0.1923,0.1799719232569022,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,410,Calibration,1.0515,0.1893,0.18002853067047073,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,420,Calibration,1.0348,0.1863,0.18003478933127176,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,430,Validation,1.0184,0.1833,0.17998821681068342,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,440,Calibration,1.0022,0.1804,0.1800039912193175,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,450,Calibration,0.9863,0.1775,0.17996552772989963,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,460,Validation,0.9707,0.1747,0.17997321520552179,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,470,Calibration,0.9552,0.1719,0.17996231155778894,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,480,Validation,0.9401,0.1692,0.17998085310073395,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,490,Calibration,0.9252,0.1665,0.17996108949416342,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,500,Calibration,0.9105,0.1639,0.1800109829763866,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,510,Calibration,0.896,0.1613,0.1800223214285714,10.0
fracture_properties,Fracture_Toughness_MPa_m05,R10S,520,Validation,0.8818,0.1587,0.17997278294397823,10.0
