Parameter,Mix_ID,Rubber_Content,Overall_Mean,Overall_Std,CoV_Mean,CI_95_Lower,CI_95_Upper,CI_99_Lower,CI_99_Upper,Temperature_Range_C,Temperature_Variability,Min_Value,Max_Value,Data_Points
Ultimate_Autogenous_Shrinkage,R5S,10.0,0.0001797721518987342,4.5781492584789534e-05,0.2546639849456677,9.004042643254672e-05,0.0002695038773649217,6.16559010299772e-05,0.0002978884027674912,780,0.6563864244472608,0.000115,0.000233,79
Ultimate_Autogenous_Shrinkage,R10S,10.0,0.0001797721518987342,4.5781492584789534e-05,0.2546639849456677,9.004042643254672e-05,0.0002695038773649217,6.16559010299772e-05,0.0002978884027674912,780,0.6563864244472608,0.000115,0.000233,79
Ultimate_Autogenous_Shrinkage,R15S,15.0,0.0001768227848101266,4.504149423067185e-05,0.2547267552597234,8.854145611800977e-05,0.0002651041135022434,6.061572969499322e-05,0.00029302983992526,780,0.6560240532607918,0.000113,0.000229,79
Ultimate_Autogenous_Shrinkage,R20S,20.0,0.0001738227848101266,4.4277570971534114e-05,0.2547282338152632,8.703874570591973e-05,0.0002606068239143335,5.9586651703568574e-05,0.0002880589179166846,780,0.6673463443052722,0.00011,0.000226,79
Ultimate_Autogenous_Shrinkage,R10L,10.0,0.00017920253164556958,4.564445284970965e-05,0.25470875009727084,8.973940406013868e-05,0.0002686656592310005,6.143984329331869e-05,0.00029696521999782047,780,0.6528925619834712,0.000115,0.000232,79
Ultimate_Drying_Shrinkage,C,0.0,0.0006818987341772152,0.00013869271197301748,0.20339194813195435,0.000410061018710101,0.0009537364496443295,0.00032407153728683015,0.0010397259310676002,780,0.6232596992760349,0.00045,0.000875,79
Ultimate_Drying_Shrinkage,R5S,10.0,0.0006621645569620251,0.00013469823939533335,0.20342109522340115,0.00039815600774717176,0.0009261731061768785,0.0003146430993220651,0.001009686014601985,780,0.6297528244537479,0.000434,0.000851,79
Ultimate_Drying_Shrinkage,R10S,10.0,0.0006621645569620251,0.00013469823939533335,0.20342109522340115,0.00039815600774717176,0.0009261731061768785,0.0003146430993220651,0.001009686014601985,780,0.6297528244537479,0.000434,0.000851,79
Ultimate_Drying_Shrinkage,R15S,15.0,0.0006523291139240506,0.0001327373865851982,0.20348223580996347,0.0003921638362170622,0.000912494391631039,0.0003098666565342393,0.000994791571313862,780,0.6346489696122949,0.000426,0.00084,79
Ultimate_Drying_Shrinkage,R20S,20.0,0.0006425189873417723,0.0001307371965316758,0.20347600476767444,0.0003862740821396877,0.0008987638925438569,0.0003052170202900487,0.0009798209543934958,780,0.6365570637719418,0.000419,0.000828,79
Ultimate_Drying_Shrinkage,R10L,10.0,0.0006602405063291139,0.00013437360019877325,0.2035221997297319,0.0003968682499395184,0.0009236127627187095,0.0003135566178162789,0.0010069243948419488,780,0.6300734293218813,0.000433,0.000849,79
Shrinkage_Time_Constant_days,C,0.0,24.1873417721519,4.369760877506032,0.1806631302716017,15.622610452240078,32.752073092063725,12.913358708186337,35.46132483611746,780,0.3018107598911451,20.7,28.0,79
Shrinkage_Time_Constant_days,R5S,10.0,24.803797468354432,4.479277179482524,0.18058836293907596,16.024414196568685,33.58318074014018,13.24726234528952,36.36033259141934,780,0.2983414136259249,21.3,28.7,79
Shrinkage_Time_Constant_days,R10S,10.0,24.803797468354432,4.479277179482524,0.18058836293907596,16.024414196568685,33.58318074014018,13.24726234528952,36.36033259141934,780,0.2983414136259249,21.3,28.7,79
Shrinkage_Time_Constant_days,R15S,15.0,25.10126582278481,4.53386693310342,0.18062303969499252,16.214886633902108,33.98764501166751,13.403889135377987,36.798642510191634,780,0.30277357539082206,21.5,29.1,79
Shrinkage_Time_Constant_days,R20S,20.0,25.40126582278481,4.593707859532882,0.1808456275990919,16.397598418100362,34.40493322746926,13.549499545189974,37.25303210037965,780,0.29919768774605066,21.8,29.4,79
Shrinkage_Time_Constant_days,R10L,10.0,24.851898734177215,4.491919608825597,0.18074754194327008,16.047736300879045,33.656061167475386,13.262746143407174,36.44105132494725,780,0.3017878062445882,21.3,28.8,79
Humidity_Factor,C,0.0,0.7703924050632911,0.07720784048858895,0.10021884948651069,0.6190650377056568,0.9217197724209254,0.5711961766027316,0.9695886335238506,780,0.19989812852237068,0.696,0.85,79
Humidity_Factor,R5S,10.0,0.7665316455696203,0.07680280519665901,0.10019521782376745,0.6159981473841686,0.917065143755072,0.56838040816224,0.9646828829770006,780,0.200904947486624,0.692,0.846,79
Humidity_Factor,R10S,10.0,0.7665316455696203,0.07680280519665901,0.10019521782376745,0.6159981473841686,0.917065143755072,0.56838040816224,0.9646828829770006,780,0.200904947486624,0.692,0.846,79
Humidity_Factor,R15S,15.0,0.7645822784810128,0.07662492901683789,0.10021802907735161,0.6143974176080105,0.9147671393540151,0.5668899616175711,0.9622745953444545,780,0.20010926790503625,0.691,0.844,79
Humidity_Factor,R20S,20.0,0.7626835443037975,0.0764351301034024,0.100218669557339,0.6128706893011288,0.9124963993064662,0.5654809086370193,0.9598861799705757,780,0.20060744871539538,0.689,0.842,79
Humidity_Factor,R10L,10.0,0.766227848101266,0.07673940779586953,0.10015220405527146,0.6158186088213617,0.9166370873811702,0.5682401759879225,0.9642155202146094,780,0.19967950835921494,0.692,0.845,79
Instantaneous_Thermal_Strain,C,0.0,0.005151607594936708,0.0006038485671303,0.11721555960974135,0.00396806440336132,0.006335150786512096,0.003593678291740534,0.006709536898132883,780,2.0964329679564204,0.0,0.0108,79
Instantaneous_Thermal_Strain,R5S,10.0,0.005475645569620252,0.0006420029314969153,0.11724698454897248,0.004217319823886298,0.006733971315354206,0.0038192780063582106,0.007132013132882294,780,2.1002089806184348,0.0,0.0115,79
Instantaneous_Thermal_Strain,R10S,10.0,0.005475645569620252,0.0006420029314969153,0.11724698454897248,0.004217319823886298,0.006733971315354206,0.0038192780063582106,0.007132013132882294,780,2.1002089806184348,0.0,0.0115,79
Instantaneous_Thermal_Strain,R15S,15.0,0.00563606329113924,0.0006608827166675442,0.11725963363586668,0.004340733166470853,0.006931393415807626,0.003930985882136976,0.007341140700141503,780,2.0936599520717625,0.0,0.0118,79
Instantaneous_Thermal_Strain,R20S,20.0,0.005801544303797468,0.0006804727078112313,0.11729165066718875,0.004467817796487455,0.007135270811107481,0.004045924717644491,0.0075571638899504445,780,2.102888362330414,0.0,0.0122,79
Instantaneous_Thermal_Strain,R10L,10.0,0.005507822784810127,0.0006457876550717255,0.11724917091608783,0.004242078980869545,0.00677356658875071,0.0038416906347250755,0.007173954934895179,780,2.087939363574938,0.0,0.0115,79
Time_Dependent_Thermal_Strain,C,0.0,0.0005576835443037974,0.0001886952817827955,0.3383554772417743,0.00018784079200951818,0.0009275262965980765,7.084971730418491e-05,0.00104451737130341,780,2.8869419161540737,0.0,0.00161,79
Time_Dependent_Thermal_Strain,R5S,10.0,0.0005928898734177214,0.00020074071506185362,0.3385801041004144,0.0001994380718964883,0.0009863416749389545,7.497882855813905e-05,0.0011108009182773037,780,2.9010446578974904,0.0,0.00172,79
Time_Dependent_Thermal_Strain,R10S,10.0,0.0005928898734177214,0.00020074071506185362,0.3385801041004144,0.0001994380718964883,0.0009863416749389545,7.497882855813905e-05,0.0011108009182773037,780,2.9010446578974904,0.0,0.00172,79
Time_Dependent_Thermal_Strain,R15S,15.0,0.0006106265822784809,0.0002067516283437323,0.3385893021104044,0.00020539339072476564,0.0010158597738321963,7.720738115165162e-05,0.0011440457834053102,780,2.8986618849697865,0.0,0.00177,79
Time_Dependent_Thermal_Strain,R20S,20.0,0.0006284139240506329,0.00021281488300957654,0.3386539904109915,0.00021129675335186286,0.001045531094749403,7.935152588592538e-05,0.0011774763222153403,780,2.8961802569055712,0.0,0.00182,79
Time_Dependent_Thermal_Strain,R10L,10.0,0.0005965632911392405,0.00020193535687053511,0.3384977920530523,0.00020076999167299166,0.0009923565906054892,7.557007041325981e-05,0.0011175565118652212,780,2.899943770754427,0.0,0.00173,79
Total_Thermal_Strain,C,0.0,0.005708696202531646,0.000813033444592113,0.14242016315941905,0.0041151506511311045,0.007302241753932188,0.0036110699154839943,0.007806322489579298,780,2.1721246953903326,0.0,0.0124,79
Total_Thermal_Strain,R5S,10.0,0.006075772151898734,0.0008647347556302664,0.14232507967897198,0.004380892030863412,0.007770652272934057,0.003844756482372647,0.008306787821424822,780,2.172563366431521,0.0,0.0132,79
Total_Thermal_Strain,R10S,10.0,0.006075772151898734,0.0008647347556302664,0.14232507967897198,0.004380892030863412,0.007770652272934057,0.003844756482372647,0.008306787821424822,780,2.172563366431521,0.0,0.0132,79
Total_Thermal_Strain,R15S,15.0,0.0062478354430379746,0.0008900607998717585,0.1424590657014762,0.004503316275289328,0.007992354610786621,0.003951478579368837,0.008544192306707112,780,2.17675387324015,0.0,0.0136,79
Total_Thermal_Strain,R20S,20.0,0.006429518987341771,0.0009162239316408366,0.14250271807963685,0.004633720081325732,0.00822531789335781,0.004065661243708413,0.00879337673097513,780,2.1774568249293216,0.0,0.014,79
Total_Thermal_Strain,R10L,10.0,0.006099088607594936,0.000869650254085158,0.14258691913447846,0.004394574109588026,0.007803603105601846,0.0038553909520552283,0.008342786263134644,780,2.1806536772458225,0.0,0.0133,79
Damage_Level,C,0.0,0.1894620253164557,0.052803164462134185,0.27870051728803075,0.0859678229706727,0.2929562276622387,0.053229861004149504,0.3256941896287619,780,2.6691364623350595,0.0,0.5057,79
Damage_Level,R5S,10.0,0.19567594936708863,0.05436425202956606,0.2778279712218417,0.08912201538913915,0.3022298833450381,0.05541617913080818,0.3359357196033691,780,2.6477449153858093,0.0,0.5181,79
Damage_Level,R10S,10.0,0.19567594936708863,0.05436425202956606,0.2778279712218417,0.08912201538913915,0.3022298833450381,0.05541617913080818,0.3359357196033691,780,2.6477449153858093,0.0,0.5181,79
Damage_Level,R15S,15.0,0.19881518987341773,0.05514825587978534,0.2773845193362605,0.09072460834903846,0.306905771397797,0.05653268970357153,0.34109769004326396,780,2.6371224469006265,0.0,0.5243,79
Damage_Level,R20S,20.0,0.20196835443037975,0.05593769929601722,0.276962692763333,0.092330463810186,0.3116062450505735,0.05764909024665532,0.3462876186141042,780,2.626153990786876,0.0,0.5304,79
Damage_Level,R10L,10.0,0.19629873417721516,0.05452258503116862,0.2777531157279219,0.08943446751612466,0.30316300083830566,0.055630464796800116,0.3369670035576302,780,2.645457711057804,0.0,0.5193,79
Damage_Rate_per_C,C,0.0,0.0006338481012658228,0.00020717044899480443,0.3268455779564155,0.00022779402123600609,0.0010399021812956394,9.934834285922731e-05,0.0011683478596724182,780,2.4769341374765346,0.0,0.00157,79
Damage_Rate_per_C,R5S,10.0,0.0006649240506329114,0.00021584039461918864,0.32460909545043504,0.00024187687717930166,0.0010879712240865211,0.00010805583251540473,0.001221792268750418,780,2.466447105408441,0.0,0.00164,79
Damage_Rate_per_C,R10S,10.0,0.0006649240506329114,0.00021584039461918864,0.32460909545043504,0.00024187687717930166,0.0010879712240865211,0.00010805583251540473,0.001221792268750418,780,2.466447105408441,0.0,0.00164,79
Damage_Rate_per_C,R15S,15.0,0.000670379746835443,0.0002177506703327908,0.3248168987214969,0.00024358843298317306,0.001097171060687713,0.00010858301737684268,0.0012321764762940435,780,2.4762084592145017,0.0,0.00166,79
Damage_Rate_per_C,R20S,20.0,0.0006754303797468355,0.00021969947828680354,0.3252733144297584,0.0002448194023047006,0.0011060413571889706,0.00010860572576688236,0.0012422550337267886,780,2.487302985438258,0.0,0.00168,79
Damage_Rate_per_C,R10L,10.0,0.0006663164556962025,0.00021629024100599265,0.3246058823205878,0.00024238758332445688,0.0010902453280679481,0.00010828763390074146,0.0012243452774916635,780,2.4612929576929656,0.0,0.00164,79
Residual_Strength_Factor,C,0.0,0.8105379746835443,0.0664906893643907,0.08203278740931348,0.6802162235293385,0.94085972583775,0.6389919961234163,0.9820839532436723,780,0.6239066099246477,0.4943,1.0,79
Residual_Strength_Factor,R5S,10.0,0.8043240506329116,0.06609030741475799,0.08216875693665064,0.6747870480999859,0.9338610531658372,0.633811057502836,0.9748370437629872,780,0.6441433643471363,0.4819,1.0,79
Residual_Strength_Factor,R10S,10.0,0.8043240506329116,0.06609030741475799,0.08216875693665064,0.6747870480999859,0.9338610531658372,0.633811057502836,0.9748370437629872,780,0.6441433643471363,0.4819,1.0,79
Residual_Strength_Factor,R15S,15.0,0.8011848101265823,0.06589054886992328,0.08224138555436789,0.6720393343415326,0.9303302859116319,0.6311871940421803,0.9711824262109843,780,0.6544058167018466,0.4757,1.0,79
Residual_Strength_Factor,R20S,20.0,0.7980316455696205,0.06569085827388385,0.08231610693457514,0.6692775633528081,0.9267857277864329,0.6285492312230001,0.9675140599162408,780,0.6646352972900093,0.4696,1.0,79
Residual_Strength_Factor,R10L,10.0,0.8037012658227849,0.0660520134516175,0.08218478215782964,0.6742393194576146,0.9331632121879552,0.6332870711176117,0.974115460527958,780,0.6461356004813174,0.4807,1.0,79
Residual_Stiffness_Factor,C,0.0,0.7440620253164556,0.07827817970367937,0.10520383656239818,0.590636793097244,0.8974872575356672,0.5421043216809628,0.9460197289519484,780,0.8769430206070341,0.3475,1.0,79
Residual_Stiffness_Factor,R5S,10.0,0.7365025316455697,0.0777249043710809,0.10553243340171543,0.5841617190782511,0.8888433442128882,0.535972278368181,0.9370327849229584,780,0.9034592162409746,0.3346,1.0,79
Residual_Stiffness_Factor,R10S,10.0,0.7365025316455697,0.0777249043710809,0.10553243340171543,0.5841617190782511,0.8888433442128882,0.535972278368181,0.9370327849229584,780,0.9034592162409746,0.3346,1.0,79
Residual_Stiffness_Factor,R15S,15.0,0.7327025316455695,0.077457175591632,0.10571435507077023,0.5808864674859708,0.8845185958051682,0.532863018619159,0.9325420446719801,780,0.9170160753928149,0.3281,1.0,79
Residual_Stiffness_Factor,R20S,20.0,0.7288949367088607,0.07718252737275173,0.10588978395329478,0.5776171830582674,0.8801726903594541,0.5297640160871613,0.9280258573305602,780,0.9304495968407178,0.3218,1.0,79
Residual_Stiffness_Factor,R10L,10.0,0.7357430379746835,0.07766941385192286,0.10556595148453911,0.5835109868249148,0.8879750891244523,0.5353559502367226,0.9361301257126445,780,0.9061587614002551,0.3333,1.0,79
