cell,temperature_C,mode,current_density_A_cm2,voltage_V
4,600,SOFC,0.35,-0.2371
4,600,SOFC,0.4,-0.3355
4,600,SOFC,0.45,-0.4209
4,600,SOFC,0.5,-0.5053
4,600,SOFC,0.55,-0.5856
4,600,SOFC,0.6,-0.669
4,600,SOFC,0.65,-0.7461
4,600,SOFC,0.7,-0.825
4,600,SOFC,0.75,-0.896
4,600,SOFC,0.8,-0.9693
4,600,SOFC,0.85,-1.0422
4,600,SOFC,0.9,-1.1153
4,600,SOFC,0.95,-1.191
4,600,SOFC,1.0,-1.2584
4,600,SOEC,0.0,1.0424
4,600,SOEC,0.05,1.4641
4,600,SOEC,0.1,1.6811
4,600,SOEC,0.15,1.8444
4,600,SOEC,0.2,1.9748
4,600,SOEC,0.25,2.0859
4,600,SOEC,0.3,2.1969
4,600,SOEC,0.35,2.2955
4,600,SOEC,0.4,2.3843
4,600,SOEC,0.45,2.4781
4,600,SOEC,0.5,2.5606
4,600,SOEC,0.55,2.6395
4,600,SOEC,0.6,2.7254
4,600,SOEC,0.65,2.8031
4,600,SOEC,0.7,2.8785
4,600,SOEC,0.75,2.9544
4,600,SOEC,0.8,3.0263
4,600,SOEC,0.85,3.1032
4,600,SOEC,0.9,3.1731
4,600,SOEC,0.95,3.2448
4,600,SOEC,1.0,3.3156
4,650,SOFC,0.0,0.9977
4,650,SOFC,0.05,0.5774
4,650,SOFC,0.1,0.3702
4,650,SOFC,0.15,0.235
4,650,SOFC,0.2,0.1145
4,650,SOFC,0.25,0.0201
4,650,SOFC,0.3,-0.0666
4,650,SOFC,0.35,-0.1455
4,650,SOFC,0.4,-0.2247
4,650,SOFC,0.45,-0.2906
4,650,SOFC,0.5,-0.351
4,650,SOFC,0.55,-0.4136
4,650,SOFC,0.6,-0.476
4,650,SOFC,0.65,-0.5361
4,650,SOFC,0.7,-0.5966
4,650,SOFC,0.75,-0.6463
4,650,SOFC,0.8,-0.7025
4,650,SOFC,0.85,-0.7526
4,650,SOFC,0.9,-0.8075
4,650,SOFC,0.95,-0.8565
4,650,SOFC,1.0,-0.905
4,650,SOEC,0.0,1.033
4,650,SOEC,0.05,1.4549
4,650,SOEC,0.1,1.6548
4,650,SOEC,0.15,1.7961
4,650,SOEC,0.2,1.9202
4,650,SOEC,0.25,2.0212
4,650,SOEC,0.3,2.1025
4,650,SOEC,0.35,2.1768
4,650,SOEC,0.4,2.2522
4,650,SOEC,0.45,2.3253
4,650,SOEC,0.5,2.3935
4,650,SOEC,0.55,2.4485
4,650,SOEC,0.6,2.512
4,650,SOEC,0.65,2.5712
4,650,SOEC,0.7,2.6296
4,650,SOEC,0.75,2.6808
4,650,SOEC,0.8,2.7307
4,650,SOEC,0.85,2.7896
4,650,SOEC,0.9,2.8424
4,650,SOEC,0.95,2.8892
4,650,SOEC,1.0,2.9402
4,700,SOFC,0.0,0.9867
4,700,SOFC,0.05,0.5555
4,700,SOFC,0.1,0.3608
4,700,SOFC,0.15,0.2214
4,700,SOFC,0.2,0.1141
4,700,SOFC,0.25,0.0273
4,700,SOFC,0.3,-0.0587
4,700,SOFC,0.35,-0.1272
4,700,SOFC,0.4,-0.189
4,700,SOFC,0.45,-0.2503
4,700,SOFC,0.5,-0.3016
4,700,SOFC,0.55,-0.3567
4,700,SOFC,0.6,-0.4088
4,700,SOFC,0.65,-0.4531
4,700,SOFC,0.7,-0.4983
4,700,SOFC,0.75,-0.54
4,700,SOFC,0.8,-0.5842
4,700,SOFC,0.85,-0.6253
4,700,SOFC,0.9,-0.666
4,700,SOFC,0.95,-0.7067
4,700,SOFC,1.0,-0.7466
4,700,SOEC,0.0,1.0217
4,700,SOEC,0.05,1.4499
4,700,SOEC,0.1,1.6563
4,700,SOEC,0.15,1.7927
4,700,SOEC,0.2,1.8981
4,700,SOEC,0.25,1.9873
4,700,SOEC,0.3,2.0642
4,700,SOEC,0.35,2.1307
4,700,SOEC,0.4,2.1977
4,700,SOEC,0.45,2.2578
4,700,SOEC,0.5,2.3135
4,700,SOEC,0.55,2.3665
4,700,SOEC,0.6,2.4175
4,700,SOEC,0.65,2.4601
4,700,SOEC,0.7,2.5057
4,700,SOEC,0.75,2.5561
4,700,SOEC,0.8,2.5966
4,700,SOEC,0.85,2.6345
4,700,SOEC,0.9,2.6755
4,700,SOEC,0.95,2.7148
4,700,SOEC,1.0,2.7535
4,750,SOFC,0.0,0.9764
4,750,SOFC,0.05,0.5386
4,750,SOFC,0.1,0.3292
4,750,SOFC,0.15,0.1943
4,750,SOFC,0.2,0.0824
4,750,SOFC,0.25,-0.0003
4,750,SOFC,0.3,-0.0692
4,750,SOFC,0.35,-0.1372
4,750,SOFC,0.4,-0.2105
4,750,SOFC,0.45,-0.2493
4,750,SOFC,0.5,-0.2955
4,750,SOFC,0.55,-0.3539
4,750,SOFC,0.6,-0.3874
4,750,SOFC,0.65,-0.4419
4,750,SOFC,0.7,-0.4705
4,750,SOFC,0.75,-0.5114
4,750,SOFC,0.8,-0.555
4,750,SOFC,0.85,-0.5818
4,750,SOFC,0.9,-0.6137
4,750,SOFC,0.95,-0.6491
4,750,SOFC,1.0,-0.6806
4,750,SOEC,0.0,1.0082
4,750,SOEC,0.05,1.4478
4,750,SOEC,0.1,1.6578
4,750,SOEC,0.15,1.7974
4,750,SOEC,0.2,1.9004
4,750,SOEC,0.25,1.9773
4,750,SOEC,0.3,2.0528
4,750,SOEC,0.35,2.1203
4,750,SOEC,0.4,2.177
4,750,SOEC,0.45,2.2358
4,750,SOEC,0.5,2.2869
4,750,SOEC,0.55,2.3281
4,750,SOEC,0.6,2.3787
4,750,SOEC,0.65,2.4198
4,750,SOEC,0.7,2.4561
4,750,SOEC,0.75,2.4953
4,750,SOEC,0.8,2.5265
4,750,SOEC,0.85,2.5666
4,750,SOEC,0.9,2.6016
4,750,SOEC,0.95,2.6352
4,750,SOEC,1.0,2.6679
4,800,SOFC,0.0,0.9626
4,800,SOFC,0.05,0.5006
4,800,SOFC,0.1,0.295
4,800,SOFC,0.15,0.1592
4,800,SOFC,0.2,0.0511
4,800,SOFC,0.25,-0.0331
4,800,SOFC,0.3,-0.1072
4,800,SOFC,0.35,-0.1722
4,800,SOFC,0.4,-0.2254
4,800,SOFC,0.45,-0.2801
4,800,SOFC,0.5,-0.3246
4,800,SOFC,0.55,-0.3696
4,800,SOFC,0.6,-0.4116
4,800,SOFC,0.65,-0.4503
4,800,SOFC,0.7,-0.4874
4,800,SOFC,0.75,-0.5256
4,800,SOFC,0.8,-0.5528
4,800,SOFC,0.85,-0.5851
4,800,SOFC,0.9,-0.6139
4,800,SOFC,0.95,-0.6476
4,800,SOFC,1.0,-0.6688
4,800,SOEC,0.0,0.9969
4,800,SOEC,0.05,1.456
4,800,SOEC,0.1,1.6628
4,800,SOEC,0.15,1.7985
4,800,SOEC,0.2,1.9132
4,800,SOEC,0.25,1.9981
4,800,SOEC,0.3,2.0684
4,800,SOEC,0.35,2.1274
4,800,SOEC,0.4,2.1923
4,800,SOEC,0.45,2.2373
4,800,SOEC,0.5,2.2849
4,800,SOEC,0.55,2.3339
4,800,SOEC,0.6,2.3726
4,800,SOEC,0.65,2.4159
4,800,SOEC,0.7,2.4466
4,800,SOEC,0.75,2.4794
4,800,SOEC,0.8,2.512
4,800,SOEC,0.85,2.5402
4,800,SOEC,0.9,2.5755
4,800,SOEC,0.95,2.6093
4,800,SOEC,1.0,2.6363
4,850,SOFC,0.0,0.9489
4,850,SOFC,0.05,0.4671
4,850,SOFC,0.1,0.2572
4,850,SOFC,0.15,0.1185
4,850,SOFC,0.2,0.0103
4,850,SOFC,0.25,-0.0766
4,850,SOFC,0.3,-0.1522
4,850,SOFC,0.35,-0.2104
4,850,SOFC,0.4,-0.2786
4,850,SOFC,0.45,-0.3186
4,850,SOFC,0.5,-0.3583
4,850,SOFC,0.55,-0.4132
4,850,SOFC,0.6,-0.449
4,850,SOFC,0.65,-0.4855
4,850,SOFC,0.7,-0.5218
4,850,SOFC,0.75,-0.5505
4,850,SOFC,0.8,-0.5836
4,850,SOFC,0.85,-0.6147
4,850,SOFC,0.9,-0.6415
4,850,SOFC,0.95,-0.6715
4,850,SOFC,1.0,-0.6886
4,850,SOEC,0.0,0.9871
4,850,SOEC,0.05,1.4659
4,850,SOEC,0.1,1.6738
4,850,SOEC,0.15,1.8183
4,850,SOEC,0.2,1.9299
4,850,SOEC,0.25,2.0085
4,850,SOEC,0.3,2.0788
4,850,SOEC,0.35,2.1486
4,850,SOEC,0.4,2.2087
4,850,SOEC,0.45,2.2553
4,850,SOEC,0.5,2.3004
4,850,SOEC,0.55,2.3385
4,850,SOEC,0.6,2.3851
4,850,SOEC,0.65,2.4229
4,850,SOEC,0.7,2.4505
4,850,SOEC,0.75,2.4924
4,850,SOEC,0.8,2.5228
4,850,SOEC,0.85,2.5539
4,850,SOEC,0.9,2.5811
4,850,SOEC,0.95,2.6089
4,850,SOEC,1.0,2.6351
5,600,SOFC,0.0,1.0169
5,600,SOFC,0.05,0.5871
5,600,SOFC,0.1,0.3725
5,600,SOFC,0.15,0.2156
5,600,SOFC,0.2,0.0852
5,600,SOFC,0.25,-0.0298
5,600,SOFC,0.3,-0.136
5,600,SOFC,0.35,-0.2323
5,600,SOFC,0.4,-0.3253
5,600,SOFC,0.45,-0.4203
5,600,SOFC,0.5,-0.5024
5,600,SOFC,0.55,-0.5883
5,600,SOFC,0.6,-0.6667
5,600,SOFC,0.65,-0.7436
5,600,SOFC,0.7,-0.8315
5,600,SOFC,0.75,-0.8893
5,600,SOFC,0.8,-0.9689
5,600,SOFC,0.85,-1.0452
5,600,SOFC,0.9,-1.1096
5,600,SOFC,0.95,-1.1874
5,600,SOFC,1.0,-1.2562
5,600,SOEC,0.0,1.0422
5,600,SOEC,0.05,1.4703
5,600,SOEC,0.1,1.6806
5,600,SOEC,0.15,1.8405
5,600,SOEC,0.2,1.976
5,600,SOEC,0.25,2.0906
5,600,SOEC,0.3,2.1947
5,600,SOEC,0.35,2.2969
5,600,SOEC,0.4,2.3943
5,600,SOEC,0.45,2.4765
5,600,SOEC,0.5,2.5614
5,600,SOEC,0.55,2.6442
5,600,SOEC,0.6,2.728
5,600,SOEC,0.65,2.8007
5,600,SOEC,0.7,2.8784
5,600,SOEC,0.75,2.9499
5,600,SOEC,0.8,3.0249
5,600,SOEC,0.85,3.0998
5,600,SOEC,0.9,3.1731
5,600,SOEC,0.95,3.2496
5,600,SOEC,1.0,3.3161
5,650,SOFC,0.0,0.9985
5,650,SOFC,0.05,0.5779
5,650,SOFC,0.1,0.381
5,650,SOFC,0.15,0.2367
5,650,SOFC,0.2,0.1182
5,650,SOFC,0.25,0.0184
5,650,SOFC,0.3,-0.0644
5,650,SOFC,0.35,-0.1503
5,650,SOFC,0.4,-0.2199
5,650,SOFC,0.45,-0.2836
5,650,SOFC,0.5,-0.3554
5,650,SOFC,0.55,-0.421
5,650,SOFC,0.6,-0.4777
5,650,SOFC,0.65,-0.5386
5,650,SOFC,0.7,-0.5977
5,650,SOFC,0.75,-0.6463
5,650,SOFC,0.8,-0.6986
5,650,SOFC,0.85,-0.7553
5,650,SOFC,0.9,-0.8068
5,650,SOFC,0.95,-0.8589
5,650,SOFC,1.0,-0.906
5,650,SOEC,0.0,1.0306
5,650,SOEC,0.05,1.4503
5,650,SOEC,0.1,1.6622
5,650,SOEC,0.15,1.8015
5,650,SOEC,0.2,1.917
5,650,SOEC,0.25,2.0164
5,650,SOEC,0.3,2.1035
5,650,SOEC,0.35,2.1795
5,650,SOEC,0.4,2.2554
5,650,SOEC,0.45,2.323
5,650,SOEC,0.5,2.3908
5,650,SOEC,0.55,2.4532
5,650,SOEC,0.6,2.5112
5,650,SOEC,0.65,2.5666
5,650,SOEC,0.7,2.6274
5,650,SOEC,0.75,2.6813
5,650,SOEC,0.8,2.7297
5,650,SOEC,0.85,2.7893
5,650,SOEC,0.9,2.842
5,650,SOEC,0.95,2.897
5,650,SOEC,1.0,2.9378
5,700,SOFC,0.0,0.9865
5,700,SOFC,0.05,0.5547
5,700,SOFC,0.1,0.3583
5,700,SOFC,0.15,0.2208
5,700,SOFC,0.2,0.1102
5,700,SOFC,0.25,0.0223
5,700,SOFC,0.3,-0.0614
5,700,SOFC,0.35,-0.1228
5,700,SOFC,0.4,-0.1918
5,700,SOFC,0.45,-0.2487
5,700,SOFC,0.5,-0.3082
5,700,SOFC,0.55,-0.3579
5,700,SOFC,0.6,-0.4066
5,700,SOFC,0.65,-0.4533
5,700,SOFC,0.7,-0.4974
5,700,SOFC,0.75,-0.5385
5,700,SOFC,0.8,-0.5832
5,700,SOFC,0.85,-0.6238
5,700,SOFC,0.9,-0.6626
5,700,SOFC,0.95,-0.7044
5,700,SOFC,1.0,-0.7446
5,700,SOEC,0.0,1.0239
5,700,SOEC,0.05,1.4541
5,700,SOEC,0.1,1.6532
5,700,SOEC,0.15,1.7844
5,700,SOEC,0.2,1.8937
5,700,SOEC,0.25,1.9853
5,700,SOEC,0.3,2.0668
5,700,SOEC,0.35,2.1344
5,700,SOEC,0.4,2.2018
5,700,SOEC,0.45,2.2615
5,700,SOEC,0.5,2.3164
5,700,SOEC,0.55,2.3687
5,700,SOEC,0.6,2.4116
5,700,SOEC,0.65,2.4636
5,700,SOEC,0.7,2.506
5,700,SOEC,0.75,2.5468
5,700,SOEC,0.8,2.5935
5,700,SOEC,0.85,2.6396
5,700,SOEC,0.9,2.6772
5,700,SOEC,0.95,2.7211
5,700,SOEC,1.0,2.7539
5,750,SOFC,0.0,0.9824
5,750,SOFC,0.05,0.5316
5,750,SOFC,0.1,0.3287
5,750,SOFC,0.15,0.1885
5,750,SOFC,0.2,0.0908
5,750,SOFC,0.25,-0.0003
5,750,SOFC,0.3,-0.0749
5,750,SOFC,0.35,-0.1345
5,750,SOFC,0.4,-0.1939
5,750,SOFC,0.45,-0.2479
5,750,SOFC,0.5,-0.3023
5,750,SOFC,0.55,-0.3481
5,750,SOFC,0.6,-0.3921
5,750,SOFC,0.65,-0.4313
5,750,SOFC,0.7,-0.4687
5,750,SOFC,0.75,-0.5103
5,750,SOFC,0.8,-0.542
5,750,SOFC,0.85,-0.5804
5,750,SOFC,0.9,-0.6179
5,750,SOFC,0.95,-0.6477
5,750,SOFC,1.0,-0.6772
5,750,SOEC,0.0,1.0154
5,750,SOEC,0.05,1.4569
5,750,SOEC,0.1,1.6558
5,750,SOEC,0.15,1.7915
5,750,SOEC,0.2,1.8987
5,750,SOEC,0.25,1.9883
5,750,SOEC,0.3,2.0587
5,750,SOEC,0.35,2.1242
5,750,SOEC,0.4,2.1819
5,750,SOEC,0.45,2.2347
5,750,SOEC,0.5,2.2852
5,750,SOEC,0.55,2.3328
5,750,SOEC,0.6,2.3815
5,750,SOEC,0.65,2.4173
5,750,SOEC,0.7,2.4579
5,750,SOEC,0.75,2.4932
5,750,SOEC,0.8,2.5345
5,750,SOEC,0.85,2.5717
5,750,SOEC,0.9,2.6065
5,750,SOEC,0.95,2.6353
5,750,SOEC,1.0,2.6685
5,800,SOFC,0.0,0.9615
5,800,SOFC,0.05,0.5029
5,800,SOFC,0.1,0.2951
5,800,SOFC,0.15,0.1564
5,800,SOFC,0.2,0.0518
5,800,SOFC,0.25,-0.0327
5,800,SOFC,0.3,-0.1076
5,800,SOFC,0.35,-0.1709
5,800,SOFC,0.4,-0.2218
5,800,SOFC,0.45,-0.2703
5,800,SOFC,0.5,-0.3294
5,800,SOFC,0.55,-0.3734
5,800,SOFC,0.6,-0.4136
5,800,SOFC,0.65,-0.4496
5,800,SOFC,0.7,-0.4832
5,800,SOFC,0.75,-0.5189
5,800,SOFC,0.8,-0.5534
5,800,SOFC,0.85,-0.5842
5,800,SOFC,0.9,-0.6185
5,800,SOFC,0.95,-0.6467
5,800,SOFC,1.0,-0.6746
5,800,SOEC,0.0,0.9933
5,800,SOEC,0.05,1.4551
5,800,SOEC,0.1,1.6624
5,800,SOEC,0.15,1.806
5,800,SOEC,0.2,1.9093
5,800,SOEC,0.25,1.9958
5,800,SOEC,0.3,2.0611
5,800,SOEC,0.35,2.1257
5,800,SOEC,0.4,2.1889
5,800,SOEC,0.45,2.2301
5,800,SOEC,0.5,2.2894
5,800,SOEC,0.55,2.3241
5,800,SOEC,0.6,2.3732
5,800,SOEC,0.65,2.4066
5,800,SOEC,0.7,2.449
5,800,SOEC,0.75,2.4902
5,800,SOEC,0.8,2.507
5,800,SOEC,0.85,2.5478
5,800,SOEC,0.9,2.5709
5,800,SOEC,0.95,2.6072
5,800,SOEC,1.0,2.6338
5,850,SOFC,0.0,0.9492
5,850,SOFC,0.05,0.4673
5,850,SOFC,0.1,0.2589
5,850,SOFC,0.15,0.1111
5,850,SOFC,0.2,0.0127
5,850,SOFC,0.25,-0.0783
5,850,SOFC,0.3,-0.154
5,850,SOFC,0.35,-0.2083
5,850,SOFC,0.4,-0.2694
5,850,SOFC,0.45,-0.314
5,850,SOFC,0.5,-0.3623
5,850,SOFC,0.55,-0.411
5,850,SOFC,0.6,-0.4486
5,850,SOFC,0.65,-0.4851
5,850,SOFC,0.7,-0.5159
5,850,SOFC,0.75,-0.5523
5,850,SOFC,0.8,-0.5845
5,850,SOFC,0.85,-0.6157
5,850,SOFC,0.9,-0.644
5,850,SOFC,0.95,-0.6676
5,850,SOFC,1.0,-0.6981
5,850,SOEC,0.0,0.9854
5,850,SOEC,0.05,1.4637
5,850,SOEC,0.1,1.6772
5,850,SOEC,0.15,1.8157
5,850,SOEC,0.2,1.9242
5,850,SOEC,0.25,2.017
5,850,SOEC,0.3,2.0846
5,850,SOEC,0.35,2.1506
5,850,SOEC,0.4,2.1971
5,850,SOEC,0.45,2.2569
5,850,SOEC,0.5,2.3009
5,850,SOEC,0.55,2.3426
5,850,SOEC,0.6,2.3843
5,850,SOEC,0.65,2.4194
5,850,SOEC,0.7,2.4495
5,850,SOEC,0.75,2.4918
5,850,SOEC,0.8,2.5212
5,850,SOEC,0.85,2.5496
5,850,SOEC,0.9,2.5764
5,850,SOEC,0.95,2.6025
5,850,SOEC,1.0,2.6342
6,600,SOFC,0.0,1.0191
6,600,SOFC,0.05,0.5932
6,600,SOFC,0.1,0.3729
6,600,SOFC,0.15,0.2185
6,600,SOFC,0.2,0.0854
6,600,SOFC,0.25,-0.0283
6,600,SOFC,0.3,-0.1352
6,600,SOFC,0.35,-0.2446
6,600,SOFC,0.4,-0.3271
6,600,SOFC,0.45,-0.4207
6,600,SOFC,0.5,-0.5074
6,600,SOFC,0.55,-0.5864
6,600,SOFC,0.6,-0.6649
6,600,SOFC,0.65,-0.7495
6,600,SOFC,0.7,-0.8192
6,600,SOFC,0.75,-0.8943
6,600,SOFC,0.8,-0.9704
6,600,SOFC,0.85,-1.046
6,600,SOFC,0.9,-1.1183
6,600,SOFC,0.95,-1.1833
6,600,SOFC,1.0,-1.2611
6,600,SOEC,0.0,1.0468
6,600,SOEC,0.05,1.4649
6,600,SOEC,0.1,1.6806
6,600,SOEC,0.15,1.835
6,600,SOEC,0.2,1.9719
6,600,SOEC,0.25,2.0907
6,600,SOEC,0.3,2.1909
6,600,SOEC,0.35,2.2951
6,600,SOEC,0.4,2.387
6,600,SOEC,0.45,2.4736
6,600,SOEC,0.5,2.5636
6,600,SOEC,0.55,2.6371
6,600,SOEC,0.6,2.7251
6,600,SOEC,0.65,2.8073
6,600,SOEC,0.7,2.8835
6,600,SOEC,0.75,2.9556
6,600,SOEC,0.8,3.0276
6,600,SOEC,0.85,3.0995
6,600,SOEC,0.9,3.1724
6,600,SOEC,0.95,3.2459
6,600,SOEC,1.0,3.3121
6,650,SOFC,0.0,1.0035
6,650,SOFC,0.05,0.5864
6,650,SOFC,0.1,0.3767
6,650,SOFC,0.15,0.2292
6,650,SOFC,0.2,0.1141
6,650,SOFC,0.25,0.022
6,650,SOFC,0.3,-0.0679
6,650,SOFC,0.35,-0.1447
6,650,SOFC,0.4,-0.2227
6,650,SOFC,0.45,-0.2879
6,650,SOFC,0.5,-0.3565
6,650,SOFC,0.55,-0.4209
6,650,SOFC,0.6,-0.4802
6,650,SOFC,0.65,-0.5407
6,650,SOFC,0.7,-0.5876
6,650,SOFC,0.75,-0.6487
6,650,SOFC,0.8,-0.7
6,650,SOFC,0.85,-0.7559
6,650,SOFC,0.9,-0.8088
6,650,SOFC,0.95,-0.8567
6,650,SOFC,1.0,-0.9022
6,650,SOEC,0.0,1.0307
6,650,SOEC,0.05,1.4508
6,650,SOEC,0.1,1.657
6,650,SOEC,0.15,1.8016
6,650,SOEC,0.2,1.9202
6,650,SOEC,0.25,2.0148
6,650,SOEC,0.3,2.1031
6,650,SOEC,0.35,2.1829
6,650,SOEC,0.4,2.2511
6,650,SOEC,0.45,2.3209
6,650,SOEC,0.5,2.3862
6,650,SOEC,0.55,2.4481
6,650,SOEC,0.6,2.5148
6,650,SOEC,0.65,2.5714
6,650,SOEC,0.7,2.6272
6,650,SOEC,0.75,2.6741
6,650,SOEC,0.8,2.7416
6,650,SOEC,0.85,2.7851
6,650,SOEC,0.9,2.8452
6,650,SOEC,0.95,2.8851
6,650,SOEC,1.0,2.9365
6,700,SOFC,0.0,0.9815
6,700,SOFC,0.05,0.5591
6,700,SOFC,0.1,0.3544
6,700,SOFC,0.15,0.217
6,700,SOFC,0.2,0.1086
6,700,SOFC,0.25,0.0251
6,700,SOFC,0.3,-0.0534
6,700,SOFC,0.35,-0.1201
6,700,SOFC,0.4,-0.1915
6,700,SOFC,0.45,-0.2479
6,700,SOFC,0.5,-0.3078
6,700,SOFC,0.55,-0.3571
6,700,SOFC,0.6,-0.4073
6,700,SOFC,0.65,-0.4519
6,700,SOFC,0.7,-0.4958
6,700,SOFC,0.75,-0.5399
6,700,SOFC,0.8,-0.5879
6,700,SOFC,0.85,-0.6237
6,700,SOFC,0.9,-0.6671
6,700,SOFC,0.95,-0.7071
6,700,SOFC,1.0,-0.7466
6,700,SOEC,0.0,1.0191
6,700,SOEC,0.05,1.4561
6,700,SOEC,0.1,1.6521
6,700,SOEC,0.15,1.7892
6,700,SOEC,0.2,1.8955
6,700,SOEC,0.25,1.9935
6,700,SOEC,0.3,2.0683
6,700,SOEC,0.35,2.1323
6,700,SOEC,0.4,2.1976
6,700,SOEC,0.45,2.2569
6,700,SOEC,0.5,2.3133
6,700,SOEC,0.55,2.363
6,700,SOEC,0.6,2.416
6,700,SOEC,0.65,2.4665
6,700,SOEC,0.7,2.5038
6,700,SOEC,0.75,2.5484
6,700,SOEC,0.8,2.5929
6,700,SOEC,0.85,2.6343
6,700,SOEC,0.9,2.6818
6,700,SOEC,0.95,2.7181
6,700,SOEC,1.0,2.7562
6,750,SOFC,0.0,0.9742
6,750,SOFC,0.05,0.5302
6,750,SOFC,0.1,0.3243
6,750,SOFC,0.15,0.1946
6,750,SOFC,0.2,0.0889
6,750,SOFC,0.25,0.005
6,750,SOFC,0.3,-0.0736
6,750,SOFC,0.35,-0.1388
6,750,SOFC,0.4,-0.1968
6,750,SOFC,0.45,-0.2486
6,750,SOFC,0.5,-0.3057
6,750,SOFC,0.55,-0.3457
6,750,SOFC,0.6,-0.392
6,750,SOFC,0.65,-0.4368
6,750,SOFC,0.7,-0.4796
6,750,SOFC,0.75,-0.5118
6,750,SOFC,0.8,-0.5436
6,750,SOFC,0.85,-0.5781
6,750,SOFC,0.9,-0.6161
6,750,SOFC,0.95,-0.6443
6,750,SOFC,1.0,-0.6824
6,750,SOEC,0.0,1.0123
6,750,SOEC,0.05,1.452
6,750,SOEC,0.1,1.6542
6,750,SOEC,0.15,1.7901
6,750,SOEC,0.2,1.8908
6,750,SOEC,0.25,1.9871
6,750,SOEC,0.3,2.0554
6,750,SOEC,0.35,2.1204
6,750,SOEC,0.4,2.1782
6,750,SOEC,0.45,2.2351
6,750,SOEC,0.5,2.291
6,750,SOEC,0.55,2.3387
6,750,SOEC,0.6,2.3714
6,750,SOEC,0.65,2.417
6,750,SOEC,0.7,2.4547
6,750,SOEC,0.75,2.4988
6,750,SOEC,0.8,2.5332
6,750,SOEC,0.85,2.5657
6,750,SOEC,0.9,2.6018
6,750,SOEC,0.95,2.6332
6,750,SOEC,1.0,2.6716
6,800,SOFC,0.0,0.9636
6,800,SOFC,0.05,0.5034
6,800,SOFC,0.1,0.2862
6,800,SOFC,0.15,0.156
6,800,SOFC,0.2,0.0576
6,800,SOFC,0.25,-0.0301
6,800,SOFC,0.3,-0.1122
6,800,SOFC,0.35,-0.1712
6,800,SOFC,0.4,-0.2306
6,800,SOFC,0.45,-0.2733
6,800,SOFC,0.5,-0.325
6,800,SOFC,0.55,-0.372
6,800,SOFC,0.6,-0.4106
6,800,SOFC,0.65,-0.4572
6,800,SOFC,0.7,-0.4892
6,800,SOFC,0.75,-0.5206
6,800,SOFC,0.8,-0.5514
6,800,SOFC,0.85,-0.5916
6,800,SOFC,0.9,-0.6176
6,800,SOFC,0.95,-0.6429
6,800,SOFC,1.0,-0.6789
6,800,SOEC,0.0,0.9987
6,800,SOEC,0.05,1.4588
6,800,SOEC,0.1,1.6709
6,800,SOEC,0.15,1.803
6,800,SOEC,0.2,1.908
6,800,SOEC,0.25,1.9965
6,800,SOEC,0.3,2.0626
6,800,SOEC,0.35,2.1295
6,800,SOEC,0.4,2.1855
6,800,SOEC,0.45,2.238
6,800,SOEC,0.5,2.2882
6,800,SOEC,0.55,2.3312
6,800,SOEC,0.6,2.3684
6,800,SOEC,0.65,2.4097
6,800,SOEC,0.7,2.4503
6,800,SOEC,0.75,2.4781
6,800,SOEC,0.8,2.5143
6,800,SOEC,0.85,2.5451
6,800,SOEC,0.9,2.5762
6,800,SOEC,0.95,2.601
6,800,SOEC,1.0,2.6387
6,850,SOFC,0.0,0.9465
6,850,SOFC,0.05,0.4732
6,850,SOFC,0.1,0.2547
6,850,SOFC,0.15,0.1136
6,850,SOFC,0.2,0.0126
6,850,SOFC,0.25,-0.0741
6,850,SOFC,0.3,-0.1492
6,850,SOFC,0.35,-0.2108
6,850,SOFC,0.4,-0.27
6,850,SOFC,0.45,-0.3198
6,850,SOFC,0.5,-0.368
6,850,SOFC,0.55,-0.4059
6,850,SOFC,0.6,-0.4504
6,850,SOFC,0.65,-0.481
6,850,SOFC,0.7,-0.5214
6,850,SOFC,0.75,-0.5535
6,850,SOFC,0.8,-0.5828
6,850,SOFC,0.85,-0.615
6,850,SOFC,0.9,-0.6448
6,850,SOFC,0.95,-0.6716
6,850,SOFC,1.0,-0.6954
6,850,SOEC,0.0,0.9846
6,850,SOEC,0.05,1.465
6,850,SOEC,0.1,1.6789
6,850,SOEC,0.15,1.8225
6,850,SOEC,0.2,1.9261
6,850,SOEC,0.25,2.018
6,850,SOEC,0.3,2.0848
6,850,SOEC,0.35,2.1478
6,850,SOEC,0.4,2.2041
6,850,SOEC,0.45,2.2512
6,850,SOEC,0.5,2.2983
6,850,SOEC,0.55,2.3425
6,850,SOEC,0.6,2.3871
6,850,SOEC,0.65,2.4208
6,850,SOEC,0.7,2.4544
6,850,SOEC,0.75,2.4927
6,850,SOEC,0.8,2.5251
6,850,SOEC,0.85,2.5543
6,850,SOEC,0.9,2.5768
6,850,SOEC,0.95,2.6055
6,850,SOEC,1.0,2.639
7,600,SOFC,0.0,1.015
7,600,SOFC,0.05,0.5918
7,600,SOFC,0.1,0.3792
7,600,SOFC,0.15,0.2209
7,600,SOFC,0.2,0.0838
7,600,SOFC,0.25,-0.0303
7,600,SOFC,0.3,-0.1342
7,600,SOFC,0.35,-0.2391
7,600,SOFC,0.4,-0.3287
7,600,SOFC,0.45,-0.421
7,600,SOFC,0.5,-0.5061
7,600,SOFC,0.55,-0.5875
7,600,SOFC,0.6,-0.6647
7,600,SOFC,0.65,-0.7455
7,600,SOFC,0.7,-0.8232
