temperature,rubber_content,specimen_type,analysis_zone,itz_thickness_um,porosity_fraction,microhardness_gpa,crack_density_per_mm2,ca_oh2_content,csh_gel_content,imaging_magnification,accelerating_voltage_kv,analysis_date,specimen_id
700,0,control,ITZ_rubber_cement,86.19677566746249,0.5150087112378253,1.5426968549870712,9.649323017362907,0.02,0.354,2000,10,2025-10-18,RC_0_700_control_ITZ
700,0,control,ITZ_aggregate_cement,61.45633325876853,0.4173712300844247,1.5385932875379003,7.724790884868854,0.02,0.354,10000,15,2025-10-18,RC_0_700_control_ITZ
700,0,heated,ITZ_rubber_cement,79.55223489264596,0.48734713429003323,1.5393073542765303,9.325129174491208,0.02,0.354,50000,10,2025-10-18,RC_0_700_heated_ITZ
700,0,heated,ITZ_aggregate_cement,59.43435063878571,0.38795955821098393,1.7172203184281496,8.247289448805569,0.02,0.354,5000,10,2025-10-18,RC_0_700_heated_ITZ
700,5,control,ITZ_rubber_cement,88.28395574947388,0.5348171377253554,1.4468967155442363,9.599245418248296,0.02,0.354,500,20,2025-10-18,RC_5_700_control_ITZ
700,5,control,ITZ_aggregate_cement,75.36774928660459,0.43912363187693326,1.7213912030805005,8.317370682566796,0.02,0.354,50000,10,2025-10-18,RC_5_700_control_ITZ
700,5,heated,ITZ_rubber_cement,89.31894533734112,0.5079397002554701,1.4143894096942438,9.680009560958032,0.02,0.354,20000,5,2025-10-18,RC_5_700_heated_ITZ
700,5,heated,ITZ_aggregate_cement,73.94117511273672,0.3933572131641696,1.624220530535336,8.785457582021348,0.02,0.354,2000,10,2025-10-18,RC_5_700_heated_ITZ
700,10,control,ITZ_rubber_cement,100.9545637623671,0.5393833345612074,1.3489303641515418,11.390703667895686,0.02,0.354,500,15,2025-10-18,RC_10_700_control_ITZ
700,10,control,ITZ_aggregate_cement,90.67088593924456,0.4432033516305801,1.561840541934835,8.962099472963889,0.02,0.354,500,15,2025-10-18,RC_10_700_control_ITZ
700,10,heated,ITZ_rubber_cement,103.64259926917482,0.5529709624190076,1.3729517609801873,10.942513174047107,0.02,0.354,2000,20,2025-10-18,RC_10_700_heated_ITZ
700,10,heated,ITZ_aggregate_cement,83.60495847951223,0.4510947969226177,1.6448211561443293,8.959223717427857,0.02,0.354,2000,15,2025-10-18,RC_10_700_heated_ITZ
700,15,control,ITZ_rubber_cement,116.76796233899125,0.5618422281951808,1.267911984168992,12.541483491745417,0.02,0.354,500,5,2025-10-18,RC_15_700_control_ITZ
700,15,control,ITZ_aggregate_cement,91.5891794647634,0.5326904823748665,1.5558525085022448,9.584923802664674,0.02,0.354,20000,5,2025-10-18,RC_15_700_control_ITZ
700,15,heated,ITZ_rubber_cement,101.81154578256874,0.6513166881482676,1.3480770339192458,10.681971466392971,0.02,0.354,5000,5,2025-10-18,RC_15_700_heated_ITZ
700,15,heated,ITZ_aggregate_cement,93.83156880206457,0.42552875184622196,1.5412528671000292,9.555302624284282,0.02,0.354,500,10,2025-10-18,RC_15_700_heated_ITZ
700,20,control,ITZ_rubber_cement,122.41737118129697,0.5573363146011966,1.277298381069321,11.884904293362128,0.02,0.354,10000,15,2025-10-18,RC_20_700_control_ITZ
700,20,control,ITZ_aggregate_cement,103.97552786933669,0.5200269083577727,1.5349378483995335,10.333936701092739,0.02,0.354,50000,20,2025-10-18,RC_20_700_control_ITZ
700,20,heated,ITZ_rubber_cement,119.98320777753727,0.6308355721478556,1.1968953504803237,12.620343019067063,0.02,0.354,5000,15,2025-10-18,RC_20_700_heated_ITZ
700,20,heated,ITZ_aggregate_cement,97.07581523916735,0.51868759264014,1.4722475051846147,10.864947523265268,0.02,0.354,50000,20,2025-10-18,RC_20_700_heated_ITZ
700,25,control,ITZ_rubber_cement,137.49072062954804,0.6505834269301247,1.196050059634666,11.84667329859113,0.02,0.354,5000,5,2025-10-18,RC_25_700_control_ITZ
700,25,control,ITZ_aggregate_cement,103.94302474123317,0.5232071782764787,1.3016749808221661,10.647462522255308,0.02,0.354,2000,15,2025-10-18,RC_25_700_control_ITZ
700,25,heated,ITZ_rubber_cement,126.86225351546845,0.6054613252989561,1.1955809878854815,12.788463647152632,0.02,0.354,500,20,2025-10-18,RC_25_700_heated_ITZ
700,25,heated,ITZ_aggregate_cement,106.46621639975679,0.5388640047996068,1.2381673977813838,10.06864634942237,0.02,0.354,10000,10,2025-10-18,RC_25_700_heated_ITZ
800,0,control,ITZ_rubber_cement,88.84717639460996,0.546857225421176,1.2406613323562963,13.835204134350551,0.02,0.354,500,20,2025-10-18,RC_0_800_control_ITZ
800,0,control,ITZ_aggregate_cement,79.68260698804549,0.4710816579539884,1.4118260711576405,10.518458058138284,0.02,0.354,1000,15,2025-10-18,RC_0_800_control_ITZ
800,0,heated,ITZ_rubber_cement,89.40383611309092,0.5341955920023109,1.2753171497538431,13.159859902667979,0.02,0.354,1000,10,2025-10-18,RC_0_800_heated_ITZ
800,0,heated,ITZ_aggregate_cement,74.98216507324162,0.44987408178091437,1.6194611529949654,11.09746601828322,0.02,0.354,2000,20,2025-10-18,RC_0_800_heated_ITZ
800,5,control,ITZ_rubber_cement,106.59561913405422,0.5592731201456276,1.167632764049175,13.573038883946376,0.02,0.354,500,20,2025-10-18,RC_5_800_control_ITZ
800,5,control,ITZ_aggregate_cement,93.42114624457322,0.5110106816952474,1.3631677140558065,11.86184207235932,0.02,0.354,10000,15,2025-10-18,RC_5_800_control_ITZ
800,5,heated,ITZ_rubber_cement,103.78092565737145,0.5839374157303293,1.229973685462823,14.596028046335704,0.02,0.354,50000,20,2025-10-18,RC_5_800_heated_ITZ
800,5,heated,ITZ_aggregate_cement,81.45679584015416,0.48232711361300334,1.48399092114836,12.566954407214666,0.02,0.354,20000,20,2025-10-18,RC_5_800_heated_ITZ
800,10,control,ITZ_rubber_cement,116.79826244356946,0.6338583322583831,1.163560383586689,15.146471624885526,0.02,0.354,10000,15,2025-10-18,RC_10_800_control_ITZ
800,10,control,ITZ_aggregate_cement,87.90239320626338,0.5313296036426756,1.2341442666079887,11.771158630314545,0.02,0.354,20000,10,2025-10-18,RC_10_800_control_ITZ
800,10,heated,ITZ_rubber_cement,116.12988374084256,0.6259401606492992,1.2168207162926488,13.947462597013,0.02,0.354,20000,15,2025-10-18,RC_10_800_heated_ITZ
800,10,heated,ITZ_aggregate_cement,94.50191270774151,0.5231213320463772,1.4256256076736993,12.248953174631135,0.02,0.354,2000,15,2025-10-18,RC_10_800_heated_ITZ
800,15,control,ITZ_rubber_cement,132.25418872527737,0.6595606526298239,1.0841578576026378,14.754124180258769,0.02,0.354,2000,15,2025-10-18,RC_15_800_control_ITZ
800,15,control,ITZ_aggregate_cement,108.78951451753662,0.570156254634413,1.3180530129099246,12.889896028804428,0.02,0.354,500,20,2025-10-18,RC_15_800_control_ITZ
800,15,heated,ITZ_rubber_cement,135.7037709352413,0.7116864673025292,1.0320126232087445,16.330197646891477,0.02,0.354,500,10,2025-10-18,RC_15_800_heated_ITZ
800,15,heated,ITZ_aggregate_cement,104.13675513193327,0.5285398180321043,1.2935403026977594,12.688774903394059,0.02,0.354,1000,20,2025-10-18,RC_15_800_heated_ITZ
800,20,control,ITZ_rubber_cement,136.63784196642237,0.7410353483701003,1.0141799965505924,15.841086251870172,0.02,0.354,1000,15,2025-10-18,RC_20_800_control_ITZ
800,20,control,ITZ_aggregate_cement,99.93399893027797,0.5769643333414614,1.3162092207783487,13.624921542606756,0.02,0.354,500,10,2025-10-18,RC_20_800_control_ITZ
800,20,heated,ITZ_rubber_cement,136.74771850512252,0.7101473887556908,1.0016760562720162,16.25438964748214,0.02,0.354,1000,5,2025-10-18,RC_20_800_heated_ITZ
800,20,heated,ITZ_aggregate_cement,115.92784349892733,0.5958450329532616,1.3148264884711165,13.540860876612673,0.02,0.354,10000,5,2025-10-18,RC_20_800_heated_ITZ
800,25,control,ITZ_rubber_cement,149.23417035882665,0.7443047546637085,0.9190259389355988,18.30637365281748,0.02,0.354,50000,20,2025-10-18,RC_25_800_control_ITZ
800,25,control,ITZ_aggregate_cement,137.46085532302487,0.535060946873281,1.2052979751671986,13.268653215833407,0.02,0.354,50000,10,2025-10-18,RC_25_800_control_ITZ
800,25,heated,ITZ_rubber_cement,154.18715154437038,0.7294669828091708,0.9708319821693341,17.908098691593466,0.02,0.354,5000,5,2025-10-18,RC_25_800_heated_ITZ
800,25,heated,ITZ_aggregate_cement,122.92896511816654,0.6140109822803081,1.232423650783314,12.998565295658622,0.02,0.354,50000,10,2025-10-18,RC_25_800_heated_ITZ
