simulation_id,material,parameters_temperature,parameters_pressure,parameters_crystal_structure,parameters_lattice_parameter,parameters_supercell_size,parameters_k_point_density,parameters_cutoff_energy,parameters_exchange_correlation,results_formation_energy,results_activation_barrier,results_surface_energy,results_bulk_modulus,results_elastic_constants,results_band_gap,results_magnetic_moment,metadata_convergence_criteria,metadata_total_energy,metadata_forces_converged,metadata_stress_converged
DFT_Al_0024,Al,1074.12384618952,8.743870373028095,FCC,4.05,"[4, 4, 4]",0.0479881894162931,552.4493530033429,LDA,0.008984232379702958,1.3727888104164225,1.343995150731073,83.45467196906178,"[235.42675158337738, 85.98039077169256, 44.869757696990554]",0.018922050536601454,0.0,1e-06,-530.45934755649,True,True
DFT_Al_0025,Al,626.2659863022295,5.097768447035125,FCC,4.05,"[4, 4, 4]",0.09964394117916554,419.4508431711065,PBE0,-0.06912687128908163,1.0810966426304656,1.377791736748359,78.6832604518721,"[204.38599834412727, 64.21324426888182, 47.31181692311781]",0.027700164877091923,0.0,1e-06,-785.2166835964357,True,True
DFT_Al_0026,Al,940.5316724820451,9.552861960018223,FCC,4.05,"[4, 4, 4]",0.06326498259859482,543.7628533388478,PBE0,-0.17115764055061847,0.9460055687179535,1.1962529122621264,82.89531415296005,"[276.19606801524395, 69.48403306269925, 28.557808665395438]",0.11579535904402807,0.0,1e-06,-895.2858069305332,True,True
DFT_Al_0027,Al,1438.6579498793567,0.6078116862940341,FCC,4.05,"[4, 4, 4]",0.034964546882110425,497.80347606931883,LDA,-0.12031118891704373,1.2880068231447195,1.022549634589689,80.01735087298316,"[213.79312321538237, 75.477066087556, 30.18044625562367]",0.01140067422693288,0.0,1e-06,-715.5149831193795,True,True
DFT_Al_0028,Al,1371.8479062610102,6.365444885767242,FCC,4.05,"[4, 4, 4]",0.08144259634032659,402.5285202800037,PBE0,-0.027029169692413618,1.4391891515291113,1.405844891068442,78.33599333908023,"[201.3006089107754, 89.61172234189767, 47.873072756875445]",0.014067107828323239,0.0,1e-06,-812.91445320421,True,True
DFT_Al_0029,Al,519.1216776987337,0.728992727091472,FCC,4.05,"[4, 4, 4]",0.05471806792962361,499.64233734244874,PBE0,-0.08755421511306027,0.8685707389429239,1.3352622586913045,82.43626389144158,"[209.63015592176288, 80.06164352691532, 28.760745709446194]",0.028211353994838415,0.0,1e-06,-907.3883345845311,True,True
DFT_Al_0030,Al,545.3356404787955,2.3870080469897847,FCC,4.05,"[4, 4, 4]",0.0902353251199685,415.96621331257467,PBE,-0.13491361885930167,0.8863667287320205,1.1845568399780635,86.4965437048254,"[283.3604203740524, 94.08293086797585, 30.32661941180064]",0.002503734665531755,0.0,1e-06,-595.209348864357,True,True
DFT_Al_0031,Al,1450.330260053304,3.7016335563637726,FCC,4.05,"[4, 4, 4]",0.0910648657719306,561.8996843123123,LDA,-0.0951723308180997,1.1850309889147475,1.3249816002771928,74.34648386826814,"[225.9361481830101, 79.19547644823466, 44.32432245107451]",0.029069656146663448,0.0,1e-06,-710.7633744990571,True,True
DFT_Al_0032,Al,1485.1149294159372,3.7246694782567324,FCC,4.05,"[4, 4, 4]",0.053881927384081804,437.26669526888145,PBE0,-0.23083536630139473,1.0359387755024203,1.223194701620907,79.04714681280856,"[272.32368113086847, 94.43954498648442, 25.134131069368575]",0.008146296187892048,0.0,1e-06,-614.3734438102255,True,True
DFT_Al_0033,Al,1250.9849065991755,0.9207004570890254,FCC,4.05,"[4, 4, 4]",0.09554816667774002,434.623005185769,PBE0,-0.06463598207048935,0.8691842532254471,1.217652168871327,79.84761664440047,"[202.83540407101577, 90.29568502047404, 43.36292698258243]",0.03710039062797754,0.0,1e-06,-505.3718806924706,True,True
DFT_Al_0034,Al,1223.5201815536789,9.620753780372231,FCC,4.05,"[4, 4, 4]",0.07384072807704418,460.9159894174498,PBE,-0.07237586105474743,1.2401039651744672,1.333436917341105,82.64599819836621,"[249.8535643545357, 96.67061750123176, 52.068265187894006]",0.09285810719494036,0.0,1e-06,-906.8153055919144,True,True
DFT_Al_0035,Al,1093.0740647267135,5.512413181226177,FCC,4.05,"[4, 4, 4]",0.08470584799862359,514.152456950296,PBE0,-0.140495615071903,0.934667774029181,1.3102498881698688,80.54952670157543,"[275.5096961596581, 73.71589509478287, 47.86642664659618]",0.07469822833045771,0.0,1e-06,-619.1618572768757,True,True
DFT_Al_0036,Al,427.91693979522006,1.1687138622040183,FCC,4.05,"[4, 4, 4]",0.04097048403563426,486.4961460836242,PBE,-0.08684031764904815,1.1825720816994152,1.3094909751744273,75.7982345901869,"[212.5119967492514, 87.88732878886067, 40.73448342573019]",0.01162670825022763,0.0,1e-06,-960.6333158682592,True,True
DFT_Al_0037,Al,1116.0736748975473,4.071650620891203,FCC,4.05,"[4, 4, 4]",0.0705565972312023,511.3935067520897,PBE,-0.137113031258285,1.2234597676368875,1.1596559526963501,87.00309532417256,"[222.55380077283002, 88.56225963883509, 28.982619879747208]",0.0879316377424561,0.0,1e-06,-730.8302548249919,True,True
DFT_Al_0038,Al,1106.3473685938943,0.9946159745218985,FCC,4.05,"[4, 4, 4]",0.09355436804467261,470.709644512691,PBE0,-0.01136438373529837,1.078706002582032,1.1782130475446428,80.32496313007898,"[280.8045387817854, 93.0900966603362, 24.774810247695672]",0.0978256607867884,0.0,1e-06,-778.9481268961106,True,True
DFT_Al_0039,Al,1086.2789814916127,3.403174042981915,FCC,4.05,"[4, 4, 4]",0.06354031274806904,591.2996249554196,PBE,-0.15098994855387354,0.7955064685170331,1.2698229296957388,79.15130671328706,"[225.47816084926424, 75.98998939958426, 52.05162836135272]",0.034320875192122006,0.0,1e-06,-915.2666455557802,True,True
DFT_Al_0040,Al,867.858035901726,9.712962274285456,FCC,4.05,"[4, 4, 4]",0.0394681995226879,408.0233156577031,PBE0,-0.19531494953535805,0.8572267180947039,1.2330692892512767,79.46448904544641,"[257.48916454893623, 88.04762233427378, 54.640194722905804]",0.07423246497421514,0.0,1e-06,-591.8207453919549,True,True
DFT_Al_0041,Al,1322.258987831815,6.259351142194509,FCC,4.05,"[4, 4, 4]",0.031152275360920377,483.73292269237453,PBE,-0.05142500237558528,1.412258522599652,1.2551133505292225,77.90498751027498,"[234.88823857899217, 83.87357607523981, 25.787529714309123]",0.08180932058600605,0.0,1e-06,-959.741720704244,True,True
DFT_Al_0042,Al,974.1574231945656,0.13604395450668272,FCC,4.05,"[4, 4, 4]",0.07970128490657641,443.8076723284117,PBE0,-0.14847982990620495,1.1254209207491583,1.2092052773341195,79.66385060540513,"[265.6962495857055, 70.41452683602405, 34.36088960338391]",0.10202950506819651,0.0,1e-06,-691.6350323122972,True,True
DFT_Al_0043,Al,682.4431871536601,6.771628764724731,FCC,4.05,"[4, 4, 4]",0.07516345469260785,581.3366277296585,PBE0,-0.09000427907939944,1.269988477796468,1.318720162799976,82.74963976160944,"[234.23963601222633, 66.69481927495272, 26.64697157143549]",0.016568481416798203,0.0,1e-06,-819.2048667898451,True,True
DFT_Al_0044,Al,1418.9405052967718,6.306084716506094,FCC,4.05,"[4, 4, 4]",0.08285014434303983,588.382108970296,PBE0,-0.11545790044171932,1.0969591607065292,1.1538764557592798,78.76654462477268,"[235.89883856489038, 77.86445204812144, 53.75845650514102]",0.02843402720221609,0.0,1e-06,-812.6478150164053,True,True
DFT_Al_0045,Al,862.9235699417878,4.267909701745195,FCC,4.05,"[4, 4, 4]",0.08183653698805672,527.62190424079,PBE,0.07537488534804339,1.318264643349919,1.405351884066034,78.93933136304535,"[254.07426318874465, 77.05612933219274, 28.18017767046195]",0.051171380288363516,0.0,1e-06,-694.234202692613,True,True
DFT_Al_0046,Al,587.3577354413601,8.674041132245677,FCC,4.05,"[4, 4, 4]",0.0679712115255173,513.333490750033,PBE0,-0.17959694813634886,0.9045876449787084,1.1478874636181418,81.26746531932277,"[226.32084088023052, 78.55741802766003, 35.87594070713216]",0.03720910099702843,0.0,1e-06,-846.1252416960899,True,True
DFT_Al_0047,Al,451.71147258603366,7.608075414310771,FCC,4.05,"[4, 4, 4]",0.024957680558352822,493.6577135345736,PBE,-0.13022482804198918,1.2918282141694246,1.2466707668663786,71.35263614231052,"[216.4358665116538, 75.90465380066735, 22.593190991471506]",0.0639127467396045,0.0,1e-06,-826.3613825618651,True,True
DFT_Al_0048,Al,524.4415028311885,3.477650209146279,FCC,4.05,"[4, 4, 4]",0.054654163918070986,428.67003081074427,PBE0,-0.17654542202321033,1.321281613012459,1.0896884941547877,75.85942657535844,"[247.725789669378, 87.50497316339681, 43.97937987146373]",0.020897303180304385,0.0,1e-06,-739.0834757525752,True,True
DFT_Al_0049,Al,468.83450863289556,2.196746779947074,FCC,4.05,"[4, 4, 4]",0.0672789347974508,417.93985940165095,PBE0,-0.13951994887857644,1.153465223287638,1.0514364706605779,76.3289112374343,"[250.30816671327042, 71.90006247072338, 52.89742425363312]",0.009969515288382608,0.0,1e-06,-502.62315596901425,True,True
DFT_Al_0050,Al,1282.9663653019586,5.557035407203013,FCC,4.05,"[4, 4, 4]",0.08231141160820574,526.2131556335393,PBE0,-0.015828172869056648,1.1837509543802995,1.2103762715675463,77.78722299058103,"[201.39237462088553, 70.68489222322805, 47.23045872539473]",0.09584041271673134,0.0,1e-06,-710.5634782139052,True,True
DFT_Al_0051,Al,926.5326564684528,0.08822588930341158,FCC,4.05,"[4, 4, 4]",0.04503901713443638,517.5112803971757,PBE,-0.01663269672901345,1.1844300262219967,1.1973275710716023,76.03017365314072,"[191.63948616535677, 90.53452634400318, 24.836071179917756]",0.11424763502104643,0.0,1e-06,-815.3349155901776,True,True
DFT_Al_0052,Al,1366.4829472639503,4.6437032018204105,FCC,4.05,"[4, 4, 4]",0.07552159566596524,520.526584257127,PBE,-0.23859797099783447,1.168510616526419,1.324364761240409,75.74016704892934,"[198.42716934670833, 87.23063632904221, 46.3288404121344]",0.010582262030918634,0.0,1e-06,-863.3982469748837,True,True
DFT_Al_0053,Al,790.7838044806012,6.9924273524547385,FCC,4.05,"[4, 4, 4]",0.06919280686415526,564.472702762486,PBE0,-0.06618096615995742,1.6167686814384374,1.3127257244671822,82.61090072312243,"[257.5691530449155, 92.09430443793218, 35.82878960464117]",0.10653654320275559,0.0,1e-06,-850.5870840756661,True,True
DFT_Al_0054,Al,1440.8256817675542,1.153902290099238,FCC,4.05,"[4, 4, 4]",0.04175898583867052,498.0080412881124,LDA,-0.050797031373895206,1.1279472985550323,1.251246345069335,78.56016056694689,"[234.4433992698325, 76.7687230162132, 33.06891796067898]",0.21576971465659486,0.0,1e-06,-730.762011668647,True,True
DFT_Al_0055,Al,475.06709577994474,5.530378439896012,FCC,4.05,"[4, 4, 4]",0.034845968219603826,553.008637994098,PBE,-0.17899679608173832,1.4672878615262588,1.339120615677016,79.98619138351948,"[208.64903092819435, 89.3200325884547, 29.45905989329132]",0.0018699338094022144,0.0,1e-06,-563.739741576909,True,True
DFT_Al_0056,Al,929.649049418719,0.22250351926330958,FCC,4.05,"[4, 4, 4]",0.08635201761591486,438.1584530951677,PBE0,-0.13940978866170736,1.2239135333007845,1.2052197842238834,81.56174534272945,"[232.0795735054592, 90.08564686610326, 55.600033593434404]",0.023215708300739532,0.0,1e-06,-577.9297699872626,True,True
DFT_Al_0057,Al,1268.2456719226552,6.2479570733386245,FCC,4.05,"[4, 4, 4]",0.05106382223588313,451.02307866760015,PBE0,-0.1617430535529042,0.9536685117728149,1.2729337078941987,75.88352702239884,"[234.0514640971363, 71.9256074117458, 33.46519577136041]",0.05521971137912214,0.0,1e-06,-865.5478477192593,True,True
DFT_Al_0058,Al,367.2349598986964,4.086576822098361,FCC,4.05,"[4, 4, 4]",0.04747554266352079,522.6985543703959,LDA,-0.0951592777175854,1.0427728042446491,1.2777349832452662,73.63770762409726,"[193.98358965917973, 86.38085919471253, 48.43950980565878]",0.01053583608490649,0.0,1e-06,-813.9399019959857,True,True
DFT_Al_0059,Al,1031.6776238279049,2.743473861553567,FCC,4.05,"[4, 4, 4]",0.032082799399754086,462.2885048664598,PBE,-0.1546935327126234,1.2474469209744736,1.2572285864848505,76.75047621492784,"[234.51059519547377, 64.6747119258683, 52.62553774325613]",0.0425821410243259,0.0,1e-06,-969.0124820052404,True,True
DFT_Al_0060,Al,1365.6964587105663,8.688707955393863,FCC,4.05,"[4, 4, 4]",0.06407553550724825,421.1165425808856,PBE0,-0.04638411368782167,1.12737717903621,1.3564886947825108,81.3043677360648,"[238.01293233159214, 68.7314059116939, 38.496872160201406]",0.030559911284706105,0.0,1e-06,-795.076950644879,True,True
DFT_Al_0061,Al,890.0253432405256,8.726121748775853,FCC,4.05,"[4, 4, 4]",0.023074647794597586,513.6455631333323,LDA,-0.15611070779806413,1.055053272732313,1.2690902926508132,79.16122577771348,"[258.1832047863577, 79.08666670208945, 32.452031404932235]",0.05660015681261992,0.0,1e-06,-536.8862748970851,True,True
DFT_Al_0062,Al,723.7852827390454,4.587288242002408,FCC,4.05,"[4, 4, 4]",0.08871298608765131,579.1669353380324,PBE0,-0.10554035389444034,1.3876720713308939,1.3549430483245877,80.1775957018829,"[259.659914096421, 72.64568036171157, 24.595066147753894]",0.03266750115351087,0.0,1e-06,-687.179185898739,True,True
DFT_Al_0063,Al,761.6539798382838,1.3315312895629994,FCC,4.05,"[4, 4, 4]",0.05219445805182335,437.59677441520677,PBE0,-0.061525499624123806,1.1517189214697403,1.2550198924398945,83.30814432219428,"[253.0074413391223, 76.9407478850036, 40.13812685728536]",0.06266664298201831,0.0,1e-06,-581.5305775950219,True,True
DFT_Al_0064,Al,647.9245123948534,1.866839259143167,FCC,4.05,"[4, 4, 4]",0.04038338845850434,497.1568228710465,PBE0,0.003200548054579505,1.0752716265853046,1.2584519136866381,77.48764118379418,"[216.21357016216015, 87.65572359739511, 44.07459437877228]",0.17655647267096478,0.0,1e-06,-969.1668963462979,True,True
DFT_Al_0065,Al,1495.2949546881919,3.8707676860158124,FCC,4.05,"[4, 4, 4]",0.08589875304308424,442.29445626117587,LDA,-0.11850466046691278,1.2735849294979933,1.1845850306296777,82.35831538790275,"[246.93697207255252, 93.05223756262235, 51.60026497084891]",0.07906213725821529,0.0,1e-06,-746.1580876824578,True,True
DFT_Al_0066,Al,1130.9284230217559,6.301855690545724,FCC,4.05,"[4, 4, 4]",0.08081644996233282,434.96738309324223,PBE0,-0.11450681571862086,1.4411028325861073,1.3646325633877006,80.28202581237647,"[235.04178096663495, 86.75594749733558, 38.04091117712805]",0.027041582995661336,0.0,1e-06,-887.9138616265491,True,True
DFT_Al_0067,Al,730.9319315611165,2.3037482236602402,FCC,4.05,"[4, 4, 4]",0.07838992101141128,549.8550673648209,PBE,-0.010486037403727042,1.2683693669447422,1.2019175611173194,84.06823707728907,"[293.293936908578, 87.22430547041932, 38.65122282664211]",0.09025417584361138,0.0,1e-06,-553.6611733275491,True,True
DFT_Al_0068,Al,902.617369846953,6.457649506929368,FCC,4.05,"[4, 4, 4]",0.03862178268601734,584.7187260922655,PBE,-0.1259206227277933,0.8890105132143539,1.2210383560706346,81.46257802751684,"[235.47364077896742, 75.53459654969325, 29.36270349837491]",0.017104654471848526,0.0,1e-06,-792.6549229171069,True,True
DFT_Al_0069,Al,448.9162513316188,4.199075476984676,FCC,4.05,"[4, 4, 4]",0.07489866240771581,406.8390899842378,PBE,-0.12394210854059164,0.9027273216534396,1.3694903723496892,77.68106418611161,"[254.34454893308617, 81.00670409451126, 24.00925447333544]",0.13369858558051803,0.0,1e-06,-899.8669226410019,True,True
DFT_Al_0070,Al,995.0654274853282,4.666343699501871,FCC,4.05,"[4, 4, 4]",0.027428757835481703,558.1496237154952,PBE0,-0.037574657692225184,1.1502063149401711,1.1855971890925863,79.62001149053458,"[274.42141506457597, 93.01321946792409, 45.683818890754125]",0.031545489762665295,0.0,1e-06,-905.9142020769381,True,True
DFT_Al_0071,Al,697.4265265826926,3.9612196505165276,FCC,4.05,"[4, 4, 4]",0.04335439768584587,509.03470144652397,LDA,-0.048513196328730954,1.2172112209433108,1.193976566437642,79.45147363443144,"[226.2738927791408, 69.60220536653179, 44.54921921812594]",0.0014849392240476544,0.0,1e-06,-983.6724827028987,True,True
DFT_Al_0072,Al,383.17951364558024,2.575677256495169,FCC,4.05,"[4, 4, 4]",0.061038307353147345,547.732410712365,PBE0,0.011231877622267253,1.2645202250934922,1.1191514916885534,85.0947328219103,"[222.80558743337798, 94.65166218441783, 37.910930592636866]",0.06660053985414588,0.0,1e-06,-711.8597033581528,True,True
DFT_Al_0073,Al,378.81700278914076,2.490768321715918,FCC,4.05,"[4, 4, 4]",0.050882483922097536,585.3157834286252,PBE0,-0.12139562471532482,1.1731542919939135,1.1821568744215867,77.50130708114524,"[213.1174428225384, 78.6052201855137, 41.29146736670094]",0.11984368664244721,0.0,1e-06,-528.2482321833804,True,True
DFT_Al_0074,Al,1228.0237361801155,8.388810805051211,FCC,4.05,"[4, 4, 4]",0.023935119218561764,488.2287198738153,LDA,-0.013138105203612596,1.0630521903781311,1.1307404881023955,79.76656741063985,"[209.3412442081283, 74.82266329966296, 28.318794132174983]",0.31795211279775637,0.0,1e-06,-790.6227510398927,True,True
DFT_Al_0075,Al,802.1889171423157,0.3842891864461462,FCC,4.05,"[4, 4, 4]",0.03934555858564655,507.2902512084466,PBE0,0.023988450786173968,1.0653085272044922,1.33525354187689,79.2855935726745,"[224.5814350135578, 67.63638478534527, 49.52364307720877]",0.05603490753237053,0.0,1e-06,-530.5701117821711,True,True
DFT_Al_0076,Al,1028.7985091047549,1.583892611869916,FCC,4.05,"[4, 4, 4]",0.04772328558108195,577.5316127521056,LDA,-0.024410698756858834,1.1940205799723813,1.3269443909824383,81.54132011480198,"[224.2711908954499, 94.20799369594508, 49.10781423069926]",0.06526591315579425,0.0,1e-06,-727.7139542555828,True,True
DFT_Al_0077,Al,546.280712136371,6.95329406452567,FCC,4.05,"[4, 4, 4]",0.08838226770364635,587.843698975537,PBE0,-0.1583394503583348,1.3276656306456402,1.3609696191639866,77.86001001848888,"[229.89923129925396, 86.99594251293986, 47.308465835973756]",0.05509428580430268,0.0,1e-06,-900.9601347199493,True,True
DFT_Al_0078,Al,956.240279301754,9.971731279111168,FCC,4.05,"[4, 4, 4]",0.05534371923540844,548.55816694994,PBE0,-0.13792366014913912,1.1751161806946882,1.2125190715206218,84.29296467404181,"[223.6862298419895, 96.51611236200459, 31.962990456298172]",0.12676836603473524,0.0,1e-06,-871.6865980423861,True,True
DFT_Al_0079,Al,1105.3082093951025,9.579125508901479,FCC,4.05,"[4, 4, 4]",0.03450066333039053,584.9294957118312,LDA,-0.0644698185988111,1.4569646166691308,1.319414348361171,81.77145106645662,"[256.3617201893378, 95.01929610383259, 47.361241000183036]",0.023177596030144916,0.0,1e-06,-950.0315467156902,True,True
DFT_Al_0080,Al,1357.4270842731707,3.042045181350037,FCC,4.05,"[4, 4, 4]",0.08458514406152419,476.7749906868555,PBE0,-0.11164546110596642,1.5981006988738622,1.368238965816851,75.65237112565752,"[260.81328798889524, 61.77075859838483, 50.50107024295282]",0.04696282885885006,0.0,1e-06,-565.574624099418,True,True
DFT_Al_0081,Al,797.8175637717877,5.34659566749085,FCC,4.05,"[4, 4, 4]",0.08206891509269215,416.7979002778318,LDA,-0.009494119381543834,1.3744535246006417,1.1593601921057286,80.83960120030952,"[238.1054002194589, 76.15396868069456, 40.27950651297524]",0.10213775360211075,0.0,1e-06,-628.5976563700767,True,True
DFT_Al_0082,Al,506.83429906245,0.31805531233841333,FCC,4.05,"[4, 4, 4]",0.07566908932789594,497.4939616631088,PBE,-0.027116976420662436,1.1626636156936352,1.2259786441671823,77.25135200231773,"[237.94744135633547, 67.76526092315927, 47.956527058770156]",0.0699785291821277,0.0,1e-06,-527.4192714110516,True,True
DFT_Al_0083,Al,1419.712887731825,2.255031025209626,FCC,4.05,"[4, 4, 4]",0.07359410737290585,493.9779816082879,LDA,-0.12209995921996761,1.1794424774266157,1.2533769118597509,82.5372467968388,"[209.91063690800337, 77.33740001780232, 27.298351238989614]",0.02495674794769903,0.0,1e-06,-877.5304771531719,True,True
DFT_Al_0084,Al,420.17194528602136,8.074987316566608,FCC,4.05,"[4, 4, 4]",0.059301410279200065,460.6968417103121,PBE,-0.08207925352119719,0.9697598719750066,1.1520599902836455,77.75170941873075,"[244.09903783666616, 76.4144518399305, 35.770310464631734]",0.04492892676457078,0.0,1e-06,-665.2507117246528,True,True
DFT_Al_0085,Al,332.0317903042251,4.658717289076754,FCC,4.05,"[4, 4, 4]",0.02067888096667544,443.33684879780054,LDA,-0.028189168237279696,1.2271411254494768,1.3943131985983626,74.37431712524729,"[196.8740165337253, 82.27085307062049, 44.45309078829481]",0.11682830499827353,0.0,1e-06,-664.7099745865323,True,True
DFT_Al_0086,Al,1373.2678244381889,0.5717965453026652,FCC,4.05,"[4, 4, 4]",0.05746407580799667,571.6027315136654,PBE0,-0.007347161349211498,1.5881404856759598,1.251316191754781,78.19216675463228,"[243.1401307088617, 68.53678451419947, 32.006542963452794]",0.051130828206360494,0.0,1e-06,-750.9397417870688,True,True
DFT_Al_0087,Al,1377.2020153206804,9.663900660648402,FCC,4.05,"[4, 4, 4]",0.02959072572679096,584.5085537705653,PBE0,-0.0068323512061693875,0.9430229174670528,1.165966339485708,85.65823463093705,"[241.28135076538894, 100.51973955157933, 52.76484035133563]",0.006078140336041851,0.0,1e-06,-655.7893268784171,True,True
DFT_Al_0088,Al,572.109896333294,0.35185342741618664,FCC,4.05,"[4, 4, 4]",0.054418280272166566,481.39761775802504,PBE0,-0.11088003384987048,1.0530918225024222,1.264061709139607,77.5414414301255,"[244.04265135941114, 73.61686970426688, 46.303967148253186]",0.033671396481050074,0.0,1e-06,-871.2106087510003,True,True
DFT_Al_0089,Al,700.1484246379767,4.415186965108651,FCC,4.05,"[4, 4, 4]",0.08288923582425059,433.8495194885789,PBE0,-0.26923795596209793,1.4119208825220393,1.0912152943320104,79.78542461328647,"[212.14665905850276, 65.33947490920973, 30.190125619652797]",0.043606951330622555,0.0,1e-06,-847.4208347313552,True,True
DFT_Al_0090,Al,1441.799327072823,7.14317970610373,FCC,4.05,"[4, 4, 4]",0.020845369821955437,534.7033054944218,PBE0,-0.1801781005181328,0.9479438270639322,1.1812418916712062,80.15487091051396,"[209.8195229565683, 69.76224303860954, 48.8856091182168]",0.036062659934896504,0.0,1e-06,-922.1369940383272,True,True
DFT_Al_0091,Al,1222.6413149903676,7.187791805847155,FCC,4.05,"[4, 4, 4]",0.027130934379636623,401.9172035482935,LDA,-0.22502522666121494,1.2603328485926688,1.292493998735031,81.92795558823525,"[277.8652613263141, 83.9902864441809, 36.11634915705538]",0.046578429334104804,0.0,1e-06,-782.9618029015402,True,True
DFT_Al_0092,Al,530.3706070310855,4.882193591992385,FCC,4.05,"[4, 4, 4]",0.02465208964531209,505.30312330432605,LDA,-0.013049653344935824,1.1089017173058136,1.206588969976518,81.25063338980765,"[210.31881256233402, 94.51573995292053, 41.77934833251065]",0.09752636764664126,0.0,1e-06,-951.1950008851462,True,True
DFT_Al_0093,Al,588.5346764110911,4.065383138870131,FCC,4.05,"[4, 4, 4]",0.050063592183044583,515.5315992132014,PBE0,-0.12707676110492022,0.9724804185450543,1.2876122956553862,76.06268820190168,"[259.9337391430519, 74.95922353730961, 25.969127432072813]",0.030607275880132637,0.0,1e-06,-505.70476048683406,True,True
DFT_Al_0094,Al,1370.8322703301703,4.159326370324211,FCC,4.05,"[4, 4, 4]",0.06884949841570831,593.3704464489261,LDA,-0.14053857637014308,1.4926872536655673,1.2386234453866987,81.49797182353365,"[216.12496462215498, 75.84213774260567, 43.44240775928867]",0.01905782382356706,0.0,1e-06,-608.5058213671321,True,True
DFT_Al_0095,Al,516.9311458088722,8.001582366647963,FCC,4.05,"[4, 4, 4]",0.06932702704569971,446.7696738170955,PBE0,-0.007581594527945129,1.4303206868888245,1.2724181273142952,84.03592582274499,"[249.25085132217072, 88.62902818744463, 35.22642910613568]",0.010081159902760347,0.0,1e-06,-795.3134365359166,True,True
DFT_Al_0096,Al,775.1104886083548,9.54237031654632,FCC,4.05,"[4, 4, 4]",0.06922409406186814,475.0530942086879,PBE0,-0.10739057190808254,1.2024185947344783,1.2966928620942066,84.27438318829498,"[223.68298418365444, 79.44617052370079, 31.264884021008715]",0.0174889416164759,0.0,1e-06,-775.4301557703045,True,True
DFT_Al_0097,Al,943.7164761473905,7.420925925582445,FCC,4.05,"[4, 4, 4]",0.09203008178780794,443.7096923041126,PBE,-0.056328132157964936,1.2488798676980186,1.3347942853275523,78.45694540171225,"[250.87666070959614, 84.46318375485724, 33.762709810389076]",0.07699601050012224,0.0,1e-06,-825.5049459929212,True,True
DFT_Al_0098,Al,1298.2113271017204,3.1843136607730993,FCC,4.05,"[4, 4, 4]",0.04231723497586407,457.7965808483599,PBE0,-0.23627859353968994,1.2572949329689775,1.0923966881269398,77.48850602670319,"[219.75424529528266, 78.80746094143907, 29.19655351915076]",0.03854413199922965,0.0,1e-06,-985.2031982200322,True,True
DFT_Al_0099,Al,757.1349152085685,4.075343801536451,FCC,4.05,"[4, 4, 4]",0.04733619032873586,455.39791507744184,PBE0,0.03807916403107646,1.1749294531086218,1.1468814627725799,78.12625354519099,"[264.44743375875174, 93.15895183044172, 24.063345260940398]",0.039534345808962194,0.0,1e-06,-971.1786522013033,True,True
DFT_Al_0100,Al,1424.7144537334084,5.862678431932681,FCC,4.05,"[4, 4, 4]",0.02027030774467298,543.9660623499908,PBE0,-0.08403015194205123,1.5538557362078187,1.2311094642749025,74.23364767524403,"[191.2706850521916, 80.34772893315528, 33.95932277522926]",0.015918611052963393,0.0,1e-06,-802.4797321592507,True,True
DFT_Al_0101,Al,977.0615724400386,2.2768662592959843,FCC,4.05,"[4, 4, 4]",0.04552762718983904,577.4283997388287,PBE,0.04803204143474597,1.1794372852950874,1.232979959194569,82.39925506492567,"[269.0492403709303, 85.61899046366548, 55.27381953595345]",0.025406269937806508,0.0,1e-06,-714.027318796499,True,True
DFT_Al_0102,Al,1484.3940929452474,8.258634210423189,FCC,4.05,"[4, 4, 4]",0.08696953001053305,528.8301418067944,PBE,-0.03964899071651627,0.9993972609793792,1.3048200005407509,77.78115753515004,"[205.9300978784677, 76.95835215952482, 47.93205336402936]",0.016433030510281475,0.0,1e-06,-578.9806081972395,True,True
DFT_Al_0103,Al,1164.3891327916817,8.299579189553185,FCC,4.05,"[4, 4, 4]",0.08607789356667896,458.2605617410301,LDA,-0.08563923981799175,1.1411296914853257,1.1504076199783162,82.30744961822752,"[226.48906885617083, 81.20758746359253, 54.25150942545732]",0.00810228478908803,0.0,1e-06,-723.5017086555392,True,True
DFT_Al_0104,Al,643.1010910346556,2.3300048980899635,FCC,4.05,"[4, 4, 4]",0.03857191041145997,487.34131713789844,PBE0,-0.010998088981755957,1.1022013011185594,1.124676674387057,79.7852278442605,"[208.7902134531749, 79.75290728807101, 49.28704998925519]",0.05289531044945343,0.0,1e-06,-857.672303253204,True,True
DFT_Al_0105,Al,681.3424903042367,3.100018527823053,FCC,4.05,"[4, 4, 4]",0.05862539954803289,471.13747797887487,LDA,-0.07550931005683421,1.4979160564185436,1.2206172419112995,82.33657440901322,"[262.8177298053389, 90.6673428881402, 29.689979631154248]",0.025590418435066584,0.0,1e-06,-604.4201564549659,True,True
DFT_Al_0106,Al,1051.6372133719897,4.454010777875092,FCC,4.05,"[4, 4, 4]",0.08940105941612697,478.3638746445862,PBE0,-0.0849598338853835,1.0199443854125487,1.3036250447164324,80.85369081690239,"[239.37490637119424, 66.00882092594824, 52.726235033464164]",0.0034660980381644303,0.0,1e-06,-982.5005793680072,True,True
