Specimen_ID,Mix_ID,Peak_Temperature_C,Heating_Rate,Cooling_Method,Test_Type,Exposure_Duration_hours,Mass_Loss_pct,UPV_mps,Residual_Compressive_Strength_MPa,Residual_Elastic_Modulus_MPa,Strength_Retention_pct,Spalling_Occurred,Spalling_Depth_mm,Visual_Cracking_Rating,Color_Change,Test_Date
R15S-28-R-600-F-10-2,R15S,600,10_C_per_min,Furnace,Residual,3,9.427743810571652,500.0,3.3995560489652723,1086.8592591471954,7.650000000000001,False,0.0,Critical,Pink to light red,2024-09-22
R15S-28-R-600-F-10-3,R15S,600,10_C_per_min,Furnace,Residual,3,8.915904813017109,500.0,3.4975710368042794,1038.6622669867884,7.650000000000001,True,10.426806906740113,Severe,Pink to light red,2024-02-08
R15S-28-R-600-Q-5-1,R15S,600,5_C_per_min,Quench,Residual,3,8.895347098464518,500.0,3.5075903347520465,732.1864387231211,7.650000000000001,False,0.0,Critical,Pink to light red,2024-12-13
R15S-28-R-600-Q-5-2,R15S,600,5_C_per_min,Quench,Residual,3,7.502952745994844,500.0,3.4489089599439984,893.72285557386,7.650000000000001,False,0.0,Severe,Pink to light red,2024-05-19
R15S-28-R-600-Q-5-3,R15S,600,5_C_per_min,Quench,Residual,3,10.466810176981191,500.0,3.1129389620670187,885.8581523702989,7.650000000000001,False,0.0,Severe,Pink to light red,2024-09-23
R15S-28-R-600-Q-10-1,R15S,600,10_C_per_min,Quench,Residual,3,9.961614667372844,500.0,2.6457656568018244,896.3710824185425,6.502500000000001,False,0.0,Severe,Pink to light red,2024-12-01
R15S-28-R-600-Q-10-2,R15S,600,10_C_per_min,Quench,Residual,3,10.793229146516067,500.0,2.8062941439495925,919.1985435024612,6.502500000000001,False,0.0,Severe,Pink to light red,2024-12-06
R15S-28-R-600-Q-10-3,R15S,600,10_C_per_min,Quench,Residual,3,10.20848059501648,500.0,2.5392989275336517,907.5081156855651,6.502500000000001,False,0.0,Severe,Pink to light red,2024-12-22
R15S-28-R-800-F-5-1,R15S,800,5_C_per_min,Furnace,Residual,3,10.271603663207875,500.0,5.334662936992528,1745.841660769176,12.0,False,0.0,Severe,Light red to buff/yellow,2024-05-10
R15S-28-R-800-F-5-2,R15S,800,5_C_per_min,Furnace,Residual,3,9.229318447903623,500.0,4.70679814703479,1727.832445537179,12.0,False,0.0,Critical,Light red to buff/yellow,2024-05-21
R15S-28-R-800-F-5-3,R15S,800,5_C_per_min,Furnace,Residual,3,8.763427770959723,500.0,4.706532259055298,1666.684458904174,12.0,False,0.0,Critical,Light red to buff/yellow,2024-07-21
R15S-28-R-800-F-10-1,R15S,800,10_C_per_min,Furnace,Residual,3,13.999360914297439,500.0,3.9313770210800647,1665.7677959487055,10.2,False,0.0,Critical,Light red to buff/yellow,2024-04-06
R15S-28-R-800-F-10-2,R15S,800,10_C_per_min,Furnace,Residual,3,13.117934485382529,500.0,4.51816803834204,1658.0966041525573,10.2,True,3.687751734942463,Severe,Light red to buff/yellow,2024-02-26
R15S-28-R-800-F-10-3,R15S,800,10_C_per_min,Furnace,Residual,3,12.511999502296701,500.0,4.627460499946337,1598.6060014802142,10.2,False,0.0,Critical,Light red to buff/yellow,2024-01-15
R15S-28-R-800-Q-5-1,R15S,800,5_C_per_min,Quench,Residual,3,11.953891554946983,500.0,4.303157974527468,1414.0652550818513,10.2,False,0.0,Severe,Light red to buff/yellow,2024-08-25
R15S-28-R-800-Q-5-2,R15S,800,5_C_per_min,Quench,Residual,3,11.842506305895066,500.0,4.621941585118175,1434.2312169755046,10.2,False,0.0,Severe,Light red to buff/yellow,2024-04-21
R15S-28-R-800-Q-5-3,R15S,800,5_C_per_min,Quench,Residual,3,10.699083539505331,500.0,4.078780878255768,1153.7364805378234,10.2,False,0.0,Critical,Light red to buff/yellow,2024-06-08
R15S-28-R-800-Q-10-1,R15S,800,10_C_per_min,Quench,Residual,3,11.82803636216301,500.0,3.9886427101783637,1275.1704634345085,8.669999999999998,False,0.0,Severe,Light red to buff/yellow,2024-04-14
R15S-28-R-800-Q-10-2,R15S,800,10_C_per_min,Quench,Residual,3,12.711589981108107,500.0,3.978639122262973,1331.5906103224993,8.669999999999998,False,0.0,Severe,Light red to buff/yellow,2024-05-16
R15S-28-R-800-Q-10-3,R15S,800,10_C_per_min,Quench,Residual,3,13.285284928869793,500.0,3.8533580956107416,1421.788392480628,8.669999999999998,True,5.021540506594667,Critical,Light red to buff/yellow,2024-11-14
R20S-28-R-23-F-5-1,R20S,23,5_C_per_min,Furnace,Residual,2,0.0,4413.089285378712,35.02872898417663,23374.963256203835,99.75761995877781,False,0.0,None,No change,2024-01-24
R20S-28-R-23-F-5-2,R20S,23,5_C_per_min,Furnace,Residual,2,0.0,4728.5160710983055,30.900069047606223,25463.92264595212,101.96966160195788,False,0.0,None,No change,2024-05-13
R20S-28-R-23-F-5-3,R20S,23,5_C_per_min,Furnace,Residual,2,0.0,4361.354786202661,29.74979154401133,23228.07338653788,98.88425348581491,False,0.0,Minor,No change,2024-09-22
R20S-28-R-23-Q-5-1,R20S,23,5_C_per_min,Quench,Residual,2,0.0,4569.808558228682,32.15890801014238,23729.53531761071,100.15822488198202,False,0.0,Minor,No change,2024-03-23
R20S-28-R-23-Q-5-2,R20S,23,5_C_per_min,Quench,Residual,2,0.0,5165.159630386489,34.85597852127644,26071.468790491872,101.36281211204481,False,0.0,None,No change,2024-03-23
R20S-28-R-23-Q-5-3,R20S,23,5_C_per_min,Quench,Residual,2,0.0,4647.626792015793,34.70076383986446,24739.172764444702,100.75554120820036,False,0.0,None,No change,2024-08-01
R20S-28-R-200-F-5-1,R20S,200,5_C_per_min,Furnace,Residual,2,2.1489548308751103,4360.309825661406,35.00561807009887,23719.27117182398,100.0,False,0.0,Minor,No change,2024-02-11
R20S-28-R-200-F-5-2,R20S,200,5_C_per_min,Furnace,Residual,2,2.451783325649141,4767.08492513677,36.51110171552525,22046.156216891854,100.0,False,0.0,None,No change,2024-09-20
R20S-28-R-200-F-5-3,R20S,200,5_C_per_min,Furnace,Residual,2,2.423435544860428,4571.849967681012,36.77148675501371,23358.706722088664,100.0,False,0.0,None,No change,2024-09-02
R20S-28-R-200-Q-5-1,R20S,200,5_C_per_min,Quench,Residual,2,2.7489513354808093,3798.9794339753885,30.290352787464958,19846.237992784896,85.0,False,0.0,None,No change,2024-03-05
R20S-28-R-200-Q-5-2,R20S,200,5_C_per_min,Quench,Residual,2,2.897976170815754,3825.651072018331,27.868226423361968,17543.78553156339,85.0,False,0.0,None,No change,2024-10-05
R20S-28-R-200-Q-5-3,R20S,200,5_C_per_min,Quench,Residual,2,2.21158190084884,3402.561675955338,27.625447934985477,18134.819504577164,85.0,False,0.0,Minor,No change,2024-03-24
R20S-28-R-400-F-5-1,R20S,400,5_C_per_min,Furnace,Residual,2,6.048596102180695,2086.017863604333,16.81383541809853,9501.570694149936,51.0,False,0.0,Moderate,Light gray to pink,2024-02-19
R20S-28-R-400-F-5-2,R20S,400,5_C_per_min,Furnace,Residual,2,5.69271669227817,2074.1727996248137,18.180411756163203,9365.372112461244,51.0,False,0.0,Moderate,Light gray to pink,2024-12-26
R20S-28-R-400-F-5-3,R20S,400,5_C_per_min,Furnace,Residual,2,4.480391024993662,2157.6008858468863,18.41243877300241,10082.047326205151,51.0,False,0.0,Moderate,Light gray to pink,2024-07-17
R20S-28-R-400-F-10-1,R20S,400,10_C_per_min,Furnace,Residual,2,7.4722824806018044,1782.0353419482674,13.5661074904282,9607.093678533882,43.35,True,11.985127602536547,Severe,Light gray to pink,2024-01-17
R20S-28-R-400-F-10-2,R20S,400,10_C_per_min,Furnace,Residual,2,7.518671806030909,1822.395977271936,14.473837913212122,11005.382596299918,43.35,True,9.724976289678338,Severe,Light gray to pink,2024-10-16
R20S-28-R-400-F-10-3,R20S,400,10_C_per_min,Furnace,Residual,2,7.6419270909702295,2072.8494346021334,14.901033133361244,8885.636555732435,43.35,False,0.0,Moderate,Light gray to pink,2024-11-13
R20S-28-R-400-Q-5-1,R20S,400,5_C_per_min,Quench,Residual,2,6.3485215529665595,1520.4992040577272,14.068682238177708,7994.373380423705,43.35,False,0.0,Moderate,Light gray to pink,2024-05-10
R20S-28-R-400-Q-5-2,R20S,400,5_C_per_min,Quench,Residual,2,6.488031720196669,1722.827179138004,14.729486542202176,7902.889129654699,43.35,False,0.0,Severe,Light gray to pink,2024-03-01
R20S-28-R-400-Q-5-3,R20S,400,5_C_per_min,Quench,Residual,2,6.783346244883059,1780.2314383900036,14.22834693574089,7283.957572360774,43.35,False,0.0,Moderate,Light gray to pink,2024-08-12
R20S-28-R-400-Q-10-1,R20S,400,10_C_per_min,Quench,Residual,2,7.0043867591633235,1424.4709367535897,11.42158359873546,7305.20788611081,36.8475,True,5.41325118085962,Moderate,Light gray to pink,2024-04-24
R20S-28-R-400-Q-10-2,R20S,400,10_C_per_min,Quench,Residual,2,6.3152725103942595,1638.986578900099,12.493044412288622,7521.217248865518,36.8475,False,0.0,Severe,Light gray to pink,2024-06-15
R20S-28-R-400-Q-10-3,R20S,400,10_C_per_min,Quench,Residual,2,6.617495284443885,1535.4625259952654,12.43163889546174,7988.418016926612,36.8475,True,11.83167381447522,Moderate,Light gray to pink,2024-03-23
R20S-28-R-600-F-5-1,R20S,600,5_C_per_min,Furnace,Residual,3,9.73377988366318,500.0,3.091170173508804,933.1111908152862,9.000000000000002,False,0.0,Severe,Pink to light red,2024-09-09
R20S-28-R-600-F-5-2,R20S,600,5_C_per_min,Furnace,Residual,3,9.737098382509748,500.0,2.821359731180866,1005.7851195943747,9.000000000000002,False,0.0,Critical,Pink to light red,2024-02-28
R20S-28-R-600-F-5-3,R20S,600,5_C_per_min,Furnace,Residual,3,9.652918313163923,500.0,2.9488324594539286,1025.0746897828365,9.000000000000002,False,0.0,Moderate,Pink to light red,2024-06-02
R20S-28-R-600-F-10-1,R20S,600,10_C_per_min,Furnace,Residual,3,10.215457355721874,500.0,2.307128349252767,1012.2574662169312,7.650000000000001,False,0.0,Severe,Pink to light red,2024-06-12
R20S-28-R-600-F-10-2,R20S,600,10_C_per_min,Furnace,Residual,3,10.499392256238373,500.0,2.571475317779567,971.4214926214689,7.650000000000001,False,0.0,Critical,Pink to light red,2024-07-21
R20S-28-R-600-F-10-3,R20S,600,10_C_per_min,Furnace,Residual,3,10.826195902956433,500.0,2.468060663054623,957.6884595666047,7.650000000000001,False,0.0,Critical,Pink to light red,2024-06-20
R20S-28-R-600-Q-5-1,R20S,600,5_C_per_min,Quench,Residual,3,10.554773789229907,500.0,2.4931720575733456,837.5687451383442,7.650000000000001,False,0.0,Critical,Pink to light red,2024-02-25
R20S-28-R-600-Q-5-2,R20S,600,5_C_per_min,Quench,Residual,3,9.451024204776417,500.0,2.5120677391483186,778.6517730801083,7.650000000000001,False,0.0,Critical,Pink to light red,2024-07-20
R20S-28-R-600-Q-5-3,R20S,600,5_C_per_min,Quench,Residual,3,10.099944535190009,500.0,2.1145475172070993,762.0490119296736,7.650000000000001,False,0.0,Moderate,Pink to light red,2024-12-10
R20S-28-R-600-Q-10-1,R20S,600,10_C_per_min,Quench,Residual,3,10.810148214559641,500.0,2.1371652871865168,777.0664094483575,6.502500000000001,False,0.0,Severe,Pink to light red,2024-08-18
R20S-28-R-600-Q-10-2,R20S,600,10_C_per_min,Quench,Residual,3,11.007395799770125,500.0,2.2667438357435477,771.3665049974996,6.502500000000001,True,11.155289292891897,Severe,Pink to light red,2024-08-06
R20S-28-R-600-Q-10-3,R20S,600,10_C_per_min,Quench,Residual,3,10.640846041524455,500.0,2.123682359459478,792.9520662381494,6.502500000000001,False,0.0,Severe,Pink to light red,2024-06-19
R20S-28-R-800-F-5-1,R20S,800,5_C_per_min,Furnace,Residual,3,13.046406160338737,500.0,3.7479640920995743,1337.6448518166062,10.999999999999998,False,0.0,Critical,Light red to buff/yellow,2024-07-21
R20S-28-R-800-F-5-2,R20S,800,5_C_per_min,Furnace,Residual,3,10.925626009848758,500.0,4.030640861902999,1431.8773430472672,10.999999999999998,False,0.0,Severe,Light red to buff/yellow,2024-09-03
R20S-28-R-800-F-5-3,R20S,800,5_C_per_min,Furnace,Residual,3,11.401338934457574,500.0,4.2208779228261335,1336.2775429518967,10.999999999999998,False,0.0,Critical,Light red to buff/yellow,2024-04-06
R20S-28-R-800-F-10-1,R20S,800,10_C_per_min,Furnace,Residual,3,13.826978666955682,500.0,3.5914998127926734,1346.311510000537,9.349999999999998,True,7.133386774558925,Critical,Light red to buff/yellow,2024-02-22
R20S-28-R-800-F-10-2,R20S,800,10_C_per_min,Furnace,Residual,3,15.038335290925433,500.0,3.0125980084848525,1397.0947820279828,9.349999999999998,True,3.9057373067118,Severe,Light red to buff/yellow,2024-04-02
R20S-28-R-800-F-10-3,R20S,800,10_C_per_min,Furnace,Residual,3,15.348880909483915,500.0,2.9713432518202336,1157.9848769054297,9.349999999999998,False,0.0,Critical,Light red to buff/yellow,2024-05-12
R20S-28-R-800-Q-5-1,R20S,800,5_C_per_min,Quench,Residual,3,12.407350661964108,500.0,3.2390372749536427,1053.3163508038751,9.349999999999998,False,0.0,Critical,Light red to buff/yellow,2024-02-03
R20S-28-R-800-Q-5-2,R20S,800,5_C_per_min,Quench,Residual,3,14.02640465678894,500.0,3.021068553005195,1067.5792797657102,9.349999999999998,False,0.0,Severe,Light red to buff/yellow,2024-08-23
R20S-28-R-800-Q-5-3,R20S,800,5_C_per_min,Quench,Residual,3,13.812381746501307,500.0,3.356403927991733,969.6594964712448,9.349999999999998,False,0.0,Critical,Light red to buff/yellow,2024-05-03
R20S-28-R-800-Q-10-1,R20S,800,10_C_per_min,Quench,Residual,3,16.22342180783831,500.0,2.5596878207593887,1146.239506300682,7.947499999999999,False,0.0,Critical,Light red to buff/yellow,2024-12-13
R20S-28-R-800-Q-10-2,R20S,800,10_C_per_min,Quench,Residual,3,15.090983087741598,500.0,2.7272532603688506,1102.0981441161414,7.947499999999999,False,0.0,Severe,Light red to buff/yellow,2024-05-08
R20S-28-R-800-Q-10-3,R20S,800,10_C_per_min,Quench,Residual,3,15.532711618952959,500.0,2.616200657982065,990.6873595810433,7.947499999999999,False,0.0,Critical,Light red to buff/yellow,2024-10-06
R10L-28-R-23-F-5-1,R10L,23,5_C_per_min,Furnace,Residual,2,0.0,4525.097055353242,21.677809328130635,20048.80247649111,99.12014931820195,False,0.0,Minor,No change,2024-04-13
R10L-28-R-23-F-5-2,R10L,23,5_C_per_min,Furnace,Residual,2,0.0,4781.623084391356,21.351559797416964,21169.842057731785,101.8512414282961,False,0.0,Minor,No change,2024-08-06
R10L-28-R-23-F-5-3,R10L,23,5_C_per_min,Furnace,Residual,2,0.0,4293.251976713991,22.10098523808502,18774.598741995484,98.4809889060467,False,0.0,None,No change,2024-11-21
R10L-28-R-23-Q-5-1,R10L,23,5_C_per_min,Quench,Residual,2,0.0,4658.473585925787,24.363532421216306,18206.742066935658,99.18895123083446,False,0.0,None,No change,2024-09-24
R10L-28-R-23-Q-5-2,R10L,23,5_C_per_min,Quench,Residual,2,0.0,4692.567217244206,22.187015079183585,18896.181895412094,98.74132071811485,False,0.0,None,No change,2024-04-05
R10L-28-R-23-Q-5-3,R10L,23,5_C_per_min,Quench,Residual,2,0.0,5127.9438613156635,23.231447272767177,20257.73812527162,100.39591403270884,False,0.0,None,No change,2024-12-22
R10L-28-R-200-F-5-1,R10L,200,5_C_per_min,Furnace,Residual,2,2.7622725461664364,4551.752142846638,25.331248697750286,18996.609212989253,100.0,False,0.0,None,No change,2024-08-21
R10L-28-R-200-F-5-2,R10L,200,5_C_per_min,Furnace,Residual,2,2.2800912099186204,4676.145804805803,24.873976537033634,21443.68336867352,100.0,False,0.0,None,No change,2024-12-04
R10L-28-R-200-F-5-3,R10L,200,5_C_per_min,Furnace,Residual,2,2.6451494434018947,4532.251312711402,22.19405123928728,16608.748355498763,100.0,False,0.0,None,No change,2024-07-09
R10L-28-R-200-Q-5-1,R10L,200,5_C_per_min,Quench,Residual,2,2.761793924234856,3676.5895755897686,22.79014940781154,15624.902805722842,85.0,False,0.0,None,No change,2024-12-06
R10L-28-R-200-Q-5-2,R10L,200,5_C_per_min,Quench,Residual,2,2.917423807307503,3480.7145824963204,18.921019229536434,13598.961147009517,85.0,False,0.0,None,No change,2024-08-17
R10L-28-R-200-Q-5-3,R10L,200,5_C_per_min,Quench,Residual,2,3.093955363625271,3603.6402720681926,18.94453157128926,15531.58945471282,85.0,False,0.0,None,No change,2024-10-11
R10L-28-R-400-F-5-1,R10L,400,5_C_per_min,Furnace,Residual,2,7.041835021328507,2212.5425892502503,11.019254417216418,8501.253664421927,51.0,False,0.0,Severe,Light gray to pink,2024-07-09
R10L-28-R-400-F-5-2,R10L,400,5_C_per_min,Furnace,Residual,2,7.9789947986016125,2000.9446511180063,11.496947606642712,7800.60031241415,51.0,False,0.0,Severe,Light gray to pink,2024-05-13
R10L-28-R-400-F-5-3,R10L,400,5_C_per_min,Furnace,Residual,2,6.6142725690800095,2089.749091722065,10.094378261639493,8521.30554658028,51.0,False,0.0,Moderate,Light gray to pink,2024-07-17
R10L-28-R-400-Q-5-1,R10L,400,5_C_per_min,Quench,Residual,2,7.439708319675992,1634.467421751221,11.089668832833206,6817.743544170047,43.35,False,0.0,Moderate,Light gray to pink,2024-02-05
R10L-28-R-400-Q-5-2,R10L,400,5_C_per_min,Quench,Residual,2,7.544654048657933,1717.2688490626633,9.656842786907736,6086.411353612723,43.35,False,0.0,Moderate,Light gray to pink,2024-09-07
R10L-28-R-400-Q-5-3,R10L,400,5_C_per_min,Quench,Residual,2,8.263469426242711,1736.810797377527,11.223146446192498,6056.131570315708,43.35,False,0.0,Moderate,Light gray to pink,2024-02-19
R10L-28-R-600-F-5-1,R10L,600,5_C_per_min,Furnace,Residual,3,10.82275395149938,500.0,2.0730521416895504,886.7503450410729,9.000000000000002,False,0.0,Moderate,Pink to light red,2024-02-06
R10L-28-R-600-F-5-2,R10L,600,5_C_per_min,Furnace,Residual,3,7.868365782321868,500.0,2.130487021600481,894.8214829398019,9.000000000000002,False,0.0,Moderate,Pink to light red,2024-10-05
R10L-28-R-600-F-5-3,R10L,600,5_C_per_min,Furnace,Residual,3,11.744500424101451,500.0,2.0654058677383933,795.8335403118379,9.000000000000002,False,0.0,Severe,Pink to light red,2024-12-21
R10L-28-R-600-Q-5-1,R10L,600,5_C_per_min,Quench,Residual,3,10.098696963183256,500.0,1.6438120049985434,750.7770186942458,7.650000000000001,False,0.0,Severe,Pink to light red,2024-10-28
R10L-28-R-600-Q-5-2,R10L,600,5_C_per_min,Quench,Residual,3,13.979828752084078,500.0,1.6555080121961887,624.4159016443982,7.650000000000001,False,0.0,Critical,Pink to light red,2024-07-08
R10L-28-R-600-Q-5-3,R10L,600,5_C_per_min,Quench,Residual,3,12.128989169010191,500.0,1.6956483528129316,675.4540792013473,7.650000000000001,False,0.0,Severe,Pink to light red,2024-12-05
R10L-28-R-800-F-5-1,R10L,800,5_C_per_min,Furnace,Residual,3,14.216438062857513,500.0,2.1926438960373202,980.1806229731174,10.0,False,0.0,Critical,Light red to buff/yellow,2024-03-11
R10L-28-R-800-F-5-2,R10L,800,5_C_per_min,Furnace,Residual,3,12.696936673161352,500.0,2.4967948276189644,943.5507064788937,10.0,False,0.0,Critical,Light red to buff/yellow,2024-08-02
R10L-28-R-800-F-5-3,R10L,800,5_C_per_min,Furnace,Residual,3,12.59593344815549,500.0,2.315201071235476,1040.2131739792499,10.0,False,0.0,Severe,Light red to buff/yellow,2024-02-05
R10L-28-R-800-Q-5-1,R10L,800,5_C_per_min,Quench,Residual,3,15.11525371588472,500.0,1.7542670345298892,782.6628940685919,8.5,False,0.0,Critical,Light red to buff/yellow,2024-11-10
R10L-28-R-800-Q-5-2,R10L,800,5_C_per_min,Quench,Residual,3,15.227965676906628,500.0,1.6783642014682933,736.0951363713946,8.5,False,0.0,Severe,Light red to buff/yellow,2024-10-05
R10L-28-R-800-Q-5-3,R10L,800,5_C_per_min,Quench,Residual,3,15.656312530215347,500.0,1.9116334940697361,788.7930944960443,8.5,False,0.0,Critical,Light red to buff/yellow,2024-01-13
