building_id,period,year,month,monthly_energy_kwh,retrofit,retrofit_date,retrofit_scopes,savings_fraction_post
B00045,2024-08-31,2024,8,79436.95566851499,True,2023-02-28,hvac,0.12618774446285083
B00045,2024-09-30,2024,9,91064.98749246115,True,2023-02-28,hvac,0.12618774446285083
B00045,2024-10-31,2024,10,90206.03051870271,True,2023-02-28,hvac,0.12618774446285083
B00045,2024-11-30,2024,11,92573.79933695978,True,2023-02-28,hvac,0.12618774446285083
B00045,2024-12-31,2024,12,99466.0984742832,True,2023-02-28,hvac,0.12618774446285083
B00045,2025-01-31,2025,1,90066.4646805552,True,2023-02-28,hvac,0.12618774446285083
B00045,2025-02-28,2025,2,93166.60182133516,True,2023-02-28,hvac,0.12618774446285083
B00045,2025-03-31,2025,3,83732.42154900775,True,2023-02-28,hvac,0.12618774446285083
B00045,2025-04-30,2025,4,90525.99975510695,True,2023-02-28,hvac,0.12618774446285083
B00045,2025-05-31,2025,5,85216.11009517107,True,2023-02-28,hvac,0.12618774446285083
B00045,2025-06-30,2025,6,89270.50314842354,True,2023-02-28,hvac,0.12618774446285083
B00045,2025-07-31,2025,7,82742.25059671802,True,2023-02-28,hvac,0.12618774446285083
B00045,2025-08-31,2025,8,91230.01427759118,True,2023-02-28,hvac,0.12618774446285083
B00045,2025-09-30,2025,9,97112.28743859501,True,2023-02-28,hvac,0.12618774446285083
B00045,2025-10-31,2025,10,92055.89076876955,True,2023-02-28,hvac,0.12618774446285083
B00045,2025-11-30,2025,11,92406.68840953865,True,2023-02-28,hvac,0.12618774446285083
B00045,2025-12-31,2025,12,98232.89015877916,True,2023-02-28,hvac,0.12618774446285083
B00046,2022-01-31,2022,1,1312045.817526756,False,,,0.0
B00046,2022-02-28,2022,2,1157851.8800505812,False,,,0.0
B00046,2022-03-31,2022,3,1023534.595508802,False,,,0.0
B00046,2022-04-30,2022,4,1123584.9159725143,False,,,0.0
B00046,2022-05-31,2022,5,1040163.1803993819,False,,,0.0
B00046,2022-06-30,2022,6,1042484.0211974414,False,,,0.0
B00046,2022-07-31,2022,7,1032106.8503338528,False,,,0.0
B00046,2022-08-31,2022,8,1070613.6415820473,False,,,0.0
B00046,2022-09-30,2022,9,1158826.1949793636,False,,,0.0
B00046,2022-10-31,2022,10,1041637.9302714395,False,,,0.0
B00046,2022-11-30,2022,11,1063917.6289768158,False,,,0.0
B00046,2022-12-31,2022,12,1040715.6059740708,False,,,0.0
B00046,2023-01-31,2023,1,1105622.9580568252,False,,,0.0
B00046,2023-02-28,2023,2,1112488.0663976187,False,,,0.0
B00046,2023-03-31,2023,3,1209666.6824185753,False,,,0.0
B00046,2023-04-30,2023,4,1086489.3687920512,False,,,0.0
B00046,2023-05-31,2023,5,1054125.2372444205,False,,,0.0
B00046,2023-06-30,2023,6,1096967.4415712191,False,,,0.0
B00046,2023-07-31,2023,7,1198331.9735394313,False,,,0.0
B00046,2023-08-31,2023,8,1066961.4548388869,False,,,0.0
B00046,2023-09-30,2023,9,1000051.0246956709,False,,,0.0
B00046,2023-10-31,2023,10,1093109.43155552,False,,,0.0
B00046,2023-11-30,2023,11,1219422.5746578616,False,,,0.0
B00046,2023-12-31,2023,12,1156542.3936684611,False,,,0.0
B00046,2024-01-31,2024,1,1213407.6922268996,False,,,0.0
B00046,2024-02-29,2024,2,1170876.4403260984,False,,,0.0
B00046,2024-03-31,2024,3,1068889.1276714173,False,,,0.0
B00046,2024-04-30,2024,4,1029968.9370744016,False,,,0.0
B00046,2024-05-31,2024,5,1137449.3557942815,False,,,0.0
B00046,2024-06-30,2024,6,927275.9469904669,False,,,0.0
B00046,2024-07-31,2024,7,1013872.2695926059,False,,,0.0
B00046,2024-08-31,2024,8,987778.5278403041,False,,,0.0
B00046,2024-09-30,2024,9,1078261.1522982754,False,,,0.0
B00046,2024-10-31,2024,10,1223847.3460509446,False,,,0.0
B00046,2024-11-30,2024,11,1062803.3454455428,False,,,0.0
B00046,2024-12-31,2024,12,1129459.6939263293,False,,,0.0
B00046,2025-01-31,2025,1,1093918.3409751162,False,,,0.0
B00046,2025-02-28,2025,2,1126527.4097697462,False,,,0.0
B00046,2025-03-31,2025,3,1168378.681133325,False,,,0.0
B00046,2025-04-30,2025,4,1143887.5334161145,False,,,0.0
B00046,2025-05-31,2025,5,1084440.483530315,False,,,0.0
B00046,2025-06-30,2025,6,1134395.5997115558,False,,,0.0
B00046,2025-07-31,2025,7,1027059.4106887019,False,,,0.0
B00046,2025-08-31,2025,8,994732.3295092869,False,,,0.0
B00046,2025-09-30,2025,9,938444.8178442008,False,,,0.0
B00046,2025-10-31,2025,10,1113328.977415234,False,,,0.0
B00046,2025-11-30,2025,11,1095434.994038614,False,,,0.0
B00046,2025-12-31,2025,12,1182363.9026820357,False,,,0.0
B00047,2022-01-31,2022,1,130455.2048868623,False,,,0.0
B00047,2022-02-28,2022,2,133731.56897136156,False,,,0.0
B00047,2022-03-31,2022,3,132830.68620797532,False,,,0.0
B00047,2022-04-30,2022,4,117623.34186397359,False,,,0.0
B00047,2022-05-31,2022,5,113865.04425771543,False,,,0.0
B00047,2022-06-30,2022,6,111230.72589726456,False,,,0.0
B00047,2022-07-31,2022,7,120963.26364780661,False,,,0.0
B00047,2022-08-31,2022,8,122778.93424196301,False,,,0.0
B00047,2022-09-30,2022,9,137580.6569886144,False,,,0.0
B00047,2022-10-31,2022,10,130955.51862780847,False,,,0.0
B00047,2022-11-30,2022,11,121506.10270243017,False,,,0.0
B00047,2022-12-31,2022,12,135498.4059924835,False,,,0.0
B00047,2023-01-31,2023,1,126674.46662584218,False,,,0.0
B00047,2023-02-28,2023,2,127124.82896361357,False,,,0.0
B00047,2023-03-31,2023,3,122185.8182731699,False,,,0.0
B00047,2023-04-30,2023,4,110548.69292089663,False,,,0.0
B00047,2023-05-31,2023,5,122676.44135911814,False,,,0.0
B00047,2023-06-30,2023,6,116690.05753277846,False,,,0.0
B00047,2023-07-31,2023,7,119320.77794639593,False,,,0.0
B00047,2023-08-31,2023,8,124124.8433793462,False,,,0.0
B00047,2023-09-30,2023,9,117994.6705757518,False,,,0.0
B00047,2023-10-31,2023,10,122329.67306805727,False,,,0.0
B00047,2023-11-30,2023,11,129573.15242157542,False,,,0.0
B00047,2023-12-31,2023,12,117863.08987521906,False,,,0.0
B00047,2024-01-31,2024,1,130606.45466955336,False,,,0.0
B00047,2024-02-29,2024,2,140381.84890136533,False,,,0.0
B00047,2024-03-31,2024,3,128195.18400849089,False,,,0.0
B00047,2024-04-30,2024,4,125410.55860099514,False,,,0.0
B00047,2024-05-31,2024,5,125827.70191070848,False,,,0.0
B00047,2024-06-30,2024,6,116962.63358778376,False,,,0.0
B00047,2024-07-31,2024,7,109905.92819682322,False,,,0.0
B00047,2024-08-31,2024,8,127005.63095710965,False,,,0.0
B00047,2024-09-30,2024,9,120838.75363365481,False,,,0.0
B00047,2024-10-31,2024,10,136100.76828638467,False,,,0.0
B00047,2024-11-30,2024,11,125425.75327982969,False,,,0.0
B00047,2024-12-31,2024,12,123227.93090930789,False,,,0.0
B00047,2025-01-31,2025,1,126990.41267628921,False,,,0.0
B00047,2025-02-28,2025,2,119683.72314336631,False,,,0.0
B00047,2025-03-31,2025,3,134884.1020198337,False,,,0.0
B00047,2025-04-30,2025,4,116354.14459237395,False,,,0.0
B00047,2025-05-31,2025,5,107706.5736779151,False,,,0.0
B00047,2025-06-30,2025,6,117914.95532307956,False,,,0.0
B00047,2025-07-31,2025,7,124581.34918721596,False,,,0.0
B00047,2025-08-31,2025,8,99628.48455212291,False,,,0.0
B00047,2025-09-30,2025,9,122853.84057480565,False,,,0.0
B00047,2025-10-31,2025,10,126960.41676130245,False,,,0.0
B00047,2025-11-30,2025,11,133880.4272296045,False,,,0.0
B00047,2025-12-31,2025,12,122722.5009301135,False,,,0.0
B00048,2022-01-31,2022,1,694311.7583075862,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2022-02-28,2022,2,763830.6118518391,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2022-03-31,2022,3,620040.1712636492,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2022-04-30,2022,4,655575.1352381958,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2022-05-31,2022,5,623644.2719994417,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2022-06-30,2022,6,713353.5320665094,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2022-07-31,2022,7,635464.9488657414,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2022-08-31,2022,8,644814.3832887819,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2022-09-30,2022,9,682871.828178769,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2022-10-31,2022,10,721407.4601960544,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2022-11-30,2022,11,730672.3570239525,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2022-12-31,2022,12,707812.7955706693,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2023-01-31,2023,1,720783.4282507027,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2023-02-28,2023,2,673319.4740975157,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2023-03-31,2023,3,706824.092135487,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2023-04-30,2023,4,671564.6481100621,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2023-05-31,2023,5,593165.3722759413,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2023-06-30,2023,6,658244.3480296946,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2023-07-31,2023,7,642866.053011208,True,2023-07-31,"envelope,hvac,lighting,controls",0.0
B00048,2023-08-31,2023,8,417334.0108273112,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2023-09-30,2023,9,421872.2113277751,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2023-10-31,2023,10,422041.9977070955,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2023-11-30,2023,11,426922.0757229617,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2023-12-31,2023,12,472421.8479988112,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2024-01-31,2024,1,445640.1041353395,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2024-02-29,2024,2,460122.16926688893,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2024-03-31,2024,3,439711.4961162487,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2024-04-30,2024,4,447399.55589679716,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2024-05-31,2024,5,429166.1631981398,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2024-06-30,2024,6,380122.09965602885,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2024-07-31,2024,7,409883.5617552694,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2024-08-31,2024,8,432917.59122771636,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2024-09-30,2024,9,436745.7679366858,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2024-10-31,2024,10,413684.0896347448,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2024-11-30,2024,11,465175.16933109704,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2024-12-31,2024,12,457496.0081247995,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2025-01-31,2025,1,455530.2088327855,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2025-02-28,2025,2,424303.7776899364,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2025-03-31,2025,3,439814.1645056957,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2025-04-30,2025,4,430492.04739018896,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2025-05-31,2025,5,369024.4826001162,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2025-06-30,2025,6,392588.45858065406,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2025-07-31,2025,7,370383.5797000311,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2025-08-31,2025,8,366982.2613753604,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2025-09-30,2025,9,414000.82608793967,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2025-10-31,2025,10,438388.0785653114,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2025-11-30,2025,11,430595.1262447721,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00048,2025-12-31,2025,12,406700.6491841464,True,2023-07-31,"envelope,hvac,lighting,controls",0.3828921426300785
B00049,2022-01-31,2022,1,371597.11937786086,True,2023-11-30,hvac,0.0
B00049,2022-02-28,2022,2,372930.22080897907,True,2023-11-30,hvac,0.0
B00049,2022-03-31,2022,3,407791.384883077,True,2023-11-30,hvac,0.0
B00049,2022-04-30,2022,4,377310.5848196541,True,2023-11-30,hvac,0.0
B00049,2022-05-31,2022,5,404223.1562269303,True,2023-11-30,hvac,0.0
B00049,2022-06-30,2022,6,348864.3470833689,True,2023-11-30,hvac,0.0
B00049,2022-07-31,2022,7,375336.3710791367,True,2023-11-30,hvac,0.0
B00049,2022-08-31,2022,8,364918.3731113991,True,2023-11-30,hvac,0.0
B00049,2022-09-30,2022,9,360226.683179526,True,2023-11-30,hvac,0.0
B00049,2022-10-31,2022,10,365241.00942942884,True,2023-11-30,hvac,0.0
B00049,2022-11-30,2022,11,361932.84982463106,True,2023-11-30,hvac,0.0
B00049,2022-12-31,2022,12,410980.0277765959,True,2023-11-30,hvac,0.0
B00049,2023-01-31,2023,1,403615.673422704,True,2023-11-30,hvac,0.0
B00049,2023-02-28,2023,2,385242.26839022164,True,2023-11-30,hvac,0.0
B00049,2023-03-31,2023,3,401496.6745918599,True,2023-11-30,hvac,0.0
B00049,2023-04-30,2023,4,380290.78035464295,True,2023-11-30,hvac,0.0
B00049,2023-05-31,2023,5,334521.1101256762,True,2023-11-30,hvac,0.0
B00049,2023-06-30,2023,6,355975.6741084967,True,2023-11-30,hvac,0.0
B00049,2023-07-31,2023,7,349145.1451130016,True,2023-11-30,hvac,0.0
B00049,2023-08-31,2023,8,375747.4154929474,True,2023-11-30,hvac,0.0
B00049,2023-09-30,2023,9,353761.42434665316,True,2023-11-30,hvac,0.0
B00049,2023-10-31,2023,10,402512.9487626983,True,2023-11-30,hvac,0.0
B00049,2023-11-30,2023,11,395697.35045099247,True,2023-11-30,hvac,0.0
B00049,2023-12-31,2023,12,348328.8570240733,True,2023-11-30,hvac,0.09913912965765002
B00049,2024-01-31,2024,1,381556.4252343817,True,2023-11-30,hvac,0.09913912965765002
B00049,2024-02-29,2024,2,353280.55999686697,True,2023-11-30,hvac,0.09913912965765002
B00049,2024-03-31,2024,3,352794.8644085306,True,2023-11-30,hvac,0.09913912965765002
B00049,2024-04-30,2024,4,364725.5547346203,True,2023-11-30,hvac,0.09913912965765002
B00049,2024-05-31,2024,5,340049.4968349142,True,2023-11-30,hvac,0.09913912965765002
B00049,2024-06-30,2024,6,309305.26002436265,True,2023-11-30,hvac,0.09913912965765002
B00049,2024-07-31,2024,7,347099.2909138894,True,2023-11-30,hvac,0.09913912965765002
B00049,2024-08-31,2024,8,331098.88357998827,True,2023-11-30,hvac,0.09913912965765002
B00049,2024-09-30,2024,9,320519.1647888876,True,2023-11-30,hvac,0.09913912965765002
B00049,2024-10-31,2024,10,323661.0853152847,True,2023-11-30,hvac,0.09913912965765002
B00049,2024-11-30,2024,11,343690.83723635424,True,2023-11-30,hvac,0.09913912965765002
B00049,2024-12-31,2024,12,334061.19410194666,True,2023-11-30,hvac,0.09913912965765002
B00049,2025-01-31,2025,1,344113.80764589657,True,2023-11-30,hvac,0.09913912965765002
B00049,2025-02-28,2025,2,372722.21965253114,True,2023-11-30,hvac,0.09913912965765002
B00049,2025-03-31,2025,3,347751.61549992464,True,2023-11-30,hvac,0.09913912965765002
B00049,2025-04-30,2025,4,354102.9242650227,True,2023-11-30,hvac,0.09913912965765002
B00049,2025-05-31,2025,5,325566.3849994733,True,2023-11-30,hvac,0.09913912965765002
B00049,2025-06-30,2025,6,323772.6593744645,True,2023-11-30,hvac,0.09913912965765002
B00049,2025-07-31,2025,7,340326.37713392626,True,2023-11-30,hvac,0.09913912965765002
B00049,2025-08-31,2025,8,284713.2671740639,True,2023-11-30,hvac,0.09913912965765002
B00049,2025-09-30,2025,9,346387.29459525354,True,2023-11-30,hvac,0.09913912965765002
B00049,2025-10-31,2025,10,360708.6430658916,True,2023-11-30,hvac,0.09913912965765002
B00049,2025-11-30,2025,11,310254.22300938686,True,2023-11-30,hvac,0.09913912965765002
B00049,2025-12-31,2025,12,384881.1430537632,True,2023-11-30,hvac,0.09913912965765002
B00050,2022-01-31,2022,1,253135.61481470856,False,,,0.0
B00050,2022-02-28,2022,2,251542.1824667767,False,,,0.0
B00050,2022-03-31,2022,3,243453.43131017732,False,,,0.0
B00050,2022-04-30,2022,4,243291.52215266792,False,,,0.0
B00050,2022-05-31,2022,5,240972.51406686168,False,,,0.0
B00050,2022-06-30,2022,6,225930.9626843081,False,,,0.0
B00050,2022-07-31,2022,7,218253.50194035895,False,,,0.0
B00050,2022-08-31,2022,8,223015.6556258491,False,,,0.0
B00050,2022-09-30,2022,9,259229.91101897304,False,,,0.0
B00050,2022-10-31,2022,10,231288.39282210227,False,,,0.0
B00050,2022-11-30,2022,11,265139.1341219776,False,,,0.0
B00050,2022-12-31,2022,12,238627.52015423676,False,,,0.0
B00050,2023-01-31,2023,1,246009.74637420132,False,,,0.0
B00050,2023-02-28,2023,2,254035.2896670379,False,,,0.0
B00050,2023-03-31,2023,3,248254.09671372912,False,,,0.0
B00050,2023-04-30,2023,4,232696.68335218437,False,,,0.0
B00050,2023-05-31,2023,5,244662.08071908032,False,,,0.0
B00050,2023-06-30,2023,6,228621.68182276664,False,,,0.0
B00050,2023-07-31,2023,7,254622.99163743327,False,,,0.0
B00050,2023-08-31,2023,8,221674.49830786095,False,,,0.0
B00050,2023-09-30,2023,9,233050.5649518359,False,,,0.0
B00050,2023-10-31,2023,10,250967.07123529326,False,,,0.0
B00050,2023-11-30,2023,11,252383.98939604175,False,,,0.0
B00050,2023-12-31,2023,12,253281.29540426572,False,,,0.0
B00050,2024-01-31,2024,1,256582.49561054865,False,,,0.0
B00050,2024-02-29,2024,2,254248.055094651,False,,,0.0
B00050,2024-03-31,2024,3,261384.24571687393,False,,,0.0
B00050,2024-04-30,2024,4,220062.11155609303,False,,,0.0
B00050,2024-05-31,2024,5,234287.15399862337,False,,,0.0
B00050,2024-06-30,2024,6,225192.25864575023,False,,,0.0
B00050,2024-07-31,2024,7,234800.44946259048,False,,,0.0
B00050,2024-08-31,2024,8,246191.1999709596,False,,,0.0
B00050,2024-09-30,2024,9,249075.55092749084,False,,,0.0
B00050,2024-10-31,2024,10,238953.357228006,False,,,0.0
B00050,2024-11-30,2024,11,237895.5337424516,False,,,0.0
B00050,2024-12-31,2024,12,234955.05743550934,False,,,0.0
B00050,2025-01-31,2025,1,260392.11206130998,False,,,0.0
B00050,2025-02-28,2025,2,256658.84553393032,False,,,0.0
B00050,2025-03-31,2025,3,249291.92376451852,False,,,0.0
B00050,2025-04-30,2025,4,236687.02889094592,False,,,0.0
B00050,2025-05-31,2025,5,232905.84619291648,False,,,0.0
B00050,2025-06-30,2025,6,243164.67009520865,False,,,0.0
B00050,2025-07-31,2025,7,224832.42216518475,False,,,0.0
B00050,2025-08-31,2025,8,239170.11491487318,False,,,0.0
B00050,2025-09-30,2025,9,249603.47406214016,False,,,0.0
B00050,2025-10-31,2025,10,235611.42678547712,False,,,0.0
B00050,2025-11-30,2025,11,273768.61694136437,False,,,0.0
B00050,2025-12-31,2025,12,253506.17924937708,False,,,0.0
B00051,2022-01-31,2022,1,416551.8056423229,False,,,0.0
B00051,2022-02-28,2022,2,370563.1524402597,False,,,0.0
B00051,2022-03-31,2022,3,386889.6041502538,False,,,0.0
B00051,2022-04-30,2022,4,365070.32525331277,False,,,0.0
B00051,2022-05-31,2022,5,356308.89061493,False,,,0.0
B00051,2022-06-30,2022,6,359165.8725832081,False,,,0.0
B00051,2022-07-31,2022,7,384929.916190566,False,,,0.0
B00051,2022-08-31,2022,8,352846.4497006626,False,,,0.0
B00051,2022-09-30,2022,9,358724.16484098916,False,,,0.0
B00051,2022-10-31,2022,10,384043.16885071853,False,,,0.0
B00051,2022-11-30,2022,11,340719.56597899314,False,,,0.0
B00051,2022-12-31,2022,12,353097.64941226935,False,,,0.0
B00051,2023-01-31,2023,1,387781.9473972882,False,,,0.0
B00051,2023-02-28,2023,2,389927.6518940312,False,,,0.0
B00051,2023-03-31,2023,3,384483.9022254736,False,,,0.0
B00051,2023-04-30,2023,4,332710.6183024197,False,,,0.0
B00051,2023-05-31,2023,5,358196.1754686024,False,,,0.0
B00051,2023-06-30,2023,6,346575.077036163,False,,,0.0
B00051,2023-07-31,2023,7,352316.34242368455,False,,,0.0
B00051,2023-08-31,2023,8,333254.51431104844,False,,,0.0
B00051,2023-09-30,2023,9,349669.3510021095,False,,,0.0
B00051,2023-10-31,2023,10,371915.46054197056,False,,,0.0
B00051,2023-11-30,2023,11,403484.8284842628,False,,,0.0
B00051,2023-12-31,2023,12,372440.0021687648,False,,,0.0
B00051,2024-01-31,2024,1,390047.2274918975,False,,,0.0
B00051,2024-02-29,2024,2,373459.75262496155,False,,,0.0
B00051,2024-03-31,2024,3,385701.1934014691,False,,,0.0
B00051,2024-04-30,2024,4,362762.6379577153,False,,,0.0
B00051,2024-05-31,2024,5,351805.42927970464,False,,,0.0
B00051,2024-06-30,2024,6,371633.58600103727,False,,,0.0
B00051,2024-07-31,2024,7,332117.336910896,False,,,0.0
B00051,2024-08-31,2024,8,375532.9636991732,False,,,0.0
B00051,2024-09-30,2024,9,341100.8516533165,False,,,0.0
B00051,2024-10-31,2024,10,371991.40676902526,False,,,0.0
B00051,2024-11-30,2024,11,353895.18012352986,False,,,0.0
B00051,2024-12-31,2024,12,397949.6053875483,False,,,0.0
B00051,2025-01-31,2025,1,376442.919190696,False,,,0.0
B00051,2025-02-28,2025,2,367197.7767358707,False,,,0.0
B00051,2025-03-31,2025,3,356572.1715669471,False,,,0.0
B00051,2025-04-30,2025,4,401425.29867891636,False,,,0.0
B00051,2025-05-31,2025,5,348355.6804948085,False,,,0.0
B00051,2025-06-30,2025,6,345939.7190932982,False,,,0.0
B00051,2025-07-31,2025,7,347358.771214625,False,,,0.0
B00051,2025-08-31,2025,8,349743.57285002875,False,,,0.0
B00051,2025-09-30,2025,9,374667.53427548957,False,,,0.0
B00051,2025-10-31,2025,10,386434.2168741309,False,,,0.0
B00051,2025-11-30,2025,11,351068.006162118,False,,,0.0
B00051,2025-12-31,2025,12,370359.8156726463,False,,,0.0
B00052,2022-01-31,2022,1,117074.9762842343,False,,,0.0
B00052,2022-02-28,2022,2,108993.98064567511,False,,,0.0
B00052,2022-03-31,2022,3,106100.9604103803,False,,,0.0
B00052,2022-04-30,2022,4,102229.49335308628,False,,,0.0
B00052,2022-05-31,2022,5,111369.89175699503,False,,,0.0
B00052,2022-06-30,2022,6,93458.03019546023,False,,,0.0
B00052,2022-07-31,2022,7,95859.47793656631,False,,,0.0
B00052,2022-08-31,2022,8,96823.26447627286,False,,,0.0
B00052,2022-09-30,2022,9,99736.29158381428,False,,,0.0
B00052,2022-10-31,2022,10,107492.41454208089,False,,,0.0
B00052,2022-11-30,2022,11,99429.77460404638,False,,,0.0
B00052,2022-12-31,2022,12,100721.84265829533,False,,,0.0
B00052,2023-01-31,2023,1,112853.17446652244,False,,,0.0
B00052,2023-02-28,2023,2,105378.66725723089,False,,,0.0
B00052,2023-03-31,2023,3,110747.56343820097,False,,,0.0
B00052,2023-04-30,2023,4,90511.39477265616,False,,,0.0
B00052,2023-05-31,2023,5,110319.20990994801,False,,,0.0
B00052,2023-06-30,2023,6,102882.83052309473,False,,,0.0
B00052,2023-07-31,2023,7,103969.57593125265,False,,,0.0
B00052,2023-08-31,2023,8,86549.48117465721,False,,,0.0
B00052,2023-09-30,2023,9,99043.4955012647,False,,,0.0
B00052,2023-10-31,2023,10,103199.9591497546,False,,,0.0
B00052,2023-11-30,2023,11,103533.70854955325,False,,,0.0
B00052,2023-12-31,2023,12,104762.47720988894,False,,,0.0
B00052,2024-01-31,2024,1,104677.30205050121,False,,,0.0
B00052,2024-02-29,2024,2,119306.88176021178,False,,,0.0
B00052,2024-03-31,2024,3,104331.57522194229,False,,,0.0
B00052,2024-04-30,2024,4,102760.10347327807,False,,,0.0
B00052,2024-05-31,2024,5,101720.84903231669,False,,,0.0
B00052,2024-06-30,2024,6,85310.28597185768,False,,,0.0
B00052,2024-07-31,2024,7,95739.37856805728,False,,,0.0
B00052,2024-08-31,2024,8,101153.87280081556,False,,,0.0
B00052,2024-09-30,2024,9,103977.79960662677,False,,,0.0
B00052,2024-10-31,2024,10,102695.69316447573,False,,,0.0
B00052,2024-11-30,2024,11,102862.15952442469,False,,,0.0
B00052,2024-12-31,2024,12,110286.19101168512,False,,,0.0
B00052,2025-01-31,2025,1,92093.94621388112,False,,,0.0
B00052,2025-02-28,2025,2,114576.40233315137,False,,,0.0
B00052,2025-03-31,2025,3,103672.96622280928,False,,,0.0
B00052,2025-04-30,2025,4,97260.53595785779,False,,,0.0
B00052,2025-05-31,2025,5,93304.58607685564,False,,,0.0
B00052,2025-06-30,2025,6,99721.23953011751,False,,,0.0
B00052,2025-07-31,2025,7,94157.3171511796,False,,,0.0
B00052,2025-08-31,2025,8,98739.30013405292,False,,,0.0
B00052,2025-09-30,2025,9,99433.46226277461,False,,,0.0
B00052,2025-10-31,2025,10,90827.19583375064,False,,,0.0
B00052,2025-11-30,2025,11,107470.18584662915,False,,,0.0
B00052,2025-12-31,2025,12,94996.61844314943,False,,,0.0
B00053,2022-01-31,2022,1,460924.6783606095,False,,,0.0
B00053,2022-02-28,2022,2,482973.1350055496,False,,,0.0
B00053,2022-03-31,2022,3,482520.1729163407,False,,,0.0
B00053,2022-04-30,2022,4,434812.85161779344,False,,,0.0
B00053,2022-05-31,2022,5,418078.3857472443,False,,,0.0
B00053,2022-06-30,2022,6,354583.11617324245,False,,,0.0
B00053,2022-07-31,2022,7,429359.0567187533,False,,,0.0
B00053,2022-08-31,2022,8,390827.7168588759,False,,,0.0
B00053,2022-09-30,2022,9,451656.28972455737,False,,,0.0
B00053,2022-10-31,2022,10,453005.58517345553,False,,,0.0
B00053,2022-11-30,2022,11,482921.72994894604,False,,,0.0
B00053,2022-12-31,2022,12,463741.445306243,False,,,0.0
B00053,2023-01-31,2023,1,434709.70591343945,False,,,0.0
B00053,2023-02-28,2023,2,472410.9472940618,False,,,0.0
B00053,2023-03-31,2023,3,438501.1663460556,False,,,0.0
B00053,2023-04-30,2023,4,415533.7990167109,False,,,0.0
B00053,2023-05-31,2023,5,414702.2266209176,False,,,0.0
B00053,2023-06-30,2023,6,398211.3617493444,False,,,0.0
B00053,2023-07-31,2023,7,394576.05142858997,False,,,0.0
B00053,2023-08-31,2023,8,407167.0948408897,False,,,0.0
B00053,2023-09-30,2023,9,411825.89603521925,False,,,0.0
