country,month,year,cyber_incidents,hhi,new_fintech_licenses,google_trend_mobile_money_fraud,sentiment_score
Kenya,2023-11,2023,24,2811.8388999999997,14,63.0,-0.144
Kenya,2023-12,2023,24,2811.8388999999997,14,51.0,-0.006
Kenya,2024-01,2024,17,2450.8844000000004,13,44.0,0.356
Kenya,2024-02,2024,17,2450.8844000000004,13,79.0,0.145
Kenya,2024-03,2024,17,2450.8844000000004,13,75.0,0.002
Kenya,2024-04,2024,17,2450.8844000000004,13,76.0,-0.042
Kenya,2024-05,2024,17,2450.8844000000004,13,83.0,-0.027
Kenya,2024-06,2024,17,2450.8844000000004,13,49.0,0.116
Kenya,2024-07,2024,17,2450.8844000000004,13,65.0,0.128
Kenya,2024-08,2024,17,2450.8844000000004,13,73.0,0.243
Kenya,2024-09,2024,17,2450.8844000000004,13,88.0,-0.022
Kenya,2024-10,2024,17,2450.8844000000004,13,100.0,0.031
Kenya,2024-11,2024,17,2450.8844000000004,13,73.0,-0.083
Kenya,2024-12,2024,17,2450.8844000000004,13,76.0,-0.028
Nigeria,2018-01,2018,35,2330.6196,8,36.0,-0.087
Nigeria,2018-02,2018,35,2330.6196,8,42.0,-0.024
Nigeria,2018-03,2018,35,2330.6196,8,38.0,-0.046
Nigeria,2018-04,2018,35,2330.6196,8,27.0,0.048
Nigeria,2018-05,2018,35,2330.6196,8,55.0,0.067
Nigeria,2018-06,2018,35,2330.6196,8,46.0,-0.065
Nigeria,2018-07,2018,35,2330.6196,8,31.0,0.032
Nigeria,2018-08,2018,35,2330.6196,8,33.0,0.132
Nigeria,2018-09,2018,35,2330.6196,8,30.0,0.05
Nigeria,2018-10,2018,35,2330.6196,8,28.0,0.046
Nigeria,2018-11,2018,35,2330.6196,8,37.0,-0.145
Nigeria,2018-12,2018,35,2330.6196,8,22.0,0.048
Nigeria,2019-01,2019,32,3231.7164000000002,11,26.0,0.055
Nigeria,2019-02,2019,32,3231.7164000000002,11,30.0,0.167
Nigeria,2019-03,2019,32,3231.7164000000002,11,38.0,-0.009
Nigeria,2019-04,2019,32,3231.7164000000002,11,28.0,-0.133
Nigeria,2019-05,2019,32,3231.7164000000002,11,31.0,0.101
Nigeria,2019-06,2019,32,3231.7164000000002,11,39.0,0.095
Nigeria,2019-07,2019,32,3231.7164000000002,11,43.0,-0.099
Nigeria,2019-08,2019,32,3231.7164000000002,11,40.0,0.081
Nigeria,2019-09,2019,32,3231.7164000000002,11,42.0,0.153
Nigeria,2019-10,2019,32,3231.7164000000002,11,50.0,-0.171
Nigeria,2019-11,2019,32,3231.7164000000002,11,59.0,-0.022
Nigeria,2019-12,2019,32,3231.7164000000002,11,51.0,0.035
Nigeria,2020-01,2020,35,3066.8021999999996,7,50.0,0.001
Nigeria,2020-02,2020,35,3066.8021999999996,7,57.0,0.073
Nigeria,2020-03,2020,35,3066.8021999999996,7,41.0,-0.192
Nigeria,2020-04,2020,35,3066.8021999999996,7,43.0,0.102
Nigeria,2020-05,2020,35,3066.8021999999996,7,46.0,-0.137
Nigeria,2020-06,2020,35,3066.8021999999996,7,56.0,0.04
Nigeria,2020-07,2020,35,3066.8021999999996,7,47.0,0.168
Nigeria,2020-08,2020,35,3066.8021999999996,7,54.0,0.237
Nigeria,2020-09,2020,35,3066.8021999999996,7,62.0,0.034
Nigeria,2020-10,2020,35,3066.8021999999996,7,71.0,-0.023
Nigeria,2020-11,2020,35,3066.8021999999996,7,58.0,-0.073
Nigeria,2020-12,2020,35,3066.8021999999996,7,68.0,0.081
Nigeria,2021-01,2021,40,3064.8026,14,65.0,0.247
Nigeria,2021-02,2021,40,3064.8026,14,69.0,0.107
Nigeria,2021-03,2021,40,3064.8026,14,90.0,0.006
Nigeria,2021-04,2021,40,3064.8026,14,67.0,0.109
Nigeria,2021-05,2021,40,3064.8026,14,69.0,-0.332
Nigeria,2021-06,2021,40,3064.8026,14,76.0,0.135
Nigeria,2021-07,2021,40,3064.8026,14,59.0,0.008
Nigeria,2021-08,2021,40,3064.8026,14,61.0,0.094
Nigeria,2021-09,2021,40,3064.8026,14,67.0,-0.073
Nigeria,2021-10,2021,40,3064.8026,14,66.0,-0.067
Nigeria,2021-11,2021,40,3064.8026,14,38.0,0.093
Nigeria,2021-12,2021,40,3064.8026,14,63.0,0.002
Nigeria,2022-01,2022,39,2768.9408999999996,25,68.0,0.186
Nigeria,2022-02,2022,39,2768.9408999999996,25,58.0,0.1
Nigeria,2022-03,2022,39,2768.9408999999996,25,60.0,-0.136
Nigeria,2022-04,2022,39,2768.9408999999996,25,55.0,-0.08
Nigeria,2022-05,2022,39,2768.9408999999996,25,49.0,-0.044
Nigeria,2022-06,2022,39,2768.9408999999996,25,73.0,0.034
Nigeria,2022-07,2022,39,2768.9408999999996,25,63.0,0.115
Nigeria,2022-08,2022,39,2768.9408999999996,25,61.0,0.149
Nigeria,2022-09,2022,39,2768.9408999999996,25,50.0,0.063
Nigeria,2022-10,2022,39,2768.9408999999996,25,73.0,0.033
Nigeria,2022-11,2022,39,2768.9408999999996,25,53.0,0.147
Nigeria,2022-12,2022,39,2768.9408999999996,25,58.0,0.001
Nigeria,2023-01,2023,40,2916.4453999999996,13,61.0,0.098
Nigeria,2023-02,2023,40,2916.4453999999996,13,75.0,0.196
Nigeria,2023-03,2023,40,2916.4453999999996,13,76.0,0.158
Nigeria,2023-04,2023,40,2916.4453999999996,13,65.0,0.114
Nigeria,2023-05,2023,40,2916.4453999999996,13,63.0,-0.029
Nigeria,2023-06,2023,40,2916.4453999999996,13,52.0,0.008
Nigeria,2023-07,2023,40,2916.4453999999996,13,80.0,0.02
Nigeria,2023-08,2023,40,2916.4453999999996,13,64.0,0.101
Nigeria,2023-09,2023,40,2916.4453999999996,13,72.0,-0.03
Nigeria,2023-10,2023,40,2916.4453999999996,13,75.0,-0.164
Nigeria,2023-11,2023,40,2916.4453999999996,13,63.0,0.046
Nigeria,2023-12,2023,40,2916.4453999999996,13,51.0,-0.28
Nigeria,2024-01,2024,44,2031.7804,18,44.0,-0.191
Nigeria,2024-02,2024,44,2031.7804,18,79.0,0.228
Nigeria,2024-03,2024,44,2031.7804,18,75.0,0.018
Nigeria,2024-04,2024,44,2031.7804,18,76.0,0.051
Nigeria,2024-05,2024,44,2031.7804,18,83.0,0.014
Nigeria,2024-06,2024,44,2031.7804,18,49.0,0.108
Nigeria,2024-07,2024,44,2031.7804,18,65.0,0.163
Nigeria,2024-08,2024,44,2031.7804,18,73.0,0.098
Nigeria,2024-09,2024,44,2031.7804,18,88.0,0.145
Nigeria,2024-10,2024,44,2031.7804,18,100.0,-0.146
Nigeria,2024-11,2024,44,2031.7804,18,73.0,-0.011
Nigeria,2024-12,2024,44,2031.7804,18,76.0,-0.219
Rwanda,2018-01,2018,15,2276.8079000000002,7,36.0,0.113
Rwanda,2018-02,2018,15,2276.8079000000002,7,42.0,0.113
Rwanda,2018-03,2018,15,2276.8079000000002,7,38.0,0.124
Rwanda,2018-04,2018,15,2276.8079000000002,7,27.0,0.201
Rwanda,2018-05,2018,15,2276.8079000000002,7,55.0,0.072
Rwanda,2018-06,2018,15,2276.8079000000002,7,46.0,0.089
Rwanda,2018-07,2018,15,2276.8079000000002,7,31.0,0.163
Rwanda,2018-08,2018,15,2276.8079000000002,7,33.0,0.191
Rwanda,2018-09,2018,15,2276.8079000000002,7,30.0,0.045
Rwanda,2018-10,2018,15,2276.8079000000002,7,28.0,0.022
Rwanda,2018-11,2018,15,2276.8079000000002,7,37.0,-0.01
Rwanda,2018-12,2018,15,2276.8079000000002,7,22.0,0.212
Rwanda,2019-01,2019,10,2430.5209999999997,9,26.0,0.263
Rwanda,2019-02,2019,10,2430.5209999999997,9,30.0,0.21
Rwanda,2019-03,2019,10,2430.5209999999997,9,38.0,0.434
Rwanda,2019-04,2019,10,2430.5209999999997,9,28.0,0.045
Rwanda,2019-05,2019,10,2430.5209999999997,9,31.0,0.227
Rwanda,2019-06,2019,10,2430.5209999999997,9,39.0,0.34
Rwanda,2019-07,2019,10,2430.5209999999997,9,43.0,0.104
Rwanda,2019-08,2019,10,2430.5209999999997,9,40.0,0.311
Rwanda,2019-09,2019,10,2430.5209999999997,9,42.0,0.204
Rwanda,2019-10,2019,10,2430.5209999999997,9,50.0,0.095
Rwanda,2019-11,2019,10,2430.5209999999997,9,59.0,0.158
Rwanda,2019-12,2019,10,2430.5209999999997,9,51.0,0.088
Rwanda,2020-01,2020,17,2429.0361000000003,10,50.0,0.267
Rwanda,2020-02,2020,17,2429.0361000000003,10,57.0,0.266
Rwanda,2020-03,2020,17,2429.0361000000003,10,41.0,0.178
Rwanda,2020-04,2020,17,2429.0361000000003,10,43.0,0.016
Rwanda,2020-05,2020,17,2429.0361000000003,10,46.0,0.214
Rwanda,2020-06,2020,17,2429.0361000000003,10,56.0,0.301
Rwanda,2020-07,2020,17,2429.0361000000003,10,47.0,0.263
Rwanda,2020-08,2020,17,2429.0361000000003,10,54.0,0.232
Rwanda,2020-09,2020,17,2429.0361000000003,10,62.0,0.153
Rwanda,2020-10,2020,17,2429.0361000000003,10,71.0,0.093
Rwanda,2020-11,2020,17,2429.0361000000003,10,58.0,0.339
Rwanda,2020-12,2020,17,2429.0361000000003,10,68.0,0.221
Rwanda,2021-01,2021,15,1666.3531,7,65.0,0.153
Rwanda,2021-02,2021,15,1666.3531,7,69.0,0.328
Rwanda,2021-03,2021,15,1666.3531,7,90.0,0.199
Rwanda,2021-04,2021,15,1666.3531,7,67.0,0.233
Rwanda,2021-05,2021,15,1666.3531,7,69.0,0.156
Rwanda,2021-06,2021,15,1666.3531,7,76.0,0.277
Rwanda,2021-07,2021,15,1666.3531,7,59.0,0.128
Rwanda,2021-08,2021,15,1666.3531,7,61.0,0.252
Rwanda,2021-09,2021,15,1666.3531,7,67.0,0.056
Rwanda,2021-10,2021,15,1666.3531,7,66.0,-0.004
Rwanda,2021-11,2021,15,1666.3531,7,38.0,0.156
Rwanda,2021-12,2021,15,1666.3531,7,63.0,-0.0
Rwanda,2022-01,2022,16,1884.9954,20,68.0,0.271
Rwanda,2022-02,2022,16,1884.9954,20,58.0,0.341
Rwanda,2022-03,2022,16,1884.9954,20,60.0,0.293
Rwanda,2022-04,2022,16,1884.9954,20,55.0,0.088
Rwanda,2022-05,2022,16,1884.9954,20,49.0,-0.167
Rwanda,2022-06,2022,16,1884.9954,20,73.0,0.11
Rwanda,2022-07,2022,16,1884.9954,20,63.0,0.347
Rwanda,2022-08,2022,16,1884.9954,20,61.0,0.257
Rwanda,2022-09,2022,16,1884.9954,20,50.0,0.412
Rwanda,2022-10,2022,16,1884.9954,20,73.0,0.025
Rwanda,2022-11,2022,16,1884.9954,20,53.0,-0.042
Rwanda,2022-12,2022,16,1884.9954,20,58.0,0.257
Rwanda,2023-01,2023,20,3041.9256000000005,12,61.0,0.242
Rwanda,2023-02,2023,20,3041.9256000000005,12,75.0,0.336
Rwanda,2023-03,2023,20,3041.9256000000005,12,76.0,0.332
Rwanda,2023-04,2023,20,3041.9256000000005,12,65.0,0.162
Rwanda,2023-05,2023,20,3041.9256000000005,12,63.0,0.06
Rwanda,2023-06,2023,20,3041.9256000000005,12,52.0,0.211
Rwanda,2023-07,2023,20,3041.9256000000005,12,80.0,0.28
Rwanda,2023-08,2023,20,3041.9256000000005,12,64.0,0.416
Rwanda,2023-09,2023,20,3041.9256000000005,12,72.0,0.411
Rwanda,2023-10,2023,20,3041.9256000000005,12,75.0,0.262
Rwanda,2023-11,2023,20,3041.9256000000005,12,63.0,0.071
Rwanda,2023-12,2023,20,3041.9256000000005,12,51.0,0.15
Rwanda,2024-01,2024,20,2468.6942999999997,16,44.0,0.351
Rwanda,2024-02,2024,20,2468.6942999999997,16,79.0,0.28
Rwanda,2024-03,2024,20,2468.6942999999997,16,75.0,0.155
Rwanda,2024-04,2024,20,2468.6942999999997,16,76.0,0.16
Rwanda,2024-05,2024,20,2468.6942999999997,16,83.0,0.099
Rwanda,2024-06,2024,20,2468.6942999999997,16,49.0,0.167
Rwanda,2024-07,2024,20,2468.6942999999997,16,65.0,0.353
Rwanda,2024-08,2024,20,2468.6942999999997,16,73.0,0.274
Rwanda,2024-09,2024,20,2468.6942999999997,16,88.0,0.324
Rwanda,2024-10,2024,20,2468.6942999999997,16,100.0,0.111
Rwanda,2024-11,2024,20,2468.6942999999997,16,73.0,0.138
Rwanda,2024-12,2024,20,2468.6942999999997,16,76.0,0.163
South Africa,2018-01,2018,30,2546.5244000000002,20,36.0,0.02
South Africa,2018-02,2018,30,2546.5244000000002,20,42.0,0.125
South Africa,2018-03,2018,30,2546.5244000000002,20,38.0,0.062
South Africa,2018-04,2018,30,2546.5244000000002,20,27.0,-0.159
South Africa,2018-05,2018,30,2546.5244000000002,20,55.0,0.033
South Africa,2018-06,2018,30,2546.5244000000002,20,46.0,0.005
South Africa,2018-07,2018,30,2546.5244000000002,20,31.0,0.222
South Africa,2018-08,2018,30,2546.5244000000002,20,33.0,-0.037
South Africa,2018-09,2018,30,2546.5244000000002,20,30.0,-0.012
South Africa,2018-10,2018,30,2546.5244000000002,20,28.0,0.046
South Africa,2018-11,2018,30,2546.5244000000002,20,37.0,-0.131
South Africa,2018-12,2018,30,2546.5244000000002,20,22.0,-0.022
South Africa,2019-01,2019,30,2424.3819999999996,18,26.0,0.146
South Africa,2019-02,2019,30,2424.3819999999996,18,30.0,0.145
South Africa,2019-03,2019,30,2424.3819999999996,18,38.0,-0.022
South Africa,2019-04,2019,30,2424.3819999999996,18,28.0,-0.031
South Africa,2019-05,2019,30,2424.3819999999996,18,31.0,-0.124
South Africa,2019-06,2019,30,2424.3819999999996,18,39.0,0.108
South Africa,2019-07,2019,30,2424.3819999999996,18,43.0,0.097
South Africa,2019-08,2019,30,2424.3819999999996,18,40.0,0.169
South Africa,2019-09,2019,30,2424.3819999999996,18,42.0,0.358
South Africa,2019-10,2019,30,2424.3819999999996,18,50.0,-0.111
South Africa,2019-11,2019,30,2424.3819999999996,18,59.0,0.098
South Africa,2019-12,2019,30,2424.3819999999996,18,51.0,-0.253
South Africa,2020-01,2020,33,4018.5221,18,50.0,-0.099
South Africa,2020-02,2020,33,4018.5221,18,57.0,-0.023
South Africa,2020-03,2020,33,4018.5221,18,41.0,-0.083
South Africa,2020-04,2020,33,4018.5221,18,43.0,-0.037
South Africa,2020-05,2020,33,4018.5221,18,46.0,-0.005
South Africa,2020-06,2020,33,4018.5221,18,56.0,0.0
South Africa,2020-07,2020,33,4018.5221,18,47.0,0.077
South Africa,2020-08,2020,33,4018.5221,18,54.0,0.216
South Africa,2020-09,2020,33,4018.5221,18,62.0,0.194
South Africa,2020-10,2020,33,4018.5221,18,71.0,-0.165
South Africa,2020-11,2020,33,4018.5221,18,58.0,-0.079
South Africa,2020-12,2020,33,4018.5221,18,68.0,0.008
South Africa,2021-01,2021,34,2453.3597000000004,21,65.0,0.135
South Africa,2021-02,2021,34,2453.3597000000004,21,69.0,0.1
South Africa,2021-03,2021,34,2453.3597000000004,21,90.0,0.109
South Africa,2021-04,2021,34,2453.3597000000004,21,67.0,-0.071
South Africa,2021-05,2021,34,2453.3597000000004,21,69.0,-0.175
South Africa,2021-06,2021,34,2453.3597000000004,21,76.0,-0.075
South Africa,2021-07,2021,34,2453.3597000000004,21,59.0,0.145
South Africa,2021-08,2021,34,2453.3597000000004,21,61.0,0.189
South Africa,2021-09,2021,34,2453.3597000000004,21,67.0,0.127
South Africa,2021-10,2021,34,2453.3597000000004,21,66.0,-0.085
South Africa,2021-11,2021,34,2453.3597000000004,21,38.0,-0.137
South Africa,2021-12,2021,34,2453.3597000000004,21,63.0,-0.005
South Africa,2022-01,2022,32,4473.8361,26,68.0,0.234
South Africa,2022-02,2022,32,4473.8361,26,58.0,-0.018
South Africa,2022-03,2022,32,4473.8361,26,60.0,0.13
South Africa,2022-04,2022,32,4473.8361,26,55.0,0.054
South Africa,2022-05,2022,32,4473.8361,26,49.0,0.133
South Africa,2022-06,2022,32,4473.8361,26,73.0,-0.141
South Africa,2022-07,2022,32,4473.8361,26,63.0,0.126
South Africa,2022-08,2022,32,4473.8361,26,61.0,0.099
South Africa,2022-09,2022,32,4473.8361,26,50.0,-0.102
South Africa,2022-10,2022,32,4473.8361,26,73.0,0.159
South Africa,2022-11,2022,32,4473.8361,26,53.0,-0.196
South Africa,2022-12,2022,32,4473.8361,26,58.0,-0.086
South Africa,2023-01,2023,33,2215.9231000000004,24,61.0,0.232
South Africa,2023-02,2023,33,2215.9231000000004,24,75.0,0.034
South Africa,2023-03,2023,33,2215.9231000000004,24,76.0,0.203
South Africa,2023-04,2023,33,2215.9231000000004,24,65.0,-0.247
South Africa,2023-05,2023,33,2215.9231000000004,24,63.0,0.169
South Africa,2023-06,2023,33,2215.9231000000004,24,52.0,-0.169
South Africa,2023-07,2023,33,2215.9231000000004,24,80.0,0.005
South Africa,2023-08,2023,33,2215.9231000000004,24,64.0,0.134
South Africa,2023-09,2023,33,2215.9231000000004,24,72.0,0.174
South Africa,2023-10,2023,33,2215.9231000000004,24,75.0,0.038
South Africa,2023-11,2023,33,2215.9231000000004,24,63.0,0.008
South Africa,2023-12,2023,33,2215.9231000000004,24,51.0,0.083
South Africa,2024-01,2024,36,2260.5524,19,44.0,0.422
South Africa,2024-02,2024,36,2260.5524,19,79.0,0.216
South Africa,2024-03,2024,36,2260.5524,19,75.0,-0.004
South Africa,2024-04,2024,36,2260.5524,19,76.0,-0.084
South Africa,2024-05,2024,36,2260.5524,19,83.0,-0.121
South Africa,2024-06,2024,36,2260.5524,19,49.0,-0.025
South Africa,2024-07,2024,36,2260.5524,19,65.0,0.036
South Africa,2024-08,2024,36,2260.5524,19,73.0,0.282
South Africa,2024-09,2024,36,2260.5524,19,88.0,0.191
South Africa,2024-10,2024,36,2260.5524,19,100.0,0.157
South Africa,2024-11,2024,36,2260.5524,19,73.0,-0.16
South Africa,2024-12,2024,36,2260.5524,19,76.0,0.039
Tanzania,2018-01,2018,18,2246.2989000000002,3,36.0,0.234
Tanzania,2018-02,2018,18,2246.2989000000002,3,42.0,0.335
Tanzania,2018-03,2018,18,2246.2989000000002,3,38.0,0.064
Tanzania,2018-04,2018,18,2246.2989000000002,3,27.0,0.079
Tanzania,2018-05,2018,18,2246.2989000000002,3,55.0,0.203
Tanzania,2018-06,2018,18,2246.2989000000002,3,46.0,-0.127
Tanzania,2018-07,2018,18,2246.2989000000002,3,31.0,0.131
Tanzania,2018-08,2018,18,2246.2989000000002,3,33.0,0.155
Tanzania,2018-09,2018,18,2246.2989000000002,3,30.0,0.169
Tanzania,2018-10,2018,18,2246.2989000000002,3,28.0,0.088
Tanzania,2018-11,2018,18,2246.2989000000002,3,37.0,-0.059
Tanzania,2018-12,2018,18,2246.2989000000002,3,22.0,0.028
Tanzania,2019-01,2019,16,3697.7349,9,26.0,0.168
Tanzania,2019-02,2019,16,3697.7349,9,30.0,0.221
Tanzania,2019-03,2019,16,3697.7349,9,38.0,0.174
Tanzania,2019-04,2019,16,3697.7349,9,28.0,0.168
Tanzania,2019-05,2019,16,3697.7349,9,31.0,0.152
Tanzania,2019-06,2019,16,3697.7349,9,39.0,0.204
Tanzania,2019-07,2019,16,3697.7349,9,43.0,0.127
Tanzania,2019-08,2019,16,3697.7349,9,40.0,0.263
Tanzania,2019-09,2019,16,3697.7349,9,42.0,0.41
Tanzania,2019-10,2019,16,3697.7349,9,50.0,0.213
Tanzania,2019-11,2019,16,3697.7349,9,59.0,-0.01
Tanzania,2019-12,2019,16,3697.7349,9,51.0,0.27
Tanzania,2020-01,2020,18,2929.3479999999995,7,50.0,0.173
Tanzania,2020-02,2020,18,2929.3479999999995,7,57.0,0.14
Tanzania,2020-03,2020,18,2929.3479999999995,7,41.0,0.295
Tanzania,2020-04,2020,18,2929.3479999999995,7,43.0,-0.042
Tanzania,2020-05,2020,18,2929.3479999999995,7,46.0,-0.155
Tanzania,2020-06,2020,18,2929.3479999999995,7,56.0,0.222
Tanzania,2020-07,2020,18,2929.3479999999995,7,47.0,0.216
Tanzania,2020-08,2020,18,2929.3479999999995,7,54.0,0.249
Tanzania,2020-09,2020,18,2929.3479999999995,7,62.0,0.158
Tanzania,2020-10,2020,18,2929.3479999999995,7,71.0,0.049
Tanzania,2020-11,2020,18,2929.3479999999995,7,58.0,0.018
Tanzania,2020-12,2020,18,2929.3479999999995,7,68.0,-0.009
Tanzania,2021-01,2021,20,2473.0834000000004,5,65.0,0.244
Tanzania,2021-02,2021,20,2473.0834000000004,5,69.0,0.201
Tanzania,2021-03,2021,20,2473.0834000000004,5,90.0,0.104
Tanzania,2021-04,2021,20,2473.0834000000004,5,67.0,0.046
Tanzania,2021-05,2021,20,2473.0834000000004,5,69.0,-0.179
Tanzania,2021-06,2021,20,2473.0834000000004,5,76.0,0.171
Tanzania,2021-07,2021,20,2473.0834000000004,5,59.0,0.2
Tanzania,2021-08,2021,20,2473.0834000000004,5,61.0,0.257
Tanzania,2021-09,2021,20,2473.0834000000004,5,67.0,0.191
Tanzania,2021-10,2021,20,2473.0834000000004,5,66.0,0.097
Tanzania,2021-11,2021,20,2473.0834000000004,5,38.0,0.016
Tanzania,2021-12,2021,20,2473.0834000000004,5,63.0,0.066
Tanzania,2022-01,2022,21,3692.7905999999994,21,68.0,0.252
Tanzania,2022-02,2022,21,3692.7905999999994,21,58.0,0.228
Tanzania,2022-03,2022,21,3692.7905999999994,21,60.0,0.351
Tanzania,2022-04,2022,21,3692.7905999999994,21,55.0,0.218
Tanzania,2022-05,2022,21,3692.7905999999994,21,49.0,0.112
Tanzania,2022-06,2022,21,3692.7905999999994,21,73.0,-0.017
Tanzania,2022-07,2022,21,3692.7905999999994,21,63.0,0.143
Tanzania,2022-08,2022,21,3692.7905999999994,21,61.0,0.216
Tanzania,2022-09,2022,21,3692.7905999999994,21,50.0,0.244
Tanzania,2022-10,2022,21,3692.7905999999994,21,73.0,-0.117
Tanzania,2022-11,2022,21,3692.7905999999994,21,53.0,0.019
Tanzania,2022-12,2022,21,3692.7905999999994,21,58.0,0.031
Tanzania,2023-01,2023,24,2565.1626,11,61.0,0.088
Tanzania,2023-02,2023,24,2565.1626,11,75.0,0.218
Tanzania,2023-03,2023,24,2565.1626,11,76.0,0.004
Tanzania,2023-04,2023,24,2565.1626,11,65.0,0.084
Tanzania,2023-05,2023,24,2565.1626,11,63.0,0.345
Tanzania,2023-06,2023,24,2565.1626,11,52.0,-0.011
Tanzania,2023-07,2023,24,2565.1626,11,80.0,0.191
Tanzania,2023-08,2023,24,2565.1626,11,64.0,0.193
Tanzania,2023-09,2023,24,2565.1626,11,72.0,0.071
Tanzania,2023-10,2023,24,2565.1626,11,75.0,0.163
Tanzania,2023-11,2023,24,2565.1626,11,63.0,0.238
Tanzania,2023-12,2023,24,2565.1626,11,51.0,0.23
Tanzania,2024-01,2024,19,2025.7221999999997,9,44.0,0.079
Tanzania,2024-02,2024,19,2025.7221999999997,9,79.0,0.382
Tanzania,2024-03,2024,19,2025.7221999999997,9,75.0,-0.012
Tanzania,2024-04,2024,19,2025.7221999999997,9,76.0,-0.0
Tanzania,2024-05,2024,19,2025.7221999999997,9,83.0,0.028
Tanzania,2024-06,2024,19,2025.7221999999997,9,49.0,0.204
Tanzania,2024-07,2024,19,2025.7221999999997,9,65.0,0.322
Tanzania,2024-08,2024,19,2025.7221999999997,9,73.0,0.445
Tanzania,2024-09,2024,19,2025.7221999999997,9,88.0,0.11
Tanzania,2024-10,2024,19,2025.7221999999997,9,100.0,0.032
Tanzania,2024-11,2024,19,2025.7221999999997,9,73.0,-0.127
Tanzania,2024-12,2024,19,2025.7221999999997,9,76.0,0.091
Uganda,2018-01,2018,8,3784.8872999999994,8,36.0,0.121
Uganda,2018-02,2018,8,3784.8872999999994,8,42.0,0.128
Uganda,2018-03,2018,8,3784.8872999999994,8,38.0,0.137
Uganda,2018-04,2018,8,3784.8872999999994,8,27.0,0.097
Uganda,2018-05,2018,8,3784.8872999999994,8,55.0,-0.248
Uganda,2018-06,2018,8,3784.8872999999994,8,46.0,0.077
Uganda,2018-07,2018,8,3784.8872999999994,8,31.0,0.107
Uganda,2018-08,2018,8,3784.8872999999994,8,33.0,0.262
Uganda,2018-09,2018,8,3784.8872999999994,8,30.0,0.085
Uganda,2018-10,2018,8,3784.8872999999994,8,28.0,0.144
Uganda,2018-11,2018,8,3784.8872999999994,8,37.0,-0.099
Uganda,2018-12,2018,8,3784.8872999999994,8,22.0,-0.208
Uganda,2019-01,2019,12,3644.907,11,26.0,0.242
Uganda,2019-02,2019,12,3644.907,11,30.0,0.072
Uganda,2019-03,2019,12,3644.907,11,38.0,-0.088
Uganda,2019-04,2019,12,3644.907,11,28.0,0.013
Uganda,2019-05,2019,12,3644.907,11,31.0,-0.05
Uganda,2019-06,2019,12,3644.907,11,39.0,0.105
Uganda,2019-07,2019,12,3644.907,11,43.0,0.214
Uganda,2019-08,2019,12,3644.907,11,40.0,0.191
Uganda,2019-09,2019,12,3644.907,11,42.0,0.02
Uganda,2019-10,2019,12,3644.907,11,50.0,0.055
Uganda,2019-11,2019,12,3644.907,11,59.0,-0.008
Uganda,2019-12,2019,12,3644.907,11,51.0,0.092
Uganda,2020-01,2020,13,2868.3018,9,50.0,0.073
Uganda,2020-02,2020,13,2868.3018,9,57.0,0.156
Uganda,2020-03,2020,13,2868.3018,9,41.0,0.165
Uganda,2020-04,2020,13,2868.3018,9,43.0,0.127
Uganda,2020-05,2020,13,2868.3018,9,46.0,0.087
Uganda,2020-06,2020,13,2868.3018,9,56.0,0.049
Uganda,2020-07,2020,13,2868.3018,9,47.0,0.112
Uganda,2020-08,2020,13,2868.3018,9,54.0,0.212
Uganda,2020-09,2020,13,2868.3018,9,62.0,0.033
Uganda,2020-10,2020,13,2868.3018,9,71.0,-0.048
Uganda,2020-11,2020,13,2868.3018,9,58.0,0.118
Uganda,2020-12,2020,13,2868.3018,9,68.0,0.036
Uganda,2021-01,2021,11,3651.3677999999995,15,65.0,0.088
Uganda,2021-02,2021,11,3651.3677999999995,15,69.0,0.259
Uganda,2021-03,2021,11,3651.3677999999995,15,90.0,0.243
Uganda,2021-04,2021,11,3651.3677999999995,15,67.0,-0.049
Uganda,2021-05,2021,11,3651.3677999999995,15,69.0,-0.055
Uganda,2021-06,2021,11,3651.3677999999995,15,76.0,-0.041
Uganda,2021-07,2021,11,3651.3677999999995,15,59.0,0.18
Uganda,2021-08,2021,11,3651.3677999999995,15,61.0,0.239
Uganda,2021-09,2021,11,3651.3677999999995,15,67.0,0.221
Uganda,2021-10,2021,11,3651.3677999999995,15,66.0,0.094
Uganda,2021-11,2021,11,3651.3677999999995,15,38.0,-0.19
Uganda,2021-12,2021,11,3651.3677999999995,15,63.0,-0.0
Uganda,2022-01,2022,19,3865.4586,24,68.0,0.004
Uganda,2022-02,2022,19,3865.4586,24,58.0,0.139
Uganda,2022-03,2022,19,3865.4586,24,60.0,0.133
Uganda,2022-04,2022,19,3865.4586,24,55.0,0.007
Uganda,2022-05,2022,19,3865.4586,24,49.0,-0.131
Uganda,2022-06,2022,19,3865.4586,24,73.0,-0.185
Uganda,2022-07,2022,19,3865.4586,24,63.0,0.139
Uganda,2022-08,2022,19,3865.4586,24,61.0,0.385
Uganda,2022-09,2022,19,3865.4586,24,50.0,0.077
Uganda,2022-10,2022,19,3865.4586,24,73.0,0.084
Uganda,2022-11,2022,19,3865.4586,24,53.0,0.16
Uganda,2022-12,2022,19,3865.4586,24,58.0,0.105
Uganda,2023-01,2023,18,6339.5526,14,61.0,0.246
Uganda,2023-02,2023,18,6339.5526,14,75.0,0.257
Uganda,2023-03,2023,18,6339.5526,14,76.0,0.084
Uganda,2023-04,2023,18,6339.5526,14,65.0,-0.22
