rubber_content,temperature,specimen_condition,total_porosity,connected_porosity,isolated_porosity,total_pore_count,pore_density_per_mm3,specific_surface_area_m2_g,tortuosity,permeability_m2,thermal_microcracking_porosity,voxel_size_um,scan_voltage_kv,scan_current_ua,exposure_time_ms,reconstruction_algorithm,segmentation_method,specimen_id,analysis_software,scan_date,gel_pores_mean_diameter_um,gel_pores_volume_fraction,gel_pores_count,capillary_pores_mean_diameter_um,capillary_pores_volume_fraction,capillary_pores_count,air_voids_mean_diameter_um,air_voids_volume_fraction,air_voids_count,macropores_mean_diameter_um,macropores_volume_fraction,macropores_count
15,800,after_heating,0.443,0.37655,0.06645,386600,246.11720399730694,96821995.70046242,2.866,5.978369089561605e-18,0.16,20,140,80,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_15_800_after_,ImageJ-BoneJ,2025-10-18,0.004808980213161919,0.17720000000000002,95100,1.0002188991014862,0.26685000000000003,100000,210.2248900016475,0.12066,96900,3567.7786707236464,0.01329,94600
20,20,before_heating,0.18,0.153,0.027,383500,244.14368270296742,57683773.9553585,1.8599999999999999,5.213297075797863e-19,0.0,5,140,80,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_20_20_before,ImageJ-BoneJ,2025-10-18,0.0032726416654717183,0.072,98200,0.7271456630201231,0.081,100000,152.9102399447568,0.021599999999999998,97800,2520.934435344347,0.005399999999999999,87500
20,100,before_heating,0.18,0.153,0.027,381300,242.74311920375877,54323075.65294749,1.8599999999999999,5.878291311469797e-19,0.0,15,140,80,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_20_100_before,ImageJ-BoneJ,2025-10-18,0.003478236191854377,0.072,96800,0.6555742484885445,0.081,100000,153.2322689850753,0.021599999999999998,97700,2645.328326586826,0.005399999999999999,86800
20,100,after_heating,0.188,0.1598,0.0282,384000,244.46199258915124,57867242.672560886,1.876,6.019021668968215e-19,0.0,15,140,80,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_20_100_after_,ImageJ-BoneJ,2025-10-18,0.003408665095890298,0.0752,97900,0.6999454629478983,0.08460000000000001,100000,148.38863868708327,0.02256,97900,2588.87558776657,0.00564,88200
20,200,before_heating,0.18,0.153,0.027,383800,244.3346686346777,54233417.95666769,1.8599999999999999,5.897743144618473e-19,0.0,15,140,80,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_20_200_before,ImageJ-BoneJ,2025-10-18,0.003484021267128733,0.072,98300,0.6555247502238251,0.081,99900,160.47541782462696,0.021599999999999998,97700,2646.401884167735,0.005399999999999999,87900
20,200,after_heating,0.198,0.1683,0.0297,382000,243.18875304441607,61545357.81240085,1.896,6.372153484763999e-19,0.0,15,140,100,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_20_200_after_,ImageJ-BoneJ,2025-10-18,0.0033768832673185317,0.0792,97300,0.6426589366701145,0.08910000000000001,100000,146.05299789792343,0.02376,98000,2599.1873454188685,0.00594,86700
20,300,before_heating,0.18,0.153,0.027,382400,243.4434009533631,55913365.58707712,1.8599999999999999,5.548665410223547e-19,0.0,15,80,100,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_20_300_before,ImageJ-BoneJ,2025-10-18,0.0033771545921596254,0.072,97300,0.7130844054671858,0.081,100000,153.34857720803632,0.021599999999999998,97500,2647.1219767326666,0.005399999999999999,87600
20,300,after_heating,0.248,0.2108,0.0372,383700,244.27100665744095,78139774.33499236,1.996,8.834969440100617e-19,0.0,15,100,120,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_20_300_after_,ImageJ-BoneJ,2025-10-18,0.0033291019686919224,0.09920000000000001,97400,0.7174340302108052,0.1116,100000,150.8836493664987,0.029759999999999998,97700,2554.976702100316,0.0074399999999999996,88600
20,400,before_heating,0.18,0.153,0.027,382900,243.76171083954688,56175344.25127763,1.8599999999999999,5.497032709034305e-19,0.0,5,140,100,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_20_400_before,ImageJ-BoneJ,2025-10-18,0.0033623803044942457,0.072,97200,0.6731144836848121,0.081,100000,152.0866940598194,0.021599999999999998,97900,2529.2448364031466,0.005399999999999999,87800
20,400,after_heating,0.298,0.25329999999999997,0.0447,385900,245.67157015664964,87555557.40671854,2.096,1.4009967543476747e-18,0.0,15,80,80,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_20_400_after_,ImageJ-BoneJ,2025-10-18,0.003572016146535805,0.1192,98200,0.7498167579298667,0.1441,99900,169.2966869674462,0.04576,97500,2758.2714882152122,0.00894,90300
20,500,before_heating,0.18,0.153,0.027,382800,243.69804886231012,56910109.10902552,1.8599999999999999,5.356004950015125e-19,0.0,20,100,100,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_20_500_before,ImageJ-BoneJ,2025-10-18,0.003319062425397064,0.072,97700,0.6611170858478442,0.081,100000,147.17609930433497,0.021599999999999998,98400,2618.0955461129556,0.005399999999999999,86700
20,500,after_heating,0.47800000000000004,0.4063,0.0717,385700,245.5442462021761,133483201.01000866,2.6959999999999997,4.49903585184304e-18,0.08,5,100,120,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_20_500_after_,ImageJ-BoneJ,2025-10-18,0.0037587572467722443,0.19120000000000004,97600,0.8165546769783469,0.2451,100000,169.5281372527821,0.08736,96400,2981.102483199416,0.01434,91700
20,600,before_heating,0.18,0.153,0.027,383700,244.27100665744095,56904980.22785083,1.8599999999999999,5.356970473623352e-19,0.0,20,100,80,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_20_600_before,ImageJ-BoneJ,2025-10-18,0.0033181094822236604,0.072,97700,0.7084606809471404,0.081,100000,156.44686563613416,0.021599999999999998,98400,2538.5044052774374,0.005399999999999999,87600
20,600,after_heating,0.6,0.51,0.09,387100,246.43551388349073,149385654.47388053,3.18,1.2098902471483332e-17,0.16,15,120,100,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_20_600_after_,ImageJ-BoneJ,2025-10-18,0.004217615751241892,0.24,97100,0.8896876181296376,0.32,99900,193.57495946205256,0.122,97600,3136.008416764094,0.018,92500
20,700,before_heating,0.18,0.153,0.027,382200,243.31607699888957,56270738.05730293,1.8599999999999999,5.478410654086547e-19,0.0,15,80,80,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_20_700_before,ImageJ-BoneJ,2025-10-18,0.003356938623969236,0.072,97800,0.6629453782462004,0.081,100000,141.94087541013667,0.021599999999999998,97600,2589.4835299266447,0.005399999999999999,86800
20,700,after_heating,0.478,0.4063,0.0717,386500,246.05354202007018,112112192.41550261,2.936,6.377742613715398e-18,0.16,10,140,100,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_20_700_after_,ImageJ-BoneJ,2025-10-18,0.004479146620911007,0.1912,94500,0.9865936240482894,0.2851,100000,193.1523314193169,0.12736,97600,3342.977980478714,0.014339999999999999,94400
20,800,before_heating,0.18,0.153,0.027,382400,243.4434009533631,55851559.14040587,1.8599999999999999,5.560952732260405e-19,0.0,15,80,100,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_20_800_before,ImageJ-BoneJ,2025-10-18,0.003381548658903319,0.072,98400,0.6887338907492427,0.081,100000,159.24388889725196,0.021599999999999998,97900,2589.3725931385634,0.005399999999999999,86100
20,800,after_heating,0.458,0.3893,0.0687,385700,245.5442462021761,103848951.11427058,2.896,6.064899765101559e-18,0.16,15,100,120,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_20_800_after_,ImageJ-BoneJ,2025-10-18,0.004639052017134837,0.18320000000000003,93900,0.9334494614307671,0.29610000000000003,100000,200.4215305726888,0.14496,97400,3498.6916078023473,0.01374,94400
25,20,before_heating,0.195,0.16575,0.029249999999999998,383500,244.14368270296742,60782401.09092804,1.8900000000000001,6.194216274621712e-19,0.0,5,120,120,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_25_20_before,ImageJ-BoneJ,2025-10-18,0.003366360210241088,0.07800000000000001,97200,0.6784557185302394,0.08775000000000001,100000,151.57880682145793,0.0234,97600,2610.8126373465852,0.00585,88700
25,100,before_heating,0.195,0.16575,0.029249999999999998,384000,244.46199258915124,61463173.6914355,1.8900000000000001,6.057760595015129e-19,0.0,20,120,80,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_25_100_before,ImageJ-BoneJ,2025-10-18,0.003329022937582641,0.07800000000000001,97700,0.6728016184375885,0.08775000000000001,100000,148.03143819247472,0.0234,97800,2610.290439278162,0.00585,88500
25,100,after_heating,0.203,0.17255,0.03045,382300,243.37973897612633,65672687.64035495,1.9060000000000001,6.107055776728516e-19,0.0,10,100,80,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_25_100_after_,ImageJ-BoneJ,2025-10-18,0.003243479936589373,0.08120000000000001,98000,0.654713543032793,0.09135000000000001,100000,150.68972782123979,0.02436,98200,2621.2436376270384,0.00609,86100
25,200,before_heating,0.195,0.16575,0.029249999999999998,384200,244.58931654362473,62702095.606424004,1.8900000000000001,5.820736736361218e-19,0.0,20,80,120,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_25_200_before,ImageJ-BoneJ,2025-10-18,0.003263495494518724,0.07800000000000001,98200,0.650513631541001,0.08775000000000001,100000,151.3809581929452,0.0234,98000,2600.4785490099393,0.00585,88000
25,200,after_heating,0.21300000000000002,0.18105000000000002,0.03195,382800,243.69804886231012,66778915.55509794,1.9260000000000002,6.997463100845351e-19,0.0,15,120,100,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_25_200_after_,ImageJ-BoneJ,2025-10-18,0.0033465699479525816,0.08520000000000001,98000,0.6870632640967606,0.09585000000000002,100000,148.68786068944468,0.025560000000000003,97600,2560.9029759455516,0.006390000000000001,87200
25,300,before_heating,0.195,0.16575,0.029249999999999998,381900,243.1250910671793,62125790.17294605,1.8900000000000001,5.929228916207121e-19,0.0,15,120,100,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_25_300_before,ImageJ-BoneJ,2025-10-18,0.003293444490237748,0.07800000000000001,97900,0.6681661001646919,0.08775000000000001,100000,163.4932813471164,0.0234,98000,2514.695793862435,0.00585,86000
25,300,after_heating,0.263,0.22355,0.03945,383300,244.01635874849393,82531293.94074725,2.026,9.833881195038e-19,0.0,5,120,100,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_25_300_after_,ImageJ-BoneJ,2025-10-18,0.0033428369292561946,0.10520000000000002,98500,0.7107546919911895,0.11835000000000001,100000,154.67539750461563,0.03156,97600,2578.883528494377,0.00789,87200
25,400,before_heating,0.195,0.16575,0.029249999999999998,383200,243.95269677125717,60487864.97107606,1.8900000000000001,6.254686661259082e-19,0.0,15,100,80,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_25_400_before,ImageJ-BoneJ,2025-10-18,0.003382097178710707,0.07800000000000001,97800,0.7062044289803505,0.08775000000000001,100000,163.2189386506797,0.0234,97900,2600.0077450947992,0.00585,87500
25,400,after_heating,0.313,0.26605,0.04695,385900,245.67157015664964,90973747.75252871,2.126,1.570064021261379e-18,0.0,20,120,120,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_25_400_after_,ImageJ-BoneJ,2025-10-18,0.0036100228425266358,0.1252,97100,0.7997151850723003,0.15335000000000001,100000,172.76726413920554,0.05005999999999999,98200,2718.7171404260102,0.009389999999999999,90600
25,500,before_heating,0.195,0.16575,0.029249999999999998,383400,244.08002072573066,60229274.98500121,1.8900000000000001,6.30851003635057e-19,0.0,20,100,100,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_25_500_before,ImageJ-BoneJ,2025-10-18,0.0033979183250476236,0.07800000000000001,98100,0.6622768121876854,0.08775000000000001,100000,148.0145732935253,0.0234,98400,2652.352155649065,0.00585,86900
25,500,after_heating,0.49300000000000005,0.41905000000000003,0.07395,386900,246.3081899290172,130464467.60575463,2.726,5.4773480967691595e-18,0.08,15,100,80,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_25_500_after_,ImageJ-BoneJ,2025-10-18,0.003967444418766302,0.19720000000000004,97000,0.8467406456318715,0.25935,100000,178.34020960397314,0.09666,98000,2918.0549093969194,0.014790000000000001,91900
25,600,before_heating,0.195,0.16575,0.029249999999999998,382200,243.31607699888957,59817731.96072679,1.8900000000000001,6.39561311288971e-19,0.0,15,100,120,1500,Feldkamp-Davis-Kress,Otsu_thresholding,CT_25_600_before,ImageJ-BoneJ,2025-10-18,0.003421264603547861,0.07800000000000001,97900,0.6678547895813128,0.08775000000000001,100000,155.83990846603328,0.0234,97600,2637.9069532216226,0.00585,86700
25,600,after_heating,0.6,0.51,0.09,386900,246.3081899290172,149078234.67395723,3.18,1.2148853119015303e-17,0.16,10,100,120,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_25_600_after_,ImageJ-BoneJ,2025-10-18,0.004227423737596828,0.24,96100,0.8895428365403406,0.3325,100000,192.73990801681896,0.1345,97500,3102.3844192763586,0.018,93300
25,700,before_heating,0.195,0.16575,0.029249999999999998,383900,244.39833061191447,62430730.03962715,1.8900000000000001,5.871448314003713e-19,0.0,15,140,80,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_25_700_before,ImageJ-BoneJ,2025-10-18,0.003276087374403614,0.07800000000000001,98800,0.7149571081305756,0.08775000000000001,100000,151.80100654857353,0.0234,98000,2585.2962351641036,0.00585,87100
25,700,after_heating,0.493,0.41905,0.07395,385900,245.67157015664964,116467985.4750358,2.9659999999999997,6.872926627349949e-18,0.16,10,100,80,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_25_700_after_,ImageJ-BoneJ,2025-10-18,0.004450236211064589,0.19720000000000001,96200,0.9288418318330433,0.30935,99900,194.81624399049434,0.14666,97500,3271.1319040781996,0.01479,92300
25,800,before_heating,0.195,0.16575,0.029249999999999998,382100,243.2524150216528,59885515.46381898,1.8900000000000001,6.381143112517232e-19,0.0,5,140,80,1000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_25_800_before,ImageJ-BoneJ,2025-10-18,0.0034168631960199473,0.07800000000000001,97500,0.6855696617253761,0.08775000000000001,100000,145.3513692004449,0.0234,97300,2526.3371302708765,0.00585,87300
25,800,after_heating,0.47300000000000003,0.40205,0.07095,385400,245.35326027046585,105531613.83039,2.926,6.8426925686723005e-18,0.16,15,100,80,2000,Feldkamp-Davis-Kress,Otsu_thresholding,CT_25_800_after_,ImageJ-BoneJ,2025-10-18,0.004714129129170883,0.18920000000000003,94300,1.0221865404450297,0.32535000000000003,100000,204.81827211764346,0.16926000000000002,96700,3363.221717819139,0.014190000000000001,94400
