simulation_id,material,gb_type,temperature_K,applied_stress_MPa,gb_angle_deg,gb_energy_J_m2,sliding_resistance_Pa_s,stress_exponent,max_displacement_A,avg_sliding_rate_A_ps,simulation_time_ps,timestep_fs,ensemble,box_size_A,n_atoms
GB_slide_0123,Fe,tilt,645.0056515010313,126.80095803795372,119.20430666887998,2.8830914127421012,1.1552832037178828e-06,4.811486473692449,0.00013788992611552398,1.3775167184248629e-06,100,1.0,NPT,160.8570085345384,96714
GB_slide_0124,Fe,twin,359.5044616512205,134.8173572713951,165.7400736791177,2.798751787807483,3.838013008894945e-06,3.119258035748609,0.00025316756851116425,2.529236392886535e-06,100,1.0,NVT,67.9719529607614,80140
GB_slide_0125,Ni,twist,707.0343800801514,247.0625965885558,174.51843103117068,0.9855294906437796,6.819599009330506e-07,3.6197044466026242,0.0007924942975712039,7.91730548468489e-06,100,1.0,NVT,89.10711114153509,56622
GB_slide_0126,Cu,twin,1094.9577598771552,476.4484265221653,61.8770533637716,1.5600169522748226,4.8144664747436826e-08,4.731919778816485,0.00506186516040266,5.056626155836156e-05,100,1.0,NVE,137.5953643627724,82774
GB_slide_0127,Al,twist,404.9123762169794,258.50778080953563,62.696412150583775,2.173661916349691,3.1178542112281367e-06,2.320309516577097,0.000894980201006359,8.940491504619652e-06,100,1.0,NPT,179.86439632862493,42518
GB_slide_0128,Fe,mixed,1124.336228494366,474.18259941375953,6.7409520063719075,2.597056673776067,3.7424501856977046e-07,3.751295836106114,0.008666456489750106,8.658138161039718e-05,100,1.0,NVE,96.10331439981329,72648
GB_slide_0129,Ti,twin,929.4158062245991,123.61707789778758,58.98301316101627,1.2842938540809097,3.0699962233338877e-07,2.4927644009167063,3.42018892222734e-05,3.41684678473473e-07,100,1.0,NVE,114.76601583836035,54592
GB_slide_0130,Zn,tilt,737.4200386942946,456.74117018002056,157.84897524873173,1.4672015978056836,7.993677497003342e-08,2.1438784478584614,9.210494230706155e-05,9.201814422827859e-07,100,1.0,NVE,179.472757001065,99285
GB_slide_0131,Mg,twist,962.3561090711639,490.8063892761346,142.56938811047615,0.9975555679338797,6.501196743013286e-08,3.846054060537239,0.0015308601006854322,1.5292941524632315e-05,100,1.0,NVT,136.1799059160408,47230
GB_slide_0132,Fe,mixed,587.9395205557246,161.69685563721256,121.11506450999892,0.5284008457615545,1.6494638574386306e-06,4.458488924746094,0.00065689859456602,6.562467388620853e-06,100,1.0,NVT,63.60118420217662,52749
GB_slide_0133,Mg,twin,1003.4573716854302,368.77652984718577,164.3018912759472,1.7999897390109194,2.691726671105415e-08,2.8979133165296274,7.201599058236775e-05,7.194034247200382e-07,100,1.0,NPT,144.47697281003406,29962
GB_slide_0134,Al,tilt,943.3303708820015,395.96758401854794,17.641095557546375,1.156226569590285,1.127620857001465e-07,4.121085525805675,0.00196508183371568,1.9631370556828246e-05,100,1.0,NVE,139.34278237811895,53692
GB_slide_0135,Cu,twin,1163.3013160500695,40.551365077864645,86.88502486678952,2.226702161948112,3.608859731052843e-08,3.923770117367849,7.41773366018532e-08,7.410373000049453e-10,100,1.0,NVT,73.59447291328246,71961
GB_slide_0136,Al,twin,594.34280280092,64.91741957850616,118.73190258020487,0.914715865350199,1.4386915329343021e-07,2.225395959553549,2.391278691162355e-06,2.3889412521715037e-08,100,1.0,NPT,116.95159539906315,77654
GB_slide_0137,Mg,mixed,622.5132561088095,277.5793196854107,178.1997834866179,1.8696399199463567,2.870963807963065e-07,3.4991950136220993,0.0004133620693089448,4.129349770620564e-06,100,1.0,NVT,167.57218690756935,69283
GB_slide_0138,Al,mixed,580.0649869283241,480.683394414235,171.81602543300153,0.7777778384333357,2.9089209281607024e-07,4.206162806799145,0.009445781275887619,9.436956639944542e-05,100,1.0,NVT,65.62381592131914,70390
GB_slide_0139,Ti,mixed,445.91528496432306,387.2588308943957,134.2068187516596,2.108779987907514,6.853260792441068e-06,4.413257103288881,0.09341854537292121,0.0009332987658259373,100,1.0,NVT,104.57265436010093,49109
GB_slide_0140,Al,mixed,600.1836445087044,486.42482852222304,51.58110157288556,2.7329364907688563,3.6411269880716156e-07,2.5305145488437644,0.0009595880828100074,9.585692694650575e-06,100,1.0,NPT,151.215962059888,85758
GB_slide_0141,Ti,tilt,739.1724909619148,78.5670757549962,77.39404472906732,1.9553873941802073,1.2608607276131595e-06,3.102646469462273,2.9645177196007987e-05,2.961651618337109e-07,100,1.0,NVT,150.76636635603026,88499
GB_slide_0142,Ni,mixed,868.8717005394749,467.79879603157775,43.00618848780799,1.1459156807711086,2.629498815249349e-07,4.770646965021202,0.02341088268257177,0.0002338619845166202,100,1.0,NVT,109.97967811594955,44538
GB_slide_0143,Ni,mixed,348.66407168395006,434.7954226726589,161.28893306588432,1.8536012459318383,1.1409494409477353e-05,2.4105457256563634,0.010052842289352609,0.0001004283338913421,100,1.0,NVT,109.39431923254364,84692
GB_slide_0144,Mg,twist,314.63556313412226,229.38314452379848,49.87349412448776,1.980868693034452,8.758209617484213e-06,2.653921998218645,0.0015155718427967123,1.514136590988574e-05,100,1.0,NPT,168.75734023591394,87346
GB_slide_0145,Cu,twist,1130.1433139237322,377.38729102352556,89.1567158662736,0.8969628621335044,9.192471357322355e-08,3.254975001134987,0.0005123824341005097,5.118358916779972e-06,100,1.0,NVE,179.34161647837533,95295
GB_slide_0146,Al,twist,735.2257832333821,222.31355979892467,62.186754703905166,0.9200864061788773,2.2384708603413874e-07,3.661838616461465,0.00021466772760624764,2.1443685565572304e-06,100,1.0,NVE,58.01905035390723,60079
GB_slide_0147,Al,mixed,883.4436212569037,472.33752091842587,148.76172395637843,0.9996426448751695,9.292645113978741e-08,2.5575243424219427,0.0003130600720144137,3.127765745209765e-06,100,1.0,NVE,147.8638912706606,37049
GB_slide_0148,Ni,twin,799.4116864329528,189.86480232627653,13.648232077541751,1.165802978445803,1.2012044945465402e-07,4.991827315304496,0.00015127198207166373,1.511179687881683e-06,100,1.0,NVT,57.04399519853726,64264
GB_slide_0149,Al,mixed,332.9199797528472,259.5267689907892,20.325579026118504,0.5101971031065046,4.08060409005795e-06,3.8701684653696833,0.0038300661699302457,3.8264766517998486e-05,100,1.0,NVE,100.41579274709704,92641
GB_slide_0150,Al,mixed,1134.0782607267067,36.5630627138011,106.89847442372286,2.767498755057427,5.749735248886371e-08,2.807815223974521,2.3670780855510764e-07,2.364787309890645e-09,100,1.0,NVT,77.74554573410967,64210
GB_slide_0151,Cu,twist,521.6236024122878,167.3100875356966,77.86725199582642,2.351385926539758,6.207100082021619e-07,2.101614715873337,7.52236612023184e-05,7.514796631344314e-07,100,1.0,NVT,90.35795535505004,82548
GB_slide_0152,Cu,twist,1060.7660158066674,112.58955895439351,176.91242051661752,2.691665079821162,1.5362611281824432e-07,3.7483532720220305,1.5593667343289825e-05,1.5580276893115125e-07,100,1.0,NVT,143.30652871487013,60787
GB_slide_0153,Cu,twist,829.9160425960524,167.09966276786136,70.15993034626563,2.472625564904307,2.9178796723179753e-07,3.438977015407814,9.243353653041022e-05,9.233795988309443e-07,100,1.0,NVT,84.51233477354641,20969
GB_slide_0154,Ti,twist,320.3502718085487,350.78839564556324,36.33684931307401,2.6359407445961223,6.148564873731753e-05,4.725343372892814,0.4948725757413105,0.00494414200601009,100,1.0,NVT,60.61088625015536,80900
GB_slide_0155,Ti,twist,993.2770856662022,276.00827209841606,122.00160726574285,2.782266192659814,9.029005797982861e-07,4.45195576568609,0.004305878228990005,4.3013947504443194e-05,100,1.0,NPT,192.9719341314431,29577
GB_slide_0156,Cu,twin,829.512851445399,448.1511745858713,74.12081978271858,2.2208773836221307,6.728670906981815e-08,2.264374094662084,0.00012974457517107925,1.2962171367808433e-06,100,1.0,NPT,99.04924943873118,94444
GB_slide_0157,Fe,twist,1183.7075561459153,95.21591290420662,134.77739041897453,2.324104383365757,4.868967057422407e-07,2.968812826729038,2.5208099912514236e-05,2.518396309663682e-07,100,1.0,NPT,52.190324762755594,51424
GB_slide_0158,Mg,twin,683.2422917011722,319.70892649089444,36.69592725541027,0.5754905135019462,4.492973798126414e-08,3.9173618095229155,0.00019731517658357417,1.9711606157145683e-06,100,1.0,NPT,132.31021083623438,18662
GB_slide_0159,Mg,twist,1172.0040462578218,412.62883298021666,146.53696642271885,2.5336294352704694,6.98122087983677e-08,4.499922963050406,0.0025807767941186275,2.5780516968755856e-05,100,1.0,NVE,93.454831307661,52849
GB_slide_0160,Mg,twin,652.6418308871985,133.524938963892,177.3490075859902,0.7542061068689263,4.7714266151011295e-08,3.6546581570123626,6.307601384430852e-06,6.301800147220833e-08,100,1.0,NVT,173.1564659394511,47638
GB_slide_0161,Cu,twist,495.89937800328414,415.8492366382332,150.9450341771521,1.4700122079812794,1.5612241995179062e-06,3.5998754204311463,0.01029821008448554,0.00010288555454044415,100,1.0,NVT,173.74413211472725,75805
GB_slide_0162,Ni,twin,967.9667881577026,452.93525509925354,98.36158062385414,0.5469095199170475,9.40261255033119e-08,3.4820237543206547,0.0009135870959234905,9.126658545639794e-06,100,1.0,NVE,128.45019787209458,89385
GB_slide_0163,Fe,tilt,1044.7940270369068,468.6156393366514,175.83231369941072,1.935898649369973,3.8156094108650457e-07,2.795267517750008,0.0017835109410958402,1.7818414653293324e-05,100,1.0,NPT,68.6587936369452,94744
GB_slide_0164,Al,mixed,443.6445042104773,361.1010984841278,51.716252514813625,0.7815781097391232,1.1803151392507176e-06,3.529640648446205,0.003405011828634581,3.40156536692456e-05,100,1.0,NVT,53.31962776339085,61302
GB_slide_0165,Al,twin,1009.0168916602807,269.7172395190837,124.51562631555373,0.5053363495726633,4.371042998588748e-08,2.7679495127872342,4.444621421509735e-05,4.4402508572061524e-07,100,1.0,NVT,54.72911742230252,84446
GB_slide_0166,Zn,twin,452.6803894734583,134.95794569186307,157.22343317405466,2.0854329597689314,1.60219264300374e-07,4.21228031372091,2.1058491259035032e-05,2.103832652024689e-07,100,1.0,NVE,90.26239987564784,88052
GB_slide_0167,Al,tilt,1032.9968746248082,244.20241046106494,47.05535515814129,1.8616567058189968,9.373460688956608e-08,2.6395239862158224,6.973649399276005e-05,6.966768884136722e-07,100,1.0,NVE,144.60636297615628,13404
GB_slide_0168,Al,tilt,849.1542806301647,307.33980730980625,172.11604214171692,0.9052570917369149,8.872495563164573e-08,2.0704904710924485,5.3454932766547595e-05,5.340069822861553e-07,100,1.0,NPT,168.48522258406388,24546
GB_slide_0169,Mg,twin,1108.791975731987,495.15001299481673,106.7129211778836,1.686154288061692,2.1254553275565365e-08,4.835698830027363,0.0033284363648609684,3.325488638058842e-05,100,1.0,NPT,143.64480878238817,62595
GB_slide_0170,Al,twin,1096.2479667611624,425.31298394684444,116.97000569598113,2.503537094684466,4.4319570700293956e-08,2.914357248369604,0.00019718723996031858,1.9699677452047177e-06,100,1.0,NVT,199.97189224449872,31502
GB_slide_0171,Zn,twist,495.75697683977313,38.597535303538216,64.32541193769991,1.747097418805945,6.767314726351628e-07,3.162997290115524,1.2330266967065938e-06,1.2317305184190143e-08,100,1.0,NPT,188.42706981930647,57488
GB_slide_0172,Fe,mixed,1018.3250218417592,213.04232022320912,97.34951776239738,2.9025576787630754,3.3905268504914565e-07,3.541094151252505,0.0002645742340942755,2.6427667836087565e-06,100,1.0,NVE,186.84746695131489,93103
GB_slide_0173,Cu,mixed,554.9817669132933,225.24709423626652,116.91286422855968,2.370180633543934,6.91388105880966e-07,2.721693646410804,0.00029501245812125733,2.9471387399462753e-06,100,1.0,NPT,106.20359542034932,86532
GB_slide_0174,Mg,twist,1070.798197606631,474.40626827205284,71.3312741982963,2.940528639546179,7.028771756012521e-08,4.724001818713674,0.007284603299442102,7.27776672868145e-05,100,1.0,NVE,116.38947592559748,64834
GB_slide_0175,Zn,twist,356.6909999419455,369.0704735265135,63.16179581639781,1.942103876914983,2.084772056077973e-06,3.8458852913072743,0.0075546645380003465,7.546901438329662e-05,100,1.0,NVT,194.30986117067127,60997
GB_slide_0176,Zn,twin,548.3906728346744,194.75246948747898,85.18350143998843,1.1674569538491004,6.610837182640936e-08,3.2393125641787144,2.2831513714928163e-05,2.2809282962906624e-07,100,1.0,NVE,80.32226799659549,86244
GB_slide_0177,Mg,twin,637.1863294522027,179.45184153196107,161.5319685688017,1.6366961415851786,5.416024054479389e-08,4.628943497932587,4.264479621419362e-05,4.260222497533829e-07,100,1.0,NVT,106.2177552106605,51422
GB_slide_0178,Zn,tilt,424.78238089689467,268.2536189077613,16.058428331438936,1.4068755680668157,6.714502205651684e-07,3.859645468482908,0.0009455189286265941,9.445391267173265e-06,100,1.0,NVT,176.02947897307627,27842
GB_slide_0179,Zn,twin,475.53819788959925,408.92593470755423,40.63617208006,0.9080076778639119,1.5714924718110837e-07,4.55758889694397,0.0038970326229614627,3.893107753584868e-05,100,1.0,NVE,95.84579661582134,96531
GB_slide_0180,Fe,twist,1060.8571449243148,175.68429912140843,170.58781861258,0.9698029726005493,3.3532544154730653e-07,2.8967469708570044,0.00010920251893191147,1.0909772839493942e-06,100,1.0,NVE,128.92309192450352,90447
GB_slide_0181,Zn,twin,708.4152037779096,94.7310004821505,44.071566315717384,0.6619950264505319,3.6639969502751955e-08,4.8685824488564435,1.416674131109464e-06,1.4153261191715708e-08,100,1.0,NPT,189.9870019769254,88870
GB_slide_0182,Cu,mixed,476.11068054636235,410.5203145760987,171.18833204227752,2.1987546362115755,1.4106830664285289e-06,4.334561314323883,0.021996715639636198,0.00021975577558580302,100,1.0,NPT,113.2023204183391,61450
GB_slide_0183,Al,twist,848.6259737942017,229.30985131614096,100.59402277405104,2.848728788547014,2.1965358694232378e-07,3.9678141439928427,0.0002998359555196303,2.995406172280941e-06,100,1.0,NPT,189.92248521330666,32647
GB_slide_0184,Fe,mixed,497.2011062204121,453.4261735253538,122.90645318133075,1.9348106311730136,2.3266566425641665e-06,4.332410922039636,0.0546936350338497,0.0005464064476649913,100,1.0,NPT,68.87840775473609,93744
GB_slide_0185,Zn,twin,944.5663858606028,187.72585246772056,154.50626840826232,1.2826477465126054,1.8380744745792058e-08,2.3589196267730412,5.709170621123816e-06,5.703515734288566e-08,100,1.0,NVE,115.3125554867642,42323
GB_slide_0186,Cu,twist,463.14359184237793,129.19022847477936,29.291465311382066,1.5117039640220047,1.6303225071226657e-06,4.336675809613502,0.000153928786842144,1.5379226162026143e-06,100,1.0,NVT,86.64402354665118,57974
GB_slide_0187,Zn,twist,318.68832651600195,484.0876958905696,94.30913826424548,1.8164415782303662,6.174421517847586e-06,3.456144357288047,0.03584947062436757,0.00035815568713391593,100,1.0,NVT,185.9566810728766,19803
GB_slide_0188,Cu,mixed,912.1154438676432,402.5840622138879,124.58553628329496,2.916472777609944,1.8852698579075886e-07,2.4832715896004145,0.0003550312696447997,3.5469935854673115e-06,100,1.0,NPT,114.59946797922672,19778
GB_slide_0189,Ti,twin,426.8811229002285,190.13888686187278,45.22190162682912,2.2174890453961567,3.96750519771898e-06,4.523456408314843,0.00224841830871989,2.2463054031939714e-05,100,1.0,NVT,84.63642546437117,27850
GB_slide_0190,Fe,tilt,1132.8977446025447,43.28858549298596,8.304794455674639,0.638266987195006,2.5194236505458944e-07,3.7056791445596535,7.883143192113608e-07,7.874493794402454e-09,100,1.0,NPT,112.10148190358427,10745
GB_slide_0191,Zn,twist,725.3269453237021,107.47322284205497,154.87896751518167,1.2822891460933983,1.416130746601798e-07,4.2860315306933945,7.725004894686512e-06,7.717798409545491e-08,100,1.0,NVE,123.54344620942575,27730
GB_slide_0192,Ti,twist,343.0469989987705,225.58147630572714,77.87859020789546,1.5593603575457617,4.160965075399789e-05,4.606134781090827,0.036772634264271624,0.0003673513118460235,100,1.0,NPT,124.48560084854714,66336
GB_slide_0193,Ni,twist,861.9078274681924,96.09141792983097,7.5858204566675145,0.9101846596421332,4.5985545049600916e-07,3.411973311482929,2.2205721295629116e-05,2.2181582343703867e-07,100,1.0,NVT,116.4479321370536,94419
GB_slide_0194,Fe,twist,769.3474849750637,186.27678965807007,126.01471283839662,0.7362253826555485,1.3149847656415104e-06,3.853468665634451,0.0005017636647626299,5.012763285153416e-06,100,1.0,NVT,131.59811920713616,64713
GB_slide_0195,Cu,twin,789.0978243760765,252.3997763128731,96.01169661243209,0.5108750950068028,6.934499772026698e-08,4.628716133885466,0.00027602306171263427,2.7574715048905635e-06,100,1.0,NVT,135.75459608722494,26938
GB_slide_0196,Zn,mixed,829.678235101314,38.122268667898496,131.64402625131018,2.2514876811212465,8.086262215383444e-08,2.8813662804551488,2.6972441765319215e-07,2.6945811199584665e-09,100,1.0,NVT,74.3169468910223,48010
GB_slide_0197,Al,twist,355.40944742998886,351.3053836134066,63.77047064329311,2.9593180694573094,2.938927591241166e-06,3.491410902259795,0.005938968646880284,5.933264277274866e-05,100,1.0,NPT,123.33859155784158,34996
GB_slide_0198,Cu,twist,777.0881269557392,206.98331259257264,24.286027293130502,0.7622983908483906,2.97620909071375e-07,2.2673946527308333,7.302270461064408e-05,7.295006945182524e-07,100,1.0,NPT,129.3085041463039,64058
GB_slide_0199,Zn,twist,684.9777984347295,115.78999527199048,117.55908976653609,2.8965135364150902,1.665754562877205e-07,4.093986613512148,1.2687951576651788e-05,1.2675074568181906e-07,100,1.0,NVT,97.01800232268104,75378
