simulation_id,material,dislocation_type,temperature_K,applied_stress_MPa,dislocation_density_m2,burgers_vector_A,base_mobility_m2_Pa_s,avg_velocity_A_ps,max_velocity_A_ps,total_displacement_A,simulation_time_ps,timestep_fs,crystal_orientation,slip_system,n_atoms
Disl_mob_0127,Fe,edge,593.7058701474107,35.139243701791926,1991345336454232.5,2.509496091385873,4.2911503419241734e-05,2.758067483113545e-05,3.498424124592703e-05,0.0013790337415567724,50,0.5,[022],secondary,63134
Disl_mob_0128,Zn,screw,732.4440159472881,80.09685801445512,4899590616091100.0,2.6609117879187094,0.0002316766722703697,0.00023279412622960284,0.00029439920406487056,0.011639706311480131,50,0.5,[112],primary,375314
Disl_mob_0129,Fe,screw,979.7901346218334,91.78227629610346,7834621567512797.0,2.465327793177067,3.062471224983877e-05,2.852878522101654e-05,3.870839664998511e-05,0.0014264392610508288,50,0.5,[123],cross_slip,218178
Disl_mob_0130,Mg,edge,895.1516927260733,163.04350321215875,2102724522929352.5,3.3048360416229645,0.0002705394291562536,0.0007876305268775186,0.0009989574307460861,0.03938152634387588,50,0.5,[102],secondary,412328
Disl_mob_0131,Mg,screw,567.3418948423082,34.279762846433236,5039568848571931.0,3.1844836195754884,0.0001612812669889326,6.803493866373335e-05,9.136893886825046e-05,0.003401746933186669,50,0.5,[001],secondary,482087
Disl_mob_0132,Zn,mixed,657.0130356718353,198.3238856542248,8290202179822872.0,2.7431939507768917,0.00020014996114520195,0.00039253087478234876,0.0005369065505317846,0.01962654373911745,50,0.5,[101],secondary,434382
Disl_mob_0133,Fe,screw,769.6164049259023,42.846994905609165,3464272059255682.0,2.486379294409012,3.654123372129522e-05,2.2721156909174857e-05,2.9771625926328424e-05,0.0011360578454587432,50,0.5,[102],cross_slip,260809
Disl_mob_0134,Zn,screw,1027.860038680712,158.8359073649227,9595357639008290.0,2.642815814198398,0.00024637628375761563,0.00036246599995570425,0.0004633177405878341,0.018123299997785218,50,0.5,[213],primary,277032
Disl_mob_0135,Cu,edge,615.0054828284972,12.829567527449331,5400505192186228.0,2.562009973502166,0.00011305670956917144,1.741905654705654e-05,2.2591946104648903e-05,0.0008709528273528272,50,0.5,[023],secondary,460191
Disl_mob_0136,Zn,screw,865.2973222039411,191.28434672240488,7932256571168463.0,2.6363267113717845,0.00020667761744354703,0.00039880605804284,0.0005058164319740431,0.019940302902141993,50,0.5,[011],secondary,197656
Disl_mob_0137,Fe,mixed,434.8646541438941,136.67118019366634,9179438301003300.0,2.530464888493539,3.298987822201701e-05,4.2436025768238405e-05,5.538380672017226e-05,0.00212180128841192,50,0.5,[202],primary,263420
Disl_mob_0138,Cu,mixed,364.84971636621674,173.34130606172081,3201467888297731.0,2.5740993186897474,6.89233755355908e-05,0.0001793778606639746,0.00023511692557307787,0.008968893033198727,50,0.5,[111],primary,473865
Disl_mob_0139,Mg,edge,1179.2486524080834,125.65812866337973,8319022672726149.0,3.232175911923255,0.00033636516175542853,0.00041427784305201996,0.0005449219549832389,0.020713892152600992,50,0.5,[022],primary,272073
Disl_mob_0140,Mg,screw,994.0153556815111,180.29770865787935,3837311111582620.5,3.2512811068522876,0.00019033197610946674,0.0004783540118993097,0.0006464280205711131,0.0239177005949655,50,0.5,[213],secondary,217857
Disl_mob_0141,Mg,edge,712.1607157916576,153.11988733862174,7843517509330928.0,3.309227804819206,0.00018513592895133635,0.0002883012729073762,0.0003849904141381917,0.01441506364536882,50,0.5,[022],cross_slip,103584
Disl_mob_0142,Ti,screw,962.7257085797434,179.3903587305226,1797217915475901.8,3.0452346690256826,2.9936402415680286e-05,0.00010310491931133678,0.000133509764979854,0.005155245965566837,50,0.5,[203],cross_slip,358766
Disl_mob_0143,Fe,edge,971.681459504216,152.46834110209022,4533863900485459.0,2.52800361453866,4.753132552515214e-05,9.327555644038771e-05,0.00013108534772401595,0.004663777822019385,50,0.5,[001],cross_slip,225318
Disl_mob_0144,Fe,mixed,847.8864502473488,131.59593195680412,4707360478245910.0,2.5417738139814317,4.599862576652174e-05,7.732919740877467e-05,9.829674952302467e-05,0.0038664598704387316,50,0.5,[203],primary,428812
Disl_mob_0145,Ni,mixed,495.5836922103121,189.61970378153143,244624220271186.9,2.4494374763880735,4.942985376147611e-05,0.00036479782957854744,0.0004919381659262669,0.018239891478927368,50,0.5,[003],cross_slip,110927
Disl_mob_0146,Al,screw,662.6393327377488,64.42600616324773,1837211240057526.5,2.826851812332028,0.0001031530452125228,0.00012600820626200993,0.00016711717897454508,0.006300410313100497,50,0.5,[222],secondary,371645
Disl_mob_0147,Al,screw,647.9571602609259,129.92312869866294,1362877661939823.2,2.8888939981430197,0.00015447271325906266,0.00042685429874835077,0.0005520252659626174,0.02134271493741753,50,0.5,[212],secondary,158394
Disl_mob_0148,Ni,edge,1133.5190803419669,107.85490146621412,1553652957396409.2,2.459324786629327,0.0001017422430359188,0.00022274781304658188,0.00030282471452861893,0.011137390652329103,50,0.5,[113],cross_slip,373057
Disl_mob_0149,Zn,edge,537.4242807850736,117.67792772027717,7554237609705058.0,2.7590089209543898,0.0002502237278103119,0.0003049537474010084,0.0003895194082484321,0.015247687370050424,50,0.5,[123],cross_slip,122179
