time_hours,strain_sensor_0_mu_strain,strain_sensor_1_mu_strain,strain_sensor_2_mu_strain,strain_sensor_3_mu_strain,strain_sensor_4_mu_strain,strain_sensor_5_mu_strain,strain_sensor_6_mu_strain,strain_sensor_7_mu_strain
305.2,-41.92300698811261,-42.0625345726854,-39.5283474608084,-42.88600747325442,-42.65154977918289,-40.07422925957394,-41.13706079737127,-42.15717342409513
305.3,-40.44247282419027,-43.27024701833832,-42.21846387046674,-41.906586650795525,-41.87766363636954,-41.271847034504155,-41.842347249951565,-40.30379742765306
305.4,-42.30184936514719,-45.09588331306796,-42.743908337268785,-40.75809967311338,-42.94577684322573,-42.02848509589391,-41.678713215119075,-43.72960640813268
305.5,-44.30375406841027,-43.9860862568756,-41.88074600245471,-42.530103979990535,-43.73487705522788,-43.01508245852116,-41.12926086139814,-42.921085697726
305.6,-43.530969941599785,-41.64571685526212,-41.20945629792781,-43.969809411373404,-42.333308367079056,-42.735970936098404,-44.24012786276788,-43.88494224265189
305.7,-42.807167334283434,-42.874620346163276,-44.728530139962814,-43.767927344498794,-42.580634349468994,-43.62260030424873,-41.844651187147825,-43.11549011998829
305.8,-42.60638992612265,-42.177890872290604,-43.6340416310996,-41.8894997801852,-42.316386618837555,-44.17763289246104,-43.136482607108945,-43.88047567154505
305.9,-43.64921413607006,-42.209175976311336,-42.14254047979227,-43.804063878276175,-42.77945290928142,-44.80562614602609,-43.095662327911164,-44.79427124555998
306.0,-45.536118714020155,-43.5229236900283,-43.014472803239016,-43.48050617699177,-42.091260067234394,-43.01226821830412,-44.269732036213874,-42.66465103310533
306.1,-43.61417487295653,-42.879740097304115,-43.67490620448419,-42.88700655257677,-43.35833297082293,-42.73435926552478,-41.54834603249244,-44.039949420932764
306.2,-42.21603635791798,-42.365503615247235,-43.266651137776165,-42.97936887689989,-43.29412096228528,-43.44321487186977,-42.48728453171703,-43.027415091686734
306.3,-40.62550364432374,-41.40601120938076,-44.81446345623722,-42.32351978220652,-43.459435123528316,-42.04415020860855,-41.41267165305234,-43.44999809950645
306.4,-42.95564486895335,-43.690603703361724,-43.40627680344872,-42.70996789408067,-44.5954056463052,-42.12517661596314,-41.18595178795598,-42.634534415618425
306.5,-40.65370864429414,-39.42087542138019,-43.85228875291388,-41.48689204478285,-41.27831372754635,-41.40508031344034,-39.475092364074776,-42.509823992599614
306.6,-42.628903468994466,-42.60978733885954,-42.687134689652474,-41.20233325267624,-41.84297010866239,-41.23233680204909,-39.49544591209322,-43.35732786547598
306.7,-41.890128075143394,-40.1011034005754,-39.79360050107314,-41.513867928106635,-40.45746993899487,-41.30846473465429,-40.50530127011247,-40.30236399819395
306.8,-40.46480191082804,-40.559700162159764,-40.80928931388405,-40.8832314685683,-42.41865511194409,-42.24989293554964,-39.78474917948197,-40.8197541820734
306.9,-41.87474273696401,-39.841338144776635,-39.53675444899156,-40.39768276856116,-39.9069358222367,-40.3744163495132,-39.47767582202899,-39.632631828179676
307.0,-39.62826800901289,-40.118542383199085,-38.64278953120458,-40.042521588518646,-40.42744487797874,-39.98509568322324,-40.025487945944995,-38.72194225174355
307.1,-38.417538349289394,-38.234327021544644,-37.751811689867694,-41.708165385661154,-38.691911020634755,-37.85808438473398,-40.374722199817455,-38.20118441302195
307.2,-39.755156233348465,-37.80345434201392,-37.67846677672113,-38.31226537907902,-37.89156127868909,-39.8093829719259,-39.24139034702061,-38.04391810997416
307.3,-37.55590550506878,-36.75567728237435,-37.087955238894466,-36.44976645639341,-36.5426964280971,-38.34204537892697,-36.98027797888187,-38.01031400631144
307.4,-36.94907573450924,-35.08820899023265,-34.736020576286386,-35.98990412624288,-36.7963291471724,-35.69290542372675,-36.55029341426169,-35.783963489204595
307.5,-33.3713565313793,-34.00057595246691,-33.52277833381445,-34.220847703034245,-35.43654947346348,-35.779844053479145,-36.43185928491487,-36.34396319633789
307.6,-30.33264053389562,-33.348968627325206,-34.46667802436724,-34.33360739661054,-33.40113183595425,-32.451316743637825,-34.23643148473526,-32.45023776984158
307.7,-30.766678552887086,-32.964581499207306,-32.24119479171324,-32.927219838025025,-32.2670567975439,-32.82353350212111,-31.570506395091797,-32.43673214410724
307.8,-31.627830957358633,-31.65365294880746,-32.35128488873273,-31.86189515768568,-29.324507354618063,-31.061077382717325,-31.725119963850307,-30.044387703303908
307.9,-28.4001111555628,-31.579055367447786,-28.680346109361103,-30.609870228933676,-28.75515974338843,-29.548316600227356,-31.917302512925218,-30.337702056304526
308.0,-27.737228329612456,-28.63588767155534,-29.452205333043707,-26.838366905628334,-28.76764701046428,-27.85481716054915,-27.887134818177156,-28.014516170710078
308.1,-26.192004822706092,-28.371433565612644,-26.822291391311396,-26.68427964184988,-28.286278351669374,-26.910963330547062,-27.024023600953438,-27.717065660587902
308.2,-25.404444434444294,-25.328169447752014,-25.512572849060515,-25.47940271510877,-26.078679063905234,-26.26119049574625,-25.757486051518907,-25.514285172317592
308.3,-26.90787554036156,-23.64971548998961,-23.48366085659225,-24.901384807356926,-24.183257855428344,-23.299351190930498,-22.530823558270978,-23.871279767474224
308.4,-22.013713860147543,-24.263290298712615,-22.909961862175777,-23.296721661353974,-22.62700079911168,-22.36602307425114,-22.64411101086728,-23.38139700342798
308.5,-20.513875280238814,-20.950135633517657,-22.081993532023482,-20.12196728945952,-20.764702497614884,-21.2345585066792,-21.375104491989248,-20.744614419576077
308.6,-20.616234188790422,-19.782729831652635,-18.502090708458958,-19.14474296984614,-19.602982710102403,-21.550610196088105,-19.870073108617046,-20.520635361426947
308.7,-17.72328094650119,-18.087339831291352,-18.11881964428063,-18.22789436063236,-17.600005231608243,-18.757936761162824,-18.98987720488904,-18.27213330365049
308.8,-14.488076953452095,-15.708107442724057,-15.958985352626714,-16.150268010280346,-16.589805137849133,-17.25676327636196,-16.774333614982993,-18.453743566598092
308.9,-14.457142635406438,-14.601321882374208,-14.930462254927757,-14.017772875704916,-12.615359236714024,-15.219328335044128,-14.834846185325596,-14.786614870925034
309.0,-10.105326206420957,-10.90152361694828,-11.377508749187538,-14.349147772347074,-12.623055183099927,-13.16101681508648,-11.840465210115989,-11.544374602850395
309.1,-10.88360374456809,-11.170166176196885,-11.687216104182657,-9.467976873483614,-11.016811237165458,-10.94365604783412,-10.390933542733638,-10.434087441495324
309.2,-8.898328736731212,-8.53148872499672,-8.156846252739566,-7.599116837166535,-8.028749776063197,-7.491807602400396,-8.955812085124748,-9.360192124002847
309.3,-7.046400055440779,-6.761247793862119,-5.4733401752487945,-7.49214217357351,-6.748236211068769,-5.936163908762108,-7.216544673341753,-6.270244237669546
309.4,-3.8699269715176197,-4.903611300283095,-2.3614812108634937,-5.908060010486121,-3.8584867313943816,-4.761261817350723,-5.192721066607822,-4.905034113625484
309.5,-0.9952756406746329,-2.6043910747347865,-3.94764441770789,-2.8438608037467294,-2.8254910278945107,-2.498345150717571,-1.9950272305894132,-2.043183371392325
309.6,-0.8800916974835757,1.369272575896971,0.062254987305462334,0.5423321150218302,-0.7979672740459405,0.2046966132409653,-0.2699383803775792,-1.8979637181363203
309.7,2.1165142272646507,2.000185817875074,1.581243495793806,3.276681808777867,2.0176724677305256,0.8076496306478576,3.820261078383552,0.6136096487486312
309.8,4.977253733042812,5.898147297987206,3.653110724970028,4.267174266407149,3.1535352606615743,4.322807434720126,5.693892094235282,5.286828230015669
309.9,6.186779806233963,6.130254377618502,6.951681135934959,7.020504864657119,6.914946473085347,5.390414061797917,5.443073126977999,5.918891159563437
310.0,7.792126756455971,9.350968541102814,8.060614618683422,10.634618794736925,9.329668247775471,9.81142740992776,8.345176425551548,9.283994028055117
310.1,12.54493269052195,12.202853110329533,11.519558437140688,11.463504159678385,12.140610727985932,10.609784022418685,10.374585115881331,10.79714361333847
310.2,11.59981909366095,14.430049821272144,13.127410067138621,13.84245072820627,15.236389186508283,13.600230431136431,12.691980237888155,15.305226357964765
310.3,18.770535710440306,15.251107316773888,15.502357315427458,16.346890190828187,14.980926648453607,15.431859933322974,16.358746338113534,14.480337552642393
310.4,19.968155439255543,18.989762200321113,18.11682804317878,18.171871134748258,19.467152525550304,18.055674140373593,17.88377613043848,17.819764060089682
310.5,20.24286321227926,20.895073604992742,20.759009555093552,22.659224848199266,21.192043074663648,22.71042308125676,21.398460850311665,21.60991742542139
310.6,23.833350358462624,22.532650352826803,24.837872660682105,23.699811818001546,22.6812521423036,22.07340287566607,24.47433195952991,23.556844930094584
310.7,25.712108105890575,26.566869478277173,24.803180663690814,25.53023223118121,25.97426416588839,27.965314500745688,26.560704233914688,25.54049337294774
310.8,29.706769489007545,27.223177470904396,29.57855148291857,28.351608154986998,28.20229867865149,29.85579423677618,29.506605955573843,29.31152200273404
310.9,31.099813739034097,30.98935434169656,29.399428880768742,29.166585189193015,31.568594532584086,31.528538499516227,31.68589135684966,31.77494241884206
311.0,34.56778394007506,33.105700261897404,34.07950068239789,32.73357277681828,33.5852568608551,34.767167172660656,34.17509877712358,33.418147986652784
311.1,37.322553092658985,36.00203635475433,34.98999234050808,36.55548890435852,36.38512159744817,36.04496806003105,37.73702104423095,35.451926336097024
311.2,39.36573685191015,38.818950705217844,39.241703680284424,38.971934343942095,38.915493216193404,36.6540131568751,38.36137933810192,38.32591454902811
311.3,41.71720002176615,42.35904190425224,39.97445812550619,41.02241430746125,42.04867334081847,41.04285905989379,41.16384699464461,42.97514842266325
311.4,43.8320204089498,44.324462847037694,43.297649626945116,44.258821665529126,42.49300859423965,45.2282098195119,43.159231813276115,43.04058765485885
311.5,48.06987234259067,45.209045286472836,47.212551126781435,48.49804813099709,46.270415728200305,46.67066591620089,47.3507841050713,46.87826621340113
311.6,48.00392856318601,49.20819936924213,47.70357043183731,49.551789952299934,49.16377003576946,50.70769948195298,48.29312895386422,51.21600739365225
311.7,53.44696353737348,50.96641932225319,51.78359769120377,52.35943181399193,54.04172883306546,50.50918280513793,52.69193136183615,50.12466986828945
311.8,53.941677453014464,53.8980176599094,53.9889640042834,53.70900577311621,55.53322087744726,55.06077010289671,55.33553571901986,54.07259565723545
311.9,58.21191311016065,58.05965965254455,57.535624916111885,59.28479591531252,57.554589395171135,58.188952560625225,56.18490364177799,58.1389040663442
312.0,57.32440855864874,59.90395564916021,59.83696325048068,59.67478900393162,59.68765446121037,59.03156430521703,59.33492537407117,61.145079947505266
312.1,61.78614292890625,63.30751750001789,64.023862986534,63.4623056833203,61.28716452536825,62.6928303139009,61.42425394780317,63.20770672862379
312.2,63.73624392289742,63.884742101063004,66.06620127923082,65.59582093235421,65.52317673067812,65.91345607658018,65.64981790674565,65.88404696679846
312.3,66.28085493286514,67.60890244946711,67.42055287289337,68.0609129251523,69.26788446965101,67.50295019290714,69.61421930750875,67.22543884236414
312.4,70.89622924922169,70.00670860945961,69.3829131240803,71.21628035633005,72.77398290607763,71.14704143942804,69.8401291847746,70.26765351472186
312.5,72.07674112716884,72.82111877097346,73.42868079061198,73.163745356933,72.19195369171653,72.42380694575078,74.56773832766802,72.73460036396028
312.6,74.54997993350152,75.92686415466213,74.50340091085504,76.34166951696865,77.39060642515415,76.78239827097451,75.6967741810647,75.06160782170174
312.7,79.02885442799034,78.64247183141462,77.78640672532936,78.38825599230562,78.9228560491473,78.74750332495466,78.19282499471251,77.45233945829894
312.8,81.18687984047834,81.1524394125498,82.84832311473306,79.89979664660287,81.55342967142408,80.74331296618482,79.66374649863758,78.027796996908
312.9,83.42715900853445,84.74755854207409,84.63215075627723,82.88429120257189,83.58212370521771,85.44539147311093,83.95971231122822,84.38962429486112
313.0,86.41306029607512,85.25603605013985,84.64940518402803,88.41931316409594,84.37914846027154,87.02106745330254,86.22739670301021,84.62139355807577
313.1,87.5064248969116,89.85820801776232,89.74494992291778,87.96954190776843,88.88928004342553,89.28385693490287,90.24993570875566,88.2404994598821
313.2,90.96353893356972,92.14823752083778,91.42355428679028,92.44882441876943,92.63642355806736,90.8066483459102,91.47572909763001,89.3774413429963
313.3,96.16555236461899,93.67369149472508,95.857179368122,94.17886523618655,92.73134737836396,94.22972608109114,92.82468385087148,95.24581908059935
313.4,94.98903163196859,94.93599396909521,98.62652809430712,94.23733918582155,95.98441118960302,93.84503722150274,96.78419393129917,95.66622953252975
313.5,98.09004194540583,96.09907751089975,98.24887676182122,98.00616471414541,98.12494191628683,101.06859951238496,99.90543711529632,99.08057379956715
313.6,101.95233565390174,102.62364943201638,101.24024687577754,101.7422562719543,100.25101233527833,101.92119411731164,102.01629234416006,99.77996665373152
313.7,102.21219672623033,103.28337538064153,102.03887811742248,104.21862613584908,103.76335792711814,104.21026622054382,105.1296064417451,103.52821086315048
313.8,106.33841120548757,104.3465565149469,106.45734633085624,104.86891249424772,106.5257272900437,106.90229497023472,105.73713167509891,105.76948967576534
313.9,107.47255463887974,110.06397761298375,107.93602386184415,107.77033074985046,109.07348288217737,108.41377411536429,108.67661518997653,109.50701240869991
314.0,109.53552126046722,110.27485660466884,110.47338372974339,109.08022207778198,109.64965791567852,109.94235612745034,109.85050272022313,111.4023840678493
314.1,114.94719758951123,112.44917589411332,114.42527305630472,114.48398416228366,113.44511672659907,113.83694707875772,112.09543937690663,113.25141582731806
314.2,116.4249795211704,116.14724402130776,116.18571726866907,113.47754343419177,115.23726557362139,115.27238749803975,114.72485674192279,115.67117925056478
314.3,118.6472439387307,116.96603448006094,118.25558535317374,118.27998684269805,118.5602357042082,116.92197537140301,117.97214468137058,116.38773104396606
314.4,119.24245359101114,119.4965629910271,120.98149600846911,121.90954565477773,121.52959115681955,118.93186249997187,120.5604883712027,119.11142063500004
314.5,120.94705286929573,121.36447675237221,120.86848394187079,119.40653856359401,124.17698667438248,122.27210287305044,119.32240376258645,123.23296509933925
314.6,125.47457429898351,125.58123297513458,122.72113640554821,125.37470565705209,125.5756191563823,124.18492607207057,124.07850012918642,123.24524755785092
314.7,125.91275942238421,125.80982975698402,125.09752995547066,126.56952308217514,126.04456971287642,124.82252226551303,125.03747289712666,126.05026083139991
314.8,128.6144383871265,128.1414199626399,127.88857031848573,125.97008302783853,128.02561302541784,126.49098877654457,126.77183400162023,130.12780446731824
314.9,130.08303187495076,129.810541167884,129.92250074300952,129.96493831028423,130.84248822401312,130.63483959436158,131.0041216238704,131.4210312366094
315.0,131.91683099959928,132.85316479025937,132.84131341864602,132.006467429539,131.94578250779364,130.5252720267272,131.6055937399125,132.60688357224618
315.1,131.89938909400448,135.09791690483536,134.16462034417285,134.09624278240997,136.18426295837585,133.58741735895308,133.3237254080808,133.50021473490065
315.2,135.15729415557217,134.31030473183972,135.3917081489405,133.6463929558839,135.93129784684294,135.36508831963252,135.74768381805853,136.54140804090585
315.3,136.52107130943637,136.11407871237984,137.90730664929345,137.28741542638699,138.8498424510415,136.3462385064319,138.93077596183764,136.94143431602396
315.4,139.4442995857777,138.05268694317994,139.580979840497,137.68288908897907,139.45443529616267,139.77931678894817,139.2752279096447,138.45566536219448
315.5,140.09186642834865,141.1988673200606,139.6448530445421,141.0467588874474,140.05907279632808,139.18155362219414,142.23343055032126,142.49812059432588
315.6,142.77038200399528,142.7257555498566,141.94867286457944,141.6112848338176,142.89006003872154,144.0887911899415,143.12020796993843,142.65034035243917
315.7,144.00663779392835,143.54536368033723,145.11099307902268,143.3919567230691,144.90956233208178,143.53782817332146,144.6577536110987,143.1578051894857
315.8,145.3731665944672,145.04935230942257,144.4879394381184,145.68164622373965,145.9794894947447,146.95602560263688,145.72171779353408,145.84678710933275
315.9,147.4336535113701,147.01797113382253,146.66950381554233,146.48888611827002,144.98016064174607,144.7100590786999,146.05658961140267,149.87787000797377
316.0,146.7869838450345,149.22545685394985,148.7096277639107,149.08749576945274,150.8573346706136,148.0889795450633,147.14666862539758,149.27270670896883
316.1,150.52372515354668,148.5058954887258,150.30495741202537,148.24934940246717,150.98871185013945,149.9752456124523,150.05535882316832,147.62179254117103
316.2,150.7885748270509,154.64291374934564,152.47170850921626,148.6495010523013,152.28758023634964,150.85330435840146,151.17558797394994,149.24735296171573
316.3,152.36770801671844,153.9784000293452,151.58230705326952,151.82081599615626,152.60252934718304,151.80621484809416,151.87983468267447,153.38899652061977
316.4,151.9297408202508,153.05175428322687,154.4576854536446,152.7230753152691,152.2019404327478,151.68173221417024,152.62099866776947,153.56986047617409
316.5,153.1688826415452,153.1524548296552,155.25983705902604,154.5887533098014,154.65388155804834,154.70607582177328,153.5804212696589,154.51587538437937
316.6,154.65905439326147,155.6927931355501,154.8114532026237,155.38690034709742,154.63989736717537,154.72145585019396,153.56691489788423,153.81986757534153
316.7,157.72724003509276,155.35125826393218,155.3919170867588,155.60746767396682,155.3153551096689,155.61431414220135,157.38448441326585,156.90287383536148
316.8,157.01327750110303,157.1914901329559,157.70309798148116,156.16528756322796,156.6376741450506,157.9347504843198,156.10845404288727,157.31882483193715
316.9,158.64147453162983,158.10322506482163,158.6636110995184,158.27344722426162,158.12148855703913,157.95831967889842,157.65121965478244,158.91721266429371
317.0,156.86921615242065,156.14343399314626,157.23761915871287,158.71075223392688,161.13787800370952,158.74213882022661,159.60087222019206,158.87656590718058
317.1,160.4297373072331,160.11562858415513,159.3478010513221,159.1868341859341,159.4260192180116,159.73272425788127,159.39959259913226,157.77311334168198
317.2,159.34215780265163,160.5532503986275,158.80898951914025,159.38523462951892,159.9700414447415,160.5419003866809,159.56807061501297,158.28202298364732
317.3,160.49968392230943,159.963951494589,159.8755862637562,159.48548923253583,161.27441483262484,159.7295617287796,160.4736550393876,159.28363549314827
317.4,160.59634464209515,162.27429913243725,160.58158650098795,163.10049199329563,161.73276331210855,160.3296038637123,160.02378134062317,161.0751621783311
317.5,162.14733194217493,162.6227460134991,162.10068688503057,161.36229955152106,161.17687760387454,160.83157639046286,161.29336083726446,162.32541081085438
317.6,163.0978406235513,161.01219417056492,162.3768611846465,159.94113537843364,161.45653541040838,161.4645907175369,160.18440722433073,160.0467364264557
317.7,162.7124709754245,162.40995755606582,159.5363843648612,161.03959089075278,161.02908723159646,160.68410827470004,160.77796687379094,162.3388375141777
317.8,160.6674754518274,163.52321375022711,162.4134233598045,161.7979928865143,163.1582936439667,161.95298070632842,160.55180395836828,162.5320186899223
317.9,160.19882001431026,162.65183714570372,161.58316543205822,163.15624828593283,162.0140478485,162.11391015501871,161.46199792153715,162.11207094769517
318.0,161.41202632009026,162.6514203444263,163.24187865681733,164.34860412787535,161.05472354804147,163.0789877204861,162.77263992418736,162.08986731431963
318.1,161.80042657375333,161.90891935604793,161.89877746832792,161.09140923553008,162.69062959700167,162.15746910520093,163.22002962088195,162.54120493597424
318.2,163.0341305032346,163.04626057682336,162.67544868746575,160.87034232433373,162.78948169697904,161.0252756447578,162.49477184225566,162.42249128243057
318.3,162.33403413347995,163.01269403999197,162.1963844437949,162.09090116487732,162.35118189362944,160.81000484786816,161.84632186523376,161.3576633997397
318.4,160.48863393576423,161.5937271440043,161.49551250674804,162.72814816284537,160.38946126459822,160.92437026858704,162.53270892599764,162.1753534116336
318.5,159.78078230604177,160.82506724686954,159.52276182845523,161.45480890839707,162.2331741217777,163.07767297958458,160.54486687438725,161.141077697697
318.6,160.74752007373752,161.1000316284241,158.75701027767107,160.73903560595969,160.70270343458841,161.34362169102047,161.62751821209622,160.52571811213946
318.7,160.2727218628987,161.29709474468626,161.8757136391398,159.1895130928931,161.53359730984332,160.1279705555523,161.04938637943317,160.1658086472914
318.8,160.46750392796494,159.96267715567805,159.7863691535503,160.29865737283873,161.1446699984628,160.71670355508752,161.7090949946747,161.4307700988403
318.9,160.23759628813644,159.99005447258818,158.52960279718133,160.39004638037036,159.01066588441927,160.6291507022403,159.7910330277677,158.63147047282166
319.0,159.582175724635,159.19082275273882,159.39393270058287,160.3479054660683,159.77752301136857,158.66932213097832,158.30520791750288,158.000878626079
319.1,155.40319612743198,159.16765674704737,158.8498633795011,158.99841526779454,158.05680617328454,158.9288482448094,157.82842859786334,158.5890179291736
319.2,156.4549824017514,159.21049748280075,157.3093159444589,158.24547049112167,157.09802310901676,156.51161126976152,160.27741377004534,157.7567318556147
319.3,156.21710514928571,157.6198839184724,158.26374243018864,155.92856147336983,156.24270715988908,156.506047874911,156.94843883089885,157.10075872258778
319.4,155.62608254215056,156.18702547788678,156.4197126306532,155.5216981473973,155.38503300410719,156.85809209852553,156.08655435315433,155.01445218749777
319.5,154.53237687371174,155.44069460281315,154.51615170451086,155.04448943863744,155.0349117342455,153.72528311501296,153.94036198269805,154.8901673949661
319.6,153.81084801634756,155.5245683756301,154.23047835643243,152.49109822090116,152.29295330313886,153.41143734663038,154.6340131226392,152.89377887241022
319.7,151.6164046342314,153.02048266690772,154.00582463381718,153.31910201337897,152.3543565259444,153.99354581993822,153.1608145162244,152.00063904841622
319.8,151.93738310327583,151.1267173196497,151.37875789616922,151.15465586716215,151.2829942814131,151.69762230114975,151.22991701715932,151.37263494290212
319.9,149.89788958126448,151.6026066988548,151.45391933257105,150.77099329604894,152.44894414527877,152.01549368491294,153.60311533814755,153.41600833813737
320.0,150.02530390681324,149.52193357462113,150.06806949353538,150.85010634020094,148.7468256103792,149.2266905127531,148.80958953039573,149.93928974681748
320.1,146.84289038078236,148.47054035885554,149.7726557568171,147.05245640701295,148.74959638174562,147.8619407700434,148.50490333731614,149.67571820403188
320.2,146.23726636258843,147.27053928732565,147.58684504550087,147.76239171528482,147.3012584459193,146.3989809521643,145.16461605303397,144.62184186942144
320.3,145.42275796734575,146.05091010328312,146.26420482679094,145.58481751697593,144.90319946183743,143.08595389032917,144.54181611067995,144.71412288471703
320.4,144.96077681168015,143.47197605655282,143.2102880107815,143.02388772286676,142.01777496432334,143.57850603228184,143.74520629121554,142.9030553223734
320.5,142.15853640360618,142.59455299234313,140.35753837615542,142.50844568728434,142.17492140187545,143.1867123494586,141.35248669657489,141.49603508321283
320.6,139.43131074987213,139.50059968798328,142.15816066905387,141.19961800247313,139.55150599558527,141.46022943827074,139.6612530817212,140.53178612106979
320.7,138.76874974541826,138.79899024563395,138.20886592928434,140.03443377627127,138.7370539242631,138.6260354552062,138.46624934141389,138.47591111985534
320.8,137.3691605872694,136.4318760948297,137.0168615756325,135.8486637906918,135.54877940610683,135.3810165550591,136.5441758263247,138.9381694812977
320.9,135.93722280924797,136.37296975493695,134.98420588206585,134.37833777619667,134.37602122620297,134.84871008744005,136.4697373889406,136.26559560935905
321.0,134.73702997256558,136.3938351602301,134.12159481605156,133.76223657590174,135.20112078181907,133.86047431073777,133.8070865064288,134.83538165684496
321.1,130.79677070291712,132.5547545255149,131.6808992831169,132.2354731916207,132.56030367848055,131.33549356795524,129.72709319876176,130.515346971162
321.2,130.6446553090695,129.67297295541908,130.0348612055934,130.91326939788877,129.1542784404899,129.91026900678838,130.29489822702647,130.95276237250613
321.3,128.137307668535,128.11408716184724,127.30533656229055,127.64729469589017,125.2041256862729,128.71814548111504,129.04218446380088,129.01166093386243
321.4,126.80214304590851,125.15089367669081,125.90629501816981,125.25518594114449,127.29416468748377,126.35100466932184,124.700997833082,125.64861566755764
321.5,122.86730221264827,122.43932869629153,123.00281311100625,123.3862434609367,124.40944126093902,123.996283538416,124.36817172258607,122.96644683230595
321.6,123.15491923603787,122.18403609025695,120.4607086321192,121.79022173299792,119.91194470558044,120.66988879364251,122.23650671219227,123.7199889441218
321.7,121.04824854356124,119.0540899097357,119.22039677557443,119.8809285563087,121.13528785694778,119.65713471263025,119.68164511414301,120.00873548483432
321.8,116.5962052953558,117.56909140178183,117.88415805793952,115.27540099063613,117.20517279963887,117.79847751431898,116.93950469484687,117.17855956261577
321.9,114.80278919715978,115.9005081468798,114.68037664742293,114.77276939165147,115.57205312413126,115.33799648245777,113.81739676694988,115.43427318538674
322.0,113.63706384577364,113.11328774092577,113.22102953356422,111.94754759935199,113.1220655668155,113.25163902746823,113.2089635853534,113.5211194316313
322.1,112.0456693226934,110.11280502968111,111.01764655490283,110.29521890462128,111.171699550034,112.07755060972491,112.19163411346445,110.06353974806768
322.2,108.22363631299903,107.13963372622455,109.6038637805106,109.75938748405797,106.1398192518107,108.96486104295758,107.77525771665348,109.87703165485915
322.3,107.51478721841127,104.90741219947327,105.12608127624583,106.5876450999098,106.24844591103438,106.02451133792397,106.61352430418833,106.14706117574454
322.4,103.19889301991473,104.38355841569955,103.90942028784578,104.98943443685468,103.683830929592,104.96130364964272,103.32432373719011,103.74656003623596
322.5,101.5019989630057,102.45046875050264,98.91932157791207,100.84165758840102,101.42514435085265,101.31464451383268,101.46907145459804,102.00369909132728
322.6,97.87022454278423,99.92769606667413,98.42078416036061,98.67473023376395,99.66076023570012,99.22701668818074,98.86987540161267,100.03085403006638
322.7,96.22617454827675,96.3966579190043,97.01849875721308,95.78341291815094,97.45078485414564,96.79227819849824,95.37825594218546,95.5255275515764
322.8,94.45581822428844,93.61229081639296,93.54821390378983,95.55337708330194,94.55459720506795,93.59156086596981,94.33334357373317,93.99203126973096
322.9,92.63230098841379,93.18038225371308,90.16609071313874,92.12758050736825,90.81288052880478,93.27121379402773,92.23208862937044,91.8757387351811
323.0,89.73853200762026,87.82596828617773,88.3378031279048,87.13226375429566,90.37765298249936,88.63506487704514,87.41241723097593,88.99677704692712
323.1,87.4453702395648,86.14783359972931,87.54396142297011,86.36213034157565,88.18411252414424,87.49389803738012,87.10464277595351,86.44532239985743
323.2,84.9547477731728,84.07124503817677,84.63947695110504,83.62084206456367,84.45451478212877,85.07743862390386,84.0922827078752,84.57230203890262
323.3,81.84287913178431,82.69456635015644,79.89645887045823,79.22681070091444,80.36458717193554,81.21221399285385,81.8342768779775,78.55076413370948
323.4,78.58030284454901,79.25808886063894,78.8082761753947,80.38503263724593,78.05025758581554,79.00603342846314,80.482870858911,78.62566853834979
323.5,75.41023500824255,75.57711193519962,77.05113495585474,76.36058865279288,77.10065884257192,75.9458072884694,75.08585350330681,76.26460401873155
323.6,73.46248185491932,73.32146675815885,72.70752652072238,75.04976293772428,73.21846971561448,75.2726782606662,73.20313208850983,74.52980682544042
323.7,72.47322124839665,71.36318798657992,69.95638893371624,70.1912633518466,70.69210707238,71.22981304364893,71.10495175746452,70.18731430933742
323.8,68.06242470430313,70.46832734174816,70.27194957663333,67.02954061052083,68.5165364393982,67.45068826109629,67.07875536805592,66.85121552054132
323.9,65.0596252588076,64.72614578128771,65.5679064675889,66.46823541268748,65.9054632406923,65.77889752787237,65.44566102745938,65.5895368645694
324.0,65.46554434012056,64.99126039596732,60.64696722712657,63.93178053089392,64.3270482650413,64.1253430496251,64.90630623737019,63.16074684584744
324.1,60.909952229825564,60.87087190747753,60.987896390185156,61.92866567195232,57.98416664131493,62.10648854952269,61.16669259583537,60.5313074146013
324.2,57.76223374450147,56.60563138360143,58.061561199947384,59.399548064908934,57.20631464361219,57.11555777934159,57.36459177672256,58.41582078092411
324.3,56.2319207649807,54.46099432985967,56.37162929980697,54.50763191368056,55.42496807622856,55.132069918919896,55.35145357795935,54.62205744897389
324.4,52.76394997055302,52.73927898916225,50.394906378261176,52.20599510433986,51.53955039030878,53.966679588887445,52.26398902622818,52.42500818728343
324.5,50.53128107205314,50.28560607582394,50.334783122262806,53.034259876636064,48.71957190512422,49.92995718559994,51.31231364820021,49.56775036471069
324.6,47.628693599123764,46.92970814763165,47.90905563361828,45.69615215932622,48.002322637081114,45.70175985274614,46.32792211862989,46.9860474806265
324.7,44.45381454686983,44.03785161924084,44.86453959304245,43.931478705985214,45.75754699123517,43.49595063378491,45.80541030341787,44.90240632144511
324.8,41.77823983947173,41.95648181941477,43.25234677648194,42.46146829946995,42.55263484686973,41.94094935062732,41.801136580879216,44.065350635926784
324.9,42.16131144676943,40.233843233610045,39.88816829556792,39.416305106197555,39.113126509516505,39.41340341349454,39.458048227989664,39.57215203406471
