Temperature_C,Temperature_K,Oxygen_Pressure_atm,Environment,Electronic_Conductivity_S_per_cm,Ionic_Conductivity_S_per_cm,Mixed_Conductivity_S_per_cm,Ionic_Transference_Number,Electronic_Transference_Number,Oxide_Thickness_um_1000h,Activation_Energy_Electronic_kJ_per_mol,Activation_Energy_Ionic_kJ_per_mol,Oxygen_Vacancy_Concentration_per_cm3,Interstitial_Concentration_per_cm3,Measurement_Method,Sample_Type,Material
250,523.15,1e-05,Reduced,4171.743979,1e-12,6.4589e-05,0.0,1.0,0.01,15.84,-0.0,1.809256280531206e+16,32508740.38,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
275,548.15,1e-05,Reduced,4487.682533,1e-12,6.699e-05,0.0,1.0,0.01,-6.97,-0.0,3.056312764986199e+16,75217080.49,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
300,573.15,1e-05,Reduced,3669.701082,1e-12,6.0578e-05,0.0,1.0,0.01,21.03,-0.0,4.932099072943611e+16,161752449.81,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
325,598.15,1e-05,Reduced,3413.71526,1e-12,5.8427e-05,0.0,1.0,0.01,8.25,-0.0,7.647028727883558e+16,326278423.14,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
350,623.15,1e-05,Reduced,3650.061788,1e-12,6.0416e-05,0.0,1.0,0.01,-8.3,-0.0,1.1446469151083098e+17,622120435.67,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
375,648.15,1e-05,Reduced,3004.511936,1e-12,5.4813e-05,0.0,1.0,0.01,26.15,-0.0,1.6608736939250938e+17,1128596165.51,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
400,673.15,1e-05,Reduced,3244.388025,1e-12,5.696e-05,0.0,1.0,0.01,-11.15,-0.0,2.3441941066309766e+17,1958798269.42,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
425,698.15,1e-05,Reduced,2572.965514,1e-12,5.0724e-05,0.0,1.0,0.01,36.25,-0.0,3.227991805376493e+17,3268073968.68,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
450,723.15,1e-05,Reduced,2834.556274,1e-12,5.3241e-05,0.0,1.0,0.01,-16.26,-0.0,4.3477521071974624e+17,5262882073.5,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
475,748.15,1e-05,Reduced,2537.339818,1e-12,5.0372e-05,0.0,1.0,0.01,19.94,-0.0,5.740551899109858e+17,8209672569.12,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
500,773.15,1e-05,Reduced,2489.83662,1e-12,4.9898e-05,0.0,1.0,0.01,3.64,-0.0,7.444533881762246e+17,12443427372.49,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
525,798.15,1e-05,Reduced,2315.929792,3e-12,7.7158e-05,0.0,1.0,0.01,14.86,-193.8,9.498385230461021e+17,18375520396.04,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
550,823.15,1e-05,Reduced,2074.409681,6e-12,0.00011611,0.0,1.0,0.01,24.07,-202.7,1.194083701947186e+18,26500595497.06,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
575,848.15,1e-05,Reduced,2136.464189,2.1e-11,0.000211036,0.0,1.0,0.01,-6.85,-270.66,1.4810196958239048e+18,37402216060.26,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
600,873.15,1e-05,Reduced,2023.574154,7e-11,0.000375055,0.0,1.0,0.01,13.37,-296.68,1.814392440367954e+18,51757103572.06,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
625,898.15,1e-05,Reduced,2127.231375,1.91e-10,0.000636807,0.0,1.0,0.562,-13.03,-263.16,2.1978253411047224e+18,70337848904.29,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
650,923.15,1e-05,Reduced,1940.61937,4.27e-10,0.000910782,0.0,1.0,0.814,25.32,-222.69,2.6347866853468247e+18,94014044427.64,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
675,948.15,1e-05,Reduced,1692.220151,1.013e-09,0.001309179,0.0,1.0,0.973,39.88,-251.15,3.1285622402688927e+18,123751843990.64,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
700,973.15,1e-05,Reduced,1559.563183,1.887e-09,0.00171567,0.0,1.0,0.852,25.05,-191.03,3.682232940523992e+18,160612008856.43,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
725,998.15,1e-05,Reduced,1623.918517,4.975e-09,0.002842247,0.0,1.0,1.482,-13.06,-313.12,4.2986574368074726e+18,205746539572.07,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
750,1023.15,1e-05,Reduced,1592.006426,1.1269e-08,0.004235551,0.0,1.0,1.325,6.74,-277.75,4.980459183123443e+18,260394026005.49,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
775,1048.15,1e-05,Reduced,1399.437352,1.9425e-08,0.005213832,0.0,1.0,1.889,45.99,-194.23,5.730017679260894e+18,325873870653.13,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
800,1073.15,1e-05,Reduced,1474.166784,3.023e-08,0.006675661,0.0,1.0,2.116,-19.46,-165.47,6.549463450238915e+18,403579554500.8,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
825,1098.15,1e-05,Reduced,1333.408144,7.6951e-08,0.010129503,0.0,1.0,2.58,39.34,-366.22,7.440676330741075e+18,494971121223.88,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
850,1123.15,1e-05,Reduced,1314.276681,1.2585e-07,0.01286084,0.0,1.0,2.575,5.93,-201.8,8.405286624937134e+18,601567055512.28,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
875,1148.15,1e-05,Reduced,1330.107257,2.60348e-07,0.018608883,0.0,1.0,2.986,-5.14,-311.78,9.444678726376567e+18,724935726022.12,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
900,1173.15,1e-05,Reduced,1324.424085,3.93239e-07,0.02282139,0.0,1.0,3.488,1.92,-184.75,1.055999680531294e+19,866686554080.09,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
925,1198.15,1e-05,Reduced,1244.946363,6.35515e-07,0.028127952,0.0,1.0,4.068,28.93,-224.41,1.1752152199011957e+19,1028461056897.84,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
950,1223.15,1e-05,Reduced,1140.788405,1.416652e-06,0.040200749,0.0,1.0,4.888,42.59,-390.73,1.30218321720265e+19,1211923899672.79,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
975,1248.15,1e-05,Reduced,1136.007302,1.978813e-06,0.047412509,0.0,1.0,5.42,2.13,-169.69,1.4369509746318987e+19,1418754075399.39,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1000,1273.15,1e-05,Reduced,1130.065055,3.300248e-06,0.061069587,0.0,1.0,6.606,2.77,-270.34,1.5795454334138444e+19,1650636315188.79,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1025,1298.15,1e-05,Reduced,1080.401716,4.617872e-06,0.070633965,0.0,1.0,6.661,24.7,-184.66,1.7299742938741252e+19,1909252815957.63,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1050,1323.15,1e-05,Reduced,954.39974,6.440407e-06,0.078401035,0.0,1.0,8.648,70.84,-190.04,1.8882271718695588e+19,2196275356930.69,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1075,1348.15,1e-05,Reduced,1134.925691,1.1280863e-05,0.113150084,0.0,1.0,8.903,-102.78,-332.54,2.0542767740181434e+19,2513357861830.18,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1100,1373.15,1e-05,Reduced,1036.042311,2.2710388e-05,0.153391405,0.0,1.0,10.318,56.13,-430.81,2.2280800768118632e+19,2862129450118.51,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1125,1398.15,1e-05,Reduced,986.575981,2.3232124e-05,0.151394371,0.0,1.0,8.556,31.24,-14.5,2.4095794970996924e+19,3244188008364.59,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1150,1423.15,1e-05,Reduced,976.714474,3.4643963e-05,0.18394907,0.0,1.0,9.574,6.65,-264.44,2.5987040435916886e+19,3661094301789.54,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1175,1448.15,1e-05,Reduced,911.49726,4.8137809e-05,0.209469523,0.0,1.0,14.238,47.37,-225.47,2.7953704409626874e+19,4114366636338.2,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1200,1473.15,1e-05,Reduced,958.543779,7.6716101e-05,0.271174743,0.0,1.0,15.219,-35.71,-330.67,2.999484219836084e+19,4605476073198.19,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
200,473.15,0.001,Mild_Reducing,4607.525215,1e-12,6.7879e-05,0.0,1.0,0.01,,,1697926915910821.8,46544716.42,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
225,498.15,0.001,Mild_Reducing,4363.112308,1e-12,6.6054e-05,0.0,1.0,0.01,4.28,-0.0,3213276151626686.5,129156682.5,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
250,523.15,0.001,Mild_Reducing,3774.915729,1e-12,6.144e-05,0.0,1.0,0.01,12.56,-0.0,5721370717443167.0,325087403.84,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
275,548.15,0.001,Mild_Reducing,4032.189068,1e-12,6.35e-05,0.0,1.0,0.01,-6.29,-0.0,9664909579203308.0,752170804.87,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
300,573.15,0.001,Mild_Reducing,3330.606332,1e-12,5.7711e-05,0.0,1.0,0.01,19.98,-0.0,1.5596666716106758e+16,1617524498.07,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
325,598.15,0.001,Mild_Reducing,3089.551312,1e-12,5.5584e-05,0.0,1.0,0.01,8.57,-0.0,2.4182028112852e+16,3262784231.42,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
350,623.15,0.001,Mild_Reducing,3077.753533,1e-12,5.5478e-05,0.0,1.0,0.01,0.47,-0.0,3.619691368427659e+16,6221204356.66,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
375,648.15,0.001,Mild_Reducing,2732.796321,2e-12,7.3809e-05,0.0,1.0,0.01,15.97,-92.7,5.2521437786606584e+16,11285961655.1,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
400,673.15,0.001,Mild_Reducing,2772.456351,8e-12,0.000149996,0.0,1.0,0.01,-2.09,-203.77,7.412992654497509e+16,19587982694.16,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
425,698.15,0.001,Mild_Reducing,2656.949011,2.9e-11,0.000276241,0.0,1.0,0.01,6.65,-197.6,1.0207806373348678e+17,32680739686.84,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
450,723.15,0.001,Mild_Reducing,2348.627613,1.27e-10,0.00054678,0.0,1.0,0.01,20.72,-250.06,1.3748799360540533e+17,52628820734.99,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
475,748.15,0.001,Mild_Reducing,2100.056866,3.24e-10,0.000824792,0.0,1.0,0.011,20.13,-168.1,1.815321902759227e+17,82096725691.16,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
500,773.15,0.001,Mild_Reducing,2225.855943,1.048e-09,0.001527654,0.0,1.0,0.013,-11.19,-226.0,2.3541683184663338e+17,124434273724.93,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
525,798.15,0.001,Mild_Reducing,1920.860203,3.186e-09,0.002473847,0.0,1.0,0.012,30.25,-228.15,3.003653142196017e+17,183755203960.37,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
550,823.15,0.001,Mild_Reducing,1934.997842,8.426e-09,0.004037756,0.0,1.0,0.014,-1.6,-212.53,3.776024215038743e+17,265005954970.63,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
575,848.15,0.001,Mild_Reducing,1875.635114,2.2803e-08,0.00653992,0.0,1.0,0.015,7.24,-231.22,4.6833954983733024e+17,374022160602.56,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
600,873.15,0.001,Mild_Reducing,1907.365158,4.3113e-08,0.009068208,0.0,1.0,0.019,-4.13,-156.9,5.737612680953969e+17,517571035720.65,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
625,898.15,0.001,Mild_Reducing,1881.448973,8.186e-08,0.012410291,0.0,1.0,1.676,3.57,-167.25,6.950133977127412e+17,703378489042.87,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
650,923.15,0.001,Mild_Reducing,1732.743866,2.28151e-07,0.01988283,0.0,1.0,2.348,22.71,-282.68,8.331927074381358e+17,940140444276.39,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
675,948.15,0.001,Mild_Reducing,1569.119915,4.83273e-07,0.027537488,0.0,1.0,2.739,28.88,-218.52,9.893382480848658e+17,1237518439906.37,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
700,973.15,0.001,Mild_Reducing,1646.891076,9.74044e-07,0.040051764,0.0,1.0,3.497,-14.85,-215.1,1.164424296735514e+18,1606120088564.33,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
725,998.15,0.001,Mild_Reducing,1467.095239,1.730963e-06,0.050393326,0.0,1.0,3.898,37.35,-185.77,1.3593548381132938e+18,2057465395720.68,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
750,1023.15,0.001,Mild_Reducing,1471.845694,3.234836e-06,0.069001302,0.0,1.0,5.002,-1.1,-212.4,1.5749594812171722e+18,2603940260054.87,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
775,1048.15,0.001,Mild_Reducing,1536.500269,6.614995e-06,0.100816375,0.0,1.0,5.564,-15.33,-255.17,1.811990689949659e+18,3258738706531.31,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
800,1073.15,0.001,Mild_Reducing,1424.391209,1.0232218e-05,0.120725646,0.0,1.0,5.376,28.34,-163.19,2.0711221954779837e+18,4035795545007.98,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
825,1098.15,0.001,Mild_Reducing,1232.637654,1.481905e-05,0.135153689,0.0,1.0,7.593,56.67,-145.17,2.3529484537246126e+18,4949711212238.8,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
850,1123.15,0.001,Mild_Reducing,1256.123442,3.5516566e-05,0.211218349,0.0,1.0,9.407,-7.74,-358.57,2.6579850121350774e+18,6015670555122.77,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
875,1148.15,0.001,Mild_Reducing,1200.901236,5.3751528e-05,0.254067464,0.0,1.0,8.16,19.28,-177.73,2.9866696543888164e+18,7249357260221.16,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
900,1173.15,0.001,Mild_Reducing,1189.447512,8.5435525e-05,0.318780604,0.0,1.0,10.207,4.29,-207.6,3.339364198889056e+18,8666865540800.93,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
925,1198.15,0.001,Mild_Reducing,1204.133146,0.000128514015,0.393380204,0.0,1.0,13.053,-5.74,-190.87,3.716356835783421e+18,10284610568978.4,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
950,1223.15,0.001,Mild_Reducing,1139.193265,0.000234688538,0.517064408,0.0,1.0,15.683,27.02,-293.54,4.1178648972061286e+18,12119238996727.92,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
975,1248.15,0.001,Mild_Reducing,1084.540796,0.000275952074,0.547066068,0.0,1.0,15.862,24.96,-82.24,4.5440379658356326e+18,14187540753993.91,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1000,1273.15,0.001,Mild_Reducing,1083.019088,0.000393520308,0.652832295,0.0,1.0,19.559,0.74,-187.57,4.994961237305581e+18,16506363151887.94,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1025,1298.15,0.001,Mild_Reducing,985.834049,0.000660823584,0.8071322,1e-06,0.999999,22.382,51.68,-284.93,5.470659062183714e+18,19092528159576.28,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1050,1323.15,0.001,Mild_Reducing,1032.38226,0.000864357256,0.944641253,1e-06,0.999999,23.409,-26.36,-153.39,5.971098602926025e+18,21962753569306.92,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1075,1348.15,0.001,Mild_Reducing,907.591913,0.001240024963,1.060865981,1e-06,0.999999,27.623,76.43,-214.11,6.496193550280342e+18,25133578618301.8,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1100,1373.15,0.001,Mild_Reducing,963.488591,0.001656882112,1.263482098,2e-06,0.999998,31.896,-36.8,-178.43,7.045807851968402e+18,28621294501185.1,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1125,1398.15,0.001,Mild_Reducing,964.80845,0.002640871653,1.596225324,3e-06,0.999997,38.285,-0.87,-297.66,7.619759414078116e+18,32441880083645.88,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1150,1423.15,0.001,Mild_Reducing,845.817926,0.00304966357,1.606069773,4e-06,0.999996,29.017,87.11,-95.24,8.21782374243923e+18,36610943017895.36,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1175,1448.15,0.001,Mild_Reducing,921.292269,0.00504165293,2.155188129,5e-06,0.999995,38.31,-58.59,-344.57,8.839737497351338e+18,41143666363381.98,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1200,1473.15,0.001,Mild_Reducing,847.141631,0.005645989575,2.186996301,7e-06,0.999993,52.177,59.54,-80.33,9.48520194041523e+18,46054760731981.87,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
200,473.15,0.01,Moderate,2540.683669,1e-12,5.0405e-05,0.0,1.0,0.01,,,954814471969654.1,147187316.94,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
225,498.15,0.01,Moderate,2392.946792,1e-12,4.8918e-05,0.0,1.0,0.01,4.7,-0.0,1806957969308296.0,408429291.72,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
250,523.15,0.01,Moderate,2222.447654,1e-12,4.7143e-05,0.0,1.0,0.01,6.41,-0.0,3217363191152248.5,1028016634.75,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
275,548.15,0.01,Moderate,2185.694711,1e-12,4.6751e-05,0.0,1.0,0.01,1.59,-0.0,5434978060614088.0,2378572932.88,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
300,573.15,0.01,Moderate,1881.522375,2e-12,5.3731e-05,0.0,1.0,0.01,15.66,-44.75,8770650229687684.0,5115061585.03,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
325,598.15,0.01,Moderate,1625.685799,9e-12,0.000123044,0.0,1.0,0.01,16.67,-205.69,1.3598553734771468e+16,10317829684.98,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
350,623.15,0.01,Moderate,1634.530492,3.4e-11,0.000234424,0.0,1.0,0.01,-0.67,-159.2,2.035502040901678e+16,19673175556.41,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
375,648.15,0.01,Moderate,1639.288754,1.55e-10,0.000504143,0.0,1.0,0.011,-0.39,-205.39,2.9534974925822824e+16,35689344415.45,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
400,673.15,0.01,Moderate,1391.265447,5.51e-10,0.00087554,0.0,1.0,0.016,23.81,-184.05,4.168632112956453e+16,61942640081.5,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
425,698.15,0.01,Moderate,1390.1284,1.634e-09,0.001507052,0.0,1.0,0.015,0.13,-169.94,5.740271363275387e+16,103345573029.46,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
450,723.15,0.01,Moderate,1317.79069,4.354e-09,0.002395412,0.0,1.0,0.018,8.98,-164.63,7.731518052182587e+16,166426944091.25,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
475,748.15,0.01,Moderate,1254.945917,1.8334e-08,0.004796664,0.0,1.0,0.023,8.79,-258.73,1.0208305244446896e+17,259612641626.12,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
500,773.15,0.01,Moderate,1276.600885,4.4786e-08,0.007561363,0.0,1.0,0.02,-3.29,-171.86,1.3238461319274938e+17,393495723959.64,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
525,798.15,0.01,Moderate,1300.442989,1.16851e-07,0.012327141,0.0,1.0,0.024,-3.8,-196.86,1.6890782883946643e+17,581084976423.57,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
550,823.15,0.01,Moderate,1098.776157,2.82651e-07,0.017623006,0.0,1.0,0.026,36.83,-193.04,2.1234144610357347e+17,838022411215.2,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
575,848.15,0.01,Moderate,1021.653981,5.93892e-07,0.024632334,0.0,1.0,0.029,16.9,-172.43,2.633666830945758e+17,1182761922881.39,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
600,873.15,0.01,Moderate,979.61404,1.262006e-06,0.035160753,0.0,1.0,0.032,10.35,-185.68,3.226496718436607e+17,1636703323809.62,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
625,898.15,0.01,Moderate,952.91951,3.239087e-06,0.055557085,0.0,1.0,2.38,7.21,-245.88,3.9083475509483e+17,2224278082543.25,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
650,923.15,0.01,Moderate,976.834721,6.307164e-06,0.078492399,0.0,1.0,3.191,-6.84,-183.78,4.6853869123969606e+17,2972985124355.99,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
675,948.15,0.01,Moderate,874.642258,1.0372216e-05,0.095246933,0.0,1.0,4.251,32.17,-144.82,5.563457814895419e+17,3913376916562.33,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
700,973.15,0.01,Moderate,822.536019,1.7786742e-05,0.120955513,0.0,1.0,7.071,18.85,-165.52,6.548039021100892e+17,5078997675614.64,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
725,998.15,0.01,Moderate,862.412837,4.0611462e-05,0.187146589,0.0,1.0,7.767,-15.3,-266.74,7.644214010685421e+17,6506276857456.98,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
750,1023.15,0.01,Moderate,749.04283,5.973445e-05,0.211526976,0.0,1.0,9.067,47.87,-131.07,8.85664801788769e+17,8234382112784.57,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
775,1048.15,0.01,Moderate,718.84145,0.000115054523,0.28758644,0.0,1.0,9.982,14.68,-233.81,1.018957245818866e+18,10305036611989.95,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
800,1073.15,0.01,Moderate,725.178428,0.000191165776,0.372329554,0.0,1.0,12.541,-3.28,-189.96,1.1646776000362345e+18,12762306092985.8,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
825,1098.15,0.01,Moderate,701.050834,0.000323418816,0.47616492,0.0,1.0,12.481,13.26,-206.1,1.3231601515720814e+18,15652361190747.72,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
850,1123.15,0.01,Moderate,711.489176,0.000487890912,0.589176632,1e-06,0.999999,15.697,-6.06,-168.66,1.4946948140601254e+18,19023220607397.44,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
875,1148.15,0.01,Moderate,678.701344,0.00062757278,0.652636567,1e-06,0.999999,20.352,20.24,-107.98,1.679527771354809e+18,22924480514576.84,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
900,1173.15,0.01,Moderate,640.601269,0.001038977071,0.815824755,2e-06,0.999998,23.535,25.88,-225.85,1.8778624888964805e+18,27407035283357.91,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
925,1198.15,0.01,Moderate,604.386364,0.001414220403,0.924519079,2e-06,0.999998,20.448,27.21,-144.15,2.089861027914661e+18,32522794245812.02,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
950,1223.15,0.01,Moderate,625.743312,0.002119576311,1.151655635,3e-06,0.999997,32.197,-16.93,-197.23,2.3156456032497147e+18,38324398737594.16,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
975,1248.15,0.01,Moderate,527.852961,0.004133650174,1.477145723,8e-06,0.999992,31.477,86.38,-339.16,2.555300331423268e+18,44864943179083.38,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1000,1273.15,0.01,Moderate,569.150776,0.004787263301,1.650658845,8e-06,0.999992,35.912,-39.81,-77.59,2.808873121460846e+18,52197703445841.75,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1025,1298.15,0.01,Moderate,554.42981,0.007943333877,2.098575968,1.4e-05,0.999986,38.957,14.4,-278.35,3.076377666692982e+18,60375875275163.79,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1050,1323.15,0.01,Moderate,543.863387,0.009614360261,2.286678495,1.8e-05,0.999982,42.539,10.99,-109.07,3.357795501211663e+18,69452324968002.6,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1075,1348.15,0.01,Moderate,532.938975,0.011393305467,2.464129975,2.1e-05,0.999979,40.954,12.04,-100.72,3.6530780897576453e+18,79479354184741.44,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1100,1373.15,0.01,Moderate,529.568343,0.019032460211,3.17474226,3.6e-05,0.999964,51.221,3.91,-315.92,3.962148924512478e+18,90508480206197.77,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1125,1398.15,0.01,Moderate,497.417819,0.026074479581,3.601376233,5.2e-05,0.999948,54.229,39.99,-201.01,4.284905606544325e+18,102590232642374.81,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1150,1423.15,0.01,Moderate,465.090601,0.034237272524,3.99041773,7.4e-05,0.999926,56.623,44.47,-180.24,4.621221893503991e+18,115773967223188.0,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1175,1448.15,0.01,Moderate,481.069022,0.036763130468,4.205425452,7.6e-05,0.999924,75.556,-23.15,-48.79,4.970949698595371e+18,130107696998344.05,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1200,1473.15,0.01,Moderate,470.353504,0.059395874493,5.285551784,0.000126,0.999874,81.878,15.98,-340.38,5.333921028871171e+18,145637941007146.2,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
200,473.15,0.21,Air,248.598866,1e-12,1.5767e-05,0.0,1.0,0.01,,,446030101541523.4,674497021.21,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
225,498.15,0.21,Air,198.840416,4e-12,2.9869e-05,0.0,1.0,0.01,17.52,-117.74,844098691622532.4,1871658145.36,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
250,523.15,0.21,Air,202.496569,2.9e-11,7.7021e-05,0.0,1.0,0.012,-1.58,-162.72,1502952534732010.0,4710964044.43,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
