Mix_ID,Temperature_C,Data_Type,Property_Type,Fracture_Toughness_Mean_MPa_m05,Fracture_Toughness_Std_MPa_m05,Fracture_Energy_Mean_J_m2,Fracture_Energy_Std_J_m2,Rubber_Content_Percent,Particle_Size
R20S,290,Calibration,Mechanical,1.2853,0.2314,124.1,24.8,20.0,small
R20S,300,Validation,Mechanical,1.2862,0.2315,121.4,24.3,20.0,small
R20S,310,Calibration,Mechanical,1.2658,0.2278,118.8,23.8,20.0,small
R20S,320,Calibration,Mechanical,1.2457,0.2242,116.2,23.2,20.0,small
R20S,330,Validation,Mechanical,1.226,0.2207,113.7,22.7,20.0,small
R20S,340,Validation,Mechanical,1.2065,0.2172,111.3,22.3,20.0,small
R20S,350,Calibration,Mechanical,1.1873,0.2137,108.9,21.8,20.0,small
R20S,360,Calibration,Mechanical,1.1685,0.2103,106.5,21.3,20.0,small
R20S,370,Validation,Mechanical,1.1499,0.207,104.2,20.8,20.0,small
R20S,380,Calibration,Mechanical,1.1317,0.2037,102.0,20.4,20.0,small
R20S,390,Calibration,Mechanical,1.1137,0.2005,99.8,20.0,20.0,small
R20S,400,Calibration,Mechanical,1.0961,0.1973,97.6,19.5,20.0,small
R20S,410,Validation,Mechanical,1.0787,0.1942,95.5,19.1,20.0,small
R20S,420,Calibration,Mechanical,1.0615,0.1911,93.5,18.7,20.0,small
R20S,430,Validation,Mechanical,1.0447,0.188,91.4,18.3,20.0,small
R20S,440,Validation,Mechanical,1.0281,0.1851,89.5,17.9,20.0,small
R20S,450,Calibration,Mechanical,1.0118,0.1821,87.5,17.5,20.0,small
R20S,460,Calibration,Mechanical,0.9957,0.1792,85.6,17.1,20.0,small
R20S,470,Calibration,Mechanical,0.9799,0.1764,83.8,16.8,20.0,small
R20S,480,Calibration,Mechanical,0.9644,0.1736,82.0,16.4,20.0,small
R20S,490,Calibration,Mechanical,0.9491,0.1708,80.2,16.0,20.0,small
R20S,500,Validation,Mechanical,0.934,0.1681,78.5,15.7,20.0,small
R20S,510,Calibration,Mechanical,0.9192,0.1655,76.8,15.4,20.0,small
R20S,520,Validation,Mechanical,0.9046,0.1628,75.1,15.0,20.0,small
R20S,530,Calibration,Mechanical,0.8902,0.1602,73.5,14.7,20.0,small
R20S,540,Calibration,Mechanical,0.8761,0.1577,71.9,14.4,20.0,small
R20S,550,Calibration,Mechanical,0.8622,0.1552,70.4,14.1,20.0,small
R20S,560,Calibration,Mechanical,0.8485,0.1527,68.9,13.8,20.0,small
R20S,570,Validation,Mechanical,0.835,0.1503,67.4,13.5,20.0,small
R20S,580,Calibration,Mechanical,0.8218,0.1479,65.9,13.2,20.0,small
R20S,590,Calibration,Mechanical,0.8087,0.1456,64.5,12.9,20.0,small
R20S,600,Calibration,Mechanical,0.7959,0.1433,63.1,12.6,20.0,small
R20S,610,Calibration,Mechanical,0.7833,0.141,61.7,12.3,20.0,small
R20S,620,Calibration,Mechanical,0.7708,0.1388,60.4,12.1,20.0,small
R20S,630,Calibration,Mechanical,0.7586,0.1365,59.1,11.8,20.0,small
R20S,640,Validation,Mechanical,0.7466,0.1344,57.8,11.6,20.0,small
R20S,650,Calibration,Mechanical,0.7347,0.1322,56.6,11.3,20.0,small
R20S,660,Validation,Mechanical,0.723,0.1301,55.4,11.1,20.0,small
R20S,670,Calibration,Mechanical,0.7116,0.1281,54.2,10.8,20.0,small
R20S,680,Calibration,Mechanical,0.7003,0.126,53.0,10.6,20.0,small
R20S,690,Calibration,Mechanical,0.6892,0.124,51.9,10.4,20.0,small
R20S,700,Calibration,Mechanical,0.6782,0.1221,50.7,10.1,20.0,small
R20S,710,Calibration,Mechanical,0.6675,0.1201,49.6,9.9,20.0,small
R20S,720,Calibration,Mechanical,0.6569,0.1182,48.6,9.7,20.0,small
R20S,730,Calibration,Mechanical,0.6464,0.1164,47.5,9.5,20.0,small
R20S,740,Calibration,Mechanical,0.6362,0.1145,46.5,9.3,20.0,small
R20S,750,Calibration,Mechanical,0.6261,0.1127,45.5,9.1,20.0,small
R20S,760,Validation,Mechanical,0.6161,0.1109,44.5,8.9,20.0,small
R20S,770,Calibration,Mechanical,0.6064,0.1091,43.5,8.7,20.0,small
R20S,780,Calibration,Mechanical,0.5967,0.1074,42.6,8.5,20.0,small
R20S,790,Calibration,Mechanical,0.5873,0.1057,41.7,8.3,20.0,small
R20S,800,Calibration,Mechanical,0.5779,0.104,40.8,8.2,20.0,small
R10L,20,Calibration,Mechanical,1.2261,0.2207,124.7,24.9,10.0,large
R10L,30,Calibration,Mechanical,1.2269,0.2208,124.9,25.0,10.0,large
R10L,40,Calibration,Mechanical,1.2278,0.221,125.0,25.0,10.0,large
R10L,50,Calibration,Mechanical,1.2286,0.2212,125.2,25.0,10.0,large
R10L,60,Calibration,Mechanical,1.2295,0.2213,125.4,25.1,10.0,large
R10L,70,Calibration,Mechanical,1.2303,0.2215,125.6,25.1,10.0,large
R10L,80,Calibration,Mechanical,1.2312,0.2216,125.8,25.2,10.0,large
R10L,90,Calibration,Mechanical,1.232,0.2218,125.9,25.2,10.0,large
R10L,100,Calibration,Mechanical,1.2329,0.2219,126.1,25.2,10.0,large
R10L,110,Validation,Mechanical,1.2337,0.2221,126.3,25.3,10.0,large
R10L,120,Calibration,Mechanical,1.2346,0.2222,126.5,25.3,10.0,large
R10L,130,Calibration,Mechanical,1.2354,0.2224,126.6,25.3,10.0,large
R10L,140,Calibration,Mechanical,1.2363,0.2225,126.8,25.4,10.0,large
R10L,150,Validation,Mechanical,1.2371,0.2227,127.0,25.4,10.0,large
R10L,160,Calibration,Mechanical,1.238,0.2228,127.2,25.4,10.0,large
R10L,170,Calibration,Mechanical,1.2388,0.223,127.3,25.5,10.0,large
R10L,180,Calibration,Mechanical,1.2397,0.2231,127.5,25.5,10.0,large
R10L,190,Calibration,Mechanical,1.2405,0.2233,127.7,25.5,10.0,large
R10L,200,Calibration,Mechanical,1.2414,0.2234,127.9,25.6,10.0,large
R10L,210,Calibration,Mechanical,1.2422,0.2236,128.0,25.6,10.0,large
R10L,220,Validation,Mechanical,1.2431,0.2238,128.2,25.6,10.0,large
R10L,230,Calibration,Mechanical,1.2439,0.2239,128.4,25.7,10.0,large
R10L,240,Validation,Mechanical,1.2448,0.2241,128.6,25.7,10.0,large
R10L,250,Validation,Mechanical,1.2456,0.2242,128.7,25.7,10.0,large
R10L,260,Calibration,Mechanical,1.2465,0.2244,126.0,25.2,10.0,large
R10L,270,Calibration,Mechanical,1.2473,0.2245,123.2,24.6,10.0,large
R10L,280,Calibration,Mechanical,1.2482,0.2247,120.6,24.1,10.0,large
R10L,290,Calibration,Mechanical,1.249,0.2248,118.0,23.6,10.0,large
R10L,300,Calibration,Mechanical,1.2499,0.225,115.4,23.1,10.0,large
R10L,310,Validation,Mechanical,1.23,0.2214,112.9,22.6,10.0,large
R10L,320,Validation,Mechanical,1.2105,0.2179,110.5,22.1,10.0,large
R10L,330,Calibration,Mechanical,1.1913,0.2144,108.1,21.6,10.0,large
R10L,340,Calibration,Mechanical,1.1724,0.211,105.8,21.2,10.0,large
R10L,350,Validation,Mechanical,1.1538,0.2077,103.5,20.7,10.0,large
R10L,360,Validation,Mechanical,1.1354,0.2044,101.3,20.3,10.0,large
R10L,370,Validation,Mechanical,1.1174,0.2011,99.1,19.8,10.0,large
R10L,380,Calibration,Mechanical,1.0997,0.1979,96.9,19.4,10.0,large
R10L,390,Calibration,Mechanical,1.0822,0.1948,94.9,19.0,10.0,large
R10L,400,Calibration,Mechanical,1.0651,0.1917,92.8,18.6,10.0,large
R10L,410,Calibration,Mechanical,1.0482,0.1887,90.8,18.2,10.0,large
R10L,420,Calibration,Mechanical,1.0315,0.1857,88.8,17.8,10.0,large
R10L,430,Calibration,Mechanical,1.0151,0.1827,86.9,17.4,10.0,large
R10L,440,Calibration,Mechanical,0.999,0.1798,85.1,17.0,10.0,large
R10L,450,Calibration,Mechanical,0.9832,0.177,83.2,16.6,10.0,large
R10L,460,Calibration,Mechanical,0.9676,0.1742,81.4,16.3,10.0,large
R10L,470,Calibration,Mechanical,0.9522,0.1714,79.7,15.9,10.0,large
R10L,480,Calibration,Mechanical,0.9371,0.1687,77.9,15.6,10.0,large
R10L,490,Calibration,Mechanical,0.9222,0.166,76.3,15.3,10.0,large
R10L,500,Calibration,Mechanical,0.9076,0.1634,74.6,14.9,10.0,large
R10L,510,Validation,Mechanical,0.8932,0.1608,73.0,14.6,10.0,large
R10L,520,Calibration,Mechanical,0.879,0.1582,71.4,14.3,10.0,large
R10L,530,Calibration,Mechanical,0.865,0.1557,69.9,14.0,10.0,large
R10L,540,Calibration,Mechanical,0.8513,0.1532,68.4,13.7,10.0,large
R10L,550,Validation,Mechanical,0.8378,0.1508,66.9,13.4,10.0,large
R10L,560,Calibration,Mechanical,0.8245,0.1484,65.5,13.1,10.0,large
R10L,570,Calibration,Mechanical,0.8114,0.1461,64.0,12.8,10.0,large
R10L,580,Calibration,Mechanical,0.7985,0.1437,62.7,12.5,10.0,large
R10L,590,Calibration,Mechanical,0.7859,0.1415,61.3,12.3,10.0,large
R10L,600,Calibration,Mechanical,0.7734,0.1392,60.0,12.0,10.0,large
R10L,610,Calibration,Mechanical,0.7611,0.137,58.7,11.7,10.0,large
R10L,620,Validation,Mechanical,0.749,0.1348,57.4,11.5,10.0,large
R10L,630,Calibration,Mechanical,0.7371,0.1327,56.2,11.2,10.0,large
R10L,640,Validation,Mechanical,0.7254,0.1306,55.0,11.0,10.0,large
R10L,650,Validation,Mechanical,0.7139,0.1285,53.8,10.8,10.0,large
R10L,660,Calibration,Mechanical,0.7026,0.1265,52.6,10.5,10.0,large
R10L,670,Validation,Mechanical,0.6914,0.1245,51.5,10.3,10.0,large
R10L,680,Calibration,Mechanical,0.6805,0.1225,50.4,10.1,10.0,large
R10L,690,Calibration,Mechanical,0.6697,0.1205,49.3,9.9,10.0,large
R10L,700,Calibration,Mechanical,0.659,0.1186,48.2,9.6,10.0,large
R10L,710,Calibration,Mechanical,0.6486,0.1167,47.2,9.4,10.0,large
R10L,720,Calibration,Mechanical,0.6383,0.1149,46.2,9.2,10.0,large
R10L,730,Calibration,Mechanical,0.6282,0.1131,45.2,9.0,10.0,large
R10L,740,Calibration,Mechanical,0.6182,0.1113,44.2,8.8,10.0,large
R10L,750,Calibration,Mechanical,0.6084,0.1095,43.2,8.6,10.0,large
R10L,760,Calibration,Mechanical,0.5987,0.1078,42.3,8.5,10.0,large
R10L,770,Calibration,Mechanical,0.5892,0.1061,41.4,8.3,10.0,large
R10L,780,Calibration,Mechanical,0.5799,0.1044,40.5,8.1,10.0,large
R10L,790,Calibration,Mechanical,0.5707,0.1027,39.6,7.9,10.0,large
R10L,800,Validation,Mechanical,0.5616,0.1011,38.8,7.8,10.0,large
