Mix_ID,Temperature_C,Data_Type,Property_Type,Elastic_Modulus_Mean_MPa,Elastic_Modulus_Std_MPa,Rubber_Content_Percent,Particle_Size
R10L,350,Calibration,Mechanical,18848.0,1885.0,10.0,large
R10L,360,Calibration,Mechanical,18606.0,1861.0,10.0,large
R10L,370,Calibration,Mechanical,18367.0,1837.0,10.0,large
R10L,380,Calibration,Mechanical,18131.0,1813.0,10.0,large
R10L,390,Calibration,Mechanical,17899.0,1790.0,10.0,large
R10L,400,Calibration,Mechanical,17669.0,1767.0,10.0,large
R10L,410,Validation,Mechanical,17442.0,1744.0,10.0,large
R10L,420,Calibration,Mechanical,17218.0,1722.0,10.0,large
R10L,430,Calibration,Mechanical,16997.0,1700.0,10.0,large
R10L,440,Calibration,Mechanical,16779.0,1678.0,10.0,large
R10L,450,Validation,Mechanical,16563.0,1656.0,10.0,large
R10L,460,Calibration,Mechanical,16350.0,1635.0,10.0,large
R10L,470,Validation,Mechanical,16141.0,1614.0,10.0,large
R10L,480,Calibration,Mechanical,15933.0,1593.0,10.0,large
R10L,490,Calibration,Mechanical,15729.0,1573.0,10.0,large
R10L,500,Calibration,Mechanical,15527.0,1553.0,10.0,large
R10L,510,Calibration,Mechanical,15327.0,1533.0,10.0,large
R10L,520,Calibration,Mechanical,15131.0,1513.0,10.0,large
R10L,530,Calibration,Mechanical,14936.0,1494.0,10.0,large
R10L,540,Validation,Mechanical,14745.0,1474.0,10.0,large
R10L,550,Calibration,Mechanical,14555.0,1456.0,10.0,large
R10L,560,Calibration,Mechanical,14368.0,1437.0,10.0,large
R10L,570,Calibration,Mechanical,14184.0,1418.0,10.0,large
R10L,580,Validation,Mechanical,14002.0,1400.0,10.0,large
R10L,590,Calibration,Mechanical,13822.0,1382.0,10.0,large
R10L,600,Calibration,Mechanical,13644.0,1364.0,10.0,large
R10L,610,Calibration,Mechanical,13469.0,1347.0,10.0,large
R10L,620,Validation,Mechanical,13296.0,1330.0,10.0,large
R10L,630,Calibration,Mechanical,13126.0,1313.0,10.0,large
R10L,640,Calibration,Mechanical,12957.0,1296.0,10.0,large
R10L,650,Validation,Mechanical,12791.0,1279.0,10.0,large
R10L,660,Validation,Mechanical,12626.0,1263.0,10.0,large
R10L,670,Calibration,Mechanical,12464.0,1246.0,10.0,large
R10L,680,Validation,Mechanical,12304.0,1230.0,10.0,large
R10L,690,Calibration,Mechanical,12146.0,1215.0,10.0,large
R10L,700,Calibration,Mechanical,11990.0,1199.0,10.0,large
R10L,710,Calibration,Mechanical,11836.0,1184.0,10.0,large
R10L,720,Calibration,Mechanical,11684.0,1168.0,10.0,large
R10L,730,Calibration,Mechanical,11534.0,1153.0,10.0,large
R10L,740,Validation,Mechanical,11386.0,1139.0,10.0,large
R10L,750,Calibration,Mechanical,11240.0,1124.0,10.0,large
R10L,760,Calibration,Mechanical,11096.0,1110.0,10.0,large
R10L,770,Calibration,Mechanical,10953.0,1095.0,10.0,large
R10L,780,Validation,Mechanical,10813.0,1081.0,10.0,large
R10L,790,Calibration,Mechanical,10674.0,1067.0,10.0,large
R10L,800,Calibration,Mechanical,10537.0,1054.0,10.0,large
