timestamp_s,temperature_C,epsilon_xx,epsilon_yy,epsilon_xy,hotspot
569,1484.5,0.002117,0.001912,-0.000464,0
570,1485.0,0.002150,0.001887,-0.000460,0
571,1485.5,0.002183,0.001863,-0.000456,0
572,1486.0,0.002215,0.001838,-0.000451,0
573,1486.5,0.002248,0.001813,-0.000447,0
574,1487.0,0.002280,0.001789,-0.000442,0
575,1487.5,0.002312,0.001764,-0.000438,0
576,1488.0,0.002343,0.001740,-0.000433,0
577,1488.5,0.002374,0.001716,-0.000428,0
578,1489.0,0.002405,0.001692,-0.000422,0
579,1489.5,0.002435,0.001669,-0.000417,0
580,1490.0,0.002465,0.001645,-0.000411,0
581,1490.5,0.002494,0.001622,-0.000406,0
582,1491.0,0.002523,0.001599,-0.000400,0
583,1491.5,0.002551,0.001576,-0.000394,0
584,1492.0,0.002579,0.001554,-0.000387,0
585,1492.5,0.002606,0.001531,-0.000381,0
586,1493.0,0.002632,0.001509,-0.000374,0
587,1493.5,0.002657,0.001488,-0.000368,0
588,1494.0,0.002682,0.001466,-0.000361,0
589,1494.5,0.002706,0.001445,-0.000354,0
590,1495.0,0.002729,0.001425,-0.000347,0
591,1495.5,0.002752,0.001405,-0.000339,0
592,1496.0,0.002773,0.001385,-0.000332,0
593,1496.5,0.002794,0.001365,-0.000325,0
594,1497.0,0.002814,0.001346,-0.000317,0
595,1497.5,0.002833,0.001327,-0.000309,0
596,1498.0,0.002851,0.001309,-0.000301,0
597,1498.5,0.002868,0.001291,-0.000293,0
598,1499.0,0.002884,0.001274,-0.000285,0
599,1499.5,0.002899,0.001257,-0.000277,0
600,1500.0,0.002913,0.001240,-0.000268,0
