layer,x_index,y_index,thickness_um
anode,48,36,67.5
anode,48,38,92.5
anode,48,40,92.5
anode,48,42,92.5
anode,48,44,92.5
anode,48,46,92.5
anode,48,48,85.0
anode,48,50,85.0
anode,48,52,92.5
anode,48,54,92.5
anode,48,56,85.0
anode,48,58,90.0
anode,48,60,90.0
anode,48,62,85.0
anode,48,63,85.0
anode,48,65,82.5
anode,48,67,65.0
anode,48,69,67.5
anode,48,71,77.5
anode,48,73,72.5
anode,48,75,80.0
anode,48,77,82.5
anode,48,79,90.0
anode,48,81,92.5
anode,48,83,92.5
anode,48,85,92.5
anode,48,87,92.5
anode,48,89,77.5
anode,48,91,75.0
anode,48,93,72.5
anode,48,95,0.0
anode,50,0,0.0
anode,50,1,82.5
anode,50,3,82.5
anode,50,5,75.0
anode,50,7,62.5
anode,50,9,55.0
anode,50,11,47.5
anode,50,13,27.5
anode,50,15,25.0
anode,50,17,22.5
anode,50,19,17.5
anode,50,21,27.5
anode,50,23,27.5
anode,50,25,37.5
anode,50,27,47.5
anode,50,29,55.0
anode,50,31,75.0
anode,50,32,65.0
anode,50,34,65.0
anode,50,36,82.5
anode,50,38,85.0
anode,50,40,85.0
anode,50,42,82.5
anode,50,44,80.0
anode,50,46,80.0
anode,50,48,80.0
anode,50,50,85.0
anode,50,52,92.5
anode,50,54,92.5
anode,50,56,87.5
anode,50,58,80.0
anode,50,60,62.5
anode,50,62,62.5
anode,50,63,60.0
anode,50,65,60.0
anode,50,67,57.5
anode,50,69,55.0
anode,50,71,75.0
anode,50,73,77.5
anode,50,75,90.0
anode,50,77,90.0
anode,50,79,90.0
anode,50,81,92.5
anode,50,83,92.5
anode,50,85,92.5
anode,50,87,92.5
anode,50,89,77.5
anode,50,91,70.0
anode,50,93,62.5
anode,50,95,0.0
anode,52,0,0.0
anode,52,1,72.5
anode,52,3,72.5
anode,52,5,72.5
anode,52,7,62.5
anode,52,9,57.5
anode,52,11,40.0
anode,52,13,35.0
anode,52,15,32.5
anode,52,17,22.5
anode,52,19,20.0
anode,52,21,40.0
anode,52,23,45.0
anode,52,25,52.5
anode,52,27,60.0
anode,52,29,77.5
anode,52,31,80.0
anode,52,32,80.0
anode,52,34,80.0
anode,52,36,92.5
anode,52,38,85.0
anode,52,40,80.0
anode,52,42,77.5
anode,52,44,72.5
anode,52,46,70.0
anode,52,48,72.5
anode,52,50,72.5
anode,52,52,70.0
anode,52,54,70.0
anode,52,56,77.5
anode,52,58,52.5
anode,52,60,52.5
anode,52,62,55.0
anode,52,63,55.0
anode,52,65,55.0
anode,52,67,52.5
anode,52,69,52.5
anode,52,71,60.0
anode,52,73,77.5
anode,52,75,90.0
anode,52,77,90.0
anode,52,79,92.5
anode,52,81,92.5
anode,52,83,92.5
anode,52,85,85.0
anode,52,87,85.0
anode,52,89,75.0
anode,52,91,47.5
anode,52,93,47.5
anode,52,95,0.0
anode,54,0,0.0
anode,54,1,75.0
anode,54,3,72.5
anode,54,5,62.5
anode,54,7,62.5
anode,54,9,57.5
anode,54,11,67.5
anode,54,13,57.5
anode,54,15,50.0
anode,54,17,45.0
anode,54,19,62.5
anode,54,21,72.5
anode,54,23,75.0
anode,54,25,82.5
anode,54,27,80.0
anode,54,29,82.5
anode,54,31,85.0
anode,54,32,85.0
anode,54,34,82.5
anode,54,36,92.5
anode,54,38,92.5
anode,54,40,82.5
anode,54,42,72.5
anode,54,44,70.0
anode,54,46,67.5
anode,54,48,62.5
anode,54,50,62.5
anode,54,52,62.5
anode,54,54,62.5
anode,54,56,52.5
anode,54,58,52.5
anode,54,60,55.0
anode,54,62,55.0
anode,54,63,55.0
anode,54,65,50.0
anode,54,67,50.0
anode,54,69,50.0
anode,54,71,57.5
anode,54,73,82.5
anode,54,75,92.5
anode,54,77,92.5
anode,54,79,85.0
anode,54,81,82.5
anode,54,83,82.5
anode,54,85,85.0
anode,54,87,77.5
anode,54,89,72.5
anode,54,91,35.0
anode,54,93,42.5
anode,54,95,0.0
anode,56,0,0.0
anode,56,1,67.5
anode,56,3,65.0
anode,56,5,65.0
anode,56,7,67.5
anode,56,9,70.0
anode,56,11,70.0
anode,56,13,62.5
anode,56,15,60.0
anode,56,17,75.0
anode,56,19,75.0
anode,56,21,82.5
anode,56,23,92.5
anode,56,25,92.5
anode,56,27,85.0
anode,56,29,82.5
anode,56,31,85.0
anode,56,32,82.5
anode,56,34,82.5
anode,56,36,85.0
anode,56,38,92.5
anode,56,40,92.5
anode,56,42,72.5
anode,56,44,65.0
anode,56,46,62.5
anode,56,48,70.0
anode,56,50,70.0
anode,56,52,55.0
anode,56,54,52.5
anode,56,56,57.5
anode,56,58,55.0
anode,56,60,67.5
anode,56,62,60.0
anode,56,63,57.5
anode,56,65,47.5
anode,56,67,45.0
anode,56,69,52.5
anode,56,71,67.5
anode,56,73,77.5
anode,56,75,82.5
anode,56,77,92.5
anode,56,79,85.0
anode,56,81,75.0
anode,56,83,65.0
anode,56,85,57.5
anode,56,87,57.5
anode,56,89,57.5
anode,56,91,55.0
anode,56,93,30.0
anode,56,95,0.0
anode,58,0,0.0
anode,58,1,60.0
anode,58,3,60.0
anode,58,5,65.0
anode,58,7,70.0
anode,58,9,80.0
anode,58,11,80.0
anode,58,13,75.0
anode,58,15,72.5
anode,58,17,85.0
anode,58,19,92.5
anode,58,21,92.5
anode,58,23,92.5
anode,58,25,92.5
anode,58,27,85.0
anode,58,29,80.0
anode,58,31,80.0
anode,58,32,72.5
anode,58,34,75.0
anode,58,36,82.5
anode,58,38,92.5
anode,58,40,92.5
anode,58,42,75.0
anode,58,44,67.5
anode,58,46,75.0
anode,58,48,75.0
anode,58,50,70.0
anode,58,52,62.5
anode,58,54,60.0
anode,58,56,60.0
anode,58,58,82.5
anode,58,60,82.5
anode,58,62,85.0
anode,58,63,75.0
anode,58,65,65.0
anode,58,67,62.5
anode,58,69,60.0
anode,58,71,70.0
anode,58,73,77.5
anode,58,75,82.5
anode,58,77,92.5
anode,58,79,92.5
anode,58,81,75.0
anode,58,83,62.5
anode,58,85,55.0
anode,58,87,62.5
anode,58,89,65.0
anode,58,91,70.0
anode,58,93,50.0
anode,58,95,0.0
anode,60,0,0.0
anode,60,1,65.0
anode,60,3,67.5
anode,60,5,75.0
anode,60,7,80.0
anode,60,9,82.5
anode,60,11,75.0
anode,60,13,75.0
anode,60,15,80.0
anode,60,17,85.0
anode,60,19,92.5
anode,60,21,92.5
anode,60,23,92.5
anode,60,25,92.5
anode,60,27,92.5
anode,60,29,77.5
anode,60,31,77.5
anode,60,32,67.5
anode,60,34,67.5
anode,60,36,70.0
anode,60,38,82.5
anode,60,40,82.5
anode,60,42,77.5
anode,60,44,72.5
anode,60,46,62.5
anode,60,48,62.5
anode,60,50,70.0
anode,60,52,62.5
anode,60,54,60.0
anode,60,56,72.5
anode,60,58,85.0
anode,60,60,85.0
anode,60,62,92.5
anode,60,63,92.5
anode,60,65,72.5
anode,60,67,50.0
anode,60,69,47.5
anode,60,71,80.0
anode,60,73,80.0
anode,60,75,92.5
anode,60,77,92.5
anode,60,79,92.5
anode,60,81,92.5
anode,60,83,70.0
anode,60,85,62.5
anode,60,87,70.0
anode,60,89,72.5
anode,60,91,72.5
anode,60,93,67.5
anode,60,95,0.0
anode,62,0,0.0
anode,62,1,65.0
anode,62,3,75.0
anode,62,5,92.5
anode,62,7,92.5
anode,62,9,77.5
anode,62,11,72.5
anode,62,13,77.5
anode,62,15,80.0
anode,62,17,82.5
anode,62,19,92.5
anode,62,21,92.5
anode,62,23,92.5
anode,62,25,92.5
anode,62,27,92.5
anode,62,29,82.5
anode,62,31,70.0
anode,62,32,70.0
anode,62,34,72.5
anode,62,36,77.5
anode,62,38,82.5
anode,62,40,80.0
anode,62,42,65.0
anode,62,44,60.0
anode,62,46,60.0
anode,62,48,60.0
anode,62,50,67.5
anode,62,52,60.0
anode,62,54,65.0
anode,62,56,82.5
anode,62,58,82.5
anode,62,60,82.5
anode,62,62,92.5
anode,62,63,92.5
anode,62,65,62.5
anode,62,67,47.5
anode,62,69,47.5
anode,62,71,52.5
anode,62,73,65.0
anode,62,75,77.5
anode,62,77,92.5
anode,62,79,92.5
anode,62,81,92.5
anode,62,83,85.0
anode,62,85,75.0
anode,62,87,72.5
anode,62,89,77.5
anode,62,91,77.5
anode,62,93,67.5
anode,62,95,0.0
anode,63,0,0.0
anode,63,1,77.5
anode,63,3,80.0
anode,63,5,92.5
anode,63,7,92.5
anode,63,9,77.5
anode,63,11,75.0
anode,63,13,77.5
anode,63,15,80.0
anode,63,17,80.0
anode,63,19,82.5
anode,63,21,92.5
anode,63,23,92.5
anode,63,25,92.5
anode,63,27,92.5
anode,63,29,92.5
anode,63,31,77.5
anode,63,32,75.0
anode,63,34,75.0
anode,63,36,92.5
anode,63,38,82.5
anode,63,40,72.5
anode,63,42,65.0
anode,63,44,55.0
anode,63,46,55.0
anode,63,48,55.0
anode,63,50,67.5
anode,63,52,62.5
anode,63,54,70.0
anode,63,56,80.0
anode,63,58,80.0
anode,63,60,80.0
anode,63,62,92.5
anode,63,63,92.5
anode,63,65,70.0
anode,63,67,50.0
anode,63,69,50.0
anode,63,71,52.5
anode,63,73,67.5
anode,63,75,75.0
anode,63,77,92.5
anode,63,79,92.5
anode,63,81,92.5
anode,63,83,92.5
anode,63,85,72.5
anode,63,87,75.0
anode,63,89,75.0
anode,63,91,75.0
anode,63,93,70.0
anode,63,95,0.0
anode,65,0,0.0
anode,65,1,72.5
anode,65,3,92.5
anode,65,5,92.5
anode,65,7,92.5
anode,65,9,77.5
anode,65,11,77.5
anode,65,13,77.5
anode,65,15,80.0
anode,65,17,80.0
anode,65,19,80.0
anode,65,21,82.5
anode,65,23,85.0
anode,65,25,82.5
anode,65,27,72.5
anode,65,29,75.0
anode,65,31,92.5
anode,65,32,85.0
anode,65,34,85.0
anode,65,36,92.5
anode,65,38,92.5
anode,65,40,72.5
anode,65,42,67.5
anode,65,44,62.5
anode,65,46,65.0
anode,65,48,67.5
anode,65,50,82.5
anode,65,52,82.5
anode,65,54,77.5
anode,65,56,77.5
anode,65,58,77.5
anode,65,60,75.0
anode,65,62,85.0
anode,65,63,85.0
anode,65,65,72.5
anode,65,67,60.0
anode,65,69,67.5
anode,65,71,72.5
anode,65,73,75.0
anode,65,75,82.5
anode,65,77,85.0
anode,65,79,85.0
anode,65,81,85.0
anode,65,83,85.0
anode,65,85,72.5
anode,65,87,75.0
anode,65,89,77.5
anode,65,91,77.5
anode,65,93,62.5
anode,65,95,0.0
anode,67,0,0.0
anode,67,1,85.0
anode,67,3,92.5
anode,67,5,92.5
anode,67,7,82.5
anode,67,9,75.0
anode,67,11,77.5
anode,67,13,77.5
anode,67,15,80.0
anode,67,17,80.0
anode,67,19,80.0
anode,67,21,80.0
anode,67,23,80.0
anode,67,25,82.5
anode,67,27,70.0
anode,67,29,72.5
anode,67,31,75.0
anode,67,32,85.0
anode,67,34,92.5
anode,67,36,92.5
anode,67,38,92.5
anode,67,40,85.0
anode,67,42,80.0
anode,67,44,72.5
anode,67,46,75.0
anode,67,48,85.0
anode,67,50,92.5
anode,67,52,85.0
anode,67,54,82.5
anode,67,56,75.0
anode,67,58,72.5
anode,67,60,72.5
anode,67,62,82.5
anode,67,63,82.5
anode,67,65,85.0
anode,67,67,82.5
anode,67,69,82.5
anode,67,71,77.5
anode,67,73,85.0
anode,67,75,82.5
anode,67,77,80.0
anode,67,79,80.0
anode,67,81,80.0
anode,67,83,67.5
anode,67,85,65.0
anode,67,87,72.5
anode,67,89,77.5
anode,67,91,65.0
anode,67,93,40.0
anode,67,95,0.0
anode,69,0,0.0
anode,69,1,75.0
anode,69,3,92.5
anode,69,5,92.5
anode,69,7,80.0
anode,69,9,77.5
anode,69,11,77.5
anode,69,13,80.0
anode,69,15,80.0
anode,69,17,80.0
anode,69,19,77.5
anode,69,21,77.5
anode,69,23,70.0
anode,69,25,67.5
anode,69,27,72.5
anode,69,29,70.0
anode,69,31,67.5
anode,69,32,67.5
anode,69,34,82.5
anode,69,36,85.0
anode,69,38,92.5
anode,69,40,92.5
anode,69,42,92.5
anode,69,44,92.5
anode,69,46,92.5
anode,69,48,92.5
anode,69,50,92.5
anode,69,52,92.5
anode,69,54,92.5
anode,69,56,87.5
anode,69,58,82.5
anode,69,60,67.5
anode,69,62,67.5
anode,69,63,70.0
anode,69,65,85.0
anode,69,67,92.5
anode,69,69,92.5
anode,69,71,92.5
anode,69,73,82.5
anode,69,75,77.5
anode,69,77,72.5
anode,69,79,70.0
anode,69,81,65.0
anode,69,83,52.5
anode,69,85,45.0
anode,69,87,50.0
anode,69,89,57.5
anode,69,91,57.5
anode,69,93,35.0
anode,69,95,0.0
anode,71,0,0.0
anode,71,1,80.0
anode,71,3,92.5
anode,71,5,92.5
anode,71,7,82.5
anode,71,9,82.5
anode,71,11,85.0
anode,71,13,92.5
anode,71,15,92.5
anode,71,17,87.5
anode,71,19,85.0
anode,71,21,72.5
anode,71,23,70.0
anode,71,25,72.5
anode,71,27,72.5
anode,71,29,65.0
anode,71,31,67.5
anode,71,32,67.5
anode,71,34,75.0
anode,71,36,85.0
anode,71,38,92.5
anode,71,40,92.5
anode,71,42,92.5
anode,71,44,92.5
anode,71,46,92.5
anode,71,48,92.5
anode,71,50,92.5
anode,71,52,92.5
anode,71,54,92.5
anode,71,56,80.0
anode,71,58,67.5
anode,71,60,67.5
anode,71,62,67.5
anode,71,63,75.0
anode,71,65,85.0
anode,71,67,92.5
anode,71,69,80.0
anode,71,71,77.5
anode,71,73,75.0
anode,71,75,70.0
anode,71,77,60.0
anode,71,79,50.0
anode,71,81,45.0
anode,71,83,40.0
anode,71,85,35.0
anode,71,87,50.0
anode,71,89,65.0
anode,71,91,65.0
anode,71,93,35.0
anode,71,95,0.0
anode,73,0,0.0
anode,73,1,92.5
anode,73,3,92.5
anode,73,5,92.5
anode,73,7,80.0
anode,73,9,75.0
anode,73,11,85.0
anode,73,13,92.5
anode,73,15,92.5
anode,73,17,87.5
anode,73,19,80.0
anode,73,21,82.5
anode,73,23,82.5
anode,73,25,80.0
anode,73,27,80.0
anode,73,29,70.0
anode,73,31,72.5
anode,73,32,70.0
anode,73,34,65.0
anode,73,36,85.0
anode,73,38,92.5
anode,73,40,92.5
anode,73,42,92.5
anode,73,44,92.5
anode,73,46,92.5
anode,73,48,92.5
anode,73,50,92.5
anode,73,52,92.5
anode,73,54,92.5
anode,73,56,77.5
anode,73,58,72.5
anode,73,60,75.0
anode,73,62,75.0
anode,73,63,77.5
anode,73,65,85.0
anode,73,67,85.0
anode,73,69,77.5
anode,73,71,75.0
anode,73,73,72.5
anode,73,75,62.5
anode,73,77,60.0
anode,73,79,55.0
anode,73,81,50.0
anode,73,83,45.0
anode,73,85,45.0
anode,73,87,45.0
anode,73,89,45.0
anode,73,91,45.0
anode,73,93,45.0
anode,73,95,0.0
anode,75,0,0.0
anode,75,1,92.5
anode,75,3,92.5
anode,75,5,92.5
anode,75,7,77.5
anode,75,9,75.0
anode,75,11,85.0
anode,75,13,92.5
anode,75,15,92.5
anode,75,17,90.0
anode,75,19,85.0
anode,75,21,82.5
anode,75,23,82.5
anode,75,25,82.5
anode,75,27,85.0
anode,75,29,85.0
anode,75,31,82.5
anode,75,32,80.0
anode,75,34,80.0
anode,75,36,77.5
anode,75,38,75.0
anode,75,40,62.5
anode,75,42,60.0
anode,75,44,62.5
anode,75,46,72.5
anode,75,48,77.5
anode,75,50,80.0
anode,75,52,92.5
anode,75,54,72.5
anode,75,56,67.5
anode,75,58,67.5
anode,75,60,67.5
anode,75,62,80.0
anode,75,63,85.0
anode,75,65,92.5
anode,75,67,92.5
anode,75,69,70.0
anode,75,71,67.5
anode,75,73,60.0
anode,75,75,60.0
anode,75,77,57.5
anode,75,79,55.0
anode,75,81,42.5
anode,75,83,37.5
anode,75,85,45.0
anode,75,87,50.0
anode,75,89,45.0
anode,75,91,42.5
anode,75,93,45.0
anode,75,95,0.0
anode,77,0,0.0
anode,77,1,85.0
anode,77,3,85.0
anode,77,5,82.5
anode,77,7,75.0
anode,77,9,75.0
anode,77,11,85.0
anode,77,13,92.5
anode,77,15,90.0
anode,77,17,90.0
anode,77,19,85.0
anode,77,21,85.0
anode,77,23,85.0
anode,77,25,85.0
anode,77,27,87.5
anode,77,29,92.5
anode,77,31,87.5
anode,77,32,82.5
anode,77,34,80.0
anode,77,36,77.5
anode,77,38,67.5
anode,77,40,60.0
anode,77,42,57.5
anode,77,44,60.0
anode,77,46,62.5
anode,77,48,72.5
anode,77,50,75.0
anode,77,52,70.0
anode,77,54,70.0
anode,77,56,67.5
anode,77,58,67.5
anode,77,60,67.5
anode,77,62,82.5
anode,77,63,92.5
anode,77,65,92.5
anode,77,67,82.5
anode,77,69,80.0
anode,77,71,75.0
anode,77,73,65.0
anode,77,75,67.5
anode,77,77,60.0
anode,77,79,55.0
anode,77,81,45.0
anode,77,83,45.0
anode,77,85,45.0
anode,77,87,55.0
anode,77,89,52.5
anode,77,91,55.0
anode,77,93,57.5
anode,77,95,0.0
anode,79,0,0.0
anode,79,1,75.0
anode,79,3,70.0
anode,79,5,70.0
anode,79,7,70.0
anode,79,9,67.5
anode,79,11,82.5
anode,79,13,92.5
anode,79,15,92.5
anode,79,17,92.5
anode,79,19,90.0
anode,79,21,90.0
anode,79,23,90.0
anode,79,25,90.0
anode,79,27,92.5
anode,79,29,92.5
anode,79,31,92.5
anode,79,32,82.5
anode,79,34,80.0
anode,79,36,70.0
anode,79,38,67.5
anode,79,40,57.5
anode,79,42,55.0
anode,79,44,52.5
anode,79,46,50.0
anode,79,48,57.5
anode,79,50,57.5
anode,79,52,65.0
anode,79,54,72.5
anode,79,56,67.5
anode,79,58,65.0
anode,79,60,65.0
anode,79,62,82.5
anode,79,63,82.5
anode,79,65,80.0
anode,79,67,77.5
anode,79,69,77.5
anode,79,71,77.5
anode,79,73,80.0
anode,79,75,77.5
anode,79,77,75.0
anode,79,79,62.5
anode,79,81,47.5
anode,79,83,47.5
anode,79,85,50.0
anode,79,87,50.0
anode,79,89,60.0
anode,79,91,60.0
anode,79,93,55.0
anode,79,95,0.0
anode,81,0,0.0
anode,81,1,72.5
anode,81,3,75.0
anode,81,5,70.0
anode,81,7,70.0
anode,81,9,72.5
anode,81,11,85.0
anode,81,13,92.5
anode,81,15,92.5
anode,81,17,92.5
anode,81,19,92.5
anode,81,21,92.5
anode,81,23,85.0
anode,81,25,85.0
anode,81,27,92.5
anode,81,29,92.5
anode,81,31,92.5
anode,81,32,85.0
anode,81,34,75.0
anode,81,36,67.5
anode,81,38,55.0
anode,81,40,52.5
anode,81,42,55.0
anode,81,44,47.5
anode,81,46,42.5
anode,81,48,47.5
anode,81,50,57.5
anode,81,52,57.5
anode,81,54,70.0
anode,81,56,67.5
anode,81,58,62.5
anode,81,60,72.5
anode,81,62,80.0
anode,81,63,80.0
anode,81,65,80.0
anode,81,67,77.5
anode,81,69,77.5
anode,81,71,80.0
anode,81,73,80.0
anode,81,75,77.5
anode,81,77,75.0
anode,81,79,65.0
anode,81,81,65.0
anode,81,83,65.0
anode,81,85,62.5
anode,81,87,70.0
anode,81,89,60.0
anode,81,91,57.5
anode,81,93,52.5
anode,81,95,0.0
anode,83,0,0.0
anode,83,1,72.5
anode,83,3,85.0
anode,83,5,85.0
anode,83,7,92.5
anode,83,9,92.5
anode,83,11,92.5
anode,83,13,92.5
anode,83,15,92.5
anode,83,17,92.5
anode,83,19,92.5
anode,83,21,92.5
anode,83,23,82.5
anode,83,25,80.0
anode,83,27,77.5
anode,83,29,77.5
anode,83,31,92.5
anode,83,32,85.0
anode,83,34,77.5
anode,83,36,72.5
anode,83,38,70.0
anode,83,40,57.5
anode,83,42,47.5
anode,83,44,47.5
anode,83,46,50.0
anode,83,48,52.5
anode,83,50,57.5
anode,83,52,62.5
anode,83,54,72.5
anode,83,56,77.5
anode,83,58,80.0
anode,83,60,82.5
anode,83,62,82.5
anode,83,63,82.5
anode,83,65,82.5
anode,83,67,80.0
anode,83,69,77.5
anode,83,71,80.0
anode,83,73,75.0
anode,83,75,70.0
anode,83,77,70.0
anode,83,79,70.0
anode,83,81,77.5
anode,83,83,77.5
anode,83,85,92.5
anode,83,87,80.0
anode,83,89,62.5
anode,83,91,57.5
anode,83,93,50.0
anode,83,95,0.0
anode,85,0,0.0
anode,85,1,85.0
anode,85,3,85.0
anode,85,5,85.0
anode,85,7,85.0
anode,85,9,92.5
anode,85,11,92.5
anode,85,13,92.5
anode,85,15,92.5
anode,85,17,92.5
anode,85,19,92.5
anode,85,21,92.5
anode,85,23,85.0
anode,85,25,80.0
anode,85,27,75.0
anode,85,29,75.0
anode,85,31,92.5
anode,85,32,92.5
anode,85,34,82.5
anode,85,36,77.5
anode,85,38,67.5
anode,85,40,62.5
anode,85,42,60.0
anode,85,44,62.5
anode,85,46,65.0
anode,85,48,70.0
anode,85,50,70.0
anode,85,52,72.5
anode,85,54,82.5
anode,85,56,90.0
anode,85,58,90.0
anode,85,60,90.0
anode,85,62,90.0
anode,85,63,90.0
anode,85,65,85.0
anode,85,67,82.5
anode,85,69,80.0
anode,85,71,80.0
anode,85,73,65.0
anode,85,75,67.5
anode,85,77,67.5
anode,85,79,70.0
anode,85,81,80.0
anode,85,83,92.5
anode,85,85,92.5
anode,85,87,92.5
anode,85,89,72.5
anode,85,91,65.0
anode,85,93,57.5
anode,85,95,0.0
anode,87,0,0.0
anode,87,1,80.0
anode,87,3,80.0
anode,87,5,77.5
anode,87,7,80.0
anode,87,9,92.5
anode,87,11,92.5
anode,87,13,92.5
anode,87,15,85.0
anode,87,17,85.0
anode,87,19,92.5
anode,87,21,92.5
anode,87,23,92.5
anode,87,25,80.0
anode,87,27,75.0
anode,87,29,75.0
anode,87,31,92.5
anode,87,32,92.5
anode,87,34,92.5
anode,87,36,75.0
anode,87,38,70.0
anode,87,40,67.5
anode,87,42,75.0
anode,87,44,80.0
anode,87,46,75.0
anode,87,48,72.5
anode,87,50,72.5
anode,87,52,75.0
anode,87,54,92.5
anode,87,56,90.0
anode,87,58,90.0
anode,87,60,90.0
anode,87,62,92.5
anode,87,63,92.5
anode,87,65,92.5
anode,87,67,85.0
anode,87,69,77.5
anode,87,71,52.5
anode,87,73,52.5
anode,87,75,57.5
anode,87,77,67.5
anode,87,79,70.0
anode,87,81,72.5
anode,87,83,80.0
anode,87,85,80.0
anode,87,87,85.0
anode,87,89,70.0
anode,87,91,62.5
anode,87,93,55.0
anode,87,95,0.0
anode,89,0,0.0
anode,89,1,70.0
anode,89,3,72.5
anode,89,5,80.0
anode,89,7,82.5
anode,89,9,80.0
anode,89,11,77.5
anode,89,13,77.5
anode,89,15,80.0
anode,89,17,92.5
anode,89,19,92.5
anode,89,21,92.5
anode,89,23,92.5
anode,89,25,92.5
anode,89,27,92.5
anode,89,29,85.0
anode,89,31,85.0
anode,89,32,80.0
anode,89,34,72.5
anode,89,36,72.5
anode,89,38,75.0
anode,89,40,75.0
anode,89,42,92.5
anode,89,44,85.0
anode,89,46,75.0
anode,89,48,72.5
anode,89,50,72.5
anode,89,52,75.0
anode,89,54,80.0
anode,89,56,92.5
anode,89,58,92.5
anode,89,60,92.5
anode,89,62,92.5
anode,89,63,92.5
anode,89,65,92.5
anode,89,67,82.5
anode,89,69,67.5
anode,89,71,57.5
anode,89,73,50.0
anode,89,75,52.5
anode,89,77,55.0
anode,89,79,67.5
anode,89,81,70.0
anode,89,83,80.0
anode,89,85,80.0
anode,89,87,82.5
anode,89,89,70.0
anode,89,91,65.0
anode,89,93,55.0
anode,89,95,0.0
anode,91,0,0.0
anode,91,1,72.5
anode,91,3,80.0
anode,91,5,80.0
anode,91,7,82.5
anode,91,9,75.0
anode,91,11,75.0
anode,91,13,75.0
anode,91,15,72.5
anode,91,17,75.0
anode,91,19,92.5
anode,91,21,92.5
anode,91,23,92.5
anode,91,25,92.5
anode,91,27,85.0
anode,91,29,85.0
anode,91,31,77.5
anode,91,32,77.5
anode,91,34,75.0
anode,91,36,72.5
anode,91,38,72.5
anode,91,40,77.5
anode,91,42,80.0
anode,91,44,82.5
anode,91,46,65.0
anode,91,48,65.0
anode,91,50,65.0
anode,91,52,65.0
anode,91,54,67.5
anode,91,56,77.5
anode,91,58,92.5
anode,91,60,92.5
anode,91,62,92.5
anode,91,63,92.5
anode,91,65,92.5
anode,91,67,67.5
anode,91,69,65.0
anode,91,71,65.0
anode,91,73,65.0
anode,91,75,55.0
anode,91,77,57.5
anode,91,79,50.0
anode,91,81,80.0
anode,91,83,80.0
anode,91,85,80.0
anode,91,87,82.5
anode,91,89,82.5
anode,91,91,67.5
anode,91,93,62.5
anode,91,95,0.0
anode,93,0,0.0
anode,93,1,75.0
anode,93,3,75.0
anode,93,5,72.5
anode,93,7,77.5
anode,93,9,62.5
anode,93,11,67.5
anode,93,13,65.0
anode,93,15,65.0
anode,93,17,65.0
anode,93,19,67.5
anode,93,21,72.5
anode,93,23,70.0
anode,93,25,75.0
anode,93,27,72.5
anode,93,29,70.0
anode,93,31,62.5
anode,93,32,62.5
anode,93,34,52.5
anode,93,36,52.5
anode,93,38,65.0
anode,93,40,67.5
anode,93,42,70.0
anode,93,44,70.0
anode,93,46,60.0
anode,93,48,57.5
anode,93,50,57.5
anode,93,52,62.5
anode,93,54,62.5
anode,93,56,65.0
anode,93,58,67.5
anode,93,60,82.5
anode,93,62,77.5
anode,93,63,77.5
anode,93,65,80.0
anode,93,67,67.5
anode,93,69,67.5
anode,93,71,67.5
anode,93,73,67.5
anode,93,75,55.0
anode,93,77,42.5
anode,93,79,45.0
anode,93,81,57.5
anode,93,83,70.0
anode,93,85,80.0
anode,93,87,72.5
anode,93,89,72.5
anode,93,91,72.5
anode,93,93,70.0
anode,93,95,0.0
anode,95,0,0.0
anode,95,1,0.0
anode,95,3,0.0
anode,95,5,0.0
anode,95,7,0.0
anode,95,9,0.0
anode,95,11,0.0
anode,95,13,0.0
anode,95,15,0.0
anode,95,17,0.0
anode,95,19,0.0
anode,95,21,0.0
anode,95,23,0.0
anode,95,25,0.0
anode,95,27,0.0
anode,95,29,0.0
anode,95,31,0.0
anode,95,32,0.0
anode,95,34,0.0
anode,95,36,0.0
anode,95,38,0.0
anode,95,40,0.0
anode,95,42,0.0
anode,95,44,0.0
anode,95,46,0.0
anode,95,48,0.0
anode,95,50,0.0
anode,95,52,0.0
anode,95,54,0.0
anode,95,56,0.0
anode,95,58,0.0
anode,95,60,0.0
anode,95,62,0.0
anode,95,63,0.0
anode,95,65,0.0
anode,95,67,0.0
anode,95,69,0.0
anode,95,71,0.0
anode,95,73,0.0
anode,95,75,0.0
anode,95,77,0.0
anode,95,79,0.0
anode,95,81,0.0
anode,95,83,0.0
anode,95,85,0.0
anode,95,87,0.0
anode,95,89,0.0
anode,95,91,0.0
anode,95,93,0.0
anode,95,95,0.0
electrolyte,0,0,0.0
electrolyte,0,1,0.0
electrolyte,0,3,0.0
electrolyte,0,5,0.0
electrolyte,0,7,0.0
electrolyte,0,9,0.0
electrolyte,0,11,0.0
electrolyte,0,13,0.0
electrolyte,0,15,0.0
electrolyte,0,17,0.0
electrolyte,0,19,0.0
electrolyte,0,21,0.0
electrolyte,0,23,0.0
electrolyte,0,25,0.0
electrolyte,0,27,0.0
electrolyte,0,29,0.0
electrolyte,0,31,0.0
electrolyte,0,32,0.0
electrolyte,0,34,0.0
electrolyte,0,36,0.0
electrolyte,0,38,0.0
electrolyte,0,40,0.0
electrolyte,0,42,0.0
electrolyte,0,44,0.0
electrolyte,0,46,0.0
electrolyte,0,48,0.0
electrolyte,0,50,0.0
electrolyte,0,52,0.0
electrolyte,0,54,0.0
electrolyte,0,56,0.0
electrolyte,0,58,0.0
