structure_id,structure_type,depth_m,length_m,width_m,height_m,construction_year,construction_duration_months,surrounding_soil_type,overburden_pressure_kPa,live_load_kPa,max_crack_width_mm,leakage_rate_L_per_day,maintenance_frequency_per_year,data_source,generation_date
STRUCT_126,Tunnel,21.950433575916414,27.00806122574822,14.608282658944564,8.973603772781091,1959,24,Rock,345.9339278150069,0.39987246185959474,0.03933493447347832,11.214368192863212,0,Synthetic Underground Structures,2025-10-13
STRUCT_127,Basement,12.200673320248924,102.04066112616086,17.75833615009017,32.2840444715689,1969,30,Clayey,253.23496426869966,23.049874534174307,2.700848251662739,5.036762041122852,3,Synthetic Underground Structures,2025-10-13
STRUCT_128,Subway Station,50.314451353370835,24.852225602725404,26.010635111307497,3.4189311157594595,2013,21,Mixed,1030.9964120373104,11.612379598426132,1.0852005191075806,34.32484986441588,1,Synthetic Underground Structures,2025-10-13
STRUCT_129,Basement,100.5130415591826,368.18155629584277,88.9938509452493,8.186828613009169,2011,21,Sandy,2010.4672665650282,1.8843582781636192,2.150719640995991,54.878132207388674,1,Synthetic Underground Structures,2025-10-13
STRUCT_130,Basement,22.76181461678589,242.42574078103232,9.416837428330753,9.386264144164656,1988,24,Mixed,382.0959705232622,4.309414311074485,1.2634861776119877,85.43077157501313,2,Synthetic Underground Structures,2025-10-13
STRUCT_131,Tunnel,16.675026164107805,54.64315435672024,22.22831553669188,10.150484225697753,2011,19,Clayey,478.06515866025114,29.953949700902413,0.05371021269684911,79.8050298467743,1,Synthetic Underground Structures,2025-10-13
STRUCT_132,Basement,12.351521181956251,34.40258630362395,37.26751139114279,15.447080408057047,1961,27,Clayey,271.63039183948104,9.645480663604573,2.020788404450328,86.90782200277954,4,Synthetic Underground Structures,2025-10-13
STRUCT_133,Underground Storage,3.275469037253575,30.901480650683723,11.391716154127794,4.142918260763443,1973,29,Mixed,57.084754083898986,9.38325823330431,3.1031493418190723,29.6965365480818,1,Synthetic Underground Structures,2025-10-13
STRUCT_134,Tunnel,2.922929374264194,269.9877966882489,3.3008631700144107,27.66734537389635,2002,18,Clayey,63.29511363673657,10.586353964306522,0.339150566841943,100.36814141012178,2,Synthetic Underground Structures,2025-10-13
STRUCT_135,Mining Shaft,3.842159590816236,28.312535820982276,4.360460486802037,24.768261285853665,1982,24,Mixed,112.04169775855242,6.212689527060942,4.434322828291768,29.40407800665885,1,Synthetic Underground Structures,2025-10-13
STRUCT_136,Subway Station,15.890782528990702,138.98540849069562,3.3994316703416434,20.894106956783062,2018,17,Rock,324.92778941588415,1.8308594469050083,0.40071468785521247,9.203431537048862,1,Synthetic Underground Structures,2025-10-13
STRUCT_137,Mining Shaft,10.046960441988679,55.8010235867901,68.86124292339952,10.31865197689211,2022,25,Mixed,277.96683751345023,1.6356784604803245,1.0992598482266998,25.323302828457113,3,Synthetic Underground Structures,2025-10-13
STRUCT_138,Subway Station,56.09891685701165,111.44845688426955,32.82939268322557,6.74848743637304,1995,15,Clayey,800.0395740301418,11.625450553243384,1.4981107340169781,20.777672043908122,3,Synthetic Underground Structures,2025-10-13
STRUCT_139,Tunnel,0.9948265500327813,24.037201877147695,36.77360339207949,9.391816511714982,1956,29,Rock,15.662802050521865,21.53659340746307,0.7533639643880248,24.893564200296456,1,Synthetic Underground Structures,2025-10-13
STRUCT_140,Basement,12.688896658647039,39.13751243890718,44.041239566523046,12.790364160324016,1992,30,Mixed,117.98132571935543,3.569762559737601,1.3881239935709868,53.7378446961299,4,Synthetic Underground Structures,2025-10-13
STRUCT_141,Tunnel,18.79121528665784,53.293665624768416,12.674897143140079,20.758350779472938,1956,21,Clayey,561.4593069256742,6.999775945687109,2.534225598196333,53.489073516003884,3,Synthetic Underground Structures,2025-10-13
STRUCT_142,Mining Shaft,29.89477381400652,29.03881497068645,126.77777599572579,11.41525975963489,2010,25,Sandy,343.5124060470368,48.58495092849072,2.506712693410252,12.738259296847868,1,Synthetic Underground Structures,2025-10-13
STRUCT_143,Subway Station,14.059852491389101,190.41847864871542,26.268572809757924,16.2543747954163,1981,21,Rock,293.4434256737683,2.97276211161968,5.109355487768423,18.984792954152493,3,Synthetic Underground Structures,2025-10-13
STRUCT_144,Tunnel,17.54546072850606,25.423955775997253,18.94958414650003,8.609558084411548,2008,18,Clayey,503.3475371811598,4.946470858749789,3.962321461964993,45.23724423841466,1,Synthetic Underground Structures,2025-10-13
STRUCT_145,Basement,14.527332747060992,30.660275479686085,48.81323336830629,15.318491369932431,1979,27,Sandy,361.08870476773603,4.518047909530948,8.413537495779183,4.393958245152095,1,Synthetic Underground Structures,2025-10-13
STRUCT_146,Tunnel,18.911161215531944,212.44858871360466,34.25525208653213,9.980568487748897,1953,22,Clayey,413.8038805383512,0.33128577558810046,1.8096126770113727,58.34415971946066,2,Synthetic Underground Structures,2025-10-13
STRUCT_147,Basement,11.949841207904507,175.02472274876015,58.44211305102323,15.09496490622162,1983,24,Clayey,315.6624419220721,7.123646060476685,1.0233675314344426,9.855050153887767,1,Synthetic Underground Structures,2025-10-13
STRUCT_148,Basement,101.10691646005695,267.19501159975596,61.25629353628491,2.9637249465776216,1958,25,Rock,1684.245197633311,2.3405017097414564,0.5491319038097965,95.0936087661522,2,Synthetic Underground Structures,2025-10-13
STRUCT_149,Mining Shaft,21.71155328616462,8.09888854763868,15.140946546789445,17.987615596598722,2009,24,Clayey,490.4299029532434,1.376514077327669,0.5593467765015783,25.673761329416372,2,Synthetic Underground Structures,2025-10-13
STRUCT_150,Tunnel,14.840938422648922,66.73454594432847,23.327195218799947,18.765169969763257,1973,21,Clayey,288.4597605502063,12.393098664817174,0.32721315602739665,12.474752776195675,2,Synthetic Underground Structures,2025-10-13
STRUCT_151,Tunnel,5.823348917744933,59.75670037137638,9.70502416501186,18.60015615698353,2004,26,Mixed,112.58729089763672,14.51410942885609,2.5941287039353047,55.10397591842108,7,Synthetic Underground Structures,2025-10-13
STRUCT_152,Tunnel,8.651280435689223,31.132961572029213,5.4595930963125,5.529215767778853,1978,28,Clayey,181.26977665948587,21.972483927137677,2.124034060639705,40.375270018013005,2,Synthetic Underground Structures,2025-10-13
STRUCT_153,Tunnel,55.153507889608136,75.52467241739868,39.229843639505894,6.902581195495925,2003,35,Sandy,1427.1853964258032,27.20108504053608,0.6914536057387685,9.43321918493627,3,Synthetic Underground Structures,2025-10-13
STRUCT_154,Underground Storage,1.0151375476109865,39.58927584737158,43.190851032416106,6.080756494380384,2000,16,Mixed,28.254017379377146,20.330615950498366,4.4537957213938375,87.76974939205398,0,Synthetic Underground Structures,2025-10-13
STRUCT_155,Tunnel,12.894475610904152,64.19929750862829,4.1132276971400845,15.862923204874514,1971,27,Rock,240.67442856231136,1.306722503752137,1.6072028291015446,30.19175445700684,3,Synthetic Underground Structures,2025-10-13
STRUCT_156,Basement,11.882623483253992,1639.0556998473621,11.316179881715776,20.62656757311954,1969,13,Sandy,172.96986335500588,2.5312456650934316,0.14303288300159508,8.258172025652682,3,Synthetic Underground Structures,2025-10-13
STRUCT_157,Underground Storage,20.087240595139495,74.97320358253818,21.0072311319637,6.977911803201322,1986,20,Rock,319.42931533948564,1.3065016986285034,0.12684026672261553,79.52638078158293,1,Synthetic Underground Structures,2025-10-13
STRUCT_158,Basement,15.882460914549787,78.1892052782565,22.671535466643142,34.9001171642172,2000,22,Clayey,472.32809695833885,4.362200257199688,0.30907105793355083,7.160878006925146,3,Synthetic Underground Structures,2025-10-13
STRUCT_159,Subway Station,55.46826499251413,124.11633794749821,103.13107261297496,34.53279364621677,2022,22,Sandy,1520.0458017346818,1.3247120695529224,0.47464562737229005,172.16116408753925,5,Synthetic Underground Structures,2025-10-13
STRUCT_160,Mining Shaft,13.439607699975213,65.40799711257263,12.16361971246342,13.604043395093452,1999,28,Sandy,195.4602117398916,10.592299441963105,4.36849049460608,29.15277646830448,4,Synthetic Underground Structures,2025-10-13
STRUCT_161,Tunnel,11.426003551442735,18.209934992244417,17.513198904868492,16.390612316170905,2015,24,Sandy,323.413551882625,12.613035590308963,3.014199331118897,65.13853522941695,0,Synthetic Underground Structures,2025-10-13
STRUCT_162,Tunnel,31.55685236389633,10.520105869048873,33.78057385651628,3.1783417983076814,2011,23,Clayey,518.8484269092961,1.738698051583898,0.45060210162975356,30.071055318550716,0,Synthetic Underground Structures,2025-10-13
STRUCT_163,Mining Shaft,56.420419532350536,53.02210686776043,15.17785604481994,7.97864142169618,1993,24,Sandy,1315.8949288519782,9.7174015200226,0.5713477863901163,10.38582488129308,1,Synthetic Underground Structures,2025-10-13
STRUCT_164,Basement,24.211965282563412,41.71617618238131,13.410246723688832,4.473237383454566,1972,26,Sandy,397.99534103856917,0.23257784220407698,2.025537312471312,70.96444344859252,0,Synthetic Underground Structures,2025-10-13
STRUCT_165,Basement,33.49994346341903,7.662956820879607,12.557926654882888,5.882670942265241,1960,34,Mixed,1032.2789833236989,5.6981560117844,4.104011893097519,17.079255747452002,5,Synthetic Underground Structures,2025-10-13
STRUCT_166,Mining Shaft,9.802091366889291,278.49295188232855,24.200764025470868,18.38647013338481,2003,22,Mixed,168.09896028719652,3.359470502714869,0.7617278000921907,57.35093501493268,1,Synthetic Underground Structures,2025-10-13
STRUCT_167,Tunnel,13.810163493662442,60.76433633089183,17.451884650120697,22.305781901074393,2004,25,Mixed,203.71303411080086,64.98880635141424,1.4909728794368151,14.878049998074275,1,Synthetic Underground Structures,2025-10-13
STRUCT_168,Basement,53.824678684505464,230.31233239722536,34.67378675677471,23.064307476571113,2010,23,Sandy,953.6321595242424,25.611566058259637,4.4214261568821005,13.794808521122867,3,Synthetic Underground Structures,2025-10-13
STRUCT_169,Underground Storage,20.62928070994141,5.859930338602908,26.73481135361697,14.78115670278033,2001,28,Sandy,683.5385592900407,1.5965885414035998,2.944853126832655,30.573347721464238,0,Synthetic Underground Structures,2025-10-13
STRUCT_170,Mining Shaft,9.563656416039263,234.74200400359322,1.9497246479282218,18.517192453407773,1971,28,Clayey,203.7323921005922,24.93392045934477,4.442184565921975,84.70606369525107,3,Synthetic Underground Structures,2025-10-13
STRUCT_171,Mining Shaft,12.58556540892895,33.6090346779488,4.946987178705615,3.416761682294578,1952,21,Clayey,187.00798253784944,5.426428618802898,0.651664863071073,47.54838593071637,1,Synthetic Underground Structures,2025-10-13
STRUCT_172,Basement,34.368872663338024,192.3194673711195,13.455525344480492,4.342170505706268,2014,28,Mixed,551.8986794456722,8.59551596042542,2.3484018229233454,3.3427325714292855,2,Synthetic Underground Structures,2025-10-13
STRUCT_173,Mining Shaft,37.57079464164045,67.68526290068567,43.99174802507862,10.304968150962758,2007,25,Clayey,423.1073608691818,7.630642491136177,0.24210508553301385,66.18752196078319,1,Synthetic Underground Structures,2025-10-13
STRUCT_174,Tunnel,5.248114443011134,85.90624712679467,11.925241020218238,19.648264155596475,1992,25,Rock,119.13567101203815,12.951986926533936,1.9153083394919166,43.34777405970674,1,Synthetic Underground Structures,2025-10-13
STRUCT_175,Basement,17.506833230794307,86.0145992251623,27.103772402599862,8.518062899680494,2010,19,Sandy,240.67143626572405,4.079032685533883,0.7248846194360885,48.850564852774774,0,Synthetic Underground Structures,2025-10-13
STRUCT_176,Tunnel,12.087322274772278,35.68970607216127,32.420683170365166,4.101583921171079,2002,23,Clayey,308.5687105461716,0.7222944593431386,2.4178388001152102,21.815149318314354,2,Synthetic Underground Structures,2025-10-13
STRUCT_177,Tunnel,11.409703207194628,28.602246483939748,30.945048627984026,7.004759510007419,1982,23,Clayey,273.2672731468149,5.40644039686863,0.30601000968534414,40.61474308835314,2,Synthetic Underground Structures,2025-10-13
STRUCT_178,Underground Storage,46.0767253970629,38.047668603270075,12.962500032440753,5.7731156608571785,1974,22,Sandy,898.4917656120342,7.863717479354042,2.1907167909627714,23.251894832510605,3,Synthetic Underground Structures,2025-10-13
STRUCT_179,Tunnel,9.606710455901439,12.529561743256654,8.01672506573957,3.0661081854040257,1999,19,Clayey,251.50950127140547,8.094876624293985,2.4655618389561114,4.2509774359354795,1,Synthetic Underground Structures,2025-10-13
STRUCT_180,Basement,6.851193678480504,33.760439780165754,7.0302375146443055,72.20534725917416,1996,25,Sandy,168.7308346983962,15.730945586696848,3.89200872387845,93.03306454483715,2,Synthetic Underground Structures,2025-10-13
STRUCT_181,Basement,5.392497823319494,27.199770785325683,216.3177005582112,32.66477349380165,2007,27,Mixed,112.08065473667372,0.4523363801626774,2.3235936363372294,56.66433634212257,4,Synthetic Underground Structures,2025-10-13
STRUCT_182,Tunnel,10.231314525188386,12.232479243291047,28.914437497334628,2.5079675603323612,2015,30,Sandy,165.33041199309824,44.30743208631338,1.4799086079653943,55.499692499951216,3,Synthetic Underground Structures,2025-10-13
STRUCT_183,Underground Storage,5.840133938325072,86.37223549415677,87.57243927373344,2.6178644166517198,1962,29,Rock,128.8781485991316,46.63329406656314,3.0664325517295583,10.763653039808537,2,Synthetic Underground Structures,2025-10-13
STRUCT_184,Underground Storage,5.130577559077215,55.02113762928887,10.314098962522687,6.393032501192539,1991,19,Sandy,113.0701868899115,1.042686920318196,0.6693605816136947,54.472207029822094,0,Synthetic Underground Structures,2025-10-13
STRUCT_185,Underground Storage,5.002960685714138,69.82850610502608,54.52475150816267,3.7007411323782335,1964,29,Clayey,112.35286218125663,4.21621144911999,2.2630964541372416,13.200271071406048,4,Synthetic Underground Structures,2025-10-13
STRUCT_186,Mining Shaft,5.309285644050539,109.66725112186651,13.715841114818394,81.94882597100084,1955,22,Sandy,108.2837411108972,8.923561521108912,2.578536591878115,58.16309073502931,3,Synthetic Underground Structures,2025-10-13
STRUCT_187,Basement,5.692602989794783,43.04043156101891,19.62572578719651,6.411825968181529,1991,23,Sandy,123.16385425271375,4.673285379191363,0.9969418535682526,20.288043938768137,2,Synthetic Underground Structures,2025-10-13
STRUCT_188,Subway Station,18.156937546745702,21.354950508060913,15.973146541781853,16.268525202959108,1984,18,Mixed,390.5693275751327,6.68697890849375,9.013641577358191,8.569899048366182,0,Synthetic Underground Structures,2025-10-13
STRUCT_189,Tunnel,1.7160368537730295,73.99089338803014,9.938848405654374,8.128392620646512,1955,22,Mixed,46.007730257072566,3.9441887805458835,0.8803917419233814,118.3638345723641,2,Synthetic Underground Structures,2025-10-13
STRUCT_190,Underground Storage,6.039050224704063,2.9382183403162245,10.06044555854079,4.788668832161614,1967,23,Mixed,82.3092258770259,12.45257835275291,0.17655053850082933,5.527046905313233,0,Synthetic Underground Structures,2025-10-13
STRUCT_191,Subway Station,11.021744481927765,49.00414608510444,19.46687217238542,28.15930215496329,1992,24,Clayey,165.23862866340446,4.525838300359033,0.7233014036716225,71.72967378296674,0,Synthetic Underground Structures,2025-10-13
STRUCT_192,Tunnel,38.421785143696624,117.35090372472078,12.557726802201286,20.5706326660763,1969,20,Rock,782.868846511259,5.619196720643076,0.20947061808023532,5.366771498962029,2,Synthetic Underground Structures,2025-10-13
STRUCT_193,Tunnel,9.52645781669818,155.54347311365078,22.228520818279787,11.615556836819097,2002,20,Clayey,154.32917121814341,8.578042435592163,0.8289233850250964,57.71465069873937,2,Synthetic Underground Structures,2025-10-13
STRUCT_194,Underground Storage,10.450780160353556,32.154640429882974,10.275234168855246,81.9039963276842,1997,25,Sandy,220.03452247235595,34.80281587660912,0.27364017921815187,5.84835812811009,2,Synthetic Underground Structures,2025-10-13
STRUCT_195,Mining Shaft,11.156845949791247,5.804379787117156,35.373703678131626,14.702890088595892,1976,22,Rock,161.0404329534587,10.266762640106705,1.1579764795180563,35.54768607143956,0,Synthetic Underground Structures,2025-10-13
STRUCT_196,Basement,1.9666121592468302,3.9225193550341175,13.901952050639595,8.45556664438724,1950,28,Rock,29.937931235492254,1.0194540864709094,3.0099348201993292,10.41248166163505,2,Synthetic Underground Structures,2025-10-13
STRUCT_197,Mining Shaft,23.54922946749779,103.34285057269967,74.40678163573514,56.38586247960169,1963,20,Clayey,713.6000539702727,3.8404705213565875,0.13965012053536457,100.71325472157486,1,Synthetic Underground Structures,2025-10-13
STRUCT_198,Tunnel,22.588062758604096,38.32172381763505,19.28832642084214,16.82895071738277,1981,24,Sandy,425.8603573398724,5.442351314541886,1.656138166849445,25.665148602360492,0,Synthetic Underground Structures,2025-10-13
STRUCT_199,Mining Shaft,27.50853057471922,410.46845281390955,18.50895913849394,44.80571545294577,2016,19,Sandy,389.0749258728184,13.477424107250645,0.08963406125122676,0.777328682267837,2,Synthetic Underground Structures,2025-10-13
STRUCT_200,Tunnel,149.28362992605165,13.315068516751042,72.44502944266632,11.807431597829819,1959,18,Clayey,2899.9668342480236,5.92172260777587,4.318860768063405,49.46474961575056,1,Synthetic Underground Structures,2025-10-13
