case_id,days_before_failure,pore_pressure_kPa,settlement_mm,lateral_displacement_mm,velocity_mm_day,soil_type
CLAY_CASE_007,38.0,101.19048066538849,319.54422228834375,745.6031853394687,35.3835990699381,clay
CLAY_CASE_007,37.0,102.36101511822832,330.2465834396425,770.5753613591658,35.94993702492741,clay
CLAY_CASE_007,36.0,103.5344765169044,341.1141845033002,795.933097174367,36.48401677346283,clay
CLAY_CASE_007,35.0,104.70501096974424,352.1369935037202,821.6529848420138,36.98352058026194,clay
CLAY_CASE_007,34.0,105.86682275436742,363.30429685145737,847.7100259867339,37.44623213120906,clay
CLAY_CASE_007,33.0,107.0142882144042,374.60473278244564,874.0777098257064,37.87005642832628,clay
CLAY_CASE_007,32.0,108.14206250514759,386.02633070845314,900.7281049863906,38.25303915666518,clay
CLAY_CASE_007,31.0,109.24517498365896,397.5565562764447,927.6319646450377,38.59338522984615,clay
CLAY_CASE_007,30.0,110.31910981999707,409.18236184636083,954.7588443081752,38.88947622300839,clay
CLAY_CASE_007,29.0,111.35986938318136,420.8902420102498,982.0772313572494,39.139886410671124,clay
CLAY_CASE_007,28.0,112.36401903228493,432.6662936927635,1009.5546852831147,39.34339714252087,clay
CLAY_CASE_007,27.0,113.32871302137741,444.4962802957623,1037.1579873567787,39.499009312275575,clay
CLAY_CASE_007,26.0,114.25170221829978,456.3656992801288,1064.8532983203006,39.6059537031897,clay
CLAY_CASE_007,25.0,115.13132517185701,468.2598525176761,1092.6063225412443,39.663699027836856,clay
CLAY_CASE_007,24.0,115.9664846948142,480.16391869683093,1120.3824769592723,39.67195751874999,clay
CLAY_CASE_007,23.0,116.75661254171223,492.06302702892606,1148.1470630674942,39.63068796933089,clay
CLAY_CASE_007,22.0,117.50162495513997,503.9423314784295,1175.8654401163353,39.54009617002396,clay
CLAY_CASE_007,21.0,118.20187185457775,515.7870847309405,1203.5031977055278,39.400632731846486,clay
CLAY_CASE_007,20.0,118.85808228368985,527.5827111175373,1231.0263259409205,39.212988336688454,clay
CLAY_CASE_007,19.0,119.4713084566931,539.3148777329535,1258.4013813768915,38.978086500021845,clay
CLAY_CASE_007,18.0,120.04287039457064,550.9695630175505,1285.595647040951,38.697073975537705,clay
CLAY_CASE_007,17.0,120.5743027562964,562.5331221182762,1312.5772849426444,38.3713089715925,clay
CLAY_CASE_007,16.0,121.06730508142294,573.992348400506,1339.3154796011806,38.00234738513598,clay
CLAY_CASE_007,15.0,121.52369629324551,585.3345305493577,1365.7805712818347,37.59192728916855,clay
CLAY_CASE_007,14.0,121.94537398333884,596.547504774007,1391.9441778060166,37.14195193405942,clay
CLAY_CASE_007,13.0,122.33427871846635,607.6197017097934,1417.779303989518,36.65447154080198,clay
CLAY_CASE_007,12.0,122.6923633836065,618.5401876984882,1443.2604379631393,36.131664175287256,clay
CLAY_CASE_007,11.0,123.0215673994632,629.2987002149657,1468.36363383492,35.57581599691389,clay
CLAY_CASE_007,10.0,123.32379552546723,639.8856772966366,1493.0665803588188,34.98930117258806,clay
CLAY_CASE_007,9.0,123.60090087411382,650.2922809185186,1517.3486554765434,34.374561738767625,clay
CLAY_CASE_007,8.0,123.85467171275597,660.5104143398972,1541.1909667930934,33.73408768028162,clay
CLAY_CASE_007,7.0,124.08682160774516,670.5327335266876,1564.5763782289375,33.07039747590011,clay
CLAY_CASE_007,6.0,124.29898246649586,680.3526528254373,1587.4895232593535,32.38601933785276,clay
CLAY_CASE_007,5.0,124.49270004975045,689.9643451293992,1609.9168053019314,31.683473346579376,clay
CLAY_CASE_007,4.0,124.66943155398897,699.3627368333849,1631.8463859445646,30.965254653797274,clay
CLAY_CASE_007,3.0,124.83054489841913,708.5434979216776,1653.2681618172476,30.233817897420522,clay
CLAY_CASE_007,2.0,124.97731938902257,717.5030275718372,1674.1737310009535,29.491562941774873,clay
CLAY_CASE_007,1.0,125.11094747123282,726.2384356867425,1694.5563499357324,28.74082202669456,clay
CLAY_CASE_007,-0.0,125.23253732117809,734.7475207878539,1714.4108818383258,28.363617003704803,clay
CLAY_CASE_004,298.0,71.91502255314566,0.03676702831324089,0.08578973273089542,0.006283298946094279,clay
CLAY_CASE_004,297.0,71.91502339542754,0.03865201799706918,0.09018804199316141,0.006444357903066675,clay
CLAY_CASE_004,296.0,71.91502432629291,0.0406336430550809,0.09481183379518876,0.006774731713708501,clay
CLAY_CASE_004,295.0,71.91502535505815,0.04271685702529428,0.09967266639235331,0.007122040420216094,clay
CLAY_CASE_004,294.0,71.91502649201948,0.04490686730721056,0.10478269038349129,0.007487151900860384,clay
CLAY_CASE_004,293.0,71.91502774855594,0.04720914816581051,0.11015467905355784,0.007870978489722083,clay
CLAY_CASE_004,292.0,71.91502913724335,0.049629454401043806,0.11580206026910221,0.008274479251650466,clay
CLAY_CASE_004,291.0,71.91503067198009,0.05217383571680079,0.1217389500058685,0.008698662373406787,clay
CLAY_CASE_004,290.0,71.91503236812628,0.05484865182508788,0.1279801875918717,0.009144587676901725,clay
CLAY_CASE_004,289.0,71.91503424265743,0.057660588322941825,0.13454137275353092,0.009613369260729629,clay
CLAY_CASE_004,288.0,71.9150363143344,0.060616673381525654,0.1414389045568932,0.010106178276523811,clay
CLAY_CASE_004,287.0,71.91503860389112,0.0637242952888561,0.14869002234066425,0.010624245846977659,clay
CLAY_CASE_004,286.0,71.9150411342421,0.06699122088971225,0.1563128487426619,0.011168866132723707,clay
CLAY_CASE_004,285.0,71.91504393071179,0.07042561496849033,0.16432643492647744,0.011741399555626794,clay
CLAY_CASE_004,284.0,71.915047021288,0.07403606062308833,0.17275080812053942,0.012343276186417701,clay
CLAY_CASE_004,283.0,71.915050436902,0.07783158068034095,0.18160702158746223,0.012975999305003094,clay
CLAY_CASE_004,282.0,71.91505421173814,0.08182166020609018,0.19091720714754376,0.01364114914219447,clay
CLAY_CASE_004,281.0,71.91505838357584,0.08601627016565763,0.20070463038653447,0.014340386812040112,clay
CLAY_CASE_004,280.0,71.91506299416784,0.09042589229331426,0.2109937486843999,0.015075458444407136,clay
CLAY_CASE_004,279.0,71.91506808965794,0.09506154523230191,0.22181027220870447,0.015848199527927903,clay
CLAY_CASE_004,278.0,71.91507372104287,0.099934812010071,0.23318122802349897,0.016660539473946717,clay
CLAY_CASE_004,277.0,71.9150799446826,0.10505786891666995,0.24513502747222987,0.017514506412617203,clay
CLAY_CASE_004,276.0,71.91508682286444,0.11044351585764131,0.25770153700116305,0.01841223223285851,clay
CLAY_CASE_004,275.0,71.91509442442631,0.11610520825638505,0.27091215259823176,0.019355957878465058,clay
CLAY_CASE_004,274.0,71.91510282544577,0.12205709058472035,0.28479987803101414,0.0203480389132559,clay
CLAY_CASE_004,273.0,71.91511211000122,0.1283140316043386,0.29939940707679,0.021390951368806865,clay
CLAY_CASE_004,272.0,71.91512237101342,0.13489166140600448,0.31474720994734373,0.02248729788895759,clay
CLAY_CASE_004,271.0,71.91513371117536,0.14180641033771316,0.33088162412133065,0.02363981418599151,clay
CLAY_CASE_004,270.0,71.91514624397992,0.14907554991759936,0.34784294980773184,0.02485137582412178,clay
CLAY_CASE_004,269.0,71.9151600948556,0.15671723583218622,0.3656735502751012,0.026125005346661373,clay
CLAY_CASE_004,268.0,71.91517540242175,0.1647505531255962,0.3844179572930578,0.027463879764082544,clay
CLAY_CASE_004,267.0,71.91519231987567,0.17319556369063574,0.4041229819448167,0.02887133842098344,clay
CLAY_CASE_004,266.0,71.91521101652566,0.18207335617818626,0.4248378310824346,0.030350891260863877,clay
CLAY_CASE_004,265.0,71.91523167948515,0.19140609844715406,0.4466142297100261,0.03190622750853439,clay
CLAY_CASE_004,264.0,71.91525451554512,0.2012170926833069,0.4695065495943827,0.03354122479091337,clay
CLAY_CASE_004,263.0,71.91527975324327,0.21153083332170208,0.49357194441730484,0.03525995871799675,clay
CLAY_CASE_004,262.0,71.91530764515075,0.22237306791410494,0.5188704917995782,0.037066712946799085,clay
CLAY_CASE_004,261.0,71.91533847039935,0.23377086108978154,0.5454653425428235,0.038965989752166696,clay
CLAY_CASE_004,260.0,71.91537253747431,0.24575266176540495,0.5734228774526116,0.04096252112950388,clay
CLAY_CASE_004,259.0,71.91541018730084,0.2583483737674839,0.602812872124129,0.04306128045560803,clay
CLAY_CASE_004,258.0,71.91545179665496,0.2715894300387698,0.6337086700904628,0.04526749473508296,clay
CLAY_CASE_004,257.0,71.91549778193304,0.28550887060853364,0.6661873647532451,0.04758665746105839,clay
CLAY_CASE_004,256.0,71.91554860331732,0.3001414245154048,0.7003299905359446,0.050024542120281734,clay
CLAY_CASE_004,255.0,71.91560476937958,0.31552359588070267,0.7362217237216395,0.05258721637406094,clay
CLAY_CASE_004,254.0,71.91566684216835,0.3316937543398414,0.7739520934596299,0.05528105694796359,clay
CLAY_CASE_004,253.0,71.91573544283088,0.34869223004948086,0.8136152034487886,0.05811276526470388,clay
CLAY_CASE_004,252.0,71.91581125782585,0.3665614134986637,0.8553099648302153,0.06108938385619678,clay
CLAY_CASE_004,251.0,71.91589504578893,0.3853458603631989,0.8991403408474641,0.06421831359239105,clay
CLAY_CASE_004,250.0,71.91598764511949,0.4050924016540983,0.9452156038595627,0.06750733176618307,clay
CLAY_CASE_004,249.0,71.91608998236448,0.4258502594229087,0.9936506053201204,0.07096461107544083,clay
CLAY_CASE_004,248.0,71.91620308148289,0.4476711682993628,1.04456605936518,0.07459873954500196,clay
CLAY_CASE_004,247.0,71.91632807408308,0.4706095031499099,1.098088840683123,0.07841874143334548,clay
CLAY_CASE_004,246.0,71.91646621073534,0.4947224131593701,1.1543522973718636,0.0824340991705923,clay
CLAY_CASE_004,245.0,71.91661887347196,0.5200699626522652,1.2134965795219523,0.08665477637647856,clay
CLAY_CASE_004,244.0,71.91678758959969,0.5467152789852573,1.2756689842989335,0.09109124200898056,clay
CLAY_CASE_004,243.0,71.91697404696168,0.5747247078576536,1.3410243183345252,0.09575449569641337,clay
CLAY_CASE_004,242.0,71.9171801108009,0.6041679764031053,1.4097252782739123,0.10065609430796407,clay
CLAY_CASE_004,241.0,71.91740784239263,0.6351183644424321,1.4819428503656749,0.10580817981986179,clay
CLAY_CASE_004,240.0,71.91765951963106,0.6676528842950223,1.5578567300217188,0.11122350853667817,clay
CLAY_CASE_004,239.0,71.91793765977422,0.7018524695644389,1.6376557623170243,0.11691548172954924,clay
CLAY_CASE_004,238.0,71.91824504457296,0.7378021733327519,1.7215384044430877,0.12289817775552603,clay
CLAY_CASE_004,237.0,71.9185847480325,0.7755913762177545,1.8097132111747607,0.1291863857246338,clay
CLAY_CASE_004,236.0,71.9189601670818,0.8153140047675321,1.902399344457575,0.13579564078368556,clay
CLAY_CASE_004,235.0,71.91937505545334,0.8570687606879659,1.9998271082719203,0.14274226108839172,clay
CLAY_CASE_004,234.0,71.91983356110777,0.9009593614205672,2.1022385099813232,0.1500433865377535,clay
CLAY_CASE_004,233.0,71.92034026757247,0.947094792610618,2.209887849424775,0.157717019347277,clay
CLAY_CASE_004,232.0,71.92090023960051,0.9955895730289334,2.3230423370675113,0.16578206654000227,clay
CLAY_CASE_004,231.0,71.92151907359836,1.0465640325346193,2.4419827425807785,0.17425838443683217,clay
CLAY_CASE_004,230.0,71.9222029533166,1.1001446036910327,2.567004075279076,0.18316682523010752,clay
CLAY_CASE_004,229.0,71.92295871134834,1.156464127672684,2.698416297902929,0.19252928572674421,clay
CLAY_CASE_004,228.0,71.923793897035,1.2156621751270793,2.836545075296518,0.20236875834959966,clay
CLAY_CASE_004,227.0,71.92471685144008,1.2778853826824437,2.9817325595923685,0.21270938448792354,clay
CLAY_CASE_004,226.0,71.92573679011804,1.3432878058198334,3.134338213579611,0.22357651028991166,clay
CLAY_CASE_004,225.0,71.9268638944781,1.4120312888563906,3.2947396739982446,0.23499674499230538,clay
CLAY_CASE_004,224.0,71.92810941262286,1.4842858528152165,3.4633336565688384,0.24699802188376818,clay
CLAY_CASE_004,223.0,71.92948577062836,1.5602301019866516,3.6405369046355203,0.2596096620003401,clay
CLAY_CASE_004,222.0,71.93100669532792,1.6400516500154205,3.826787183369315,0.2728624406525859,clay
CLAY_CASE_004,221.0,71.93268734976532,1.7239475663782031,4.02254432154914,0.2867886568850073,clay
CLAY_CASE_004,220.0,71.93454448259618,1.812124844146425,4.228291303008325,0.3014222059689482,clay
CLAY_CASE_004,219.0,71.93659659283897,1.904800889959572,4.444535409905668,0.31679865503049776,clay
CLAY_CASE_004,218.0,71.93886411151003,2.0022040371647236,4.671809420051022,0.3329553219145178,clay
CLAY_CASE_004,217.0,71.94136960182091,2.104574083108283,4.910672860585993,0.3499313573852638,clay
CLAY_CASE_004,216.0,71.94413797977148,2.212162851595882,5.161713320390391,0.367767830762491,clay
CLAY_CASE_004,215.0,71.94719675713911,2.3252347815657775,5.42554782365348,0.3865078190898581,clay
CLAY_CASE_004,214.0,71.95057630904286,2.4440675430497967,5.702824267116192,0.40619649992948714,clay
CLAY_CASE_004,213.0,71.95431016845254,2.5689526815234696,5.994222923554762,0.426881247872549,clay
CLAY_CASE_004,212.0,71.95843535021459,2.700196291773326,6.300458014137761,0.44861173485096817,clay
CLAY_CASE_004,211.0,71.9629927073805,2.8381197224340506,6.622279352346117,0.4714400343290617,clay
CLAY_CASE_004,210.0,71.96802732284728,2.983060312370763,6.960474062198447,0.4954207294466171,clay
CLAY_CASE_004,209.0,71.97358893955186,3.135372160102021,7.315868373571381,0.5206110251760814,clay
CLAY_CASE_004,208.0,71.97973243270029,3.295426927476412,7.689329497444961,0.5470708645458453,clay
CLAY_CASE_004,207.0,71.98651832775504,3.463614678829528,8.081767583935564,0.5748630489694468,clay
CLAY_CASE_004,206.0,71.99401336814518,3.64034475685808,8.494137766002186,0.6040533627059839,clay
CLAY_CASE_004,205.0,72.00229113689967,3.826046696453118,8.927442291723942,0.634710701460433,clay
CLAY_CASE_004,204.0,72.01143273662576,4.02117117773434,9.382732748046793,0.666907205113521,clay
CLAY_CASE_004,203.0,72.02152753245394,4.226191019521231,9.861112378882872,0.7007183945486899,clay
CLAY_CASE_004,202.0,72.03267396273614,4.441602214463554,10.363738500414959,0.7362233125189634,clay
CLAY_CASE_004,201.0,72.04498042240033,4.667925007032609,10.89182501640942,0.7735046684680311,clay
CLAY_CASE_004,200.0,72.05856622391447,4.905705015544372,11.446645036270201,0.8126489871878642,clay
CLAY_CASE_004,199.0,72.07356264077339,5.155514399345328,12.02953359847243,0.8537467611592522,clay
CLAY_CASE_004,198.0,72.0901140382668,5.417953072239924,12.641890501893155,0.8968926063808578,clay
CLAY_CASE_004,197.0,72.10837909598158,5.693649963173842,13.28518324740563,0.942185421447288,clay
CLAY_CASE_004,196.0,72.12853212599732,5.983264325108297,13.960950091919358,0.9897285495857169,clay
CLAY_CASE_004,195.0,72.15076449000307,6.287487092925272,14.670803216825634,1.039629943304222,clay
CLAY_CASE_004,194.0,72.17528611753808,6.6070422910908295,15.416432012545268,1.0920023312422718,clay
CLAY_CASE_004,193.0,72.20232712617471,6.942688491670635,16.199606480564814,1.146963386744142,clay
CLAY_CASE_004,192.0,72.23213954263763,7.295220323137315,17.02218075398707,1.2046358975990348,clay
CLAY_CASE_004,191.0,72.26499912150291,7.665470030230056,17.886096737203463,1.2651479363067146,clay
CLAY_CASE_004,190.0,72.30120725513855,8.054309084921343,18.793387864816467,1.328633030134137,clay
CLAY_CASE_004,189.0,72.34109296482075,8.462649848310537,19.746182979391254,1.3952303301254307,clay
CLAY_CASE_004,188.0,72.38501495835992,8.891447282996602,20.74671032699207,1.4650847781153882,clay
CLAY_CASE_004,187.0,72.43336373395863,9.34170071517977,21.797301668752798,1.5383472706730927,clay
CLAY_CASE_004,186.0,72.48656370325423,9.814455645400457,22.9003965059344,1.6151748187679544,clay
CLAY_CASE_004,185.0,72.54507529842496,10.310805606440544,24.058546415027934,1.695730701804468,clay
CLAY_CASE_004,184.0,72.6093970187143,10.83189406648314,25.274419488460655,1.7801846145125602,clay
CLAY_CASE_004,183.0,72.6800673606297,11.37891637514808,26.55080487534552,1.8687128050089221,clay
CLAY_CASE_004,182.0,72.75766656330165,11.953121749488492,27.890617415473148,1.9614982021583032,clay
CLAY_CASE_004,181.0,72.84281808600537,12.555815296443061,29.29690235836714,2.0587305301635013,clay
CLAY_CASE_004,180.0,72.93618971868644,13.188360067586592,30.77284015770205,2.1606064080981326,clay
CLAY_CASE_004,179.0,73.03849420864152,13.85217914130194,32.321751329704526,2.2673294318650505,clay
CLAY_CASE_004,178.0,73.1504892675904,14.548757726705622,33.94710136231312,2.3791102358177447,clay
CLAY_CASE_004,177.0,73.27297680373867,15.279645282792588,35.65250565984937,2.496166531020382,clay
CLAY_CASE_004,176.0,73.4068012038349,16.04645764531785,37.44173450574165,2.6187231168446985,clay
CLAY_CASE_004,175.0,73.55284647174665,16.850879152899406,39.31871802343195,2.74701186230935,clay
CLAY_CASE_004,174.0,73.71203201416408,17.69466476270346,41.28755111297474,2.881271653260516,clay
CLAY_CASE_004,173.0,73.88530685255667,18.579642144855715,43.35249833799667,3.0217483011707458,clay
CLAY_CASE_004,172.0,74.07364203577606,19.50771374340591,45.51799873461378,3.168694408999734,clay
CLAY_CASE_004,171.0,74.27802103248428,20.480858790255557,47.7886705105963,3.3223691892161114,clay
CLAY_CASE_004,170.0,74.4994279000563,21.501135256935576,50.169315599516345,3.4830382287260306,clay
CLAY_CASE_004,169.0,74.73883306019678,22.570681727491174,52.66492403081274,3.6509731950957303,clay
CLAY_CASE_004,168.0,74.99717656472046,23.691719173993015,55.28067807265037,3.826451478093503,clay
CLAY_CASE_004,167.0,75.2753488110055,24.866552614347277,58.02195610014364,4.009755760217978,clay
CLAY_CASE_004,166.0,75.57416876805028,26.0975726301238,60.89433613695553,4.201173509526917,clay
CLAY_CASE_004,165.0,75.89435990207473,27.387256720063426,63.903599013481326,4.4009963877421185,clay
CLAY_CASE_004,164.0,76.23652414447308,28.738170462769073,67.0557310797945,4.609519566287894,clay
CLAY_CASE_004,163.0,76.60111442124578,30.152968459836163,70.35692640628437,4.827040942629431,clay
CLAY_CASE_004,162.0,76.98840645507549,31.63439502834673,73.8135883994757,5.053860249026897,clay
CLAY_CASE_004,161.0,77.39847074840971,33.1852846092523,77.43233075492203,5.2902780456175975,clay
CLAY_CASE_004,160.0,77.83114584373723,34.80856185571729,81.21997766334033,5.536594589596618,clay
CLAY_CASE_004,159.0,78.28601411755936,36.50724136301027,85.1835631803573,5.793108572201199,clay
CLAY_CASE_004,158.0,78.76238147663302,38.284426999038004,89.33032966442201,6.0601157152265515,clay
CLAY_CASE_004,157.0,79.2592623673682,40.1433107921462,93.66772518167447,6.337907218933459,clay
CLAY_CASE_004,156.0,79.77537146195499,42.087171330398085,98.20339977092885,6.626768053464346,clay
CLAY_CASE_004,155.0,80.30912323276516,44.11937162422481,102.94520045652456,6.926975086287285,clay
CLAY_CASE_004,154.0,80.8586403626375,46.243356382170454,107.90116489173106,7.2387950387584965,clay
CLAY_CASE_004,153.0,81.42177156641884,48.46264864747991,113.07951351078644,7.562482265651568,clay
CLAY_CASE_004,152.0,81.99611893482549,50.78084574156139,118.48864006364325,7.8982763524759605,clay
CLAY_CASE_004,151.0,82.57907438447532,53.20161445896549,124.13710040425279,8.246399526617111,clay
CLAY_CASE_004,150.0,83.16786424820333,55.72868545753166,130.0335994009072,8.60705387980083,clay
CLAY_CASE_004,149.0,83.759600515359,58.36584678684598,136.18697583597395,8.980418401144306,clay
CLAY_CASE_004,148.0,84.35133678251466,61.116936498218244,142.60618516250923,9.366645822120077,clay
CLAY_CASE_004,147.0,84.94012664624269,63.98583428011803,149.30027998694206,9.765859277155215,clay
CLAY_CASE_004,146.0,85.52308209589252,66.97645206451138,156.27838815052652,10.178148786332002,clay
CLAY_CASE_004,145.0,86.09742946429917,70.09272355191723,163.54968828780687,10.603567569761807,clay
CLAY_CASE_004,144.0,86.6605606680805,73.33859260636845,171.12338274819305,11.042128206679934,clay
CLAY_CASE_004,143.0,87.21007779795283,76.7180004759252,179.00866777715876,11.493798656160735,clay
CLAY_CASE_004,142.0,87.743829568763,80.2348718000649,187.21470086681808,11.958498160572532,clay
CLAY_CASE_004,141.0,88.25993866334981,83.89309937226871,195.7505652019603,12.43609305746142,clay
CLAY_CASE_004,140.0,88.75681955408497,87.69652763454175,204.6252311472641,12.926392530454763,clay
CLAY_CASE_004,139.0,89.23318691315865,91.64893489054157,213.847514744597,13.429144334958039,clay
CLAY_CASE_004,138.0,89.68805518698078,95.75401423551658,223.42603321620533,13.944030539837684,clay
CLAY_CASE_004,137.0,90.1207302823083,100.01535321444418,233.36915750036974,14.47066333186055,clay
CLAY_CASE_004,136.0,90.53079457564252,104.4364122346329,243.6849618808101,15.00858093530988,clay
CLAY_CASE_004,135.0,90.91808660947223,109.02050177563011,254.38117080980356,15.557243704815846,clay
CLAY_CASE_004,134.0,91.28267688624491,113.7707584575224,265.46510306755226,16.116030454891103,clay
CLAY_CASE_004,133.0,91.62484112864328,118.69012004856476,276.9436134466511,16.68423509480877,clay
CLAY_CASE_004,132.0,91.94503226266772,123.78129951440766,288.82303220028456,17.261063642134985,clay
CLAY_CASE_004,131.0,92.24385221971251,129.04675823384576,301.1091025456401,17.845631692247025,clay
CLAY_CASE_004,130.0,92.52202446599755,134.48867852975587,313.80691656943037,18.436962424338134,clay
CLAY_CASE_004,129.0,92.78036797052121,140.10893568844864,326.9208499397135,19.033985226522248,clay
CLAY_CASE_004,128.0,93.01977313066169,145.90906966566922,340.4544958865615,19.6355350234885,clay
CLAY_CASE_004,127.0,93.24117999823373,151.89025670254173,354.41059897259737,20.2403523895085,clay
CLAY_CASE_004,126.0,93.44555899494195,158.05328109937435,368.7909892318734,20.847084527255788,clay
CLAY_CASE_004,125.0,93.63389417816134,164.3985074188952,383.5965173107555,21.454287188667195,clay
CLAY_CASE_004,124.0,93.80716901655393,170.92585341257464,398.8269912960075,22.06042760778689,clay
CLAY_CASE_004,123.0,93.96635455897136,177.63476398356735,414.4811159616571,22.663888507053287,clay
CLAY_CASE_004,122.0,94.1123998268831,184.52418651680662,430.5564352058821,23.26297322773314,clay
CLAY_CASE_004,121.0,94.24622422697934,191.59254792020724,447.0492784804835,23.855912022123675,clay
CLAY_CASE_004,120.0,94.3687117631276,198.83773373008083,463.95471203685526,24.440869529783868,clay
CLAY_CASE_004,119.0,94.48070682207648,206.25706963807755,481.2664958221809,25.015953442508817,clay
CLAY_CASE_004,118.0,94.58301131203157,213.84730579558612,498.97704685636756,25.579224343216936,clay
CLAY_CASE_004,117.0,94.67638294471263,221.6046042440077,517.0774099026846,26.128706682654183,clay
CLAY_CASE_004,116.0,94.76153446741635,229.52452980517862,535.5572362120835,26.6624008351842,clay
CLAY_CASE_004,115.0,94.8391336700883,237.60204474511823,554.4047710719425,27.17829615138703,clay
CLAY_CASE_004,114.0,94.9098040120037,245.83150749601083,573.6068508240253,27.674384901244878,clay
CLAY_CASE_004,113.0,94.97412573229303,254.20667568586515,593.1489099336853,28.14867697796751,clay
CLAY_CASE_004,112.0,95.03263732746376,262.72071368279137,613.0149985931798,28.599215209644854,clay
CLAY_CASE_004,111.0,95.08583729675937,271.36620481165204,633.1878112271881,29.024091104612125,clay
CLAY_CASE_004,110.0,95.13418607235809,280.1351683455586,653.6487261396368,29.421460837382085,clay
CLAY_CASE_004,109.0,95.17810806589726,289.0190813140813,674.377856399523,29.789561265940506,clay
CLAY_CASE_004,108.0,95.21799377557946,298.00890510512295,695.3541119119535,30.12672575877167,clay
CLAY_CASE_004,107.0,95.2542019092151,307.0951167693443,716.5552724618034,30.43139960178138,clay
CLAY_CASE_004,106.0,95.28706148808038,316.2677448661918,737.9580713544474,30.702154751809076,clay
CLAY_CASE_004,105.0,95.31687390454329,325.5164096204298,759.5382891143361,30.937703705043873,clay
CLAY_CASE_004,104.0,95.34391491317993,334.8303670892181,781.2708565415088,31.13691225560933,clay
CLAY_CASE_004,103.0,95.36843654071494,344.19855697379535,803.1299662721891,31.298810931916023,clay
CLAY_CASE_004,102.0,95.39066890472068,353.60965364836767,825.0891918461913,31.422604916004502,clay
CLAY_CASE_004,101.0,95.41082193473642,363.05211992339804,847.1216131545955,31.507682273694968,clay
CLAY_CASE_004,100.0,95.4290869924512,372.51426301258465,869.1999470293642,31.553620350465394,clay
CLAY_CASE_004,99.0,95.44563838994462,381.9842921336773,891.296681645247,31.560190218968046,clay
CLAY_CASE_004,98.0,95.46063480680354,391.4503771439655,913.3842133359194,31.527359098161696,clay
CLAY_CASE_004,97.0,95.47422060831768,400.9007075925743,935.4349843826734,31.45529070030011,clay
CLAY_CASE_004,96.0,95.48652706798187,410.3235515641456,957.4216203163396,31.34434349948731,clay
CLAY_CASE_004,95.0,95.49767349826405,419.7073136922667,979.3170652819556,31.195066953153287,clay
CLAY_CASE_004,94.0,95.50776829409224,429.0405917360375,1001.0947140507542,31.008195744580235,clay
CLAY_CASE_004,93.0,95.51690989381834,438.31223113901484,1022.728539324368,30.784642149514184,clay
CLAY_CASE_004,92.0,95.52518766257283,447.51137702574607,1044.1932130600742,30.52548666200562,clay
CLAY_CASE_004,91.0,95.53268270296297,456.6275231362182,1065.4642206511758,30.231967043101804,clay
CLAY_CASE_004,90.0,95.53946859801772,465.6505572516071,1086.5179669204165,29.905465980171016,clay
CLAY_CASE_004,89.0,95.54561209116615,474.5708027243208,1107.3318730234153,29.547497563957222,clay
CLAY_CASE_004,88.0,95.55117370787073,483.37905578998146,1127.8844635099567,29.159692804589213,clay
CLAY_CASE_004,87.0,95.55620832333751,492.0666184070743,1148.15544294984,28.743784416511062,clay
CLAY_CASE_004,86.0,95.56076568050342,500.6253264398881,1168.1257616930723,28.301591105680814,clay
CLAY_CASE_004,85.0,95.56489086226546,509.0475730704828,1187.7776704977932,27.835001590575303,clay
CLAY_CASE_004,84.0,95.56862472167515,517.3263273942333,1207.0947639198776,27.345958581862874,clay
CLAY_CASE_004,83.0,95.5720042735789,525.4551482196006,1226.0620125124012,26.836442934529828,clay
CLAY_CASE_004,82.0,95.57506305094653,533.4281931549511,1244.6657840282194,26.3084581713166,clay
CLAY_CASE_004,81.0,95.5778314288971,541.2402231223905,1262.8938539522444,25.764015558212122,clay
CLAY_CASE_004,80.0,95.58033691920798,548.8866024898784,1280.7354058097164,25.205119892131734,clay
CLAY_CASE_004,79.0,95.58260443787904,556.3632950576696,1298.181021801229,24.63375613846972,clay
CLAY_CASE_004,78.0,95.58465654812183,563.6668561729603,1315.2226644035738,24.051877032719062,clay
CLAY_CASE_004,77.0,95.58651368095269,570.794421277301,1331.8536496470356,23.461391736396763,clay
CLAY_CASE_004,76.0,95.58819433539009,577.7436912147983,1348.0686128345294,22.8641556137801,clay
CLAY_CASE_004,75.0,95.58971526008965,584.512914645569,1363.8634675063277,22.261961172963197,clay
CLAY_CASE_004,74.0,95.59109161809515,591.1008679185762,1379.235358476678,21.65653019297463,clay
CLAY_CASE_004,73.0,95.5923371362399,597.5068327613538,1394.1826097764922,21.049507038549905,clay
CLAY_CASE_004,72.0,95.59346424059997,603.7305721417061,1408.7046683306478,20.44245314590887,clay
CLAY_CASE_004,71.0,95.59448417927791,609.7723046488992,1422.8020441807646,19.83684264678891,clay
CLAY_CASE_004,70.0,95.59540713368301,615.6326777297795,1436.4762480361521,19.23405908413156,clay
CLAY_CASE_004,69.0,95.59624231936967,621.3127400993781,1449.7297268985487,18.635393161292086,clay
CLAY_CASE_004,68.0,95.59699807740141,626.8139136265548,1462.565798461961,18.042041457409823,clay
CLAY_CASE_004,67.0,95.59768195711965,632.137964973824,1474.9885849389225,17.455106034568416,clay
CLAY_CASE_004,66.0,95.59830079111748,637.2869772472958,1487.002946910357,16.87559485747761,clay
