sample_id,film_material,substrate,sintering_temperature_c,cooling_rate_c_per_min,delta_alpha_k_inv,porosity_fraction,film_thickness_um,substrate_thickness_mm,film_youngs_modulus_gpa,film_poisson_ratio,film_fracture_toughness_mpa_sqrt_m,substrate_youngs_modulus_gpa,substrate_poisson_ratio,substrate_cte_k_inv,interface_toughness_j_m2,delta_t_c,thermal_strain,film_effective_modulus_gpa,gradient_factor,thermal_stress_mpa,stress_hotspot_score,crack_initiation_risk,delamination_probability,crack_initiation_label,delamination_label
7325,TiO2,Si,1201.769290777509,8.857725181900179,2.0013187722923807e-06,0.2121199939200779,964.4131992198841,1.6814942458846143,230.0,0.27,1.8,170.0,0.28,2.6e-06,9.0,1176.769290777509,0.0023550904722902197,146.61750526380132,1.4714635109140106,707.706447241832,0.4411769909410845,0.8786323495635308,1.0,1,1
10753,YSZ,Inconel,1333.8843716701292,3.85515118894138,1.6653024273399016e-06,0.17782770040218612,222.06275310314913,1.3321675225490281,200.0,0.23,2.0,210.0,0.29,1.3e-05,14.0,1308.8843716701292,0.0021796883212495282,138.11755823262862,1.1713090713364829,501.291734921809,0.3813484760587158,0.3220364798427973,0.9999999999999223,0,1
4040,YSZ,Ni,1488.3688927913754,2.3237902556277703,2.5556469954683165e-06,0.2905104160833218,952.0910098529738,1.7429086622407852,200.0,0.23,2.0,200.0,0.31,1.33e-05,10.0,1463.3688927913754,0.0037398543141240756,104.79737622186059,1.0794274153376662,774.0993498659549,0.43779042037728383,0.7517875655344877,1.0,1,1
10784,Si3N4,Ni,1302.5247230119455,4.61913350566153,2.101014052750535e-06,0.08741523413737934,332.35369566029476,1.1655870733757807,300.0,0.26,4.0,200.0,0.31,1.33e-05,10.0,1277.5247230119455,0.0026840973957843327,252.23650079470283,1.2171480103396919,1349.1144440719593,0.4399732710891344,0.6874129371115273,1.0,1,1
4237,Al2O3,Si,1348.420184858298,9.893097550087125,2.0621125746434263e-06,0.5279739827054234,973.2896413817698,0.6462127070043788,380.0,0.22,3.5,170.0,0.28,2.6e-06,9.0,1323.420184858298,0.002729041404733224,94.13751652021304,1.5335858530052275,556.8145798695282,0.52984249344013,0.5778063695670269,1.0,1,1
5803,TiO2,Inconel,1421.4543484069352,7.054431445634114,2.269190512926297e-06,0.23928357497476482,759.6912245937563,0.9027131058572927,230.0,0.27,1.8,210.0,0.29,1.3e-05,14.0,1396.4543484069352,0.0031688209591396914,137.28519999133746,1.3632658867380467,1027.5045230040155,0.47668097161394046,0.9540551199203354,1.0,1,1
9299,SiC,Si,1291.2483523619849,3.0173030574343382,2.1780804891319586e-06,0.1258836987301158,602.3199243581228,0.9743170483410084,450.0,0.17,3.0,170.0,0.28,2.6e-06,9.0,1266.2483523619849,0.0027579908306751286,348.78735335617074,1.1210381834460603,1697.1441442473504,0.4733936614065224,0.885788766080284,1.0,1,1
7607,YSZ,Ni,1477.7077592084056,2.8174019937961887,2.189188558491158e-06,0.3727815920992618,816.4997392659016,0.9684802529972933,200.0,0.23,2.0,200.0,0.31,1.33e-05,10.0,1452.7077592084056,0.0031802512052903696,83.35689577573137,1.1090441196277714,450.9709500551169,0.42627152179166267,0.651567684861376,1.0,1,1
422,Si3N4,Glass,1344.9388918911322,4.555098753810692,2.4226615288242354e-06,0.3267433153002417,536.0228203253273,1.408215003463432,300.0,0.26,4.0,70.0,0.22,8e-06,5.0,1319.9388918911322,0.0031977651737835375,142.5818326840784,1.2133059252286416,846.9841755132912,0.4707771555920251,0.5797999513653307,1.0,1,1
1118,Si3N4,Ni,1361.400090393754,3.433739081466024,2.236323660998316e-06,0.18620496337979647,417.7919784454505,1.189362301777568,300.0,0.26,4.0,200.0,0.31,1.33e-05,10.0,1336.400090393754,0.0029886231427078405,203.2246887380793,1.1460243448879615,1217.1610496622634,0.4562894480662864,0.6595906486205536,1.0,1,1
4607,SiC,Glass,1283.74053048362,7.510791979509136,2.162812814781601e-06,0.13611437997032735,633.6727642409338,1.9321128290625809,450.0,0.17,3.0,70.0,0.22,8e-06,5.0,1258.74053048362,0.0027224201498149635,341.1256905214263,1.3906475187705483,1768.8272284961743,0.5109587222527452,0.8782349549689525,1.0,1,1
5395,Al2O3,Si,1470.729061512307,8.336375177766465,2.3006881982637182e-06,0.11059977075202626,123.68961420640446,1.3087921951917223,380.0,0.22,3.5,170.0,0.28,2.6e-06,9.0,1445.729061512307,0.003326171789708246,304.3304152943541,1.4401825106659878,2381.290904469419,0.5486310057866565,0.9752402944513714,1.0,1,1
4602,YSZ,Steel,1238.4413739025908,6.259047668936381,2.0916018434998655e-06,0.10270891189587456,242.39088388899367,1.973076191403988,200.0,0.23,2.0,210.0,0.3,1.2e-05,12.0,1213.4413739025908,0.0025380362146336685,162.86945518447789,1.315542860136183,979.4462927575203,0.41999141845225346,0.6031747342878222,1.0,1,1
416,TiO2,Inconel,1473.4267197001702,9.625104140416154,2.444794050277481e-06,0.2050067415610703,430.3588735606552,0.9649863810161257,230.0,0.27,1.8,210.0,0.29,1.3e-05,14.0,1448.4267197001702,0.0035411050265859046,149.11180110350818,1.517506248424969,1429.4123633689478,0.5214143833192071,0.9954461412602716,1.0,1,1
5552,ZrO2,Glass,1308.8070003710525,2.1398960713022523,1.95969314511226e-06,0.10313872193681314,487.23416507022426,1.6088840646681495,210.0,0.28,2.5,70.0,0.22,8e-06,5.0,1283.8070003710525,0.002515867778274284,170.85815558417306,1.0683937642781351,907.6115290787271,0.3917832187597042,0.4237221978465642,1.0,0,1
542,YSZ,Steel,1224.8973378698183,4.969420326415608,2.4252114019753307e-06,0.12262518087546107,815.8461673689021,0.7947346747215462,200.0,0.23,2.0,210.0,0.3,1.2e-05,12.0,1199.8973378698183,0.002910004705001729,156.1090795645779,1.2381652195849364,903.8126449654046,0.41241422443162695,0.8365865689848967,1.0,1,1
11666,SiC,Steel,1398.2643691130195,5.050641043600926,2.540015328467117e-06,0.46962967636667863,434.3747605421967,1.0872319840771918,450.0,0.17,3.0,210.0,0.3,1.2e-05,12.0,1373.2643691130195,0.0034881125475847946,137.79020004081966,1.2430384626160556,857.9153135917949,0.5218321990382011,0.8377028414053458,1.0,1,1
9013,SiC,Glass,1278.412437406687,4.61504805325952,2.5871592575386345e-06,0.38025856629964344,119.53675545640112,0.6253408144313313,450.0,0.17,3.0,70.0,0.22,8e-06,5.0,1253.412437406687,0.003242777590950775,183.44053959773032,1.2169028831955713,1112.6689370453735,0.5200362183946868,0.9547488575839623,1.0,1,1
2854,Si3N4,Glass,1456.3334509100891,1.6698859898234173,1.661677501912303e-06,0.12169771341865758,876.3028857285291,0.8428894591116958,300.0,0.26,4.0,70.0,0.22,8e-06,5.0,1431.3334509100891,0.002378414593111793,234.6310933832242,1.040193159389405,1012.081616387772,0.40518256714072753,0.6476236532253694,1.0,1,1
4069,Al2O3,Steel,1208.5966887060076,9.83459956136104,2.540068470954192e-06,0.1510260508845358,303.09842406423314,1.9139052977868374,380.0,0.22,3.5,210.0,0.3,1.2e-05,12.0,1183.5966887060076,0.003006416631307914,278.75982413302137,1.5300759736816625,2056.5883531021045,0.554472266145335,0.4857567149523445,1.0,0,1
1055,TiO2,Steel,1273.033414932118,9.469083966280659,3.040151567043703e-06,0.2938529686741225,193.0236916272408,0.5597410043884778,230.0,0.27,1.8,210.0,0.3,1.2e-05,12.0,1248.033414932118,0.003794210742128782,119.46061309951762,1.5081450379768395,1131.7496323496207,0.5226148227537751,0.9948825052036984,1.0,1,1
3841,SiC,Ni,1380.6189023498941,8.2181347992397,2.2783541000804216e-06,0.0967340034238345,124.56100147673138,1.7260500206675797,450.0,0.17,3.0,200.0,0.31,1.33e-05,10.0,1355.6189023498941,0.003088579884315402,371.0822013770745,1.433088087954382,2491.4212017852014,0.5481315691993901,0.8978545820389313,1.0,1,1
5251,SiC,Steel,1460.3662944288556,5.331464981311467,2.1477306420487914e-06,0.10746360084167589,473.66189116417263,1.665088903368352,450.0,0.17,3.0,210.0,0.3,1.2e-05,12.0,1435.3662944288556,0.0030827801731088803,362.79573361024006,1.259887898878688,2423.477135273033,0.5297073827036027,0.9670727457257403,1.0,1,1
2033,Si3N4,Si,1343.2285261259597,6.66843291692568,2.5325034947042267e-06,0.36774955611411303,469.19110338458245,1.3180140510087788,300.0,0.26,4.0,170.0,0.28,2.6e-06,9.0,1318.2285261259597,0.0033384183492327947,126.8974817409299,1.3401059750155409,949.851225009851,0.5097607860260196,0.6099600933878254,1.0,1,1
10981,YSZ,Steel,1402.5552152170242,8.321936278350808,2.4127914002443844e-06,0.3844058236131649,527.4246570367159,0.9330462993618064,200.0,0.23,2.0,210.0,0.3,1.2e-05,12.0,1377.5552152170242,0.003323753376637438,80.52399772798617,1.4393161767010485,622.8563645628193,0.48359382089015557,0.6831458628228829,1.0,1,1
7217,YSZ,Inconel,1409.0647512649898,7.250721776116041,2.185361182683041e-06,0.14319946490289992,470.4381149785662,1.835440217338264,200.0,0.23,2.0,210.0,0.29,1.3e-05,14.0,1384.0647512649898,0.0030246813817343668,149.27529895162385,1.3750433065669625,1154.6637098626547,0.4569388928832163,0.9753244937199782,1.0,1,1
4214,Si3N4,Inconel,1412.083189201126,6.8967104772002905,2.184105039807778e-06,0.16857457946061394,204.37530179273674,1.0335497393437305,300.0,0.26,4.0,210.0,0.29,1.3e-05,14.0,1387.083189201126,0.0030295353841668254,211.58518469433724,1.3538026286320175,1727.1168386080317,0.5167315276410898,0.8853760491355509,1.0,1,1
5186,TiO2,Si,1297.9534386525686,5.01917802359942,2.1428862137462086e-06,0.10810771160427965,465.2280662117336,1.0901199812145235,230.0,0.27,1.8,170.0,0.28,2.6e-06,9.0,1272.9534386525686,0.0027277943744294193,185.1761964317508,1.2411506814159652,954.7252836469237,0.41290048014618386,0.8611731516518248,1.0,1,1
5352,Al2O3,Steel,1360.3636695340876,6.7863049025817315,2.7002374357114212e-06,0.2736455013840142,178.24512552565957,1.759221741182868,380.0,0.22,3.5,210.0,0.3,1.2e-05,12.0,1335.3636695340876,0.0036057989707649184,208.03754426701806,1.347178294154904,1762.9931483626458,0.5611773049324595,0.9745191475169985,1.0,1,1
4129,SiC,Inconel,1336.4482205861239,7.3859900838532,2.2983554394287093e-06,0.17531637306887451,303.9740927341312,1.0073190416499993,450.0,0.17,3.0,210.0,0.29,1.3e-05,14.0,1311.4482205861239,0.0030141741513132194,312.55251244585236,1.383159405031192,2124.5367875985226,0.5534529788659271,0.9916807328693705,1.0,1,1
4304,Si3N4,Ni,1462.52846561672,6.151386908374057,2.654034759294644e-06,0.2398278537444156,536.4714082075182,1.8041683689135746,300.0,0.26,4.0,200.0,0.31,1.33e-05,10.0,1437.52846561672,0.0038152505152222707,178.8278212122294,1.3090832145024434,1212.1225780687867,0.4911151711565617,0.7137994242786773,1.0,1,1
3701,YSZ,Glass,1480.5921622078176,3.524132349583722,2.6690255943622638e-06,0.05576649411384437,575.9838862016295,0.7505147701436112,200.0,0.23,2.0,70.0,0.22,8e-06,5.0,1455.5921622078176,0.003885012735885773,179.36851457257404,1.1514479409750233,1294.9099503272232,0.4179742412925093,0.9761403168855237,1.0,1,1
7164,ZrO2,Inconel,1409.43415277615,1.484906568947638,2.3082664531757493e-06,0.021303048700010943,763.0075309494026,1.3474793770510058,210.0,0.28,2.5,210.0,0.29,1.3e-05,14.0,1384.43415277615,0.0031956429114839775,201.58585552675558,1.0290943941368582,1057.8014298115704,0.37552880313466563,0.7255588111091075,1.0,1,1
3987,Al2O3,Inconel,1373.6800173930435,7.292912844542763,2.3891008352974003e-06,0.2795776099669261,684.2232716471532,1.8027037577582996,380.0,0.22,3.5,210.0,0.29,1.3e-05,14.0,1348.6800173930435,0.0032221325561026326,204.87693048210735,1.3775747706725658,1337.2093111580111,0.525873522872977,0.9169682319094752,1.0,1,1
4527,Al2O3,Inconel,1226.9019316069612,5.932028862602717,1.9102448694805235e-06,0.2836074062726168,797.2601753740809,1.4467160389416438,380.0,0.22,3.5,210.0,0.29,1.3e-05,14.0,1201.9019316069612,0.0022959269984709285,202.7435936964676,1.295921731756163,1038.7071795935717,0.48661393646784584,0.8350222275681649,1.0,1,1
11193,TiO2,Si,1344.5640411578015,3.799893159031055,2.2530926665071266e-06,0.06569913092443318,975.4839027163096,0.7122142300386796,230.0,0.27,1.8,170.0,0.28,2.6e-06,9.0,1319.5640411578015,0.0029731000641191507,202.18296957749743,1.1679935895418634,1336.316684687112,0.4265061173973343,0.9794817189667185,1.0,1,1
7940,ZrO2,Inconel,1498.9786001655793,3.914242261640709,2.0617102781056783e-06,0.15742379153290842,459.34192026505116,1.0947016572076418,210.0,0.28,2.5,210.0,0.29,1.3e-05,14.0,1473.9786001655793,0.003038916829669195,151.8717524549423,1.1748545356984426,950.3335355991036,0.4229810821690858,0.6717409924420401,1.0,1,1
5908,Si3N4,Ni,1426.1118628352062,1.7965197806066528,2.348400577119344e-06,0.26014751180950135,595.3332674238441,1.9165795911822519,300.0,0.26,4.0,200.0,0.31,1.33e-05,10.0,1401.1118628352062,0.0032903719072909575,169.98863480176638,1.0477911868363992,867.9492975840983,0.4356593700197526,0.4630825067329573,1.0,0,1
6378,ZrO2,Glass,1478.4512519321597,1.531363299742539,1.7265195090220708e-06,0.1818422937050914,133.64632364508674,1.0672992930764371,210.0,0.28,2.5,70.0,0.22,8e-06,5.0,1453.4512519321597,0.0025094119418734265,143.69451595007507,1.0318817979845523,522.5019575536375,0.3733918412828498,0.5623278946541179,1.0,1,1
2506,SiC,Si,1431.895725428398,7.238363338686238,2.1687976141655406e-06,0.09137106206628139,368.4999139467181,1.517559114085937,450.0,0.17,3.0,170.0,0.28,2.6e-06,9.0,1406.895725428398,0.003051272092688807,375.25895368149315,1.3743018003211742,2530.8351285668987,0.5414055739525132,0.979288158340313,1.0,1,1
11216,ZrO2,Ni,1290.1439528601088,9.190182170988914,1.7846158693406192e-06,0.29245338344665717,463.7715373302625,1.0780553096423495,210.0,0.28,2.5,200.0,0.31,1.33e-05,10.0,1265.1439528601088,0.0022577959752744705,109.4760775062799,1.4914109302593348,647.3612182152697,0.4620006005654031,0.7849834425987348,1.0,1,1
1035,Si3N4,Ni,1408.9141698195322,7.197050999559663,2.230317777057858e-06,0.05727624815804375,118.80759587808998,0.9591953659492063,300.0,0.26,4.0,200.0,0.31,1.33e-05,10.0,1383.9141698195322,0.00308656837487077,268.2382920727418,1.37182305997358,2167.4207761124067,0.5047480691447672,0.8328962564632236,1.0,1,1
6868,Si3N4,Inconel,1232.1810045537295,2.888896590493685,2.4147178088055548e-06,0.16866935262939484,389.3578215465975,0.6136620868599252,300.0,0.26,4.0,210.0,0.29,1.3e-05,14.0,1207.1810045537295,0.0029150014701476703,211.5397936406781,1.1133337954296212,1097.3004383402497,0.43558369306842115,0.6548636690130164,1.0,1,1
7556,Si3N4,Inconel,1204.2916915465375,7.403507334015552,2.4678540805684235e-06,0.13818463896997987,460.952586592326,0.6531167308897211,300.0,0.26,4.0,210.0,0.29,1.3e-05,14.0,1179.2916915465375,0.0029103198131635614,226.39040428787266,1.3842104400409332,1728.9621511948594,0.507893324039324,0.7359222069366005,1.0,1,1
11535,ZrO2,Ni,1436.8633638629701,1.851493790943413,2.420292178767388e-06,0.06182253373444848,521.8521579805926,0.7465634393324145,210.0,0.28,2.5,200.0,0.31,1.33e-05,10.0,1411.8633638629701,0.003417121857045761,186.05517189297365,1.0510896274566048,996.2937364815898,0.385214060790075,0.6408271163916476,1.0,1,1
2908,Al2O3,Ni,1326.0530332576582,9.294364207153816,2.4449447852090602e-06,0.45880710379991074,308.085064924844,0.6220536034227959,380.0,0.22,3.5,200.0,0.31,1.33e-05,10.0,1301.0530332576582,0.0031810028289437414,120.73362486252807,1.497661852429229,795.0165673080999,0.5375077093847067,0.7912831634208708,1.0,1,1
10574,ZrO2,Ni,1433.699651755239,5.98360149554765,2.827428369004274e-06,0.2429011764841745,624.935691901062,1.8244236493936374,210.0,0.28,2.5,200.0,0.31,1.33e-05,10.0,1408.699651755239,0.0039829973587792045,124.23361609338225,1.2990160897328589,1123.9551274969767,0.48196951804407956,0.9355492400818214,1.0,1,1
7361,Si3N4,Glass,1488.7840112018782,7.514294156412574,2.0450640082701044e-06,0.05738160337145729,774.5045214004425,1.171639911307139,300.0,0.26,4.0,70.0,0.22,8e-06,5.0,1463.7840112018782,0.0029935319971902043,268.18150114774875,1.3908576493847544,2228.5787395402954,0.5106078900264931,0.5509199596098936,1.0,1,1
6113,ZrO2,Ni,1304.756890470054,6.313281058118508,2.3783512654101966e-06,0.06355203995448643,352.1762946747201,1.7138544691540363,210.0,0.28,2.5,200.0,0.31,1.33e-05,10.0,1279.756890470054,0.0030437114198668715,185.40608093502908,1.3187968634871106,1413.3582184183579,0.44610287354727024,0.747026338925915,1.0,1,1
1796,TiO2,Inconel,1214.503392664714,4.207564582704881,2.297112799789111e-06,0.27551039535029076,136.4412103488986,1.034364476268008,230.0,0.27,1.8,210.0,0.29,1.3e-05,14.0,1189.503392664714,0.0027324234686826876,125.31449466676018,1.1924538749622928,659.8265318980192,0.4305939570717379,0.9279131304983392,1.0,1,1
6223,YSZ,Si,1469.3867498721056,6.398248547386235,2.323208552105964e-06,0.05071049611603249,673.2739665678617,1.3909935798950017,200.0,0.23,2.0,170.0,0.28,2.6e-06,9.0,1444.3867498721056,0.0033556116498514137,181.1928912708478,1.323894912843174,1447.8187827536833,0.44462226554042417,0.9418224194963315,1.0,1,1
4830,SiC,Si,1282.427896077809,9.867328503374546,1.8385151206647973e-06,0.3378455722488101,888.5677085970224,1.6939994966231198,450.0,0.17,3.0,170.0,0.28,2.6e-06,9.0,1257.427896077809,0.0023118002000847753,207.36858615595838,1.5320397102024728,1192.2644398191876,0.5485124545235606,0.9691905176918727,1.0,1,1
6965,TiO2,Inconel,1491.1168078969677,7.244036553291335,1.8839093247544023e-06,0.2095182568452196,475.59851203440985,0.9995186669487807,230.0,0.27,1.8,210.0,0.29,1.3e-05,14.0,1466.1168078969677,0.0027620311255762563,147.52738704859115,1.3746421931974802,772.6250468286262,0.43916014315187885,0.9258223003839898,1.0,1,1
8405,Al2O3,Glass,1474.6821546239053,9.64654474094928,2.383323571425072e-06,0.22556856771081316,629.0446925453768,1.1955785607126888,380.0,0.22,3.5,70.0,0.22,8e-06,5.0,1449.6821546239053,0.003455061650189439,234.54085724156772,1.5187926844569568,1963.9125525534755,0.5781566266706025,0.907816738126358,1.0,1,1
3130,SiC,Inconel,1435.8384723583802,8.55670330573301,2.5898203440203795e-06,0.082464173603157,109.16771204640024,1.232579172151567,450.0,0.17,3.0,210.0,0.29,1.3e-05,14.0,1410.8384723583802,0.0036538181778403666,382.2472692401617,1.4534021983439804,3140.948608563179,0.575083183699164,0.9720307271009171,1.0,1,1
10256,Si3N4,Steel,1387.2024526545977,2.378226408008557,2.134449298039386e-06,0.1682652533016363,416.18465603185297,1.7682339717773297,300.0,0.26,4.0,210.0,0.3,1.2e-05,12.0,1362.2024526545977,0.002907552068856136,211.73336839460654,1.0826935844805134,987.3093979693243,0.4218229939939793,0.6901618362392451,1.0,1,1
4279,TiO2,Si,1215.1382852907122,9.969345136111242,2.4445063812073984e-06,0.431103588746093,441.03611936286825,1.3593079040292657,230.0,0.27,1.8,170.0,0.28,2.6e-06,9.0,1190.1382852907122,0.002909300632912377,80.07874469351779,1.5381607081666746,731.8370970703202,0.5237144064322057,0.9350304842094662,1.0,1,1
2101,Si3N4,Inconel,1272.501162054084,8.872280967170116,2.523184264179706e-06,0.32918108757424,793.124161219347,1.2504283074047597,300.0,0.26,4.0,210.0,0.29,1.3e-05,14.0,1247.501162054084,0.0031476753016407622,141.62403095515427,1.472336858030207,976.3141987994558,0.5133576365918556,0.5984566309291566,1.0,1,1
3084,SiC,Si,1295.3693145164975,3.786168838637772,1.7977832121775265e-06,0.0570110881657269,580.3456231172415,1.1357865291132907,450.0,0.17,3.0,170.0,0.28,2.6e-06,9.0,1270.3693145164975,0.0022838486269032314,402.5718766087088,1.1671701303182664,1880.8031263679861,0.4648748912560458,0.9463154209052129,1.0,1,1
5281,Si3N4,Si,1479.4717340789157,4.235669516305753,2.6551643103850336e-06,0.13231738356687045,307.0617452918794,1.2453522356366686,300.0,0.26,4.0,170.0,0.28,2.6e-06,9.0,1454.4717340789157,0.003861861438790168,229.30622166525905,1.1941401709783452,1748.8771864211126,0.4874094106365733,0.7402872079152913,1.0,1,1
1528,Al2O3,Ni,1381.7437896824385,2.9728601311051417,2.1057283694610624e-06,0.09688750124986963,375.53730742314747,1.294153326100742,380.0,0.22,3.5,200.0,0.31,1.33e-05,10.0,1356.7437896824385,0.002856933888024424,313.2576423588618,1.1183716078663084,1327.1541232265097,0.43225003767707515,0.7742907960648249,1.0,1,1
4514,TiO2,Ni,1236.2227011623538,5.106031108541632,2.261232756287762e-06,0.2017725640335483,600.3303066572925,1.9575031269617007,230.0,0.27,1.8,200.0,0.31,1.33e-05,10.0,1211.2227011623538,0.0027388564470276575,150.25280820985057,1.246361866512498,703.4197540352344,0.41746177410508845,0.8420149625542329,1.0,1,1
4019,Si3N4,Glass,1498.7168095790762,6.758976540962275,2.2986564534624783e-06,0.07860921625913043,373.09212283314696,1.0179818832972627,300.0,0.26,4.0,70.0,0.22,8e-06,5.0,1473.7168095790762,0.003387568654915078,256.86118713013184,1.3455385924577365,2009.7816980086172,0.5005992797306497,0.699081428916785,1.0,1,1
2278,SiC,Inconel,1390.964579907913,7.811313128320647,2.054917863855146e-06,0.2354634474067764,602.818944880881,1.084790388198565,450.0,0.17,3.0,210.0,0.29,1.3e-05,14.0,1365.964579907913,0.0028069450166461605,271.1331816684031,1.4086787876992388,1608.6876606227158,0.5389035878092749,0.9810568817483075,1.0,1,1
322,ZrO2,Steel,1231.114918600049,7.2667076610752,1.8276891626402739e-06,0.5515371650342001,163.2903258491941,0.9029298768126078,210.0,0.28,2.5,210.0,0.3,1.2e-05,12.0,1206.114918600049,0.0022044031656240654,47.429194345593096,1.376002459664512,228.2697942535883,0.4711176659439272,0.3574380621197609,0.9999999448607612,0,1
10519,YSZ,Si,1314.75950391021,1.2026064675491845,2.0640866116324245e-06,0.4770483947680476,404.1353500146667,0.6736324859346483,200.0,0.23,2.0,170.0,0.28,2.6e-06,9.0,1289.75950391021,0.002662175324246742,59.6851407592807,1.0121563880529512,213.05214195168216,0.4145258357250936,0.49803375338132816,1.0,0,1
400,TiO2,Steel,1401.5221517983064,9.752866686004568,2.222384047048395e-06,0.21284989113187103,790.0547664669797,1.3078473788423264,230.0,0.27,1.8,210.0,0.3,1.2e-05,12.0,1376.5221517983064,0.0030591608705652857,146.3627483394262,1.525172001160274,1153.3755625663846,0.49676298842350963,0.9340119110519152,1.0,1,1
102,Si3N4,Steel,1325.0147736088636,5.91225663479244,2.3245184260555582e-06,0.2738716559831827,110.03193931251354,1.5459007930009776,300.0,0.26,4.0,210.0,0.3,1.2e-05,12.0,1300.0147736088636,0.0030219082953982486,164.14469075634798,1.2947353980875465,885.2877309373857,0.4658592384344326,0.6253046532340243,1.0,1,1
2100,TiO2,Inconel,1227.7343075466617,1.0850684770520789,1.9720178882234266e-06,0.20817709200413895,834.8649895806166,0.7642309037613413,230.0,0.27,1.8,210.0,0.29,1.3e-05,14.0,1202.7343075466617,0.0023718135692620333,147.99751503269832,1.0051041086231247,662.4871145104561,0.3937953825236102,0.8782348397052611,1.0,1,1
9643,YSZ,Steel,1331.4116543535429,1.7778541154265723,2.6337860869296824e-06,0.14291536023733037,193.26027871220396,1.694633298911312,200.0,0.23,2.0,210.0,0.3,1.2e-05,12.0,1306.4116543535429,0.0034408088390391503,149.36862714433235,1.0466712469255943,714.821944755597,0.38330412009674436,0.4545827191510928,1.0,0,1
3903,Al2O3,Ni,1484.597682815305,8.765151314635698,2.3014635593838177e-06,0.4340623096207732,916.3708137210486,1.6750094287736659,380.0,0.22,3.5,200.0,0.31,1.33e-05,10.0,1459.597682815305,0.0033592108783604842,131.04326276639725,1.465909078878142,1164.5117351639192,0.5735203817224539,0.9612829451438898,1.0,1,1
6892,Al2O3,Steel,1437.1288968039216,3.765927011639976,2.4944652772691195e-06,0.5974671439783686,456.75502735220385,1.9172575047816942,380.0,0.22,3.5,210.0,0.3,1.2e-05,12.0,1412.1288968039216,0.00352250650010573,70.71143198933257,1.1659556206983985,383.71705980129434,0.48637963369429904,0.4919103735200815,1.0,0,1
5677,SiC,Steel,1375.848736766396,6.838360215457403,1.815224576248755e-06,0.13584012847834082,197.45179036830513,1.0652981480355856,450.0,0.17,3.0,210.0,0.3,1.2e-05,12.0,1350.848736766396,0.0024520938257729472,341.3299690555486,1.350301612927444,1574.824236375346,0.4905847228460247,0.93751051371588,1.0,1,1
3228,Si3N4,Si,1239.5194102278958,2.562485568271492,2.194876512204258e-06,0.4529678470213687,698.4884327680562,0.7981599515266304,300.0,0.26,4.0,170.0,0.28,2.6e-06,9.0,1214.5194102278958,0.0026657201271253765,97.20689221531686,1.0937491340962895,397.95150076545633,0.44055772539575855,0.378013457754997,1.0,0,1
2432,Al2O3,Inconel,1441.5571407757177,4.530485282985001,2.362467176154013e-06,0.2227860886498263,185.51536040183714,0.706185275063725,380.0,0.22,3.5,210.0,0.29,1.3e-05,14.0,1416.5571407757177,0.0033465697482292123,236.12314931801922,1.2118291169791,1760.5412578780142,0.5254515178468884,0.9289213755706436,1.0,1,1
10389,TiO2,Ni,1448.751307176707,5.672618307202012,2.2354338903034213e-06,0.02937986521699836,590.9354110878385,0.8043530805687955,230.0,0.27,1.8,200.0,0.31,1.33e-05,10.0,1423.751307176707,0.0031827019234266078,217.3396764315667,1.2803570984321206,1325.3210685496676,0.4225154894839975,0.9606197382753597,1.0,1,1
10649,Al2O3,Steel,1247.7193464036789,3.6235634503218392,1.7372972296368124e-06,0.31549104333746203,141.94946618546047,0.7717114526650681,380.0,0.22,3.5,210.0,0.3,1.2e-05,12.0,1222.7193464036789,0.002124226933130445,186.25629937209928,1.1574138070193103,719.0180538098047,0.4466259987988996,0.7233397295038043,0.9999999999999993,1,1
8577,TiO2,Glass,1404.6449834108885,1.31500459879911,1.976480662195555e-06,0.16670727695634502,758.1904051954882,1.1016091936045038,230.0,0.27,1.8,70.0,0.22,8e-06,5.0,1379.6449834108885,0.0027268416304067284,162.90172242144854,1.0189002759279466,779.0582216941289,0.39469540158480015,0.8662772508590856,1.0,1,1
3609,Si3N4,Si,1369.2964816647727,1.3056499399280814,2.588001050224708e-06,0.1466879921377827,488.77992447514976,0.8839091712489623,300.0,0.26,4.0,170.0,0.28,2.6e-06,9.0,1344.2964816647727,0.0034790407063618116,222.19753358156572,1.0183389963956848,1100.6347565061826,0.4196703089386166,0.675862056177054,1.0,1,1
8645,ZrO2,Si,1219.1232607663676,9.561118436943193,2.8016993309632985e-06,0.20312025340429385,444.520513208168,1.398563774150537,210.0,0.28,2.5,170.0,0.28,2.6e-06,9.0,1194.1232607663676,0.0033455743407768447,136.7527501495184,1.5136671062165916,1353.598225995908,0.5127494032929875,0.9691335722591718,1.0,1,1
4983,SiC,Inconel,1217.690543271436,5.664616551261113,2.279397307648267e-06,0.1803838588455777,879.0927578200208,1.2968409311998477,450.0,0.17,3.0,210.0,0.29,1.3e-05,14.0,1192.690543271436,0.00271861561319046,308.9498269824997,1.2798769930756668,1304.5024626934617,0.47580652386398736,0.9505303055825162,1.0,1,1
6377,Al2O3,Ni,1336.7973531155208,9.118665675842088,2.501716068996514e-06,0.16157238582493075,233.33154904686685,1.6377033506920904,380.0,0.22,3.5,200.0,0.31,1.33e-05,10.0,1311.7973531155208,0.0032817445175561924,272.27286489891685,1.4871199405505253,1961.781922027101,0.5470978950001615,0.9704384997125115,1.0,1,1
