condition,depth_um,phase,sigma_11_MPa,sigma_22_MPa,sigma_33_MPa,hydrostatic_stress_MPa,von_mises_stress_MPa,youngs_modulus_GPa
after_thermal_cycling,24.120603015075375,Ni-YSZ,-229.30452060685244,-194.2631644247967,-137.1522603034262,-186.90664844502513,80.565473658598,109.8
after_thermal_cycling,28.140703517587937,Ni-YSZ,-228.595037572551,-193.7665263007857,-136.7975187862755,-186.3863608865374,80.2660497031977,109.8
after_thermal_cycling,32.1608040201005,Ni-YSZ,-221.5799941375368,-188.85599589627577,-133.2899970687684,-181.24199570086034,77.3096496855203,109.8
after_thermal_cycling,36.18090452261306,Ni-YSZ,-243.44734812035145,-204.16314368424602,-144.22367406017574,-197.27805528825775,86.54861706287558,109.8
after_thermal_cycling,40.201005025125625,Ni-YSZ,-225.25047115361542,-191.4253298075308,-135.1252355768077,-183.93367884598464,78.85556063222805,109.8
after_thermal_cycling,44.22110552763819,Ni-YSZ,-210.15614414653217,-180.85930090257253,-127.57807207326609,-172.86450570745694,72.51321381982594,109.8
after_thermal_cycling,48.24120603015075,Ni-YSZ,-228.79434430887596,-193.90604101621318,-136.89717215443798,-186.5325191598424,80.35015583532591,109.8
after_thermal_cycling,52.26130653266331,Ni-YSZ,-233.77050642975001,-197.38935450082502,-139.385253214875,-190.18170471515,82.45192540536074,109.8
after_thermal_cycling,56.281407035175874,Ni-YSZ,-217.33586110932612,-185.8851027765283,-131.16793055466306,-178.1296314801725,75.52493426590502,109.8
after_thermal_cycling,60.30150753768844,Ni-YSZ,-226.61960583027297,-192.3837240811911,-135.8098029151365,-184.9377109422002,79.43275288168607,109.8
after_thermal_cycling,64.321608040201,Ni-YSZ,-220.77495660108744,-188.2924696207612,-132.8874783005437,-180.65163484079744,76.9708836692453,109.8
after_thermal_cycling,68.34170854271356,Ni-YSZ,-202.07731650732214,-175.2041215551255,-123.53865825366107,-166.94003210536957,69.13685538617987,109.8
after_thermal_cycling,72.36180904522612,Ni-YSZ,-231.5822138343401,-195.85754968403808,-138.29110691717005,-188.5769568118494,81.52722732717525,109.8
after_thermal_cycling,76.38190954773869,Ni-YSZ,-231.04015887421505,-195.47811121195053,-138.0200794371075,-188.179449841091,81.29827743518875,109.8
after_thermal_cycling,80.40201005025125,Ni-YSZ,-224.11049619298282,-190.62734733508796,-134.5552480964914,-183.09769720818738,78.37520026158496,109.8
after_thermal_cycling,84.42211055276381,Ni-YSZ,-226.71089426536122,-192.44762598575286,-135.8554471326806,-185.00465579459822,79.471248053047,109.8
after_thermal_cycling,88.44221105527637,Ni-YSZ,-212.58561449155133,-182.5599301440859,-128.79280724577566,-174.6461172938043,73.53121708302993,109.8
after_thermal_cycling,92.46231155778894,Ni-YSZ,-225.10502693238595,-191.32351885267016,-135.05251346619298,-183.82701975041638,78.79426221789159,109.8
after_thermal_cycling,96.4824120603015,Ni-YSZ,-218.4969409685786,-186.69785867800502,-131.7484704842893,-178.98109004362433,76.01287400417756,109.8
after_thermal_cycling,100.50251256281406,Ni-YSZ,-222.11465759807717,-189.23026031865402,-133.55732879903857,-181.63408223858994,77.53469988476049,109.8
after_thermal_cycling,104.52261306532662,Ni-YSZ,-234.7116511493146,-198.04815580452023,-139.8558255746573,-190.87187750949738,82.84982448360705,109.8
after_thermal_cycling,108.54271356783919,Ni-YSZ,-241.19982875236727,-202.58988012665708,-143.09991437618362,-195.62987441840266,85.59607864407998,109.8
after_thermal_cycling,112.56281407035175,Ni-YSZ,-212.1105727774214,-182.22740094419498,-128.5552863887107,-174.29775337010904,73.33207253027363,109.8
after_thermal_cycling,116.58291457286431,Ni-YSZ,-231.99155059375636,-196.14408541562943,-138.49577529687818,-188.877137102088,81.7001481565642,109.8
after_thermal_cycling,120.60301507537687,Ni-YSZ,-210.5994427808061,-181.16960994656426,-127.79972139040305,-173.18959137259114,72.69887869656881,109.8
after_thermal_cycling,124.62311557788944,Ni-YSZ,-215.47874575234866,-184.58512202664406,-130.23937287617431,-176.7677468850557,74.74499021992942,109.8
after_thermal_cycling,128.643216080402,Ni-YSZ,-221.87085389116706,-189.05959772381695,-133.43542694558352,-181.45529285352254,77.43207231210202,109.8
after_thermal_cycling,132.66331658291455,Ni-YSZ,-231.5806017834446,-195.8564212484112,-138.2903008917223,-188.57577464119268,81.52654637689656,109.8
after_thermal_cycling,136.68341708542712,Ni-YSZ,-213.3521278517141,-183.09648949619987,-129.17606392585705,-175.208227091257,73.85264275581652,109.8
after_thermal_cycling,140.7035175879397,Ni-YSZ,-237.67031488380977,-200.11922041866683,-141.3351574419049,-193.04156424812717,84.10146644067093,109.8
after_thermal_cycling,144.72361809045225,Ni-YSZ,-219.84712638134792,-187.64298846694354,-132.42356319067395,-179.97122601298847,76.58058117958254,109.8
after_thermal_cycling,148.7437185929648,Ni-YSZ,-231.38955055819898,-195.7226853907393,-138.1947752790995,-188.43567040934593,81.4458465853493,109.8
after_thermal_cycling,152.76381909547737,Ni-YSZ,-225.5242057830141,-191.61694404810987,-135.26210289150706,-184.13441757421035,78.97093686459039,109.8
after_thermal_cycling,156.78391959798995,Ni-YSZ,-227.58359787054516,-193.0585185093816,-136.29179893527257,-185.64463843839977,79.83932022800047,109.8
after_thermal_cycling,160.8040201005025,Ni-YSZ,-241.59467172596257,-202.8662702081738,-143.2973358629813,-195.91942593237255,85.76337581072897,109.8
after_thermal_cycling,164.82412060301505,Ni-YSZ,-228.32941911178534,-193.58059337824974,-136.66470955589267,-186.19157401530924,80.15396964313693,109.8
after_thermal_cycling,168.84422110552762,Ni-YSZ,-242.19179146573055,-203.28425402601138,-143.59589573286527,-196.35731374153576,86.01641483089193,109.8
after_thermal_cycling,172.8643216080402,Ni-YSZ,-217.02206555619912,-185.6654458893394,-131.01103277809955,-177.89951474121267,75.39310389227082,109.8
after_thermal_cycling,176.88442211055275,Ni-YSZ,-202.5887230774949,-175.56210615424644,-123.79436153874745,-167.31506359016294,69.35015794931684,109.8
after_thermal_cycling,180.9045226130653,Ni-YSZ,-217.56053302993152,-186.04237312095205,-131.28026651496575,-178.29439088861645,75.61933322195765,109.8
after_thermal_cycling,184.92462311557787,Ni-YSZ,-210.97638937396906,-181.43347256177833,-127.98819468698453,-173.46601887424399,72.85678457868832,109.8
after_thermal_cycling,188.94472361809045,Ni-YSZ,-246.052945002958,-205.98706150207062,-145.52647250147902,-199.18882633550254,87.65366369010411,109.8
after_thermal_cycling,192.964824120603,Ni-YSZ,-243.72676135694533,-204.35873294986172,-144.36338067847265,-197.48295832842655,86.66707960547676,109.8
after_thermal_cycling,196.98492462311555,Ni-YSZ,-209.45147368760024,-180.36603158132016,-127.22573684380012,-172.34774737090683,72.21816138207251,109.8
after_thermal_cycling,201.00502512562812,Ni-YSZ,-235.34016404322423,-198.48811483025696,-140.1700820216121,-191.3327869650311,83.11561524125753,109.8
after_thermal_cycling,205.0251256281407,Ni-YSZ,-231.5733643462819,-195.85135504239733,-138.28668217314095,-188.57046718727338,81.52348919827932,109.8
after_thermal_cycling,209.04522613065325,Ni-YSZ,-231.9395957950806,-196.10771705655642,-138.4697978975403,-188.83903691639242,81.67819898210479,109.8
after_thermal_cycling,213.0653266331658,Ni-YSZ,-198.06487346036664,-172.39541142225664,-121.53243673018332,-163.99757387093553,67.46546282251377,109.8
after_thermal_cycling,217.08542713567837,Ni-YSZ,-223.8560722243722,-190.44925055706054,-134.4280361121861,-182.91111963120628,78.2680197931206,109.8
after_thermal_cycling,221.10552763819095,Ni-YSZ,-223.12271093165955,-189.93589765216169,-134.06135546582976,-182.37332134988367,77.95913698082904,109.8
after_thermal_cycling,225.1256281407035,Ni-YSZ,-227.6130928272912,-193.07916497910384,-136.3065464136456,-185.6662680733469,79.8517620638081,109.8
after_thermal_cycling,229.14572864321605,Ni-YSZ,-223.59981325643,-190.269869279501,-134.299906628215,-182.72319638804868,78.16007679275747,109.8
after_thermal_cycling,233.16582914572862,Ni-YSZ,-211.72712595859682,-181.95898817101778,-128.36356297929842,-174.01655903630433,73.17135799418008,109.8
after_thermal_cycling,237.1859296482412,Ni-YSZ,-229.17511938977,-194.172583572839,-137.087559694885,-186.81175421916464,80.51085676888903,109.8
after_thermal_cycling,241.20603015075375,Ni-YSZ,-218.38770742956896,-186.62139520069826,-131.69385371478447,-178.90098544835055,75.96695886446072,109.8
after_thermal_cycling,245.2261306532663,Ni-YSZ,-216.004655911253,-184.9532591378771,-130.5023279556265,-177.15341433491884,74.96579631413022,109.8
after_thermal_cycling,249.24623115577887,Ni-YSZ,-211.37146141243397,-181.71002298870377,-128.185730706217,-173.75573836911826,73.02231366792299,109.8
after_thermal_cycling,253.26633165829145,Ni-YSZ,-235.27414192492517,-198.44189934744762,-140.1370709624626,-191.28437074494514,83.08769276374615,109.8
after_thermal_cycling,257.286432160804,Ni-YSZ,-217.7875588355519,-186.20129118488632,-131.39377941777593,-178.46087647940473,75.71473031150794,109.8
after_thermal_cycling,261.30653266331655,Ni-YSZ,-222.80869595000618,-189.71608716500432,-133.9043479750031,-182.14304369667119,77.82690433413863,109.8
after_thermal_cycling,265.3266331658291,Ni-YSZ,-219.3786433020657,-187.315050311446,-132.18932165103286,-179.6276717548482,76.38356421959136,109.8
after_thermal_cycling,269.3467336683417,Ni-YSZ,-213.1720458310789,-182.97043208175523,-129.08602291553944,-175.07616694279122,73.77711797708054,109.8
after_thermal_cycling,273.36683417085425,Ni-YSZ,-217.76234389228324,-186.18364072459826,-131.38117194614162,-178.4423855210077,75.70413444705433,109.8
after_thermal_cycling,277.3869346733668,Ni-YSZ,-225.38126194597567,-191.51688336218297,-135.19063097298783,-184.02959209371548,78.91068609631847,109.8
after_thermal_cycling,281.4070351758794,Ni-YSZ,-222.2040373248028,-189.29282612736196,-133.6020186624014,-181.69962737152207,77.572326153192,109.8
after_thermal_cycling,285.42713567839195,Ni-YSZ,-236.0486264078729,-198.98403848551104,-140.52431320393646,-191.85232603244012,83.41527908883182,109.8
after_thermal_cycling,289.4472361809045,Ni-YSZ,-235.72703099493552,-198.75892169645485,-140.36351549746774,-191.61648939628603,83.27924308699284,109.8
after_thermal_cycling,293.46733668341705,Ni-YSZ,-240.31704023639628,-201.97192816547738,-142.65852011819814,-194.98249617335728,85.22210554073071,109.8
after_thermal_cycling,297.4874371859296,Ni-YSZ,-213.18262668526467,-182.97783867968528,-129.09131334263233,-175.08392623586076,73.78155532059355,109.8
after_thermal_cycling,301.5075376884422,Interface,290.94028777262656,248.65820144083858,175.47014388631328,238.35621103325948,101.18700687909286,147.25
after_thermal_cycling,305.52763819095475,Interface,294.62651854363605,251.23856298054523,177.31325927181803,241.05944693199976,102.73720362495054,147.25
after_thermal_cycling,309.5477386934673,Interface,309.22818597336993,261.45973018135896,184.61409298668497,251.7673363804713,108.89386919267525,147.25
after_thermal_cycling,313.5678391959799,Interface,287.54839803436863,246.28387862405805,173.77419901718432,235.86882522520366,99.76217359514888,147.25
after_thermal_cycling,317.58793969849245,Interface,296.45588886288664,252.51912220402068,178.22794443144332,242.4009851661169,103.50716256316944,147.25
after_thermal_cycling,321.608040201005,YSZ,147.27684811532694,125.59379368072887,88.63842405766347,120.50302195123976,51.353281149102315,184.7
after_thermal_cycling,325.62814070351754,YSZ,157.3767154483463,132.66370081384238,93.68835772417314,127.90959132878727,55.614824331669325,184.7
after_thermal_cycling,329.6482412060301,YSZ,137.87576865773525,119.01303806041466,83.93788432886763,113.60889701567253,47.40972674859588,184.7
after_thermal_cycling,333.6683417085427,YSZ,150.31814969158066,127.72270478410645,90.15907484579033,122.73330977382581,52.63408929111847,184.7
after_thermal_cycling,337.68844221105525,YSZ,160.2222814259025,134.65559699813176,95.11114071295125,129.99633971232853,56.81936298684413,184.7
after_thermal_cycling,341.7085427135678,YSZ,144.78788613807728,123.8515202966541,87.39394306903864,118.67778316792334,50.306813917030695,184.7
after_thermal_cycling,345.7286432160804,YSZ,171.92062594529938,142.84443816170958,100.96031297264969,138.57512569321955,61.78620661626596,184.7
after_thermal_cycling,349.74874371859295,YSZ,158.49957122000768,133.44969985400536,94.24978561000384,128.7330188946723,56.08994688498908,184.7
after_thermal_cycling,353.7688442211055,YSZ,142.6856371634986,122.37994601444902,86.3428185817493,117.13613391989895,49.42422914106574,184.7
after_thermal_cycling,357.78894472361804,YSZ,154.01607905993092,130.31125534195164,92.00803952996546,125.44512464394934,54.19433538382872,184.7
after_thermal_cycling,361.8090452261306,YSZ,135.79481394667474,117.55636976267232,82.89740697333737,112.08286356089481,46.540413687398384,184.7
after_thermal_cycling,365.8291457286432,YSZ,153.63137340939076,130.04196138657352,91.81568670469538,125.16300716688654,54.031877435499524,184.7
after_thermal_cycling,369.84924623115575,YSZ,142.60227558632474,122.32159291042731,86.30113779316237,117.07500209663813,49.38925689590804,184.7
after_thermal_cycling,373.8693467336683,YSZ,152.67114501263342,129.36980150884338,91.33557250631671,124.45883967593117,53.62652160813665,184.7
after_thermal_cycling,377.8894472361809,YSZ,157.3411077919421,132.63877545435946,93.67055389597105,127.88347904742422,55.59976145524269,184.7
after_thermal_cycling,381.90954773869345,YSZ,143.57960450858,123.005723156006,86.78980225429,117.79170997295866,49.79939337356682,184.7
after_thermal_cycling,385.929648241206,YSZ,159.60081503870813,134.22057052709567,94.80040751935407,129.5405976950526,56.556161811514905,184.7
after_thermal_cycling,389.94974874371854,YSZ,158.0741534323949,133.15190740267641,94.03707671619745,128.42104585042293,55.909907535041995,184.7
after_thermal_cycling,393.9698492462311,YSZ,149.0002335706463,126.8001634994524,89.50011678532314,121.76683795180729,52.07878883724753,184.7
after_thermal_cycling,397.9899497487437,YSZ,155.959088871584,131.6713622101088,92.979544435792,126.86999850582826,55.015331710366745,184.7
after_thermal_cycling,402.01005025125625,YSZ,157.2456081062727,132.57192567439088,93.62280405313635,127.81344594459996,55.55936408653547,184.7
after_thermal_cycling,406.0301507537688,YSZ,154.08564867600884,130.35995407320618,92.04282433800442,125.49614236240649,54.22371744617947,184.7
after_thermal_cycling,410.0502512562814,YSZ,155.5995405845929,131.419678409215,92.79977029229644,126.60632976203478,54.86334927137014,184.7
after_thermal_cycling,414.07035175879395,YSZ,153.522661491336,129.9658630439352,91.761330745668,125.0832850936464,53.985975107876875,184.7
after_thermal_cycling,418.0904522613065,YSZ,147.68983564482937,125.88288495138055,88.84491782241469,120.80587947287488,51.527072792463194,184.7
after_thermal_cycling,422.11055276381904,YSZ,130.09710981507365,113.56797687055156,80.04855490753683,107.90454719772067,44.167984632338886,184.7
after_thermal_cycling,426.1306532663316,YSZ,144.8301983107713,123.8811388175399,87.41509915538565,118.7088120945656,50.32459017873629,184.7
after_thermal_cycling,430.1507537688442,YSZ,151.47586714524235,128.53310700166963,90.73793357262117,123.58230257317773,53.12222676154258,184.7
after_thermal_cycling,434.17085427135675,YSZ,161.24657239047133,135.3726006733299,95.62328619523566,130.74748641967895,57.25332350597507,184.7
after_thermal_cycling,438.1909547738693,YSZ,170.17525317550204,141.62267722285142,100.08762658775102,137.2951856620348,61.04377701902242,184.7
after_thermal_cycling,442.2110552763819,YSZ,162.3847341982173,136.1693139387521,96.19236709910865,131.582138412026,57.73575148979711,184.7
after_thermal_cycling,446.23115577889445,YSZ,146.23272149594803,124.86290504716362,88.11636074797401,119.73732909702854,50.914089207093234,184.7
after_thermal_cycling,450.251256281407,YSZ,132.0363485838809,114.92544400871662,81.01817429194045,109.32665562817932,44.974104232932746,184.7
after_thermal_cycling,454.27135678391954,YSZ,137.3462959163617,118.64240714145319,83.67314795818085,113.22061700533192,47.188406176050265,184.7
after_thermal_cycling,458.2914572864321,YSZ,143.4013929081921,122.88097503573447,86.70069645409605,117.66102146600753,49.72458690770986,184.7
after_thermal_cycling,462.3115577889447,YSZ,147.70477744517225,125.89334421162059,88.85238872258613,120.81683679312631,51.533361338053126,184.7
after_thermal_cycling,466.33165829145725,YSZ,182.37594781702168,150.16316347191517,106.18797390851084,146.24236173248258,66.24231329250819,184.7
after_thermal_cycling,470.3517587939698,YSZ,148.10273009056846,126.17191106339791,89.05136504528423,121.10866873308355,51.700867853435575,184.7
after_thermal_cycling,474.3718592964824,YSZ,148.9330320026956,126.75312240188691,89.4665160013478,121.71755680197676,52.05048478211958,184.7
after_thermal_cycling,478.39195979899495,YSZ,154.851149768591,130.8958048380137,92.4255748842955,126.05750983030008,54.54708765401539,184.7
after_thermal_cycling,482.4120603015075,YSZ,145.41263692678154,124.28884584874707,87.70631846339077,119.13593374630648,50.56933383982365,184.7
after_thermal_cycling,486.43216080402004,YSZ,165.7077109435389,138.4953976604772,97.85385547176945,134.01898802526185,59.14554356870763,184.7
after_thermal_cycling,490.4522613065326,YSZ,155.8005962652237,131.5604173856566,92.90029813261185,126.75377059449738,54.94833299538988,184.7
after_thermal_cycling,494.4723618090452,YSZ,153.1288178920202,129.69017252441415,91.5644089460101,124.79446645414816,53.8197008258887,184.7
after_thermal_cycling,498.49246231155774,YSZ,159.43025193470996,134.10117635429697,94.71512596735498,129.41551808545398,56.48393826483609,184.7
after_thermal_cycling,502.5125628140703,Interface,272.2292633261781,231.06048432832466,163.11463166308906,222.13479310586396,95.43979804450447,152.35
after_thermal_cycling,506.5326633165829,Interface,287.4894365997656,241.74260561983593,170.7447182998828,233.32558683982813,101.88915987366371,152.35
after_thermal_cycling,510.55276381909545,Interface,263.9174456313697,225.24221194195877,158.95872281568484,216.03946012967108,91.93913238328709,152.35
after_thermal_cycling,514.572864321608,Interface,263.5759100728165,225.00313705097156,158.78795503640825,215.78900072006545,91.79549190599948,152.35
after_thermal_cycling,518.5929648241206,Interface,260.2701789121707,222.68912523851952,157.13508945608535,213.3647978689252,90.40606694160863,152.35
after_thermal_cycling,522.6130653266331,LSM,-111.22939428577845,-95.86057600004492,-67.61469714288923,-91.56822247623752,38.316263223199115,120.0
after_thermal_cycling,526.6331658291457,LSM,-99.76435773219946,-87.83505041253962,-61.88217886609973,-83.16052900361294,33.54787169311991,120.0
after_thermal_cycling,530.6532663316582,LSM,-126.07905650792877,-106.25533955555014,-75.03952825396439,-102.45797477248111,44.56702858286303,120.0
after_thermal_cycling,534.6733668341708,LSM,-94.7539052348503,-84.32773366439521,-59.37695261742515,-79.48619717222356,31.48630896886733,120.0
after_thermal_cycling,538.6934673366834,LSM,-111.17667090541569,-95.82366963379098,-67.58833545270785,-91.5295586639715,38.29420146642138,120.0
after_thermal_cycling,542.7135678391959,LSM,-112.69928742143551,-96.88950119500485,-68.34964371071776,-92.64614410905271,38.931758905914215,120.0
after_thermal_cycling,546.7336683417085,LSM,-122.19804888156168,-103.53863421709318,-73.09902444078084,-99.61190251314524,42.9270182984513,120.0
after_thermal_cycling,550.7537688442211,LSM,-98.04442949112409,-86.63110064378687,-61.022214745562046,-81.899248293491,32.83841878800097,120.0
after_thermal_cycling,554.7738693467336,LSM,-128.46906220148566,-107.92834354103996,-76.23453110074283,-104.21064561442283,45.578860831545505,120.0
after_thermal_cycling,558.7939698492462,LSM,-105.81980403027819,-92.07386282119474,-64.9099020151391,-87.601189622204,36.05864493630333,120.0
after_thermal_cycling,562.8140703517588,LSM,-120.63840233598125,-102.44688163518687,-72.31920116799063,-98.46816171305291,42.26910075488746,120.0
after_thermal_cycling,566.8341708542713,LSM,-126.63159677229153,-106.64211774060408,-75.31579838614577,-102.86317096634713,44.80082990449697,120.0
after_thermal_cycling,570.8542713567839,LSM,-132.5430673496489,-110.78014714475424,-78.27153367482445,-107.19824938974254,47.30662751137264,120.0
after_thermal_cycling,574.8743718592964,LSM,-135.45881700306117,-112.82117190214282,-79.72940850153059,-109.33646580224486,48.545312608982655,120.0
after_thermal_cycling,578.894472361809,LSM,-126.77429398777444,-106.74200579144211,-75.38714699388721,-102.9678155910346,44.86122276959743,120.0
after_thermal_cycling,582.9145728643216,LSM,-108.81522418141563,-94.17065692699094,-66.40761209070781,-89.79783106637147,37.307208230359336,120.0
after_thermal_cycling,586.9346733668341,LSM,-124.38907849830726,-105.07235494881508,-74.19453924915364,-101.21865756542532,43.852406327957574,120.0
after_thermal_cycling,590.9547738693467,LSM,-107.55674924378899,-93.28972447065229,-65.7783746218945,-88.87494944544527,36.78216247330626,120.0
after_thermal_cycling,594.9748743718592,LSM,-127.45366833996391,-107.21756783797474,-75.72683416998196,-103.46602344930687,45.14881750236585,120.0
after_thermal_cycling,598.9949748743718,LSM,-123.63525051719118,-104.54467536203383,-73.81762525859558,-100.66585037927354,43.53388022115521,120.0
after_thermal_cycling,603.0150753768844,LSM,-126.04007264549942,-106.22805085184959,-75.02003632274972,-102.42938660669957,44.55053582604402,120.0
after_thermal_cycling,607.0351758793969,LSM,-131.4159441353666,-109.99116089475662,-77.7079720676833,-106.37169236593552,46.828260064701546,120.0
after_thermal_cycling,611.0552763819095,LSM,-113.34217015373208,-97.33951910761246,-68.67108507686605,-93.11759144607021,39.201210390903334,120.0
after_thermal_cycling,615.0753768844221,LSM,-106.79814372435025,-92.75870060704518,-65.39907186217513,-88.3186387311902,36.46600059747918,120.0
after_thermal_cycling,619.0954773869346,LSM,-115.86759051835274,-99.10731336284691,-69.93379525917636,-94.96956638012534,40.26111396736619,120.0
after_thermal_cycling,623.1155778894472,LSM,-119.95356321848382,-101.96749425293868,-71.97678160924191,-97.96594636022148,41.98043053192185,120.0
after_thermal_cycling,627.1356783919598,LSM,-128.30184506767088,-107.8112915473696,-76.15092253383544,-104.08801971629198,45.50802385718144,120.0
after_thermal_cycling,631.1557788944723,LSM,-105.57100786029558,-91.89970550220691,-64.7855039301478,-87.41873909755009,35.955123180797436,120.0
after_thermal_cycling,635.1758793969849,LSM,-108.07042919047984,-93.64930043333588,-66.03521459523992,-89.25164807301856,36.99639142789285,120.0
after_thermal_cycling,639.1959798994974,LSM,-112.80801546520628,-96.96561082564439,-68.40400773260313,-92.72587800781794,38.97731942248669,120.0
after_thermal_cycling,643.21608040201,LSM,-122.61990092768741,-103.83393064938119,-73.3099504638437,-99.9212606803041,43.105088217118926,120.0
after_thermal_cycling,647.2361809045226,LSM,-116.89185869582265,-99.82430108707585,-70.44592934791133,-95.7206963769366,40.69161216862513,120.0
after_thermal_cycling,651.2562814070351,LSM,-132.4721857476452,-110.73053002335165,-78.2360928738226,-107.14626954827315,47.27653651398498,120.0
after_thermal_cycling,655.2763819095477,LSM,-119.199498088239,-101.4396486617673,-71.5997490441195,-97.4129652647086,41.662740967832384,120.0
after_thermal_cycling,659.2964824120602,LSM,-122.41412876017216,-103.68989013212051,-73.20706438008608,-99.77036109079292,43.018222667464144,120.0
after_thermal_cycling,663.3165829145728,LSM,-132.78488053176767,-110.94941637223735,-78.39244026588383,-107.37557905662963,47.409291000443936,120.0
after_thermal_cycling,667.3366834170854,LSM,-115.15242587115577,-98.60669810980903,-69.57621293557789,-94.44511230551423,39.96073924587101,120.0
after_thermal_cycling,671.3567839195979,LSM,-109.87131217638975,-94.90991852347283,-66.93565608819488,-90.57229559601916,37.7483325629033,120.0
after_thermal_cycling,675.3768844221105,LSM,-101.94590730610926,-89.36213511427648,-62.97295365305463,-84.76033202448012,34.45019112582965,120.0
after_thermal_cycling,679.3969849246231,LSM,-109.82080592775701,-94.8745641494299,-66.91040296387851,-90.53525768035513,37.727225823204535,120.0
after_thermal_cycling,683.4170854271356,LSM,-130.284046571402,-109.1988325999814,-77.142023285701,-105.54163415236145,46.348138638626644,120.0
after_thermal_cycling,687.4371859296482,LSM,-93.50061603294296,-83.45043122306006,-58.75030801647148,-78.56711842415817,30.973264345021004,120.0
after_thermal_cycling,691.4572864321608,LSM,-114.8031902637256,-98.36223318460792,-69.4015951318628,-94.18900619339877,39.81412102895834,120.0
after_thermal_cycling,695.4773869346733,LSM,-125.93576257074503,-106.15503379952152,-74.96788128537251,-102.35289255187969,44.50640760262125,120.0
after_thermal_cycling,699.4974874371859,LSM,-123.01109564002576,-104.10776694801802,-73.50554782001288,-100.20813680268554,43.27026066570497,120.0
after_thermal_cycling,703.5175879396984,LSM,-124.74953657962726,-105.32467560573909,-74.37476828981363,-101.48299349172665,44.004768303967204,120.0
after_thermal_cycling,707.537688442211,LSM,-129.4807593586689,-108.63653155106823,-76.74037967933445,-104.95255686302386,46.00757538623511,120.0
after_thermal_cycling,711.5577889447236,LSM,-113.00080417021766,-97.10056291915237,-68.50040208510883,-92.86725639149296,39.058114760646056,120.0
after_thermal_cycling,715.5778894472361,LSM,-114.60094444112791,-98.22066110878954,-69.30047222056396,-94.04069259016046,39.72923225274064,120.0
after_thermal_cycling,719.5979899497487,LSM,-104.68482798766314,-91.2793795913642,-64.34241399383157,-86.76887385761965,35.5866304190084,120.0
after_thermal_cycling,723.6180904522612,LSM,-110.02323120276046,-95.01626184193232,-67.01161560138023,-90.68370288202435,37.811826305378304,120.0
after_thermal_cycling,727.6381909547738,LSM,-130.02847774047336,-109.01993441833135,-77.01423887023668,-105.35421700968045,46.23977164209485,120.0
after_thermal_cycling,731.6582914572864,LSM,-122.98639692843248,-104.09047784990274,-73.49319846421625,-100.19002441418382,43.259831008953306,120.0
after_thermal_cycling,735.6783919597989,LSM,-118.03083866117113,-100.6215870628198,-71.01541933058557,-96.5559483515255,41.170722994833866,120.0
after_thermal_cycling,739.6984924623115,LSM,-130.2980255600031,-109.20861789200217,-77.14901278000156,-105.55188541066894,46.35406646246541,120.0
after_thermal_cycling,743.7185929648241,LSM,-104.03890048829143,-90.827230341804,-64.01945024414572,-86.29519369141371,35.31827925924227,120.0
after_thermal_cycling,747.7386934673366,LSM,-131.922845283121,-110.3459916981847,-77.9614226415605,-106.74341987428873,47.043363278522925,120.0
after_thermal_cycling,751.7587939698492,LSM,-116.13827862395216,-99.29679503676651,-70.06913931197607,-95.16807099089824,40.37485000300669,120.0
after_thermal_cycling,755.7788944723618,LSM,-125.4819727591775,-105.83738093142425,-74.74098637958875,-102.02011335673016,44.31446400993735,120.0
after_thermal_cycling,759.7989949748743,LSM,-117.28376396794195,-100.09863477755937,-70.64188198397098,-96.00809357649077,40.8564199694454,120.0
after_thermal_cycling,763.8190954773869,LSM,-130.41224561062126,-109.28857192743489,-77.20612280531063,-105.63564678112225,46.40250335661444,120.0
after_thermal_cycling,767.8391959798994,LSM,-109.76817416056586,-94.8377219123961,-66.88408708028294,-90.49666105108163,37.70523192722263,120.0
after_thermal_cycling,771.859296482412,LSM,-108.96629950289771,-94.2764096520284,-66.48314975144885,-89.90861963545831,37.370283465180364,120.0
after_thermal_cycling,775.8793969849246,LSM,-107.95078901185875,-93.56555230830112,-65.97539450592937,-89.16391194202976,36.94648553317055,120.0
after_thermal_cycling,779.8994974874371,LSM,-123.20604387233429,-104.244230710634,-73.60302193616714,-100.35109883971181,43.35258826609765,120.0
after_thermal_cycling,783.9195979899497,LSM,-111.78210413221221,-96.24747289254856,-67.89105206610611,-91.97354303028897,38.547605770710774,120.0
after_thermal_cycling,787.9396984924622,LSM,-110.98644255315659,-95.6905097872096,-67.4932212765783,-91.39005787231484,38.21461065839579,120.0
after_thermal_cycling,791.9597989949748,LSM,-114.86964066099272,-98.4087484626949,-69.43482033049636,-94.23773648472799,39.842015397305595,120.0
after_thermal_cycling,795.9798994974874,LSM,-137.29779093948426,-114.10845365763898,-80.64889546974213,-110.68504668895513,49.327399868846754,120.0
after_thermal_cycling,800.0,LSM,-140.49266427613497,-116.34486499329446,-82.24633213806749,-113.02795380249897,50.68757915220167,120.0
after_100h_operation,0.0,Ni-YSZ,-277.05390604568964,-234.43773423198274,-165.52695302284482,-225.67286443350574,97.47588193360677,109.8
after_100h_operation,4.0201005025125625,Ni-YSZ,-275.22501724046185,-233.1575120683233,-164.61250862023093,-224.331679309672,96.70372162530137,109.8
after_100h_operation,8.040201005025125,Ni-YSZ,-283.3920993726406,-238.8744695608484,-168.6960496863203,-230.32087287326976,100.15491449198133,109.8
