rubber_id,wavenumber_cm_1,absorbance_AU
CR_1_4mm,680,0.0427
CR_1_4mm,676,0.0479
CR_1_4mm,672,0.0435
CR_1_4mm,668,0.0487
CR_1_4mm,664,0.0481
CR_1_4mm,660,0.0538
CR_1_4mm,656,0.0414
CR_1_4mm,652,0.0409
CR_1_4mm,648,0.0469
CR_1_4mm,644,0.0558
CR_1_4mm,640,0.0594
CR_1_4mm,636,0.0462
CR_1_4mm,632,0.0575
CR_1_4mm,628,0.0586
CR_1_4mm,624,0.0432
CR_1_4mm,620,0.0442
CR_1_4mm,616,0.0444
CR_1_4mm,612,0.0546
CR_1_4mm,608,0.0418
CR_1_4mm,604,0.0568
CR_1_4mm,600,0.0427
