cycle,cell,frequency_Hz,Z_real,Z_imag
100,2,1420.8308,0.2214,-0.00135
100,2,1867.1811,0.2214,-0.00103
100,2,2453.7511,0.2214,-0.00078
100,2,3224.5905,0.2214,-0.0006
100,2,4237.5872,0.22139,-0.00045
100,2,5568.814,0.22139,-0.00035
100,2,7318.2422,0.22139,-0.00026
100,2,9617.2487,0.22139,-0.0002
100,2,12638.482,0.22139,-0.00015
100,2,16608.8278,0.22139,-0.00012
100,2,21826.4473,0.22139,-9e-05
100,2,28683.1681,0.22139,-7e-05
100,2,37693.9098,0.22139,-5e-05
100,2,49535.3521,0.22139,-4e-05
100,2,65096.7523,0.22139,-3e-05
100,2,85546.7254,0.22139,-2e-05
100,2,112421.0035,0.22139,-2e-05
100,2,147737.7653,0.22139,-1e-05
100,2,194149.1946,0.22139,-1e-05
100,2,255140.652,0.22139,-1e-05
100,2,335292.4149,0.22139,-1e-05
100,2,440623.6428,0.22139,-0.0
100,2,579044.3981,0.22139,-0.0
100,2,760949.6685,0.22139,-0.0
100,2,1000000.0,0.22139,-0.0
100,3,0.1,0.40252,-0.00171
100,3,0.1314,0.40251,-0.00224
100,3,0.1727,0.40249,-0.00295
100,3,0.227,0.40245,-0.00387
100,3,0.2982,0.40239,-0.00509
100,3,0.3919,0.40229,-0.00668
100,3,0.5151,0.40211,-0.00877
100,3,0.6769,0.4018,-0.01151
100,3,0.8895,0.40127,-0.01508
100,3,1.169,0.40036,-0.01972
100,3,1.5362,0.39881,-0.02569
100,3,2.0188,0.39621,-0.03326
100,3,2.6529,0.39188,-0.04263
100,3,3.4864,0.38488,-0.05372
100,3,4.5816,0.37407,-0.06593
100,3,6.0209,0.35841,-0.07775
100,3,7.9123,0.3378,-0.08681
100,3,10.398,0.31379,-0.09055
100,3,13.6645,0.28953,-0.08775
100,3,17.9571,0.26827,-0.07933
100,3,23.5983,0.25185,-0.06775
100,3,31.0117,0.24038,-0.05548
100,3,40.7539,0.23289,-0.04417
100,3,53.5567,0.22823,-0.03453
100,3,70.3814,0.22542,-0.0267
100,3,92.4915,0.22375,-0.02051
100,3,121.5474,0.22276,-0.01569
100,3,159.7312,0.22219,-0.01198
100,3,209.9104,0.22186,-0.00913
100,3,275.8532,0.22166,-0.00696
100,3,362.5117,0.22155,-0.0053
100,3,476.3938,0.22148,-0.00403
100,3,626.0517,0.22145,-0.00307
100,3,822.7241,0.22142,-0.00234
100,3,1081.1808,0.22141,-0.00178
100,3,1420.8308,0.2214,-0.00135
100,3,1867.1811,0.2214,-0.00103
100,3,2453.7511,0.2214,-0.00078
100,3,3224.5905,0.2214,-0.0006
100,3,4237.5872,0.22139,-0.00045
100,3,5568.814,0.22139,-0.00035
100,3,7318.2422,0.22139,-0.00026
100,3,9617.2487,0.22139,-0.0002
100,3,12638.482,0.22139,-0.00015
100,3,16608.8278,0.22139,-0.00012
100,3,21826.4473,0.22139,-9e-05
100,3,28683.1681,0.22139,-7e-05
100,3,37693.9098,0.22139,-5e-05
100,3,49535.3521,0.22139,-4e-05
100,3,65096.7523,0.22139,-3e-05
100,3,85546.7254,0.22139,-2e-05
100,3,112421.0035,0.22139,-2e-05
100,3,147737.7653,0.22139,-1e-05
100,3,194149.1946,0.22139,-1e-05
100,3,255140.652,0.22139,-1e-05
100,3,335292.4149,0.22139,-1e-05
100,3,440623.6428,0.22139,-0.0
100,3,579044.3981,0.22139,-0.0
100,3,760949.6685,0.22139,-0.0
100,3,1000000.0,0.22139,-0.0
100,4,0.1,0.40252,-0.00171
100,4,0.1314,0.40251,-0.00224
100,4,0.1727,0.40249,-0.00295
100,4,0.227,0.40245,-0.00387
100,4,0.2982,0.40239,-0.00509
100,4,0.3919,0.40229,-0.00668
100,4,0.5151,0.40211,-0.00877
100,4,0.6769,0.4018,-0.01151
100,4,0.8895,0.40127,-0.01508
100,4,1.169,0.40036,-0.01972
100,4,1.5362,0.39881,-0.02569
100,4,2.0188,0.39621,-0.03326
100,4,2.6529,0.39188,-0.04263
100,4,3.4864,0.38488,-0.05372
100,4,4.5816,0.37407,-0.06593
100,4,6.0209,0.35841,-0.07775
100,4,7.9123,0.3378,-0.08681
100,4,10.398,0.31379,-0.09055
100,4,13.6645,0.28953,-0.08775
100,4,17.9571,0.26827,-0.07933
100,4,23.5983,0.25185,-0.06775
100,4,31.0117,0.24038,-0.05548
100,4,40.7539,0.23289,-0.04417
100,4,53.5567,0.22823,-0.03453
100,4,70.3814,0.22542,-0.0267
100,4,92.4915,0.22375,-0.02051
100,4,121.5474,0.22276,-0.01569
100,4,159.7312,0.22219,-0.01198
100,4,209.9104,0.22186,-0.00913
100,4,275.8532,0.22166,-0.00696
100,4,362.5117,0.22155,-0.0053
100,4,476.3938,0.22148,-0.00403
100,4,626.0517,0.22145,-0.00307
100,4,822.7241,0.22142,-0.00234
100,4,1081.1808,0.22141,-0.00178
100,4,1420.8308,0.2214,-0.00135
100,4,1867.1811,0.2214,-0.00103
100,4,2453.7511,0.2214,-0.00078
100,4,3224.5905,0.2214,-0.0006
100,4,4237.5872,0.22139,-0.00045
100,4,5568.814,0.22139,-0.00035
100,4,7318.2422,0.22139,-0.00026
100,4,9617.2487,0.22139,-0.0002
100,4,12638.482,0.22139,-0.00015
100,4,16608.8278,0.22139,-0.00012
100,4,21826.4473,0.22139,-9e-05
100,4,28683.1681,0.22139,-7e-05
100,4,37693.9098,0.22139,-5e-05
100,4,49535.3521,0.22139,-4e-05
100,4,65096.7523,0.22139,-3e-05
100,4,85546.7254,0.22139,-2e-05
100,4,112421.0035,0.22139,-2e-05
100,4,147737.7653,0.22139,-1e-05
100,4,194149.1946,0.22139,-1e-05
100,4,255140.652,0.22139,-1e-05
100,4,335292.4149,0.22139,-1e-05
100,4,440623.6428,0.22139,-0.0
100,4,579044.3981,0.22139,-0.0
100,4,760949.6685,0.22139,-0.0
100,4,1000000.0,0.22139,-0.0
100,5,0.1,0.40252,-0.00171
100,5,0.1314,0.40251,-0.00224
100,5,0.1727,0.40249,-0.00295
100,5,0.227,0.40245,-0.00387
100,5,0.2982,0.40239,-0.00509
100,5,0.3919,0.40229,-0.00668
100,5,0.5151,0.40211,-0.00877
100,5,0.6769,0.4018,-0.01151
100,5,0.8895,0.40127,-0.01508
100,5,1.169,0.40036,-0.01972
100,5,1.5362,0.39881,-0.02569
100,5,2.0188,0.39621,-0.03326
100,5,2.6529,0.39188,-0.04263
100,5,3.4864,0.38488,-0.05372
100,5,4.5816,0.37407,-0.06593
100,5,6.0209,0.35841,-0.07775
100,5,7.9123,0.3378,-0.08681
100,5,10.398,0.31379,-0.09055
100,5,13.6645,0.28953,-0.08775
100,5,17.9571,0.26827,-0.07933
100,5,23.5983,0.25185,-0.06775
100,5,31.0117,0.24038,-0.05548
100,5,40.7539,0.23289,-0.04417
100,5,53.5567,0.22823,-0.03453
100,5,70.3814,0.22542,-0.0267
100,5,92.4915,0.22375,-0.02051
100,5,121.5474,0.22276,-0.01569
100,5,159.7312,0.22219,-0.01198
100,5,209.9104,0.22186,-0.00913
100,5,275.8532,0.22166,-0.00696
100,5,362.5117,0.22155,-0.0053
100,5,476.3938,0.22148,-0.00403
100,5,626.0517,0.22145,-0.00307
100,5,822.7241,0.22142,-0.00234
100,5,1081.1808,0.22141,-0.00178
100,5,1420.8308,0.2214,-0.00135
100,5,1867.1811,0.2214,-0.00103
100,5,2453.7511,0.2214,-0.00078
100,5,3224.5905,0.2214,-0.0006
100,5,4237.5872,0.22139,-0.00045
100,5,5568.814,0.22139,-0.00035
100,5,7318.2422,0.22139,-0.00026
100,5,9617.2487,0.22139,-0.0002
100,5,12638.482,0.22139,-0.00015
100,5,16608.8278,0.22139,-0.00012
100,5,21826.4473,0.22139,-9e-05
100,5,28683.1681,0.22139,-7e-05
100,5,37693.9098,0.22139,-5e-05
100,5,49535.3521,0.22139,-4e-05
100,5,65096.7523,0.22139,-3e-05
100,5,85546.7254,0.22139,-2e-05
100,5,112421.0035,0.22139,-2e-05
100,5,147737.7653,0.22139,-1e-05
100,5,194149.1946,0.22139,-1e-05
100,5,255140.652,0.22139,-1e-05
100,5,335292.4149,0.22139,-1e-05
100,5,440623.6428,0.22139,-0.0
100,5,579044.3981,0.22139,-0.0
100,5,760949.6685,0.22139,-0.0
100,5,1000000.0,0.22139,-0.0
150,1,0.1,0.40316,-0.00171
150,1,0.1314,0.40314,-0.00225
150,1,0.1727,0.40312,-0.00295
150,1,0.227,0.40309,-0.00388
150,1,0.2982,0.40303,-0.0051
150,1,0.3919,0.40292,-0.00669
150,1,0.5151,0.40275,-0.00879
150,1,0.6769,0.40244,-0.01153
150,1,0.8895,0.40191,-0.0151
150,1,1.169,0.401,-0.01975
150,1,1.5362,0.39945,-0.02573
150,1,2.0188,0.39683,-0.03331
150,1,2.6529,0.3925,-0.04269
150,1,3.4864,0.38549,-0.0538
150,1,4.5816,0.37466,-0.06603
150,1,6.0209,0.35898,-0.07788
150,1,7.9123,0.33834,-0.08694
150,1,10.398,0.31429,-0.0907
150,1,13.6645,0.28999,-0.08789
150,1,17.9571,0.26869,-0.07946
150,1,23.5983,0.25225,-0.06786
150,1,31.0117,0.24076,-0.05557
150,1,40.7539,0.23326,-0.04424
150,1,53.5567,0.2286,-0.03459
150,1,70.3814,0.22578,-0.02674
150,1,92.4915,0.2241,-0.02054
150,1,121.5474,0.22312,-0.01572
150,1,159.7312,0.22254,-0.012
150,1,209.9104,0.22221,-0.00915
150,1,275.8532,0.22201,-0.00697
150,1,362.5117,0.2219,-0.00531
150,1,476.3938,0.22183,-0.00404
150,1,626.0517,0.2218,-0.00307
150,1,822.7241,0.22177,-0.00234
150,1,1081.1808,0.22176,-0.00178
150,1,1420.8308,0.22175,-0.00135
150,1,1867.1811,0.22175,-0.00103
150,1,2453.7511,0.22175,-0.00078
150,1,3224.5905,0.22175,-0.0006
150,1,4237.5872,0.22175,-0.00045
150,1,5568.814,0.22175,-0.00035
150,1,7318.2422,0.22174,-0.00026
150,1,9617.2487,0.22174,-0.0002
150,1,12638.482,0.22174,-0.00015
150,1,16608.8278,0.22174,-0.00012
150,1,21826.4473,0.22174,-9e-05
150,1,28683.1681,0.22174,-7e-05
150,1,37693.9098,0.22174,-5e-05
150,1,49535.3521,0.22174,-4e-05
150,1,65096.7523,0.22174,-3e-05
150,1,85546.7254,0.22174,-2e-05
150,1,112421.0035,0.22174,-2e-05
150,1,147737.7653,0.22174,-1e-05
150,1,194149.1946,0.22174,-1e-05
150,1,255140.652,0.22174,-1e-05
150,1,335292.4149,0.22174,-1e-05
150,1,440623.6428,0.22174,-0.0
150,1,579044.3981,0.22174,-0.0
150,1,760949.6685,0.22174,-0.0
150,1,1000000.0,0.22174,-0.0
150,2,0.1,0.40316,-0.00171
150,2,0.1314,0.40314,-0.00225
150,2,0.1727,0.40312,-0.00295
150,2,0.227,0.40309,-0.00388
150,2,0.2982,0.40303,-0.0051
150,2,0.3919,0.40292,-0.00669
150,2,0.5151,0.40275,-0.00879
150,2,0.6769,0.40244,-0.01153
150,2,0.8895,0.40191,-0.0151
150,2,1.169,0.401,-0.01975
150,2,1.5362,0.39945,-0.02573
150,2,2.0188,0.39683,-0.03331
150,2,2.6529,0.3925,-0.04269
150,2,3.4864,0.38549,-0.0538
150,2,4.5816,0.37466,-0.06603
150,2,6.0209,0.35898,-0.07788
150,2,7.9123,0.33834,-0.08694
150,2,10.398,0.31429,-0.0907
150,2,13.6645,0.28999,-0.08789
150,2,17.9571,0.26869,-0.07946
150,2,23.5983,0.25225,-0.06786
150,2,31.0117,0.24076,-0.05557
150,2,40.7539,0.23326,-0.04424
150,2,53.5567,0.2286,-0.03459
150,2,70.3814,0.22578,-0.02674
150,2,92.4915,0.2241,-0.02054
150,2,121.5474,0.22312,-0.01572
150,2,159.7312,0.22254,-0.012
150,2,209.9104,0.22221,-0.00915
150,2,275.8532,0.22201,-0.00697
150,2,362.5117,0.2219,-0.00531
150,2,476.3938,0.22183,-0.00404
150,2,626.0517,0.2218,-0.00307
150,2,822.7241,0.22177,-0.00234
150,2,1081.1808,0.22176,-0.00178
150,2,1420.8308,0.22175,-0.00135
150,2,1867.1811,0.22175,-0.00103
150,2,2453.7511,0.22175,-0.00078
150,2,3224.5905,0.22175,-0.0006
150,2,4237.5872,0.22175,-0.00045
150,2,5568.814,0.22175,-0.00035
150,2,7318.2422,0.22174,-0.00026
150,2,9617.2487,0.22174,-0.0002
150,2,12638.482,0.22174,-0.00015
150,2,16608.8278,0.22174,-0.00012
150,2,21826.4473,0.22174,-9e-05
150,2,28683.1681,0.22174,-7e-05
150,2,37693.9098,0.22174,-5e-05
150,2,49535.3521,0.22174,-4e-05
150,2,65096.7523,0.22174,-3e-05
150,2,85546.7254,0.22174,-2e-05
150,2,112421.0035,0.22174,-2e-05
150,2,147737.7653,0.22174,-1e-05
150,2,194149.1946,0.22174,-1e-05
150,2,255140.652,0.22174,-1e-05
150,2,335292.4149,0.22174,-1e-05
150,2,440623.6428,0.22174,-0.0
150,2,579044.3981,0.22174,-0.0
150,2,760949.6685,0.22174,-0.0
150,2,1000000.0,0.22174,-0.0
150,3,0.1,0.40316,-0.00171
150,3,0.1314,0.40314,-0.00225
150,3,0.1727,0.40312,-0.00295
150,3,0.227,0.40309,-0.00388
150,3,0.2982,0.40303,-0.0051
150,3,0.3919,0.40292,-0.00669
150,3,0.5151,0.40275,-0.00879
150,3,0.6769,0.40244,-0.01153
150,3,0.8895,0.40191,-0.0151
150,3,1.169,0.401,-0.01975
150,3,1.5362,0.39945,-0.02573
150,3,2.0188,0.39683,-0.03331
150,3,2.6529,0.3925,-0.04269
150,3,3.4864,0.38549,-0.0538
150,3,4.5816,0.37466,-0.06603
150,3,6.0209,0.35898,-0.07788
150,3,7.9123,0.33834,-0.08694
150,3,10.398,0.31429,-0.0907
150,3,13.6645,0.28999,-0.08789
150,3,17.9571,0.26869,-0.07946
150,3,23.5983,0.25225,-0.06786
150,3,31.0117,0.24076,-0.05557
150,3,40.7539,0.23326,-0.04424
150,3,53.5567,0.2286,-0.03459
150,3,70.3814,0.22578,-0.02674
150,3,92.4915,0.2241,-0.02054
150,3,121.5474,0.22312,-0.01572
150,3,159.7312,0.22254,-0.012
150,3,209.9104,0.22221,-0.00915
150,3,275.8532,0.22201,-0.00697
150,3,362.5117,0.2219,-0.00531
150,3,476.3938,0.22183,-0.00404
150,3,626.0517,0.2218,-0.00307
150,3,822.7241,0.22177,-0.00234
150,3,1081.1808,0.22176,-0.00178
150,3,1420.8308,0.22175,-0.00135
150,3,1867.1811,0.22175,-0.00103
150,3,2453.7511,0.22175,-0.00078
150,3,3224.5905,0.22175,-0.0006
150,3,4237.5872,0.22175,-0.00045
150,3,5568.814,0.22175,-0.00035
150,3,7318.2422,0.22174,-0.00026
150,3,9617.2487,0.22174,-0.0002
150,3,12638.482,0.22174,-0.00015
150,3,16608.8278,0.22174,-0.00012
150,3,21826.4473,0.22174,-9e-05
150,3,28683.1681,0.22174,-7e-05
150,3,37693.9098,0.22174,-5e-05
150,3,49535.3521,0.22174,-4e-05
150,3,65096.7523,0.22174,-3e-05
150,3,85546.7254,0.22174,-2e-05
150,3,112421.0035,0.22174,-2e-05
150,3,147737.7653,0.22174,-1e-05
150,3,194149.1946,0.22174,-1e-05
150,3,255140.652,0.22174,-1e-05
150,3,335292.4149,0.22174,-1e-05
150,3,440623.6428,0.22174,-0.0
150,3,579044.3981,0.22174,-0.0
150,3,760949.6685,0.22174,-0.0
150,3,1000000.0,0.22174,-0.0
150,4,0.1,0.40316,-0.00171
150,4,0.1314,0.40314,-0.00225
150,4,0.1727,0.40312,-0.00295
150,4,0.227,0.40309,-0.00388
150,4,0.2982,0.40303,-0.0051
150,4,0.3919,0.40292,-0.00669
150,4,0.5151,0.40275,-0.00879
150,4,0.6769,0.40244,-0.01153
150,4,0.8895,0.40191,-0.0151
150,4,1.169,0.401,-0.01975
150,4,1.5362,0.39945,-0.02573
150,4,2.0188,0.39683,-0.03331
150,4,2.6529,0.3925,-0.04269
150,4,3.4864,0.38549,-0.0538
150,4,4.5816,0.37466,-0.06603
150,4,6.0209,0.35898,-0.07788
150,4,7.9123,0.33834,-0.08694
150,4,10.398,0.31429,-0.0907
150,4,13.6645,0.28999,-0.08789
150,4,17.9571,0.26869,-0.07946
150,4,23.5983,0.25225,-0.06786
150,4,31.0117,0.24076,-0.05557
150,4,40.7539,0.23326,-0.04424
150,4,53.5567,0.2286,-0.03459
150,4,70.3814,0.22578,-0.02674
150,4,92.4915,0.2241,-0.02054
150,4,121.5474,0.22312,-0.01572
150,4,159.7312,0.22254,-0.012
150,4,209.9104,0.22221,-0.00915
150,4,275.8532,0.22201,-0.00697
150,4,362.5117,0.2219,-0.00531
150,4,476.3938,0.22183,-0.00404
150,4,626.0517,0.2218,-0.00307
150,4,822.7241,0.22177,-0.00234
150,4,1081.1808,0.22176,-0.00178
150,4,1420.8308,0.22175,-0.00135
150,4,1867.1811,0.22175,-0.00103
150,4,2453.7511,0.22175,-0.00078
150,4,3224.5905,0.22175,-0.0006
150,4,4237.5872,0.22175,-0.00045
150,4,5568.814,0.22175,-0.00035
150,4,7318.2422,0.22174,-0.00026
150,4,9617.2487,0.22174,-0.0002
150,4,12638.482,0.22174,-0.00015
150,4,16608.8278,0.22174,-0.00012
150,4,21826.4473,0.22174,-9e-05
150,4,28683.1681,0.22174,-7e-05
150,4,37693.9098,0.22174,-5e-05
150,4,49535.3521,0.22174,-4e-05
150,4,65096.7523,0.22174,-3e-05
150,4,85546.7254,0.22174,-2e-05
150,4,112421.0035,0.22174,-2e-05
150,4,147737.7653,0.22174,-1e-05
150,4,194149.1946,0.22174,-1e-05
150,4,255140.652,0.22174,-1e-05
150,4,335292.4149,0.22174,-1e-05
150,4,440623.6428,0.22174,-0.0
150,4,579044.3981,0.22174,-0.0
150,4,760949.6685,0.22174,-0.0
150,4,1000000.0,0.22174,-0.0
150,5,0.1,0.40316,-0.00171
150,5,0.1314,0.40314,-0.00225
150,5,0.1727,0.40312,-0.00295
150,5,0.227,0.40309,-0.00388
150,5,0.2982,0.40303,-0.0051
150,5,0.3919,0.40292,-0.00669
150,5,0.5151,0.40275,-0.00879
150,5,0.6769,0.40244,-0.01153
150,5,0.8895,0.40191,-0.0151
150,5,1.169,0.401,-0.01975
150,5,1.5362,0.39945,-0.02573
150,5,2.0188,0.39683,-0.03331
150,5,2.6529,0.3925,-0.04269
150,5,3.4864,0.38549,-0.0538
150,5,4.5816,0.37466,-0.06603
150,5,6.0209,0.35898,-0.07788
150,5,7.9123,0.33834,-0.08694
150,5,10.398,0.31429,-0.0907
150,5,13.6645,0.28999,-0.08789
150,5,17.9571,0.26869,-0.07946
150,5,23.5983,0.25225,-0.06786
150,5,31.0117,0.24076,-0.05557
150,5,40.7539,0.23326,-0.04424
150,5,53.5567,0.2286,-0.03459
150,5,70.3814,0.22578,-0.02674
150,5,92.4915,0.2241,-0.02054
150,5,121.5474,0.22312,-0.01572
150,5,159.7312,0.22254,-0.012
150,5,209.9104,0.22221,-0.00915
150,5,275.8532,0.22201,-0.00697
150,5,362.5117,0.2219,-0.00531
150,5,476.3938,0.22183,-0.00404
150,5,626.0517,0.2218,-0.00307
150,5,822.7241,0.22177,-0.00234
150,5,1081.1808,0.22176,-0.00178
150,5,1420.8308,0.22175,-0.00135
150,5,1867.1811,0.22175,-0.00103
150,5,2453.7511,0.22175,-0.00078
150,5,3224.5905,0.22175,-0.0006
150,5,4237.5872,0.22175,-0.00045
150,5,5568.814,0.22175,-0.00035
150,5,7318.2422,0.22174,-0.00026
150,5,9617.2487,0.22174,-0.0002
150,5,12638.482,0.22174,-0.00015
150,5,16608.8278,0.22174,-0.00012
150,5,21826.4473,0.22174,-9e-05
150,5,28683.1681,0.22174,-7e-05
150,5,37693.9098,0.22174,-5e-05
150,5,49535.3521,0.22174,-4e-05
150,5,65096.7523,0.22174,-3e-05
150,5,85546.7254,0.22174,-2e-05
150,5,112421.0035,0.22174,-2e-05
150,5,147737.7653,0.22174,-1e-05
150,5,194149.1946,0.22174,-1e-05
150,5,255140.652,0.22174,-1e-05
150,5,335292.4149,0.22174,-1e-05
150,5,440623.6428,0.22174,-0.0
150,5,579044.3981,0.22174,-0.0
150,5,760949.6685,0.22174,-0.0
150,5,1000000.0,0.22174,-0.0
200,1,0.1,0.4037,-0.00171
200,1,0.1314,0.40369,-0.00225
200,1,0.1727,0.40367,-0.00296
200,1,0.227,0.40364,-0.00388
200,1,0.2982,0.40358,-0.0051
200,1,0.3919,0.40347,-0.0067
200,1,0.5151,0.40329,-0.0088
200,1,0.6769,0.40298,-0.01154
200,1,0.8895,0.40245,-0.01512
200,1,1.169,0.40154,-0.01978
200,1,1.5362,0.39999,-0.02576
200,1,2.0188,0.39737,-0.03336
200,1,2.6529,0.39303,-0.04275
200,1,3.4864,0.38602,-0.05388
200,1,4.5816,0.37517,-0.06612
200,1,6.0209,0.35947,-0.07798
200,1,7.9123,0.3388,-0.08706
200,1,10.398,0.31472,-0.09082
200,1,13.6645,0.29038,-0.08801
200,1,17.9571,0.26906,-0.07957
200,1,23.5983,0.2526,-0.06795
200,1,31.0117,0.24108,-0.05564
200,1,40.7539,0.23358,-0.0443
200,1,53.5567,0.22891,-0.03463
200,1,70.3814,0.22608,-0.02678
200,1,92.4915,0.22441,-0.02057
200,1,121.5474,0.22342,-0.01574
200,1,159.7312,0.22284,-0.01201
200,1,209.9104,0.22251,-0.00916
200,1,275.8532,0.22231,-0.00698
200,1,362.5117,0.2222,-0.00531
200,1,476.3938,0.22214,-0.00404
200,1,626.0517,0.2221,-0.00308
200,1,822.7241,0.22208,-0.00234
200,1,1081.1808,0.22206,-0.00178
200,1,1420.8308,0.22206,-0.00136
200,1,1867.1811,0.22205,-0.00103
200,1,2453.7511,0.22205,-0.00079
200,1,3224.5905,0.22205,-0.0006
200,1,4237.5872,0.22205,-0.00045
200,1,5568.814,0.22205,-0.00035
200,1,7318.2422,0.22205,-0.00026
200,1,9617.2487,0.22205,-0.0002
200,1,12638.482,0.22205,-0.00015
200,1,16608.8278,0.22205,-0.00012
200,1,21826.4473,0.22205,-9e-05
200,1,28683.1681,0.22205,-7e-05
200,1,37693.9098,0.22205,-5e-05
200,1,49535.3521,0.22205,-4e-05
200,1,65096.7523,0.22205,-3e-05
200,1,85546.7254,0.22205,-2e-05
200,1,112421.0035,0.22205,-2e-05
200,1,147737.7653,0.22205,-1e-05
200,1,194149.1946,0.22205,-1e-05
200,1,255140.652,0.22205,-1e-05
200,1,335292.4149,0.22205,-1e-05
200,1,440623.6428,0.22205,-0.0
200,1,579044.3981,0.22205,-0.0
200,1,760949.6685,0.22205,-0.0
200,1,1000000.0,0.22205,-0.0
200,2,0.1,0.4037,-0.00171
200,2,0.1314,0.40369,-0.00225
200,2,0.1727,0.40367,-0.00296
200,2,0.227,0.40364,-0.00388
200,2,0.2982,0.40358,-0.0051
200,2,0.3919,0.40347,-0.0067
200,2,0.5151,0.40329,-0.0088
200,2,0.6769,0.40298,-0.01154
200,2,0.8895,0.40245,-0.01512
200,2,1.169,0.40154,-0.01978
200,2,1.5362,0.39999,-0.02576
200,2,2.0188,0.39737,-0.03336
200,2,2.6529,0.39303,-0.04275
200,2,3.4864,0.38602,-0.05388
200,2,4.5816,0.37517,-0.06612
200,2,6.0209,0.35947,-0.07798
200,2,7.9123,0.3388,-0.08706
200,2,10.398,0.31472,-0.09082
200,2,13.6645,0.29038,-0.08801
200,2,17.9571,0.26906,-0.07957
200,2,23.5983,0.2526,-0.06795
200,2,31.0117,0.24108,-0.05564
200,2,40.7539,0.23358,-0.0443
200,2,53.5567,0.22891,-0.03463
200,2,70.3814,0.22608,-0.02678
200,2,92.4915,0.22441,-0.02057
200,2,121.5474,0.22342,-0.01574
200,2,159.7312,0.22284,-0.01201
200,2,209.9104,0.22251,-0.00916
200,2,275.8532,0.22231,-0.00698
200,2,362.5117,0.2222,-0.00531
200,2,476.3938,0.22214,-0.00404
200,2,626.0517,0.2221,-0.00308
200,2,822.7241,0.22208,-0.00234
200,2,1081.1808,0.22206,-0.00178
200,2,1420.8308,0.22206,-0.00136
200,2,1867.1811,0.22205,-0.00103
200,2,2453.7511,0.22205,-0.00079
200,2,3224.5905,0.22205,-0.0006
200,2,4237.5872,0.22205,-0.00045
200,2,5568.814,0.22205,-0.00035
200,2,7318.2422,0.22205,-0.00026
200,2,9617.2487,0.22205,-0.0002
200,2,12638.482,0.22205,-0.00015
200,2,16608.8278,0.22205,-0.00012
200,2,21826.4473,0.22205,-9e-05
200,2,28683.1681,0.22205,-7e-05
200,2,37693.9098,0.22205,-5e-05
200,2,49535.3521,0.22205,-4e-05
200,2,65096.7523,0.22205,-3e-05
200,2,85546.7254,0.22205,-2e-05
200,2,112421.0035,0.22205,-2e-05
200,2,147737.7653,0.22205,-1e-05
200,2,194149.1946,0.22205,-1e-05
200,2,255140.652,0.22205,-1e-05
200,2,335292.4149,0.22205,-1e-05
200,2,440623.6428,0.22205,-0.0
200,2,579044.3981,0.22205,-0.0
200,2,760949.6685,0.22205,-0.0
200,2,1000000.0,0.22205,-0.0
200,3,0.1,0.4037,-0.00171
200,3,0.1314,0.40369,-0.00225
200,3,0.1727,0.40367,-0.00296
200,3,0.227,0.40364,-0.00388
200,3,0.2982,0.40358,-0.0051
200,3,0.3919,0.40347,-0.0067
200,3,0.5151,0.40329,-0.0088
200,3,0.6769,0.40298,-0.01154
200,3,0.8895,0.40245,-0.01512
200,3,1.169,0.40154,-0.01978
200,3,1.5362,0.39999,-0.02576
200,3,2.0188,0.39737,-0.03336
200,3,2.6529,0.39303,-0.04275
200,3,3.4864,0.38602,-0.05388
200,3,4.5816,0.37517,-0.06612
200,3,6.0209,0.35947,-0.07798
200,3,7.9123,0.3388,-0.08706
200,3,10.398,0.31472,-0.09082
200,3,13.6645,0.29038,-0.08801
200,3,17.9571,0.26906,-0.07957
200,3,23.5983,0.2526,-0.06795
200,3,31.0117,0.24108,-0.05564
200,3,40.7539,0.23358,-0.0443
200,3,53.5567,0.22891,-0.03463
200,3,70.3814,0.22608,-0.02678
200,3,92.4915,0.22441,-0.02057
200,3,121.5474,0.22342,-0.01574
200,3,159.7312,0.22284,-0.01201
200,3,209.9104,0.22251,-0.00916
200,3,275.8532,0.22231,-0.00698
200,3,362.5117,0.2222,-0.00531
200,3,476.3938,0.22214,-0.00404
200,3,626.0517,0.2221,-0.00308
200,3,822.7241,0.22208,-0.00234
200,3,1081.1808,0.22206,-0.00178
200,3,1420.8308,0.22206,-0.00136
200,3,1867.1811,0.22205,-0.00103
200,3,2453.7511,0.22205,-0.00079
200,3,3224.5905,0.22205,-0.0006
200,3,4237.5872,0.22205,-0.00045
200,3,5568.814,0.22205,-0.00035
200,3,7318.2422,0.22205,-0.00026
200,3,9617.2487,0.22205,-0.0002
200,3,12638.482,0.22205,-0.00015
200,3,16608.8278,0.22205,-0.00012
200,3,21826.4473,0.22205,-9e-05
200,3,28683.1681,0.22205,-7e-05
200,3,37693.9098,0.22205,-5e-05
200,3,49535.3521,0.22205,-4e-05
200,3,65096.7523,0.22205,-3e-05
200,3,85546.7254,0.22205,-2e-05
200,3,112421.0035,0.22205,-2e-05
200,3,147737.7653,0.22205,-1e-05
200,3,194149.1946,0.22205,-1e-05
200,3,255140.652,0.22205,-1e-05
200,3,335292.4149,0.22205,-1e-05
200,3,440623.6428,0.22205,-0.0
200,3,579044.3981,0.22205,-0.0
200,3,760949.6685,0.22205,-0.0
200,3,1000000.0,0.22205,-0.0
200,4,0.1,0.4037,-0.00171
200,4,0.1314,0.40369,-0.00225
200,4,0.1727,0.40367,-0.00296
200,4,0.227,0.40364,-0.00388
200,4,0.2982,0.40358,-0.0051
