sample_id,npz_path
train_008773,/workspace/data/sintering_ds/train/fields/train_008773.npz
train_008784,/workspace/data/sintering_ds/train/fields/train_008784.npz
train_008785,/workspace/data/sintering_ds/train/fields/train_008785.npz
train_008790,/workspace/data/sintering_ds/train/fields/train_008790.npz
train_008812,/workspace/data/sintering_ds/train/fields/train_008812.npz
train_008815,/workspace/data/sintering_ds/train/fields/train_008815.npz
train_008820,/workspace/data/sintering_ds/train/fields/train_008820.npz
train_008826,/workspace/data/sintering_ds/train/fields/train_008826.npz
train_008858,/workspace/data/sintering_ds/train/fields/train_008858.npz
train_008914,/workspace/data/sintering_ds/train/fields/train_008914.npz
train_008998,/workspace/data/sintering_ds/train/fields/train_008998.npz
train_009009,/workspace/data/sintering_ds/train/fields/train_009009.npz
train_009032,/workspace/data/sintering_ds/train/fields/train_009032.npz
train_009081,/workspace/data/sintering_ds/train/fields/train_009081.npz
train_009177,/workspace/data/sintering_ds/train/fields/train_009177.npz
train_009201,/workspace/data/sintering_ds/train/fields/train_009201.npz
train_009203,/workspace/data/sintering_ds/train/fields/train_009203.npz
train_009217,/workspace/data/sintering_ds/train/fields/train_009217.npz
train_009218,/workspace/data/sintering_ds/train/fields/train_009218.npz
train_009253,/workspace/data/sintering_ds/train/fields/train_009253.npz
train_009257,/workspace/data/sintering_ds/train/fields/train_009257.npz
train_009258,/workspace/data/sintering_ds/train/fields/train_009258.npz
train_009263,/workspace/data/sintering_ds/train/fields/train_009263.npz
train_009266,/workspace/data/sintering_ds/train/fields/train_009266.npz
train_009280,/workspace/data/sintering_ds/train/fields/train_009280.npz
train_009302,/workspace/data/sintering_ds/train/fields/train_009302.npz
train_009304,/workspace/data/sintering_ds/train/fields/train_009304.npz
train_009323,/workspace/data/sintering_ds/train/fields/train_009323.npz
train_009330,/workspace/data/sintering_ds/train/fields/train_009330.npz
train_009340,/workspace/data/sintering_ds/train/fields/train_009340.npz
train_009366,/workspace/data/sintering_ds/train/fields/train_009366.npz
train_009368,/workspace/data/sintering_ds/train/fields/train_009368.npz
train_009376,/workspace/data/sintering_ds/train/fields/train_009376.npz
train_009408,/workspace/data/sintering_ds/train/fields/train_009408.npz
train_009474,/workspace/data/sintering_ds/train/fields/train_009474.npz
train_009475,/workspace/data/sintering_ds/train/fields/train_009475.npz
train_009506,/workspace/data/sintering_ds/train/fields/train_009506.npz
train_009553,/workspace/data/sintering_ds/train/fields/train_009553.npz
train_009555,/workspace/data/sintering_ds/train/fields/train_009555.npz
train_009574,/workspace/data/sintering_ds/train/fields/train_009574.npz
train_009580,/workspace/data/sintering_ds/train/fields/train_009580.npz
train_009612,/workspace/data/sintering_ds/train/fields/train_009612.npz
train_009623,/workspace/data/sintering_ds/train/fields/train_009623.npz
train_009624,/workspace/data/sintering_ds/train/fields/train_009624.npz
train_009629,/workspace/data/sintering_ds/train/fields/train_009629.npz
train_009656,/workspace/data/sintering_ds/train/fields/train_009656.npz
train_009664,/workspace/data/sintering_ds/train/fields/train_009664.npz
train_009673,/workspace/data/sintering_ds/train/fields/train_009673.npz
train_009681,/workspace/data/sintering_ds/train/fields/train_009681.npz
train_009721,/workspace/data/sintering_ds/train/fields/train_009721.npz
train_009746,/workspace/data/sintering_ds/train/fields/train_009746.npz
train_009762,/workspace/data/sintering_ds/train/fields/train_009762.npz
train_009777,/workspace/data/sintering_ds/train/fields/train_009777.npz
train_009780,/workspace/data/sintering_ds/train/fields/train_009780.npz
train_009846,/workspace/data/sintering_ds/train/fields/train_009846.npz
train_009853,/workspace/data/sintering_ds/train/fields/train_009853.npz
train_009864,/workspace/data/sintering_ds/train/fields/train_009864.npz
train_009875,/workspace/data/sintering_ds/train/fields/train_009875.npz
train_009881,/workspace/data/sintering_ds/train/fields/train_009881.npz
train_009888,/workspace/data/sintering_ds/train/fields/train_009888.npz
train_009937,/workspace/data/sintering_ds/train/fields/train_009937.npz
train_009946,/workspace/data/sintering_ds/train/fields/train_009946.npz
train_009965,/workspace/data/sintering_ds/train/fields/train_009965.npz
train_009985,/workspace/data/sintering_ds/train/fields/train_009985.npz
