material,specimen,temperature_C,cte_ppm_K,cte_mean,cte_std
Ni-YSZ,7,200,12.4492,12.535,0.08
Ni-YSZ,7,225,12.5972,12.54,0.08
Ni-YSZ,7,250,12.7048,12.545,0.08
Ni-YSZ,7,275,12.4559,12.55,0.08
Ni-YSZ,7,300,12.488,12.555,0.08
Ni-YSZ,7,325,12.5788,12.56,0.08
Ni-YSZ,7,350,12.6939,12.565,0.08
Ni-YSZ,7,375,12.4722,12.57,0.08
Ni-YSZ,7,400,12.5949,12.575,0.08
Ni-YSZ,7,425,12.7257,12.58,0.08
Ni-YSZ,7,450,12.4529,12.585,0.08
Ni-YSZ,7,475,12.4875,12.59,0.08
Ni-YSZ,7,500,12.5611,12.595,0.08
Ni-YSZ,7,525,12.5584,12.6,0.08
Ni-YSZ,7,550,12.67,12.605,0.08
Ni-YSZ,7,575,12.6293,12.61,0.08
Ni-YSZ,7,600,12.473,12.615,0.08
Ni-YSZ,7,625,12.6612,12.62,0.08
Ni-YSZ,7,650,12.5788,12.625,0.08
Ni-YSZ,7,675,12.732,12.63,0.08
Ni-YSZ,7,700,12.5848,12.635,0.08
Ni-YSZ,7,725,12.5891,12.64,0.08
Ni-YSZ,7,750,12.6883,12.645,0.08
Ni-YSZ,7,775,12.711,12.65,0.08
Ni-YSZ,7,800,12.6908,12.655,0.08
Ni-YSZ,7,825,12.5252,12.66,0.08
Ni-YSZ,7,850,12.708,12.665,0.08
Ni-YSZ,7,875,12.5873,12.67,0.08
Ni-YSZ,7,900,12.6938,12.675,0.08
Ni-YSZ,8,25,12.3861,12.5,0.08
Ni-YSZ,8,50,12.5407,12.505,0.08
Ni-YSZ,8,75,12.4455,12.51,0.08
Ni-YSZ,8,100,12.4124,12.515,0.08
Ni-YSZ,8,125,12.5771,12.52,0.08
Ni-YSZ,8,150,12.5443,12.525,0.08
Ni-YSZ,8,175,12.4809,12.53,0.08
Ni-YSZ,8,200,12.6511,12.535,0.08
Ni-YSZ,8,225,12.5047,12.54,0.08
Ni-YSZ,8,250,12.5476,12.545,0.08
Ni-YSZ,8,275,12.5715,12.55,0.08
Ni-YSZ,8,300,12.5054,12.555,0.08
Ni-YSZ,8,325,12.5977,12.56,0.08
Ni-YSZ,8,350,12.5223,12.565,0.08
Ni-YSZ,8,375,12.5371,12.57,0.08
Ni-YSZ,8,400,12.684,12.575,0.08
Ni-YSZ,8,425,12.4968,12.58,0.08
Ni-YSZ,8,450,12.392,12.585,0.08
Ni-YSZ,8,475,12.7189,12.59,0.08
Ni-YSZ,8,500,12.7989,12.595,0.08
Ni-YSZ,8,525,12.5676,12.6,0.08
Ni-YSZ,8,550,12.4501,12.605,0.08
Ni-YSZ,8,575,12.5852,12.61,0.08
Ni-YSZ,8,600,12.5921,12.615,0.08
Ni-YSZ,8,625,12.6048,12.62,0.08
Ni-YSZ,8,650,12.5359,12.625,0.08
Ni-YSZ,8,675,12.6764,12.63,0.08
Ni-YSZ,8,700,12.677,12.635,0.08
Ni-YSZ,8,725,12.5204,12.64,0.08
Ni-YSZ,8,750,12.7009,12.645,0.08
Ni-YSZ,8,775,12.8142,12.65,0.08
Ni-YSZ,8,800,12.6688,12.655,0.08
Ni-YSZ,8,825,12.633,12.66,0.08
Ni-YSZ,8,850,12.6536,12.665,0.08
Ni-YSZ,8,875,12.7192,12.67,0.08
Ni-YSZ,8,900,12.5365,12.675,0.08
Ni-YSZ,9,25,12.5132,12.5,0.08
Ni-YSZ,9,50,12.4738,12.505,0.08
Ni-YSZ,9,75,12.6578,12.51,0.08
Ni-YSZ,9,100,12.5011,12.515,0.08
Ni-YSZ,9,125,12.6534,12.52,0.08
Ni-YSZ,9,150,12.4367,12.525,0.08
Ni-YSZ,9,175,12.577,12.53,0.08
Ni-YSZ,9,200,12.5606,12.535,0.08
Ni-YSZ,9,225,12.4705,12.54,0.08
Ni-YSZ,9,250,12.5592,12.545,0.08
Ni-YSZ,9,275,12.647,12.55,0.08
Ni-YSZ,9,300,12.5291,12.555,0.08
Ni-YSZ,9,325,12.4246,12.56,0.08
Ni-YSZ,9,350,12.5636,12.565,0.08
Ni-YSZ,9,375,12.4978,12.57,0.08
Ni-YSZ,9,400,12.5476,12.575,0.08
Ni-YSZ,9,425,12.5735,12.58,0.08
Ni-YSZ,9,450,12.4485,12.585,0.08
Ni-YSZ,9,475,12.4607,12.59,0.08
Ni-YSZ,9,500,12.6336,12.595,0.08
Ni-YSZ,9,525,12.5582,12.6,0.08
Ni-YSZ,9,550,12.3998,12.605,0.08
Ni-YSZ,9,575,12.6728,12.61,0.08
Ni-YSZ,9,600,12.6368,12.615,0.08
Ni-YSZ,9,625,12.5629,12.62,0.08
Ni-YSZ,9,650,12.5197,12.625,0.08
Ni-YSZ,9,675,12.6969,12.63,0.08
Ni-YSZ,9,700,12.6629,12.635,0.08
Ni-YSZ,9,725,12.8306,12.64,0.08
Ni-YSZ,9,750,12.6786,12.645,0.08
Ni-YSZ,9,775,12.681,12.65,0.08
Ni-YSZ,9,800,12.6416,12.655,0.08
Ni-YSZ,9,825,12.7253,12.66,0.08
Ni-YSZ,9,850,12.715,12.665,0.08
Ni-YSZ,9,875,12.7701,12.67,0.08
Ni-YSZ,9,900,12.6333,12.675,0.08
Ni-YSZ,10,25,12.4652,12.5,0.08
Ni-YSZ,10,50,12.4667,12.505,0.08
Ni-YSZ,10,75,12.5733,12.51,0.08
Ni-YSZ,10,100,12.6349,12.515,0.08
Ni-YSZ,10,125,12.4833,12.52,0.08
Ni-YSZ,10,150,12.491,12.525,0.08
Ni-YSZ,10,175,12.5551,12.53,0.08
Ni-YSZ,10,200,12.5153,12.535,0.08
Ni-YSZ,10,225,12.6162,12.54,0.08
Ni-YSZ,10,250,12.3649,12.545,0.08
Ni-YSZ,10,275,12.4839,12.55,0.08
Ni-YSZ,10,300,12.4924,12.555,0.08
Ni-YSZ,10,325,12.3744,12.56,0.08
Ni-YSZ,10,350,12.4879,12.565,0.08
Ni-YSZ,10,375,12.4968,12.57,0.08
Ni-YSZ,10,400,12.5589,12.575,0.08
Ni-YSZ,10,425,12.669,12.58,0.08
Ni-YSZ,10,450,12.5654,12.585,0.08
Ni-YSZ,10,475,12.5075,12.59,0.08
Ni-YSZ,10,500,12.5904,12.595,0.08
Ni-YSZ,10,525,12.6839,12.6,0.08
Ni-YSZ,10,550,12.5269,12.605,0.08
Ni-YSZ,10,575,12.5372,12.61,0.08
Ni-YSZ,10,600,12.6597,12.615,0.08
Ni-YSZ,10,625,12.6023,12.62,0.08
Ni-YSZ,10,650,12.6768,12.625,0.08
Ni-YSZ,10,675,12.6289,12.63,0.08
Ni-YSZ,10,700,12.6911,12.635,0.08
Ni-YSZ,10,725,12.5572,12.64,0.08
Ni-YSZ,10,750,12.644,12.645,0.08
Ni-YSZ,10,775,12.6331,12.65,0.08
Ni-YSZ,10,800,12.5577,12.655,0.08
Ni-YSZ,10,825,12.5349,12.66,0.08
Ni-YSZ,10,850,12.7199,12.665,0.08
Ni-YSZ,10,875,12.6419,12.67,0.08
Ni-YSZ,10,900,12.5932,12.675,0.08
GDC,1,25,11.9923,12.0,0.08
GDC,1,50,12.0947,12.0045,0.08
GDC,1,75,11.8265,12.009,0.08
GDC,1,100,11.8938,12.0135,0.08
GDC,1,125,11.9442,12.018,0.08
GDC,1,150,12.1394,12.0225,0.08
GDC,1,175,12.0496,12.027,0.08
GDC,1,200,12.0929,12.0315,0.08
GDC,1,225,11.9448,12.036,0.08
GDC,1,250,11.9509,12.0405,0.08
GDC,1,275,12.0808,12.045,0.08
GDC,1,300,12.0542,12.0495,0.08
GDC,1,325,12.0979,12.054,0.08
GDC,1,350,12.0435,12.0585,0.08
GDC,1,375,12.0853,12.063,0.08
GDC,1,400,12.0801,12.0675,0.08
GDC,1,425,12.1342,12.072,0.08
GDC,1,450,12.1411,12.0765,0.08
GDC,1,475,11.9514,12.081,0.08
GDC,1,500,11.9057,12.0855,0.08
GDC,1,525,12.1701,12.09,0.08
GDC,1,550,12.1895,12.0945,0.08
GDC,1,575,12.0174,12.099,0.08
GDC,1,600,11.9547,12.1035,0.08
GDC,1,625,12.1159,12.108,0.08
GDC,1,650,12.187,12.1125,0.08
GDC,1,675,12.2608,12.117,0.08
GDC,1,700,12.1628,12.1215,0.08
GDC,1,725,12.0963,12.126,0.08
GDC,1,750,12.059,12.1305,0.08
GDC,1,775,12.1359,12.135,0.08
GDC,1,800,12.1156,12.1395,0.08
GDC,1,825,12.0628,12.144,0.08
GDC,1,850,12.3124,12.1485,0.08
GDC,1,875,12.2958,12.153,0.08
GDC,1,900,12.2484,12.1575,0.08
GDC,2,25,11.9263,12.0,0.08
GDC,2,50,12.0729,12.0045,0.08
GDC,2,75,12.0602,12.009,0.08
GDC,2,100,12.0489,12.0135,0.08
GDC,2,125,12.118,12.018,0.08
GDC,2,150,12.0733,12.0225,0.08
GDC,2,175,12.0862,12.027,0.08
GDC,2,200,12.0825,12.0315,0.08
GDC,2,225,12.0633,12.036,0.08
GDC,2,250,11.8978,12.0405,0.08
GDC,2,275,12.0517,12.045,0.08
GDC,2,300,12.005,12.0495,0.08
GDC,2,325,11.9516,12.054,0.08
GDC,2,350,12.193,12.0585,0.08
GDC,2,375,12.2013,12.063,0.08
GDC,2,400,12.1762,12.0675,0.08
GDC,2,425,12.0924,12.072,0.08
GDC,2,450,12.1846,12.0765,0.08
GDC,2,475,12.082,12.081,0.08
GDC,2,500,12.1017,12.0855,0.08
GDC,2,525,12.0025,12.09,0.08
GDC,2,550,12.1263,12.0945,0.08
GDC,2,575,12.1038,12.099,0.08
GDC,2,600,11.9993,12.1035,0.08
GDC,2,625,12.1039,12.108,0.08
GDC,2,650,12.1061,12.1125,0.08
GDC,2,675,12.2608,12.117,0.08
GDC,2,700,12.193,12.1215,0.08
GDC,2,725,12.1269,12.126,0.08
GDC,2,750,12.1504,12.1305,0.08
GDC,2,775,12.1385,12.135,0.08
GDC,2,800,12.1233,12.1395,0.08
GDC,2,825,12.0574,12.144,0.08
GDC,2,850,12.1364,12.1485,0.08
GDC,2,875,12.0933,12.153,0.08
GDC,2,900,12.0575,12.1575,0.08
GDC,3,25,12.0409,12.0,0.08
GDC,3,50,12.0358,12.0045,0.08
GDC,3,75,11.8661,12.009,0.08
GDC,3,100,12.0037,12.0135,0.08
GDC,3,125,12.0977,12.018,0.08
GDC,3,150,12.1072,12.0225,0.08
GDC,3,175,12.1091,12.027,0.08
GDC,3,200,12.0346,12.0315,0.08
GDC,3,225,11.9684,12.036,0.08
GDC,3,250,11.9538,12.0405,0.08
GDC,3,275,12.0726,12.045,0.08
GDC,3,300,12.0798,12.0495,0.08
GDC,3,325,12.157,12.054,0.08
GDC,3,350,12.1465,12.0585,0.08
GDC,3,375,12.0524,12.063,0.08
GDC,3,400,11.968,12.0675,0.08
GDC,3,425,12.0465,12.072,0.08
GDC,3,450,12.0939,12.0765,0.08
GDC,3,475,12.0648,12.081,0.08
GDC,3,500,12.0393,12.0855,0.08
GDC,3,525,12.1102,12.09,0.08
GDC,3,550,12.0542,12.0945,0.08
GDC,3,575,12.0488,12.099,0.08
GDC,3,600,12.1284,12.1035,0.08
GDC,3,625,12.0758,12.108,0.08
GDC,3,650,12.132,12.1125,0.08
GDC,3,675,12.1389,12.117,0.08
GDC,3,700,12.0303,12.1215,0.08
GDC,3,725,12.0875,12.126,0.08
GDC,3,750,12.2455,12.1305,0.08
GDC,3,775,12.042,12.135,0.08
GDC,3,800,11.9702,12.1395,0.08
GDC,3,825,11.9951,12.144,0.08
GDC,3,850,12.1508,12.1485,0.08
GDC,3,875,12.1555,12.153,0.08
GDC,3,900,12.1481,12.1575,0.08
GDC,4,25,12.0971,12.0,0.08
GDC,4,50,11.7907,12.0045,0.08
GDC,4,75,12.0407,12.009,0.08
GDC,4,100,12.1384,12.0135,0.08
GDC,4,125,11.9278,12.018,0.08
GDC,4,150,11.9921,12.0225,0.08
GDC,4,175,11.9668,12.027,0.08
GDC,4,200,11.96,12.0315,0.08
GDC,4,225,12.0099,12.036,0.08
GDC,4,250,12.1547,12.0405,0.08
GDC,4,275,12.192,12.045,0.08
GDC,4,300,12.0226,12.0495,0.08
GDC,4,325,12.2064,12.054,0.08
GDC,4,350,12.0613,12.0585,0.08
GDC,4,375,12.2033,12.063,0.08
GDC,4,400,12.06,12.0675,0.08
GDC,4,425,12.0825,12.072,0.08
GDC,4,450,12.1057,12.0765,0.08
GDC,4,475,12.3353,12.081,0.08
GDC,4,500,12.1536,12.0855,0.08
GDC,4,525,12.0334,12.09,0.08
GDC,4,550,12.172,12.0945,0.08
GDC,4,575,12.0701,12.099,0.08
GDC,4,600,12.0643,12.1035,0.08
GDC,4,625,12.1807,12.108,0.08
GDC,4,650,12.115,12.1125,0.08
GDC,4,675,12.1393,12.117,0.08
GDC,4,700,12.1226,12.1215,0.08
GDC,4,725,12.1529,12.126,0.08
GDC,4,750,12.1645,12.1305,0.08
GDC,4,775,11.98,12.135,0.08
GDC,4,800,12.1928,12.1395,0.08
GDC,4,825,12.0654,12.144,0.08
GDC,4,850,12.0331,12.1485,0.08
GDC,4,875,12.1483,12.153,0.08
GDC,4,900,12.1642,12.1575,0.08
GDC,5,25,11.9445,12.0,0.08
GDC,5,50,12.071,12.0045,0.08
GDC,5,75,11.9016,12.009,0.08
GDC,5,100,11.9809,12.0135,0.08
GDC,5,125,11.9712,12.018,0.08
GDC,5,150,12.0188,12.0225,0.08
GDC,5,175,12.0493,12.027,0.08
GDC,5,200,11.9509,12.0315,0.08
GDC,5,225,12.0939,12.036,0.08
GDC,5,250,12.0455,12.0405,0.08
GDC,5,275,11.8936,12.045,0.08
GDC,5,300,11.8928,12.0495,0.08
GDC,5,325,12.053,12.054,0.08
GDC,5,350,12.0408,12.0585,0.08
GDC,5,375,12.0547,12.063,0.08
GDC,5,400,12.0653,12.0675,0.08
GDC,5,425,12.09,12.072,0.08
GDC,5,450,12.1523,12.0765,0.08
GDC,5,475,11.9921,12.081,0.08
GDC,5,500,11.9917,12.0855,0.08
GDC,5,525,12.0025,12.09,0.08
GDC,5,550,12.1176,12.0945,0.08
GDC,5,575,12.1986,12.099,0.08
GDC,5,600,12.069,12.1035,0.08
GDC,5,625,11.9079,12.108,0.08
GDC,5,650,11.9762,12.1125,0.08
GDC,5,675,12.0504,12.117,0.08
GDC,5,700,12.0769,12.1215,0.08
GDC,5,725,12.0933,12.126,0.08
GDC,5,750,12.1336,12.1305,0.08
GDC,5,775,12.1101,12.135,0.08
GDC,5,800,12.2234,12.1395,0.08
GDC,5,825,12.0899,12.144,0.08
GDC,5,850,12.0795,12.1485,0.08
GDC,5,875,12.1913,12.153,0.08
GDC,5,900,12.0346,12.1575,0.08
GDC,6,25,12.0312,12.0,0.08
GDC,6,50,12.0127,12.0045,0.08
GDC,6,75,11.9972,12.009,0.08
GDC,6,100,12.1406,12.0135,0.08
GDC,6,125,11.9682,12.018,0.08
GDC,6,150,12.1873,12.0225,0.08
GDC,6,175,12.009,12.027,0.08
GDC,6,200,11.9293,12.0315,0.08
GDC,6,225,12.0416,12.036,0.08
GDC,6,250,11.9544,12.0405,0.08
GDC,6,275,11.9849,12.045,0.08
GDC,6,300,12.0813,12.0495,0.08
GDC,6,325,12.0984,12.054,0.08
GDC,6,350,12.0087,12.0585,0.08
GDC,6,375,12.142,12.063,0.08
GDC,6,400,12.1601,12.0675,0.08
GDC,6,425,12.1869,12.072,0.08
GDC,6,450,12.1189,12.0765,0.08
GDC,6,475,12.1901,12.081,0.08
GDC,6,500,11.935,12.0855,0.08
GDC,6,525,12.0646,12.09,0.08
GDC,6,550,12.0251,12.0945,0.08
GDC,6,575,12.1085,12.099,0.08
GDC,6,600,12.0578,12.1035,0.08
GDC,6,625,12.0947,12.108,0.08
GDC,6,650,12.2631,12.1125,0.08
GDC,6,675,12.1034,12.117,0.08
GDC,6,700,12.1546,12.1215,0.08
GDC,6,725,12.1074,12.126,0.08
GDC,6,750,12.1366,12.1305,0.08
GDC,6,775,12.1355,12.135,0.08
GDC,6,800,12.1754,12.1395,0.08
GDC,6,825,12.2372,12.144,0.08
GDC,6,850,12.2803,12.1485,0.08
GDC,6,875,12.1778,12.153,0.08
GDC,6,900,12.2047,12.1575,0.08
GDC,7,25,11.9079,12.0,0.08
GDC,7,50,11.9975,12.0045,0.08
GDC,7,75,12.0842,12.009,0.08
GDC,7,100,12.0828,12.0135,0.08
GDC,7,125,12.0349,12.018,0.08
GDC,7,150,12.0934,12.0225,0.08
GDC,7,175,12.0663,12.027,0.08
GDC,7,200,12.1275,12.0315,0.08
GDC,7,225,12.0591,12.036,0.08
GDC,7,250,12.012,12.0405,0.08
GDC,7,275,12.0719,12.045,0.08
GDC,7,300,11.8151,12.0495,0.08
GDC,7,325,12.0846,12.054,0.08
GDC,7,350,11.7666,12.0585,0.08
GDC,7,375,11.9251,12.063,0.08
GDC,7,400,12.1036,12.0675,0.08
GDC,7,425,12.1102,12.072,0.08
GDC,7,450,11.9835,12.0765,0.08
GDC,7,475,12.024,12.081,0.08
GDC,7,500,12.1951,12.0855,0.08
GDC,7,525,12.0513,12.09,0.08
GDC,7,550,12.2739,12.0945,0.08
GDC,7,575,12.0988,12.099,0.08
GDC,7,600,12.1361,12.1035,0.08
GDC,7,625,12.2373,12.108,0.08
GDC,7,650,12.123,12.1125,0.08
GDC,7,675,12.0368,12.117,0.08
GDC,7,700,12.1127,12.1215,0.08
GDC,7,725,12.1232,12.126,0.08
GDC,7,750,12.0213,12.1305,0.08
GDC,7,775,12.1145,12.135,0.08
GDC,7,800,12.0801,12.1395,0.08
GDC,7,825,12.2179,12.144,0.08
GDC,7,850,12.1513,12.1485,0.08
GDC,7,875,12.1304,12.153,0.08
GDC,7,900,12.149,12.1575,0.08
GDC,8,25,12.0178,12.0,0.08
GDC,8,50,12.0538,12.0045,0.08
GDC,8,75,11.929,12.009,0.08
GDC,8,100,11.9302,12.0135,0.08
GDC,8,125,12.1064,12.018,0.08
GDC,8,150,11.9895,12.0225,0.08
GDC,8,175,11.9137,12.027,0.08
GDC,8,200,12.067,12.0315,0.08
GDC,8,225,12.0731,12.036,0.08
GDC,8,250,11.918,12.0405,0.08
GDC,8,275,12.0634,12.045,0.08
GDC,8,300,12.1083,12.0495,0.08
GDC,8,325,12.084,12.054,0.08
GDC,8,350,12.1091,12.0585,0.08
GDC,8,375,11.9507,12.063,0.08
GDC,8,400,12.094,12.0675,0.08
GDC,8,425,12.0478,12.072,0.08
GDC,8,450,12.0379,12.0765,0.08
GDC,8,475,12.1506,12.081,0.08
GDC,8,500,12.2038,12.0855,0.08
GDC,8,525,12.2335,12.09,0.08
GDC,8,550,12.1997,12.0945,0.08
GDC,8,575,12.0902,12.099,0.08
GDC,8,600,12.1317,12.1035,0.08
GDC,8,625,12.1693,12.108,0.08
GDC,8,650,12.1222,12.1125,0.08
GDC,8,675,12.1275,12.117,0.08
GDC,8,700,12.1874,12.1215,0.08
GDC,8,725,12.1213,12.126,0.08
GDC,8,750,12.0722,12.1305,0.08
GDC,8,775,12.1018,12.135,0.08
GDC,8,800,12.1902,12.1395,0.08
GDC,8,825,12.1442,12.144,0.08
GDC,8,850,12.1757,12.1485,0.08
GDC,8,875,12.2066,12.153,0.08
GDC,8,900,12.1275,12.1575,0.08
GDC,9,25,12.0605,12.0,0.08
GDC,9,50,12.0348,12.0045,0.08
GDC,9,75,11.9102,12.009,0.08
GDC,9,100,12.1289,12.0135,0.08
GDC,9,125,11.9779,12.018,0.08
GDC,9,150,11.8901,12.0225,0.08
GDC,9,175,11.9434,12.027,0.08
GDC,9,200,11.9498,12.0315,0.08
GDC,9,225,12.0402,12.036,0.08
GDC,9,250,12.0186,12.0405,0.08
GDC,9,275,12.0181,12.045,0.08
GDC,9,300,12.0991,12.0495,0.08
GDC,9,325,12.0812,12.054,0.08
GDC,9,350,12.0838,12.0585,0.08
GDC,9,375,12.0958,12.063,0.08
GDC,9,400,12.1168,12.0675,0.08
GDC,9,425,11.9034,12.072,0.08
GDC,9,450,12.0473,12.0765,0.08
GDC,9,475,11.9066,12.081,0.08
GDC,9,500,12.0884,12.0855,0.08
GDC,9,525,12.0896,12.09,0.08
GDC,9,550,12.1781,12.0945,0.08
GDC,9,575,12.194,12.099,0.08
GDC,9,600,12.1197,12.1035,0.08
GDC,9,625,12.068,12.108,0.08
GDC,9,650,12.1513,12.1125,0.08
GDC,9,675,12.0748,12.117,0.08
GDC,9,700,12.1214,12.1215,0.08
GDC,9,725,12.2049,12.126,0.08
GDC,9,750,12.0859,12.1305,0.08
GDC,9,775,12.1995,12.135,0.08
GDC,9,800,12.1937,12.1395,0.08
GDC,9,825,12.0676,12.144,0.08
GDC,9,850,12.2264,12.1485,0.08
GDC,9,875,12.2089,12.153,0.08
GDC,9,900,12.1657,12.1575,0.08
GDC,10,25,11.939,12.0,0.08
GDC,10,50,11.9358,12.0045,0.08
GDC,10,75,11.966,12.009,0.08
GDC,10,100,12.0569,12.0135,0.08
GDC,10,125,11.9415,12.018,0.08
GDC,10,150,12.0575,12.0225,0.08
GDC,10,175,11.9277,12.027,0.08
GDC,10,200,12.0152,12.0315,0.08
GDC,10,225,12.0448,12.036,0.08
GDC,10,250,12.2361,12.0405,0.08
GDC,10,275,11.9348,12.045,0.08
GDC,10,300,12.1673,12.0495,0.08
GDC,10,325,12.066,12.054,0.08
GDC,10,350,12.0914,12.0585,0.08
GDC,10,375,12.0725,12.063,0.08
GDC,10,400,12.1031,12.0675,0.08
GDC,10,425,12.0597,12.072,0.08
GDC,10,450,12.1928,12.0765,0.08
GDC,10,475,12.0445,12.081,0.08
GDC,10,500,12.1761,12.0855,0.08
GDC,10,525,12.0385,12.09,0.08
GDC,10,550,12.0897,12.0945,0.08
GDC,10,575,12.0132,12.099,0.08
GDC,10,600,12.1399,12.1035,0.08
GDC,10,625,12.2236,12.108,0.08
GDC,10,650,12.1063,12.1125,0.08
GDC,10,675,12.1012,12.117,0.08
GDC,10,700,12.0323,12.1215,0.08
GDC,10,725,12.1077,12.126,0.08
GDC,10,750,12.0031,12.1305,0.08
GDC,10,775,12.062,12.135,0.08
GDC,10,800,12.1576,12.1395,0.08
GDC,10,825,12.2495,12.144,0.08
GDC,10,850,12.3732,12.1485,0.08
GDC,10,875,12.1061,12.153,0.08
GDC,10,900,12.2723,12.1575,0.08
LSCF-GDC,1,25,14.5195,14.5,0.08
LSCF-GDC,1,50,14.4954,14.5075,0.08
LSCF-GDC,1,75,14.5496,14.515,0.08
LSCF-GDC,1,100,14.5275,14.5225,0.08
LSCF-GDC,1,125,14.5388,14.53,0.08
LSCF-GDC,1,150,14.5048,14.5375,0.08
LSCF-GDC,1,175,14.4332,14.545,0.08
LSCF-GDC,1,200,14.429,14.5525,0.08
LSCF-GDC,1,225,14.6123,14.56,0.08
LSCF-GDC,1,250,14.5454,14.5675,0.08
LSCF-GDC,1,275,14.5273,14.575,0.08
LSCF-GDC,1,300,14.5832,14.5825,0.08
LSCF-GDC,1,325,14.6536,14.59,0.08
LSCF-GDC,1,350,14.6119,14.5975,0.08
LSCF-GDC,1,375,14.5525,14.605,0.08
LSCF-GDC,1,400,14.7106,14.6125,0.08
LSCF-GDC,1,425,14.7463,14.62,0.08
LSCF-GDC,1,450,14.6671,14.6275,0.08
LSCF-GDC,1,475,14.7129,14.635,0.08
LSCF-GDC,1,500,14.7419,14.6425,0.08
LSCF-GDC,1,525,14.7404,14.65,0.08
LSCF-GDC,1,550,14.7066,14.6575,0.08
LSCF-GDC,1,575,14.7129,14.665,0.08
LSCF-GDC,1,600,14.7141,14.6725,0.08
LSCF-GDC,1,625,14.5922,14.68,0.08
LSCF-GDC,1,650,14.7436,14.6875,0.08
LSCF-GDC,1,675,14.5865,14.695,0.08
LSCF-GDC,1,700,14.6389,14.7025,0.08
LSCF-GDC,1,725,14.8143,14.71,0.08
LSCF-GDC,1,750,14.7847,14.7175,0.08
LSCF-GDC,1,775,14.844,14.725,0.08
LSCF-GDC,1,800,14.7108,14.7325,0.08
LSCF-GDC,1,825,14.6478,14.74,0.08
LSCF-GDC,1,850,14.7283,14.7475,0.08
LSCF-GDC,1,875,14.7632,14.755,0.08
LSCF-GDC,1,900,14.7688,14.7625,0.08
LSCF-GDC,2,25,14.5907,14.5,0.08
LSCF-GDC,2,50,14.4786,14.5075,0.08
LSCF-GDC,2,75,14.5432,14.515,0.08
LSCF-GDC,2,100,14.4434,14.5225,0.08
LSCF-GDC,2,125,14.566,14.53,0.08
LSCF-GDC,2,150,14.5377,14.5375,0.08
LSCF-GDC,2,175,14.485,14.545,0.08
LSCF-GDC,2,200,14.5336,14.5525,0.08
LSCF-GDC,2,225,14.5453,14.56,0.08
LSCF-GDC,2,250,14.5459,14.5675,0.08
LSCF-GDC,2,275,14.7167,14.575,0.08
LSCF-GDC,2,300,14.5746,14.5825,0.08
LSCF-GDC,2,325,14.5705,14.59,0.08
LSCF-GDC,2,350,14.4297,14.5975,0.08
LSCF-GDC,2,375,14.5335,14.605,0.08
LSCF-GDC,2,400,14.5915,14.6125,0.08
LSCF-GDC,2,425,14.5651,14.62,0.08
LSCF-GDC,2,450,14.738,14.6275,0.08
LSCF-GDC,2,475,14.6218,14.635,0.08
LSCF-GDC,2,500,14.7456,14.6425,0.08
LSCF-GDC,2,525,14.6549,14.65,0.08
LSCF-GDC,2,550,14.6605,14.6575,0.08
LSCF-GDC,2,575,14.6579,14.665,0.08
LSCF-GDC,2,600,14.6728,14.6725,0.08
LSCF-GDC,2,625,14.8175,14.68,0.08
LSCF-GDC,2,650,14.5019,14.6875,0.08
LSCF-GDC,2,675,14.5349,14.695,0.08
LSCF-GDC,2,700,14.659,14.7025,0.08
LSCF-GDC,2,725,14.7112,14.71,0.08
LSCF-GDC,2,750,14.7727,14.7175,0.08
LSCF-GDC,2,775,14.7628,14.725,0.08
LSCF-GDC,2,800,14.7018,14.7325,0.08
LSCF-GDC,2,825,14.8215,14.74,0.08
LSCF-GDC,2,850,14.8299,14.7475,0.08
LSCF-GDC,2,875,14.7697,14.755,0.08
LSCF-GDC,2,900,14.8395,14.7625,0.08
LSCF-GDC,3,25,14.5218,14.5,0.08
LSCF-GDC,3,50,14.4626,14.5075,0.08
LSCF-GDC,3,75,14.5708,14.515,0.08
LSCF-GDC,3,100,14.5313,14.5225,0.08
LSCF-GDC,3,125,14.5301,14.53,0.08
LSCF-GDC,3,150,14.6553,14.5375,0.08
LSCF-GDC,3,175,14.3489,14.545,0.08
LSCF-GDC,3,200,14.4391,14.5525,0.08
LSCF-GDC,3,225,14.465,14.56,0.08
LSCF-GDC,3,250,14.5384,14.5675,0.08
LSCF-GDC,3,275,14.5546,14.575,0.08
LSCF-GDC,3,300,14.4619,14.5825,0.08
LSCF-GDC,3,325,14.5112,14.59,0.08
LSCF-GDC,3,350,14.5286,14.5975,0.08
LSCF-GDC,3,375,14.8016,14.605,0.08
LSCF-GDC,3,400,14.7566,14.6125,0.08
LSCF-GDC,3,425,14.5871,14.62,0.08
LSCF-GDC,3,450,14.5984,14.6275,0.08
LSCF-GDC,3,475,14.5431,14.635,0.08
LSCF-GDC,3,500,14.4898,14.6425,0.08
LSCF-GDC,3,525,14.6406,14.65,0.08
LSCF-GDC,3,550,14.5777,14.6575,0.08
LSCF-GDC,3,575,14.6582,14.665,0.08
LSCF-GDC,3,600,14.5445,14.6725,0.08
LSCF-GDC,3,625,14.619,14.68,0.08
LSCF-GDC,3,650,14.6994,14.6875,0.08
LSCF-GDC,3,675,14.7243,14.695,0.08
LSCF-GDC,3,700,14.7359,14.7025,0.08
LSCF-GDC,3,725,14.6044,14.71,0.08
LSCF-GDC,3,750,14.7859,14.7175,0.08
LSCF-GDC,3,775,14.661,14.725,0.08
